POA_CODE_2016	medianTotalHouseholdIncome
POA2158	114296
POA2159	102804
POA2160	64324
POA2161	60060
POA2162	60736
POA2163	43888
POA2164	67392
POA2165	56004
POA2166	56160
POA2167	91364
POA2168	65260
POA2170	71656
POA2171	108836
POA2172	139620
POA2173	112164
POA2174	118560
POA2175	89440
POA2176	81484
POA2177	73372
POA2178	100620
POA2179	77012
POA2190	61880
POA2191	74880
POA2192	61984
POA2193	87412
POA2194	64428
POA2195	53872
POA2196	63440
POA2197	63700
POA2198	76128
POA2199	62556
POA2200	61256
POA2203	94172
POA2204	94224
POA2205	91676
POA2206	93236
POA2207	83304
POA2208	81328
POA2209	75816
POA2210	72540
POA2211	79872
POA2212	82160
POA2213	90116
POA2214	96252
POA2216	80080
POA2217	83824
POA2218	81120
POA2219	79664
POA2220	73944
POA2221	101192
POA2222	82732
POA2223	99788
POA2224	91936
POA2225	135980
POA2226	112580
POA2227	106652
POA2228	85956
POA2229	96512
POA2230	99112
POA2231	98696
POA2232	96356
POA2233	106288
POA2234	124800
POA2250	71032
POA2251	72644
POA2256	55484
POA2257	58344
POA2258	85280
POA2259	66820
POA2260	93652
POA2261	62816
POA2262	57564
POA2263	50960
POA2264	58240
POA2265	64896
POA2267	61048
POA2278	76752
POA2280	69004
POA2281	59592
POA2282	77636
POA2283	63700
POA2284	62244
POA2285	76856
POA2286	68796
POA2287	71916
POA2289	83460
POA2290	71552
POA2291	95316
POA2292	69316
POA2293	77376
POA2294	72904
POA2295	61204
POA2296	70408
POA2297	71344
POA2298	61048
POA2299	60216
POA2300	85956
POA2302	69628
POA2303	66976
POA2304	64012
POA2305	82212
POA2306	35828
POA2307	53976
POA2308	
POA2311	55848
POA2312	51376
POA2314	
POA2315	58448
POA2316	60060
POA2317	54236
POA2318	83096
POA2319	50648
POA2320	75452
POA2321	84916
POA2322	70252
POA2323	66924
POA2324	56264
POA2325	57460
POA2326	57772
POA2327	51896
POA2328	64324
POA2329	54704
POA2330	85228
POA2331	
POA2333	70304
POA2334	73424
POA2335	91416
POA2336	72800
POA2337	70252
POA2338	46020
POA2339	59592
POA2340	63648
POA2341	40872
POA2342	58760
POA2343	56524
POA2344	75036
POA2345	65624
POA2346	45604
POA2347	38792
POA2350	63908
POA2351	
POA2352	64688
POA2353	55328
POA2354	54548
POA2355	41808
POA2356	38428
POA2357	47528
POA2358	50596
POA2359	40248
POA2360	50596
POA2361	41340
POA2365	53456
POA2369	43108
POA2370	44564
POA2371	37700
POA2372	41340
POA2379	61360
POA2380	66768
POA2381	55068
POA2382	61360
POA2386	56420
POA2387	51064
POA2388	55900
POA2390	68640
POA2395	37180
POA2396	41028
POA2397	63752
POA2398	66300
POA2399	62088
POA2400	66768
POA2401	54756
POA2402	46956
POA2403	41860
POA2404	41340
POA2405	66612
POA2406	62556
POA2408	72384
POA2409	47996
POA2410	39624
POA2411	67132
POA2415	61724
POA2420	52052
POA2421	85176
POA2422	46124
POA2423	42952
POA2424	38584
POA2425	63388
POA2426	42224
POA2427	40872
POA2428	43264
POA2429	48100
POA2430	47476
POA2431	45292
POA2439	55432
POA2440	47060
POA2441	49400
POA2443	40612
POA2444	55952
POA2445	58812
POA2446	58084
POA2447	49192
POA2448	40716
POA2449	40248
POA2450	59280
POA2452	52832
POA2453	43680
POA2454	54912
POA2455	48412
POA2456	57772
POA2460	49296
POA2462	41912
POA2463	48464
POA2464	46800
POA2465	42900
POA2466	37596
POA2469	39936
POA2470	49920
POA2471	53716
POA2472	53300
POA2473	46228
POA2474	43628
POA2475	36140
POA2476	41704
POA2477	60632
POA2478	59280
POA2479	71396
POA2480	55588
POA2481	68588
POA2482	50388
POA2483	54080
POA2484	53924
POA2485	46488
POA2486	55588
POA2487	63648
POA2488	65988
POA2489	61360
POA2490	72020
POA2500	64428
POA2502	47736
POA2505	52832
POA2506	55068
POA2508	112424
POA2515	104312
POA2516	98592
POA2517	78104
POA2518	59956
POA2519	70096
POA2522	
POA2525	82212
POA2526	79144
POA2527	78000
POA2528	50544
POA2529	82264
POA2530	70720
POA2533	78520
POA2534	78728
POA2535	57928
POA2536	50076
POA2537	49296
POA2538	60112
POA2539	46800
POA2540	53248
POA2541	50492
POA2545	50700
POA2546	44096
POA2548	52468
POA2549	56264
POA2550	52936
POA2551	43628
POA2555	66456
POA2556	88400
POA2557	110292
POA2558	88036
POA2559	40820
POA2560	74308
POA2563	76336
POA2564	63232
POA2565	78936
POA2566	81692
POA2567	108732
POA2568	79092
POA2569	101036
POA2570	104468
POA2571	107068
POA2572	82732
POA2573	72956
POA2574	82056
POA2575	71812
POA2576	71292
POA2577	68224
POA2578	57200
POA2579	62400
POA2580	62660
POA2581	83356
POA2582	92456
POA2583	52572
POA2584	57408
POA2585	42328
POA2586	51740
POA2587	49608
POA2588	63648
POA2590	47320
POA2594	51116
POA2600	128648
POA2601	115544
POA2602	100360
POA2603	124540
POA2604	115440
POA2605	118196
POA2606	92404
POA2607	108368
POA2609	50336
POA2611	110448
POA2612	104208
POA2614	100880
POA2615	99372
POA2617	99164
POA2618	123188
POA2619	146640
POA2620	90012
POA2621	127764
POA2622	57200
POA2623	72176
POA2625	73840
POA2626	89440
POA2627	79248
POA2628	60424
POA2629	44304
POA2630	56056
POA2631	48412
POA2632	56784
POA2633	42016
POA2640	68276
POA2641	49400
POA2642	70616
POA2643	53248
POA2644	56836
POA2645	44408
POA2646	53404
POA2647	53456
POA2648	45760
POA2649	68224
POA2650	70148
POA2651	73840
POA2652	67756
POA2653	60372
POA2655	63544
POA2656	52936
POA2658	43732
POA2659	58344
POA2660	56160
POA2661	112996
POA2663	57252
POA2665	53404
POA2666	54340
POA2668	42016
POA2669	52468
POA2671	59852
POA2672	53352
POA2675	64428
POA2678	
POA2680	69368
POA2681	68068
POA2700	51688
POA2701	68172
POA2702	48620
POA2703	52936
POA2705	62504
POA2706	58812
POA2707	68380
POA2710	54600
POA2711	57720
POA2712	47216
POA2713	51636
POA2714	46540
POA2715	54808
POA2716	58708
POA2717	44928
POA2720	59592
POA2721	48672
POA2722	55172
POA2725	40144
POA2726	65936
POA2727	65884
POA2729	62504
POA2730	47892
POA2731	59696
POA2732	47216
POA2733	50908
POA2734	77220
POA2735	43316
POA2736	56836
POA2737	69784
POA2738	79820
POA2739	59436
POA2745	113048
POA2747	83356
POA2748	107744
POA2749	97500
POA2750	75192
POA2752	101504
POA2753	78572
POA2754	76700
POA2755	
POA2756	90532
POA2757	89596
POA2758	105664
POA2759	99632
POA2760	70980
POA2761	97916
POA2762	106652
POA2763	106184
POA2765	86580
POA2766	91312
POA2767	90636
POA2768	124800
POA2769	137748
POA2770	60268
POA2773	109096
POA2774	99372
POA2775	53508
POA2776	92612
POA2777	89336
POA2778	86060
POA2779	77792
POA2780	54392
POA2782	64428
POA2783	68328
POA2784	72228
POA2785	56108
POA2786	54340
POA2787	63648
POA2790	50700
POA2791	54340
POA2792	53196
POA2793	46592
POA2794	50336
POA2795	68120
POA2797	60632
POA2798	87724
POA2799	59696
POA2800	69628
POA2803	50232
POA2804	48048
POA2805	46800
POA2806	56940
POA2807	40612
POA2808	43212
POA2809	49712
POA2810	47060
POA2817	52572
POA2818	67704
POA2820	46436
POA2821	56784
POA2822	47424
POA2823	53924
POA2824	55120
POA2825	58240
POA2826	73632
POA2827	50440
POA2828	48048
POA2829	52988
POA2830	69888
POA2831	66820
POA2832	49868
POA2833	47164
POA2834	35152
POA2835	84656
POA2836	48724
POA2838	39416
POA2839	46436
POA2840	64740
POA2842	41964
POA2843	50700
POA2844	45292
POA2845	59020
POA2846	37388
POA2847	53196
POA2848	36816
POA2849	44564
POA2850	63908
POA2852	56784
POA2864	67392
POA2865	65208
POA2866	62140
POA2867	54236
POA2868	51064
POA2869	41964
POA2870	60008
POA2871	55380
POA2873	40040
POA2874	52468
POA2875	50700
POA2876	51532
POA2877	52832
POA2878	68900
POA2879	41756
POA2880	50492
POA2898	72644
POA2899	52624
POA2900	87776
POA2902	99632
POA2903	103220
POA2904	117520
POA2905	106080
POA2906	109356
POA2911	129272
POA2912	107380
POA2913	111748
POA2914	124176
POA3000	49660
POA3002	118820
POA3003	91832
POA3004	104312
POA3005	113464
POA3006	96304
POA3008	96616
POA3010	168948
POA3011	74932
POA3012	77116
POA3013	106444
POA3015	107692
POA3016	104416
POA3018	74880
POA3019	54652
POA3020	58656
POA3021	54600
POA3022	60112
POA3023	82472
POA3024	78260
POA3025	64480
POA3026	32760
POA3027	115440
POA3028	72124
POA3029	82056
POA3030	87152
POA3031	84552
POA3032	89440
POA3033	77168
POA3034	68536
POA3036	90636
POA3037	87568
POA3038	86008
POA3039	96772
POA3040	94900
POA3041	99060
POA3042	75972
POA3043	67132
POA3044	83564
POA3045	
POA3046	67392
POA3047	47944
POA3048	52884
POA3049	78676
POA3050	
POA3051	64272
POA3052	83460
POA3053	29744
POA3054	103532
POA3055	73996
POA3056	89648
POA3057	89752
POA3058	83616
POA3059	105560
POA3060	56472
POA3061	47892
POA3062	
POA3063	107692
POA3064	76960
POA3065	89180
POA3066	89024
POA3067	104052
POA3068	106028
POA3070	97136
POA3071	79820
POA3072	74204
POA3073	62244
POA3074	52936
POA3075	57824
POA3076	73268
POA3078	96512
POA3079	105508
POA3081	61204
POA3082	78000
POA3083	67860
POA3084	94276
POA3085	88244
POA3086	13624
POA3087	80236
POA3088	90428
POA3089	108628
POA3090	134576
POA3091	111644
POA3093	94744
POA3094	90584
POA3095	111800
POA3096	100204
POA3097	117260
POA3099	95212
POA3101	114712
POA3102	111748
POA3103	90012
POA3104	103792
POA3105	78052
POA3106	99632
POA3107	82732
POA3108	71032
POA3109	78208
POA3111	92716
POA3113	117104
POA3114	138320
POA3115	127504
POA3116	89856
POA3121	104780
POA3122	94276
POA3123	102752
POA3124	114140
POA3125	62868
POA3126	126880
POA3127	113984
POA3128	62400
POA3129	80132
POA3130	85072
POA3131	74256
POA3132	85800
POA3133	86528
POA3134	84656
POA3135	83512
POA3136	77376
POA3137	74516
POA3138	82888
POA3139	76128
POA3140	75296
POA3141	94276
POA3142	120172
POA3143	103480
POA3144	119912
POA3145	97968
POA3146	114140
POA3147	95888
POA3148	79612
POA3149	85436
POA3150	82732
POA3151	71396
POA3152	83304
POA3153	70252
POA3154	87360
POA3155	68536
POA3156	83356
POA3158	92196
POA3159	96148
POA3160	87776
POA3161	103480
POA3162	99372
POA3163	79248
POA3165	90220
POA3166	82368
POA3167	76752
POA3168	55588
POA3169	67808
POA3170	81744
POA3171	56108
POA3172	71240
POA3173	82420
POA3174	58604
POA3175	55848
POA3177	50596
POA3178	98384
POA3179	83980
POA3180	76856
POA3181	94432
POA3182	84396
POA3183	87360
POA3184	98384
POA3185	95160
POA3186	125320
POA3187	107380
POA3188	104520
POA3189	76648
POA3190	83876
POA3191	110448
POA3192	78104
POA3193	113308
POA3194	79092
POA3195	94588
POA3196	75712
POA3197	80444
POA3198	62816
POA3199	63752
POA3200	46176
POA3201	69628
POA3202	94432
POA3204	93652
POA3205	95784
POA3206	119652
POA3207	113880
POA3211	87256
POA3212	80964
POA3213	83304
POA3214	43056
POA3215	59332
POA3216	71240
POA3217	99112
POA3218	66872
POA3219	51532
POA3220	81796
POA3221	110916
POA3222	62348
POA3223	46592
POA3224	69368
POA3225	62712
POA3226	74464
POA3227	90688
POA3228	91676
POA3230	66768
POA3231	63856
POA3232	65364
POA3233	48516
POA3234	54756
POA3235	67860
POA3236	45500
POA3237	42328
POA3238	44200
POA3239	47060
POA3240	91832
POA3241	58708
POA3242	61412
POA3243	57200
POA3249	59904
POA3250	54860
POA3251	52676
POA3254	64220
POA3260	51636
POA3264	52624
POA3265	67756
POA3266	58760
POA3267	60632
POA3268	59644
POA3269	70928
POA3270	49036
POA3271	54600
POA3272	44564
POA3273	62816
POA3274	73632
POA3275	83772
POA3276	73736
POA3277	76180
POA3278	65572
POA3279	71500
POA3280	60424
POA3281	85280
POA3282	67132
POA3283	71604
POA3284	58656
POA3285	64272
POA3286	51324
POA3287	71500
POA3289	57200
POA3292	49712
POA3293	49712
POA3294	58136
POA3300	53976
POA3301	71084
POA3302	66300
POA3303	64324
POA3304	52468
POA3305	56784
POA3309	49348
POA3310	43316
POA3311	39416
POA3312	52156
POA3314	56784
POA3315	46540
POA3317	50544
POA3318	48880
POA3319	55224
POA3321	87256
POA3322	40248
POA3323	59540
POA3324	41340
POA3325	43160
POA3328	84292
POA3329	56056
POA3330	46800
POA3331	85852
POA3332	75244
POA3333	65832
POA3334	55224
POA3335	89856
POA3337	67392
POA3338	69524
POA3340	74152
POA3341	83876
POA3342	66664
POA3345	73372
POA3350	64376
POA3351	64948
POA3352	74828
POA3355	46124
POA3356	49920
POA3357	81796
POA3360	50492
POA3361	40508
POA3363	50388
POA3364	58708
POA3370	43160
POA3371	39780
POA3373	43784
POA3374	55900
POA3375	48048
POA3377	52572
POA3378	72540
POA3379	49660
POA3380	48256
POA3381	57356
POA3384	44876
POA3385	54756
POA3387	51480
POA3388	49712
POA3390	47580
POA3391	50232
POA3392	38272
POA3393	46488
POA3395	47476
POA3396	50492
POA3400	55016
POA3401	69576
POA3407	53092
POA3409	56004
POA3412	39884
POA3413	59176
POA3414	46124
POA3415	58448
POA3418	52208
POA3419	53404
POA3420	57824
POA3423	35620
POA3424	43212
POA3427	74880
POA3428	94224
POA3429	81796
POA3430	71500
POA3431	95368
POA3432	107224
POA3433	91676
POA3434	84344
POA3435	74360
POA3437	97916
POA3438	94120
POA3440	96096
POA3441	107536
POA3442	88244
POA3444	64480
POA3446	64012
POA3447	55900
POA3448	59384
POA3450	47164
POA3451	59228
POA3453	68432
POA3458	56992
POA3460	48256
POA3461	54964
POA3462	47788
POA3463	45500
POA3464	52416
POA3465	40612
POA3467	40300
POA3468	44200
POA3469	40456
POA3472	35048
POA3475	35100
POA3477	45344
POA3478	42432
POA3480	46540
POA3482	37700
POA3483	48776
POA3485	45188
POA3487	53612
POA3488	44148
POA3489	39624
POA3490	45448
POA3491	42640
POA3494	55588
POA3496	56056
POA3498	63856
POA3500	53196
POA3501	82680
POA3505	54912
POA3506	42848
POA3507	47580
POA3509	57200
POA3512	54184
POA3515	76336
POA3516	58240
POA3517	42016
POA3518	37804
POA3520	29900
POA3521	66872
POA3522	57200
POA3523	42068
POA3525	40144
POA3527	42380
POA3529	45500
POA3530	51220
POA3531	45032
POA3533	42016
POA3537	48880
POA3540	37440
POA3542	44720
POA3544	43316
POA3546	56160
POA3549	57564
POA3550	57564
POA3551	85124
POA3555	55120
POA3556	50128
POA3557	68900
POA3558	45500
POA3559	49036
POA3561	53976
POA3562	65988
POA3563	51324
POA3564	60736
POA3565	61256
POA3566	50232
POA3567	50700
POA3568	49816
POA3570	58500
POA3571	44720
POA3572	54444
POA3573	50232
POA3575	48152
POA3576	48828
POA3579	47372
POA3580	41132
POA3581	43316
POA3583	53612
POA3584	57356
POA3585	57148
POA3586	72020
POA3588	55432
POA3589	67028
POA3590	58500
POA3591	60112
POA3594	54184
POA3595	39572
POA3596	53300
POA3597	55016
POA3599	55224
POA3607	60632
POA3608	50804
POA3610	48776
POA3612	43264
POA3614	86008
POA3616	62192
POA3617	50232
POA3618	53352
POA3620	54340
POA3621	55952
POA3622	68224
POA3623	47736
POA3624	53664
POA3629	53144
POA3630	55536
POA3631	84448
POA3633	75140
POA3634	71084
POA3635	66144
POA3636	51324
POA3637	62192
POA3638	51740
POA3639	43108
POA3640	64792
POA3641	58760
POA3644	52728
POA3646	63492
POA3647	
POA3649	49088
POA3658	64636
POA3659	69472
POA3660	53248
POA3662	105820
POA3663	66248
POA3664	62244
POA3665	59124
POA3666	47424
POA3669	47996
POA3670	58708
POA3672	47060
POA3673	57148
POA3675	67704
POA3677	52468
POA3678	68328
POA3682	65364
POA3683	62452
POA3685	60008
POA3687	59384
POA3688	79768
POA3690	62712
POA3691	84812
POA3694	
POA3695	88348
POA3697	56212
POA3698	57252
POA3699	46800
POA3700	57356
POA3701	50544
POA3704	81224
POA3705	61048
POA3707	46904
POA3708	48516
POA3709	48516
POA3711	56316
POA3712	39052
POA3713	41132
POA3714	51428
POA3715	59540
POA3717	52832
POA3718	58500
POA3719	58500
POA3720	48724
POA3722	56992
POA3723	52156
POA3725	66768
POA3726	47632
POA3727	52572
POA3728	52572
POA3730	51688
POA3732	52260
POA3733	46800
POA3735	59800
POA3737	49088
POA3738	51064
POA3739	55900
POA3740	58500
POA3741	50440
POA3744	56940
POA3746	49348
POA3747	60840
POA3749	71916
POA3750	83824
POA3751	72384
POA3752	90428
POA3753	100880
POA3754	90584
POA3755	68224
POA3756	82888
POA3757	75504
POA3758	91104
POA3759	104624
POA3760	96408
POA3761	93080
POA3762	76336
POA3763	70356
POA3764	71448
POA3765	88764
POA3766	80756
POA3767	83356
POA3770	85592
POA3775	80236
POA3777	63752
POA3778	59748
POA3779	47944
POA3781	81796
POA3782	88452
POA3783	84136
POA3785	113724
POA3786	102492
POA3787	104260
POA3788	78936
POA3789	80444
POA3791	90168
POA3792	82316
POA3793	71604
POA3795	88296
POA3796	86060
POA3797	57044
POA3799	49712
POA3800	97500
POA3802	75608
POA3803	67652
POA3804	112580
POA3805	84448
POA3806	91104
POA3807	100256
POA3808	111488
POA3809	96928
POA3810	71916
POA3812	88556
POA3813	74308
POA3814	72956
POA3815	76700
POA3816	65572
POA3818	60268
POA3820	62192
POA3821	72644
POA3822	70876
POA3823	61828
POA3824	64688
POA3825	47320
POA3831	65468
POA3832	53612
POA3833	41964
POA3835	58916
POA3840	47112
POA3842	50128
POA3844	68692
POA3847	63596
POA3850	60736
POA3851	51376
POA3852	71448
POA3854	87464
POA3856	83668
POA3857	78832
POA3858	51272
POA3859	67236
POA3860	58084
POA3862	60268
POA3864	61048
POA3865	57772
POA3869	71188
POA3870	56628
POA3871	56836
POA3873	72956
POA3874	46332
POA3875	53352
POA3878	57772
POA3880	43576
POA3882	55796
POA3885	49244
POA3886	46384
POA3887	39624
POA3888	39884
POA3889	28340
POA3890	38948
POA3891	40248
POA3892	40248
POA3893	71448
POA3895	34892
POA3896	52572
POA3898	53300
POA3900	39312
POA3902	52416
POA3903	46800
POA3904	52052
POA3909	45188
POA3910	82108
POA3911	77584
POA3912	77220
POA3913	79196
POA3915	50596
POA3916	88816
POA3918	75348
POA3919	60684
POA3920	101504
POA3921	24804
POA3922	46956
POA3923	48048
POA3925	57200
POA3926	79716
POA3927	76336
POA3928	89648
POA3929	84864
POA3930	105560
POA3931	62556
POA3933	105456
POA3934	88764
POA3936	60164
POA3937	92248
POA3938	64532
POA3939	50596
POA3940	40872
POA3941	55484
POA3942	55120
POA3943	59072
POA3944	96876
POA3945	63752
POA3946	59124
POA3950	49296
POA3951	56576
POA3953	58812
POA3954	69108
POA3956	45812
POA3957	72904
POA3958	71500
POA3959	53508
POA3960	44980
POA3962	43888
POA3964	42588
POA3965	43160
POA3966	45032
POA3967	48828
POA3971	46020
POA3975	101244
POA3976	67964
POA3977	81120
POA3978	96928
POA3979	72904
POA3980	78052
POA3981	71708
POA3984	49036
POA3987	73008
POA3988	61568
POA3990	55900
POA3991	42172
POA3992	54704
POA3995	43680
POA3996	54184
POA4000	89856
POA4005	106808
POA4006	84136
POA4007	99736
POA4008	62348
POA4009	
POA4010	89648
POA4011	95056
POA4012	89752
POA4013	86944
POA4014	96772
POA4017	82732
POA4018	73216
POA4019	59176
POA4020	58500
POA4021	58396
POA4022	60164
POA4025	56836
POA4029	
POA4030	95368
POA4031	93392
POA4032	71188
POA4034	78156
POA4035	109200
POA4036	82368
POA4037	123136
POA4051	98540
POA4053	91468
POA4054	83512
POA4055	108992
POA4059	84968
POA4060	119028
POA4061	112476
POA4064	113880
POA4065	131976
POA4066	92508
POA4067	72020
POA4068	89960
POA4069	124956
POA4070	110656
POA4072	77948
POA4073	117208
POA4074	101816
POA4075	101192
POA4076	66092
POA4077	56420
POA4078	85228
POA4101	89856
POA4102	77428
POA4103	83876
POA4104	86580
POA4105	87152
POA4106	71500
POA4107	84656
POA4108	66300
POA4109	72176
POA4110	71240
POA4111	77428
POA4112	95420
POA4113	79560
POA4114	49920
POA4115	92768
POA4116	88764
POA4117	90116
POA4118	80964
POA4119	85696
POA4120	86892
POA4121	105612
POA4122	82888
POA4123	88868
POA4124	86892
POA4125	67756
POA4127	73736
POA4128	96980
POA4129	84188
POA4130	105092
POA4131	68640
POA4132	69472
POA4133	69368
POA4151	93028
POA4152	101868
POA4153	108888
POA4154	129272
POA4155	128752
POA4156	130728
POA4157	79040
POA4158	67548
POA4159	86996
POA4160	95368
POA4161	82732
POA4163	66300
POA4164	100672
POA4165	87724
POA4169	93704
POA4170	107380
POA4171	124384
POA4172	105560
POA4173	85436
POA4174	86788
POA4178	76284
POA4179	88868
POA4183	52676
POA4184	36764
POA4205	49348
POA4207	66144
POA4208	95212
POA4209	88660
POA4210	90740
POA4211	75868
POA4212	87776
POA4213	86788
POA4214	75348
POA4215	53768
POA4216	61360
POA4217	66300
POA4218	72748
POA4220	72436
POA4221	68016
POA4222	
POA4223	72384
POA4224	66976
POA4225	54028
POA4226	76232
POA4227	75816
POA4228	98956
POA4229	
POA4230	65780
POA4270	95732
POA4271	63284
POA4272	65832
POA4275	80184
POA4280	93132
POA4285	67392
POA4287	51064
POA4300	88712
POA4301	71188
POA4303	48932
POA4304	59280
POA4305	65156
POA4306	86476
POA4307	74048
POA4309	58084
POA4310	57096
POA4311	57200
POA4312	44668
POA4313	44356
POA4340	64636
POA4341	60996
POA4342	54860
POA4343	59280
POA4344	63856
POA4345	29848
POA4346	67964
POA4347	60476
POA4350	64012
POA4352	89596
POA4353	50648
POA4354	56212
POA4355	44408
POA4356	67028
POA4357	54548
POA4358	70928
POA4359	69160
POA4360	64324
POA4361	50284
POA4362	50440
POA4363	68796
POA4364	75192
POA4365	41860
POA4370	53248
POA4371	46176
POA4372	59748
POA4373	44824
POA4374	49192
POA4375	46800
POA4376	45656
POA4377	51168
POA4378	49816
POA4380	47788
POA4381	44824
POA4382	54704
POA4383	38012
POA4384	56316
POA4385	41288
POA4387	51168
POA4388	47528
POA4390	72748
POA4400	69524
POA4401	60268
POA4402	40248
POA4403	64688
POA4404	78416
POA4405	67652
POA4406	57824
POA4407	64688
POA4408	54444
POA4410	46124
POA4411	76180
POA4412	55900
POA4413	69576
POA4415	58032
POA4416	76596
POA4417	54600
POA4418	40976
POA4419	72332
POA4420	62712
POA4421	40352
POA4422	57564
POA4423	56732
POA4424	66092
POA4425	57200
POA4426	54132
POA4427	56628
POA4428	60528
POA4454	66768
POA4455	80184
POA4461	61048
POA4462	44200
POA4465	52156
POA4467	43680
POA4468	50544
POA4470	61152
POA4472	48776
POA4474	43680
POA4475	
POA4477	42224
POA4478	55016
POA4479	58448
POA4480	58500
POA4481	82836
POA4482	74724
POA4486	58708
POA4487	67080
POA4488	45292
POA4489	46800
POA4490	44148
POA4491	57564
POA4492	71916
POA4493	55224
POA4494	63076
POA4496	61152
POA4497	72748
POA4498	74724
POA4500	87516
POA4501	61880
POA4502	83148
POA4503	76856
POA4504	97448
POA4505	74620
POA4506	69056
POA4507	44720
POA4508	57772
POA4509	95680
POA4510	57928
POA4511	55432
POA4512	90584
POA4514	67652
POA4515	59384
POA4516	94432
POA4517	65260
POA4518	72228
POA4519	65468
POA4520	119912
POA4521	95524
POA4550	64740
POA4551	62452
POA4552	53144
POA4553	81068
POA4554	73996
POA4555	72332
POA4556	71968
POA4557	73320
POA4558	56836
POA4559	71344
POA4560	60216
POA4561	73944
POA4562	75348
POA4563	62296
POA4564	65988
POA4565	55016
POA4566	59904
POA4567	71396
POA4568	59956
POA4569	55120
POA4570	50648
POA4571	49036
POA4572	71604
POA4573	71656
POA4574	52468
POA4575	70772
POA4580	37752
POA4581	47216
POA4600	39468
POA4601	43316
POA4605	46852
POA4606	46800
POA4608	47164
POA4610	56316
POA4611	46800
POA4612	37700
POA4613	38272
POA4614	39416
POA4615	42016
POA4620	40612
POA4621	39208
POA4625	52260
POA4626	56420
POA4627	43940
POA4630	45864
POA4650	47528
POA4655	48308
POA4659	40092
POA4660	43472
POA4662	43056
POA4670	52156
POA4671	40768
POA4673	46280
POA4674	38480
POA4676	39208
POA4677	50128
POA4678	56264
POA4680	89232
POA4694	61724
POA4695	65624
POA4697	62192
POA4699	62660
POA4700	61776
POA4701	66664
POA4702	69888
POA4703	66144
POA4704	54184
POA4705	71500
POA4706	37648
POA4707	42068
POA4709	183456
POA4710	55380
POA4711	105352
POA4712	60944
POA4713	38480
POA4714	39156
POA4715	95160
POA4716	74464
POA4717	113568
POA4718	92144
POA4719	58812
POA4720	98540
POA4721	79196
POA4722	86372
POA4723	87360
POA4724	62660
POA4725	64272
POA4726	53612
POA4727	60632
POA4728	43888
POA4730	68484
POA4731	39832
POA4732	43316
POA4733	54184
POA4735	56368
POA4736	60424
POA4737	71084
POA4738	69888
POA4739	49348
POA4740	74984
POA4741	70096
POA4742	86216
POA4743	128804
POA4744	125892
POA4745	111904
