POA_CODE_2016	AustCitizen	persons
POA2303	1	8196
POA2304	0	1726
POA2304	1	13450
POA2305	0	1020
POA2305	1	11486
POA2306	0	329
POA2306	1	3029
POA2307	0	587
POA2307	1	3318
POA2308	0	374
POA2308	1	952
POA2311	0	66
POA2311	1	792
POA2312	0	127
POA2312	1	1331
POA2314	0	90
POA2314	1	113
POA2315	0	1837
POA2315	1	12821
POA2316	0	701
POA2316	1	5148
POA2317	0	674
POA2317	1	5570
POA2318	0	1192
POA2318	1	10955
POA2319	0	655
POA2319	1	6029
POA2320	0	3132
POA2320	1	31424
POA2321	0	1104
POA2321	1	13521
POA2322	0	1488
POA2322	1	16962
POA2323	0	2324
POA2323	1	23411
POA2324	0	2287
POA2324	1	21361
POA2325	0	3585
POA2325	1	24875
POA2326	0	606
POA2326	1	6726
POA2327	0	669
POA2327	1	6946
POA2328	0	247
POA2328	1	2195
POA2329	0	286
POA2329	1	1826
POA2330	0	2376
POA2330	1	17974
POA2331	0	3
POA2331	1	316
POA2333	0	1739
POA2333	1	11908
POA2334	0	210
POA2334	1	2620
POA2335	0	549
POA2335	1	5607
POA2336	0	281
POA2336	1	2333
POA2337	0	1110
POA2337	1	6781
POA2338	0	181
POA2338	1	1249
POA2339	0	119
POA2339	1	560
POA2340	0	5586
POA2340	1	43486
POA2341	0	185
POA2341	1	1387
POA2342	0	57
POA2342	1	414
POA2343	0	470
POA2343	1	4498
POA2344	0	88
POA2344	1	668
POA2345	0	54
POA2345	1	667
POA2346	0	340
POA2346	1	2809
POA2347	0	241
POA2347	1	1690
POA2350	0	3639
POA2350	1	21700
POA2351	0	228
POA2351	1	748
POA2352	0	186
POA2352	1	2530
POA2353	0	131
POA2353	1	995
POA2354	0	457
POA2354	1	3119
POA2355	0	108
POA2355	1	555
POA2356	0	24
POA2356	1	138
POA2357	0	496
POA2357	1	3663
POA2358	0	283
POA2358	1	3484
POA2359	0	79
POA2359	1	657
POA2360	0	1557
POA2360	1	12972
POA2361	0	111
POA2361	1	798
POA2365	0	401
POA2365	1	3320
POA2369	0	113
POA2369	1	814
POA2370	0	1075
POA2370	1	6612
POA2371	0	138
POA2371	1	1017
POA2372	0	584
POA2372	1	4158
POA2379	0	32
POA2379	1	281
POA2380	0	1056
POA2380	1	9336
POA2381	0	120
POA2381	1	1073
POA2382	0	154
POA2382	1	1165
POA2386	0	48
POA2386	1	312
POA2387	0	33
POA2387	1	168
POA2388	0	436
POA2388	1	2238
POA2390	0	1048
POA2390	1	7709
POA2395	0	80
POA2395	1	591
POA2396	0	72
POA2396	1	785
POA2397	0	47
POA2397	1	330
POA2398	0	29
POA2398	1	207
POA2399	0	101
POA2399	1	496
POA2400	0	1497
POA2400	1	8587
POA2401	0	33
POA2401	1	288
POA2402	0	177
POA2402	1	1615
POA2403	0	82
POA2403	1	636
POA2404	0	209
POA2404	1	1629
POA2405	0	70
POA2405	1	444
POA2406	0	123
POA2406	1	700
POA2408	0	53
POA2408	1	323
POA2409	0	89
POA2409	1	941
POA2410	0	34
POA2410	1	244
POA2411	0	14
POA2411	1	106
POA2415	0	43
POA2415	1	347
POA2420	0	374
POA2420	1	3649
POA2421	0	127
POA2421	1	1701
POA2422	0	477
POA2422	1	4861
POA2423	0	297
POA2423	1	2667
POA2424	0	58
POA2424	1	367
POA2425	0	141
POA2425	1	1639
POA2426	0	73
POA2426	1	647
POA2427	0	242
POA2427	1	2872
POA2428	0	2501
POA2428	1	21508
POA2429	0	935
POA2429	1	8782
POA2430	0	3128
POA2430	1	30890
POA2431	0	464
POA2431	1	4669
POA2439	0	333
POA2439	1	2608
POA2440	0	2925
POA2440	1	18894
POA2441	0	569
POA2441	1	3776
POA2443	0	965
POA2443	1	7929
POA2444	0	4841
POA2444	1	41443
POA2445	0	459
POA2445	1	6007
POA2446	0	1199
POA2446	1	12131
POA2447	0	723
POA2447	1	6455
POA2448	0	934
POA2448	1	8066
POA2449	0	196
POA2449	1	1992
POA2450	0	6117
POA2450	1	37777
POA2452	0	1361
POA2452	1	13759
POA2453	0	271
POA2453	1	2497
POA2454	0	810
POA2454	1	6760
POA2455	0	303
POA2455	1	2697
POA2456	0	2126
POA2456	1	12623
POA2460	0	2902
POA2460	1	26314
POA2462	0	232
POA2462	1	2211
POA2463	0	688
POA2463	1	6857
POA2464	0	752
POA2464	1	5986
POA2465	0	19
POA2465	1	272
POA2466	0	167
POA2466	1	1563
POA2469	0	538
POA2469	1	3474
POA2470	0	1280
POA2470	1	13945
POA2471	0	318
POA2471	1	2206
POA2472	0	224
POA2472	1	1633
POA2473	0	303
POA2473	1	2785
POA2474	0	761
POA2474	1	5571
POA2475	0	70
POA2475	1	313
POA2476	0	54
POA2476	1	724
POA2477	0	1052
POA2477	1	11151
POA2478	0	3231
POA2478	1	25079
POA2479	0	670
POA2479	1	4060
POA2480	0	5084
POA2480	1	39515
POA2481	0	2827
POA2481	1	8942
POA2482	0	1192
POA2482	1	5088
POA2483	0	1514
POA2483	1	9095
POA2484	0	2221
POA2484	1	16651
POA2485	0	2394
POA2485	1	11979
POA2486	0	3462
POA2486	1	28132
POA2487	0	1679
POA2487	1	11757
POA2488	0	396
POA2488	1	2865
POA2489	0	734
POA2489	1	6619
POA2490	0	89
POA2490	1	577
POA2500	0	9657
POA2500	1	30853
POA2502	0	1873
POA2502	1	10565
POA2505	0	618
POA2505	1	4396
POA2506	0	861
POA2506	1	6744
POA2508	0	822
POA2508	1	8153
POA2515	0	1083
POA2515	1	10029
POA2516	0	554
POA2516	1	5551
POA2517	0	1183
POA2517	1	12548
POA2518	0	1978
POA2518	1	17089
POA2519	0	2321
POA2519	1	14608
POA2522	0	92
POA2522	1	208
POA2525	0	1232
POA2525	1	10332
POA2526	0	1604
POA2526	1	14026
POA2527	0	1820
POA2527	1	19563
POA2528	0	2857
POA2528	1	20917
POA2529	0	2494
POA2529	1	23531
POA2530	0	2887
POA2530	1	29132
POA2533	0	1581
POA2533	1	14046
POA2534	0	689
POA2534	1	5020
POA2535	0	761
POA2535	1	6577
POA2536	0	1982
POA2536	1	15734
POA2537	0	1198
POA2537	1	10614
POA2538	0	328
POA2538	1	2069
POA2539	0	1776
POA2539	1	16203
POA2540	0	4953
POA2540	1	40168
POA2541	0	3058
POA2541	1	22583
POA2545	0	96
POA2545	1	948
POA2546	0	1001
POA2546	1	8120
POA2548	0	865
POA2548	1	6869
POA2549	0	335
POA2549	1	3450
POA2550	0	1661
POA2550	1	14197
POA2551	0	408
POA2551	1	3093
POA2555	0	23
POA2555	1	202
POA2556	0	245
POA2556	1	2262
POA2557	0	1298
POA2557	1	7654
POA2558	0	1128
POA2558	1	9986
POA2559	0	910
POA2559	1	2159
POA2560	0	11328
POA2560	1	65193
POA2563	0	42
POA2563	1	265
POA2564	0	2787
POA2564	1	11137
POA2565	0	3943
POA2565	1	16044
POA2566	0	4124
POA2566	1	22203
POA2567	0	3417
POA2567	1	35083
POA2568	0	74
POA2568	1	1076
POA2569	0	141
POA2569	1	1221
POA2570	0	4035
POA2570	1	36069
POA2571	0	955
POA2571	1	10895
POA2572	0	424
POA2572	1	4053
POA2573	0	529
POA2573	1	4538
POA2574	0	578
POA2574	1	5163
POA2575	0	1793
POA2575	1	13683
POA2576	0	1510
POA2576	1	11921
POA2577	0	2008
POA2577	1	13406
POA2578	0	263
POA2578	1	2426
POA2579	0	384
POA2579	1	3645
POA2580	0	3631
POA2580	1	25593
POA2581	0	183
POA2581	1	1912
POA2582	0	1077
POA2582	1	11365
POA2583	0	469
POA2583	1	3913
POA2584	0	46
POA2584	1	497
POA2585	0	25
POA2585	1	199
POA2586	0	241
POA2586	1	2378
POA2587	0	239
POA2587	1	2678
POA2588	0	17
POA2588	1	243
POA2590	0	592
POA2590	1	6501
POA2594	0	1022
POA2594	1	10650
POA2600	0	931
POA2600	1	6316
POA2601	0	2909
POA2601	1	3454
POA2602	0	5077
POA2602	1	25373
POA2603	0	1554
POA2603	1	7805
POA2604	0	1865
POA2604	1	8518
POA2605	0	1760
POA2605	1	9965
POA2606	0	2431
POA2606	1	6991
POA2607	0	1805
POA2607	1	11809
POA2609	0	217
POA2609	1	670
POA2611	0	3496
POA2611	1	24522
POA2612	0	3955
POA2612	1	12229
POA2614	0	2819
POA2614	1	16571
POA2615	0	4668
POA2615	1	39509
POA2617	0	7063
POA2617	1	25440
POA2618	0	169
POA2618	1	1276
POA2619	0	651
POA2619	1	8857
POA2620	0	6103
POA2620	1	33186
POA2621	0	635
POA2621	1	5421
POA2622	0	616
POA2622	1	3306
POA2623	0	74
POA2623	1	536
POA2625	0	142
POA2625	1	247
POA2626	0	64
POA2626	1	436
POA2627	0	672
POA2627	1	3950
POA2628	0	172
POA2628	1	1740
POA2629	0	91
POA2629	1	438
POA2630	0	1214
POA2630	1	7477
POA2631	0	52
POA2631	1	518
POA2632	0	179
POA2632	1	1655
POA2633	0	41
POA2633	1	338
POA2640	0	4073
POA2640	1	32270
POA2641	0	2013
POA2641	1	13057
POA2642	0	445
POA2642	1	4348
POA2643	0	346
POA2643	1	2431
POA2644	0	220
POA2644	1	2183
POA2645	0	84
POA2645	1	318
POA2646	0	653
POA2646	1	6105
POA2647	0	225
POA2647	1	1936
POA2648	0	326
POA2648	1	2043
POA2649	0	-5
POA2649	1	31
POA2650	0	6113
POA2650	1	50861
POA2651	0	204
POA2651	1	2070
POA2652	0	528
POA2652	1	4055
POA2653	0	427
POA2653	1	2110
POA2655	0	127
POA2655	1	1209
POA2656	0	111
POA2656	1	1161
POA2658	0	124
POA2658	1	1309
POA2659	0	74
POA2659	1	819
POA2660	0	148
POA2660	1	1462
POA2661	0	112
POA2661	1	521
POA2663	0	1446
POA2663	1	3740
POA2665	0	256
POA2665	1	1970
POA2666	0	398
POA2666	1	5275
POA2668	0	50
POA2668	1	409
POA2669	0	173
POA2669	1	1481
POA2671	0	610
POA2671	1	3502
POA2672	0	227
POA2672	1	1349
POA2675	0	289
POA2675	1	1273
POA2678	0	23
POA2678	1	317
POA2680	0	4576
POA2680	1	19364
POA2681	0	222
POA2681	1	1510
POA2700	0	639
POA2700	1	4283
POA2701	0	255
POA2701	1	2133
POA2702	0	70
POA2702	1	709
POA2703	0	90
POA2703	1	894
POA2705	0	1395
POA2705	1	8758
POA2706	0	160
POA2706	1	1002
POA2707	0	163
POA2707	1	1185
POA2710	0	1211
POA2710	1	8912
POA2711	0	502
POA2711	1	2858
POA2712	0	177
POA2712	1	1179
POA2713	0	380
POA2713	1	2417
POA2714	0	309
POA2714	1	2460
POA2715	0	155
POA2715	1	1322
POA2716	0	190
POA2716	1	912
POA2717	0	179
POA2717	1	1151
POA2720	0	1055
POA2720	1	6957
POA2721	0	38
POA2721	1	202
POA2722	0	292
POA2722	1	2915
POA2725	0	35
POA2725	1	339
POA2726	0	27
POA2726	1	195
POA2727	0	24
POA2727	1	326
POA2729	0	142
POA2729	1	1554
POA2730	0	229
POA2730	1	1162
POA2731	0	639
POA2731	1	5771
POA2732	0	183
POA2732	1	1593
POA2733	0	80
POA2733	1	465
POA2734	0	57
POA2734	1	399
POA2735	0	43
POA2735	1	405
POA2736	0	72
POA2736	1	305
POA2737	0	155
POA2737	1	684
POA2738	0	136
POA2738	1	1531
POA2739	0	194
POA2739	1	1207
POA2745	0	3000
POA2745	1	26504
POA2747	0	6172
POA2747	1	36249
POA2748	0	155
POA2748	1	1722
POA2749	0	1800
POA2749	1	15130
POA2750	0	5747
POA2750	1	39059
POA2752	0	414
POA2752	1	4504
POA2753	0	1982
POA2753	1	15152
POA2754	0	512
POA2754	1	5181
POA2755	0	100
POA2755	1	161
POA2756	0	3370
POA2756	1	30562
POA2757	0	73
POA2757	1	779
POA2758	0	963
POA2758	1	7752
POA2759	0	3195
POA2759	1	23137
POA2760	0	6656
POA2760	1	27178
POA2761	0	4817
POA2761	1	26135
POA2762	0	839
POA2762	1	4144
POA2763	0	4920
POA2763	1	25960
POA2765	0	2963
POA2765	1	13143
POA2766	0	3070
POA2766	1	12464
POA2767	0	3996
POA2767	1	18534
POA2768	0	5145
POA2768	1	23617
POA2769	0	2125
POA2769	1	9606
POA2770	0	13387
POA2770	1	47909
POA2773	0	504
POA2773	1	5506
POA2774	0	965
POA2774	1	11967
POA2775	0	353
POA2775	1	1145
POA2776	0	282
POA2776	1	3743
POA2777	0	1351
POA2777	1	16250
POA2778	0	230
POA2778	1	2202
POA2779	0	398
POA2779	1	4576
POA2780	0	2005
POA2780	1	11219
POA2782	0	662
POA2782	1	5414
POA2783	0	286
POA2783	1	2328
POA2784	0	113
POA2784	1	1117
POA2785	0	583
POA2785	1	3960
POA2786	0	247
POA2786	1	1041
POA2787	0	761
POA2787	1	3687
POA2790	0	2344
POA2790	1	13423
POA2791	0	25
POA2791	1	318
POA2792	0	47
POA2792	1	337
POA2793	0	119
POA2793	1	857
POA2794	0	988
POA2794	1	9440
POA2795	0	5389
POA2795	1	37161
POA2797	0	31
POA2797	1	395
POA2798	0	168
POA2798	1	1933
POA2799	0	392
POA2799	1	3729
POA2800	0	4671
POA2800	1	40322
POA2803	0	44
POA2803	1	237
POA2804	0	230
POA2804	1	2438
POA2805	0	35
POA2805	1	364
POA2806	0	60
POA2806	1	719
POA2807	0	66
POA2807	1	361
POA2808	0	29
POA2808	1	153
POA2809	0	57
POA2809	1	183
POA2810	0	302
POA2810	1	2848
POA2817	0	14
POA2817	1	273
POA2818	0	95
POA2818	1	776
POA2820	0	1584
POA2820	1	5732
POA2821	0	492
POA2821	1	4318
POA2822	0	50
POA2822	1	360
POA2823	0	192
POA2823	1	1233
POA2824	0	269
POA2824	1	1914
POA2825	0	302
POA2825	1	2081
POA2826	0	28
POA2826	1	173
POA2827	0	357
POA2827	1	3334
POA2828	0	111
POA2828	1	720
POA2829	0	511
POA2829	1	2591
POA2830	0	4682
POA2830	1	35609
POA2831	0	211
POA2831	1	1708
POA2832	0	431
POA2832	1	2137
POA2833	0	53
POA2833	1	597
POA2834	0	397
POA2834	1	1943
POA2835	0	696
POA2835	1	3477
POA2836	0	107
POA2836	1	784
POA2838	0	14
POA2838	1	233
POA2839	0	163
POA2839	1	1175
POA2840	0	584
POA2840	1	2111
POA2842	0	62
POA2842	1	568
POA2843	0	176
POA2843	1	1114
POA2844	0	272
POA2844	1	1165
POA2845	0	259
POA2845	1	1721
POA2846	0	46
POA2846	1	229
POA2847	0	330
POA2847	1	2094
POA2848	0	237
POA2848	1	1408
POA2849	0	197
POA2849	1	1349
POA2850	0	2131
POA2850	1	15513
POA2852	0	537
POA2852	1	3006
POA2864	0	51
POA2864	1	753
POA2865	0	113
POA2865	1	752
POA2866	0	288
POA2866	1	2805
POA2867	0	54
POA2867	1	548
POA2868	0	55
POA2868	1	597
POA2869	0	192
POA2869	1	1257
POA2870	0	1331
POA2870	1	10711
POA2871	0	946
POA2871	1	8403
POA2873	0	97
POA2873	1	464
POA2874	0	49
POA2874	1	375
POA2875	0	111
POA2875	1	862
POA2876	0	63
POA2876	1	358
POA2877	0	469
POA2877	1	3414
POA2878	0	122
POA2878	1	250
POA2879	0	103
POA2879	1	535
POA2880	0	1792
POA2880	1	16484
POA2898	0	64
POA2898	1	318
POA2899	0	324
POA2899	1	1424
POA2900	0	441
POA2900	1	1489
POA2902	0	1466
POA2902	1	13434
POA2903	0	879
POA2903	1	8328
POA2904	0	1266
POA2904	1	11597
POA2905	0	2670
POA2905	1	25955
POA2906	0	1444
POA2906	1	16189
POA2911	0	767
POA2911	1	3699
POA2912	0	1695
POA2912	1	4447
POA2913	0	5466
POA2913	1	29587
POA2914	0	4119
POA2914	1	21085
POA3000	0	29226
POA3000	1	8749
POA3002	0	1194
POA3002	1	3770
POA3003	0	2805
POA3003	1	2710
POA3004	0	3796
POA3004	1	5511
POA3005	0	306
POA3005	1	219
POA3006	0	10634
POA3006	1	8174
POA3008	0	6261
POA3008	1	4176
POA3010	0	401
POA3010	1	1192
POA3011	0	6848
POA3011	1	14614
POA3012	0	6718
POA3012	1	19580
POA3013	0	2343
POA3013	1	12622
POA3015	0	2554
POA3015	1	14918
POA3016	0	2059
POA3016	1	13501
POA3018	0	2249
POA3018	1	10440
POA3019	0	2826
POA3019	1	6369
POA3020	0	12613
POA3020	1	32170
POA3021	0	14685
POA3021	1	39506
POA3022	0	776
POA3022	1	2327
POA3023	0	13673
POA3023	1	50299
POA3024	0	4873
POA3024	1	18976
POA3025	0	2214
POA3025	1	9938
POA3026	0	40
POA3026	1	33
POA3027	0	2366
POA3027	1	4280
POA3028	0	6470
POA3028	1	22731
POA3029	0	26192
POA3029	1	67758
POA3030	0	25225
POA3030	1	75088
POA3031	0	4271
POA3031	1	14260
POA3032	0	6996
POA3032	1	22454
POA3033	0	1649
POA3033	1	12865
POA3034	0	1773
POA3034	1	9860
POA3036	0	479
POA3036	1	5446
POA3037	0	8005
POA3037	1	43150
POA3038	0	3004
POA3038	1	24258
POA3039	0	2409
POA3039	1	11841
POA3040	0	4008
POA3040	1	21928
POA3041	0	1601
POA3041	1	10811
POA3042	0	1952
POA3042	1	13814
POA3043	0	2662
POA3043	1	15054
POA3044	0	4776
POA3044	1	22340
POA3045	0	72
