POA_CODE_2016	Age	persons
POA0830	85+	62
POA0832	0-4	1783
POA0832	5-14	2410
POA0832	15-19	849
POA0832	20-24	1364
POA0832	25-34	3507
POA0832	35-44	2673
POA0832	45-54	1614
POA0832	55-64	905
POA0832	65-74	321
POA0832	75-84	119
POA0832	85+	23
POA0834	0-4	100
POA0834	5-14	260
POA0834	15-19	116
POA0834	20-24	99
POA0834	25-34	212
POA0834	35-44	242
POA0834	45-54	367
POA0834	55-64	294
POA0834	65-74	114
POA0834	75-84	33
POA0834	85+	6
POA0835	0-4	129
POA0835	5-14	439
POA0835	15-19	203
POA0835	20-24	251
POA0835	25-34	956
POA0835	35-44	981
POA0835	45-54	1022
POA0835	55-64	731
POA0835	65-74	321
POA0835	75-84	79
POA0835	85+	21
POA0836	0-4	576
POA0836	5-14	1192
POA0836	15-19	511
POA0836	20-24	396
POA0836	25-34	1001
POA0836	35-44	1243
POA0836	45-54	1400
POA0836	55-64	879
POA0836	65-74	461
POA0836	75-84	96
POA0836	85+	18
POA0837	0-4	28
POA0837	5-14	49
POA0837	15-19	22
POA0837	20-24	21
POA0837	25-34	39
POA0837	35-44	58
POA0837	45-54	78
POA0837	55-64	69
POA0837	65-74	40
POA0837	75-84	3
POA0838	0-4	74
POA0838	5-14	117
POA0838	15-19	51
POA0838	20-24	44
POA0838	25-34	109
POA0838	35-44	134
POA0838	45-54	115
POA0838	55-64	110
POA0838	65-74	53
POA0838	75-84	10
POA0838	85+	3
POA0839	0-4	43
POA0839	5-14	54
POA0839	15-19	30
POA0839	20-24	88
POA0839	25-34	125
POA0839	35-44	57
POA0839	45-54	51
POA0839	55-64	53
POA0839	65-74	36
POA0839	75-84	9
POA0840	0-4	12
POA0840	5-14	23
POA0840	15-19	4
POA0840	20-24	6
POA0840	25-34	15
POA0840	35-44	37
POA0840	45-54	66
POA0840	55-64	100
POA0840	65-74	90
POA0840	75-84	10
POA0841	0-4	43
POA0841	5-14	113
POA0841	15-19	43
POA0841	20-24	26
POA0841	25-34	83
POA0841	35-44	108
POA0841	45-54	126
POA0841	55-64	87
POA0841	65-74	55
POA0841	75-84	8
POA0845	0-4	35
POA0845	5-14	71
POA0845	15-19	32
POA0845	20-24	28
POA0845	25-34	52
POA0845	35-44	50
POA0845	45-54	93
POA0845	55-64	70
POA0845	65-74	55
POA0845	75-84	11
POA0845	85+	8
POA0846	0-4	18
POA0846	5-14	55
POA0846	15-19	7
POA0846	20-24	20
POA0846	25-34	32
POA0846	35-44	23
POA0846	45-54	65
POA0846	55-64	54
POA0846	65-74	55
POA0846	75-84	13
POA0846	85+	5
POA0847	0-4	25
POA0847	5-14	41
POA0847	15-19	29
POA0847	20-24	24
POA0847	25-34	36
POA0847	35-44	35
POA0847	45-54	48
POA0847	55-64	51
POA0847	65-74	30
POA0847	75-84	17
POA0850	0-4	660
POA0850	5-14	1162
POA0850	15-19	505
POA0850	20-24	515
POA0850	25-34	1360
POA0850	35-44	1038
POA0850	45-54	1172
POA0850	55-64	964
POA0850	65-74	527
POA0850	75-84	193
POA0850	85+	40
POA0852	0-4	793
POA0852	5-14	1562
POA0852	15-19	717
POA0852	20-24	741
POA0852	25-34	1430
POA0852	35-44	982
POA0852	45-54	1012
POA0852	55-64	654
POA0852	65-74	305
POA0852	75-84	88
POA0852	85+	12
POA0853	0-4	109
POA0853	5-14	115
POA0853	15-19	33
POA0853	20-24	83
POA0853	25-34	293
POA0853	35-44	113
POA0853	45-54	90
POA0853	55-64	14
POA0854	0-4	99
POA0854	5-14	156
POA0854	15-19	79
POA0854	20-24	70
POA0854	25-34	132
POA0854	35-44	113
POA0854	45-54	99
POA0854	55-64	71
POA0854	65-74	40
POA0854	75-84	16
POA0860	0-4	246
POA0860	5-14	400
POA0860	15-19	180
POA0860	20-24	233
POA0860	25-34	504
POA0860	35-44	394
POA0860	45-54	443
POA0860	55-64	359
POA0860	65-74	166
POA0860	75-84	56
POA0860	85+	7
POA0862	0-4	84
POA0862	5-14	149
POA0862	15-19	59
POA0862	20-24	98
POA0862	25-34	119
POA0862	35-44	82
POA0862	45-54	67
POA0862	55-64	54
POA0862	65-74	45
POA0862	75-84	4
POA0870	0-4	1429
POA0870	5-14	2628
POA0870	15-19	1136
POA0870	20-24	1112
POA0870	25-34	3551
POA0870	35-44	2877
POA0870	45-54	2979
POA0870	55-64	2417
POA0870	65-74	1046
POA0870	75-84	347
POA0870	85+	105
POA0872	0-4	1187
POA0872	5-14	2429
POA0872	15-19	1233
POA0872	20-24	1699
POA0872	25-34	2965
POA0872	35-44	2167
POA0872	45-54	1783
POA0872	55-64	1248
POA0872	65-74	506
POA0872	75-84	193
POA0872	85+	51
POA0873	0-4	145
POA0873	5-14	288
POA0873	15-19	132
POA0873	20-24	143
POA0873	25-34	278
POA0873	35-44	292
POA0873	45-54	423
POA0873	55-64	364
POA0873	65-74	224
POA0873	75-84	104
POA0873	85+	47
POA0874	0-4	52
POA0874	5-14	67
POA0874	15-19	30
POA0874	20-24	25
POA0874	25-34	126
POA0874	35-44	93
POA0874	45-54	73
POA0874	55-64	64
POA0874	65-74	11
POA0874	75-84	4
POA0875	0-4	209
POA0875	5-14	427
POA0875	15-19	139
POA0875	20-24	129
POA0875	25-34	351
POA0875	35-44	374
POA0875	45-54	354
POA0875	55-64	249
POA0875	65-74	103
POA0875	75-84	39
POA0875	85+	8
POA0880	0-4	473
POA0880	5-14	989
POA0880	15-19	377
POA0880	20-24	347
POA0880	25-34	897
POA0880	35-44	836
POA0880	45-54	671
POA0880	55-64	438
POA0880	65-74	165
POA0880	75-84	22
POA0885	0-4	87
POA0885	5-14	154
POA0885	15-19	21
POA0885	20-24	36
POA0885	25-34	168
POA0885	35-44	188
POA0885	45-54	125
POA0885	55-64	74
POA0885	65-74	18
POA0885	75-84	3
POA0886	0-4	109
POA0886	5-14	145
POA0886	15-19	41
POA0886	20-24	65
POA0886	25-34	188
POA0886	35-44	194
POA0886	45-54	195
POA0886	55-64	107
POA0886	65-74	27
POA0886	75-84	6
POA2000	0-4	697
POA2000	5-14	550
POA2000	15-19	1038
POA2000	20-24	4788
POA2000	25-34	10675
POA2000	35-44	4151
POA2000	45-54	2142
POA2000	55-64	1674
POA2000	65-74	1108
POA2000	75-84	428
POA2000	85+	159
POA2006	5-14	19
POA2006	15-19	554
POA2006	20-24	582
POA2006	25-34	56
POA2006	35-44	16
POA2006	45-54	12
POA2006	55-64	12
POA2006	65-74	6
POA2006	75-84	3
POA2007	0-4	200
POA2007	5-14	173
POA2007	15-19	700
POA2007	20-24	2734
POA2007	25-34	2847
POA2007	35-44	994
POA2007	45-54	479
POA2007	55-64	333
POA2007	65-74	219
POA2007	75-84	113
POA2007	85+	42
POA2008	0-4	207
POA2008	5-14	201
POA2008	15-19	972
POA2008	20-24	3610
POA2008	25-34	4027
POA2008	35-44	1177
POA2008	45-54	680
POA2008	55-64	473
POA2008	65-74	262
POA2008	75-84	75
POA2008	85+	20
POA2009	0-4	606
POA2009	5-14	581
POA2009	15-19	282
POA2009	20-24	1155
POA2009	25-34	4087
POA2009	35-44	2353
POA2009	45-54	1371
POA2009	55-64	1218
POA2009	65-74	808
POA2009	75-84	279
POA2009	85+	62
POA2010	0-4	691
POA2010	5-14	663
POA2010	15-19	447
POA2010	20-24	2159
POA2010	25-34	9931
POA2010	35-44	5415
POA2010	45-54	3528
POA2010	55-64	2435
POA2010	65-74	1444
POA2010	75-84	731
POA2010	85+	294
POA2011	0-4	392
POA2011	5-14	395
POA2011	15-19	417
POA2011	20-24	1900
POA2011	25-34	7026
POA2011	35-44	3737
POA2011	45-54	2591
POA2011	55-64	2151
POA2011	65-74	1462
POA2011	75-84	690
POA2011	85+	428
POA2015	0-4	548
POA2015	5-14	557
POA2015	15-19	219
POA2015	20-24	748
POA2015	25-34	3294
POA2015	35-44	2046
POA2015	45-54	1244
POA2015	55-64	740
POA2015	65-74	351
POA2015	75-84	139
POA2015	85+	36
POA2016	0-4	468
POA2016	5-14	446
POA2016	15-19	274
POA2016	20-24	1171
POA2016	25-34	4065
POA2016	35-44	2174
POA2016	45-54	1703
POA2016	55-64	1309
POA2016	65-74	855
POA2016	75-84	576
POA2016	85+	177
POA2017	0-4	1035
POA2017	5-14	794
POA2017	15-19	1509
POA2017	20-24	3848
POA2017	25-34	8569
POA2017	35-44	3474
POA2017	45-54	1964
POA2017	55-64	1545
POA2017	65-74	1170
POA2017	75-84	630
POA2017	85+	153
POA2018	0-4	997
POA2018	5-14	1598
POA2018	15-19	989
POA2018	20-24	1589
POA2018	25-34	3498
POA2018	35-44	2446
POA2018	45-54	2028
POA2018	55-64	1521
POA2018	65-74	1236
POA2018	75-84	841
POA2018	85+	274
POA2019	0-4	809
POA2019	5-14	1424
POA2019	15-19	557
POA2019	20-24	699
POA2019	25-34	1615
POA2019	35-44	1858
POA2019	45-54	1545
POA2019	55-64	1043
POA2019	65-74	695
POA2019	75-84	414
POA2019	85+	184
POA2020	0-4	866
POA2020	5-14	1098
POA2020	15-19	837
POA2020	20-24	1553
POA2020	25-34	4069
POA2020	35-44	2321
POA2020	45-54	1522
POA2020	55-64	1199
POA2020	65-74	695
POA2020	75-84	466
POA2020	85+	139
POA2021	0-4	810
POA2021	5-14	1194
POA2021	15-19	440
POA2021	20-24	1013
POA2021	25-34	3824
POA2021	35-44	2693
POA2021	45-54	1979
POA2021	55-64	1407
POA2021	65-74	1218
POA2021	75-84	546
POA2021	85+	200
POA2022	0-4	741
POA2022	5-14	1101
POA2022	15-19	460
POA2022	20-24	782
POA2022	25-34	2830
POA2022	35-44	2099
POA2022	45-54	1483
POA2022	55-64	1146
POA2022	65-74	926
POA2022	75-84	651
POA2022	85+	305
POA2023	0-4	570
POA2023	5-14	1364
POA2023	15-19	663
POA2023	20-24	623
POA2023	25-34	1726
POA2023	35-44	1550
POA2023	45-54	1437
POA2023	55-64	1157
POA2023	65-74	994
POA2023	75-84	429
POA2023	85+	194
POA2024	0-4	698
POA2024	5-14	1331
POA2024	15-19	501
POA2024	20-24	465
POA2024	25-34	1835
POA2024	35-44	1883
POA2024	45-54	1601
POA2024	55-64	1022
POA2024	65-74	779
POA2024	75-84	512
POA2024	85+	445
POA2025	0-4	420
POA2025	5-14	671
POA2025	15-19	245
POA2025	20-24	367
POA2025	25-34	1288
POA2025	35-44	1093
POA2025	45-54	921
POA2025	55-64	791
POA2025	65-74	825
POA2025	75-84	499
POA2025	85+	281
POA2026	0-4	1939
POA2026	5-14	2732
POA2026	15-19	940
POA2026	20-24	1887
POA2026	25-34	9679
POA2026	35-44	6060
POA2026	45-54	3674
POA2026	55-64	2321
POA2026	65-74	1756
POA2026	75-84	1009
POA2026	85+	483
POA2027	0-4	329
POA2027	5-14	573
POA2027	15-19	291
POA2027	20-24	325
POA2027	25-34	1498
POA2027	35-44	1059
POA2027	45-54	945
POA2027	55-64	1020
POA2027	65-74	1106
POA2027	75-84	640
POA2027	85+	412
POA2028	0-4	221
POA2028	5-14	305
POA2028	15-19	155
POA2028	20-24	246
POA2028	25-34	1084
POA2028	35-44	643
POA2028	45-54	472
POA2028	55-64	505
POA2028	65-74	522
POA2028	75-84	321
POA2028	85+	171
POA2029	0-4	607
POA2029	5-14	1186
POA2029	15-19	488
POA2029	20-24	497
POA2029	25-34	1583
POA2029	35-44	1683
POA2029	45-54	1226
POA2029	55-64	924
POA2029	65-74	933
POA2029	75-84	525
POA2029	85+	303
POA2030	0-4	817
POA2030	5-14	2173
POA2030	15-19	1030
POA2030	20-24	814
POA2030	25-34	1248
POA2030	35-44	1869
POA2030	45-54	2160
POA2030	55-64	1701
POA2030	65-74	1246
POA2030	75-84	633
POA2030	85+	373
POA2031	0-4	2182
POA2031	5-14	3327
POA2031	15-19	1361
POA2031	20-24	2634
POA2031	25-34	7709
POA2031	35-44	5963
POA2031	45-54	4250
POA2031	55-64	3101
POA2031	65-74	2144
POA2031	75-84	1210
POA2031	85+	847
POA2032	0-4	621
POA2032	5-14	1276
POA2032	15-19	1285
POA2032	20-24	3547
POA2032	25-34	3247
POA2032	35-44	1798
POA2032	45-54	1616
POA2032	55-64	1293
POA2032	65-74	988
POA2032	75-84	709
POA2032	85+	319
POA2033	0-4	543
POA2033	5-14	920
POA2033	15-19	768
POA2033	20-24	1712
POA2033	25-34	2641
POA2033	35-44	1574
POA2033	45-54	1177
POA2033	55-64	831
POA2033	65-74	690
POA2033	75-84	475
POA2033	85+	240
POA2034	0-4	1273
POA2034	5-14	1984
POA2034	15-19	803
POA2034	20-24	1230
POA2034	25-34	4665
POA2034	35-44	3632
POA2034	45-54	2690
POA2034	55-64	1958
POA2034	65-74	1379
POA2034	75-84	740
POA2034	85+	350
POA2035	0-4	1945
POA2035	5-14	3752
POA2035	15-19	1897
POA2035	20-24	2807
POA2035	25-34	5372
POA2035	35-44	5110
POA2035	45-54	4393
POA2035	55-64	3590
POA2035	65-74	2773
POA2035	75-84	1905
POA2035	85+	959
POA2036	0-4	1689
POA2036	5-14	3427
POA2036	15-19	1800
POA2036	20-24	1994
POA2036	25-34	4162
POA2036	35-44	4454
POA2036	45-54	4380
POA2036	55-64	3492
POA2036	65-74	2805
POA2036	75-84	1493
POA2036	85+	708
POA2037	0-4	632
POA2037	5-14	917
POA2037	15-19	708
POA2037	20-24	2009
POA2037	25-34	4067
POA2037	35-44	2323
POA2037	45-54	1824
POA2037	55-64	1707
POA2037	65-74	1248
POA2037	75-84	487
POA2037	85+	188
POA2038	0-4	626
POA2038	5-14	937
POA2038	15-19	349
POA2038	20-24	642
POA2038	25-34	1685
POA2038	35-44	1781
POA2038	45-54	1368
POA2038	55-64	1012
POA2038	65-74	658
POA2038	75-84	282
POA2038	85+	114
POA2039	0-4	629
POA2039	5-14	878
POA2039	15-19	253
POA2039	20-24	383
POA2039	25-34	1584
POA2039	35-44	1854
POA2039	45-54	1282
POA2039	55-64	980
POA2039	65-74	648
POA2039	75-84	184
POA2039	85+	48
POA2040	0-4	1836
POA2040	5-14	2628
POA2040	15-19	721
POA2040	20-24	1236
POA2040	25-34	3405
POA2040	35-44	4338
POA2040	45-54	3279
POA2040	55-64	2182
POA2040	65-74	1453
POA2040	75-84	759
POA2040	85+	397
POA2041	0-4	1036
POA2041	5-14	1699
POA2041	15-19	525
POA2041	20-24	671
POA2041	25-34	2192
POA2041	35-44	2803
POA2041	45-54	2532
POA2041	55-64	2000
POA2041	65-74	1550
POA2041	75-84	524
POA2041	85+	161
POA2042	0-4	819
POA2042	5-14	1103
POA2042	15-19	626
POA2042	20-24	2008
POA2042	25-34	5789
POA2042	35-44	3494
POA2042	45-54	2413
POA2042	55-64	1553
POA2042	65-74	787
POA2042	75-84	391
POA2042	85+	134
POA2043	0-4	418
POA2043	5-14	469
POA2043	15-19	179
POA2043	20-24	535
POA2043	25-34	2563
POA2043	35-44	1772
POA2043	45-54	1079
POA2043	55-64	599
POA2043	65-74	254
POA2043	75-84	104
POA2043	85+	30
POA2044	0-4	482
POA2044	5-14	690
POA2044	15-19	274
POA2044	20-24	618
POA2044	25-34	1695
POA2044	35-44	1446
POA2044	45-54	1073
POA2044	55-64	776
POA2044	65-74	448
POA2044	75-84	242
POA2044	85+	99
POA2045	0-4	298
POA2045	5-14	910
POA2045	15-19	389
POA2045	20-24	356
POA2045	25-34	560
POA2045	35-44	803
POA2045	45-54	1080
POA2045	55-64	800
POA2045	65-74	539
POA2045	75-84	460
POA2045	85+	270
POA2046	0-4	1730
POA2046	5-14	3057
POA2046	15-19	1170
POA2046	20-24	1205
POA2046	25-34	3422
POA2046	35-44	4439
POA2046	45-54	3928
POA2046	55-64	3133
POA2046	65-74	2376
POA2046	75-84	1558
POA2046	85+	804
POA2047	0-4	728
POA2047	5-14	1182
POA2047	15-19	474
POA2047	20-24	521
POA2047	25-34	2011
POA2047	35-44	1948
POA2047	45-54	1624
POA2047	55-64	1320
POA2047	65-74	1153
POA2047	75-84	609
POA2047	85+	388
POA2048	0-4	415
POA2048	5-14	698
POA2048	15-19	264
POA2048	20-24	621
POA2048	25-34	1949
POA2048	35-44	1403
POA2048	45-54	1046
POA2048	55-64	663
POA2048	65-74	497
POA2048	75-84	296
POA2048	85+	89
POA2049	0-4	568
POA2049	5-14	967
POA2049	15-19	456
POA2049	20-24	824
POA2049	25-34	2548
POA2049	35-44	1971
POA2049	45-54	1572
POA2049	55-64	1143
POA2049	65-74	712
POA2049	75-84	362
POA2049	85+	154
POA2050	0-4	346
POA2050	5-14	334
POA2050	15-19	327
POA2050	20-24	1418
POA2050	25-34	2836
POA2050	35-44	1649
POA2050	45-54	925
POA2050	55-64	603
POA2050	65-74	338
POA2050	75-84	138
POA2050	85+	45
POA2052	0-4	12
POA2052	5-14	10
POA2052	15-19	912
POA2052	20-24	1921
POA2052	25-34	447
POA2052	35-44	63
POA2052	45-54	20
POA2052	55-64	26
POA2052	65-74	7
POA2052	75-84	7
POA2060	0-4	584
POA2060	5-14	838
POA2060	15-19	486
POA2060	20-24	813
POA2060	25-34	3646
POA2060	35-44	2318
POA2060	45-54	1682
POA2060	55-64	1488
POA2060	65-74	1277
POA2060	75-84	585
POA2060	85+	271
POA2061	0-4	214
POA2061	5-14	231
POA2061	15-19	98
POA2061	20-24	316
POA2061	25-34	1424
POA2061	35-44	933
POA2061	45-54	717
POA2061	55-64	822
POA2061	65-74	708
POA2061	75-84	362
POA2061	85+	112
POA2062	0-4	535
POA2062	5-14	746
POA2062	15-19	182
POA2062	20-24	309
POA2062	25-34	1264
POA2062	35-44	1361
POA2062	45-54	933
POA2062	55-64	757
POA2062	65-74	596
POA2062	75-84	238
POA2062	85+	85
POA2063	0-4	351
POA2063	5-14	1066
POA2063	15-19	440
POA2063	20-24	276
POA2063	25-34	429
POA2063	35-44	863
POA2063	45-54	1022
POA2063	55-64	729
POA2063	65-74	607
POA2063	75-84	315
POA2063	85+	246
POA2064	0-4	628
POA2064	5-14	1201
POA2064	15-19	406
POA2064	20-24	522
POA2064	25-34	1955
POA2064	35-44	1805
POA2064	45-54	1170
POA2064	55-64	871
POA2064	65-74	557
POA2064	75-84	281
POA2064	85+	135
POA2065	0-4	2069
POA2065	5-14	2324
POA2065	15-19	932
POA2065	20-24	1605
POA2065	25-34	7294
POA2065	35-44	5792
POA2065	45-54	3619
POA2065	55-64	2901
POA2065	65-74	2150
POA2065	75-84	994
POA2065	85+	444
POA2066	0-4	2155
POA2066	5-14	3929
POA2066	15-19	1698
POA2066	20-24	1726
POA2066	25-34	5329
POA2066	35-44	5153
POA2066	45-54	4116
POA2066	55-64	3201
POA2066	65-74	2292
POA2066	75-84	1272
POA2066	85+	758
POA2067	0-4	1650
POA2067	5-14	2678
POA2067	15-19	1477
POA2067	20-24	2167
POA2067	25-34	5104
POA2067	35-44	4306
POA2067	45-54	3130
POA2067	55-64	2438
POA2067	65-74	1829
POA2067	75-84	1067
POA2067	85+	559
POA2068	0-4	1184
POA2068	5-14	2727
POA2068	15-19	1005
POA2068	20-24	782
POA2068	25-34	1408
POA2068	35-44	2709
POA2068	45-54	2688
POA2068	55-64	1858
POA2068	65-74	1337
POA2068	75-84	737
POA2068	85+	394
POA2069	0-4	794
POA2069	5-14	2275
POA2069	15-19	1018
POA2069	20-24	789
POA2069	25-34	1311
POA2069	35-44	1943
POA2069	45-54	2188
POA2069	55-64	1637
POA2069	65-74	1232
POA2069	75-84	696
POA2069	85+	372
POA2070	0-4	723
POA2070	5-14	2102
POA2070	15-19	997
POA2070	20-24	794
POA2070	25-34	1212
POA2070	35-44	1752
POA2070	45-54	2096
POA2070	55-64	1568
POA2070	65-74	1134
POA2070	75-84	744
POA2070	85+	395
POA2071	0-4	618
POA2071	5-14	1938
POA2071	15-19	1181
POA2071	20-24	896
POA2071	25-34	1234
POA2071	35-44	1659
POA2071	45-54	2157
POA2071	55-64	1559
POA2071	65-74	1144
POA2071	75-84	712
POA2071	85+	467
POA2072	0-4	365
POA2072	5-14	1019
POA2072	15-19	637
POA2072	20-24	462
POA2072	25-34	840
POA2072	35-44	1007
POA2072	45-54	1183
POA2072	55-64	943
POA2072	65-74	609
POA2072	75-84	344
POA2072	85+	261
POA2073	0-4	924
POA2073	5-14	2715
POA2073	15-19	1334
POA2073	20-24	927
POA2073	25-34	1271
POA2073	35-44	2170
POA2073	45-54	2754
POA2073	55-64	1853
POA2073	65-74	1368
POA2073	75-84	694
POA2073	85+	350
POA2074	0-4	1076
POA2074	5-14	3240
POA2074	15-19	1614
POA2074	20-24	1132
POA2074	25-34	1518
POA2074	35-44	2729
POA2074	45-54	3401
POA2074	55-64	2501
POA2074	65-74	2150
POA2074	75-84	1671
POA2074	85+	1231
POA2075	0-4	1164
POA2075	5-14	3114
POA2075	15-19	1401
POA2075	20-24	1006
POA2075	25-34	1551
POA2075	35-44	2804
POA2075	45-54	3090
POA2075	55-64	2320
POA2075	65-74	1964
POA2075	75-84	1425
POA2075	85+	604
POA2076	0-4	1253
POA2076	5-14	3652
POA2076	15-19	2182
POA2076	20-24	1348
POA2076	25-34	1954
POA2076	35-44	3081
POA2076	45-54	3783
POA2076	55-64	2820
POA2076	65-74	2195
POA2076	75-84	1505
POA2076	85+	885
POA2077	0-4	2728
POA2077	5-14	4675
POA2077	15-19	1885
POA2077	20-24	2014
POA2077	25-34	6071
POA2077	35-44	6762
POA2077	45-54	4852
POA2077	55-64	3865
POA2077	65-74	2713
POA2077	75-84	1477
POA2077	85+	735
POA2079	0-4	420
POA2079	5-14	1049
POA2079	15-19	450
POA2079	20-24	457
POA2079	25-34	732
POA2079	35-44	1028
POA2079	45-54	1114
POA2079	55-64	1002
POA2079	65-74	484
POA2079	75-84	256
POA2079	85+	99
POA2080	0-4	107
POA2080	5-14	254
POA2080	15-19	122
POA2080	20-24	93
POA2080	25-34	140
POA2080	35-44	257
POA2080	45-54	254
POA2080	55-64	234
POA2080	65-74	159
POA2080	75-84	52
POA2080	85+	32
POA2081	0-4	350
POA2081	5-14	818
POA2081	15-19	419
POA2081	20-24	309
POA2081	25-34	477
POA2081	35-44	764
POA2081	45-54	909
POA2081	55-64	663
POA2081	65-74	427
POA2081	75-84	186
POA2081	85+	51
POA2082	0-4	390
POA2082	5-14	852
POA2082	15-19	359
POA2082	20-24	231
POA2082	25-34	425
POA2082	35-44	895
POA2082	45-54	823
POA2082	55-64	646
POA2082	65-74	544
POA2082	75-84	176
POA2082	85+	61
POA2083	0-4	56
POA2083	5-14	164
POA2083	15-19	88
POA2083	20-24	70
POA2083	25-34	114
POA2083	35-44	167
POA2083	45-54	265
POA2083	55-64	274
POA2083	65-74	214
POA2083	75-84	89
POA2083	85+	17
POA2084	0-4	180
POA2084	5-14	531
POA2084	15-19	271
POA2084	20-24	176
POA2084	25-34	259
POA2084	35-44	443
POA2084	45-54	618
POA2084	55-64	454
POA2084	65-74	392
POA2084	75-84	192
POA2084	85+	109
POA2085	0-4	585
POA2085	5-14	1702
POA2085	15-19	806
POA2085	20-24	543
POA2085	25-34	680
POA2085	35-44	1482
POA2085	45-54	1723
POA2085	55-64	1184
POA2085	65-74	1439
POA2085	75-84	958
POA2085	85+	525
POA2086	0-4	884
POA2086	5-14	2261
POA2086	15-19	956
POA2086	20-24	703
POA2086	25-34	964
POA2086	35-44	2013
POA2086	45-54	2196
POA2086	55-64	1386
POA2086	65-74	1163
POA2086	75-84	692
POA2086	85+	195
POA2087	0-4	681
POA2087	5-14	2266
POA2087	15-19	942
POA2087	20-24	554
POA2087	25-34	778
POA2087	35-44	1869
POA2087	45-54	2012
POA2087	55-64	1279
POA2087	65-74	1069
POA2087	75-84	940
POA2087	85+	408
POA2088	0-4	1493
POA2088	5-14	3521
POA2088	15-19	1575
POA2088	20-24	1280
POA2088	25-34	3407
POA2088	35-44	4088
POA2088	45-54	4273
POA2088	55-64	3390
POA2088	65-74	3000
POA2088	75-84	1542
POA2088	85+	910
POA2089	0-4	657
POA2089	5-14	844
POA2089	15-19	302
POA2089	20-24	598
POA2089	25-34	2973
POA2089	35-44	2325
POA2089	45-54	1397
POA2089	55-64	1168
POA2089	65-74	912
POA2089	75-84	450
POA2089	85+	295
POA2090	0-4	853
POA2090	5-14	1152
POA2090	15-19	425
POA2090	20-24	562
POA2090	25-34	2741
POA2090	35-44	2394
POA2090	45-54	1773
POA2090	55-64	1576
POA2090	65-74	1424
POA2090	75-84	612
POA2090	85+	212
POA2092	0-4	475
POA2092	5-14	1336
POA2092	15-19	480
POA2092	20-24	377
POA2092	25-34	450
POA2092	35-44	1121
POA2092	45-54	1187
POA2092	55-64	801
POA2092	65-74	518
POA2092	75-84	263
POA2092	85+	138
POA2093	0-4	1659
POA2093	5-14	3631
POA2093	15-19	1266
POA2093	20-24	1004
POA2093	25-34	2483
POA2093	35-44	3792
POA2093	45-54	3617
POA2093	55-64	2342
POA2093	65-74	1667
POA2093	75-84	882
POA2093	85+	524
POA2094	0-4	405
POA2094	5-14	625
POA2094	15-19	231
POA2094	20-24	212
POA2094	25-34	1029
POA2094	35-44	1020
POA2094	45-54	781
POA2094	55-64	655
POA2094	65-74	504
POA2094	75-84	253
POA2094	85+	120
POA2095	0-4	854
POA2095	5-14	1202
POA2095	15-19	540
POA2095	20-24	807
POA2095	25-34	3834
POA2095	35-44	2834
POA2095	45-54	1919
POA2095	55-64	1542
POA2095	65-74	1298
POA2095	75-84	661
POA2095	85+	367
POA2096	0-4	1030
POA2096	5-14	1839
POA2096	15-19	659
POA2096	20-24	687
POA2096	25-34	2789
POA2096	35-44	2695
POA2096	45-54	2078
POA2096	55-64	1383
POA2096	65-74	885
POA2096	75-84	398
