POA_CODE_2016	Age	persons
POA4066	15-19	1143
POA4066	20-24	2931
POA4066	25-34	4096
POA4066	35-44	2127
POA4066	45-54	1597
POA4066	55-64	1332
POA4066	65-74	987
POA4066	75-84	418
POA4066	85+	136
POA4067	0-4	339
POA4067	5-14	723
POA4067	15-19	750
POA4067	20-24	3142
POA4067	25-34	2031
POA4067	35-44	1014
POA4067	45-54	700
POA4067	55-64	687
POA4067	65-74	604
POA4067	75-84	297
POA4067	85+	126
POA4068	0-4	1102
POA4068	5-14	2315
POA4068	15-19	1631
POA4068	20-24	3638
POA4068	25-34	4379
POA4068	35-44	3086
POA4068	45-54	2479
POA4068	55-64	2143
POA4068	65-74	1586
POA4068	75-84	801
POA4068	85+	451
POA4069	0-4	1697
POA4069	5-14	5138
POA4069	15-19	2593
POA4069	20-24	2052
POA4069	25-34	2433
POA4069	35-44	4451
POA4069	45-54	5313
POA4069	55-64	4143
POA4069	65-74	3311
POA4069	75-84	1669
POA4069	85+	825
POA4070	0-4	746
POA4070	5-14	1912
POA4070	15-19	961
POA4070	20-24	661
POA4070	25-34	1095
POA4070	35-44	1731
POA4070	45-54	1848
POA4070	55-64	1188
POA4070	65-74	902
POA4070	75-84	444
POA4070	85+	115
POA4072	5-14	5
POA4072	15-19	1398
POA4072	20-24	641
POA4072	25-34	63
POA4072	35-44	16
POA4072	45-54	3
POA4072	55-64	11
POA4072	65-74	6
POA4073	0-4	598
POA4073	5-14	1372
POA4073	15-19	620
POA4073	20-24	432
POA4073	25-34	880
POA4073	35-44	1455
POA4073	45-54	1376
POA4073	55-64	1103
POA4073	65-74	667
POA4073	75-84	357
POA4073	85+	272
POA4074	0-4	1486
POA4074	5-14	3126
POA4074	15-19	1573
POA4074	20-24	1412
POA4074	25-34	2937
POA4074	35-44	3341
POA4074	45-54	3338
POA4074	55-64	3051
POA4074	65-74	2312
POA4074	75-84	841
POA4074	85+	312
POA4075	0-4	1600
POA4075	5-14	3245
POA4075	15-19	1425
POA4075	20-24	1538
POA4075	25-34	3410
POA4075	35-44	3524
POA4075	45-54	3134
POA4075	55-64	2325
POA4075	65-74	1702
POA4075	75-84	877
POA4075	85+	574
POA4076	0-4	366
POA4076	5-14	579
POA4076	15-19	415
POA4076	20-24	896
POA4076	25-34	2075
POA4076	35-44	1481
POA4076	45-54	964
POA4076	55-64	678
POA4076	65-74	365
POA4076	75-84	211
POA4076	85+	70
POA4077	0-4	2572
POA4077	5-14	4403
POA4077	15-19	2182
POA4077	20-24	2465
POA4077	25-34	4781
POA4077	35-44	3990
POA4077	45-54	3750
POA4077	55-64	2900
POA4077	65-74	1943
POA4077	75-84	1242
POA4077	85+	527
POA4078	0-4	1863
POA4078	5-14	3953
POA4078	15-19	1955
POA4078	20-24	1645
POA4078	25-34	3455
POA4078	35-44	3919
POA4078	45-54	3870
POA4078	55-64	2577
POA4078	65-74	1627
POA4078	75-84	717
POA4078	85+	214
POA4101	0-4	697
POA4101	5-14	1922
POA4101	15-19	1397
POA4101	20-24	2894
POA4101	25-34	5573
POA4101	35-44	3493
POA4101	45-54	2817
POA4101	55-64	2084
POA4101	65-74	1146
POA4101	75-84	574
POA4101	85+	260
POA4102	0-4	290
POA4102	5-14	561
POA4102	15-19	409
POA4102	20-24	1205
POA4102	25-34	2114
POA4102	35-44	1018
POA4102	45-54	809
POA4102	55-64	582
POA4102	65-74	388
POA4102	75-84	199
POA4102	85+	82
POA4103	0-4	723
POA4103	5-14	1071
POA4103	15-19	762
POA4103	20-24	2023
POA4103	25-34	3576
POA4103	35-44	2093
POA4103	45-54	1676
POA4103	55-64	1262
POA4103	65-74	625
POA4103	75-84	337
POA4103	85+	168
POA4104	0-4	307
POA4104	5-14	599
POA4104	15-19	405
POA4104	20-24	633
POA4104	25-34	1102
POA4104	35-44	877
POA4104	45-54	887
POA4104	55-64	689
POA4104	65-74	463
POA4104	75-84	361
POA4104	85+	208
POA4105	0-4	893
POA4105	5-14	1377
POA4105	15-19	710
POA4105	20-24	1125
POA4105	25-34	2488
POA4105	35-44	2044
POA4105	45-54	1808
POA4105	55-64	1335
POA4105	65-74	860
POA4105	75-84	481
POA4105	85+	197
POA4106	0-4	117
POA4106	5-14	137
POA4106	15-19	94
POA4106	20-24	148
POA4106	25-34	332
POA4106	35-44	232
POA4106	45-54	205
POA4106	55-64	139
POA4106	65-74	77
POA4106	75-84	56
POA4106	85+	62
POA4107	0-4	429
POA4107	5-14	763
POA4107	15-19	318
POA4107	20-24	475
POA4107	25-34	1098
POA4107	35-44	1052
POA4107	45-54	766
POA4107	55-64	580
POA4107	65-74	307
POA4107	75-84	308
POA4107	85+	190
POA4108	0-4	366
POA4108	5-14	539
POA4108	15-19	344
POA4108	20-24	663
POA4108	25-34	1330
POA4108	35-44	799
POA4108	45-54	711
POA4108	55-64	559
POA4108	65-74	397
POA4108	75-84	239
POA4108	85+	82
POA4109	0-4	1946
POA4109	5-14	3592
POA4109	15-19	2258
POA4109	20-24	4385
POA4109	25-34	7298
POA4109	35-44	4672
POA4109	45-54	3940
POA4109	55-64	3776
POA4109	65-74	3236
POA4109	75-84	1650
POA4109	85+	857
POA4110	0-4	891
POA4110	5-14	1392
POA4110	15-19	727
POA4110	20-24	843
POA4110	25-34	1823
POA4110	35-44	1499
POA4110	45-54	1405
POA4110	55-64	1055
POA4110	65-74	745
POA4110	75-84	395
POA4110	85+	148
POA4111	0-4	53
POA4111	5-14	71
POA4111	15-19	204
POA4111	20-24	224
POA4111	25-34	198
POA4111	35-44	125
POA4111	45-54	109
POA4111	55-64	78
POA4111	65-74	87
POA4111	75-84	25
POA4111	85+	9
POA4112	0-4	624
POA4112	5-14	1335
POA4112	15-19	622
POA4112	20-24	596
POA4112	25-34	1148
POA4112	35-44	1205
POA4112	45-54	1017
POA4112	55-64	807
POA4112	65-74	535
POA4112	75-84	171
POA4112	85+	45
POA4113	0-4	2039
POA4113	5-14	3259
POA4113	15-19	1700
POA4113	20-24	2846
POA4113	25-34	6213
POA4113	35-44	4274
POA4113	45-54	3276
POA4113	55-64	3065
POA4113	65-74	1929
POA4113	75-84	911
POA4113	85+	399
POA4114	0-4	2453
POA4114	5-14	4490
POA4114	15-19	2259
POA4114	20-24	2360
POA4114	25-34	4212
POA4114	35-44	3706
POA4114	45-54	3289
POA4114	55-64	2822
POA4114	65-74	2248
POA4114	75-84	930
POA4114	85+	295
POA4115	0-4	1408
POA4115	5-14	2763
POA4115	15-19	1294
POA4115	20-24	1189
POA4115	25-34	2972
POA4115	35-44	2907
POA4115	45-54	2577
POA4115	55-64	2082
POA4115	65-74	1284
POA4115	75-84	529
POA4115	85+	301
POA4116	0-4	2109
POA4116	5-14	3414
POA4116	15-19	1703
POA4116	20-24	1966
POA4116	25-34	4986
POA4116	35-44	3932
POA4116	45-54	3037
POA4116	55-64	2561
POA4116	65-74	1420
POA4116	75-84	600
POA4116	85+	209
POA4117	0-4	146
POA4117	5-14	221
POA4117	15-19	74
POA4117	20-24	77
POA4117	25-34	314
POA4117	35-44	191
POA4117	45-54	147
POA4117	55-64	112
POA4117	65-74	63
POA4117	75-84	23
POA4117	85+	3
POA4118	0-4	2349
POA4118	5-14	4571
POA4118	15-19	2251
POA4118	20-24	2203
POA4118	25-34	4516
POA4118	35-44	4101
POA4118	45-54	4224
POA4118	55-64	3457
POA4118	65-74	1786
POA4118	75-84	673
POA4118	85+	261
POA4119	0-4	568
POA4119	5-14	908
POA4119	15-19	397
POA4119	20-24	401
POA4119	25-34	1148
POA4119	35-44	1036
POA4119	45-54	784
POA4119	55-64	600
POA4119	65-74	361
POA4119	75-84	125
POA4119	85+	26
POA4120	0-4	507
POA4120	5-14	679
POA4120	15-19	415
POA4120	20-24	990
POA4120	25-34	2364
POA4120	35-44	1400
POA4120	45-54	976
POA4120	55-64	737
POA4120	65-74	488
POA4120	75-84	242
POA4120	85+	130
POA4121	0-4	1802
POA4121	5-14	3537
POA4121	15-19	1516
POA4121	20-24	1684
POA4121	25-34	3575
POA4121	35-44	4137
POA4121	45-54	3444
POA4121	55-64	2407
POA4121	65-74	1557
POA4121	75-84	1003
POA4121	85+	599
POA4122	0-4	2564
POA4122	5-14	5437
POA4122	15-19	2969
POA4122	20-24	3652
POA4122	25-34	6726
POA4122	35-44	6175
POA4122	45-54	5607
POA4122	55-64	4026
POA4122	65-74	3376
POA4122	75-84	2262
POA4122	85+	1053
POA4123	0-4	1460
POA4123	5-14	2466
POA4123	15-19	1096
POA4123	20-24	1102
POA4123	25-34	2965
POA4123	35-44	2805
POA4123	45-54	2169
POA4123	55-64	1981
POA4123	65-74	1620
POA4123	75-84	610
POA4123	85+	213
POA4124	0-4	1399
POA4124	5-14	3247
POA4124	15-19	1485
POA4124	20-24	1179
POA4124	25-34	2358
POA4124	35-44	2993
POA4124	45-54	2810
POA4124	55-64	2145
POA4124	65-74	1278
POA4124	75-84	508
POA4124	85+	264
POA4125	0-4	311
POA4125	5-14	853
POA4125	15-19	497
POA4125	20-24	435
POA4125	25-34	630
POA4125	35-44	800
POA4125	45-54	1055
POA4125	55-64	1013
POA4125	65-74	914
POA4125	75-84	503
POA4125	85+	135
POA4127	0-4	1801
POA4127	5-14	3741
POA4127	15-19	1742
POA4127	20-24	1724
POA4127	25-34	3727
POA4127	35-44	3701
POA4127	45-54	3279
POA4127	55-64	3096
POA4127	65-74	2384
POA4127	75-84	827
POA4127	85+	357
POA4128	0-4	1087
POA4128	5-14	2149
POA4128	15-19	1171
POA4128	20-24	1067
POA4128	25-34	2211
POA4128	35-44	2426
POA4128	45-54	2351
POA4128	55-64	2206
POA4128	65-74	1330
POA4128	75-84	413
POA4128	85+	101
POA4129	0-4	501
POA4129	5-14	968
POA4129	15-19	429
POA4129	20-24	407
POA4129	25-34	970
POA4129	35-44	975
POA4129	45-54	743
POA4129	55-64	662
POA4129	65-74	475
POA4129	75-84	136
POA4129	85+	26
POA4130	0-4	420
POA4130	5-14	1235
POA4130	15-19	598
POA4130	20-24	558
POA4130	25-34	897
POA4130	35-44	1136
POA4130	45-54	1310
POA4130	55-64	1223
POA4130	65-74	813
POA4130	75-84	232
POA4130	85+	104
POA4131	0-4	838
POA4131	5-14	1510
POA4131	15-19	802
POA4131	20-24	927
POA4131	25-34	1650
POA4131	35-44	1348
POA4131	45-54	1256
POA4131	55-64	1051
POA4131	65-74	726
POA4131	75-84	261
POA4131	85+	52
POA4132	0-4	2618
POA4132	5-14	4912
POA4132	15-19	2050
POA4132	20-24	2100
POA4132	25-34	4191
POA4132	35-44	3461
POA4132	45-54	2911
POA4132	55-64	2168
POA4132	65-74	1239
POA4132	75-84	458
POA4132	85+	111
POA4133	0-4	1472
POA4133	5-14	2458
POA4133	15-19	1228
POA4133	20-24	1326
POA4133	25-34	2804
POA4133	35-44	2240
POA4133	45-54	2039
POA4133	55-64	1753
POA4133	65-74	1435
POA4133	75-84	735
POA4133	85+	279
POA4151	0-4	871
POA4151	5-14	1666
POA4151	15-19	768
POA4151	20-24	1428
POA4151	25-34	3606
POA4151	35-44	2492
POA4151	45-54	2045
POA4151	55-64	1526
POA4151	65-74	933
POA4151	75-84	607
POA4151	85+	340
POA4152	0-4	2777
POA4152	5-14	5488
POA4152	15-19	2870
POA4152	20-24	3184
POA4152	25-34	6357
POA4152	35-44	6502
POA4152	45-54	6206
POA4152	55-64	5064
POA4152	65-74	3255
POA4152	75-84	1918
POA4152	85+	1056
POA4153	0-4	277
POA4153	5-14	615
POA4153	15-19	303
POA4153	20-24	291
POA4153	25-34	508
POA4153	35-44	622
POA4153	45-54	669
POA4153	55-64	585
POA4153	65-74	308
POA4153	75-84	160
POA4153	85+	40
POA4154	0-4	913
POA4154	5-14	2206
POA4154	15-19	699
POA4154	20-24	504
POA4154	25-34	1197
POA4154	35-44	2070
POA4154	45-54	1629
POA4154	55-64	974
POA4154	65-74	519
POA4154	75-84	213
POA4154	85+	47
POA4155	0-4	59
POA4155	5-14	221
POA4155	15-19	128
POA4155	20-24	91
POA4155	25-34	97
POA4155	35-44	167
POA4155	45-54	241
POA4155	55-64	211
POA4155	65-74	144
POA4155	75-84	66
POA4155	85+	25
POA4156	0-4	167
POA4156	5-14	517
POA4156	15-19	294
POA4156	20-24	188
POA4156	25-34	252
POA4156	35-44	444
POA4156	45-54	553
POA4156	55-64	386
POA4156	65-74	257
POA4156	75-84	70
POA4156	85+	16
POA4157	0-4	1140
POA4157	5-14	2407
POA4157	15-19	1237
POA4157	20-24	1283
POA4157	25-34	2551
POA4157	35-44	2424
POA4157	45-54	2642
POA4157	55-64	2515
POA4157	65-74	1816
POA4157	75-84	737
POA4157	85+	288
POA4158	0-4	256
POA4158	5-14	426
POA4158	15-19	200
POA4158	20-24	203
POA4158	25-34	506
POA4158	35-44	522
POA4158	45-54	483
POA4158	55-64	561
POA4158	65-74	384
POA4158	75-84	171
POA4158	85+	49
POA4159	0-4	836
POA4159	5-14	1892
POA4159	15-19	938
POA4159	20-24	874
POA4159	25-34	1571
POA4159	35-44	1883
POA4159	45-54	2054
POA4159	55-64	1859
POA4159	65-74	1443
POA4159	75-84	735
POA4159	85+	413
POA4160	0-4	874
POA4160	5-14	2537
POA4160	15-19	1394
POA4160	20-24	1035
POA4160	25-34	1534
POA4160	35-44	2237
POA4160	45-54	2998
POA4160	55-64	2556
POA4160	65-74	1750
POA4160	75-84	833
POA4160	85+	384
POA4161	0-4	1004
POA4161	5-14	2255
POA4161	15-19	1038
POA4161	20-24	1041
POA4161	25-34	2217
POA4161	35-44	2234
POA4161	45-54	2192
POA4161	55-64	2173
POA4161	65-74	1257
POA4161	75-84	563
POA4161	85+	275
POA4163	0-4	552
POA4163	5-14	1549
POA4163	15-19	909
POA4163	20-24	754
POA4163	25-34	1272
POA4163	35-44	1517
POA4163	45-54	2076
POA4163	55-64	2344
POA4163	65-74	2052
POA4163	75-84	1226
POA4163	85+	544
POA4164	0-4	853
POA4164	5-14	2221
POA4164	15-19	1175
POA4164	20-24	895
POA4164	25-34	1530
POA4164	35-44	1906
POA4164	45-54	2277
POA4164	55-64	1766
POA4164	65-74	1183
POA4164	75-84	604
POA4164	85+	288
POA4165	0-4	2274
POA4165	5-14	5422
POA4165	15-19	2470
POA4165	20-24	1853
POA4165	25-34	4040
POA4165	35-44	4963
POA4165	45-54	5230
POA4165	55-64	4223
POA4165	65-74	3443
POA4165	75-84	1987
POA4165	85+	908
POA4169	0-4	473
POA4169	5-14	681
POA4169	15-19	658
POA4169	20-24	1627
POA4169	25-34	3965
POA4169	35-44	1960
POA4169	45-54	1562
POA4169	55-64	1409
POA4169	65-74	988
POA4169	75-84	422
POA4169	85+	238
POA4170	0-4	1748
POA4170	5-14	2804
POA4170	15-19	1179
POA4170	20-24	2013
POA4170	25-34	5287
POA4170	35-44	4222
POA4170	45-54	3077
POA4170	55-64	2066
POA4170	65-74	1192
POA4170	75-84	604
POA4170	85+	322
POA4171	0-4	1044
POA4171	5-14	2035
POA4171	15-19	853
POA4171	20-24	963
POA4171	25-34	2602
POA4171	35-44	2689
POA4171	45-54	2526
POA4171	55-64	1617
POA4171	65-74	828
POA4171	75-84	381
POA4171	85+	190
POA4172	0-4	307
POA4172	5-14	554
POA4172	15-19	250
POA4172	20-24	283
POA4172	25-34	805
POA4172	35-44	749
POA4172	45-54	553
POA4172	55-64	459
POA4172	65-74	226
POA4172	75-84	85
POA4172	85+	34
POA4173	0-4	584
POA4173	5-14	968
POA4173	15-19	493
POA4173	20-24	495
POA4173	25-34	1251
POA4173	35-44	1277
POA4173	45-54	1145
POA4173	55-64	921
POA4173	65-74	748
POA4173	75-84	328
POA4173	85+	79
POA4174	0-4	172
POA4174	5-14	339
POA4174	15-19	142
POA4174	20-24	121
POA4174	25-34	396
POA4174	35-44	388
POA4174	45-54	324
POA4174	55-64	274
POA4174	65-74	155
POA4174	75-84	44
POA4174	85+	22
POA4178	0-4	1610
POA4178	5-14	3082
POA4178	15-19	1544
POA4178	20-24	1381
POA4178	25-34	2977
POA4178	35-44	3719
POA4178	45-54	3672
POA4178	55-64	2933
POA4178	65-74	2260
POA4178	75-84	1300
POA4178	85+	726
POA4179	0-4	1202
POA4179	5-14	2658
POA4179	15-19	1278
POA4179	20-24	995
POA4179	25-34	1929
POA4179	35-44	2796
POA4179	45-54	3032
POA4179	55-64	2316
POA4179	65-74	1672
POA4179	75-84	959
POA4179	85+	452
POA4183	0-4	102
POA4183	5-14	249
POA4183	15-19	95
POA4183	20-24	85
POA4183	25-34	192
POA4183	35-44	209
POA4183	45-54	287
POA4183	55-64	390
POA4183	65-74	329
POA4183	75-84	139
POA4183	85+	39
POA4184	0-4	215
POA4184	5-14	542
POA4184	15-19	279
POA4184	20-24	166
POA4184	25-34	355
POA4184	35-44	558
POA4184	45-54	955
POA4184	55-64	1482
POA4184	65-74	1696
POA4184	75-84	569
POA4184	85+	90
POA4205	0-4	295
POA4205	5-14	547
POA4205	15-19	261
POA4205	20-24	276
POA4205	25-34	624
POA4205	35-44	525
POA4205	45-54	560
POA4205	55-64	651
POA4205	65-74	638
POA4205	75-84	605
POA4205	85+	402
POA4207	0-4	4241
POA4207	5-14	7803
POA4207	15-19	3531
POA4207	20-24	3983
POA4207	25-34	7654
POA4207	35-44	7044
POA4207	45-54	7072
POA4207	55-64	6088
POA4207	65-74	4929
POA4207	75-84	2207
POA4207	85+	658
POA4208	0-4	1720
POA4208	5-14	3538
POA4208	15-19	1399
POA4208	20-24	1004
POA4208	25-34	2906
POA4208	35-44	3167
POA4208	45-54	2577
POA4208	55-64	1727
POA4208	65-74	1307
POA4208	75-84	499
POA4208	85+	119
POA4209	0-4	5191
POA4209	5-14	8935
POA4209	15-19	3482
POA4209	20-24	3658
POA4209	25-34	8820
POA4209	35-44	7945
POA4209	45-54	5675
POA4209	55-64	3340
POA4209	65-74	2145
POA4209	75-84	656
POA4209	85+	236
POA4210	0-4	1413
POA4210	5-14	3091
POA4210	15-19	1385
POA4210	20-24	1082
POA4210	25-34	2524
POA4210	35-44	3096
POA4210	45-54	2906
POA4210	55-64	2049
POA4210	65-74	1305
POA4210	75-84	505
POA4210	85+	114
POA4211	0-4	4111
POA4211	5-14	8334
POA4211	15-19	3886
POA4211	20-24	3601
POA4211	25-34	7944
POA4211	35-44	8764
POA4211	45-54	8541
POA4211	55-64	6912
POA4211	65-74	5236
POA4211	75-84	2520
POA4211	85+	945
POA4212	0-4	1337
POA4212	5-14	3411
POA4212	15-19	1903
POA4212	20-24	1431
POA4212	25-34	2585
POA4212	35-44	3699
POA4212	45-54	4332
POA4212	55-64	3825
POA4212	65-74	3373
POA4212	75-84	1528
POA4212	85+	615
POA4213	0-4	1724
POA4213	5-14	4553
POA4213	15-19	2028
POA4213	20-24	1430
POA4213	25-34	2843
POA4213	35-44	4212
POA4213	45-54	4458
POA4213	55-64	3627
POA4213	65-74	2571
POA4213	75-84	1152
POA4213	85+	436
POA4214	0-4	1963
POA4214	5-14	4522
POA4214	15-19	2778
POA4214	20-24	2936
POA4214	25-34	4353
POA4214	35-44	4822
POA4214	45-54	5391
POA4214	55-64	4461
POA4214	65-74	3410
POA4214	75-84	1744
POA4214	85+	854
POA4215	0-4	2366
POA4215	5-14	4095
POA4215	15-19	2893
POA4215	20-24	4997
POA4215	25-34	8279
POA4215	35-44	6406
POA4215	45-54	6083
POA4215	55-64	5495
POA4215	65-74	5068
POA4215	75-84	2970
POA4215	85+	1510
POA4216	0-4	1726
POA4216	5-14	3481
POA4216	15-19	1735
POA4216	20-24	1973
POA4216	25-34	3954
POA4216	35-44	4511
POA4216	45-54	4953
POA4216	55-64	5246
POA4216	65-74	5527
POA4216	75-84	3097
POA4216	85+	1233
POA4217	0-4	1523
POA4217	5-14	3186
POA4217	15-19	2007
POA4217	20-24	3619
POA4217	25-34	7248
POA4217	35-44	5020
POA4217	45-54	5534
POA4217	55-64	5047
POA4217	65-74	4675
POA4217	75-84	2191
POA4217	85+	785
POA4218	0-4	1485
POA4218	5-14	2926
POA4218	15-19	1502
POA4218	20-24	2282
POA4218	25-34	5370
POA4218	35-44	4312
POA4218	45-54	4260
POA4218	55-64	3844
POA4218	65-74	3342
POA4218	75-84	1814
POA4218	85+	719
POA4220	0-4	1802
POA4220	5-14	3276
POA4220	15-19	1504
POA4220	20-24	1686
POA4220	25-34	4770
POA4220	35-44	4508
POA4220	45-54	3955
POA4220	55-64	3669
POA4220	65-74	3256
POA4220	75-84	1905
POA4220	85+	911
POA4221	0-4	1560
POA4221	5-14	3235
POA4221	15-19	1618
POA4221	20-24	1359
POA4221	25-34	3280
POA4221	35-44	3789
POA4221	45-54	3640
POA4221	55-64	3350
POA4221	65-74	2747
POA4221	75-84	1500
POA4221	85+	720
POA4223	0-4	744
POA4223	5-14	1874
POA4223	15-19	844
POA4223	20-24	674
POA4223	25-34	1300
POA4223	35-44	1816
POA4223	45-54	2010
POA4223	55-64	1959
POA4223	65-74	1502
POA4223	75-84	796
POA4223	85+	365
POA4224	0-4	385
POA4224	5-14	688
POA4224	15-19	336
POA4224	20-24	382
POA4224	25-34	909
POA4224	35-44	892
POA4224	45-54	882
POA4224	55-64	924
POA4224	65-74	602
POA4224	75-84	354
POA4224	85+	225
POA4225	0-4	261
POA4225	5-14	406
POA4225	15-19	229
POA4225	20-24	545
POA4225	25-34	1214
POA4225	35-44	828
POA4225	45-54	968
POA4225	55-64	1312
POA4225	65-74	1063
POA4225	75-84	612
POA4225	85+	323
POA4226	0-4	1797
POA4226	5-14	3791
POA4226	15-19	2204
POA4226	20-24	2093
POA4226	25-34	4052
POA4226	35-44	4096
POA4226	45-54	4341
POA4226	55-64	3853
POA4226	65-74	3225
POA4226	75-84	1807
POA4226	85+	982
POA4227	0-4	1341
POA4227	5-14	3212
POA4227	15-19	1574
POA4227	20-24	1755
POA4227	25-34	3007
POA4227	35-44	3421
POA4227	45-54	2869
POA4227	55-64	1990
POA4227	65-74	1502
POA4227	75-84	706
POA4227	85+	311
POA4228	0-4	295
POA4228	5-14	750
POA4228	15-19	365
POA4228	20-24	270
POA4228	25-34	440
POA4228	35-44	638
POA4228	45-54	873
POA4228	55-64	799
POA4228	65-74	514
POA4228	75-84	213
POA4228	85+	140
POA4229	15-19	207
POA4229	20-24	150
POA4229	25-34	15
POA4229	35-44	4
POA4229	65-74	3
POA4230	0-4	62
POA4230	5-14	126
POA4230	15-19	65
POA4230	20-24	116
POA4230	25-34	297
POA4230	35-44	211
POA4230	45-54	187
POA4230	55-64	203
POA4230	65-74	209
POA4230	75-84	153
POA4230	85+	49
POA4270	0-4	198
POA4270	5-14	580
POA4270	15-19	303
POA4270	20-24	179
POA4270	25-34	362
POA4270	35-44	614
POA4270	45-54	728
POA4270	55-64	541
POA4270	65-74	330
POA4270	75-84	100
POA4270	85+	23
POA4271	0-4	126
POA4271	5-14	400
POA4271	15-19	149
POA4271	20-24	88
POA4271	25-34	195
POA4271	35-44	382
POA4271	45-54	432
POA4271	55-64	478
POA4271	65-74	418
POA4271	75-84	184
POA4271	85+	54
POA4272	0-4	163
POA4272	5-14	611
POA4272	15-19	240
POA4272	20-24	127
POA4272	25-34	232
POA4272	35-44	467
POA4272	45-54	737
POA4272	55-64	788
POA4272	65-74	760
POA4272	75-84	372
POA4272	85+	123
POA4275	0-4	188
POA4275	5-14	467
POA4275	15-19	234
POA4275	20-24	183
POA4275	25-34	350
POA4275	35-44	480
POA4275	45-54	570
POA4275	55-64	487
POA4275	65-74	347
POA4275	75-84	117
POA4275	85+	26
POA4280	0-4	1130
POA4280	5-14	2848
POA4280	15-19	1395
POA4280	20-24	952
POA4280	25-34	1931
POA4280	35-44	2559
POA4280	45-54	2584
POA4280	55-64	1801
POA4280	65-74	1205
POA4280	75-84	375
POA4280	85+	91
POA4285	0-4	1205
POA4285	5-14	3152
POA4285	15-19	1393
POA4285	20-24	1032
POA4285	25-34	2034
POA4285	35-44	2674
POA4285	45-54	2999
POA4285	55-64	2519
POA4285	65-74	2006
POA4285	75-84	879
POA4285	85+	355
POA4287	0-4	39
POA4287	5-14	86
POA4287	15-19	26
POA4287	20-24	30
POA4287	25-34	99
POA4287	35-44	104
POA4287	45-54	132
POA4287	55-64	152
POA4287	65-74	92
POA4287	75-84	50
POA4287	85+	10
POA4300	0-4	5222
POA4300	5-14	9171
POA4300	15-19	3895
POA4300	20-24	3989
POA4300	25-34	9672
POA4300	35-44	8664
POA4300	45-54	6837
POA4300	55-64	4464
POA4300	65-74	2581
POA4300	75-84	935
POA4300	85+	240
POA4301	0-4	2984
POA4301	5-14	4992
POA4301	15-19	2133
POA4301	20-24	2349
POA4301	25-34	4946
POA4301	35-44	3654
POA4301	45-54	3059
POA4301	55-64	2349
POA4301	65-74	1165
POA4301	75-84	469
POA4301	85+	143
POA4303	0-4	300
POA4303	5-14	559
POA4303	15-19	251
POA4303	20-24	257
POA4303	25-34	469
POA4303	35-44	454
POA4303	45-54	487
POA4303	55-64	426
POA4303	65-74	350
POA4303	75-84	247
POA4303	85+	141
POA4304	0-4	1272
POA4304	5-14	2151
POA4304	15-19	1053
POA4304	20-24	1334
POA4304	25-34	2672
POA4304	35-44	2148
POA4304	45-54	2189
POA4304	55-64	1990
POA4304	65-74	1382
POA4304	75-84	841
POA4304	85+	291
POA4305	0-4	4830
POA4305	5-14	9015
POA4305	15-19	4181
POA4305	20-24	4383
POA4305	25-34	9104
POA4305	35-44	7817
POA4305	45-54	7752
POA4305	55-64	6554
POA4305	65-74	4810
POA4305	75-84	2933
POA4305	85+	1176
POA4306	0-4	2232
POA4306	5-14	5454
POA4306	15-19	2504
POA4306	20-24	2018
POA4306	25-34	3950
POA4306	35-44	5032
POA4306	45-54	5551
POA4306	55-64	4654
POA4306	65-74	3070
POA4306	75-84	1081
POA4306	85+	244
POA4307	0-4	66
POA4307	5-14	231
POA4307	15-19	106
POA4307	20-24	85
POA4307	25-34	161
POA4307	35-44	204
POA4307	45-54	228
POA4307	55-64	228
POA4307	65-74	164
POA4307	75-84	73
POA4307	85+	10
POA4309	0-4	177
POA4309	5-14	444
POA4309	15-19	169
POA4309	20-24	106
POA4309	25-34	277
POA4309	35-44	359
POA4309	45-54	438
POA4309	55-64	419
POA4309	65-74	367
POA4309	75-84	211
POA4309	85+	33
POA4310	0-4	261
POA4310	5-14	712
POA4310	15-19	315
POA4310	20-24	267
POA4310	25-34	480
POA4310	35-44	622
POA4310	45-54	736
POA4310	55-64	900
POA4310	65-74	788
POA4310	75-84	466
POA4310	85+	202
POA4311	0-4	703
POA4311	5-14	1561
POA4311	15-19	685
POA4311	20-24	582
POA4311	25-34	1084
POA4311	35-44	1214
POA4311	45-54	1518
POA4311	55-64	1521
POA4311	65-74	1184
POA4311	75-84	440
POA4311	85+	110
POA4312	0-4	129
POA4312	5-14	280
POA4312	15-19	119
POA4312	20-24	86
POA4312	25-34	184
POA4312	35-44	233
POA4312	45-54	379
POA4312	55-64	536
POA4312	65-74	511
POA4312	75-84	175
POA4312	85+	36
POA4313	0-4	119
POA4313	5-14	284
POA4313	15-19	105
POA4313	20-24	86
POA4313	25-34	186
POA4313	35-44	225
POA4313	45-54	292
POA4313	55-64	391
POA4313	65-74	359
POA4313	75-84	212
POA4313	85+	73
POA4340	0-4	312
POA4340	5-14	760
POA4340	15-19	395
POA4340	20-24	276
POA4340	25-34	563
POA4340	35-44	628
POA4340	45-54	777
POA4340	55-64	761
POA4340	65-74	604
POA4340	75-84	251
POA4340	85+	131
POA4341	0-4	946
POA4341	5-14	2127
POA4341	15-19	985
POA4341	20-24	774
POA4341	25-34	1506
POA4341	35-44	1812
POA4341	45-54	2073
POA4341	55-64	1863
POA4341	65-74	1579
POA4341	75-84	681
POA4341	85+	241
POA4342	0-4	139
POA4342	5-14	337
POA4342	15-19	201
