POA_CODE_2016	MotorVehicles.min	occupied_private_dwellings
POA0872	2	326
POA0872	3	85
POA0872	4	67
POA0873		42
POA0873	0	105
POA0873	1	184
POA0873	2	165
POA0873	3	91
POA0873	4	105
POA0874	0	12
POA0874	1	86
POA0874	2	72
POA0874	3	14
POA0874	4	3
POA0875		51
POA0875	0	62
POA0875	1	260
POA0875	2	260
POA0875	3	110
POA0875	4	29
POA0880		155
POA0880	0	159
POA0880	1	448
POA0880	2	368
POA0880	3	99
POA0880	4	30
POA0885		10
POA0885	0	18
POA0885	1	104
POA0885	2	90
POA0885	3	26
POA0885	4	6
POA0886		18
POA0886	0	19
POA0886	1	151
POA0886	2	117
POA0886	3	22
POA0886	4	7
POA2000		508
POA2000	0	4795
POA2000	1	3079
POA2000	2	631
POA2000	3	55
POA2000	4	37
POA2006	1	4
POA2007		171
POA2007	0	1560
POA2007	1	952
POA2007	2	145
POA2007	3	15
POA2007	4	16
POA2008		207
POA2008	0	2591
POA2008	1	1380
POA2008	2	293
POA2008	3	29
POA2008	4	20
POA2009		196
POA2009	0	1554
POA2009	1	2739
POA2009	2	768
POA2009	3	85
POA2009	4	23
POA2010		471
POA2010	0	5649
POA2010	1	4958
POA2010	2	1000
POA2010	3	100
POA2010	4	56
POA2011		346
POA2011	0	4683
POA2011	1	3791
POA2011	2	701
POA2011	3	70
POA2011	4	51
POA2015		120
POA2015	0	773
POA2015	1	2341
POA2015	2	850
POA2015	3	118
POA2015	4	34
POA2016		311
POA2016	0	2210
POA2016	1	2454
POA2016	2	639
POA2016	3	116
POA2016	4	38
POA2017		515
POA2017	0	3546
POA2017	1	5038
POA2017	2	1398
POA2017	3	149
POA2017	4	40
POA2018		263
POA2018	0	1161
POA2018	1	2924
POA2018	2	1475
POA2018	3	357
POA2018	4	132
POA2019		127
POA2019	0	283
POA2019	1	1339
POA2019	2	1417
POA2019	3	342
POA2019	4	149
POA2020		154
POA2020	0	822
POA2020	1	2428
POA2020	2	1414
POA2020	3	278
POA2020	4	98
POA2021		196
POA2021	0	1324
POA2021	1	3238
POA2021	2	1335
POA2021	3	224
POA2021	4	77
POA2022		188
POA2022	0	1132
POA2022	1	2305
POA2022	2	894
POA2022	3	138
POA2022	4	51
POA2023		120
POA2023	0	387
POA2023	1	1502
POA2023	2	1358
POA2023	3	349
POA2023	4	161
POA2024		117
POA2024	0	540
POA2024	1	1800
POA2024	2	1198
POA2024	3	213
POA2024	4	67
POA2025		143
POA2025	0	400
POA2025	1	1418
POA2025	2	793
POA2025	3	124
POA2025	4	37
POA2026		545
POA2026	0	2659
POA2026	1	5786
POA2026	2	2915
POA2026	3	520
POA2026	4	160
POA2027		116
POA2027	0	576
POA2027	1	1642
POA2027	2	941
POA2027	3	185
POA2027	4	65
POA2028		66
POA2028	0	340
POA2028	1	987
POA2028	2	485
POA2028	3	87
POA2028	4	27
POA2029		111
POA2029	0	439
POA2029	1	1673
POA2029	2	1270
POA2029	3	244
POA2029	4	102
POA2030		133
POA2030	0	265
POA2030	1	1511
POA2030	2	1885
POA2030	3	602
POA2030	4	308
POA2031		378
POA2031	0	2280
POA2031	1	6500
POA2031	2	3353
POA2031	3	593
POA2031	4	162
POA2032		269
POA2032	0	1824
POA2032	1	2287
POA2032	2	1178
POA2032	3	278
POA2032	4	120
POA2033		122
POA2033	0	858
POA2033	1	1921
POA2033	2	995
POA2033	3	208
POA2033	4	85
POA2034		321
POA2034	0	1377
POA2034	1	3648
POA2034	2	2145
POA2034	3	452
POA2034	4	160
POA2035		541
POA2035	0	1844
POA2035	1	5174
POA2035	2	3721
POA2035	3	923
POA2035	4	401
POA2036		495
POA2036	0	1194
POA2036	1	3614
POA2036	2	3179
POA2036	3	906
POA2036	4	479
POA2037		373
POA2037	0	1981
POA2037	1	3035
POA2037	2	1050
POA2037	3	163
POA2037	4	67
POA2038		107
POA2038	0	512
POA2038	1	1743
POA2038	2	1019
POA2038	3	171
POA2038	4	56
POA2039		75
POA2039	0	341
POA2039	1	1872
POA2039	2	973
POA2039	3	143
POA2039	4	42
POA2040		247
POA2040	0	1138
POA2040	1	3889
POA2040	2	2416
POA2040	3	412
POA2040	4	147
POA2041		155
POA2041	0	861
POA2041	1	3157
POA2041	2	1716
POA2041	3	253
POA2041	4	80
POA2042		270
POA2042	0	2302
POA2042	1	3785
POA2042	2	1130
POA2042	3	164
POA2042	4	61
POA2043		103
POA2043	0	763
POA2043	1	1961
POA2043	2	556
POA2043	3	53
POA2043	4	7
POA2044		112
POA2044	0	437
POA2044	1	1395
POA2044	2	717
POA2044	3	142
POA2044	4	49
POA2045		63
POA2045	0	198
POA2045	1	744
POA2045	2	794
POA2045	3	256
POA2045	4	120
POA2046		273
POA2046	0	881
POA2046	1	4030
POA2046	2	3653
POA2046	3	822
POA2046	4	382
POA2047		127
POA2047	0	409
POA2047	1	2131
POA2047	2	1489
POA2047	3	339
POA2047	4	136
POA2048		112
POA2048	0	528
POA2048	1	1483
POA2048	2	713
POA2048	3	153
POA2048	4	52
POA2049		126
POA2049	0	881
POA2049	1	2157
POA2049	2	985
POA2049	3	159
POA2049	4	54
POA2050		116
POA2050	0	1662
POA2050	1	1983
POA2050	2	556
POA2050	3	68
POA2050	4	31
POA2052		28
POA2052	0	337
POA2052	1	72
POA2052	2	6
POA2052	4	3
POA2060		167
POA2060	0	1369
POA2060	1	3399
POA2060	2	1058
POA2060	3	192
POA2060	4	48
POA2061		90
POA2061	0	828
POA2061	1	1396
POA2061	2	509
POA2061	3	58
POA2061	4	21
POA2062		53
POA2062	0	272
POA2062	1	1599
POA2062	2	877
POA2062	3	128
POA2062	4	56
POA2063		41
POA2063	0	89
POA2063	1	643
POA2063	2	894
POA2063	3	260
POA2063	4	95
POA2064		75
POA2064	0	539
POA2064	1	1974
POA2064	2	828
POA2064	3	139
POA2064	4	31
POA2065		265
POA2065	0	2047
POA2065	1	6710
POA2065	2	2902
POA2065	3	491
POA2065	4	189
POA2066		262
POA2066	0	978
POA2066	1	5324
POA2066	2	4008
POA2066	3	852
POA2066	4	344
POA2067		263
POA2067	0	1988
POA2067	1	4464
POA2067	2	2057
POA2067	3	454
POA2067	4	144
POA2068		141
POA2068	0	342
POA2068	1	2177
POA2068	2	2249
POA2068	3	500
POA2068	4	200
POA2069		83
POA2069	0	221
POA2069	1	1500
POA2069	2	1985
POA2069	3	527
POA2069	4	238
POA2070		104
POA2070	0	303
POA2070	1	1509
POA2070	2	1874
POA2070	3	529
POA2070	4	183
POA2071		90
POA2071	0	178
POA2071	1	1501
POA2071	2	1828
POA2071	3	552
POA2071	4	250
POA2072		31
POA2072	0	127
POA2072	1	1091
POA2072	2	956
POA2072	3	245
POA2072	4	96
POA2073		94
POA2073	0	149
POA2073	1	1336
POA2073	2	2461
POA2073	3	749
POA2073	4	314
POA2074		159
POA2074	0	345
POA2074	1	2477
POA2074	2	3134
POA2074	3	943
POA2074	4	376
POA2075		115
POA2075	0	131
POA2075	1	2010
POA2075	2	3126
POA2075	3	980
POA2075	4	450
POA2076		153
POA2076	0	354
POA2076	1	2478
POA2076	2	3400
POA2076	3	979
POA2076	4	461
POA2077		316
POA2077	0	1626
POA2077	1	6616
POA2077	2	3716
POA2077	3	887
POA2077	4	412
POA2079		35
POA2079	0	70
POA2079	1	622
POA2079	2	1004
POA2079	3	320
POA2079	4	208
POA2080		13
POA2080	0	17
POA2080	1	169
POA2080	2	236
POA2080	3	87
POA2080	4	37
POA2081		33
POA2081	0	41
POA2081	1	464
POA2081	2	768
POA2081	3	270
POA2081	4	128
POA2082		20
POA2082	0	42
POA2082	1	522
POA2082	2	791
POA2082	3	250
POA2082	4	124
POA2083		37
POA2083	0	59
POA2083	1	205
POA2083	2	182
POA2083	3	63
POA2083	4	37
POA2084		23
POA2084	0	12
POA2084	1	188
POA2084	2	458
POA2084	3	201
POA2084	4	170
POA2085		132
POA2085	0	127
POA2085	1	964
POA2085	2	1648
POA2085	3	579
POA2085	4	307
POA2086		90
POA2086	0	88
POA2086	1	1000
POA2086	2	1980
POA2086	3	639
POA2086	4	325
POA2087		96
POA2087	0	194
POA2087	1	1183
POA2087	2	1889
POA2087	3	519
POA2087	4	260
POA2088		252
POA2088	0	1111
POA2088	1	5043
POA2088	2	3476
POA2088	3	824
POA2088	4	327
POA2089		107
POA2089	0	832
POA2089	1	2890
POA2089	2	1176
POA2089	3	174
POA2089	4	65
POA2090		136
POA2090	0	704
POA2090	1	3217
POA2090	2	1568
POA2090	3	258
POA2090	4	94
POA2092		34
POA2092	0	61
POA2092	1	635
POA2092	2	987
POA2092	3	333
POA2092	4	137
POA2093		169
POA2093	0	482
POA2093	1	3258
POA2093	2	3045
POA2093	3	714
POA2093	4	278
POA2094		57
POA2094	0	183
POA2094	1	1090
POA2094	2	786
POA2094	3	137
POA2094	4	49
POA2095		206
POA2095	0	1160
POA2095	1	3230
POA2095	2	1541
POA2095	3	294
POA2095	4	96
POA2096		157
POA2096	0	332
POA2096	1	2279
POA2096	2	2006
POA2096	3	442
POA2096	4	190
POA2097		135
POA2097	0	229
POA2097	1	1453
POA2097	2	2229
POA2097	3	689
POA2097	4	345
POA2099		475
POA2099	0	1416
POA2099	1	6044
POA2099	2	4719
POA2099	3	1301
POA2099	4	651
POA2100		201
POA2100	0	377
POA2100	1	2128
POA2100	2	2709
POA2100	3	856
POA2100	4	478
POA2101		203
POA2101	0	453
POA2101	1	2420
POA2101	2	2634
POA2101	3	769
POA2101	4	470
POA2102		61
POA2102	0	50
POA2102	1	708
POA2102	2	1164
POA2102	3	307
POA2102	4	132
POA2103		108
POA2103	0	173
POA2103	1	1178
POA2103	2	1536
POA2103	3	485
POA2103	4	262
POA2104		61
POA2104	0	143
POA2104	1	475
POA2104	2	435
POA2104	3	197
POA2104	4	133
POA2105		21
POA2105	0	58
POA2105	1	178
POA2105	2	258
POA2105	3	83
POA2105	4	38
POA2106		142
POA2106	0	97
POA2106	1	976
POA2106	2	1419
POA2106	3	434
POA2106	4	259
POA2107		130
POA2107	0	103
POA2107	1	1247
POA2107	2	2297
POA2107	3	784
POA2107	4	363
POA2108		17
POA2108	0	26
POA2108	1	197
POA2108	2	263
POA2108	3	73
POA2108	4	39
POA2109		27
POA2109	0	245
POA2109	1	460
POA2109	2	85
POA2109	3	3
POA2110		81
POA2110	0	209
POA2110	1	906
POA2110	2	1331
POA2110	3	393
POA2110	4	245
POA2111		143
POA2111	0	536
POA2111	1	2123
POA2111	2	1915
POA2111	3	454
POA2111	4	261
POA2112		310
POA2112	0	1177
POA2112	1	4784
POA2112	2	3752
POA2112	3	1106
POA2112	4	546
POA2113		143
POA2113	0	775
POA2113	1	2713
POA2113	2	2078
POA2113	3	557
POA2113	4	259
POA2114		234
POA2114	0	1074
POA2114	1	4156
POA2114	2	2570
POA2114	3	593
POA2114	4	254
POA2115		111
POA2115	0	304
POA2115	1	1193
POA2115	2	1319
POA2115	3	392
POA2115	4	185
POA2116		57
POA2116	0	229
POA2116	1	769
POA2116	2	833
POA2116	3	252
POA2116	4	105
POA2117		215
POA2117	0	690
POA2117	1	2473
POA2117	2	2637
POA2117	3	757
POA2117	4	393
POA2118		177
POA2118	0	384
POA2118	1	2511
POA2118	2	3293
POA2118	3	972
POA2118	4	418
POA2119		58
POA2119	0	101
POA2119	1	1008
POA2119	2	1716
POA2119	3	517
POA2119	4	221
POA2120		144
POA2120	0	260
POA2120	1	2291
POA2120	2	2793
POA2120	3	754
POA2120	4	361
POA2121		207
POA2121	0	642
POA2121	1	3772
POA2121	2	3403
POA2121	3	906
POA2121	4	348
POA2122		325
POA2122	0	1337
POA2122	1	4493
POA2122	2	3341
POA2122	3	815
POA2122	4	366
POA2125		92
POA2125	0	97
POA2125	1	1078
POA2125	2	2293
POA2125	3	946
POA2125	4	566
POA2126		76
POA2126	0	143
POA2126	1	1525
POA2126	2	2708
POA2126	3	925
POA2126	4	422
POA2127		116
POA2127	0	279
POA2127	1	2808
POA2127	2	1994
POA2127	3	275
POA2127	4	66
POA2128		22
POA2128	0	38
POA2128	1	318
POA2128	2	279
POA2128	3	68
POA2128	4	44
POA2130		74
POA2130	0	563
POA2130	1	1524
POA2130	2	586
POA2130	3	99
POA2130	4	29
POA2131		428
POA2131	0	1872
POA2131	1	4130
POA2131	2	1661
POA2131	3	312
POA2131	4	139
POA2132		108
POA2132	0	423
POA2132	1	1439
POA2132	2	1099
POA2132	3	278
POA2132	4	123
POA2133		110
POA2133	0	409
POA2133	1	1496
POA2133	2	1254
POA2133	3	389
POA2133	4	195
POA2134		230
POA2134	0	1539
POA2134	1	2250
POA2134	2	921
POA2134	3	212
POA2134	4	131
POA2135		407
POA2135	0	1406
POA2135	1	2897
POA2135	2	1964
POA2135	3	762
POA2135	4	411
POA2136		62
POA2136	0	236
POA2136	1	937
POA2136	2	843
POA2136	3	237
POA2136	4	125
POA2137		223
POA2137	0	680
POA2137	1	3425
POA2137	2	3542
POA2137	3	915
POA2137	4	455
POA2138		183
POA2138	0	1051
POA2138	1	3832
POA2138	2	1750
POA2138	3	358
POA2138	4	164
POA2140		200
POA2140	0	786
POA2140	1	2631
POA2140	2	1197
POA2140	3	249
POA2140	4	97
POA2141		382
POA2141	0	1023
POA2141	1	3294
POA2141	2	2614
POA2141	3	807
POA2141	4	359
POA2142		392
POA2142	0	1209
POA2142	1	3485
POA2142	2	2149
POA2142	3	598
POA2142	4	335
POA2143		110
POA2143	0	268
POA2143	1	1020
POA2143	2	886
POA2143	3	285
POA2143	4	143
POA2144		577
POA2144	0	1453
POA2144	1	3919
POA2144	2	2499
POA2144	3	901
POA2144	4	566
POA2145		806
POA2145	0	2323
POA2145	1	10125
POA2145	2	8322
POA2145	3	2314
POA2145	4	1235
POA2146		181
POA2146	0	398
POA2146	1	2097
POA2146	2	2080
POA2146	3	585
POA2146	4	279
POA2147		434
POA2147	0	1058
POA2147	1	3837
POA2147	2	4463
POA2147	3	1551
POA2147	4	771
POA2148		819
POA2148	0	1807
POA2148	1	7538
POA2148	2	6622
POA2148	3	2205
POA2148	4	1067
POA2150		426
POA2150	0	2682
POA2150	1	5661
POA2150	2	1634
POA2150	3	266
POA2150	4	144
POA2151		199
POA2151	0	690
POA2151	1	2873
POA2151	2	2528
POA2151	3	639
POA2151	4	300
POA2152		130
POA2152	0	341
POA2152	1	1799
POA2152	2	1472
POA2152	3	373
POA2152	4	145
POA2153		336
POA2153	0	606
POA2153	1	5123
POA2153	2	8123
POA2153	3	2569
POA2153	4	1358
POA2154		279
POA2154	0	543
POA2154	1	3470
POA2154	2	5436
POA2154	3	1844
POA2154	4	1065
POA2155		290
POA2155	0	181
POA2155	1	3094
POA2155	2	7866
POA2155	3	2799
POA2155	4	1463
POA2156		83
POA2156	0	72
POA2156	1	726
POA2156	2	1459
POA2156	3	752
POA2156	4	850
POA2157		34
POA2157	0	12
POA2157	1	196
POA2157	2	359
POA2157	3	240
POA2157	4	242
POA2158		59
POA2158	0	68
POA2158	1	580
POA2158	2	999
POA2158	3	454
POA2158	4	457
POA2159		34
POA2159	0	39
POA2159	1	329
POA2159	2	550
POA2159	3	296
POA2159	4	313
POA2160		504
POA2160	0	1471
POA2160	1	4228
POA2160	2	3224
POA2160	3	1072
POA2160	4	677
POA2161		458
POA2161	0	1091
POA2161	1	3100
POA2161	2	2680
POA2161	3	1034
POA2161	4	644
POA2162		205
POA2162	0	633
POA2162	1	1863
POA2162	2	1796
POA2162	3	673
POA2162	4	354
POA2163		202
POA2163	0	508
POA2163	1	1144
POA2163	2	726
POA2163	3	244
POA2163	4	132
POA2164		241
POA2164	0	534
POA2164	1	1890
POA2164	2	1954
POA2164	3	865
POA2164	4	468
POA2165		608
POA2165	0	1712
POA2165	1	4603
POA2165	2	3503
POA2165	3	1356
POA2165	4	677
POA2166		683
POA2166	0	2159
POA2166	1	5569
POA2166	2	4257
POA2166	3	1686
POA2166	4	796
POA2167		85
POA2167	0	199
POA2167	1	1141
POA2167	2	1051
POA2167	3	285
POA2167	4	144
POA2168		628
POA2168	0	1295
POA2168	1	3472
POA2168	2	3972
POA2168	3	1822
POA2168	4	1063
POA2170		1333
POA2170	0	3173
POA2170	1	10668
POA2170	2	10703
POA2170	3	3826
POA2170	4	2003
POA2171		264
POA2171	0	153
POA2171	1	1656
POA2171	2	4173
POA2171	3	1797
POA2171	4	1112
POA2172		12
POA2172	0	10
POA2172	1	126
POA2172	2	407
POA2172	3	159
POA2172	4	114
POA2173		70
POA2173	0	94
POA2173	1	1133
POA2173	2	1968
POA2173	3	623
POA2173	4	271
POA2174		14
POA2174	0	10
POA2174	1	109
POA2174	2	304
POA2174	3	98
POA2174	4	43
POA2175		17
POA2175	0	19
POA2175	1	85
POA2175	2	150
POA2175	3	107
POA2175	4	138
POA2176		372
POA2176	0	592
POA2176	1	3376
POA2176	2	4958
POA2176	3	2487
POA2176	4	1587
POA2177		139
POA2177	0	249
POA2177	1	1198
POA2177	2	1511
POA2177	3	814
POA2177	4	450
POA2178		37
POA2178	0	17
POA2178	1	160
POA2178	2	307
POA2178	3	239
POA2178	4	326
POA2179		128
POA2179	0	69
POA2179	1	451
POA2179	2	604
POA2179	3	309
POA2179	4	330
POA2190		301
POA2190	0	665
POA2190	1	2119
POA2190	2	2466
POA2190	3	939
POA2190	4	621
POA2191		66
POA2191	0	207
POA2191	1	663
POA2191	2	749
POA2191	3	267
POA2191	4	123
POA2192		149
POA2192	0	647
POA2192	1	1755
POA2192	2	1175
POA2192	3	347
POA2192	4	183
POA2193		154
POA2193	0	617
POA2193	1	2298
POA2193	2	1613
POA2193	3	460
POA2193	4	189
POA2194		352
POA2194	0	1415
POA2194	1	3718
POA2194	2	1834
POA2194	3	427
POA2194	4	218
POA2195		416
POA2195	0	1084
POA2195	1	3965
POA2195	2	1791
POA2195	3	471
POA2195	4	268
POA2196		396
POA2196	0	867
POA2196	1	3343
POA2196	2	2985
POA2196	3	1089
POA2196	4	621
POA2197		113
POA2197	0	230
POA2197	1	826
POA2197	2	903
POA2197	3	397
POA2197	4	205
POA2198		86
POA2198	0	107
POA2198	1	756
POA2198	2	1037
POA2198	3	384
POA2198	4	251
POA2199		240
POA2199	0	553
POA2199	1	1763
POA2199	2	1734
POA2199	3	620
POA2199	4	340
POA2200		532
POA2200	0	1539
POA2200	1	5005
POA2200	2	3839
POA2200	3	1249
POA2200	4	645
POA2203		183
POA2203	0	881
POA2203	1	2762
POA2203	2	1315
POA2203	3	227
POA2203	4	93
POA2204		352
POA2204	0	1833
POA2204	1	4786
POA2204	2	2098
POA2204	3	463
POA2204	4	190
POA2205		269
POA2205	0	1265
POA2205	1	3089
POA2205	2	1476
POA2205	3	393
POA2205	4	170
POA2206		223
POA2206	0	531
POA2206	1	2157
POA2206	2	2231
POA2206	3	734
POA2206	4	389
POA2207		273
POA2207	0	824
POA2207	1	3504
POA2207	2	3020
POA2207	3	952
POA2207	4	452
POA2208		118
POA2208	0	424
POA2208	1	1455
POA2208	2	1435
POA2208	3	486
POA2208	4	220
POA2209		185
POA2209	0	625
POA2209	1	1986
POA2209	2	1728
POA2209	3	501
POA2209	4	227
POA2210		410
POA2210	0	1326
POA2210	1	3534
POA2210	2	3496
POA2210	3	1148
POA2210	4	589
POA2211		171
POA2211	0	495
POA2211	1	2013
POA2211	2	1994
POA2211	3	682
POA2211	4	345
POA2212		147
POA2212	0	485
POA2212	1	1767
POA2212	2	1797
POA2212	3	637
POA2212	4	283
POA2213		221
POA2213	0	556
POA2213	1	2208
POA2213	2	2753
POA2213	3	980
POA2213	4	521
POA2214		27
POA2214	0	21
POA2214	1	323
POA2214	2	563
POA2214	3	220
POA2214	4	113
POA2216		408
POA2216	0	1541
POA2216	1	4524
POA2216	2	2417
POA2216	3	649
POA2216	4	301
POA2217		327
POA2217	0	1316
POA2217	1	4265
POA2217	2	2614
POA2217	3	640
POA2217	4	330
POA2218		199
POA2218	0	674
POA2218	1	2608
POA2218	2	1605
POA2218	3	374
POA2218	4	172
POA2219		193
POA2219	0	437
POA2219	1	1991
POA2219	2	1815
POA2219	3	457
POA2219	4	257
POA2220		347
POA2220	0	1943
POA2220	1	4561
POA2220	2	2459
POA2220	3	684
POA2220	4	348
POA2221		115
POA2221	0	326
POA2221	1	1583
POA2221	2	2022
POA2221	3	727
POA2221	4	425
POA2222		128
POA2222	0	564
POA2222	1	2001
POA2222	2	1225
POA2222	3	320
POA2222	4	142
POA2223		173
POA2223	0	607
POA2223	1	3002
POA2223	2	2525
POA2223	3	680
POA2223	4	339
POA2224		144
POA2224	0	264
POA2224	1	1437
POA2224	2	2023
POA2224	3	651
POA2224	4	399
POA2225		29
POA2225	0	42
POA2225	1	359
POA2225	2	832
POA2225	3	261
POA2225	4	149
POA2226		108
POA2226	0	248
POA2226	1	1400
POA2226	2	1685
POA2226	3	472
POA2226	4	266
POA2227		123
POA2227	0	299
POA2227	1	1661
POA2227	2	2085
POA2227	3	592
POA2227	4	377
POA2228		209
POA2228	0	608
POA2228	1	2480
POA2228	2	2340
POA2228	3	673
POA2228	4	348
POA2229		308
POA2229	0	716
POA2229	1	3426
POA2229	2	4004
POA2229	3	1231
POA2229	4	702
POA2230		324
POA2230	0	809
POA2230	1	4337
POA2230	2	4170
POA2230	3	1076
POA2230	4	649
POA2231		34
POA2231	0	20
POA2231	1	145
POA2231	2	308
POA2231	3	128
POA2231	4	77
POA2232		329
POA2232	0	788
POA2232	1	4394
POA2232	2	4558
POA2232	3	1248
POA2232	4	665
POA2233		205
POA2233	0	356
POA2233	1	2579
POA2233	2	4213
POA2233	3	1484
POA2233	4	869
POA2234		161
POA2234	0	173
POA2234	1	1763
POA2234	2	4185
POA2234	3	1796
POA2234	4	1377
POA2250		909
POA2250	0	1968
POA2250	1	9100
POA2250	2	8446
POA2250	3	2704
POA2250	4	1541
POA2251		364
POA2251	0	599
POA2251	1	4068
POA2251	2	4611
POA2251	3	1565
POA2251	4	791
POA2256		312
POA2256	0	863
POA2256	1	2842
POA2256	2	1744
POA2256	3	457
POA2256	4	221
POA2257		476
POA2257	0	1045
POA2257	1	4761
POA2257	2	3732
POA2257	3	1018
POA2257	4	477
POA2258		37
POA2258	0	43
POA2258	1	503
POA2258	2	722
POA2258	3	250
POA2258	4	194
POA2259		813
POA2259	0	991
POA2259	1	6935
POA2259	2	7424
POA2259	3	2676
POA2259	4	1650
POA2260		192
POA2260	0	248
POA2260	1	2391
POA2260	2	3534
POA2260	3	1198
POA2260	4	625
POA2261		860
POA2261	0	1460
POA2261	1	7155
POA2261	2	6923
POA2261	3	2198
POA2261	4	1160
POA2262		359
POA2262	0	358
POA2262	1	2898
POA2262	2	2701
POA2262	3	876
POA2262	4	443
POA2263		528
POA2263	0	839
POA2263	1	3853
POA2263	2	2882
POA2263	3	924
POA2263	4	456
POA2264		215
POA2264	0	272
POA2264	1	2008
POA2264	2	1845
POA2264	3	694
POA2264	4	381
POA2265		72
POA2265	0	78
POA2265	1	680
POA2265	2	695
POA2265	3	282
POA2265	4	185
POA2267		56
POA2267	0	39
POA2267	1	385
POA2267	2	426
POA2267	3	131
POA2267	4	70
POA2278		24
POA2278	0	19
POA2278	1	179
POA2278	2	319
POA2278	3	181
POA2278	4	120
POA2280		311
POA2280	0	655
POA2280	1	3220
POA2280	2	3940
POA2280	3	1268
POA2280	4	673
POA2281		255
POA2281	0	389
POA2281	1	1950
POA2281	2	1987
POA2281	3	670
POA2281	4	334
POA2282		116
POA2282	0	221
POA2282	1	1671
POA2282	2	2282
POA2282	3	770
POA2282	4	417
POA2283		329
POA2283	0	449
POA2283	1	2987
POA2283	2	3275
POA2283	3	1140
POA2283	4	555
POA2284		134
POA2284	0	257
POA2284	1	1368
POA2284	2	1401
POA2284	3	499
POA2284	4	281
POA2285		292
POA2285	0	558
POA2285	1	3332
POA2285	2	4525
POA2285	3	1420
POA2285	4	738
POA2286		42
POA2286	0	33
POA2286	1	410
POA2286	2	564
POA2286	3	218
POA2286	4	130
POA2287		404
POA2287	0	779
POA2287	1	4264
POA2287	2	5127
POA2287	3	1638
POA2287	4	832
POA2289		174
POA2289	0	440
POA2289	1	2364
POA2289	2	2914
POA2289	3	849
POA2289	4	356
POA2290		405
POA2290	0	787
POA2290	1	4252
POA2290	2	4870
POA2290	3	1492
POA2290	4	709
POA2291		135
POA2291	0	365
POA2291	1	1759
POA2291	2	2071
POA2291	3	639
POA2291	4	245
POA2292		25
POA2292	0	100
POA2292	1	442
POA2292	2	337
POA2292	3	92
POA2292	4	36
POA2293		30
POA2293	0	101
POA2293	1	472
POA2293	2	399
POA2293	3	81
POA2293	4	27
POA2294		42
POA2294	0	79
POA2294	1	347
POA2294	2	277
POA2294	3	65
POA2294	4	20
POA2295		131
POA2295	0	211
POA2295	1	1080
POA2295	2	947
POA2295	3	240
POA2295	4	81
POA2296		23
POA2296	0	107
POA2296	1	364
