POA_CODE_2016	Age5yr	Indigenous	persons
POA0812	20-24	0	854
POA0812	20-24	1	151
POA0812	25-29		168
POA0812	25-29	0	1068
POA0812	25-29	1	149
POA0812	30-34		153
POA0812	30-34	0	1179
POA0812	30-34	1	137
POA0812	35-39		123
POA0812	35-39	0	1196
POA0812	35-39	1	128
POA0812	40-44		121
POA0812	40-44	0	1141
POA0812	40-44	1	111
POA0812	45-49		125
POA0812	45-49	0	1094
POA0812	45-49	1	103
POA0812	50-54		127
POA0812	50-54	0	1138
POA0812	50-54	1	93
POA0812	55-59		135
POA0812	55-59	0	1085
POA0812	55-59	1	92
POA0812	60-64		106
POA0812	60-64	0	910
POA0812	60-64	1	77
POA0812	65+		138
POA0812	65+	0	1490
POA0812	65+	1	73
POA0815	15-19		7
POA0815	15-19	0	16
POA0815	20-24		40
POA0815	20-24	0	65
POA0815	25-29		31
POA0815	25-29	0	68
POA0815	30-34		10
POA0815	30-34	0	17
POA0815	35-39		7
POA0815	35-39	0	7
POA0815	40-44		3
POA0815	40-44	0	3
POA0815	45-49	0	4
POA0815	55-59		3
POA0815	55-59	0	3
POA0815	65+	0	3
POA0820	0-4		91
POA0820	0-4	0	941
POA0820	0-4	1	74
POA0820	5-9		83
POA0820	5-9	0	845
POA0820	5-9	1	80
POA0820	10-14		79
POA0820	10-14	0	776
POA0820	10-14	1	88
POA0820	15-19		83
POA0820	15-19	0	671
POA0820	15-19	1	102
POA0820	20-24		166
POA0820	20-24	0	1070
POA0820	20-24	1	98
POA0820	25-29		312
POA0820	25-29	0	1967
POA0820	25-29	1	113
POA0820	30-34		240
POA0820	30-34	0	1874
POA0820	30-34	1	90
POA0820	35-39		173
POA0820	35-39	0	1351
POA0820	35-39	1	77
POA0820	40-44		147
POA0820	40-44	0	1217
POA0820	40-44	1	77
POA0820	45-49		147
POA0820	45-49	0	1186
POA0820	45-49	1	65
POA0820	50-54		131
POA0820	50-54	0	1157
POA0820	50-54	1	58
POA0820	55-59		101
POA0820	55-59	0	954
POA0820	55-59	1	45
POA0820	60-64		113
POA0820	60-64	0	829
POA0820	60-64	1	35
POA0820	65+		181
POA0820	65+	0	1501
POA0820	65+	1	62
POA0822	0-4		101
POA0822	0-4	0	346
POA0822	0-4	1	1679
POA0822	5-9		89
POA0822	5-9	0	369
POA0822	5-9	1	1792
POA0822	10-14		95
POA0822	10-14	0	320
POA0822	10-14	1	1874
POA0822	15-19		61
POA0822	15-19	0	270
POA0822	15-19	1	1830
POA0822	20-24		76
POA0822	20-24	0	267
POA0822	20-24	1	1658
POA0822	25-29		114
POA0822	25-29	0	419
POA0822	25-29	1	1543
POA0822	30-34		143
POA0822	30-34	0	487
POA0822	30-34	1	1564
POA0822	35-39		143
POA0822	35-39	0	488
POA0822	35-39	1	1279
POA0822	40-44		111
POA0822	40-44	0	469
POA0822	40-44	1	1171
POA0822	45-49		132
POA0822	45-49	0	539
POA0822	45-49	1	1020
POA0822	50-54		138
POA0822	50-54	0	524
POA0822	50-54	1	882
POA0822	55-59		142
POA0822	55-59	0	533
POA0822	55-59	1	616
POA0822	60-64		106
POA0822	60-64	0	413
POA0822	60-64	1	452
POA0822	65+		131
POA0822	65+	0	673
POA0822	65+	1	492
POA0828	0-4		6
POA0828	0-4	0	35
POA0828	0-4	1	18
POA0828	5-9		11
POA0828	5-9	0	25
POA0828	5-9	1	12
POA0828	10-14		16
POA0828	10-14	0	37
POA0828	10-14	1	82
POA0828	15-19		16
POA0828	15-19	0	38
POA0828	15-19	1	93
POA0828	20-24		14
POA0828	20-24	0	61
POA0828	20-24	1	21
POA0828	25-29		4
POA0828	25-29	0	58
POA0828	25-29	1	16
POA0828	30-34		4
POA0828	30-34	0	41
POA0828	30-34	1	28
POA0828	35-39		13
POA0828	35-39	0	40
POA0828	35-39	1	14
POA0828	40-44		11
POA0828	40-44	0	41
POA0828	40-44	1	16
POA0828	45-49		11
POA0828	45-49	0	55
POA0828	45-49	1	11
POA0828	50-54		10
POA0828	50-54	0	65
POA0828	50-54	1	19
POA0828	55-59		5
POA0828	55-59	0	62
POA0828	55-59	1	8
POA0828	60-64		15
POA0828	60-64	0	45
POA0828	60-64	1	13
POA0828	65+		17
POA0828	65+	0	89
POA0828	65+	1	19
POA0829	0-4		3
POA0829	0-4	0	10
POA0829	0-4	1	3
POA0829	5-9		7
POA0829	5-9	0	7
POA0829	10-14	0	5
POA0829	10-14	1	3
POA0829	15-19	0	66
POA0829	15-19	1	26
POA0829	20-24		11
POA0829	20-24	0	313
POA0829	20-24	1	151
POA0829	25-29		9
POA0829	25-29	0	159
POA0829	25-29	1	150
POA0829	30-34		10
POA0829	30-34	0	100
POA0829	30-34	1	140
POA0829	35-39		3
POA0829	35-39	0	54
POA0829	35-39	1	97
POA0829	40-44		7
POA0829	40-44	0	52
POA0829	40-44	1	96
POA0829	45-49		5
POA0829	45-49	0	58
POA0829	45-49	1	70
POA0829	50-54	0	39
POA0829	50-54	1	48
POA0829	55-59		9
POA0829	55-59	0	55
POA0829	55-59	1	11
POA0829	60-64	0	17
POA0829	60-64	1	12
POA0829	65+		3
POA0829	65+	0	26
POA0829	65+	1	3
POA0830	0-4		192
POA0830	0-4	0	1175
POA0830	0-4	1	333
POA0830	5-9		137
POA0830	5-9	0	1075
POA0830	5-9	1	304
POA0830	10-14		109
POA0830	10-14	0	849
POA0830	10-14	1	331
POA0830	15-19		119
POA0830	15-19	0	805
POA0830	15-19	1	271
POA0830	20-24		137
POA0830	20-24	0	930
POA0830	20-24	1	204
POA0830	25-29		171
POA0830	25-29	0	1225
POA0830	25-29	1	172
POA0830	30-34		164
POA0830	30-34	0	1374
POA0830	30-34	1	147
POA0830	35-39		146
POA0830	35-39	0	1163
POA0830	35-39	1	133
POA0830	40-44		119
POA0830	40-44	0	1131
POA0830	40-44	1	136
POA0830	45-49		110
POA0830	45-49	0	1074
POA0830	45-49	1	139
POA0830	50-54		110
POA0830	50-54	0	902
POA0830	50-54	1	105
POA0830	55-59		106
POA0830	55-59	0	783
POA0830	55-59	1	77
POA0830	60-64		74
POA0830	60-64	0	544
POA0830	60-64	1	45
POA0830	65+		109
POA0830	65+	0	879
POA0830	65+	1	90
POA0832	0-4		100
POA0832	0-4	0	1481
POA0832	0-4	1	192
POA0832	5-9		71
POA0832	5-9	0	1139
POA0832	5-9	1	174
POA0832	10-14		61
POA0832	10-14	0	838
POA0832	10-14	1	135
POA0832	15-19		58
POA0832	15-19	0	692
POA0832	15-19	1	97
POA0832	20-24		93
POA0832	20-24	0	1134
POA0832	20-24	1	134
POA0832	25-29		127
POA0832	25-29	0	1506
POA0832	25-29	1	121
POA0832	30-34		99
POA0832	30-34	0	1556
POA0832	30-34	1	99
POA0832	35-39		87
POA0832	35-39	0	1282
POA0832	35-39	1	94
POA0832	40-44		88
POA0832	40-44	0	1040
POA0832	40-44	1	69
POA0832	45-49		72
POA0832	45-49	0	801
POA0832	45-49	1	57
POA0832	50-54		31
POA0832	50-54	0	594
POA0832	50-54	1	52
POA0832	55-59		41
POA0832	55-59	0	423
POA0832	55-59	1	30
POA0832	60-64		37
POA0832	60-64	0	335
POA0832	60-64	1	34
POA0832	65+		30
POA0832	65+	0	405
POA0832	65+	1	23
POA0834	0-4		11
POA0834	0-4	0	81
POA0834	0-4	1	6
POA0834	5-9		19
POA0834	5-9	0	89
POA0834	5-9	1	16
POA0834	10-14		16
POA0834	10-14	0	104
POA0834	10-14	1	18
POA0834	15-19		9
POA0834	15-19	0	97
POA0834	15-19	1	4
POA0834	20-24		11
POA0834	20-24	0	68
POA0834	20-24	1	16
POA0834	25-29		14
POA0834	25-29	0	78
POA0834	25-29	1	13
POA0834	30-34		9
POA0834	30-34	0	85
POA0834	30-34	1	5
POA0834	35-39		9
POA0834	35-39	0	85
POA0834	35-39	1	3
POA0834	40-44		15
POA0834	40-44	0	129
POA0834	40-44	1	3
POA0834	45-49		19
POA0834	45-49	0	151
POA0834	45-49	1	11
POA0834	50-54		20
POA0834	50-54	0	155
POA0834	50-54	1	10
POA0834	55-59		23
POA0834	55-59	0	139
POA0834	55-59	1	3
POA0834	60-64		7
POA0834	60-64	0	116
POA0834	60-64	1	3
POA0834	65+		8
POA0834	65+	0	137
POA0834	65+	1	3
POA0835	0-4		10
POA0835	0-4	0	108
POA0835	0-4	1	12
POA0835	5-9		21
POA0835	5-9	0	183
POA0835	5-9	1	18
POA0835	10-14		20
POA0835	10-14	0	181
POA0835	10-14	1	19
POA0835	15-19		27
POA0835	15-19	0	156
POA0835	15-19	1	26
POA0835	20-24		59
POA0835	20-24	0	180
POA0835	20-24	1	12
POA0835	25-29		185
POA0835	25-29	0	257
POA0835	25-29	1	18
POA0835	30-34		208
POA0835	30-34	0	282
POA0835	30-34	1	13
POA0835	35-39		196
POA0835	35-39	0	271
POA0835	35-39	1	15
POA0835	40-44		174
POA0835	40-44	0	310
POA0835	40-44	1	14
POA0835	45-49		179
POA0835	45-49	0	366
POA0835	45-49	1	18
POA0835	50-54		129
POA0835	50-54	0	317
POA0835	50-54	1	13
POA0835	55-59		109
POA0835	55-59	0	307
POA0835	55-59	1	14
POA0835	60-64		49
POA0835	60-64	0	236
POA0835	60-64	1	14
POA0835	65+		58
POA0835	65+	0	350
POA0835	65+	1	12
POA0836	0-4		76
POA0836	0-4	0	444
POA0836	0-4	1	55
POA0836	5-9		76
POA0836	5-9	0	466
POA0836	5-9	1	71
POA0836	10-14		60
POA0836	10-14	0	441
POA0836	10-14	1	64
POA0836	15-19		67
POA0836	15-19	0	394
POA0836	15-19	1	49
POA0836	20-24		38
POA0836	20-24	0	319
POA0836	20-24	1	39
POA0836	25-29		51
POA0836	25-29	0	373
POA0836	25-29	1	29
POA0836	30-34		65
POA0836	30-34	0	459
POA0836	30-34	1	32
POA0836	35-39		70
POA0836	35-39	0	496
POA0836	35-39	1	32
POA0836	40-44		71
POA0836	40-44	0	535
POA0836	40-44	1	37
POA0836	45-49		87
POA0836	45-49	0	633
POA0836	45-49	1	33
POA0836	50-54		71
POA0836	50-54	0	532
POA0836	50-54	1	40
POA0836	55-59		44
POA0836	55-59	0	418
POA0836	55-59	1	24
POA0836	60-64		54
POA0836	60-64	0	314
POA0836	60-64	1	18
POA0836	65+		79
POA0836	65+	0	477
POA0836	65+	1	17
POA0837	0-4		3
POA0837	0-4	0	16
POA0837	0-4	1	14
POA0837	5-9		4
POA0837	5-9	0	20
POA0837	5-9	1	7
POA0837	10-14		4
POA0837	10-14	0	10
POA0837	10-14	1	9
POA0837	15-19	0	12
POA0837	15-19	1	4
POA0837	20-24	0	13
POA0837	20-24	1	5
POA0837	25-29		3
POA0837	25-29	0	15
POA0837	25-29	1	9
POA0837	30-34	0	11
POA0837	30-34	1	3
POA0837	35-39		14
POA0837	35-39	0	20
POA0837	35-39	1	11
POA0837	40-44		4
POA0837	40-44	0	14
POA0837	40-44	1	3
POA0837	45-49		7
POA0837	45-49	0	33
POA0837	45-49	1	3
POA0837	50-54	0	31
POA0837	50-54	1	3
POA0837	55-59		5
POA0837	55-59	0	27
POA0837	55-59	1	7
POA0837	60-64		7
POA0837	60-64	0	25
POA0837	60-64	1	3
POA0837	65+		11
POA0837	65+	0	32
POA0838	0-4		6
POA0838	0-4	0	56
POA0838	0-4	1	6
POA0838	5-9		6
POA0838	5-9	0	41
POA0838	5-9	1	11
POA0838	10-14		9
POA0838	10-14	0	41
POA0838	10-14	1	9
POA0838	15-19		9
POA0838	15-19	0	37
POA0838	15-19	1	11
POA0838	20-24		4
POA0838	20-24	0	35
POA0838	20-24	1	3
POA0838	25-29		9
POA0838	25-29	0	38
POA0838	25-29	1	8
POA0838	30-34	0	52
POA0838	30-34	1	5
POA0838	35-39		14
POA0838	35-39	0	49
POA0838	35-39	1	7
POA0838	40-44		6
POA0838	40-44	0	57
POA0838	40-44	1	3
POA0838	45-49		9
POA0838	45-49	0	45
POA0838	45-49	1	3
POA0838	50-54		10
POA0838	50-54	0	46
POA0838	50-54	1	7
POA0838	55-59		7
POA0838	55-59	0	44
POA0838	55-59	1	5
POA0838	60-64		4
POA0838	60-64	0	42
POA0838	60-64	1	3
POA0838	65+		3
POA0838	65+	0	53
POA0838	65+	1	3
POA0839	0-4		6
POA0839	0-4	0	32
POA0839	0-4	1	4
POA0839	5-9		8
POA0839	5-9	0	10
POA0839	5-9	1	13
POA0839	10-14		3
POA0839	10-14	0	11
POA0839	10-14	1	9
POA0839	15-19		9
POA0839	15-19	0	25
POA0839	20-24		11
POA0839	20-24	0	69
POA0839	20-24	1	4
POA0839	25-29		13
POA0839	25-29	0	58
POA0839	25-29	1	9
POA0839	30-34		7
POA0839	30-34	0	43
POA0839	35-39		3
POA0839	35-39	0	24
POA0839	40-44		4
POA0839	40-44	0	19
POA0839	40-44	1	4
POA0839	45-49		4
POA0839	45-49	0	26
POA0839	50-54	0	16
POA0839	55-59		7
POA0839	55-59	0	19
POA0839	60-64		6
POA0839	60-64	0	19
POA0839	65+		4
POA0839	65+	0	36
POA0840	0-4		3
POA0840	0-4	0	9
POA0840	5-9	0	13
POA0840	10-14	0	8
POA0840	15-19	0	7
POA0840	20-24	0	7
POA0840	25-29	0	6
POA0840	25-29	1	3
POA0840	30-34	0	6
POA0840	35-39	0	6
POA0840	40-44	0	29
POA0840	40-44	1	4
POA0840	45-49	0	23
POA0840	50-54		3
POA0840	50-54	0	33
POA0840	50-54	1	4
POA0840	55-59	0	26
POA0840	60-64		6
POA0840	60-64	0	57
POA0840	60-64	1	3
POA0840	65+		10
POA0840	65+	0	89
POA0840	65+	1	3
POA0841	0-4		7
POA0841	0-4	0	37
POA0841	0-4	1	3
POA0841	5-9		6
POA0841	5-9	0	41
POA0841	5-9	1	15
POA0841	10-14		7
POA0841	10-14	0	40
POA0841	10-14	1	4
POA0841	15-19		7
POA0841	15-19	0	19
POA0841	15-19	1	11
POA0841	20-24		11
POA0841	20-24	0	16
POA0841	25-29		4
POA0841	25-29	0	28
POA0841	25-29	1	4
POA0841	30-34		3
POA0841	30-34	0	34
POA0841	30-34	1	3
POA0841	35-39		3
POA0841	35-39	0	52
POA0841	35-39	1	3
POA0841	40-44		8
POA0841	40-44	0	36
POA0841	40-44	1	3
POA0841	45-49		11
POA0841	45-49	0	51
POA0841	50-54		14
POA0841	50-54	0	53
POA0841	50-54	1	4
POA0841	55-59		9
POA0841	55-59	0	42
POA0841	55-59	1	4
POA0841	60-64		4
POA0841	60-64	0	34
POA0841	65+		10
POA0841	65+	0	58
POA0845	0-4		4
POA0845	0-4	0	4
POA0845	0-4	1	28
POA0845	5-9		12
POA0845	5-9	0	10
POA0845	5-9	1	30
POA0845	10-14	0	6
POA0845	10-14	1	14
POA0845	15-19		3
POA0845	15-19	0	11
POA0845	15-19	1	13
POA0845	20-24		4
POA0845	20-24	0	8
POA0845	20-24	1	12
POA0845	25-29		4
POA0845	25-29	0	10
POA0845	25-29	1	14
POA0845	30-34		3
POA0845	30-34	0	9
POA0845	30-34	1	9
POA0845	35-39		10
POA0845	35-39	0	12
POA0845	35-39	1	8
POA0845	40-44		3
POA0845	40-44	0	11
POA0845	40-44	1	5
POA0845	45-49		9
POA0845	45-49	0	20
POA0845	45-49	1	8
POA0845	50-54		5
POA0845	50-54	0	32
POA0845	50-54	1	12
POA0845	55-59		3
POA0845	55-59	0	21
POA0845	55-59	1	6
POA0845	60-64		12
POA0845	60-64	0	27
POA0845	60-64	1	8
POA0845	65+		15
POA0845	65+	0	49
POA0845	65+	1	8
POA0846	0-4		3
POA0846	0-4	0	8
POA0846	0-4	1	9
POA0846	5-9		3
POA0846	5-9	0	11
POA0846	5-9	1	21
POA0846	10-14		3
POA0846	10-14	0	16
POA0846	10-14	1	8
POA0846	15-19	0	3
POA0846	15-19	1	3
POA0846	20-24		3
POA0846	20-24	0	3
POA0846	20-24	1	13
POA0846	25-29		3
POA0846	25-29	0	6
POA0846	25-29	1	9
POA0846	30-34		3
POA0846	30-34	0	3
POA0846	30-34	1	7
POA0846	35-39		4
POA0846	35-39	0	9
POA0846	35-39	1	3
POA0846	40-44	0	8
POA0846	40-44	1	3
POA0846	45-49		4
POA0846	45-49	0	21
POA0846	45-49	1	3
POA0846	50-54		9
POA0846	50-54	0	25
POA0846	50-54	1	3
POA0846	55-59		3
POA0846	55-59	0	18
POA0846	55-59	1	3
POA0846	60-64		7
POA0846	60-64	0	23
POA0846	65+		11
POA0846	65+	0	60
POA0846	65+	1	5
POA0847	0-4	0	3
POA0847	0-4	1	25
POA0847	5-9		6
POA0847	5-9	1	19
POA0847	10-14	0	3
POA0847	10-14	1	15
POA0847	15-19		3
POA0847	15-19	0	10
POA0847	15-19	1	16
POA0847	20-24		3
POA0847	20-24	0	9
POA0847	20-24	1	14
POA0847	25-29		3
POA0847	25-29	0	7
POA0847	25-29	1	10
POA0847	30-34	0	9
POA0847	30-34	1	7
POA0847	35-39	0	5
POA0847	35-39	1	3
POA0847	40-44		3
POA0847	40-44	0	11
POA0847	40-44	1	16
POA0847	45-49	0	9
POA0847	45-49	1	9
POA0847	50-54		3
POA0847	50-54	0	9
POA0847	50-54	1	7
POA0847	55-59		5
POA0847	55-59	0	24
POA0847	60-64		3
POA0847	60-64	0	20
POA0847	60-64	1	3
POA0847	65+		3
POA0847	65+	0	30
POA0847	65+	1	5
POA0850	0-4		111
POA0850	0-4	0	349
POA0850	0-4	1	195
POA0850	5-9		78
POA0850	5-9	0	281
POA0850	5-9	1	211
POA0850	10-14		125
POA0850	10-14	0	241
POA0850	10-14	1	219
POA0850	15-19		96
POA0850	15-19	0	238
POA0850	15-19	1	165
POA0850	20-24		84
POA0850	20-24	0	280
POA0850	20-24	1	146
POA0850	25-29		138
POA0850	25-29	0	416
POA0850	25-29	1	134
POA0850	30-34		138
POA0850	30-34	0	423
POA0850	30-34	1	114
POA0850	35-39		105
POA0850	35-39	0	339
POA0850	35-39	1	116
POA0850	40-44		78
POA0850	40-44	0	292
POA0850	40-44	1	100
POA0850	45-49		123
POA0850	45-49	0	336
POA0850	45-49	1	136
POA0850	50-54		119
POA0850	50-54	0	354
POA0850	50-54	1	105
POA0850	55-59		87
POA0850	55-59	0	316
POA0850	55-59	1	100
POA0850	60-64		93
POA0850	60-64	0	303
POA0850	60-64	1	61
POA0850	65+		180
POA0850	65+	0	488
POA0850	65+	1	104
POA0852	0-4		51
POA0852	0-4	0	74
POA0852	0-4	1	663
POA0852	5-9		39
POA0852	5-9	0	79
POA0852	5-9	1	716
POA0852	10-14		21
POA0852	10-14	0	47
POA0852	10-14	1	654
POA0852	15-19		45
POA0852	15-19	0	51
POA0852	15-19	1	622
POA0852	20-24		94
POA0852	20-24	0	128
POA0852	20-24	1	522
POA0852	25-29		86
POA0852	25-29	0	132
POA0852	25-29	1	581
POA0852	30-34		59
POA0852	30-34	0	120
POA0852	30-34	1	451
POA0852	35-39		44
POA0852	35-39	0	103
POA0852	35-39	1	369
POA0852	40-44		50
POA0852	40-44	0	102
POA0852	40-44	1	311
POA0852	45-49		64
POA0852	45-49	0	133
POA0852	45-49	1	347
POA0852	50-54		71
POA0852	50-54	0	149
POA0852	50-54	1	244
POA0852	55-59		57
POA0852	55-59	0	148
POA0852	55-59	1	176
POA0852	60-64		43
POA0852	60-64	0	106
POA0852	60-64	1	121
POA0852	65+		53
POA0852	65+	0	178
POA0852	65+	1	182
POA0853	0-4		9
POA0853	0-4	0	100
POA0853	5-9	0	75
POA0853	10-14	0	34
POA0853	10-14	1	3
POA0853	15-19		4
POA0853	15-19	0	29
POA0853	20-24		15
POA0853	20-24	0	68
POA0853	20-24	1	3
POA0853	25-29		20
POA0853	25-29	0	130
POA0853	30-34		18
POA0853	30-34	0	115
POA0853	30-34	1	3
POA0853	35-39		4
POA0853	35-39	0	59
POA0853	40-44		3
POA0853	40-44	0	45
POA0853	45-49		10
POA0853	45-49	0	52
POA0853	45-49	1	3
POA0853	50-54	0	20
POA0853	50-54	1	3
POA0853	55-59	0	11
POA0854	0-4		3
POA0854	0-4	0	11
POA0854	0-4	1	89
POA0854	5-9		3
POA0854	5-9	0	4
POA0854	5-9	1	69
POA0854	10-14	0	4
POA0854	10-14	1	69
POA0854	15-19	0	4
POA0854	15-19	1	80
POA0854	20-24		4
POA0854	20-24	0	6
POA0854	20-24	1	60
POA0854	25-29		4
POA0854	25-29	0	20
POA0854	25-29	1	55
POA0854	30-34	0	17
POA0854	30-34	1	34
POA0854	35-39	0	15
POA0854	35-39	1	43
POA0854	40-44	0	10
POA0854	40-44	1	46
POA0854	45-49	0	16
POA0854	45-49	1	32
POA0854	50-54	0	17
POA0854	50-54	1	28
POA0854	55-59		4
POA0854	55-59	0	13
POA0854	55-59	1	28
POA0854	60-64	0	10
POA0854	60-64	1	13
POA0854	65+		3
POA0854	65+	0	29
POA0854	65+	1	28
POA0860	0-4		14
POA0860	0-4	0	78
POA0860	0-4	1	152
POA0860	5-9		14
POA0860	5-9	0	67
POA0860	5-9	1	145
POA0860	10-14		19
POA0860	10-14	0	31
POA0860	10-14	1	123
POA0860	15-19		13
POA0860	15-19	0	38
POA0860	15-19	1	135
POA0860	20-24		24
POA0860	20-24	0	62
POA0860	20-24	1	150
POA0860	25-29		22
POA0860	25-29	0	119
POA0860	25-29	1	140
POA0860	30-34		20
POA0860	30-34	0	114
POA0860	30-34	1	101
POA0860	35-39		15
POA0860	35-39	0	80
POA0860	35-39	1	106
POA0860	40-44		15
POA0860	40-44	0	83
POA0860	40-44	1	95
POA0860	45-49		18
POA0860	45-49	0	86
POA0860	45-49	1	118
POA0860	50-54		21
POA0860	50-54	0	108
POA0860	50-54	1	86
POA0860	55-59		24
POA0860	55-59	0	119
POA0860	55-59	1	50
POA0860	60-64		11
POA0860	60-64	0	96
POA0860	60-64	1	48
POA0860	65+		19
POA0860	65+	0	138
POA0860	65+	1	78
POA0862	0-4	0	8
POA0862	0-4	1	75
POA0862	5-9		3
POA0862	5-9	0	15
POA0862	5-9	1	53
POA0862	10-14	0	8
POA0862	10-14	1	68
POA0862	15-19		4
POA0862	15-19	0	15
POA0862	15-19	1	38
POA0862	20-24		4
POA0862	20-24	0	45
POA0862	20-24	1	54
POA0862	25-29		3
POA0862	25-29	0	27
POA0862	25-29	1	35
POA0862	30-34		3
POA0862	30-34	0	18
POA0862	30-34	1	30
POA0862	35-39	0	17
POA0862	35-39	1	24
POA0862	40-44		3
POA0862	40-44	0	8
POA0862	40-44	1	33
POA0862	45-49	0	18
POA0862	45-49	1	21
POA0862	50-54	0	9
POA0862	50-54	1	13
POA0862	55-59	0	13
POA0862	55-59	1	11
POA0862	60-64	0	14
POA0862	60-64	1	17
POA0862	65+		3
POA0862	65+	0	24
POA0862	65+	1	28
POA0870	0-4		139
POA0870	0-4	0	993
POA0870	0-4	1	294
POA0870	5-9		132
POA0870	5-9	0	954
POA0870	5-9	1	332
POA0870	10-14		98
POA0870	10-14	0	817
POA0870	10-14	1	300
POA0870	15-19		107
POA0870	15-19	0	744
POA0870	15-19	1	288
POA0870	20-24		140
POA0870	20-24	0	753
POA0870	20-24	1	221
POA0870	25-29		242
POA0870	25-29	0	1294
POA0870	25-29	1	218
POA0870	30-34		224
POA0870	30-34	0	1361
POA0870	30-34	1	212
POA0870	35-39		154
POA0870	35-39	0	1135
POA0870	35-39	1	194
POA0870	40-44		143
POA0870	40-44	0	1019
POA0870	40-44	1	238
POA0870	45-49		174
POA0870	45-49	0	1117
POA0870	45-49	1	217
POA0870	50-54		151
POA0870	50-54	0	1136
POA0870	50-54	1	177
POA0870	55-59		144
POA0870	55-59	0	1057
POA0870	55-59	1	151
POA0870	60-64		131
POA0870	60-64	0	819
POA0870	60-64	1	114
POA0870	65+		187
POA0870	65+	0	1133
POA0870	65+	1	183
POA0872	0-4		51
POA0872	0-4	0	105
POA0872	0-4	1	1032
POA0872	5-9		38
POA0872	5-9	0	67
POA0872	5-9	1	1191
POA0872	10-14		34
POA0872	10-14	0	34
POA0872	10-14	1	1062
POA0872	15-19		36
POA0872	15-19	0	43
POA0872	15-19	1	1159
POA0872	20-24		85
POA0872	20-24	0	209
POA0872	20-24	1	1406
POA0872	25-29		113
POA0872	25-29	0	327
POA0872	25-29	1	1102
POA0872	30-34		81
POA0872	30-34	0	267
POA0872	30-34	1	1069
POA0872	35-39		86
POA0872	35-39	0	179
POA0872	35-39	1	832
POA0872	40-44		68
POA0872	40-44	0	147
POA0872	40-44	1	862
POA0872	45-49		81
POA0872	45-49	0	164
POA0872	45-49	1	709
POA0872	50-54		74
POA0872	50-54	0	195
POA0872	50-54	1	556
POA0872	55-59		79
POA0872	55-59	0	222
POA0872	55-59	1	406
POA0872	60-64		50
POA0872	60-64	0	200
POA0872	60-64	1	299
POA0872	65+		63
POA0872	65+	0	153
POA0872	65+	1	533
POA0873	0-4		14
POA0873	0-4	0	65
POA0873	0-4	1	60
POA0873	5-9		11
POA0873	5-9	0	69
POA0873	5-9	1	57
POA0873	10-14		14
POA0873	10-14	0	77
POA0873	10-14	1	53
POA0873	15-19		13
POA0873	15-19	0	80
POA0873	15-19	1	47
POA0873	20-24		17
POA0873	20-24	0	65
POA0873	20-24	1	59
POA0873	25-29		10
POA0873	25-29	0	81
POA0873	25-29	1	46
POA0873	30-34		14
POA0873	30-34	0	66
POA0873	30-34	1	59
POA0873	35-39		15
