POA_CODE_2016	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA0832	75-84	1	M	5
POA0832	85+		M	4
POA0832	85+	0	F	5
POA0832	85+	0	M	11
POA0832	85+	1	M	3
POA0834	15-19		F	6
POA0834	15-19		M	6
POA0834	15-19	0	F	40
POA0834	15-19	0	M	56
POA0834	15-19	1	F	3
POA0834	20-24		F	9
POA0834	20-24		M	3
POA0834	20-24	0	F	34
POA0834	20-24	0	M	52
POA0834	20-24	1	F	4
POA0834	20-24	1	M	4
POA0834	25-34		F	13
POA0834	25-34		M	16
POA0834	25-34	0	F	87
POA0834	25-34	0	M	80
POA0834	25-34	1	F	5
POA0834	25-34	1	M	4
POA0834	35-44		F	11
POA0834	35-44		M	11
POA0834	35-44	0	F	97
POA0834	35-44	0	M	107
POA0834	35-44	1	F	12
POA0834	35-44	1	M	9
POA0834	45-54		F	23
POA0834	45-54		M	26
POA0834	45-54	0	F	117
POA0834	45-54	0	M	152
POA0834	45-54	1	F	26
POA0834	45-54	1	M	19
POA0834	55-64		F	21
POA0834	55-64		M	15
POA0834	55-64	0	F	103
POA0834	55-64	0	M	111
POA0834	55-64	1	F	23
POA0834	55-64	1	M	24
POA0834	65-74		F	4
POA0834	65-74		M	9
POA0834	65-74	0	F	37
POA0834	65-74	0	M	57
POA0834	65-74	1	F	7
POA0834	65-74	1	M	4
POA0834	75-84		M	7
POA0834	75-84	0	F	12
POA0834	75-84	0	M	9
POA0834	75-84	1	F	3
POA0834	75-84	1	M	3
POA0834	85+	0	M	3
POA0835	15-19		F	19
POA0835	15-19		M	31
POA0835	15-19	0	F	59
POA0835	15-19	0	M	86
POA0835	15-19	1	F	7
POA0835	15-19	1	M	3
POA0835	20-24		F	9
POA0835	20-24		M	58
POA0835	20-24	0	F	64
POA0835	20-24	0	M	111
POA0835	20-24	1	F	4
POA0835	20-24	1	M	3
POA0835	25-34		F	22
POA0835	25-34		M	381
POA0835	25-34	0	F	123
POA0835	25-34	0	M	387
POA0835	25-34	1	F	21
POA0835	25-34	1	M	21
POA0835	35-44		F	29
POA0835	35-44		M	358
POA0835	35-44	0	F	161
POA0835	35-44	0	M	385
POA0835	35-44	1	F	23
POA0835	35-44	1	M	19
POA0835	45-54		F	48
POA0835	45-54		M	282
POA0835	45-54	0	F	221
POA0835	45-54	0	M	398
POA0835	45-54	1	F	49
POA0835	45-54	1	M	32
POA0835	55-64		F	35
POA0835	55-64		M	136
POA0835	55-64	0	F	189
POA0835	55-64	0	M	290
POA0835	55-64	1	F	42
POA0835	55-64	1	M	33
POA0835	65-74		F	23
POA0835	65-74		M	44
POA0835	65-74	0	F	84
POA0835	65-74	0	M	134
POA0835	65-74	1	F	19
POA0835	65-74	1	M	18
POA0835	75-84		F	3
POA0835	75-84		M	8
POA0835	75-84	0	F	21
POA0835	75-84	0	M	36
POA0835	75-84	1	F	3
POA0835	85+		F	3
POA0835	85+		M	3
POA0835	85+	0	F	6
POA0835	85+	0	M	11
POA0836	15-19		F	32
POA0836	15-19		M	64
POA0836	15-19	0	F	172
POA0836	15-19	0	M	214
POA0836	15-19	1	F	8
POA0836	15-19	1	M	10
POA0836	20-24		F	25
POA0836	20-24		M	24
POA0836	20-24	0	F	146
POA0836	20-24	0	M	176
POA0836	20-24	1	F	9
POA0836	20-24	1	M	7
POA0836	25-34		F	59
POA0836	25-34		M	58
POA0836	25-34	0	F	405
POA0836	25-34	0	M	412
POA0836	25-34	1	F	36
POA0836	25-34	1	M	30
POA0836	35-44		F	76
POA0836	35-44		M	73
POA0836	35-44	0	F	481
POA0836	35-44	0	M	493
POA0836	35-44	1	F	67
POA0836	35-44	1	M	43
POA0836	45-54		F	80
POA0836	45-54		M	99
POA0836	45-54	0	F	510
POA0836	45-54	0	M	591
POA0836	45-54	1	F	71
POA0836	45-54	1	M	51
POA0836	55-64		F	59
POA0836	55-64		M	63
POA0836	55-64	0	F	292
POA0836	55-64	0	M	375
POA0836	55-64	1	F	53
POA0836	55-64	1	M	36
POA0836	65-74		F	33
POA0836	65-74		M	50
POA0836	65-74	0	F	143
POA0836	65-74	0	M	197
POA0836	65-74	1	F	20
POA0836	65-74	1	M	20
POA0836	75-84		F	10
POA0836	75-84		M	7
POA0836	75-84	0	F	41
POA0836	75-84	0	M	38
POA0836	75-84	1	F	3
POA0836	75-84	1	M	3
POA0836	85+		F	3
POA0836	85+	0	F	4
POA0836	85+	0	M	3
POA0837	15-19		M	4
POA0837	15-19	0	F	8
POA0837	15-19	0	M	8
POA0837	20-24	0	F	4
POA0837	20-24	0	M	7
POA0837	20-24	1	M	3
POA0837	25-34	0	F	14
POA0837	25-34	0	M	16
POA0837	25-34	1	F	3
POA0837	35-44		F	8
POA0837	35-44		M	8
POA0837	35-44	0	F	21
POA0837	35-44	0	M	20
POA0837	35-44	1	F	4
POA0837	35-44	1	M	3
POA0837	45-54		F	4
POA0837	45-54		M	7
POA0837	45-54	0	F	30
POA0837	45-54	0	M	32
POA0837	45-54	1	F	3
POA0837	45-54	1	M	4
POA0837	55-64		F	5
POA0837	55-64		M	3
POA0837	55-64	0	F	14
POA0837	55-64	0	M	34
POA0837	55-64	1	F	8
POA0837	55-64	1	M	4
POA0837	65-74		F	4
POA0837	65-74		M	5
POA0837	65-74	0	F	6
POA0837	65-74	0	M	12
POA0837	65-74	1	F	3
POA0837	65-74	1	M	3
POA0838	15-19		F	7
POA0838	15-19		M	10
POA0838	15-19	0	F	16
POA0838	15-19	0	M	18
POA0838	20-24		F	3
POA0838	20-24	0	F	23
POA0838	20-24	0	M	17
POA0838	25-34		F	3
POA0838	25-34		M	10
POA0838	25-34	0	F	39
POA0838	25-34	0	M	50
POA0838	25-34	1	F	3
POA0838	25-34	1	M	5
POA0838	35-44		F	11
POA0838	35-44		M	6
POA0838	35-44	0	F	48
POA0838	35-44	0	M	56
POA0838	35-44	1	F	6
POA0838	45-54		F	7
POA0838	45-54		M	11
POA0838	45-54	0	F	44
POA0838	45-54	0	M	36
POA0838	45-54	1	F	10
POA0838	45-54	1	M	6
POA0838	55-64		F	7
POA0838	55-64		M	8
POA0838	55-64	0	F	27
POA0838	55-64	0	M	55
POA0838	55-64	1	F	6
POA0838	55-64	1	M	5
POA0838	65-74		M	6
POA0838	65-74	0	F	15
POA0838	65-74	0	M	23
POA0838	65-74	1	F	4
POA0838	65-74	1	M	4
POA0838	75-84	0	F	3
POA0838	75-84	0	M	5
POA0839	15-19		F	11
POA0839	15-19	0	F	21
POA0839	15-19	0	M	6
POA0839	20-24		F	11
POA0839	20-24		M	3
POA0839	20-24	0	F	28
POA0839	20-24	0	M	38
POA0839	20-24	1	F	3
POA0839	20-24	1	M	3
POA0839	25-34		F	6
POA0839	25-34		M	14
POA0839	25-34	0	F	52
POA0839	25-34	0	M	48
POA0839	25-34	1	F	8
POA0839	35-44		F	5
POA0839	35-44		M	6
POA0839	35-44	0	F	14
POA0839	35-44	0	M	20
POA0839	35-44	1	F	3
POA0839	35-44	1	M	4
POA0839	45-54		F	3
POA0839	45-54		M	5
POA0839	45-54	0	F	18
POA0839	45-54	0	M	19
POA0839	45-54	1	F	5
POA0839	55-64		F	3
POA0839	55-64		M	8
POA0839	55-64	0	F	13
POA0839	55-64	0	M	17
POA0839	55-64	1	F	4
POA0839	65-74		M	4
POA0839	65-74	0	F	15
POA0839	65-74	0	M	14
POA0839	65-74	1	M	3
POA0839	75-84	0	F	4
POA0839	75-84	0	M	3
POA0840	15-19		M	3
POA0840	20-24	0	F	8
POA0840	25-34	0	F	8
POA0840	25-34	0	M	3
POA0840	35-44	0	F	14
POA0840	35-44	0	M	12
POA0840	35-44	1	F	3
POA0840	35-44	1	M	7
POA0840	45-54		M	8
POA0840	45-54	0	F	16
POA0840	45-54	0	M	30
POA0840	45-54	1	F	5
POA0840	45-54	1	M	3
POA0840	55-64		F	3
POA0840	55-64		M	9
POA0840	55-64	0	F	24
POA0840	55-64	0	M	53
POA0840	55-64	1	F	9
POA0840	55-64	1	M	3
POA0840	65-74		F	3
POA0840	65-74		M	13
POA0840	65-74	0	F	22
POA0840	65-74	0	M	43
POA0840	65-74	1	F	3
POA0840	65-74	1	M	5
POA0840	75-84	0	M	6
POA0841	15-19		F	5
POA0841	15-19		M	3
POA0841	15-19	0	F	10
POA0841	15-19	0	M	15
POA0841	15-19	1	F	3
POA0841	15-19	1	M	3
POA0841	20-24		F	4
POA0841	20-24		M	4
POA0841	20-24	0	F	11
POA0841	20-24	0	M	5
POA0841	25-34		F	7
POA0841	25-34		M	5
POA0841	25-34	0	F	36
POA0841	25-34	0	M	30
POA0841	25-34	1	F	3
POA0841	25-34	1	M	3
POA0841	35-44		F	9
POA0841	35-44		M	9
POA0841	35-44	0	F	35
POA0841	35-44	0	M	42
POA0841	35-44	1	F	8
POA0841	35-44	1	M	3
POA0841	45-54		F	6
POA0841	45-54		M	15
POA0841	45-54	0	F	39
POA0841	45-54	0	M	58
POA0841	45-54	1	F	11
POA0841	45-54	1	M	7
POA0841	55-64		M	9
POA0841	55-64	0	F	22
POA0841	55-64	0	M	47
POA0841	55-64	1	F	7
POA0841	55-64	1	M	3
POA0841	65-74		F	3
POA0841	65-74		M	5
POA0841	65-74	0	F	15
POA0841	65-74	0	M	22
POA0841	65-74	1	F	4
POA0841	65-74	1	M	4
POA0841	75-84		M	3
POA0841	75-84	0	M	6
POA0845	15-19		M	3
POA0845	15-19	0	F	9
POA0845	15-19	0	M	9
POA0845	20-24		F	3
POA0845	20-24		M	3
POA0845	20-24	0	F	7
POA0845	20-24	0	M	12
POA0845	20-24	1	F	3
POA0845	25-34		F	6
POA0845	25-34		M	3
POA0845	25-34	0	F	18
POA0845	25-34	0	M	17
POA0845	25-34	1	F	6
POA0845	25-34	1	M	6
POA0845	35-44		F	13
POA0845	35-44		M	4
POA0845	35-44	0	F	17
POA0845	35-44	0	M	15
POA0845	35-44	1	F	7
POA0845	35-44	1	M	3
POA0845	45-54		F	3
POA0845	45-54		M	14
POA0845	45-54	0	F	28
POA0845	45-54	0	M	26
POA0845	45-54	1	F	7
POA0845	45-54	1	M	7
POA0845	55-64		F	12
POA0845	55-64		M	7
POA0845	55-64	0	F	28
POA0845	55-64	0	M	25
POA0845	55-64	1	F	6
POA0845	65-74		F	4
POA0845	65-74		M	16
POA0845	65-74	0	F	13
POA0845	65-74	0	M	22
POA0845	65-74	1	M	3
POA0845	75-84	0	M	12
POA0845	85+	0	F	4
POA0846	15-19		F	3
POA0846	15-19	0	F	3
POA0846	20-24	0	F	11
POA0846	20-24	0	M	8
POA0846	25-34		F	3
POA0846	25-34	0	F	8
POA0846	25-34	0	M	16
POA0846	35-44		F	5
POA0846	35-44	0	F	12
POA0846	35-44	0	M	14
POA0846	45-54		M	9
POA0846	45-54	0	F	28
POA0846	45-54	0	M	19
POA0846	45-54	1	F	3
POA0846	55-64		F	3
POA0846	55-64		M	5
POA0846	55-64	0	F	12
POA0846	55-64	0	M	23
POA0846	55-64	1	F	4
POA0846	65-74		F	3
POA0846	65-74		M	7
POA0846	65-74	0	F	12
POA0846	65-74	0	M	22
POA0846	65-74	1	F	3
POA0846	65-74	1	M	6
POA0846	75-84		F	3
POA0846	75-84		M	3
POA0846	75-84	0	F	3
POA0846	75-84	0	M	3
POA0846	85+		F	3
POA0846	85+	0	F	3
POA0847	15-19		M	4
POA0847	15-19	0	F	8
POA0847	15-19	0	M	15
POA0847	20-24		F	4
POA0847	20-24	0	F	5
POA0847	20-24	0	M	10
POA0847	25-34		F	3
POA0847	25-34	0	F	13
POA0847	25-34	0	M	14
POA0847	25-34	1	F	3
POA0847	25-34	1	M	3
POA0847	35-44		F	4
POA0847	35-44		M	4
POA0847	35-44	0	F	13
POA0847	35-44	0	M	13
POA0847	35-44	1	F	3
POA0847	45-54		F	3
POA0847	45-54		M	6
POA0847	45-54	0	F	16
POA0847	45-54	0	M	12
POA0847	45-54	1	F	3
POA0847	45-54	1	M	7
POA0847	55-64		M	4
POA0847	55-64	0	F	19
POA0847	55-64	0	M	20
POA0847	55-64	1	F	3
POA0847	65-74		M	5
POA0847	65-74	0	F	8
POA0847	65-74	0	M	11
POA0847	65-74	1	F	3
POA0847	65-74	1	M	4
POA0847	75-84	0	F	4
POA0847	75-84	0	M	5
POA0847	75-84	1	F	3
POA0850	15-19		F	65
POA0850	15-19		M	93
POA0850	15-19	0	F	161
POA0850	15-19	0	M	171
POA0850	15-19	1	F	7
POA0850	15-19	1	M	9
POA0850	20-24		F	65
POA0850	20-24		M	59
POA0850	20-24	0	F	187
POA0850	20-24	0	M	182
POA0850	20-24	1	F	19
POA0850	20-24	1	M	11
POA0850	25-34		F	168
POA0850	25-34		M	155
POA0850	25-34	0	F	481
POA0850	25-34	0	M	482
POA0850	25-34	1	F	52
POA0850	25-34	1	M	24
POA0850	35-44		F	116
POA0850	35-44		M	104
POA0850	35-44	0	F	377
POA0850	35-44	0	M	348
POA0850	35-44	1	F	55
POA0850	35-44	1	M	33
POA0850	45-54		F	150
POA0850	45-54		M	143
POA0850	45-54	0	F	390
POA0850	45-54	0	M	389
POA0850	45-54	1	F	56
POA0850	45-54	1	M	38
POA0850	55-64		F	107
POA0850	55-64		M	140
POA0850	55-64	0	F	302
POA0850	55-64	0	M	352
POA0850	55-64	1	F	42
POA0850	55-64	1	M	22
POA0850	65-74		F	53
POA0850	65-74		M	79
POA0850	65-74	0	F	155
POA0850	65-74	0	M	216
POA0850	65-74	1	F	18
POA0850	65-74	1	M	11
POA0850	75-84		F	29
POA0850	75-84		M	38
POA0850	75-84	0	F	57
POA0850	75-84	0	M	61
POA0850	75-84	1	F	4
POA0850	75-84	1	M	7
POA0850	85+		F	11
POA0850	85+		M	12
POA0850	85+	0	F	11
POA0850	85+	0	M	15
POA0852	15-19		F	102
POA0852	15-19		M	136
POA0852	15-19	0	F	193
POA0852	15-19	0	M	237
POA0852	15-19	1	F	29
POA0852	15-19	1	M	18
POA0852	20-24		F	66
POA0852	20-24		M	90
POA0852	20-24	0	F	240
POA0852	20-24	0	M	276
POA0852	20-24	1	F	44
POA0852	20-24	1	M	27
POA0852	25-34		F	149
POA0852	25-34		M	168
POA0852	25-34	0	F	469
POA0852	25-34	0	M	505
POA0852	25-34	1	F	66
POA0852	25-34	1	M	65
POA0852	35-44		F	89
POA0852	35-44		M	100
POA0852	35-44	0	F	313
POA0852	35-44	0	M	363
POA0852	35-44	1	F	67
POA0852	35-44	1	M	46
POA0852	45-54		F	95
POA0852	45-54		M	121
POA0852	45-54	0	F	354
POA0852	45-54	0	M	343
POA0852	45-54	1	F	65
