POA_CODE_2016	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA4510	65-74	0	F	1794
POA4510	65-74	0	M	1835
POA4510	65-74	1	F	393
POA4510	65-74	1	M	251
POA4510	75-84		F	255
POA4510	75-84		M	209
POA4510	75-84	0	F	812
POA4510	75-84	0	M	800
POA4510	75-84	1	F	109
POA4510	75-84	1	M	110
POA4510	85+		F	292
POA4510	85+		M	156
POA4510	85+	0	F	307
POA4510	85+	0	M	226
POA4510	85+	1	F	22
POA4510	85+	1	M	28
POA4511	15-19		F	31
POA4511	15-19		M	26
POA4511	15-19	0	F	197
POA4511	15-19	0	M	231
POA4511	15-19	1	F	19
POA4511	15-19	1	M	14
POA4511	20-24		F	13
POA4511	20-24		M	19
POA4511	20-24	0	F	150
POA4511	20-24	0	M	152
POA4511	20-24	1	F	15
POA4511	20-24	1	M	17
POA4511	25-34		F	45
POA4511	25-34		M	36
POA4511	25-34	0	F	306
POA4511	25-34	0	M	314
POA4511	25-34	1	F	54
POA4511	25-34	1	M	35
POA4511	35-44		F	39
POA4511	35-44		M	34
POA4511	35-44	0	F	396
POA4511	35-44	0	M	355
POA4511	35-44	1	F	88
POA4511	35-44	1	M	47
POA4511	45-54		F	41
POA4511	45-54		M	46
POA4511	45-54	0	F	433
POA4511	45-54	0	M	436
POA4511	45-54	1	F	116
POA4511	45-54	1	M	53
POA4511	55-64		F	46
POA4511	55-64		M	52
POA4511	55-64	0	F	517
POA4511	55-64	0	M	471
POA4511	55-64	1	F	131
POA4511	55-64	1	M	69
POA4511	65-74		F	81
POA4511	65-74		M	79
POA4511	65-74	0	F	558
POA4511	65-74	0	M	587
POA4511	65-74	1	F	138
POA4511	65-74	1	M	98
POA4511	75-84		F	43
POA4511	75-84		M	58
POA4511	75-84	0	F	240
POA4511	75-84	0	M	275
POA4511	75-84	1	F	44
POA4511	75-84	1	M	42
POA4511	85+		F	24
POA4511	85+		M	15
POA4511	85+	0	F	54
POA4511	85+	0	M	53
POA4511	85+	1	F	8
POA4511	85+	1	M	10
POA4512	15-19		F	22
POA4512	15-19		M	14
POA4512	15-19	0	F	107
POA4512	15-19	0	M	109
POA4512	15-19	1	F	9
POA4512	20-24		F	6
POA4512	20-24		M	7
POA4512	20-24	0	F	72
POA4512	20-24	0	M	85
POA4512	20-24	1	F	8
POA4512	20-24	1	M	3
POA4512	25-34		F	11
POA4512	25-34		M	6
POA4512	25-34	0	F	153
POA4512	25-34	0	M	134
POA4512	25-34	1	F	13
POA4512	25-34	1	M	11
POA4512	35-44		F	22
POA4512	35-44		M	23
POA4512	35-44	0	F	182
POA4512	35-44	0	M	191
POA4512	35-44	1	F	41
POA4512	35-44	1	M	15
POA4512	45-54		F	30
POA4512	45-54		M	36
POA4512	45-54	0	F	205
POA4512	45-54	0	M	200
POA4512	45-54	1	F	55
POA4512	45-54	1	M	37
POA4512	55-64		F	17
POA4512	55-64		M	52
POA4512	55-64	0	F	146
POA4512	55-64	0	M	168
POA4512	55-64	1	F	44
POA4512	55-64	1	M	34
POA4512	65-74		F	15
POA4512	65-74		M	32
POA4512	65-74	0	F	130
POA4512	65-74	0	M	162
POA4512	65-74	1	F	14
POA4512	65-74	1	M	13
POA4512	75-84		F	9
POA4512	75-84		M	4
POA4512	75-84	0	F	35
POA4512	75-84	0	M	30
POA4512	75-84	1	F	12
POA4512	75-84	1	M	3
POA4512	85+		F	3
POA4512	85+	0	F	14
POA4512	85+	0	M	11
POA4514	15-19		F	35
POA4514	15-19		M	67
POA4514	15-19	0	F	166
POA4514	15-19	0	M	151
POA4514	15-19	1	F	5
POA4514	15-19	1	M	11
POA4514	20-24		F	22
POA4514	20-24		M	210
POA4514	20-24	0	F	128
POA4514	20-24	0	M	142
POA4514	20-24	1	F	10
POA4514	20-24	1	M	9
POA4514	25-34		F	34
POA4514	25-34		M	390
POA4514	25-34	0	F	268
POA4514	25-34	0	M	259
POA4514	25-34	1	F	33
POA4514	25-34	1	M	27
POA4514	35-44		F	46
POA4514	35-44		M	307
POA4514	35-44	0	F	325
POA4514	35-44	0	M	301
POA4514	35-44	1	F	63
POA4514	35-44	1	M	34
POA4514	45-54		F	52
POA4514	45-54		M	114
POA4514	45-54	0	F	369
POA4514	45-54	0	M	369
POA4514	45-54	1	F	90
POA4514	45-54	1	M	60
POA4514	55-64		F	53
POA4514	55-64		M	82
POA4514	55-64	0	F	325
POA4514	55-64	0	M	358
POA4514	55-64	1	F	82
POA4514	55-64	1	M	66
POA4514	65-74		F	43
POA4514	65-74		M	63
POA4514	65-74	0	F	248
POA4514	65-74	0	M	309
POA4514	65-74	1	F	52
POA4514	65-74	1	M	36
POA4514	75-84		F	24
POA4514	75-84		M	28
POA4514	75-84	0	F	90
POA4514	75-84	0	M	127
POA4514	75-84	1	F	13
POA4514	75-84	1	M	16
POA4514	85+		F	14
POA4514	85+		M	12
POA4514	85+	0	F	59
POA4514	85+	0	M	28
POA4515	15-19		F	12
POA4515	15-19		M	30
POA4515	15-19	0	F	91
POA4515	15-19	0	M	86
POA4515	15-19	1	F	5
POA4515	15-19	1	M	5
POA4515	20-24		F	10
POA4515	20-24		M	12
POA4515	20-24	0	F	79
POA4515	20-24	0	M	77
POA4515	20-24	1	M	10
POA4515	25-34		F	21
POA4515	25-34		M	25
POA4515	25-34	0	F	165
POA4515	25-34	0	M	223
POA4515	25-34	1	F	23
POA4515	25-34	1	M	13
POA4515	35-44		F	19
POA4515	35-44		M	24
POA4515	35-44	0	F	176
POA4515	35-44	0	M	204
POA4515	35-44	1	F	35
POA4515	35-44	1	M	22
POA4515	45-54		F	23
POA4515	45-54		M	25
POA4515	45-54	0	F	209
POA4515	45-54	0	M	206
POA4515	45-54	1	F	48
POA4515	45-54	1	M	22
POA4515	55-64		F	29
POA4515	55-64		M	26
POA4515	55-64	0	F	204
POA4515	55-64	0	M	205
POA4515	55-64	1	F	65
POA4515	55-64	1	M	38
POA4515	65-74		F	31
POA4515	65-74		M	35
POA4515	65-74	0	F	189
POA4515	65-74	0	M	205
POA4515	65-74	1	F	37
POA4515	65-74	1	M	26
POA4515	75-84		F	20
POA4515	75-84		M	15
POA4515	75-84	0	F	66
POA4515	75-84	0	M	89
POA4515	75-84	1	F	8
POA4515	75-84	1	M	11
POA4515	85+		F	6
POA4515	85+		M	3
POA4515	85+	0	F	36
POA4515	85+	0	M	24
POA4515	85+	1	F	3
POA4515	85+	1	M	3
POA4516	15-19		F	7
POA4516	15-19		M	19
POA4516	15-19	0	F	147
POA4516	15-19	0	M	167
POA4516	15-19	1	F	14
POA4516	15-19	1	M	12
POA4516	20-24		F	10
POA4516	20-24		M	4
POA4516	20-24	0	F	83
POA4516	20-24	0	M	106
POA4516	20-24	1	F	8
POA4516	20-24	1	M	3
POA4516	25-34		F	20
POA4516	25-34		M	16
POA4516	25-34	0	F	161
POA4516	25-34	0	M	155
POA4516	25-34	1	F	19
POA4516	25-34	1	M	8
POA4516	35-44		F	15
POA4516	35-44		M	19
POA4516	35-44	0	F	227
POA4516	35-44	0	M	242
POA4516	35-44	1	F	48
POA4516	35-44	1	M	31
POA4516	45-54		F	25
POA4516	45-54		M	26
POA4516	45-54	0	F	232
POA4516	45-54	0	M	279
POA4516	45-54	1	F	68
POA4516	45-54	1	M	39
POA4516	55-64		F	21
POA4516	55-64		M	17
POA4516	55-64	0	F	160
POA4516	55-64	0	M	175
POA4516	55-64	1	F	61
POA4516	55-64	1	M	37
POA4516	65-74		F	16
POA4516	65-74		M	20
POA4516	65-74	0	F	123
POA4516	65-74	0	M	137
POA4516	65-74	1	F	30
POA4516	65-74	1	M	19
POA4516	75-84		F	9
POA4516	75-84		M	13
POA4516	75-84	0	F	38
POA4516	75-84	0	M	43
POA4516	75-84	1	F	5
POA4516	75-84	1	M	11
POA4516	85+		F	5
POA4516	85+	0	F	12
POA4516	85+	0	M	15
POA4517	15-19		F	8
POA4517	15-19		M	6
POA4517	15-19	0	F	20
POA4517	15-19	0	M	18
POA4517	20-24		F	8
POA4517	20-24		M	3
POA4517	20-24	0	F	15
POA4517	20-24	0	M	16
POA4517	25-34		F	7
POA4517	25-34		M	4
POA4517	25-34	0	F	35
POA4517	25-34	0	M	34
POA4517	25-34	1	F	5
POA4517	25-34	1	M	3
POA4517	35-44		M	3
POA4517	35-44	0	F	26
POA4517	35-44	0	M	29
POA4517	35-44	1	F	5
POA4517	35-44	1	M	3
POA4517	45-54		F	3
POA4517	45-54		M	3
POA4517	45-54	0	F	41
POA4517	45-54	0	M	49
POA4517	45-54	1	F	6
POA4517	45-54	1	M	6
POA4517	55-64	0	F	40
POA4517	55-64	0	M	41
POA4517	55-64	1	F	5
POA4517	55-64	1	M	5
POA4517	65-74		F	4
POA4517	65-74		M	7
POA4517	65-74	0	F	48
POA4517	65-74	0	M	31
POA4517	65-74	1	F	3
POA4517	65-74	1	M	9
POA4517	75-84		F	8
POA4517	75-84		M	3
POA4517	75-84	0	F	15
POA4517	75-84	0	M	22
POA4517	75-84	1	M	3
POA4517	85+		F	3
POA4517	85+		M	3
POA4517	85+	0	F	4
POA4517	85+	0	M	3
POA4518	15-19		F	21
POA4518	15-19		M	11
POA4518	15-19	0	F	150
POA4518	15-19	0	M	149
POA4518	15-19	1	F	13
POA4518	15-19	1	M	10
POA4518	20-24		F	11
POA4518	20-24		M	14
POA4518	20-24	0	F	94
POA4518	20-24	0	M	119
POA4518	20-24	1	F	4
POA4518	20-24	1	M	3
POA4518	25-34		F	13
POA4518	25-34		M	14
POA4518	25-34	0	F	206
POA4518	25-34	0	M	190
POA4518	25-34	1	F	25
POA4518	25-34	1	M	17
POA4518	35-44		F	20
POA4518	35-44		M	21
POA4518	35-44	0	F	281
POA4518	35-44	0	M	262
POA4518	35-44	1	F	60
POA4518	35-44	1	M	28
POA4518	45-54		F	24
POA4518	45-54		M	26
POA4518	45-54	0	F	276
POA4518	45-54	0	M	327
POA4518	45-54	1	F	75
POA4518	45-54	1	M	27
POA4518	55-64		F	15
POA4518	55-64		M	20
POA4518	55-64	0	F	260
POA4518	55-64	0	M	275
POA4518	55-64	1	F	75
POA4518	55-64	1	M	40
POA4518	65-74		F	28
POA4518	65-74		M	19
POA4518	65-74	0	F	231
POA4518	65-74	0	M	249
POA4518	65-74	1	F	33
POA4518	65-74	1	M	38
POA4518	75-84		F	19
POA4518	75-84		M	17
POA4518	75-84	0	F	97
POA4518	75-84	0	M	104
POA4518	75-84	1	F	12
POA4518	75-84	1	M	8
POA4518	85+		F	3
POA4518	85+		M	4
POA4518	85+	0	F	29
POA4518	85+	0	M	18
POA4519	15-19		F	31
POA4519	15-19		M	37
POA4519	15-19	0	F	221
POA4519	15-19	0	M	203
POA4519	15-19	1	F	16
POA4519	15-19	1	M	13
POA4519	20-24		F	16
POA4519	20-24		M	9
POA4519	20-24	0	F	193
POA4519	20-24	0	M	183
POA4519	20-24	1	F	17
POA4519	20-24	1	M	11
POA4519	25-34		F	42
POA4519	25-34		M	46
POA4519	25-34	0	F	412
POA4519	25-34	0	M	380
POA4519	25-34	1	F	53
POA4519	25-34	1	M	37
POA4519	35-44		F	25
POA4519	35-44		M	43
POA4519	35-44	0	F	419
POA4519	35-44	0	M	403
POA4519	35-44	1	F	97
POA4519	35-44	1	M	46
POA4519	45-54		F	45
POA4519	45-54		M	49
POA4519	45-54	0	F	454
POA4519	45-54	0	M	470
POA4519	45-54	1	F	107
POA4519	45-54	1	M	76
POA4519	55-64		F	26
POA4519	55-64		M	37
POA4519	55-64	0	F	412
POA4519	55-64	0	M	395
POA4519	55-64	1	F	130
POA4519	55-64	1	M	55
POA4519	65-74		F	26
POA4519	65-74		M	46
POA4519	65-74	0	F	331
POA4519	65-74	0	M	375
POA4519	65-74	1	F	82
POA4519	65-74	1	M	37
POA4519	75-84		F	33
POA4519	75-84		M	27
POA4519	75-84	0	F	170
POA4519	75-84	0	M	154
POA4519	75-84	1	F	23
POA4519	75-84	1	M	22
POA4519	85+		F	9
POA4519	85+		M	13
POA4519	85+	0	F	88
POA4519	85+	0	M	63
POA4519	85+	1	F	7
POA4520	15-19		F	30
POA4520	15-19		M	46
POA4520	15-19	0	F	427
POA4520	15-19	0	M	453
POA4520	15-19	1	F	17
POA4520	15-19	1	M	20
POA4520	20-24		F	10
POA4520	20-24		M	30
POA4520	20-24	0	F	248
POA4520	20-24	0	M	293
POA4520	20-24	1	F	20
POA4520	20-24	1	M	13
POA4520	25-34		F	36
POA4520	25-34		M	31
POA4520	25-34	0	F	353
POA4520	25-34	0	M	307
POA4520	25-34	1	F	42
POA4520	25-34	1	M	22
POA4520	35-44		F	53
POA4520	35-44		M	52
POA4520	35-44	0	F	827
POA4520	35-44	0	M	769
POA4520	35-44	1	F	110
POA4520	35-44	1	M	70
POA4520	45-54		F	74
POA4520	45-54		M	72
POA4520	45-54	0	F	975
POA4520	45-54	0	M	1011
POA4520	45-54	1	F	211
POA4520	45-54	1	M	114
POA4520	55-64		F	51
POA4520	55-64		M	58
POA4520	55-64	0	F	684
POA4520	55-64	0	M	731
POA4520	55-64	1	F	216
POA4520	55-64	1	M	135
POA4520	65-74		F	45
POA4520	65-74		M	51
POA4520	65-74	0	F	448
POA4520	65-74	0	M	507
POA4520	65-74	1	F	116
POA4520	65-74	1	M	86
POA4520	75-84		F	20
POA4520	75-84		M	16
POA4520	75-84	0	F	136
POA4520	75-84	0	M	176
POA4520	75-84	1	F	7
POA4520	75-84	1	M	20
POA4520	85+		F	7
POA4520	85+		M	7
POA4520	85+	0	F	41
POA4520	85+	0	M	34
POA4520	85+	1	F	5
POA4520	85+	1	M	8
POA4521	15-19		F	18
POA4521	15-19		M	24
POA4521	15-19	0	F	108
POA4521	15-19	0	M	107
POA4521	15-19	1	F	7
POA4521	15-19	1	M	10
POA4521	20-24		F	8
POA4521	20-24		M	8
POA4521	20-24	0	F	78
POA4521	20-24	0	M	88
POA4521	20-24	1	F	4
POA4521	20-24	1	M	3
POA4521	25-34		F	23
POA4521	25-34		M	25
POA4521	25-34	0	F	150
POA4521	25-34	0	M	136
POA4521	25-34	1	F	21
POA4521	25-34	1	M	16
POA4521	35-44		F	43
POA4521	35-44		M	30
POA4521	35-44	0	F	306
POA4521	35-44	0	M	282
POA4521	35-44	1	F	49
POA4521	35-44	1	M	24
POA4521	45-54		F	27
POA4521	45-54		M	43
POA4521	45-54	0	F	275
POA4521	45-54	0	M	345
POA4521	45-54	1	F	70
POA4521	45-54	1	M	36
POA4521	55-64		F	29
POA4521	55-64		M	33
POA4521	55-64	0	F	227
POA4521	55-64	0	M	252
POA4521	55-64	1	F	82
POA4521	55-64	1	M	48
POA4521	65-74		F	31
POA4521	65-74		M	22
POA4521	65-74	0	F	166
POA4521	65-74	0	M	197
POA4521	65-74	1	F	49
POA4521	65-74	1	M	34
POA4521	75-84		F	14
POA4521	75-84		M	16
POA4521	75-84	0	F	62
POA4521	75-84	0	M	53
POA4521	75-84	1	F	8
POA4521	75-84	1	M	11
POA4521	85+		F	3
POA4521	85+		M	4
POA4521	85+	0	F	12
POA4521	85+	0	M	14
POA4521	85+	1	M	3
POA4550	15-19		F	16
POA4550	15-19		M	20
POA4550	15-19	0	F	104
POA4550	15-19	0	M	125
POA4550	15-19	1	F	4
POA4550	15-19	1	M	9
POA4550	20-24		F	12
POA4550	20-24		M	11
POA4550	20-24	0	F	95
POA4550	20-24	0	M	121
POA4550	20-24	1	F	11
POA4550	20-24	1	M	3
POA4550	25-34		F	17
POA4550	25-34		M	25
POA4550	25-34	0	F	191
POA4550	25-34	0	M	193
POA4550	25-34	1	F	24
POA4550	25-34	1	M	6
POA4550	35-44		F	27
POA4550	35-44		M	20
POA4550	35-44	0	F	225
POA4550	35-44	0	M	220
POA4550	35-44	1	F	42
POA4550	35-44	1	M	23
POA4550	45-54		F	18
POA4550	45-54		M	36
POA4550	45-54	0	F	232
POA4550	45-54	0	M	253
POA4550	45-54	1	F	54
POA4550	45-54	1	M	37
POA4550	55-64		F	31
POA4550	55-64		M	26
POA4550	55-64	0	F	231
POA4550	55-64	0	M	268
POA4550	55-64	1	F	72
POA4550	55-64	1	M	32
POA4550	65-74		F	24
POA4550	65-74		M	24
POA4550	65-74	0	F	172
POA4550	65-74	0	M	165
POA4550	65-74	1	F	27
POA4550	65-74	1	M	22
POA4550	75-84		F	10
POA4550	75-84		M	7
POA4550	75-84	0	F	47
POA4550	75-84	0	M	84
POA4550	75-84	1	F	11
POA4550	75-84	1	M	4
POA4550	85+		M	8
POA4550	85+	0	F	21
POA4550	85+	0	M	18
POA4551	15-19		F	105
POA4551	15-19		M	131
POA4551	15-19	0	F	1473
POA4551	15-19	0	M	1590
POA4551	15-19	1	F	80
POA4551	15-19	1	M	53
POA4551	20-24		F	77
POA4551	20-24		M	84
POA4551	20-24	0	F	1060
POA4551	20-24	0	M	1137
POA4551	20-24	1	F	97
POA4551	20-24	1	M	54
POA4551	25-34		F	186
POA4551	25-34		M	183
POA4551	25-34	0	F	2485
POA4551	25-34	0	M	2225
POA4551	25-34	1	F	251
POA4551	25-34	1	M	150
POA4551	35-44		F	161
POA4551	35-44		M	223
POA4551	35-44	0	F	2949
POA4551	35-44	0	M	2774
POA4551	35-44	1	F	511
POA4551	35-44	1	M	289
POA4551	45-54		F	227
POA4551	45-54		M	215
POA4551	45-54	0	F	3035
POA4551	45-54	0	M	2992
POA4551	45-54	1	F	657
POA4551	45-54	1	M	344
POA4551	55-64		F	212
POA4551	55-64		M	210
POA4551	55-64	0	F	2781
POA4551	55-64	0	M	2579
POA4551	55-64	1	F	799
POA4551	55-64	1	M	462
POA4551	65-74		F	322
POA4551	65-74		M	264
POA4551	65-74	0	F	3035
POA4551	65-74	0	M	2758
POA4551	65-74	1	F	619
POA4551	65-74	1	M	370
POA4551	75-84		F	314
POA4551	75-84		M	227
POA4551	75-84	0	F	1746
POA4551	75-84	0	M	1614
POA4551	75-84	1	F	252
POA4551	75-84	1	M	233
POA4551	85+		F	234
POA4551	85+		M	124
POA4551	85+	0	F	946
POA4551	85+	0	M	541
POA4551	85+	1	F	49
POA4551	85+	1	M	58
POA4552	15-19		F	12
POA4552	15-19		M	15
POA4552	15-19	0	F	142
POA4552	15-19	0	M	190
POA4552	15-19	1	F	6
POA4552	15-19	1	M	10
POA4552	20-24		F	8
POA4552	20-24		M	18
POA4552	20-24	0	F	104
POA4552	20-24	0	M	123
POA4552	20-24	1	F	7
POA4552	20-24	1	M	11
POA4552	25-34		F	11
POA4552	25-34		M	18
POA4552	25-34	0	F	186
POA4552	25-34	0	M	178
POA4552	25-34	1	F	35
POA4552	25-34	1	M	10
POA4552	35-44		F	31
POA4552	35-44		M	23
POA4552	35-44	0	F	346
POA4552	35-44	0	M	304
POA4552	35-44	1	F	71
POA4552	35-44	1	M	40
POA4552	45-54		F	42
POA4552	45-54		M	34
POA4552	45-54	0	F	493
POA4552	45-54	0	M	421
POA4552	45-54	1	F	127
POA4552	45-54	1	M	68
POA4552	55-64		F	53
POA4552	55-64		M	48
POA4552	55-64	0	F	614
POA4552	55-64	0	M	588
POA4552	55-64	1	F	173
POA4552	55-64	1	M	87
POA4552	65-74		F	65
POA4552	65-74		M	56
POA4552	65-74	0	F	656
POA4552	65-74	0	M	686
POA4552	65-74	1	F	141
POA4552	65-74	1	M	83
POA4552	75-84		F	28
POA4552	75-84		M	24
POA4552	75-84	0	F	274
POA4552	75-84	0	M	278
POA4552	75-84	1	F	50
POA4552	75-84	1	M	48
POA4552	85+		F	12
POA4552	85+		M	8
POA4552	85+	0	F	106
POA4552	85+	0	M	77
POA4552	85+	1	F	5
POA4552	85+	1	M	10
POA4553	15-19		F	16
POA4553	15-19		M	28
POA4553	15-19	0	F	179
POA4553	15-19	0	M	181
POA4553	15-19	1	F	7
POA4553	15-19	1	M	10
POA4553	20-24		F	8
POA4553	20-24		M	7
POA4553	20-24	0	F	117
POA4553	20-24	0	M	145
POA4553	20-24	1	F	6
POA4553	20-24	1	M	3
POA4553	25-34		F	21
POA4553	25-34		M	30
POA4553	25-34	0	F	216
POA4553	25-34	0	M	207
POA4553	25-34	1	F	44
POA4553	25-34	1	M	15
POA4553	35-44		F	25
POA4553	35-44		M	35
POA4553	35-44	0	F	358
POA4553	35-44	0	M	366
POA4553	35-44	1	F	69
POA4553	35-44	1	M	42
POA4553	45-54		F	15
POA4553	45-54		M	34
POA4553	45-54	0	F	388
POA4553	45-54	0	M	380
POA4553	45-54	1	F	89
POA4553	45-54	1	M	54
POA4553	55-64		F	28
POA4553	55-64		M	25
POA4553	55-64	0	F	304
POA4553	55-64	0	M	299
POA4553	55-64	1	F	95
POA4553	55-64	1	M	40
POA4553	65-74		F	12
POA4553	65-74		M	14
POA4553	65-74	0	F	187
POA4553	65-74	0	M	238
POA4553	65-74	1	F	32
POA4553	65-74	1	M	29
POA4553	75-84		F	9
POA4553	75-84		M	14
POA4553	75-84	0	F	76
POA4553	75-84	0	M	82
POA4553	75-84	1	F	9
POA4553	75-84	1	M	9
POA4553	85+		F	7
POA4553	85+		M	4
POA4553	85+	0	F	26
POA4553	85+	0	M	20
POA4553	85+	1	F	3
POA4554	15-19		F	6
POA4554	15-19		M	13
POA4554	15-19	0	F	43
POA4554	15-19	0	M	44
POA4554	20-24		F	6
POA4554	20-24		M	15
POA4554	20-24	0	F	33
POA4554	20-24	0	M	29
POA4554	25-34		M	4
POA4554	25-34	0	F	73
POA4554	25-34	0	M	73
POA4554	25-34	1	F	14
POA4554	25-34	1	M	3
POA4554	35-44		F	8
POA4554	35-44		M	9
POA4554	35-44	0	F	107
POA4554	35-44	0	M	114
POA4554	35-44	1	F	26
POA4554	35-44	1	M	17
POA4554	45-54		F	10
POA4554	45-54		M	8
POA4554	45-54	0	F	130
POA4554	45-54	0	M	125
POA4554	45-54	1	F	27
POA4554	45-54	1	M	11
POA4554	55-64		F	16
POA4554	55-64		M	17
POA4554	55-64	0	F	116
POA4554	55-64	0	M	122
POA4554	55-64	1	F	39
POA4554	55-64	1	M	22
POA4554	65-74		F	5
POA4554	65-74		M	8
POA4554	65-74	0	F	48
POA4554	65-74	0	M	84
POA4554	65-74	1	F	21
POA4554	65-74	1	M	13
POA4554	75-84		F	3
POA4554	75-84		M	3
POA4554	75-84	0	F	21
POA4554	75-84	0	M	17
POA4554	75-84	1	F	7
POA4554	75-84	1	M	5
POA4554	85+	0	F	14
POA4554	85+	0	M	3
POA4555	15-19		F	10
POA4555	15-19		M	28
POA4555	15-19	0	F	190
POA4555	15-19	0	M	207
POA4555	15-19	1	F	6
POA4555	15-19	1	M	11
POA4555	20-24		F	12
POA4555	20-24		M	5
POA4555	20-24	0	F	123
POA4555	20-24	0	M	131
POA4555	20-24	1	F	4
POA4555	20-24	1	M	5
POA4555	25-34		F	13
POA4555	25-34		M	11
POA4555	25-34	0	F	277
POA4555	25-34	0	M	246
POA4555	25-34	1	F	33
POA4555	25-34	1	M	15
POA4555	35-44		F	22
POA4555	35-44		M	29
POA4555	35-44	0	F	368
POA4555	35-44	0	M	377
POA4555	35-44	1	F	66
POA4555	35-44	1	M	47
POA4555	45-54		F	36
POA4555	45-54		M	34
POA4555	45-54	0	F	443
POA4555	45-54	0	M	415
POA4555	45-54	1	F	104
POA4555	45-54	1	M	44
POA4555	55-64		F	26
POA4555	55-64		M	34
POA4555	55-64	0	F	346
POA4555	55-64	0	M	331
POA4555	55-64	1	F	110
POA4555	55-64	1	M	54
POA4555	65-74		F	27
POA4555	65-74		M	19
POA4555	65-74	0	F	275
POA4555	65-74	0	M	321
POA4555	65-74	1	F	56
POA4555	65-74	1	M	43
POA4555	75-84		F	23
POA4555	75-84		M	21
POA4555	75-84	0	F	132
POA4555	75-84	0	M	154
POA4555	75-84	1	F	23
POA4555	75-84	1	M	19
POA4555	85+		F	13
POA4555	85+		M	11
POA4555	85+	0	F	91
POA4555	85+	0	M	52
POA4555	85+	1	F	3
POA4555	85+	1	M	3
POA4556	15-19		F	109
POA4556	15-19		M	102
POA4556	15-19	0	F	1498
POA4556	15-19	0	M	1336
POA4556	15-19	1	F	67
POA4556	15-19	1	M	60
POA4556	20-24		F	97
POA4556	20-24		M	93
POA4556	20-24	0	F	1168
POA4556	20-24	0	M	1098
POA4556	20-24	1	F	59
POA4556	20-24	1	M	59
POA4556	25-34		F	144
POA4556	25-34		M	156
POA4556	25-34	0	F	1884
POA4556	25-34	0	M	1785
POA4556	25-34	1	F	179
POA4556	25-34	1	M	104
POA4556	35-44		F	128
POA4556	35-44		M	168
POA4556	35-44	0	F	2312
POA4556	35-44	0	M	2038
POA4556	35-44	1	F	343
POA4556	35-44	1	M	203
POA4556	45-54		F	159
POA4556	45-54		M	172
POA4556	45-54	0	F	2474
POA4556	45-54	0	M	2277
POA4556	45-54	1	F	558
POA4556	45-54	1	M	306
POA4556	55-64		F	139
POA4556	55-64		M	150
POA4556	55-64	0	F	2026
POA4556	55-64	0	M	1918
POA4556	55-64	1	F	529
POA4556	55-64	1	M	295
POA4556	65-74		F	176
POA4556	65-74		M	117
POA4556	65-74	0	F	1996
POA4556	65-74	0	M	1701
POA4556	65-74	1	F	371
POA4556	65-74	1	M	224
POA4556	75-84		F	226
POA4556	75-84		M	131
POA4556	75-84	0	F	1313
POA4556	75-84	0	M	1069
POA4556	75-84	1	F	190
POA4556	75-84	1	M	146
POA4556	85+		F	160
POA4556	85+		M	92
POA4556	85+	0	F	688
POA4556	85+	0	M	403
POA4556	85+	1	F	34
POA4556	85+	1	M	50
POA4557	15-19		F	40
POA4557	15-19		M	52
POA4557	15-19	0	F	560
POA4557	15-19	0	M	521
POA4557	15-19	1	F	25
POA4557	15-19	1	M	17
POA4557	20-24		F	67
POA4557	20-24		M	68
POA4557	20-24	0	F	655
POA4557	20-24	0	M	595
POA4557	20-24	1	F	39
POA4557	20-24	1	M	42
POA4557	25-34		F	121
POA4557	25-34		M	119
POA4557	25-34	0	F	1206
POA4557	25-34	0	M	1128
POA4557	25-34	1	F	100
POA4557	25-34	1	M	70
POA4557	35-44		F	90
POA4557	35-44		M	103
POA4557	35-44	0	F	1138
POA4557	35-44	0	M	1080
POA4557	35-44	1	F	139
POA4557	35-44	1	M	82
POA4557	45-54		F	105
POA4557	45-54		M	111
POA4557	45-54	0	F	1132
POA4557	45-54	0	M	974
POA4557	45-54	1	F	188
POA4557	45-54	1	M	97
POA4557	55-64		F	95
POA4557	55-64		M	77
POA4557	55-64	0	F	929
POA4557	55-64	0	M	845
POA4557	55-64	1	F	195
POA4557	55-64	1	M	120
POA4557	65-74		F	66
POA4557	65-74		M	80
POA4557	65-74	0	F	604
POA4557	65-74	0	M	671
POA4557	65-74	1	F	103
POA4557	65-74	1	M	79
POA4557	75-84		F	67
POA4557	75-84		M	49
POA4557	75-84	0	F	243
POA4557	75-84	0	M	237
POA4557	75-84	1	F	32
POA4557	75-84	1	M	44
POA4557	85+		F	22
POA4557	85+		M	11
POA4557	85+	0	F	94
POA4557	85+	0	M	71
POA4557	85+	1	F	4
POA4557	85+	1	M	5
POA4558	15-19		F	34
POA4558	15-19		M	39
POA4558	15-19	0	F	354
POA4558	15-19	0	M	343
POA4558	15-19	1	F	19
POA4558	15-19	1	M	16
POA4558	20-24		F	57
POA4558	20-24		M	66
POA4558	20-24	0	F	640
POA4558	20-24	0	M	548
POA4558	20-24	1	F	22
POA4558	20-24	1	M	31
POA4558	25-34		F	114
POA4558	25-34		M	117
POA4558	25-34	0	F	1228
POA4558	25-34	0	M	1234
POA4558	25-34	1	F	107
POA4558	25-34	1	M	60
POA4558	35-44		F	75
POA4558	35-44		M	116
POA4558	35-44	0	F	844
POA4558	35-44	0	M	899
POA4558	35-44	1	F	133
POA4558	35-44	1	M	66
POA4558	45-54		F	107
POA4558	45-54		M	81
