POA_CODE_2016	Age	Sex	Volunteer	adults
POA0829	55-64	F		9
POA0829	55-64	F	0	13
POA0829	55-64	F	1	6
POA0829	55-64	M		46
POA0829	55-64	M	0	23
POA0829	55-64	M	1	3
POA0829	65-74	F	0	5
POA0829	65-74	F	1	3
POA0829	65-74	M		4
POA0829	65-74	M	0	8
POA0829	65-74	M	1	3
POA0829	75-84	M	0	3
POA0830	15-19	F		82
POA0830	15-19	F	0	420
POA0830	15-19	F	1	85
POA0830	15-19	M		90
POA0830	15-19	M	0	432
POA0830	15-19	M	1	80
POA0830	20-24	F		85
POA0830	20-24	F	0	428
POA0830	20-24	F	1	80
POA0830	20-24	M		77
POA0830	20-24	M	0	517
POA0830	20-24	M	1	74
POA0830	25-34	F		204
POA0830	25-34	F	0	1224
POA0830	25-34	F	1	255
POA0830	25-34	M		181
POA0830	25-34	M	0	1218
POA0830	25-34	M	1	170
POA0830	35-44	F		147
POA0830	35-44	F	0	963
POA0830	35-44	F	1	326
POA0830	35-44	M		158
POA0830	35-44	M	0	1008
POA0830	35-44	M	1	232
POA0830	45-54	F		109
POA0830	45-54	F	0	833
POA0830	45-54	F	1	233
POA0830	45-54	M		131
POA0830	45-54	M	0	930
POA0830	45-54	M	1	216
POA0830	55-64	F		93
POA0830	55-64	F	0	550
POA0830	55-64	F	1	132
POA0830	55-64	M		108
POA0830	55-64	M	0	619
POA0830	55-64	M	1	117
POA0830	65-74	F		49
POA0830	65-74	F	0	267
POA0830	65-74	F	1	51
POA0830	65-74	M		54
POA0830	65-74	M	0	284
POA0830	65-74	M	1	49
POA0830	75-84	F		18
POA0830	75-84	F	0	97
POA0830	75-84	F	1	16
POA0830	75-84	M		22
POA0830	75-84	M	0	85
POA0830	75-84	M	1	12
POA0830	85+	F		8
POA0830	85+	F	0	29
POA0830	85+	F	1	3
POA0830	85+	M		6
POA0830	85+	M	0	23
POA0832	15-19	F		40
POA0832	15-19	F	0	293
POA0832	15-19	F	1	77
POA0832	15-19	M		44
POA0832	15-19	M	0	339
POA0832	15-19	M	1	55
POA0832	20-24	F		52
POA0832	20-24	F	0	536
POA0832	20-24	F	1	104
POA0832	20-24	M		65
POA0832	20-24	M	0	536
POA0832	20-24	M	1	76
POA0832	25-34	F		126
POA0832	25-34	F	0	1330
POA0832	25-34	F	1	288
POA0832	25-34	M		142
POA0832	25-34	M	0	1432
POA0832	25-34	M	1	189
POA0832	35-44	F		104
POA0832	35-44	F	0	930
POA0832	35-44	F	1	299
POA0832	35-44	M		98
POA0832	35-44	M	0	1025
POA0832	35-44	M	1	218
POA0832	45-54	F		54
POA0832	45-54	F	0	567
POA0832	45-54	F	1	148
POA0832	45-54	M		73
POA0832	45-54	M	0	619
POA0832	45-54	M	1	148
POA0832	55-64	F		46
POA0832	55-64	F	0	338
POA0832	55-64	F	1	76
POA0832	55-64	M		41
POA0832	55-64	M	0	335
POA0832	55-64	M	1	62
POA0832	65-74	F		11
POA0832	65-74	F	0	129
POA0832	65-74	F	1	39
POA0832	65-74	M		6
POA0832	65-74	M	0	100
POA0832	65-74	M	1	30
POA0832	75-84	F		5
POA0832	75-84	F	0	51
POA0832	75-84	F	1	12
POA0832	75-84	M		6
POA0832	75-84	M	0	46
POA0832	75-84	M	1	6
POA0832	85+	F	0	5
POA0832	85+	F	1	3
POA0832	85+	M		3
POA0832	85+	M	0	7
POA0832	85+	M	1	3
POA0834	15-19	F		4
POA0834	15-19	F	0	32
POA0834	15-19	F	1	10
POA0834	15-19	M		8
POA0834	15-19	M	0	41
POA0834	15-19	M	1	13
POA0834	20-24	F		9
POA0834	20-24	F	0	29
POA0834	20-24	F	1	11
POA0834	20-24	M		3
POA0834	20-24	M	0	44
POA0834	20-24	M	1	5
POA0834	25-34	F		11
POA0834	25-34	F	0	74
POA0834	25-34	F	1	20
POA0834	25-34	M		15
POA0834	25-34	M	0	74
POA0834	25-34	M	1	13
POA0834	35-44	F		7
POA0834	35-44	F	0	66
POA0834	35-44	F	1	39
POA0834	35-44	M		10
POA0834	35-44	M	0	90
POA0834	35-44	M	1	26
POA0834	45-54	F		24
POA0834	45-54	F	0	102
POA0834	45-54	F	1	46
POA0834	45-54	M		25
POA0834	45-54	M	0	131
POA0834	45-54	M	1	40
POA0834	55-64	F		19
POA0834	55-64	F	0	97
POA0834	55-64	F	1	29
POA0834	55-64	M		18
POA0834	55-64	M	0	110
POA0834	55-64	M	1	21
POA0834	65-74	F		3
POA0834	65-74	F	0	34
POA0834	65-74	F	1	10
POA0834	65-74	M		6
POA0834	65-74	M	0	52
POA0834	65-74	M	1	8
POA0834	75-84	F	0	13
POA0834	75-84	M		3
POA0834	75-84	M	0	10
POA0834	75-84	M	1	3
POA0834	85+	M	0	3
POA0835	15-19	F		20
POA0835	15-19	F	0	51
POA0835	15-19	F	1	19
POA0835	15-19	M		27
POA0835	15-19	M	0	72
POA0835	15-19	M	1	16
POA0835	20-24	F		11
POA0835	20-24	F	0	54
POA0835	20-24	F	1	15
POA0835	20-24	M		58
POA0835	20-24	M	0	99
POA0835	20-24	M	1	21
POA0835	25-34	F		22
POA0835	25-34	F	0	101
POA0835	25-34	F	1	38
POA0835	25-34	M		377
POA0835	25-34	M	0	360
POA0835	25-34	M	1	48
POA0835	35-44	F		28
POA0835	35-44	F	0	131
POA0835	35-44	F	1	62
POA0835	35-44	M		353
POA0835	35-44	M	0	354
POA0835	35-44	M	1	53
POA0835	45-54	F		43
POA0835	45-54	F	0	190
POA0835	45-54	F	1	83
POA0835	45-54	M		279
POA0835	45-54	M	0	360
POA0835	45-54	M	1	76
POA0835	55-64	F		31
POA0835	55-64	F	0	179
POA0835	55-64	F	1	56
POA0835	55-64	M		132
POA0835	55-64	M	0	287
POA0835	55-64	M	1	46
POA0835	65-74	F		23
POA0835	65-74	F	0	80
POA0835	65-74	F	1	22
POA0835	65-74	M		38
POA0835	65-74	M	0	132
POA0835	65-74	M	1	27
POA0835	75-84	F		4
POA0835	75-84	F	0	16
POA0835	75-84	F	1	4
POA0835	75-84	M		3
POA0835	75-84	M	0	36
POA0835	75-84	M	1	9
POA0835	85+	F	0	9
POA0835	85+	F	1	3
POA0835	85+	M		3
POA0835	85+	M	0	10
POA0836	15-19	F		30
POA0836	15-19	F	0	140
POA0836	15-19	F	1	46
POA0836	15-19	M		60
POA0836	15-19	M	0	181
POA0836	15-19	M	1	45
POA0836	20-24	F		22
POA0836	20-24	F	0	127
POA0836	20-24	F	1	32
POA0836	20-24	M		21
POA0836	20-24	M	0	162
POA0836	20-24	M	1	27
POA0836	25-34	F		57
POA0836	25-34	F	0	348
POA0836	25-34	F	1	96
POA0836	25-34	M		57
POA0836	25-34	M	0	379
POA0836	25-34	M	1	62
POA0836	35-44	F		75
POA0836	35-44	F	0	361
POA0836	35-44	F	1	194
POA0836	35-44	M		70
POA0836	35-44	M	0	430
POA0836	35-44	M	1	115
POA0836	45-54	F		75
POA0836	45-54	F	0	429
POA0836	45-54	F	1	153
POA0836	45-54	M		87
POA0836	45-54	M	0	527
POA0836	45-54	M	1	124
POA0836	55-64	F		54
POA0836	55-64	F	0	289
POA0836	55-64	F	1	55
POA0836	55-64	M		64
POA0836	55-64	M	0	366
POA0836	55-64	M	1	48
POA0836	65-74	F		25
POA0836	65-74	F	0	131
POA0836	65-74	F	1	31
POA0836	65-74	M		46
POA0836	65-74	M	0	187
POA0836	65-74	M	1	33
POA0836	75-84	F		11
POA0836	75-84	F	0	37
POA0836	75-84	F	1	3
POA0836	75-84	M		5
POA0836	75-84	M	0	40
POA0836	75-84	M	1	4
POA0836	85+	F		3
POA0836	85+	F	0	8
POA0836	85+	M	0	3
POA0837	15-19	F	0	3
POA0837	15-19	M		4
POA0837	15-19	M	0	3
POA0837	15-19	M	1	6
POA0837	20-24	F	0	4
POA0837	20-24	M	0	13
POA0837	25-34	F	0	10
POA0837	25-34	F	1	9
POA0837	25-34	M	0	13
POA0837	35-44	F		6
POA0837	35-44	F	0	15
POA0837	35-44	F	1	9
POA0837	35-44	M		8
POA0837	35-44	M	0	18
POA0837	45-54	F		3
POA0837	45-54	F	0	29
POA0837	45-54	F	1	9
POA0837	45-54	M		7
POA0837	45-54	M	0	28
POA0837	45-54	M	1	4
POA0837	55-64	F		6
POA0837	55-64	F	0	15
POA0837	55-64	F	1	5
POA0837	55-64	M		3
POA0837	55-64	M	0	28
POA0837	55-64	M	1	7
POA0837	65-74	F		4
POA0837	65-74	F	0	12
POA0837	65-74	M		5
POA0837	65-74	M	0	15
POA0837	75-84	M	0	3
POA0838	15-19	F		7
POA0838	15-19	F	0	12
POA0838	15-19	M		10
POA0838	15-19	M	0	12
POA0838	15-19	M	1	5
POA0838	20-24	F		3
POA0838	20-24	F	0	20
POA0838	20-24	F	1	3
POA0838	20-24	M	0	15
POA0838	20-24	M	1	3
POA0838	25-34	F		3
POA0838	25-34	F	0	35
POA0838	25-34	F	1	3
POA0838	25-34	M		8
POA0838	25-34	M	0	54
POA0838	25-34	M	1	3
POA0838	35-44	F		12
POA0838	35-44	F	0	41
POA0838	35-44	F	1	13
POA0838	35-44	M		11
POA0838	35-44	M	0	43
POA0838	35-44	M	1	11
POA0838	45-54	F		7
POA0838	45-54	F	0	31
POA0838	45-54	F	1	19
POA0838	45-54	M		8
POA0838	45-54	M	0	37
POA0838	45-54	M	1	10
POA0838	55-64	F		9
POA0838	55-64	F	0	23
POA0838	55-64	F	1	8
POA0838	55-64	M		8
POA0838	55-64	M	0	53
POA0838	55-64	M	1	8
POA0838	65-74	F		4
POA0838	65-74	F	0	17
POA0838	65-74	F	1	3
POA0838	65-74	M		6
POA0838	65-74	M	0	18
POA0838	65-74	M	1	8
POA0838	75-84	F	0	3
POA0838	75-84	M	0	5
POA0839	15-19	F		11
POA0839	15-19	F	0	18
POA0839	15-19	M	0	6
POA0839	20-24	F		5
POA0839	20-24	F	0	27
POA0839	20-24	F	1	8
POA0839	20-24	M		3
POA0839	20-24	M	0	37
POA0839	20-24	M	1	3
POA0839	25-34	F		7
POA0839	25-34	F	0	48
POA0839	25-34	F	1	13
POA0839	25-34	M		14
POA0839	25-34	M	0	52
POA0839	35-44	F		5
POA0839	35-44	F	0	13
POA0839	35-44	F	1	4
POA0839	35-44	M		4
POA0839	35-44	M	0	17
POA0839	35-44	M	1	4
POA0839	45-54	F		3
POA0839	45-54	F	0	20
POA0839	45-54	F	1	4
POA0839	45-54	M		5
POA0839	45-54	M	0	15
POA0839	45-54	M	1	3
POA0839	55-64	F		3
POA0839	55-64	F	0	19
POA0839	55-64	F	1	3
POA0839	55-64	M		8
POA0839	55-64	M	0	21
POA0839	65-74	F	0	9
POA0839	65-74	M		3
POA0839	65-74	M	0	12
POA0839	75-84	F	0	4
POA0839	75-84	M	0	3
POA0840	15-19	F	0	3
POA0840	15-19	M		3
POA0840	20-24	F	0	8
POA0840	25-34	F	0	5
POA0840	25-34	F	1	4
POA0840	25-34	M	0	7
POA0840	35-44	F	0	10
POA0840	35-44	F	1	7
POA0840	35-44	M	0	19
POA0840	35-44	M	1	3
POA0840	45-54	F	0	17
POA0840	45-54	F	1	5
POA0840	45-54	M		7
POA0840	45-54	M	0	25
POA0840	45-54	M	1	5
POA0840	55-64	F		4
POA0840	55-64	F	0	31
POA0840	55-64	F	1	6
POA0840	55-64	M		9
POA0840	55-64	M	0	44
POA0840	55-64	M	1	8
POA0840	65-74	F		4
POA0840	65-74	F	0	17
POA0840	65-74	F	1	7
POA0840	65-74	M		8
POA0840	65-74	M	0	37
POA0840	65-74	M	1	12
POA0840	75-84	M	0	6
POA0841	15-19	F		3
POA0841	15-19	F	0	9
POA0841	15-19	F	1	6
POA0841	15-19	M		3
POA0841	15-19	M	0	12
POA0841	20-24	F		4
POA0841	20-24	F	0	9
POA0841	20-24	M		4
POA0841	20-24	M	0	6
POA0841	25-34	F		7
POA0841	25-34	F	0	30
POA0841	25-34	F	1	11
POA0841	25-34	M		8
POA0841	25-34	M	0	29
POA0841	25-34	M	1	4
POA0841	35-44	F		9
POA0841	35-44	F	0	26
POA0841	35-44	F	1	15
POA0841	35-44	M		5
POA0841	35-44	M	0	38
POA0841	35-44	M	1	14
POA0841	45-54	F		6
POA0841	45-54	F	0	36
POA0841	45-54	F	1	8
POA0841	45-54	M		15
POA0841	45-54	M	0	56
POA0841	45-54	M	1	6
POA0841	55-64	F	0	28
POA0841	55-64	M		5
POA0841	55-64	M	0	41
POA0841	55-64	M	1	8
POA0841	65-74	F		3
POA0841	65-74	F	0	19
POA0841	65-74	F	1	6
POA0841	65-74	M		4
POA0841	65-74	M	0	20
POA0841	65-74	M	1	3
POA0841	75-84	M	0	4
POA0845	15-19	F	0	11
POA0845	15-19	F	1	3
POA0845	15-19	M		6
POA0845	15-19	M	0	13
POA0845	20-24	F		3
POA0845	20-24	F	0	10
POA0845	20-24	M		3
POA0845	20-24	M	0	12
POA0845	25-34	F		6
POA0845	25-34	F	0	21
POA0845	25-34	F	1	5
POA0845	25-34	M		3
POA0845	25-34	M	0	16
POA0845	25-34	M	1	3
POA0845	35-44	F		13
POA0845	35-44	F	0	11
POA0845	35-44	F	1	5
POA0845	35-44	M		4
POA0845	35-44	M	0	16
POA0845	35-44	M	1	5
POA0845	45-54	F		3
POA0845	45-54	F	0	28
POA0845	45-54	F	1	8
POA0845	45-54	M		12
POA0845	45-54	M	0	22
POA0845	45-54	M	1	15
POA0845	55-64	F		4
POA0845	55-64	F	0	16
POA0845	55-64	F	1	10
POA0845	55-64	M		3
POA0845	55-64	M	0	25
POA0845	55-64	M	1	4
POA0845	65-74	F		5
POA0845	65-74	F	0	13
POA0845	65-74	F	1	4
POA0845	65-74	M		13
POA0845	65-74	M	0	14
POA0845	65-74	M	1	5
POA0845	75-84	M	0	12
POA0845	85+	F	0	4
POA0846	15-19	F		3
POA0846	15-19	F	1	3
POA0846	20-24	F	0	7
POA0846	20-24	F	1	4
POA0846	20-24	M	0	10
POA0846	20-24	M	1	3
POA0846	25-34	F		4
POA0846	25-34	F	0	9
POA0846	25-34	F	1	3
POA0846	25-34	M	0	12
POA0846	25-34	M	1	4
POA0846	35-44	F		5
POA0846	35-44	F	0	9
POA0846	35-44	F	1	3
POA0846	35-44	M	0	8
POA0846	35-44	M	1	5
POA0846	45-54	F	0	25
POA0846	45-54	F	1	13
POA0846	45-54	M		8
POA0846	45-54	M	0	16
POA0846	55-64	F		3
POA0846	55-64	F	0	13
POA0846	55-64	F	1	3
POA0846	55-64	M		7
POA0846	55-64	M	0	16
POA0846	55-64	M	1	5
POA0846	65-74	F		3
POA0846	65-74	F	0	13
POA0846	65-74	M		7
POA0846	65-74	M	0	28
POA0846	65-74	M	1	4
POA0846	75-84	F	0	4
POA0846	75-84	M		3
POA0846	75-84	M	0	8
POA0846	85+	F	0	3
POA0847	15-19	F	0	9
POA0847	15-19	M		3
POA0847	15-19	M	0	12
POA0847	15-19	M	1	3
POA0847	20-24	F		3
POA0847	20-24	F	0	9
POA0847	20-24	M		3
POA0847	20-24	M	0	9
POA0847	25-34	F		3
POA0847	25-34	F	0	12
POA0847	25-34	M	0	12
POA0847	25-34	M	1	3
POA0847	35-44	F		3
POA0847	35-44	F	0	10
POA0847	35-44	F	1	4
POA0847	35-44	M		5
POA0847	35-44	M	0	13
POA0847	35-44	M	1	3
POA0847	45-54	F		3
POA0847	45-54	F	0	17
POA0847	45-54	F	1	3
POA0847	45-54	M		3
POA0847	45-54	M	0	19
POA0847	45-54	M	1	5
POA0847	55-64	F	0	10
POA0847	55-64	F	1	3
POA0847	55-64	M		4
POA0847	55-64	M	0	13
POA0847	55-64	M	1	4
POA0847	65-74	F	0	8
POA0847	65-74	M		3
POA0847	65-74	M	0	8
POA0847	65-74	M	1	4
POA0847	75-84	F	0	4
POA0847	75-84	M	0	6
POA0850	15-19	F		61
POA0850	15-19	F	0	138
POA0850	15-19	F	1	28
POA0850	15-19	M		91
POA0850	15-19	M	0	148
POA0850	15-19	M	1	32
POA0850	20-24	F		58
POA0850	20-24	F	0	166
POA0850	20-24	F	1	40
POA0850	20-24	M		50
POA0850	20-24	M	0	171
POA0850	20-24	M	1	27
POA0850	25-34	F		154
POA0850	25-34	F	0	411
POA0850	25-34	F	1	131
POA0850	25-34	M		152
POA0850	25-34	M	0	418
POA0850	25-34	M	1	96
POA0850	35-44	F		115
POA0850	35-44	F	0	317
POA0850	35-44	F	1	120
POA0850	35-44	M		96
POA0850	35-44	M	0	305
POA0850	35-44	M	1	82
POA0850	45-54	F		146
POA0850	45-54	F	0	322
POA0850	45-54	F	1	133
POA0850	45-54	M		134
POA0850	45-54	M	0	341
POA0850	45-54	M	1	104
POA0850	55-64	F		103
POA0850	55-64	F	0	255
POA0850	55-64	F	1	89
POA0850	55-64	M		134
POA0850	55-64	M	0	312
POA0850	55-64	M	1	66
POA0850	65-74	F		48
POA0850	65-74	F	0	123
POA0850	65-74	F	1	48
POA0850	65-74	M		67
POA0850	65-74	M	0	202
POA0850	65-74	M	1	32
POA0850	75-84	F		25
POA0850	75-84	F	0	50
POA0850	75-84	F	1	15
POA0850	75-84	M		37
POA0850	75-84	M	0	63
POA0850	75-84	M	1	11
POA0850	85+	F		11
POA0850	85+	F	0	7
POA0850	85+	M		12
POA0850	85+	M	0	13
POA0852	15-19	F		89
POA0852	15-19	F	0	219
