POA_CODE_2016	Age	NeedsAssistance	Sex	persons
POA0810	75-84		F	50
POA0810	75-84		M	47
POA0810	75-84	0	F	252
POA0810	75-84	0	M	291
POA0810	75-84	1	F	131
POA0810	75-84	1	M	90
POA0810	85+		F	14
POA0810	85+		M	11
POA0810	85+	0	F	36
POA0810	85+	0	M	34
POA0810	85+	1	F	86
POA0810	85+	1	M	43
POA0812	0-4		F	72
POA0812	0-4		M	80
POA0812	0-4	0	F	596
POA0812	0-4	0	M	561
POA0812	0-4	1	F	8
POA0812	0-4	1	M	8
POA0812	5-14		F	137
POA0812	5-14		M	137
POA0812	5-14	0	F	1185
POA0812	5-14	0	M	1200
POA0812	5-14	1	F	25
POA0812	5-14	1	M	59
POA0812	15-19		F	53
POA0812	15-19		M	64
POA0812	15-19	0	F	511
POA0812	15-19	0	M	578
POA0812	15-19	1	F	11
POA0812	15-19	1	M	19
POA0812	20-24		F	54
POA0812	20-24		M	62
POA0812	20-24	0	F	461
POA0812	20-24	0	M	508
POA0812	20-24	1	F	6
POA0812	20-24	1	M	16
POA0812	25-34		F	179
POA0812	25-34		M	188
POA0812	25-34	0	F	1276
POA0812	25-34	0	M	1181
POA0812	25-34	1	F	22
POA0812	25-34	1	M	17
POA0812	35-44		F	139
POA0812	35-44		M	134
POA0812	35-44	0	F	1281
POA0812	35-44	0	M	1226
POA0812	35-44	1	F	15
POA0812	35-44	1	M	17
POA0812	45-54		F	138
POA0812	45-54		M	126
POA0812	45-54	0	F	1214
POA0812	45-54	0	M	1135
POA0812	45-54	1	F	35
POA0812	45-54	1	M	33
POA0812	55-64		F	115
POA0812	55-64		M	138
POA0812	55-64	0	F	1024
POA0812	55-64	0	M	1030
POA0812	55-64	1	F	58
POA0812	55-64	1	M	40
POA0812	65-74		F	52
POA0812	65-74		M	67
POA0812	65-74	0	F	461
POA0812	65-74	0	M	541
POA0812	65-74	1	F	56
POA0812	65-74	1	M	59
POA0812	75-84		F	19
POA0812	75-84		M	17
POA0812	75-84	0	F	124
POA0812	75-84	0	M	121
POA0812	75-84	1	F	65
POA0812	75-84	1	M	36
POA0812	85+		F	6
POA0812	85+		M	3
POA0812	85+	0	F	10
POA0812	85+	0	M	22
POA0812	85+	1	F	29
POA0812	85+	1	M	9
POA0815	15-19		F	4
POA0815	15-19		M	7
POA0815	15-19	0	F	8
POA0815	15-19	0	M	4
POA0815	20-24		F	10
POA0815	20-24		M	29
POA0815	20-24	0	F	16
POA0815	20-24	0	M	47
POA0815	25-34		F	15
POA0815	25-34		M	29
POA0815	25-34	0	F	29
POA0815	25-34	0	M	51
POA0815	25-34	1	M	3
POA0815	35-44		F	3
POA0815	35-44		M	7
POA0815	35-44	0	F	3
POA0815	35-44	0	M	4
POA0815	45-54	0	M	4
POA0815	55-64		M	3
POA0815	55-64	0	F	3
POA0815	55-64	0	M	4
POA0820	0-4		F	60
POA0820	0-4		M	54
POA0820	0-4	0	F	497
POA0820	0-4	0	M	489
POA0820	0-4	1	F	4
POA0820	0-4	1	M	4
POA0820	5-14		F	86
POA0820	5-14		M	101
POA0820	5-14	0	F	844
POA0820	5-14	0	M	890
POA0820	5-14	1	F	8
POA0820	5-14	1	M	15
POA0820	15-19		F	44
POA0820	15-19		M	53
POA0820	15-19	0	F	348
POA0820	15-19	0	M	397
POA0820	15-19	1	F	4
POA0820	15-19	1	M	7
POA0820	20-24		F	67
POA0820	20-24		M	126
POA0820	20-24	0	F	537
POA0820	20-24	0	M	597
POA0820	20-24	1	F	3
POA0820	25-34		F	279
POA0820	25-34		M	339
POA0820	25-34	0	F	1962
POA0820	25-34	0	M	2000
POA0820	25-34	1	F	13
POA0820	25-34	1	M	9
POA0820	35-44		F	174
POA0820	35-44		M	196
POA0820	35-44	0	F	1280
POA0820	35-44	0	M	1378
POA0820	35-44	1	F	6
POA0820	35-44	1	M	13
POA0820	45-54		F	131
POA0820	45-54		M	167
POA0820	45-54	0	F	1117
POA0820	45-54	0	M	1287
POA0820	45-54	1	F	22
POA0820	45-54	1	M	18
POA0820	55-64		F	116
POA0820	55-64		M	130
POA0820	55-64	0	F	839
POA0820	55-64	0	M	938
POA0820	55-64	1	F	30
POA0820	55-64	1	M	26
POA0820	65-74		F	54
POA0820	65-74		M	78
POA0820	65-74	0	F	418
POA0820	65-74	0	M	513
POA0820	65-74	1	F	37
POA0820	65-74	1	M	61
POA0820	75-84		F	19
POA0820	75-84		M	19
POA0820	75-84	0	F	124
POA0820	75-84	0	M	161
POA0820	75-84	1	F	52
POA0820	75-84	1	M	49
POA0820	85+		F	11
POA0820	85+		M	9
POA0820	85+	0	F	22
POA0820	85+	0	M	17
POA0820	85+	1	F	53
POA0820	85+	1	M	33
POA0822	0-4		F	198
POA0822	0-4		M	150
POA0822	0-4	0	F	836
POA0822	0-4	0	M	927
POA0822	0-4	1	F	4
POA0822	0-4	1	M	8
POA0822	5-14		F	217
POA0822	5-14		M	230
POA0822	5-14	0	F	1906
POA0822	5-14	0	M	2122
POA0822	5-14	1	F	16
POA0822	5-14	1	M	47
POA0822	15-19		F	75
POA0822	15-19		M	123
POA0822	15-19	0	F	952
POA0822	15-19	0	M	986
POA0822	15-19	1	F	11
POA0822	15-19	1	M	15
POA0822	20-24		F	91
POA0822	20-24		M	85
POA0822	20-24	0	F	882
POA0822	20-24	0	M	921
POA0822	20-24	1	F	12
POA0822	20-24	1	M	14
POA0822	25-34		F	261
POA0822	25-34		M	297
POA0822	25-34	0	F	1859
POA0822	25-34	0	M	1790
POA0822	25-34	1	F	25
POA0822	25-34	1	M	45
POA0822	35-44		F	254
POA0822	35-44		M	318
POA0822	35-44	0	F	1501
POA0822	35-44	0	M	1515
POA0822	35-44	1	F	29
POA0822	35-44	1	M	51
POA0822	45-54		F	209
POA0822	45-54		M	229
POA0822	45-54	0	F	1294
POA0822	45-54	0	M	1333
POA0822	45-54	1	F	83
POA0822	45-54	1	M	92
POA0822	55-64		F	129
POA0822	55-64		M	186
POA0822	55-64	0	F	865
POA0822	55-64	0	M	912
POA0822	55-64	1	F	104
POA0822	55-64	1	M	74
POA0822	65-74		F	50
POA0822	65-74		M	69
POA0822	65-74	0	F	327
POA0822	65-74	0	M	370
POA0822	65-74	1	F	72
POA0822	65-74	1	M	95
POA0822	75-84		F	21
POA0822	75-84		M	27
POA0822	75-84	0	F	69
POA0822	75-84	0	M	77
POA0822	75-84	1	F	39
POA0822	75-84	1	M	32
POA0822	85+		F	4
POA0822	85+	0	F	7
POA0822	85+	0	M	9
POA0822	85+	1	F	11
POA0822	85+	1	M	5
POA0828	0-4		F	3
POA0828	0-4		M	3
POA0828	0-4	0	F	20
POA0828	0-4	0	M	20
POA0828	0-4	1	F	3
POA0828	5-14		F	29
POA0828	5-14		M	26
POA0828	5-14	0	F	59
POA0828	5-14	0	M	68
POA0828	15-19		F	14
POA0828	15-19		M	9
POA0828	15-19	0	F	66
POA0828	15-19	0	M	66
POA0828	20-24		F	3
POA0828	20-24		M	5
POA0828	20-24	0	F	41
POA0828	20-24	0	M	42
POA0828	25-34		F	10
POA0828	25-34		M	3
POA0828	25-34	0	F	61
POA0828	25-34	0	M	71
POA0828	35-44		F	11
POA0828	35-44		M	8
POA0828	35-44	0	F	57
POA0828	35-44	0	M	57
POA0828	45-54		F	7
POA0828	45-54		M	11
POA0828	45-54	0	F	66
POA0828	45-54	0	M	67
POA0828	55-64		F	13
POA0828	55-64		M	24
POA0828	55-64	0	F	48
POA0828	55-64	0	M	67
POA0828	55-64	1	F	3
POA0828	55-64	1	M	7
POA0828	65-74		F	10
POA0828	65-74		M	14
POA0828	65-74	0	F	23
POA0828	65-74	0	M	41
POA0828	65-74	1	F	8
POA0828	65-74	1	M	3
POA0828	75-84	0	F	3
POA0828	75-84	0	M	3
POA0828	75-84	1	M	5
POA0828	85+	0	M	4
POA0828	85+	1	F	3
POA0828	85+	1	M	3
POA0829	0-4		M	4
POA0829	0-4	0	F	8
POA0829	0-4	0	M	9
POA0829	5-14		F	4
POA0829	5-14		M	4
POA0829	5-14	0	F	10
POA0829	5-14	0	M	6
POA0829	5-14	1	M	3
POA0829	15-19		M	26
POA0829	15-19	0	F	7
POA0829	15-19	0	M	67
POA0829	20-24		F	14
POA0829	20-24		M	155
POA0829	20-24	0	F	38
POA0829	20-24	0	M	264
POA0829	25-34		F	24
POA0829	25-34		M	344
POA0829	25-34	0	F	34
POA0829	25-34	0	M	156
POA0829	35-44		F	24
POA0829	35-44		M	231
POA0829	35-44	0	F	13
POA0829	35-44	0	M	44
POA0829	45-54		F	16
POA0829	45-54		M	148
POA0829	45-54	0	F	18
POA0829	45-54	0	M	36
POA0829	55-64		F	11
POA0829	55-64		M	46
POA0829	55-64	0	F	23
POA0829	55-64	0	M	24
POA0829	65-74		M	4
POA0829	65-74	0	F	8
POA0829	65-74	0	M	11
POA0829	75-84	0	M	3
POA0830	0-4		F	100
POA0830	0-4		M	112
POA0830	0-4	0	F	734
POA0830	0-4	0	M	729
POA0830	0-4	1	F	4
POA0830	0-4	1	M	12
POA0830	5-14		F	148
POA0830	5-14		M	138
POA0830	5-14	0	F	1156
POA0830	5-14	0	M	1261
POA0830	5-14	1	F	34
POA0830	5-14	1	M	73
POA0830	15-19		F	57
POA0830	15-19		M	73
POA0830	15-19	0	F	520
POA0830	15-19	0	M	511
POA0830	15-19	1	F	15
POA0830	15-19	1	M	23
POA0830	20-24		F	88
POA0830	20-24		M	74
POA0830	20-24	0	F	504
POA0830	20-24	0	M	579
POA0830	20-24	1	F	10
POA0830	20-24	1	M	18
POA0830	25-34		F	200
POA0830	25-34		M	174
POA0830	25-34	0	F	1469
POA0830	25-34	0	M	1377
POA0830	25-34	1	F	11
POA0830	25-34	1	M	16
POA0830	35-44		F	145
POA0830	35-44		M	158
POA0830	35-44	0	F	1259
POA0830	35-44	0	M	1219
POA0830	35-44	1	F	31
POA0830	35-44	1	M	20
POA0830	45-54		F	114
POA0830	45-54		M	131
POA0830	45-54	0	F	1011
POA0830	45-54	0	M	1111
POA0830	45-54	1	F	51
POA0830	45-54	1	M	32
POA0830	55-64		F	99
POA0830	55-64		M	100
POA0830	55-64	0	F	638
POA0830	55-64	0	M	693
POA0830	55-64	1	F	41
POA0830	55-64	1	M	48
POA0830	65-74		F	44
POA0830	65-74		M	55
POA0830	65-74	0	F	279
POA0830	65-74	0	M	267
POA0830	65-74	1	F	42
POA0830	65-74	1	M	58
POA0830	75-84		F	16
POA0830	75-84		M	16
POA0830	75-84	0	F	76
POA0830	75-84	0	M	67
POA0830	75-84	1	F	41
POA0830	75-84	1	M	37
POA0830	85+		F	9
POA0830	85+	0	F	4
POA0830	85+	0	M	9
POA0830	85+	1	F	25
POA0830	85+	1	M	19
POA0832	0-4		F	54
POA0832	0-4		M	53
POA0832	0-4	0	F	791
POA0832	0-4	0	M	861
POA0832	0-4	1	F	4
POA0832	0-4	1	M	9
POA0832	5-14		F	63
POA0832	5-14		M	80
POA0832	5-14	0	F	1163
POA0832	5-14	0	M	1038
POA0832	5-14	1	F	17
POA0832	5-14	1	M	60
POA0832	15-19		F	34
POA0832	15-19		M	25
POA0832	15-19	0	F	372
POA0832	15-19	0	M	405
POA0832	15-19	1	F	9
POA0832	15-19	1	M	8
POA0832	20-24		F	51
POA0832	20-24		M	50
POA0832	20-24	0	F	637
POA0832	20-24	0	M	619
POA0832	20-24	1	F	8
POA0832	20-24	1	M	6
POA0832	25-34		F	114
POA0832	25-34		M	132
POA0832	25-34	0	F	1622
POA0832	25-34	0	M	1620
POA0832	25-34	1	F	9
POA0832	25-34	1	M	18
POA0832	35-44		F	108
POA0832	35-44		M	95
POA0832	35-44	0	F	1207
POA0832	35-44	0	M	1233
POA0832	35-44	1	F	11
POA0832	35-44	1	M	11
POA0832	45-54		F	62
POA0832	45-54		M	66
POA0832	45-54	0	F	700
POA0832	45-54	0	M	761
POA0832	45-54	1	F	7
POA0832	45-54	1	M	18
POA0832	55-64		F	48
POA0832	55-64		M	42
POA0832	55-64	0	F	401
POA0832	55-64	0	M	379
POA0832	55-64	1	F	20
POA0832	55-64	1	M	23
POA0832	65-74		F	16
POA0832	65-74		M	6
POA0832	65-74	0	F	146
POA0832	65-74	0	M	117
POA0832	65-74	1	F	20
POA0832	65-74	1	M	9
POA0832	75-84		F	4
POA0832	75-84		M	6
POA0832	75-84	0	F	44
POA0832	75-84	0	M	38
POA0832	75-84	1	F	18
POA0832	75-84	1	M	10
POA0832	85+	0	M	6
POA0832	85+	1	F	7
POA0832	85+	1	M	7
POA0834	0-4		F	3
POA0834	0-4		M	9
POA0834	0-4	0	F	47
POA0834	0-4	0	M	46
POA0834	5-14		F	18
POA0834	5-14		M	13
POA0834	5-14	0	F	114
POA0834	5-14	0	M	108
POA0834	5-14	1	M	3
POA0834	15-19		F	5
POA0834	15-19		M	7
POA0834	15-19	0	F	48
POA0834	15-19	0	M	60
POA0834	20-24		F	4
POA0834	20-24		M	3
POA0834	20-24	0	F	33
POA0834	20-24	0	M	53
POA0834	25-34		F	11
POA0834	25-34		M	12
POA0834	25-34	0	F	92
POA0834	25-34	0	M	84
POA0834	25-34	1	F	3
POA0834	25-34	1	M	9
POA0834	35-44		F	11
POA0834	35-44		M	10
POA0834	35-44	0	F	108
POA0834	35-44	0	M	111
POA0834	45-54		F	23
POA0834	45-54		M	21
POA0834	45-54	0	F	148
POA0834	45-54	0	M	171
POA0834	45-54	1	M	3
POA0834	55-64		F	19
POA0834	55-64		M	17
POA0834	55-64	0	F	117
POA0834	55-64	0	M	128
POA0834	55-64	1	F	10
POA0834	55-64	1	M	3
POA0834	65-74		M	4
POA0834	65-74	0	F	39
POA0834	65-74	0	M	55
POA0834	65-74	1	F	4
POA0834	65-74	1	M	3
POA0834	75-84	0	F	9
POA0834	75-84	0	M	17
POA0834	75-84	1	F	3
POA0835	0-4		F	3
POA0835	0-4		M	7
POA0835	0-4	0	F	58
POA0835	0-4	0	M	59
POA0835	5-14		F	24
POA0835	5-14		M	27
POA0835	5-14	0	F	184
POA0835	5-14	0	M	195
POA0835	5-14	1	F	4
POA0835	5-14	1	M	6
POA0835	15-19		F	12
POA0835	15-19		M	16
POA0835	15-19	0	F	77
POA0835	15-19	0	M	91
POA0835	15-19	1	M	3
POA0835	20-24		F	5
POA0835	20-24		M	57
POA0835	20-24	0	F	73
POA0835	20-24	0	M	120
POA0835	25-34		F	25
POA0835	25-34		M	370
POA0835	25-34	0	F	134
POA0835	25-34	0	M	415
POA0835	25-34	1	M	3
POA0835	35-44		F	29
POA0835	35-44		M	343
POA0835	35-44	0	F	185
POA0835	35-44	0	M	419
POA0835	35-44	1	F	3
POA0835	35-44	1	M	3
POA0835	45-54		F	46
POA0835	45-54		M	263
POA0835	45-54	0	F	264
POA0835	45-54	0	M	429
POA0835	45-54	1	F	3
POA0835	45-54	1	M	11
POA0835	55-64		F	30
POA0835	55-64		M	129
POA0835	55-64	0	F	226
POA0835	55-64	0	M	323
POA0835	55-64	1	F	11
POA0835	55-64	1	M	14
POA0835	65-74		F	17
POA0835	65-74		M	35
POA0835	65-74	0	F	95
POA0835	65-74	0	M	149
POA0835	65-74	1	F	11
POA0835	65-74	1	M	9
POA0835	75-84		F	4
POA0835	75-84		M	5
POA0835	75-84	0	F	20
POA0835	75-84	0	M	43
POA0835	75-84	1	F	8
POA0835	75-84	1	M	5
POA0835	85+		M	3
POA0835	85+	0	F	3
POA0835	85+	0	M	7
POA0835	85+	1	F	7
POA0835	85+	1	M	7
POA0836	0-4		F	45
POA0836	0-4		M	32
POA0836	0-4	0	F	248
POA0836	0-4	0	M	242
POA0836	0-4	1	F	4
POA0836	0-4	1	M	3
POA0836	5-14		F	47
POA0836	5-14		M	67
POA0836	5-14	0	F	481
POA0836	5-14	0	M	563
POA0836	5-14	1	F	16
POA0836	5-14	1	M	11
POA0836	15-19		F	25
POA0836	15-19		M	37
POA0836	15-19	0	F	193
POA0836	15-19	0	M	248
POA0836	15-19	1	F	7
POA0836	15-19	1	M	7
POA0836	20-24		F	21
POA0836	20-24		M	20
POA0836	20-24	0	F	155
POA0836	20-24	0	M	183
POA0836	20-24	1	F	4
POA0836	20-24	1	M	9
POA0836	25-34		F	58
POA0836	25-34		M	61
POA0836	25-34	0	F	438
POA0836	25-34	0	M	432
POA0836	25-34	1	M	5
POA0836	35-44		F	71
POA0836	35-44		M	71
POA0836	35-44	0	F	555
POA0836	35-44	0	M	534
POA0836	35-44	1	F	4
POA0836	35-44	1	M	7
POA0836	45-54		F	76
POA0836	45-54		M	82
POA0836	45-54	0	F	571
POA0836	45-54	0	M	644
POA0836	45-54	1	F	9
POA0836	45-54	1	M	9
POA0836	55-64		F	45
POA0836	55-64		M	59
POA0836	55-64	0	F	338
POA0836	55-64	0	M	402
POA0836	55-64	1	F	17
POA0836	55-64	1	M	18
POA0836	65-74		F	28
POA0836	65-74		M	37
POA0836	65-74	0	F	155
POA0836	65-74	0	M	202
POA0836	65-74	1	F	11
POA0836	65-74	1	M	23
POA0836	75-84		F	6
POA0836	75-84		M	7
POA0836	75-84	0	F	36
POA0836	75-84	0	M	27
POA0836	75-84	1	F	10
POA0836	75-84	1	M	16
POA0836	85+		F	3
POA0836	85+	0	M	3
POA0836	85+	1	F	4
POA0836	85+	1	M	4
POA0837	0-4		F	3
POA0837	0-4		M	3
POA0837	0-4	0	F	6
POA0837	0-4	0	M	15
POA0837	5-14		F	6
POA0837	5-14		M	3
POA0837	5-14	0	F	15
POA0837	5-14	0	M	22
POA0837	5-14	1	F	3
POA0837	15-19		M	4
POA0837	15-19	0	F	9
POA0837	15-19	0	M	7
POA0837	20-24	0	F	4
POA0837	20-24	0	M	15
POA0837	25-34		F	3
POA0837	25-34	0	F	16
POA0837	25-34	0	M	14
POA0837	35-44		F	8
POA0837	35-44		M	8
POA0837	35-44	0	F	21
POA0837	35-44	0	M	18
POA0837	45-54		F	3
POA0837	45-54		M	5
POA0837	45-54	0	F	37
POA0837	45-54	0	M	30
POA0837	55-64		F	5
POA0837	55-64		M	4
POA0837	55-64	0	F	20
POA0837	55-64	0	M	32
POA0837	55-64	1	M	8
POA0837	65-74		F	3
POA0837	65-74		M	7
POA0837	65-74	0	F	8
POA0837	65-74	0	M	13
POA0837	65-74	1	F	3
POA0837	65-74	1	M	3
POA0837	75-84	0	M	3
POA0838	0-4		F	5
POA0838	0-4		M	3
POA0838	0-4	0	F	28
POA0838	0-4	0	M	31
POA0838	5-14		F	6
POA0838	5-14		M	6
POA0838	5-14	0	F	42
POA0838	5-14	0	M	55
POA0838	15-19		F	7
POA0838	15-19		M	9
POA0838	15-19	0	F	18
POA0838	15-19	0	M	24
POA0838	20-24		F	3
POA0838	20-24	0	F	22
POA0838	20-24	0	M	17
POA0838	25-34		F	3
POA0838	25-34		M	3
POA0838	25-34	0	F	43
POA0838	25-34	0	M	61
POA0838	35-44		F	12
POA0838	35-44		M	11
POA0838	35-44	0	F	57
POA0838	35-44	0	M	57
POA0838	45-54		F	3
POA0838	45-54		M	15
POA0838	45-54	0	F	49
POA0838	45-54	0	M	48
POA0838	45-54	1	F	6
POA0838	55-64		F	8
POA0838	55-64		M	10
POA0838	55-64	0	F	34
POA0838	55-64	0	M	57
POA0838	55-64	1	M	6
POA0838	65-74		F	3
POA0838	65-74	0	F	19
POA0838	65-74	0	M	25
POA0838	65-74	1	F	5
POA0838	75-84	0	M	7
POA0839	0-4		F	3
POA0839	0-4		M	4
POA0839	0-4	0	F	14
POA0839	0-4	0	M	20
POA0839	5-14		F	7
POA0839	5-14		M	7
POA0839	5-14	0	F	14
POA0839	5-14	0	M	24
POA0839	15-19		F	11
POA0839	15-19	0	F	21
POA0839	15-19	0	M	6
POA0839	20-24		F	11
POA0839	20-24		M	5
POA0839	20-24	0	F	33
POA0839	20-24	0	M	39
POA0839	25-34		F	7
POA0839	25-34		M	15
POA0839	25-34	0	F	51
POA0839	25-34	0	M	45
POA0839	25-34	1	M	3
POA0839	35-44		F	4
POA0839	35-44		M	4
POA0839	35-44	0	F	23
POA0839	35-44	0	M	26
POA0839	45-54		F	3
POA0839	45-54		M	3
POA0839	45-54	0	F	22
POA0839	45-54	0	M	18
POA0839	55-64		F	3
POA0839	55-64		M	9
POA0839	55-64	0	F	23
POA0839	55-64	0	M	24
POA0839	65-74		M	6
POA0839	65-74	0	F	13
POA0839	65-74	0	M	13
POA0839	75-84	0	F	4
POA0839	75-84	0	M	4
POA0840	0-4	0	F	3
POA0840	0-4	0	M	3
POA0840	5-14	0	F	7
POA0840	5-14	0	M	12
POA0840	15-19	0	F	3
POA0840	15-19	0	M	5
POA0840	20-24	0	F	8
POA0840	25-34	0	F	11
POA0840	25-34	0	M	8
POA0840	35-44	0	F	16
POA0840	35-44	0	M	17
POA0840	45-54		M	3
POA0840	45-54	0	F	21
POA0840	45-54	0	M	37
POA0840	55-64		F	3
POA0840	55-64		M	7
POA0840	55-64	0	F	34
POA0840	55-64	0	M	47
POA0840	55-64	1	F	4
POA0840	55-64	1	M	6
POA0840	65-74		F	3
POA0840	65-74		M	4
POA0840	65-74	0	F	23
POA0840	65-74	0	M	45
POA0840	65-74	1	M	6
POA0840	75-84	0	F	3
POA0840	75-84	0	M	7
POA0841	0-4		F	3
POA0841	0-4		M	3
POA0841	0-4	0	F	18
POA0841	0-4	0	M	21
POA0841	5-14		F	7
POA0841	5-14		M	8
POA0841	5-14	0	F	47
POA0841	5-14	0	M	53
POA0841	5-14	1	M	4
POA0841	15-19		F	5
POA0841	15-19		M	3
POA0841	15-19	0	F	12
POA0841	15-19	0	M	18
POA0841	20-24		F	3
POA0841	20-24		M	4
POA0841	20-24	0	F	9
POA0841	20-24	0	M	8
POA0841	25-34		F	4
POA0841	25-34		M	8
POA0841	25-34	0	F	42
POA0841	25-34	0	M	32
POA0841	35-44		F	9
POA0841	35-44		M	5
POA0841	35-44	0	F	42
POA0841	35-44	0	M	47
POA0841	45-54		F	6
POA0841	45-54		M	11
POA0841	45-54	0	F	45
POA0841	45-54	0	M	62
POA0841	55-64		M	7
POA0841	55-64	0	F	29
POA0841	55-64	0	M	47
POA0841	55-64	1	F	4
POA0841	55-64	1	M	3
POA0841	65-74		M	4
POA0841	65-74	0	F	18
POA0841	65-74	0	M	21
POA0841	65-74	1	F	3
POA0841	65-74	1	M	5
POA0841	75-84	0	M	6
POA0841	75-84	1	M	3
POA0845	0-4		F	3
POA0845	0-4	0	F	17
POA0845	0-4	0	M	19
POA0845	5-14		F	4
POA0845	5-14		M	7
POA0845	5-14	0	F	35
POA0845	5-14	0	M	24
POA0845	15-19	0	F	12
POA0845	15-19	0	M	19
POA0845	20-24		F	3
POA0845	20-24		M	4
POA0845	20-24	0	F	8
POA0845	20-24	0	M	8
POA0845	25-34		F	6
POA0845	25-34		M	3
POA0845	25-34	0	F	28
POA0845	25-34	0	M	17
POA0845	35-44		F	10
POA0845	35-44		M	6
POA0845	35-44	0	F	25
POA0845	35-44	0	M	15
POA0845	45-54		F	3
POA0845	45-54		M	11
POA0845	45-54	0	F	39
POA0845	45-54	0	M	42
POA0845	55-64		F	12
POA0845	55-64		M	3
POA0845	55-64	0	F	28
POA0845	55-64	0	M	29
POA0845	55-64	1	F	3
POA0845	65-74		F	5
POA0845	65-74		M	10
POA0845	65-74	0	F	13
POA0845	65-74	0	M	23
POA0845	65-74	1	M	3
POA0845	75-84	0	F	7
POA0845	75-84	0	M	5
POA0846	0-4		F	3
POA0846	0-4		M	3
POA0846	0-4	0	F	5
POA0846	0-4	0	M	10
POA0846	5-14		F	4
POA0846	5-14		M	4
POA0846	5-14	0	F	17
POA0846	5-14	0	M	22
POA0846	15-19	0	F	9
POA0846	15-19	0	M	3
POA0846	20-24	0	F	15
POA0846	20-24	0	M	13
POA0846	25-34		F	4
POA0846	25-34		M	3
POA0846	25-34	0	F	17
POA0846	25-34	0	M	12
POA0846	35-44		F	4
POA0846	35-44		M	5
POA0846	35-44	0	F	9
POA0846	35-44	0	M	9
POA0846	45-54		F	3
POA0846	45-54		M	8
POA0846	45-54	0	F	32
POA0846	45-54	0	M	16
POA0846	55-64		F	7
POA0846	55-64		M	7
POA0846	55-64	0	F	17
POA0846	55-64	0	M	25
POA0846	65-74		F	3
POA0846	65-74		M	8
POA0846	65-74	0	F	11
POA0846	65-74	0	M	27
POA0846	65-74	1	M	4
POA0846	75-84		M	3
POA0846	75-84	0	F	4
POA0846	75-84	0	M	3
POA0846	85+	1	F	3
POA0847	0-4		F	7
POA0847	0-4		M	4
POA0847	0-4	0	F	9
POA0847	0-4	0	M	8
