SA3_NAME16	Religion	Denomination	Sex	persons
Snowy Mountains	(Other)	Other spiritual beliefs	F	27
Snowy Mountains	(Other)	Other spiritual beliefs	M	13
Snowy Mountains	(Other)	Secular beliefs	F	36
Snowy Mountains	(Other)	Secular beliefs	M	38
Snowy Mountains	(Other)	Sikhism	F	3
Snowy Mountains	Buddhism		F	110
Snowy Mountains	Buddhism		M	70
Snowy Mountains	Christianity		F	168
Snowy Mountains	Christianity		M	132
Snowy Mountains	Christianity	(Other)	F	5
Snowy Mountains	Christianity	(Other)	M	3
Snowy Mountains	Christianity	Anglican	F	2026
Snowy Mountains	Christianity	Anglican	M	1917
Snowy Mountains	Christianity	Baptist	F	154
Snowy Mountains	Christianity	Baptist	M	182
Snowy Mountains	Christianity	Catholic	F	2258
Snowy Mountains	Christianity	Catholic	M	2298
Snowy Mountains	Christianity	Churches Of Christ	F	3
Snowy Mountains	Christianity	Churches Of Christ	M	3
Snowy Mountains	Christianity	Eastern Orthodox	F	68
Snowy Mountains	Christianity	Eastern Orthodox	M	73
Snowy Mountains	Christianity	Jehovah's Witnesses	F	48
Snowy Mountains	Christianity	Jehovah's Witnesses	M	25
Snowy Mountains	Christianity	Latter Day Saints	F	11
Snowy Mountains	Christianity	Latter Day Saints	M	3
Snowy Mountains	Christianity	Lutheran	F	74
Snowy Mountains	Christianity	Lutheran	M	71
Snowy Mountains	Christianity	Oriental Orthodox	F	3
Snowy Mountains	Christianity	Oriental Orthodox	M	4
Snowy Mountains	Christianity	Pentecostal	F	47
Snowy Mountains	Christianity	Pentecostal	M	50
Snowy Mountains	Christianity	Presbyterian Reformed	F	266
Snowy Mountains	Christianity	Presbyterian Reformed	M	257
Snowy Mountains	Christianity	Protestant (Other)	F	14
Snowy Mountains	Christianity	Protestant (Other)	M	16
Snowy Mountains	Christianity	Salvation Army	F	19
Snowy Mountains	Christianity	Salvation Army	M	20
Snowy Mountains	Christianity	Seventh Day Adventist	F	16
Snowy Mountains	Christianity	Seventh Day Adventist	M	10
Snowy Mountains	Christianity	Uniting Church	F	287
Snowy Mountains	Christianity	Uniting Church	M	258
Snowy Mountains	Hinduism		F	9
Snowy Mountains	Hinduism		M	8
Snowy Mountains	Islam		F	31
Snowy Mountains	Islam		M	40
Snowy Mountains	Judaism		F	8
Snowy Mountains	Judaism		M	11
Snowy Mountains	No religion		F	2630
Snowy Mountains	No religion		M	3128
South Coast	(Other)		F	3591
South Coast	(Other)		M	3764
South Coast	(Other)	(Other)	F	155
South Coast	(Other)	(Other)	M	99
South Coast	(Other)	Australian Aboriginal Traditional	F	23
South Coast	(Other)	Australian Aboriginal Traditional	M	15
South Coast	(Other)	Other spiritual beliefs	F	104
South Coast	(Other)	Other spiritual beliefs	M	77
South Coast	(Other)	Secular beliefs	F	96
South Coast	(Other)	Secular beliefs	M	128
South Coast	(Other)	Sikhism	F	10
South Coast	(Other)	Sikhism	M	10
South Coast	Buddhism		F	422
South Coast	Buddhism		M	243
South Coast	Christianity		F	701
South Coast	Christianity		M	583
South Coast	Christianity	(Other)	F	35
South Coast	Christianity	(Other)	M	32
South Coast	Christianity	Anglican	F	8423
South Coast	Christianity	Anglican	M	7238
South Coast	Christianity	Baptist	F	365
South Coast	Christianity	Baptist	M	339
South Coast	Christianity	Brethren	F	3
South Coast	Christianity	Catholic	F	7214
South Coast	Christianity	Catholic	M	6742
South Coast	Christianity	Churches Of Christ	F	21
South Coast	Christianity	Churches Of Christ	M	12
South Coast	Christianity	Eastern Orthodox	F	133
South Coast	Christianity	Eastern Orthodox	M	158
South Coast	Christianity	Jehovah's Witnesses	F	280
South Coast	Christianity	Jehovah's Witnesses	M	187
South Coast	Christianity	Latter Day Saints	F	57
South Coast	Christianity	Latter Day Saints	M	51
South Coast	Christianity	Lutheran	F	164
South Coast	Christianity	Lutheran	M	127
South Coast	Christianity	Oriental Orthodox	F	7
South Coast	Christianity	Oriental Orthodox	M	9
South Coast	Christianity	Pentecostal	F	177
South Coast	Christianity	Pentecostal	M	145
South Coast	Christianity	Presbyterian Reformed	F	1141
South Coast	Christianity	Presbyterian Reformed	M	1000
South Coast	Christianity	Protestant (Other)	F	97
South Coast	Christianity	Protestant (Other)	M	81
South Coast	Christianity	Salvation Army	F	101
South Coast	Christianity	Salvation Army	M	92
South Coast	Christianity	Seventh Day Adventist	F	102
South Coast	Christianity	Seventh Day Adventist	M	71
South Coast	Christianity	Uniting Church	F	1442
South Coast	Christianity	Uniting Church	M	1046
South Coast	Hinduism		F	59
South Coast	Hinduism		M	65
South Coast	Islam		F	33
South Coast	Islam		M	41
South Coast	Judaism		F	35
South Coast	Judaism		M	22
South Coast	No religion		F	11046
South Coast	No religion		M	12246
Goulburn - Mulwaree	(Other)		F	1556
Goulburn - Mulwaree	(Other)		M	2274
Goulburn - Mulwaree	(Other)	(Other)	F	48
Goulburn - Mulwaree	(Other)	(Other)	M	41
Goulburn - Mulwaree	(Other)	Other spiritual beliefs	F	34
Goulburn - Mulwaree	(Other)	Other spiritual beliefs	M	21
Goulburn - Mulwaree	(Other)	Secular beliefs	F	45
Goulburn - Mulwaree	(Other)	Secular beliefs	M	49
Goulburn - Mulwaree	(Other)	Sikhism	F	25
Goulburn - Mulwaree	(Other)	Sikhism	M	25
Goulburn - Mulwaree	Buddhism		F	143
Goulburn - Mulwaree	Buddhism		M	102
Goulburn - Mulwaree	Christianity		F	251
Goulburn - Mulwaree	Christianity		M	250
Goulburn - Mulwaree	Christianity	(Other)	F	16
Goulburn - Mulwaree	Christianity	(Other)	M	17
Goulburn - Mulwaree	Christianity	Anglican	F	4851
Goulburn - Mulwaree	Christianity	Anglican	M	4450
Goulburn - Mulwaree	Christianity	Baptist	F	201
Goulburn - Mulwaree	Christianity	Baptist	M	181
Goulburn - Mulwaree	Christianity	Brethren	F	61
Goulburn - Mulwaree	Christianity	Brethren	M	64
Goulburn - Mulwaree	Christianity	Catholic	F	5288
Goulburn - Mulwaree	Christianity	Catholic	M	5000
Goulburn - Mulwaree	Christianity	Churches Of Christ	F	3
Goulburn - Mulwaree	Christianity	Eastern Orthodox	F	93
Goulburn - Mulwaree	Christianity	Eastern Orthodox	M	121
Goulburn - Mulwaree	Christianity	Jehovah's Witnesses	F	50
Goulburn - Mulwaree	Christianity	Jehovah's Witnesses	M	30
Goulburn - Mulwaree	Christianity	Latter Day Saints	F	35
Goulburn - Mulwaree	Christianity	Latter Day Saints	M	21
Goulburn - Mulwaree	Christianity	Lutheran	F	44
Goulburn - Mulwaree	Christianity	Lutheran	M	38
Goulburn - Mulwaree	Christianity	Oriental Orthodox	F	4
Goulburn - Mulwaree	Christianity	Oriental Orthodox	M	7
Goulburn - Mulwaree	Christianity	Pentecostal	F	71
Goulburn - Mulwaree	Christianity	Pentecostal	M	56
Goulburn - Mulwaree	Christianity	Presbyterian Reformed	F	394
Goulburn - Mulwaree	Christianity	Presbyterian Reformed	M	423
Goulburn - Mulwaree	Christianity	Protestant (Other)	F	29
Goulburn - Mulwaree	Christianity	Protestant (Other)	M	31
Goulburn - Mulwaree	Christianity	Salvation Army	F	56
Goulburn - Mulwaree	Christianity	Salvation Army	M	40
Goulburn - Mulwaree	Christianity	Seventh Day Adventist	F	53
Goulburn - Mulwaree	Christianity	Seventh Day Adventist	M	39
Goulburn - Mulwaree	Christianity	Uniting Church	F	780
Goulburn - Mulwaree	Christianity	Uniting Church	M	732
Goulburn - Mulwaree	Hinduism		F	57
Goulburn - Mulwaree	Hinduism		M	66
Goulburn - Mulwaree	Islam		F	56
Goulburn - Mulwaree	Islam		M	60
Goulburn - Mulwaree	Judaism		F	5
Goulburn - Mulwaree	Judaism		M	7
Goulburn - Mulwaree	No religion		F	3310
Goulburn - Mulwaree	No religion		M	3836
Young - Yass	(Other)		F	1539
Young - Yass	(Other)		M	1601
Young - Yass	(Other)	(Other)	F	46
Young - Yass	(Other)	(Other)	M	56
Young - Yass	(Other)	Australian Aboriginal Traditional	F	3
Young - Yass	(Other)	Other spiritual beliefs	F	32
Young - Yass	(Other)	Other spiritual beliefs	M	12
Young - Yass	(Other)	Secular beliefs	F	31
Young - Yass	(Other)	Secular beliefs	M	41
Young - Yass	(Other)	Sikhism	F	4
Young - Yass	(Other)	Sikhism	M	10
Young - Yass	Buddhism		F	94
Young - Yass	Buddhism		M	56
Young - Yass	Christianity		F	322
Young - Yass	Christianity		M	306
Young - Yass	Christianity	(Other)	F	16
Young - Yass	Christianity	(Other)	M	7
Young - Yass	Christianity	Anglican	F	4545
Young - Yass	Christianity	Anglican	M	4156
Young - Yass	Christianity	Baptist	F	198
Young - Yass	Christianity	Baptist	M	190
Young - Yass	Christianity	Brethren	F	53
Young - Yass	Christianity	Brethren	M	51
Young - Yass	Christianity	Catholic	F	5602
Young - Yass	Christianity	Catholic	M	5284
Young - Yass	Christianity	Churches Of Christ	F	4
Young - Yass	Christianity	Eastern Orthodox	F	74
Young - Yass	Christianity	Eastern Orthodox	M	60
Young - Yass	Christianity	Jehovah's Witnesses	F	44
Young - Yass	Christianity	Jehovah's Witnesses	M	34
Young - Yass	Christianity	Latter Day Saints	F	3
Young - Yass	Christianity	Latter Day Saints	M	4
Young - Yass	Christianity	Lutheran	F	96
Young - Yass	Christianity	Lutheran	M	77
Young - Yass	Christianity	Pentecostal	F	71
Young - Yass	Christianity	Pentecostal	M	77
Young - Yass	Christianity	Presbyterian Reformed	F	527
Young - Yass	Christianity	Presbyterian Reformed	M	482
Young - Yass	Christianity	Protestant (Other)	F	38
Young - Yass	Christianity	Protestant (Other)	M	35
Young - Yass	Christianity	Salvation Army	F	64
Young - Yass	Christianity	Salvation Army	M	49
Young - Yass	Christianity	Seventh Day Adventist	F	36
Young - Yass	Christianity	Seventh Day Adventist	M	37
Young - Yass	Christianity	Uniting Church	F	864
Young - Yass	Christianity	Uniting Church	M	757
Young - Yass	Hinduism		F	17
Young - Yass	Hinduism		M	27
Young - Yass	Islam		F	170
Young - Yass	Islam		M	161
Young - Yass	Judaism		F	14
Young - Yass	Judaism		M	8
Young - Yass	No religion		F	3744
Young - Yass	No religion		M	4110
Gosford	(Other)		F	6985
Gosford	(Other)		M	7083
Gosford	(Other)	(Other)	F	263
Gosford	(Other)	(Other)	M	167
Gosford	(Other)	Australian Aboriginal Traditional	F	13
Gosford	(Other)	Australian Aboriginal Traditional	M	20
Gosford	(Other)	Other spiritual beliefs	F	222
Gosford	(Other)	Other spiritual beliefs	M	145
Gosford	(Other)	Secular beliefs	F	246
Gosford	(Other)	Secular beliefs	M	301
Gosford	(Other)	Sikhism	F	61
Gosford	(Other)	Sikhism	M	77
Gosford	Buddhism		F	1171
Gosford	Buddhism		M	758
Gosford	Christianity		F	2182
Gosford	Christianity		M	1871
Gosford	Christianity	(Other)	F	120
Gosford	Christianity	(Other)	M	105
Gosford	Christianity	Anglican	F	19193
Gosford	Christianity	Anglican	M	16080
Gosford	Christianity	Assyrian Apostolic	F	5
Gosford	Christianity	Assyrian Apostolic	M	3
Gosford	Christianity	Baptist	F	1555
Gosford	Christianity	Baptist	M	1378
Gosford	Christianity	Brethren	F	108
Gosford	Christianity	Brethren	M	84
Gosford	Christianity	Catholic	F	21191
Gosford	Christianity	Catholic	M	18649
Gosford	Christianity	Churches Of Christ	F	182
Gosford	Christianity	Churches Of Christ	M	136
Gosford	Christianity	Eastern Orthodox	F	596
Gosford	Christianity	Eastern Orthodox	M	598
Gosford	Christianity	Jehovah's Witnesses	F	354
Gosford	Christianity	Jehovah's Witnesses	M	266
Gosford	Christianity	Latter Day Saints	F	192
Gosford	Christianity	Latter Day Saints	M	159
Gosford	Christianity	Lutheran	F	266
Gosford	Christianity	Lutheran	M	214
Gosford	Christianity	Oriental Orthodox	F	57
Gosford	Christianity	Oriental Orthodox	M	67
Gosford	Christianity	Pentecostal	F	1092
Gosford	Christianity	Pentecostal	M	858
Gosford	Christianity	Presbyterian Reformed	F	2425
Gosford	Christianity	Presbyterian Reformed	M	2088
Gosford	Christianity	Protestant (Other)	F	999
Gosford	Christianity	Protestant (Other)	M	914
Gosford	Christianity	Salvation Army	F	227
Gosford	Christianity	Salvation Army	M	163
Gosford	Christianity	Seventh Day Adventist	F	446
Gosford	Christianity	Seventh Day Adventist	M	392
Gosford	Christianity	Uniting Church	F	3331
Gosford	Christianity	Uniting Church	M	2542
Gosford	Hinduism		F	350
Gosford	Hinduism		M	359
Gosford	Islam		F	276
Gosford	Islam		M	299
Gosford	Judaism		F	144
Gosford	Judaism		M	103
Gosford	No religion		F	22924
Gosford	No religion		M	25998
Wyong	(Other)		F	6537
Wyong	(Other)		M	6355
Wyong	(Other)	(Other)	F	263
Wyong	(Other)	(Other)	M	180
Wyong	(Other)	Australian Aboriginal Traditional	F	17
Wyong	(Other)	Australian Aboriginal Traditional	M	28
Wyong	(Other)	Other spiritual beliefs	F	155
Wyong	(Other)	Other spiritual beliefs	M	94
Wyong	(Other)	Secular beliefs	F	135
Wyong	(Other)	Secular beliefs	M	215
Wyong	(Other)	Sikhism	F	48
Wyong	(Other)	Sikhism	M	58
Wyong	Buddhism		F	740
Wyong	Buddhism		M	517
Wyong	Christianity		F	1597
Wyong	Christianity		M	1394
Wyong	Christianity	(Other)	F	74
Wyong	Christianity	(Other)	M	66
Wyong	Christianity	Anglican	F	20815
Wyong	Christianity	Anglican	M	17726
Wyong	Christianity	Assyrian Apostolic	F	8
Wyong	Christianity	Assyrian Apostolic	M	9
Wyong	Christianity	Baptist	F	1471
Wyong	Christianity	Baptist	M	1221
Wyong	Christianity	Brethren	F	23
Wyong	Christianity	Brethren	M	22
Wyong	Christianity	Catholic	F	21886
Wyong	Christianity	Catholic	M	19278
Wyong	Christianity	Churches Of Christ	F	61
Wyong	Christianity	Churches Of Christ	M	45
Wyong	Christianity	Eastern Orthodox	F	476
Wyong	Christianity	Eastern Orthodox	M	478
Wyong	Christianity	Jehovah's Witnesses	F	421
Wyong	Christianity	Jehovah's Witnesses	M	308
Wyong	Christianity	Latter Day Saints	F	210
Wyong	Christianity	Latter Day Saints	M	207
Wyong	Christianity	Lutheran	F	152
Wyong	Christianity	Lutheran	M	127
Wyong	Christianity	Oriental Orthodox	F	35
Wyong	Christianity	Oriental Orthodox	M	46
Wyong	Christianity	Pentecostal	F	828
Wyong	Christianity	Pentecostal	M	694
Wyong	Christianity	Presbyterian Reformed	F	2231
Wyong	Christianity	Presbyterian Reformed	M	1916
Wyong	Christianity	Protestant (Other)	F	619
Wyong	Christianity	Protestant (Other)	M	550
Wyong	Christianity	Salvation Army	F	289
Wyong	Christianity	Salvation Army	M	218
Wyong	Christianity	Seventh Day Adventist	F	309
Wyong	Christianity	Seventh Day Adventist	M	267
Wyong	Christianity	Uniting Church	F	2603
Wyong	Christianity	Uniting Church	M	2031
Wyong	Hinduism		F	228
Wyong	Hinduism		M	219
Wyong	Islam		F	207
Wyong	Islam		M	247
Wyong	Judaism		F	58
Wyong	Judaism		M	48
Wyong	No religion		F	19328
Wyong	No religion		M	22313
Bathurst	(Other)		F	2185
Bathurst	(Other)		M	3253
Bathurst	(Other)	(Other)	F	55
Bathurst	(Other)	(Other)	M	49
Bathurst	(Other)	Australian Aboriginal Traditional	F	10
Bathurst	(Other)	Australian Aboriginal Traditional	M	6
Bathurst	(Other)	Other spiritual beliefs	F	35
Bathurst	(Other)	Other spiritual beliefs	M	25
Bathurst	(Other)	Secular beliefs	F	48
Bathurst	(Other)	Secular beliefs	M	64
Bathurst	(Other)	Sikhism	F	33
Bathurst	(Other)	Sikhism	M	35
Bathurst	Buddhism		F	192
Bathurst	Buddhism		M	140
Bathurst	Christianity		F	380
Bathurst	Christianity		M	339
Bathurst	Christianity	(Other)	F	14
Bathurst	Christianity	(Other)	M	12
Bathurst	Christianity	Anglican	F	4750
Bathurst	Christianity	Anglican	M	4126
Bathurst	Christianity	Baptist	F	300
Bathurst	Christianity	Baptist	M	263
Bathurst	Christianity	Brethren	F	81
Bathurst	Christianity	Brethren	M	92
Bathurst	Christianity	Catholic	F	7575
Bathurst	Christianity	Catholic	M	6958
Bathurst	Christianity	Churches Of Christ	F	28
Bathurst	Christianity	Churches Of Christ	M	16
Bathurst	Christianity	Eastern Orthodox	F	86
Bathurst	Christianity	Eastern Orthodox	M	95
Bathurst	Christianity	Jehovah's Witnesses	F	61
Bathurst	Christianity	Jehovah's Witnesses	M	69
Bathurst	Christianity	Latter Day Saints	F	32
Bathurst	Christianity	Latter Day Saints	M	33
Bathurst	Christianity	Lutheran	F	59
Bathurst	Christianity	Lutheran	M	54
Bathurst	Christianity	Oriental Orthodox	F	7
Bathurst	Christianity	Oriental Orthodox	M	8
Bathurst	Christianity	Pentecostal	F	154
Bathurst	Christianity	Pentecostal	M	134
Bathurst	Christianity	Presbyterian Reformed	F	961
Bathurst	Christianity	Presbyterian Reformed	M	892
Bathurst	Christianity	Protestant (Other)	F	74
Bathurst	Christianity	Protestant (Other)	M	75
Bathurst	Christianity	Salvation Army	F	60
Bathurst	Christianity	Salvation Army	M	53
Bathurst	Christianity	Seventh Day Adventist	F	63
Bathurst	Christianity	Seventh Day Adventist	M	49
Bathurst	Christianity	Uniting Church	F	945
Bathurst	Christianity	Uniting Church	M	811
Bathurst	Hinduism		F	95
Bathurst	Hinduism		M	107
Bathurst	Islam		F	82
Bathurst	Islam		M	109
Bathurst	Judaism		F	8
Bathurst	Judaism		M	6
Bathurst	No religion		F	4778
Bathurst	No religion		M	5572
Lachlan Valley	(Other)		F	2883
Lachlan Valley	(Other)		M	2980
Lachlan Valley	(Other)	(Other)	F	46
Lachlan Valley	(Other)	(Other)	M	28
Lachlan Valley	(Other)	Australian Aboriginal Traditional	F	7
Lachlan Valley	(Other)	Australian Aboriginal Traditional	M	16
Lachlan Valley	(Other)	Other spiritual beliefs	F	15
Lachlan Valley	(Other)	Other spiritual beliefs	M	16
Lachlan Valley	(Other)	Secular beliefs	F	23
Lachlan Valley	(Other)	Secular beliefs	M	23
Lachlan Valley	(Other)	Sikhism	F	14
Lachlan Valley	(Other)	Sikhism	M	17
Lachlan Valley	Buddhism		F	101
Lachlan Valley	Buddhism		M	103
Lachlan Valley	Christianity		F	633
Lachlan Valley	Christianity		M	535
Lachlan Valley	Christianity	(Other)	F	16
Lachlan Valley	Christianity	(Other)	M	18
Lachlan Valley	Christianity	Anglican	F	7314
Lachlan Valley	Christianity	Anglican	M	6794
Lachlan Valley	Christianity	Baptist	F	427
Lachlan Valley	Christianity	Baptist	M	407
Lachlan Valley	Christianity	Brethren	F	196
Lachlan Valley	Christianity	Brethren	M	186
Lachlan Valley	Christianity	Catholic	F	8067
Lachlan Valley	Christianity	Catholic	M	7702
Lachlan Valley	Christianity	Churches Of Christ	F	7
Lachlan Valley	Christianity	Churches Of Christ	M	3
Lachlan Valley	Christianity	Eastern Orthodox	F	55
Lachlan Valley	Christianity	Eastern Orthodox	M	45
Lachlan Valley	Christianity	Jehovah's Witnesses	F	124
Lachlan Valley	Christianity	Jehovah's Witnesses	M	86
Lachlan Valley	Christianity	Latter Day Saints	F	38
Lachlan Valley	Christianity	Latter Day Saints	M	40
Lachlan Valley	Christianity	Lutheran	F	140
Lachlan Valley	Christianity	Lutheran	M	123
Lachlan Valley	Christianity	Oriental Orthodox	F	17
Lachlan Valley	Christianity	Oriental Orthodox	M	14
Lachlan Valley	Christianity	Pentecostal	F	284
Lachlan Valley	Christianity	Pentecostal	M	252
Lachlan Valley	Christianity	Presbyterian Reformed	F	1417
Lachlan Valley	Christianity	Presbyterian Reformed	M	1344
Lachlan Valley	Christianity	Protestant (Other)	F	76
Lachlan Valley	Christianity	Protestant (Other)	M	69
Lachlan Valley	Christianity	Salvation Army	F	117
Lachlan Valley	Christianity	Salvation Army	M	76
Lachlan Valley	Christianity	Seventh Day Adventist	F	46
Lachlan Valley	Christianity	Seventh Day Adventist	M	37
Lachlan Valley	Christianity	Uniting Church	F	1713
Lachlan Valley	Christianity	Uniting Church	M	1591
Lachlan Valley	Hinduism		F	49
Lachlan Valley	Hinduism		M	55
Lachlan Valley	Islam		F	24
Lachlan Valley	Islam		M	34
Lachlan Valley	Judaism		F	3
Lachlan Valley	Judaism		M	7
Lachlan Valley	No religion		F	4042
Lachlan Valley	No religion		M	4849
Lithgow - Mudgee	(Other)		F	2708
Lithgow - Mudgee	(Other)		M	3289
Lithgow - Mudgee	(Other)	(Other)	F	75
Lithgow - Mudgee	(Other)	(Other)	M	43
Lithgow - Mudgee	(Other)	Australian Aboriginal Traditional	F	3
Lithgow - Mudgee	(Other)	Other spiritual beliefs	F	29
Lithgow - Mudgee	(Other)	Other spiritual beliefs	M	25
Lithgow - Mudgee	(Other)	Secular beliefs	F	28
Lithgow - Mudgee	(Other)	Secular beliefs	M	50
Lithgow - Mudgee	(Other)	Sikhism	F	20
Lithgow - Mudgee	(Other)	Sikhism	M	16
Lithgow - Mudgee	Buddhism		F	175
Lithgow - Mudgee	Buddhism		M	110
Lithgow - Mudgee	Christianity		F	394
Lithgow - Mudgee	Christianity		M	330
Lithgow - Mudgee	Christianity	(Other)	F	9
Lithgow - Mudgee	Christianity	(Other)	M	9
Lithgow - Mudgee	Christianity	Anglican	F	5868
Lithgow - Mudgee	Christianity	Anglican	M	5548
Lithgow - Mudgee	Christianity	Baptist	F	286
Lithgow - Mudgee	Christianity	Baptist	M	273
Lithgow - Mudgee	Christianity	Brethren	F	72
Lithgow - Mudgee	Christianity	Brethren	M	77
Lithgow - Mudgee	Christianity	Catholic	F	5864
Lithgow - Mudgee	Christianity	Catholic	M	5571
Lithgow - Mudgee	Christianity	Churches Of Christ	F	4
Lithgow - Mudgee	Christianity	Churches Of Christ	M	6
Lithgow - Mudgee	Christianity	Eastern Orthodox	F	65
Lithgow - Mudgee	Christianity	Eastern Orthodox	M	78
Lithgow - Mudgee	Christianity	Jehovah's Witnesses	F	132
Lithgow - Mudgee	Christianity	Jehovah's Witnesses	M	86
Lithgow - Mudgee	Christianity	Latter Day Saints	F	37
Lithgow - Mudgee	Christianity	Latter Day Saints	M	31
Lithgow - Mudgee	Christianity	Lutheran	F	45
Lithgow - Mudgee	Christianity	Lutheran	M	26
Lithgow - Mudgee	Christianity	Oriental Orthodox	F	3
Lithgow - Mudgee	Christianity	Oriental Orthodox	M	7
Lithgow - Mudgee	Christianity	Pentecostal	F	184
Lithgow - Mudgee	Christianity	Pentecostal	M	157
Lithgow - Mudgee	Christianity	Presbyterian Reformed	F	967
Lithgow - Mudgee	Christianity	Presbyterian Reformed	M	876
Lithgow - Mudgee	Christianity	Protestant (Other)	F	71
Lithgow - Mudgee	Christianity	Protestant (Other)	M	70
Lithgow - Mudgee	Christianity	Salvation Army	F	72
Lithgow - Mudgee	Christianity	Salvation Army	M	63
Lithgow - Mudgee	Christianity	Seventh Day Adventist	F	46
Lithgow - Mudgee	Christianity	Seventh Day Adventist	M	36
Lithgow - Mudgee	Christianity	Uniting Church	F	1164
Lithgow - Mudgee	Christianity	Uniting Church	M	998
Lithgow - Mudgee	Hinduism		F	42
Lithgow - Mudgee	Hinduism		M	58
Lithgow - Mudgee	Islam		F	35
Lithgow - Mudgee	Islam		M	32
Lithgow - Mudgee	Judaism		F	10
Lithgow - Mudgee	Judaism		M	7
Lithgow - Mudgee	No religion		F	4677
Lithgow - Mudgee	No religion		M	5666
Orange	(Other)		F	2370
Orange	(Other)		M	2535
Orange	(Other)	(Other)	F	92
Orange	(Other)	(Other)	M	57
Orange	(Other)	Australian Aboriginal Traditional	F	6
Orange	(Other)	Australian Aboriginal Traditional	M	5
Orange	(Other)	Other spiritual beliefs	F	33
Orange	(Other)	Other spiritual beliefs	M	17
Orange	(Other)	Secular beliefs	F	50
Orange	(Other)	Secular beliefs	M	54
Orange	(Other)	Sikhism	F	37
Orange	(Other)	Sikhism	M	30
Orange	Buddhism		F	185
Orange	Buddhism		M	135
Orange	Christianity		F	713
Orange	Christianity		M	656
Orange	Christianity	(Other)	F	11
Orange	Christianity	(Other)	M	11
Orange	Christianity	Anglican	F	6713
Orange	Christianity	Anglican	M	5930
Orange	Christianity	Baptist	F	429
Orange	Christianity	Baptist	M	404
Orange	Christianity	Brethren	F	176
Orange	Christianity	Brethren	M	157
Orange	Christianity	Catholic	F	8757
Orange	Christianity	Catholic	M	8101
Orange	Christianity	Churches Of Christ	F	25
Orange	Christianity	Churches Of Christ	M	28
Orange	Christianity	Eastern Orthodox	F	87
Orange	Christianity	Eastern Orthodox	M	103
Orange	Christianity	Jehovah's Witnesses	F	61
Orange	Christianity	Jehovah's Witnesses	M	54
Orange	Christianity	Latter Day Saints	F	21
Orange	Christianity	Latter Day Saints	M	21
Orange	Christianity	Lutheran	F	76
Orange	Christianity	Lutheran	M	50
Orange	Christianity	Oriental Orthodox	F	9
