SA3_NAME16	MaxSchoolingCompleted	adults
Bunbury	Year 9	4970
Bunbury	Year 10	24138
Bunbury	Year 11	10460
Bunbury	Year 12	30523
Manjimup	Did not go to school	87
Manjimup	Year 8	783
Manjimup	Year 9	1175
Manjimup	Year 10	5475
Manjimup	Year 11	2092
Manjimup	Year 12	6905
Mandurah	Did not go to school	201
Mandurah	Year 8	3230
Mandurah	Year 9	5390
Mandurah	Year 10	22922
Mandurah	Year 11	9778
Mandurah	Year 12	30331
Cottesloe - Claremont	Did not go to school	78
Cottesloe - Claremont	Year 8	605
Cottesloe - Claremont	Year 9	1524
Cottesloe - Claremont	Year 10	4902
Cottesloe - Claremont	Year 11	2891
Cottesloe - Claremont	Year 12	41412
Perth City	Did not go to school	432
Perth City	Year 8	1900
Perth City	Year 9	1763
Perth City	Year 10	8153
Perth City	Year 11	4746
Perth City	Year 12	61069
Bayswater - Bassendean	Did not go to school	675
Bayswater - Bassendean	Year 8	2910
Bayswater - Bassendean	Year 9	2614
Bayswater - Bassendean	Year 10	11690
Bayswater - Bassendean	Year 11	5384
Bayswater - Bassendean	Year 12	38611
Mundaring	Did not go to school	84
Mundaring	Year 8	975
Mundaring	Year 9	1767
Mundaring	Year 10	8262
Mundaring	Year 11	3658
Mundaring	Year 12	15551
Swan	Did not go to school	843
Swan	Year 8	3294
Swan	Year 9	4638
Swan	Year 10	22666
Swan	Year 11	11233
Swan	Year 12	49130
Joondalup	Did not go to school	253
Joondalup	Year 8	2361
Joondalup	Year 9	4672
Joondalup	Year 10	24803
Joondalup	Year 11	12858
Joondalup	Year 12	73651
Stirling	Did not go to school	1728
Stirling	Year 8	6584
Stirling	Year 9	5805
Stirling	Year 10	24362
Stirling	Year 11	12380
Stirling	Year 12	95740
Wanneroo	Did not go to school	1436
Wanneroo	Year 8	4139
Wanneroo	Year 9	6358
Wanneroo	Year 10	30384
Wanneroo	Year 11	16252
Wanneroo	Year 12	75288
Armadale	Did not go to school	371
Armadale	Year 8	1632
Armadale	Year 9	2977
Armadale	Year 10	14995
Armadale	Year 11	6951
Armadale	Year 12	30024
Belmont - Victoria Park	Did not go to school	602
Belmont - Victoria Park	Year 8	2011
Belmont - Victoria Park	Year 9	2000
Belmont - Victoria Park	Year 10	8750
Belmont - Victoria Park	Year 11	4539
Belmont - Victoria Park	Year 12	35109
Canning	Did not go to school	648
Canning	Year 8	2402
Canning	Year 9	2916
Canning	Year 10	11370
Canning	Year 11	5760
Canning	Year 12	48679
Gosnells	Did not go to school	1264
Gosnells	Year 8	3637
Gosnells	Year 9	4611
Gosnells	Year 10	20007
Gosnells	Year 11	9447
Gosnells	Year 12	47081
Kalamunda	Did not go to school	201
Kalamunda	Year 8	1329
Kalamunda	Year 9	2301
Kalamunda	Year 10	11027
Kalamunda	Year 11	5314
Kalamunda	Year 12	22779
Serpentine - Jarrahdale	Did not go to school	51
Serpentine - Jarrahdale	Year 8	497
Serpentine - Jarrahdale	Year 9	1051
Serpentine - Jarrahdale	Year 10	5678
Serpentine - Jarrahdale	Year 11	2628
Serpentine - Jarrahdale	Year 12	8804
South Perth	Did not go to school	136
South Perth	Year 8	646
South Perth	Year 9	1058
South Perth	Year 10	4315
South Perth	Year 11	2307
South Perth	Year 12	24363
Cockburn	Did not go to school	537
Cockburn	Year 8	3116
Cockburn	Year 9	3658
Cockburn	Year 10	16389
Cockburn	Year 11	7935
Cockburn	Year 12	43426
Fremantle	Did not go to school	170
Fremantle	Year 8	1240
Fremantle	Year 9	1062
Fremantle	Year 10	4265
Fremantle	Year 11	2146
Fremantle	Year 12	18957
Kwinana	Did not go to school	133
Kwinana	Year 8	857
Kwinana	Year 9	1504
Kwinana	Year 10	6997
Kwinana	Year 11	3382
Kwinana	Year 12	13635
Melville	Did not go to school	292
Melville	Year 8	2095
Melville	Year 9	3093
Melville	Year 10	12969
Melville	Year 11	6172
Melville	Year 12	53522
Rockingham	Did not go to school	222
Rockingham	Year 8	2559
Rockingham	Year 9	4938
Rockingham	Year 10	25265
Rockingham	Year 11	12625
Rockingham	Year 12	42337
Albany	Did not go to school	297
Albany	Year 8	2055
Albany	Year 9	2811
Albany	Year 10	12768
Albany	Year 11	5219
Albany	Year 12	19453
Wheat Belt - North	Did not go to school	147
Wheat Belt - North	Year 8	2140
Wheat Belt - North	Year 9	2902
Wheat Belt - North	Year 10	13097
Wheat Belt - North	Year 11	5089
Wheat Belt - North	Year 12	16446
Wheat Belt - South	Did not go to school	37
Wheat Belt - South	Year 8	778
Wheat Belt - South	Year 9	1074
Wheat Belt - South	Year 10	4378
Wheat Belt - South	Year 11	1748
Wheat Belt - South	Year 12	6125
Kimberley	Did not go to school	394
Kimberley	Year 8	1144
Kimberley	Year 9	1359
Kimberley	Year 10	5686
Kimberley	Year 11	2942
Kimberley	Year 12	9949
East Pilbara	Did not go to school	132
East Pilbara	Year 8	422
East Pilbara	Year 9	729
East Pilbara	Year 10	4260
East Pilbara	Year 11	2495
East Pilbara	Year 12	7900
West Pilbara	Did not go to school	93
West Pilbara	Year 8	400
West Pilbara	Year 9	921
West Pilbara	Year 10	5874
West Pilbara	Year 11	3444
West Pilbara	Year 12	11930
Esperance	Did not go to school	33
Esperance	Year 8	502
Esperance	Year 9	775
Esperance	Year 10	3315
Esperance	Year 11	1618
Esperance	Year 12	4663
Gascoyne	Did not go to school	40
Gascoyne	Year 8	345
Gascoyne	Year 9	450
Gascoyne	Year 10	1938
Gascoyne	Year 11	893
Gascoyne	Year 12	2714
Goldfields	Did not go to school	129
Goldfields	Year 8	1196
Goldfields	Year 9	1719
Goldfields	Year 10	7766
Goldfields	Year 11	3794
Goldfields	Year 12	11346
Mid West	Did not go to school	170
Mid West	Year 8	2042
Mid West	Year 9	2720
Mid West	Year 10	11836
Mid West	Year 11	5558
Mid West	Year 12	15616
Migratory - Offshore - Shipping (WA)	Year 8	8
Migratory - Offshore - Shipping (WA)	Year 9	13
Migratory - Offshore - Shipping (WA)	Year 10	84
Migratory - Offshore - Shipping (WA)	Year 11	44
Migratory - Offshore - Shipping (WA)	Year 12	215
No usual address (WA)	Did not go to school	33
No usual address (WA)	Year 8	142
No usual address (WA)	Year 9	262
No usual address (WA)	Year 10	1144
No usual address (WA)	Year 11	488
No usual address (WA)	Year 12	1909
Brighton	Did not go to school	45
Brighton	Year 8	607
Brighton	Year 9	1307
Brighton	Year 10	4698
Brighton	Year 11	1344
Brighton	Year 12	3814
Hobart - North East	Did not go to school	122
Hobart - North East	Year 8	1718
Hobart - North East	Year 9	2930
Hobart - North East	Year 10	12165
Hobart - North East	Year 11	3969
Hobart - North East	Year 12	18798
Hobart - North West	Did not go to school	446
Hobart - North West	Year 8	2626
Hobart - North West	Year 9	3926
Hobart - North West	Year 10	13667
Hobart - North West	Year 11	3957
Hobart - North West	Year 12	14687
Hobart - South and West	Did not go to school	36
Hobart - South and West	Year 8	799
Hobart - South and West	Year 9	1428
Hobart - South and West	Year 10	6324
Hobart - South and West	Year 11	2215
Hobart - South and West	Year 12	13822
Hobart Inner	Did not go to school	172
Hobart Inner	Year 8	1196
Hobart Inner	Year 9	1493
Hobart Inner	Year 10	5870
Hobart Inner	Year 11	2541
Hobart Inner	Year 12	28885
Sorell - Dodges Ferry	Did not go to school	29
Sorell - Dodges Ferry	Year 8	558
Sorell - Dodges Ferry	Year 9	1143
Sorell - Dodges Ferry	Year 10	4510
Sorell - Dodges Ferry	Year 11	1257
Sorell - Dodges Ferry	Year 12	4500
Launceston	Did not go to school	532
Launceston	Year 8	3346
Launceston	Year 9	4990
Launceston	Year 10	19779
Launceston	Year 11	5752
Launceston	Year 12	26235
Meander Valley - West Tamar	Did not go to school	40
Meander Valley - West Tamar	Year 8	954
Meander Valley - West Tamar	Year 9	1877
Meander Valley - West Tamar	Year 10	6441
Meander Valley - West Tamar	Year 11	1651
Meander Valley - West Tamar	Year 12	5915
North East	Did not go to school	85
North East	Year 8	1775
North East	Year 9	3175
North East	Year 10	11113
North East	Year 11	2663
North East	Year 12	8658
Central Highlands (Tas.)	Did not go to school	22
Central Highlands (Tas.)	Year 8	524
Central Highlands (Tas.)	Year 9	983
Central Highlands (Tas.)	Year 10	3290
Central Highlands (Tas.)	Year 11	844
Central Highlands (Tas.)	Year 12	2537
Huon - Bruny Island	Did not go to school	30
Huon - Bruny Island	Year 8	693
Huon - Bruny Island	Year 9	1215
Huon - Bruny Island	Year 10	4604
Huon - Bruny Island	Year 11	1498
Huon - Bruny Island	Year 12	6303
South East Coast	Did not go to school	20
South East Coast	Year 8	302
South East Coast	Year 9	650
South East Coast	Year 10	1928
South East Coast	Year 11	398
South East Coast	Year 12	1801
Burnie - Ulverstone	Did not go to school	139
Burnie - Ulverstone	Year 8	2567
Burnie - Ulverstone	Year 9	4217
Burnie - Ulverstone	Year 10	14334
Burnie - Ulverstone	Year 11	3753
Burnie - Ulverstone	Year 12	10555
Devonport	Did not go to school	103
Devonport	Year 8	2017
Devonport	Year 9	3790
Devonport	Year 10	13679
Devonport	Year 11	3323
Devonport	Year 12	10296
West Coast	Did not go to school	36
West Coast	Year 8	750
West Coast	Year 9	1417
West Coast	Year 10	5276
West Coast	Year 11	1400
West Coast	Year 12	3638
Migratory - Offshore - Shipping (Tas.)	Year 10	22
Migratory - Offshore - Shipping (Tas.)	Year 11	10
Migratory - Offshore - Shipping (Tas.)	Year 12	25
No usual address (Tas.)	Did not go to school	3
No usual address (Tas.)	Year 8	34
No usual address (Tas.)	Year 9	51
No usual address (Tas.)	Year 10	209
No usual address (Tas.)	Year 11	62
No usual address (Tas.)	Year 12	296
Darwin City	Did not go to school	99
Darwin City	Year 8	479
Darwin City	Year 9	555
Darwin City	Year 10	2616
Darwin City	Year 11	2011
Darwin City	Year 12	13339
Darwin Suburbs	Did not go to school	371
Darwin Suburbs	Year 8	1757
Darwin Suburbs	Year 9	1703
Darwin Suburbs	Year 10	6291
Darwin Suburbs	Year 11	4614
Darwin Suburbs	Year 12	22833
Litchfield	Did not go to school	78
Litchfield	Year 8	538
Litchfield	Year 9	873
Litchfield	Year 10	4209
Litchfield	Year 11	2540
Litchfield	Year 12	6659
Palmerston	Did not go to school	120
Palmerston	Year 8	624
Palmerston	Year 9	1121
Palmerston	Year 10	4988
Palmerston	Year 11	3534
Palmerston	Year 12	12029
Alice Springs	Did not go to school	638
Alice Springs	Year 8	2692
Alice Springs	Year 9	1736
Alice Springs	Year 10	4375
Alice Springs	Year 11	2995
Alice Springs	Year 12	10818
Barkly	Did not go to school	140
Barkly	Year 8	679
Barkly	Year 9	388
Barkly	Year 10	815
Barkly	Year 11	431
Barkly	Year 12	1034
Daly - Tiwi - West Arnhem	Did not go to school	254
Daly - Tiwi - West Arnhem	Year 8	1276
Daly - Tiwi - West Arnhem	Year 9	1072
Daly - Tiwi - West Arnhem	Year 10	2925
Daly - Tiwi - West Arnhem	Year 11	1597
Daly - Tiwi - West Arnhem	Year 12	2825
East Arnhem	Did not go to school	127
East Arnhem	Year 8	1171
East Arnhem	Year 9	839
East Arnhem	Year 10	1694
East Arnhem	Year 11	1105
East Arnhem	Year 12	2884
Katherine	Did not go to school	368
Katherine	Year 8	1268
Katherine	Year 9	1180
Katherine	Year 10	2737
Katherine	Year 11	1615
Katherine	Year 12	3833
Migratory - Offshore - Shipping (NT)	Year 9	8
Migratory - Offshore - Shipping (NT)	Year 10	8
Migratory - Offshore - Shipping (NT)	Year 11	6
Migratory - Offshore - Shipping (NT)	Year 12	42
No usual address (NT)	Did not go to school	19
No usual address (NT)	Year 8	124
No usual address (NT)	Year 9	144
No usual address (NT)	Year 10	434
No usual address (NT)	Year 11	170
No usual address (NT)	Year 12	654
Belconnen	Did not go to school	401
Belconnen	Year 8	2167
Belconnen	Year 9	2843
Belconnen	Year 10	10822
Belconnen	Year 11	3890
Belconnen	Year 12	53066
Canberra East	Did not go to school	5
Canberra East	Year 8	42
Canberra East	Year 9	77
Canberra East	Year 10	226
Canberra East	Year 11	75
Canberra East	Year 12	395
Gungahlin	Did not go to school	281
Gungahlin	Year 8	1018
Gungahlin	Year 9	1596
Gungahlin	Year 10	6207
Gungahlin	Year 11	2688
Gungahlin	Year 12	39417
North Canberra	Did not go to school	175
North Canberra	Year 8	893
North Canberra	Year 9	977
North Canberra	Year 10	3119
North Canberra	Year 11	1307
North Canberra	Year 12	36064
South Canberra	Did not go to school	71
South Canberra	Year 8	400
South Canberra	Year 9	577
South Canberra	Year 10	1947
South Canberra	Year 11	871
South Canberra	Year 12	17029
Tuggeranong	Did not go to school	266
Tuggeranong	Year 8	1875
Tuggeranong	Year 9	3132
Tuggeranong	Year 10	13242
Tuggeranong	Year 11	4378
Tuggeranong	Year 12	41817
Weston Creek	Did not go to school	63
Weston Creek	Year 8	593
Weston Creek	Year 9	716
Weston Creek	Year 10	2392
Weston Creek	Year 11	911
Weston Creek	Year 12	12402
Woden Valley	Did not go to school	125
Woden Valley	Year 8	753
Woden Valley	Year 9	886
Woden Valley	Year 10	3152
Woden Valley	Year 11	1235
Woden Valley	Year 12	20448
Molonglo	Did not go to school	13
Molonglo	Year 8	21
Molonglo	Year 9	48
Molonglo	Year 10	251
Molonglo	Year 11	140
Molonglo	Year 12	2819
Urriarra - Namadgi	Year 8	3
Urriarra - Namadgi	Year 9	12
Urriarra - Namadgi	Year 10	87
Urriarra - Namadgi	Year 11	31
Urriarra - Namadgi	Year 12	285
No usual address (ACT)	Did not go to school	3
No usual address (ACT)	Year 8	12
No usual address (ACT)	Year 9	23
No usual address (ACT)	Year 10	86
No usual address (ACT)	Year 11	20
No usual address (ACT)	Year 12	257
Christmas Island	Did not go to school	32
Christmas Island	Year 8	136
Christmas Island	Year 9	35
Christmas Island	Year 10	212
Christmas Island	Year 11	92
Christmas Island	Year 12	520
Cocos (Keeling) Islands	Did not go to school	99
Cocos (Keeling) Islands	Year 8	21
Cocos (Keeling) Islands	Year 9	15
Cocos (Keeling) Islands	Year 10	48
Cocos (Keeling) Islands	Year 11	24
Cocos (Keeling) Islands	Year 12	168
Jervis Bay	Did not go to school	4
Jervis Bay	Year 8	17
Jervis Bay	Year 9	19
Jervis Bay	Year 10	52
Jervis Bay	Year 11	20
Jervis Bay	Year 12	117
Norfolk Island	Did not go to school	3
Norfolk Island	Year 8	22
Norfolk Island	Year 9	92
Norfolk Island	Year 10	432
Norfolk Island	Year 11	117
Norfolk Island	Year 12	648
Migratory - Offshore - Shipping (OT)	Year 9	3
Migratory - Offshore - Shipping (OT)	Year 10	3
No usual address (OT)	Year 9	3
No usual address (OT)	Year 10	11
No usual address (OT)	Year 11	3
No usual address (OT)	Year 12	25
