SA3_NAME16	MaxSchoolingCompleted	adults
Taree - Gloucester	Year 11	2995
Taree - Gloucester	Year 12	13283
Albury	Did not go to school	304
Albury	Year 8	2570
Albury	Year 9	4084
Albury	Year 10	12854
Albury	Year 11	5216
Albury	Year 12	19785
Lower Murray	Did not go to school	45
Lower Murray	Year 8	900
Lower Murray	Year 9	1005
Lower Murray	Year 10	2432
Lower Murray	Year 11	1313
Lower Murray	Year 12	3004
Upper Murray exc. Albury	Did not go to school	115
Upper Murray exc. Albury	Year 8	2557
Upper Murray exc. Albury	Year 9	3505
Upper Murray exc. Albury	Year 10	8802
Upper Murray exc. Albury	Year 11	4701
Upper Murray exc. Albury	Year 12	10707
Armidale	Did not go to school	98
Armidale	Year 8	1459
Armidale	Year 9	2158
Armidale	Year 10	6942
Armidale	Year 11	1797
Armidale	Year 12	14848
Inverell - Tenterfield	Did not go to school	105
Inverell - Tenterfield	Year 8	2560
Inverell - Tenterfield	Year 9	3225
Inverell - Tenterfield	Year 10	9931
Inverell - Tenterfield	Year 11	2063
Inverell - Tenterfield	Year 12	9286
Moree - Narrabri	Did not go to school	91
Moree - Narrabri	Year 8	1331
Moree - Narrabri	Year 9	1834
Moree - Narrabri	Year 10	5741
Moree - Narrabri	Year 11	1464
Moree - Narrabri	Year 12	6626
Tamworth - Gunnedah	Did not go to school	245
Tamworth - Gunnedah	Year 8	3968
Tamworth - Gunnedah	Year 9	6165
Tamworth - Gunnedah	Year 10	20401
Tamworth - Gunnedah	Year 11	4454
Tamworth - Gunnedah	Year 12	21953
Lake Macquarie - East	Did not go to school	258
Lake Macquarie - East	Year 8	4535
Lake Macquarie - East	Year 9	9791
Lake Macquarie - East	Year 10	31305
Lake Macquarie - East	Year 11	6569
Lake Macquarie - East	Year 12	39226
Lake Macquarie - West	Did not go to school	183
Lake Macquarie - West	Year 8	3124
Lake Macquarie - West	Year 9	6533
Lake Macquarie - West	Year 10	20873
Lake Macquarie - West	Year 11	4549
Lake Macquarie - West	Year 12	21725
Newcastle	Did not go to school	598
Newcastle	Year 8	5567
Newcastle	Year 9	10431
Newcastle	Year 10	33795
Newcastle	Year 11	8064
Newcastle	Year 12	67607
Richmond Valley - Coastal	Did not go to school	155
Richmond Valley - Coastal	Year 8	2617
Richmond Valley - Coastal	Year 9	4501
Richmond Valley - Coastal	Year 10	16763
Richmond Valley - Coastal	Year 11	4583
Richmond Valley - Coastal	Year 12	29023
Richmond Valley - Hinterland	Did not go to school	179
Richmond Valley - Hinterland	Year 8	3679
Richmond Valley - Hinterland	Year 9	5056
Richmond Valley - Hinterland	Year 10	17872
Richmond Valley - Hinterland	Year 11	4133
Richmond Valley - Hinterland	Year 12	20236
Tweed Valley	Did not go to school	199
Tweed Valley	Year 8	3996
Tweed Valley	Year 9	6117
Tweed Valley	Year 10	22811
Tweed Valley	Year 11	5921
Tweed Valley	Year 12	29064
Griffith - Murrumbidgee (West)	Did not go to school	378
Griffith - Murrumbidgee (West)	Year 8	2990
Griffith - Murrumbidgee (West)	Year 9	3385
Griffith - Murrumbidgee (West)	Year 10	11758
Griffith - Murrumbidgee (West)	Year 11	2817
Griffith - Murrumbidgee (West)	Year 12	12027
Tumut - Tumbarumba	Did not go to school	44
Tumut - Tumbarumba	Year 8	783
Tumut - Tumbarumba	Year 9	1143
Tumut - Tumbarumba	Year 10	3687
Tumut - Tumbarumba	Year 11	971
Tumut - Tumbarumba	Year 12	3557
Wagga Wagga	Did not go to school	282
Wagga Wagga	Year 8	4078
Wagga Wagga	Year 9	6531
Wagga Wagga	Year 10	21976
Wagga Wagga	Year 11	5425
Wagga Wagga	Year 12	29020
Shoalhaven	Did not go to school	217
Shoalhaven	Year 8	4634
Shoalhaven	Year 9	8610
Shoalhaven	Year 10	26622
Shoalhaven	Year 11	5700
Shoalhaven	Year 12	28190
Southern Highlands	Did not go to school	109
Southern Highlands	Year 8	1367
Southern Highlands	Year 9	2832
Southern Highlands	Year 10	10784
Southern Highlands	Year 11	2747
Southern Highlands	Year 12	18202
Baulkham Hills	Did not go to school	622
Baulkham Hills	Year 8	2470
Baulkham Hills	Year 9	4654
Baulkham Hills	Year 10	17887
Baulkham Hills	Year 11	5752
Baulkham Hills	Year 12	78560
Dural - Wisemans Ferry	Did not go to school	136
Dural - Wisemans Ferry	Year 8	715
Dural - Wisemans Ferry	Year 9	1268
Dural - Wisemans Ferry	Year 10	4991
Dural - Wisemans Ferry	Year 11	1244
Dural - Wisemans Ferry	Year 12	11638
Hawkesbury	Did not go to school	48
Hawkesbury	Year 8	713
Hawkesbury	Year 9	1562
Hawkesbury	Year 10	6404
Hawkesbury	Year 11	1293
Hawkesbury	Year 12	8046
Rouse Hill - McGraths Hill	Did not go to school	104
Rouse Hill - McGraths Hill	Year 8	747
Rouse Hill - McGraths Hill	Year 9	1410
Rouse Hill - McGraths Hill	Year 10	6104
Rouse Hill - McGraths Hill	Year 11	1529
Rouse Hill - McGraths Hill	Year 12	14018
Blacktown	Did not go to school	1356
Blacktown	Year 8	5558
Blacktown	Year 9	6158
Blacktown	Year 10	21389
Blacktown	Year 11	5830
Blacktown	Year 12	59753
Blacktown - North	Did not go to school	497
Blacktown - North	Year 8	2056
Blacktown - North	Year 9	2967
Blacktown - North	Year 10	12291
Blacktown - North	Year 11	3653
Blacktown - North	Year 12	44253
Mount Druitt	Did not go to school	1182
Mount Druitt	Year 8	5073
Mount Druitt	Year 9	6111
Mount Druitt	Year 10	18643
Mount Druitt	Year 11	5718
Mount Druitt	Year 12	41308
Botany	Did not go to school	556
Botany	Year 8	1904
Botany	Year 9	1521
Botany	Year 10	5527
Botany	Year 11	1745
Botany	Year 12	24193
Marrickville - Sydenham - Petersham	Did not go to school	935
Marrickville - Sydenham - Petersham	Year 8	2344
Marrickville - Sydenham - Petersham	Year 9	1173
Marrickville - Sydenham - Petersham	Year 10	4702
Marrickville - Sydenham - Petersham	Year 11	1838
Marrickville - Sydenham - Petersham	Year 12	31511
Sydney Inner City	Did not go to school	1407
Sydney Inner City	Year 8	3239
Sydney Inner City	Year 9	3236
Sydney Inner City	Year 10	11424
Sydney Inner City	Year 11	6136
Sydney Inner City	Year 12	147111
Eastern Suburbs - North	Did not go to school	243
Eastern Suburbs - North	Year 8	1323
Eastern Suburbs - North	Year 9	2110
Eastern Suburbs - North	Year 10	7584
Eastern Suburbs - North	Year 11	3817
Eastern Suburbs - North	Year 12	79363
Eastern Suburbs - South	Did not go to school	759
Eastern Suburbs - South	Year 8	3261
Eastern Suburbs - South	Year 9	3507
Eastern Suburbs - South	Year 10	12442
Eastern Suburbs - South	Year 11	4569
Eastern Suburbs - South	Year 12	82912
Bankstown	Did not go to school	3471
Bankstown	Year 8	8793
Bankstown	Year 9	7691
Bankstown	Year 10	25873
Bankstown	Year 11	7004
Bankstown	Year 12	71632
Canterbury	Did not go to school	3607
Canterbury	Year 8	8439
Canterbury	Year 9	4598
Canterbury	Year 10	14911
Canterbury	Year 11	4778
Canterbury	Year 12	63633
Hurstville	Did not go to school	1699
Hurstville	Year 8	4913
Hurstville	Year 9	4932
Hurstville	Year 10	15440
Hurstville	Year 11	4717
Hurstville	Year 12	68087
Kogarah - Rockdale	Did not go to school	1851
Kogarah - Rockdale	Year 8	6191
Kogarah - Rockdale	Year 9	4208
Kogarah - Rockdale	Year 10	16025
Kogarah - Rockdale	Year 11	5105
Kogarah - Rockdale	Year 12	72756
Canada Bay	Did not go to school	774
Canada Bay	Year 8	3015
Canada Bay	Year 9	2440
Canada Bay	Year 10	9031
Canada Bay	Year 11	2696
Canada Bay	Year 12	48346
Leichhardt	Did not go to school	218
Leichhardt	Year 8	1079
Leichhardt	Year 9	1148
Leichhardt	Year 10	4488
Leichhardt	Year 11	1674
Leichhardt	Year 12	33016
Strathfield - Burwood - Ashfield	Did not go to school	2147
Strathfield - Burwood - Ashfield	Year 8	6056
Strathfield - Burwood - Ashfield	Year 9	3711
Strathfield - Burwood - Ashfield	Year 10	12625
Strathfield - Burwood - Ashfield	Year 11	4593
Strathfield - Burwood - Ashfield	Year 12	91060
Chatswood - Lane Cove	Did not go to school	531
Chatswood - Lane Cove	Year 8	1738
Chatswood - Lane Cove	Year 9	2276
Chatswood - Lane Cove	Year 10	7340
Chatswood - Lane Cove	Year 11	3426
Chatswood - Lane Cove	Year 12	70361
Hornsby	Did not go to school	396
Hornsby	Year 8	1308
Hornsby	Year 9	2403
Hornsby	Year 10	9632
Hornsby	Year 11	3084
Hornsby	Year 12	44171
Ku-ring-gai	Did not go to school	331
Ku-ring-gai	Year 8	1381
Ku-ring-gai	Year 9	3003
Ku-ring-gai	Year 10	8488
Ku-ring-gai	Year 11	4359
Ku-ring-gai	Year 12	72138
North Sydney - Mosman	Did not go to school	166
North Sydney - Mosman	Year 8	703
North Sydney - Mosman	Year 9	1406
North Sydney - Mosman	Year 10	5776
North Sydney - Mosman	Year 11	2908
North Sydney - Mosman	Year 12	62907
Manly	Did not go to school	44
Manly	Year 8	405
Manly	Year 9	893
Manly	Year 10	3446
Manly	Year 11	1498
Manly	Year 12	25129
Pittwater	Did not go to school	77
Pittwater	Year 8	870
Pittwater	Year 9	1949
Pittwater	Year 10	9251
Pittwater	Year 11	2913
Pittwater	Year 12	30451
Warringah	Did not go to school	625
Warringah	Year 8	3144
Warringah	Year 9	5176
Warringah	Year 10	20847
Warringah	Year 11	6491
Warringah	Year 12	76189
Camden	Did not go to school	150
Camden	Year 8	1464
Camden	Year 9	3462
Camden	Year 10	14055
Camden	Year 11	3437
Camden	Year 12	22371
Campbelltown (NSW)	Did not go to school	1162
Campbelltown (NSW)	Year 8	5630
Campbelltown (NSW)	Year 9	9187
Campbelltown (NSW)	Year 10	31576
Campbelltown (NSW)	Year 11	8252
Campbelltown (NSW)	Year 12	58908
Wollondilly	Did not go to school	100
Wollondilly	Year 8	1248
Wollondilly	Year 9	2646
Wollondilly	Year 10	11013
Wollondilly	Year 11	2247
Wollondilly	Year 12	12359
Blue Mountains	Did not go to school	138
Blue Mountains	Year 8	1584
Blue Mountains	Year 9	3599
Blue Mountains	Year 10	15170
Blue Mountains	Year 11	3943
Blue Mountains	Year 12	34313
Penrith	Did not go to school	516
Penrith	Year 8	4661
Penrith	Year 9	8275
Penrith	Year 10	32476
Penrith	Year 11	7622
Penrith	Year 12	48499
Richmond - Windsor	Did not go to school	115
Richmond - Windsor	Year 8	1528
Richmond - Windsor	Year 9	2563
Richmond - Windsor	Year 10	9481
Richmond - Windsor	Year 11	2139
Richmond - Windsor	Year 12	10565
St Marys	Did not go to school	383
St Marys	Year 8	2204
St Marys	Year 9	3220
St Marys	Year 10	12426
St Marys	Year 11	3082
St Marys	Year 12	18035
Auburn	Did not go to school	3210
Auburn	Year 8	4388
Auburn	Year 9	2545
Auburn	Year 10	7546
Auburn	Year 11	2948
Auburn	Year 12	46021
Carlingford	Did not go to school	791
Carlingford	Year 8	1738
Carlingford	Year 9	2402
Carlingford	Year 10	7662
Carlingford	Year 11	2480
Carlingford	Year 12	35835
Merrylands - Guildford	Did not go to school	4321
Merrylands - Guildford	Year 8	8611
Merrylands - Guildford	Year 9	6554
Merrylands - Guildford	Year 10	21359
Merrylands - Guildford	Year 11	6129
Merrylands - Guildford	Year 12	61613
Parramatta	Did not go to school	1474
Parramatta	Year 8	3788
Parramatta	Year 9	4193
Parramatta	Year 10	14888
Parramatta	Year 11	4428
Parramatta	Year 12	75777
Pennant Hills - Epping	Did not go to school	236
Pennant Hills - Epping	Year 8	609
Pennant Hills - Epping	Year 9	1281
Pennant Hills - Epping	Year 10	3994
Pennant Hills - Epping	Year 11	1614
Pennant Hills - Epping	Year 12	29572
Ryde - Hunters Hill	Did not go to school	1113
Ryde - Hunters Hill	Year 8	3560
Ryde - Hunters Hill	Year 9	3849
Ryde - Hunters Hill	Year 10	12929
Ryde - Hunters Hill	Year 11	4289
Ryde - Hunters Hill	Year 12	79913
Bringelly - Green Valley	Did not go to school	2270
Bringelly - Green Valley	Year 8	5021
Bringelly - Green Valley	Year 9	4741
Bringelly - Green Valley	Year 10	16491
Bringelly - Green Valley	Year 11	4731
Bringelly - Green Valley	Year 12	39362
Fairfield	Did not go to school	9887
Fairfield	Year 8	15642
Fairfield	Year 9	9365
Fairfield	Year 10	25206
Fairfield	Year 11	8168
Fairfield	Year 12	72725
Liverpool	Did not go to school	1968
Liverpool	Year 8	5271
Liverpool	Year 9	4753
Liverpool	Year 10	16631
Liverpool	Year 11	5217
Liverpool	Year 12	48900
Cronulla - Miranda - Caringbah	Did not go to school	320
Cronulla - Miranda - Caringbah	Year 8	2466
Cronulla - Miranda - Caringbah	Year 9	4955
Cronulla - Miranda - Caringbah	Year 10	21519
Cronulla - Miranda - Caringbah	Year 11	4970
Cronulla - Miranda - Caringbah	Year 12	49868
Sutherland - Menai - Heathcote	Did not go to school	285
Sutherland - Menai - Heathcote	Year 8	2319
Sutherland - Menai - Heathcote	Year 9	4815
Sutherland - Menai - Heathcote	Year 10	21572
Sutherland - Menai - Heathcote	Year 11	5013
Sutherland - Menai - Heathcote	Year 12	48371
Migratory - Offshore - Shipping (NSW)	Did not go to school	4
Migratory - Offshore - Shipping (NSW)	Year 8	27
Migratory - Offshore - Shipping (NSW)	Year 9	35
Migratory - Offshore - Shipping (NSW)	Year 10	93
Migratory - Offshore - Shipping (NSW)	Year 11	22
Migratory - Offshore - Shipping (NSW)	Year 12	125
No usual address (NSW)	Did not go to school	65
No usual address (NSW)	Year 8	420
No usual address (NSW)	Year 9	731
No usual address (NSW)	Year 10	2159
No usual address (NSW)	Year 11	633
No usual address (NSW)	Year 12	4169
Ballarat	Did not go to school	258
Ballarat	Year 8	4788
Ballarat	Year 9	6614
Ballarat	Year 10	14585
Ballarat	Year 11	12521
Ballarat	Year 12	37939
Creswick - Daylesford - Ballan	Did not go to school	53
Creswick - Daylesford - Ballan	Year 8	1360
Creswick - Daylesford - Ballan	Year 9	1880
Creswick - Daylesford - Ballan	Year 10	4225
Creswick - Daylesford - Ballan	Year 11	3601
Creswick - Daylesford - Ballan	Year 12	9701
Maryborough - Pyrenees	Did not go to school	64
Maryborough - Pyrenees	Year 8	1805
Maryborough - Pyrenees	Year 9	2259
Maryborough - Pyrenees	Year 10	4669
Maryborough - Pyrenees	Year 11	3371
Maryborough - Pyrenees	Year 12	6498
Bendigo	Did not go to school	445
Bendigo	Year 8	4711
Bendigo	Year 9	6356
Bendigo	Year 10	14403
Bendigo	Year 11	11118
Bendigo	Year 12	32078
Heathcote - Castlemaine - Kyneton	Did not go to school	110
Heathcote - Castlemaine - Kyneton	Year 8	2009
Heathcote - Castlemaine - Kyneton	Year 9	2920
Heathcote - Castlemaine - Kyneton	Year 10	6421
Heathcote - Castlemaine - Kyneton	Year 11	5605
Heathcote - Castlemaine - Kyneton	Year 12	17249
Loddon - Elmore	Did not go to school	31
Loddon - Elmore	Year 8	814
Loddon - Elmore	Year 9	1004
Loddon - Elmore	Year 10	2064
Loddon - Elmore	Year 11	1598
Loddon - Elmore	Year 12	2744
Barwon - West	Did not go to school	26
Barwon - West	Year 8	718
Barwon - West	Year 9	1155
Barwon - West	Year 10	2716
Barwon - West	Year 11	2695
Barwon - West	Year 12	6322
Geelong	Did not go to school	1104
Geelong	Year 8	9644
Geelong	Year 9	11224
Geelong	Year 10	24458
Geelong	Year 11	22950
Geelong	Year 12	71251
Surf Coast - Bellarine Peninsula	Did not go to school	129
Surf Coast - Bellarine Peninsula	Year 8	2422
Surf Coast - Bellarine Peninsula	Year 9	3364
Surf Coast - Bellarine Peninsula	Year 10	8924
Surf Coast - Bellarine Peninsula	Year 11	9044
Surf Coast - Bellarine Peninsula	Year 12	29569
Upper Goulburn Valley	Did not go to school	115
Upper Goulburn Valley	Year 8	2954
Upper Goulburn Valley	Year 9	4147
Upper Goulburn Valley	Year 10	8924
Upper Goulburn Valley	Year 11	6962
Upper Goulburn Valley	Year 12	16472
Wangaratta - Benalla	Did not go to school	118
Wangaratta - Benalla	Year 8	2677
Wangaratta - Benalla	Year 9	3236
Wangaratta - Benalla	Year 10	7838
Wangaratta - Benalla	Year 11	6457
Wangaratta - Benalla	Year 12	13797
Wodonga - Alpine	Did not go to school	242
Wodonga - Alpine	Year 8	3205
Wodonga - Alpine	Year 9	4294
Wodonga - Alpine	Year 10	12460
Wodonga - Alpine	Year 11	8809
Wodonga - Alpine	Year 12	22388
Baw Baw	Did not go to school	151
Baw Baw	Year 8	2488
Baw Baw	Year 9	3473
Baw Baw	Year 10	8098
Baw Baw	Year 11	6520
Baw Baw	Year 12	15000
Gippsland - East	Did not go to school	132
Gippsland - East	Year 8	2723
Gippsland - East	Year 9	3668
Gippsland - East	Year 10	8157
Gippsland - East	Year 11	6022
Gippsland - East	Year 12	12694
Gippsland - South West	Did not go to school	165
Gippsland - South West	Year 8	3371
Gippsland - South West	Year 9	4646
Gippsland - South West	Year 10	10390
Gippsland - South West	Year 11	8680
Gippsland - South West	Year 12	18480
Latrobe Valley	Did not go to school	315
Latrobe Valley	Year 8	4362
Latrobe Valley	Year 9	5231
Latrobe Valley	Year 10	12104
Latrobe Valley	Year 11	10281
Latrobe Valley	Year 12	21006
Wellington	Did not go to school	125
Wellington	Year 8	2324
Wellington	Year 9	3244
Wellington	Year 10	7237
Wellington	Year 11	6024
Wellington	Year 12	11834
Brunswick - Coburg	Did not go to school	1244
Brunswick - Coburg	Year 8	4767
Brunswick - Coburg	Year 9	1984
Brunswick - Coburg	Year 10	4562
Brunswick - Coburg	Year 11	4649
Brunswick - Coburg	Year 12	51951
Darebin - South	Did not go to school	668
Darebin - South	Year 8	2705
Darebin - South	Year 9	1187
Darebin - South	Year 10	2595
Darebin - South	Year 11	2756
Darebin - South	Year 12	30437
Essendon	Did not go to school	735
Essendon	Year 8	2603
Essendon	Year 9	1857
Essendon	Year 10	4321
Essendon	Year 11	4642
Essendon	Year 12	36952
Melbourne City	Did not go to school	794
Melbourne City	Year 8	1622
Melbourne City	Year 9	1709
Melbourne City	Year 10	3941
Melbourne City	Year 11	5476
Melbourne City	Year 12	97982
Port Phillip	Did not go to school	429
Port Phillip	Year 8	2140
Port Phillip	Year 9	1749
Port Phillip	Year 10	5240
Port Phillip	Year 11	5731
Port Phillip	Year 12	63554
Stonnington - West	Did not go to school	295
Stonnington - West	Year 8	1216
Stonnington - West	Year 9	918
Stonnington - West	Year 10	2595
Stonnington - West	Year 11	3024
Stonnington - West	Year 12	42862
Yarra	Did not go to school	967
Yarra	Year 8	2515
Yarra	Year 9	1575
Yarra	Year 10	3570
Yarra	Year 11	3964
Yarra	Year 12	57116
Boroondara	Did not go to school	762
Boroondara	Year 8	3682
Boroondara	Year 9	3985
Boroondara	Year 10	8221
Boroondara	Year 11	9952
Boroondara	Year 12	103517
Manningham - West	Did not go to school	1054
Manningham - West	Year 8	4812
Manningham - West	Year 9	3306
Manningham - West	Year 10	7134
Manningham - West	Year 11	6665
Manningham - West	Year 12	48948
Whitehorse - West	Did not go to school	954
Whitehorse - West	Year 8	3566
Whitehorse - West	Year 9	3340
Whitehorse - West	Year 10	6734
Whitehorse - West	Year 11	7080
Whitehorse - West	Year 12	58974
Bayside	Did not go to school	284
Bayside	Year 8	2258
Bayside	Year 9	2813
Bayside	Year 10	6829
Bayside	Year 11	7592
Bayside	Year 12	53602
Glen Eira	Did not go to school	810
Glen Eira	Year 8	4710
Glen Eira	Year 9	3831
Glen Eira	Year 10	9037
Glen Eira	Year 11	9370
Glen Eira	Year 12	86269
Kingston	Did not go to school	595
Kingston	Year 8	4239
Kingston	Year 9	4669
Kingston	Year 10	11732
Kingston	Year 11	11311
Kingston	Year 12	56100
Stonnington - East	Did not go to school	178
Stonnington - East	Year 8	993
Stonnington - East	Year 9	896
Stonnington - East	Year 10	1978
Stonnington - East	Year 11	2349
Stonnington - East	Year 12	25843
Banyule	Did not go to school	735
Banyule	Year 8	4994
Banyule	Year 9	4945
Banyule	Year 10	11068
Banyule	Year 11	10962
Banyule	Year 12	60819
Darebin - North	Did not go to school	1732
Darebin - North	Year 8	6954
Darebin - North	Year 9	3507
Darebin - North	Year 10	6864
Darebin - North	Year 11	6196
Darebin - North	Year 12	46841
Nillumbik - Kinglake	Did not go to school	137
Nillumbik - Kinglake	Year 8	1534
Nillumbik - Kinglake	Year 9	2703
Nillumbik - Kinglake	Year 10	6994
Nillumbik - Kinglake	Year 11	7573
Nillumbik - Kinglake	Year 12	30566
Whittlesea - Wallan	Did not go to school	2921
Whittlesea - Wallan	Year 8	12655
Whittlesea - Wallan	Year 9	10009
Whittlesea - Wallan	Year 10	22218
Whittlesea - Wallan	Year 11	18836
Whittlesea - Wallan	Year 12	89236
Keilor	Did not go to school	740
Keilor	Year 8	4244
Keilor	Year 9	2632
Keilor	Year 10	5836
Keilor	Year 11	5575
Keilor	Year 12	25961
Macedon Ranges	Did not go to school	35
Macedon Ranges	Year 8	878
Macedon Ranges	Year 9	1440
Macedon Ranges	Year 10	3755
Macedon Ranges	Year 11	3718
Macedon Ranges	Year 12	11669
Moreland - North	Did not go to school	1275
Moreland - North	Year 8	5671
Moreland - North	Year 9	3002
Moreland - North	Year 10	6323
Moreland - North	Year 11	5294
Moreland - North	Year 12	34344
Sunbury	Did not go to school	127
Sunbury	Year 8	1403
Sunbury	Year 9	2081
Sunbury	Year 10	5861
Sunbury	Year 11	5261
Sunbury	Year 12	14814
Tullamarine - Broadmeadows	Did not go to school	3618
Tullamarine - Broadmeadows	Year 8	10610
Tullamarine - Broadmeadows	Year 9	8110
Tullamarine - Broadmeadows	Year 10	16224
Tullamarine - Broadmeadows	Year 11	12940
Tullamarine - Broadmeadows	Year 12	62778
Knox	Did not go to school	908
Knox	Year 8	5463
Knox	Year 9	7741
Knox	Year 10	18746
Knox	Year 11	17100
Knox	Year 12	69909
Manningham - East	Did not go to school	117
Manningham - East	Year 8	798
Manningham - East	Year 9	1129
Manningham - East	Year 10	2454
Manningham - East	Year 11	2634
Manningham - East	Year 12	13002
Maroondah	Did not go to school	739
Maroondah	Year 8	4058
Maroondah	Year 9	4991
Maroondah	Year 10	12632
Maroondah	Year 11	12274
Maroondah	Year 12	49448
Whitehorse - East	Did not go to school	643
