SA3_NAME16	EduInstitutionType	Sex	students
Wyong	Secondary	M	5033
Wyong	Technical or Further Educational Institution	F	1758
Wyong	Technical or Further Educational Institution	M	1361
Wyong	University or other tertiary	F	2668
Wyong	University or other tertiary	M	1546
Bathurst		F	2091
Bathurst		M	2920
Bathurst	Infants/Primary	F	1951
Bathurst	Infants/Primary	M	2101
Bathurst	Pre-school	F	404
Bathurst	Pre-school	M	441
Bathurst	Secondary	F	1574
Bathurst	Secondary	M	1689
Bathurst	Technical or Further Educational Institution	F	580
Bathurst	Technical or Further Educational Institution	M	407
Bathurst	University or other tertiary	F	1310
Bathurst	University or other tertiary	M	835
Lachlan Valley		F	3075
Lachlan Valley		M	2874
Lachlan Valley	Infants/Primary	F	2352
Lachlan Valley	Infants/Primary	M	2435
Lachlan Valley	Pre-school	F	520
Lachlan Valley	Pre-school	M	512
Lachlan Valley	Secondary	F	1698
Lachlan Valley	Secondary	M	1657
Lachlan Valley	Technical or Further Educational Institution	F	599
Lachlan Valley	Technical or Further Educational Institution	M	344
Lachlan Valley	University or other tertiary	F	526
Lachlan Valley	University or other tertiary	M	232
Lithgow - Mudgee		F	2727
Lithgow - Mudgee		M	3125
Lithgow - Mudgee	Infants/Primary	F	1797
Lithgow - Mudgee	Infants/Primary	M	1884
Lithgow - Mudgee	Pre-school	F	379
Lithgow - Mudgee	Pre-school	M	384
Lithgow - Mudgee	Secondary	F	1205
Lithgow - Mudgee	Secondary	M	1369
Lithgow - Mudgee	Technical or Further Educational Institution	F	580
Lithgow - Mudgee	Technical or Further Educational Institution	M	395
Lithgow - Mudgee	University or other tertiary	F	497
Lithgow - Mudgee	University or other tertiary	M	217
Orange		F	2378
Orange		M	2277
Orange	Infants/Primary	F	2620
Orange	Infants/Primary	M	2801
Orange	Pre-school	F	542
Orange	Pre-school	M	593
Orange	Secondary	F	2001
Orange	Secondary	M	1947
Orange	Technical or Further Educational Institution	F	769
Orange	Technical or Further Educational Institution	M	639
Orange	University or other tertiary	F	1055
Orange	University or other tertiary	M	559
Clarence Valley		F	2252
Clarence Valley		M	2451
Clarence Valley	Infants/Primary	F	1829
Clarence Valley	Infants/Primary	M	1945
Clarence Valley	Pre-school	F	358
Clarence Valley	Pre-school	M	401
Clarence Valley	Secondary	F	1410
Clarence Valley	Secondary	M	1478
Clarence Valley	Technical or Further Educational Institution	F	639
Clarence Valley	Technical or Further Educational Institution	M	412
Clarence Valley	University or other tertiary	F	451
Clarence Valley	University or other tertiary	M	200
Coffs Harbour		F	3947
Coffs Harbour		M	3523
Coffs Harbour	Infants/Primary	F	3499
Coffs Harbour	Infants/Primary	M	3568
Coffs Harbour	Pre-school	F	758
Coffs Harbour	Pre-school	M	845
Coffs Harbour	Secondary	F	2679
Coffs Harbour	Secondary	M	2735
Coffs Harbour	Technical or Further Educational Institution	F	1167
Coffs Harbour	Technical or Further Educational Institution	M	744
Coffs Harbour	University or other tertiary	F	1306
Coffs Harbour	University or other tertiary	M	647
Bourke - Cobar - Coonamble		F	1723
Bourke - Cobar - Coonamble		M	1820
Bourke - Cobar - Coonamble	Infants/Primary	F	1045
Bourke - Cobar - Coonamble	Infants/Primary	M	1050
Bourke - Cobar - Coonamble	Pre-school	F	267
Bourke - Cobar - Coonamble	Pre-school	M	246
Bourke - Cobar - Coonamble	Secondary	F	570
Bourke - Cobar - Coonamble	Secondary	M	560
Bourke - Cobar - Coonamble	Technical or Further Educational Institution	F	242
Bourke - Cobar - Coonamble	Technical or Further Educational Institution	M	120
Bourke - Cobar - Coonamble	University or other tertiary	F	231
Bourke - Cobar - Coonamble	University or other tertiary	M	83
Broken Hill and Far West		F	1064
Broken Hill and Far West		M	1097
Broken Hill and Far West	Infants/Primary	F	719
Broken Hill and Far West	Infants/Primary	M	699
Broken Hill and Far West	Pre-school	F	158
Broken Hill and Far West	Pre-school	M	187
Broken Hill and Far West	Secondary	F	523
Broken Hill and Far West	Secondary	M	532
Broken Hill and Far West	Technical or Further Educational Institution	F	260
Broken Hill and Far West	Technical or Further Educational Institution	M	178
Broken Hill and Far West	University or other tertiary	F	201
Broken Hill and Far West	University or other tertiary	M	80
Dubbo		F	3518
Dubbo		M	3848
Dubbo	Infants/Primary	F	2918
Dubbo	Infants/Primary	M	3153
Dubbo	Pre-school	F	700
Dubbo	Pre-school	M	738
Dubbo	Secondary	F	2120
Dubbo	Secondary	M	2121
Dubbo	Technical or Further Educational Institution	F	848
Dubbo	Technical or Further Educational Institution	M	599
Dubbo	University or other tertiary	F	862
Dubbo	University or other tertiary	M	386
Lower Hunter		F	3868
Lower Hunter		M	4379
Lower Hunter	Infants/Primary	F	3816
Lower Hunter	Infants/Primary	M	4007
Lower Hunter	Pre-school	F	849
Lower Hunter	Pre-school	M	878
Lower Hunter	Secondary	F	2799
Lower Hunter	Secondary	M	2787
Lower Hunter	Technical or Further Educational Institution	F	935
Lower Hunter	Technical or Further Educational Institution	M	692
Lower Hunter	University or other tertiary	F	1072
Lower Hunter	University or other tertiary	M	572
Maitland		F	2372
Maitland		M	2249
Maitland	Infants/Primary	F	3505
Maitland	Infants/Primary	M	3667
Maitland	Pre-school	F	768
Maitland	Pre-school	M	870
Maitland	Secondary	F	2450
Maitland	Secondary	M	2571
Maitland	Technical or Further Educational Institution	F	917
Maitland	Technical or Further Educational Institution	M	727
Maitland	University or other tertiary	F	1451
Maitland	University or other tertiary	M	894
Port Stephens		F	3144
Port Stephens		M	2965
Port Stephens	Infants/Primary	F	2779
Port Stephens	Infants/Primary	M	2953
Port Stephens	Pre-school	F	609
Port Stephens	Pre-school	M	629
Port Stephens	Secondary	F	2086
Port Stephens	Secondary	M	2226
Port Stephens	Technical or Further Educational Institution	F	671
Port Stephens	Technical or Further Educational Institution	M	535
Port Stephens	University or other tertiary	F	1037
Port Stephens	University or other tertiary	M	537
Upper Hunter		F	1394
Upper Hunter		M	1575
Upper Hunter	Infants/Primary	F	1432
Upper Hunter	Infants/Primary	M	1479
Upper Hunter	Pre-school	F	314
Upper Hunter	Pre-school	M	347
Upper Hunter	Secondary	F	953
Upper Hunter	Secondary	M	922
Upper Hunter	Technical or Further Educational Institution	F	343
Upper Hunter	Technical or Further Educational Institution	M	260
Upper Hunter	University or other tertiary	F	275
Upper Hunter	University or other tertiary	M	119
Dapto - Port Kembla		F	2560
Dapto - Port Kembla		M	2386
Dapto - Port Kembla	Infants/Primary	F	3086
Dapto - Port Kembla	Infants/Primary	M	3246
Dapto - Port Kembla	Pre-school	F	775
Dapto - Port Kembla	Pre-school	M	845
Dapto - Port Kembla	Secondary	F	2493
Dapto - Port Kembla	Secondary	M	2538
Dapto - Port Kembla	Technical or Further Educational Institution	F	745
Dapto - Port Kembla	Technical or Further Educational Institution	M	696
Dapto - Port Kembla	University or other tertiary	F	1365
Dapto - Port Kembla	University or other tertiary	M	948
Kiama - Shellharbour		F	3364
Kiama - Shellharbour		M	2927
Kiama - Shellharbour	Infants/Primary	F	3763
Kiama - Shellharbour	Infants/Primary	M	3954
Kiama - Shellharbour	Pre-school	F	885
Kiama - Shellharbour	Pre-school	M	1035
Kiama - Shellharbour	Secondary	F	3063
Kiama - Shellharbour	Secondary	M	3081
Kiama - Shellharbour	Technical or Further Educational Institution	F	918
Kiama - Shellharbour	Technical or Further Educational Institution	M	877
Kiama - Shellharbour	University or other tertiary	F	1688
Kiama - Shellharbour	University or other tertiary	M	993
Wollongong		F	4278
Wollongong		M	3973
Wollongong	Infants/Primary	F	4955
Wollongong	Infants/Primary	M	5127
Wollongong	Pre-school	F	1170
Wollongong	Pre-school	M	1244
Wollongong	Secondary	F	3795
Wollongong	Secondary	M	3884
Wollongong	Technical or Further Educational Institution	F	1297
Wollongong	Technical or Further Educational Institution	M	1309
Wollongong	University or other tertiary	F	5643
Wollongong	University or other tertiary	M	5795
Great Lakes		F	1498
Great Lakes		M	1328
Great Lakes	Infants/Primary	F	986
Great Lakes	Infants/Primary	M	997
Great Lakes	Pre-school	F	219
Great Lakes	Pre-school	M	232
Great Lakes	Secondary	F	772
Great Lakes	Secondary	M	817
Great Lakes	Technical or Further Educational Institution	F	338
Great Lakes	Technical or Further Educational Institution	M	205
Great Lakes	University or other tertiary	F	224
Great Lakes	University or other tertiary	M	124
Kempsey - Nambucca		F	2629
Kempsey - Nambucca		M	2839
Kempsey - Nambucca	Infants/Primary	F	1808
Kempsey - Nambucca	Infants/Primary	M	1819
Kempsey - Nambucca	Pre-school	F	359
Kempsey - Nambucca	Pre-school	M	433
Kempsey - Nambucca	Secondary	F	1339
Kempsey - Nambucca	Secondary	M	1407
Kempsey - Nambucca	Technical or Further Educational Institution	F	495
Kempsey - Nambucca	Technical or Further Educational Institution	M	301
Kempsey - Nambucca	University or other tertiary	F	432
Kempsey - Nambucca	University or other tertiary	M	189
Lord Howe Island		F	13
Lord Howe Island		M	21
Lord Howe Island	Infants/Primary	F	11
Lord Howe Island	Infants/Primary	M	16
Lord Howe Island	Pre-school	F	3
Lord Howe Island	University or other tertiary	F	6
Port Macquarie		F	3259
Port Macquarie		M	2920
Port Macquarie	Infants/Primary	F	2941
Port Macquarie	Infants/Primary	M	3085
Port Macquarie	Pre-school	F	665
Port Macquarie	Pre-school	M	712
Port Macquarie	Secondary	F	2473
Port Macquarie	Secondary	M	2488
Port Macquarie	Technical or Further Educational Institution	F	932
Port Macquarie	Technical or Further Educational Institution	M	613
Port Macquarie	University or other tertiary	F	1090
Port Macquarie	University or other tertiary	M	520
Taree - Gloucester		F	2460
Taree - Gloucester		M	2145
Taree - Gloucester	Infants/Primary	F	1956
Taree - Gloucester	Infants/Primary	M	2134
Taree - Gloucester	Pre-school	F	431
Taree - Gloucester	Pre-school	M	491
Taree - Gloucester	Secondary	F	1630
Taree - Gloucester	Secondary	M	1562
Taree - Gloucester	Technical or Further Educational Institution	F	629
Taree - Gloucester	Technical or Further Educational Institution	M	394
Taree - Gloucester	University or other tertiary	F	530
Taree - Gloucester	University or other tertiary	M	186
Albury		F	2673
Albury		M	2440
Albury	Infants/Primary	F	2542
Albury	Infants/Primary	M	2634
Albury	Pre-school	F	531
Albury	Pre-school	M	555
Albury	Secondary	F	2052
Albury	Secondary	M	1993
Albury	Technical or Further Educational Institution	F	765
Albury	Technical or Further Educational Institution	M	624
Albury	University or other tertiary	F	1252
Albury	University or other tertiary	M	627
Lower Murray		F	749
Lower Murray		M	807
Lower Murray	Infants/Primary	F	496
Lower Murray	Infants/Primary	M	547
Lower Murray	Pre-school	F	101
Lower Murray	Pre-school	M	108
Lower Murray	Secondary	F	363
Lower Murray	Secondary	M	353
Lower Murray	Technical or Further Educational Institution	F	91
Lower Murray	Technical or Further Educational Institution	M	68
Lower Murray	University or other tertiary	F	115
Lower Murray	University or other tertiary	M	37
Upper Murray exc. Albury		F	2277
Upper Murray exc. Albury		M	2142
Upper Murray exc. Albury	Infants/Primary	F	1596
Upper Murray exc. Albury	Infants/Primary	M	1593
Upper Murray exc. Albury	Pre-school	F	339
Upper Murray exc. Albury	Pre-school	M	360
Upper Murray exc. Albury	Secondary	F	1210
Upper Murray exc. Albury	Secondary	M	1126
Upper Murray exc. Albury	Technical or Further Educational Institution	F	381
Upper Murray exc. Albury	Technical or Further Educational Institution	M	273
Upper Murray exc. Albury	University or other tertiary	F	379
Upper Murray exc. Albury	University or other tertiary	M	158
Armidale		F	1723
Armidale		M	1580
Armidale	Infants/Primary	F	1508
Armidale	Infants/Primary	M	1500
Armidale	Pre-school	F	291
Armidale	Pre-school	M	330
Armidale	Secondary	F	1315
Armidale	Secondary	M	1308
Armidale	Technical or Further Educational Institution	F	361
Armidale	Technical or Further Educational Institution	M	326
Armidale	University or other tertiary	F	1936
Armidale	University or other tertiary	M	1397
Inverell - Tenterfield		F	2207
Inverell - Tenterfield		M	2228
Inverell - Tenterfield	Infants/Primary	F	1503
Inverell - Tenterfield	Infants/Primary	M	1543
Inverell - Tenterfield	Pre-school	F	288
Inverell - Tenterfield	Pre-school	M	346
Inverell - Tenterfield	Secondary	F	1138
Inverell - Tenterfield	Secondary	M	1099
Inverell - Tenterfield	Technical or Further Educational Institution	F	378
Inverell - Tenterfield	Technical or Further Educational Institution	M	222
Inverell - Tenterfield	University or other tertiary	F	322
Inverell - Tenterfield	University or other tertiary	M	158
Moree - Narrabri		F	1678
Moree - Narrabri		M	1654
Moree - Narrabri	Infants/Primary	F	1167
Moree - Narrabri	Infants/Primary	M	1170
Moree - Narrabri	Pre-school	F	266
Moree - Narrabri	Pre-school	M	267
Moree - Narrabri	Secondary	F	668
Moree - Narrabri	Secondary	M	688
Moree - Narrabri	Technical or Further Educational Institution	F	203
Moree - Narrabri	Technical or Further Educational Institution	M	168
Moree - Narrabri	University or other tertiary	F	247
Moree - Narrabri	University or other tertiary	M	98
Tamworth - Gunnedah		F	3883
Tamworth - Gunnedah		M	3708
Tamworth - Gunnedah	Infants/Primary	F	3396
Tamworth - Gunnedah	Infants/Primary	M	3638
Tamworth - Gunnedah	Pre-school	F	826
Tamworth - Gunnedah	Pre-school	M	847
Tamworth - Gunnedah	Secondary	F	2580
Tamworth - Gunnedah	Secondary	M	2572
Tamworth - Gunnedah	Technical or Further Educational Institution	F	892
Tamworth - Gunnedah	Technical or Further Educational Institution	M	608
Tamworth - Gunnedah	University or other tertiary	F	935
Tamworth - Gunnedah	University or other tertiary	M	426
Lake Macquarie - East		F	3513
Lake Macquarie - East		M	3077
Lake Macquarie - East	Infants/Primary	F	4855
Lake Macquarie - East	Infants/Primary	M	5232
Lake Macquarie - East	Pre-school	F	1164
Lake Macquarie - East	Pre-school	M	1240
Lake Macquarie - East	Secondary	F	3811
Lake Macquarie - East	Secondary	M	3919
Lake Macquarie - East	Technical or Further Educational Institution	F	1151
Lake Macquarie - East	Technical or Further Educational Institution	M	1052
Lake Macquarie - East	University or other tertiary	F	2545
Lake Macquarie - East	University or other tertiary	M	1743
Lake Macquarie - West		F	2452
Lake Macquarie - West		M	2142
Lake Macquarie - West	Infants/Primary	F	2961
Lake Macquarie - West	Infants/Primary	M	3038
Lake Macquarie - West	Pre-school	F	674
Lake Macquarie - West	Pre-school	M	699
Lake Macquarie - West	Secondary	F	2396
Lake Macquarie - West	Secondary	M	2428
Lake Macquarie - West	Technical or Further Educational Institution	F	788
Lake Macquarie - West	Technical or Further Educational Institution	M	641
Lake Macquarie - West	University or other tertiary	F	1319
Lake Macquarie - West	University or other tertiary	M	882
Newcastle		F	5709
Newcastle		M	5136
Newcastle	Infants/Primary	F	5957
Newcastle	Infants/Primary	M	6305
Newcastle	Pre-school	F	1356
Newcastle	Pre-school	M	1646
Newcastle	Secondary	F	4376
Newcastle	Secondary	M	4619
Newcastle	Technical or Further Educational Institution	F	1957
Newcastle	Technical or Further Educational Institution	M	1715
Newcastle	University or other tertiary	F	6913
Newcastle	University or other tertiary	M	5923
Richmond Valley - Coastal		F	4369
Richmond Valley - Coastal		M	4011
Richmond Valley - Coastal	Infants/Primary	F	2769
Richmond Valley - Coastal	Infants/Primary	M	3049
Richmond Valley - Coastal	Pre-school	F	627
Richmond Valley - Coastal	Pre-school	M	624
Richmond Valley - Coastal	Secondary	F	2383
Richmond Valley - Coastal	Secondary	M	2328
Richmond Valley - Coastal	Technical or Further Educational Institution	F	826
Richmond Valley - Coastal	Technical or Further Educational Institution	M	567
Richmond Valley - Coastal	University or other tertiary	F	1223
Richmond Valley - Coastal	University or other tertiary	M	683
Richmond Valley - Hinterland		F	3306
Richmond Valley - Hinterland		M	3219
Richmond Valley - Hinterland	Infants/Primary	F	2736
Richmond Valley - Hinterland	Infants/Primary	M	2928
Richmond Valley - Hinterland	Pre-school	F	597
Richmond Valley - Hinterland	Pre-school	M	612
Richmond Valley - Hinterland	Secondary	F	2353
Richmond Valley - Hinterland	Secondary	M	2241
Richmond Valley - Hinterland	Technical or Further Educational Institution	F	899
Richmond Valley - Hinterland	Technical or Further Educational Institution	M	579
Richmond Valley - Hinterland	University or other tertiary	F	1359
Richmond Valley - Hinterland	University or other tertiary	M	834
Tweed Valley		F	4318
Tweed Valley		M	3893
Tweed Valley	Infants/Primary	F	3360
Tweed Valley	Infants/Primary	M	3531
Tweed Valley	Pre-school	F	572
Tweed Valley	Pre-school	M	702
Tweed Valley	Secondary	F	2704
Tweed Valley	Secondary	M	2593
Tweed Valley	Technical or Further Educational Institution	F	1000
Tweed Valley	Technical or Further Educational Institution	M	654
Tweed Valley	University or other tertiary	F	1502
Tweed Valley	University or other tertiary	M	818
Griffith - Murrumbidgee (West)		F	2741
Griffith - Murrumbidgee (West)		M	2666
Griffith - Murrumbidgee (West)	Infants/Primary	F	2042
Griffith - Murrumbidgee (West)	Infants/Primary	M	2105
Griffith - Murrumbidgee (West)	Pre-school	F	424
Griffith - Murrumbidgee (West)	Pre-school	M	484
Griffith - Murrumbidgee (West)	Secondary	F	1689
Griffith - Murrumbidgee (West)	Secondary	M	1656
Griffith - Murrumbidgee (West)	Technical or Further Educational Institution	F	458
Griffith - Murrumbidgee (West)	Technical or Further Educational Institution	M	373
Griffith - Murrumbidgee (West)	University or other tertiary	F	433
Griffith - Murrumbidgee (West)	University or other tertiary	M	248
Tumut - Tumbarumba		F	766
Tumut - Tumbarumba		M	898
Tumut - Tumbarumba	Infants/Primary	F	569
Tumut - Tumbarumba	Infants/Primary	M	601
Tumut - Tumbarumba	Pre-school	F	126
Tumut - Tumbarumba	Pre-school	M	118
Tumut - Tumbarumba	Secondary	F	403
Tumut - Tumbarumba	Secondary	M	407
Tumut - Tumbarumba	Technical or Further Educational Institution	F	166
Tumut - Tumbarumba	Technical or Further Educational Institution	M	114
Tumut - Tumbarumba	University or other tertiary	F	133
Tumut - Tumbarumba	University or other tertiary	M	53
Wagga Wagga		F	3684
Wagga Wagga		M	4529
Wagga Wagga	Infants/Primary	F	3993
Wagga Wagga	Infants/Primary	M	4227
Wagga Wagga	Pre-school	F	817
Wagga Wagga	Pre-school	M	935
Wagga Wagga	Secondary	F	3004
Wagga Wagga	Secondary	M	3026
Wagga Wagga	Technical or Further Educational Institution	F	1101
Wagga Wagga	Technical or Further Educational Institution	M	963
Wagga Wagga	University or other tertiary	F	2355
Wagga Wagga	University or other tertiary	M	1116
Shoalhaven		F	4569
Shoalhaven		M	4866
Shoalhaven	Infants/Primary	F	3527
Shoalhaven	Infants/Primary	M	3722
Shoalhaven	Pre-school	F	866
Shoalhaven	Pre-school	M	925
Shoalhaven	Secondary	F	2691
Shoalhaven	Secondary	M	2714
Shoalhaven	Technical or Further Educational Institution	F	917
Shoalhaven	Technical or Further Educational Institution	M	727
Shoalhaven	University or other tertiary	F	1223
Shoalhaven	University or other tertiary	M	610
Southern Highlands		F	2049
Southern Highlands		M	1799
Southern Highlands	Infants/Primary	F	1911
Southern Highlands	Infants/Primary	M	1962
Southern Highlands	Pre-school	F	376
Southern Highlands	Pre-school	M	453
Southern Highlands	Secondary	F	1769
Southern Highlands	Secondary	M	1587
Southern Highlands	Technical or Further Educational Institution	F	408
Southern Highlands	Technical or Further Educational Institution	M	356
Southern Highlands	University or other tertiary	F	696
Southern Highlands	University or other tertiary	M	372
Baulkham Hills		F	3299
Baulkham Hills		M	2689
Baulkham Hills	Infants/Primary	F	6813
Baulkham Hills	Infants/Primary	M	7265
Baulkham Hills	Pre-school	F	1368
Baulkham Hills	Pre-school	M	1446
Baulkham Hills	Secondary	F	5672
Baulkham Hills	Secondary	M	6039
Baulkham Hills	Technical or Further Educational Institution	F	1160
Baulkham Hills	Technical or Further Educational Institution	M	1095
Baulkham Hills	University or other tertiary	F	4701
Baulkham Hills	University or other tertiary	M	4326
Dural - Wisemans Ferry		F	792
Dural - Wisemans Ferry		M	702
Dural - Wisemans Ferry	Infants/Primary	F	1139
Dural - Wisemans Ferry	Infants/Primary	M	1223
Dural - Wisemans Ferry	Pre-school	F	228
Dural - Wisemans Ferry	Pre-school	M	266
Dural - Wisemans Ferry	Secondary	F	1043
Dural - Wisemans Ferry	Secondary	M	1176
Dural - Wisemans Ferry	Technical or Further Educational Institution	F	200
Dural - Wisemans Ferry	Technical or Further Educational Institution	M	258
Dural - Wisemans Ferry	University or other tertiary	F	650
Dural - Wisemans Ferry	University or other tertiary	M	542
Hawkesbury		F	939
Hawkesbury		M	961
Hawkesbury	Infants/Primary	F	1068
Hawkesbury	Infants/Primary	M	1127
Hawkesbury	Pre-school	F	215
Hawkesbury	Pre-school	M	279
Hawkesbury	Secondary	F	924
Hawkesbury	Secondary	M	872
Hawkesbury	Technical or Further Educational Institution	F	245
Hawkesbury	Technical or Further Educational Institution	M	274
Hawkesbury	University or other tertiary	F	483
Hawkesbury	University or other tertiary	M	258
Rouse Hill - McGraths Hill		F	776
Rouse Hill - McGraths Hill		M	694
Rouse Hill - McGraths Hill	Infants/Primary	F	1886
Rouse Hill - McGraths Hill	Infants/Primary	M	2031
Rouse Hill - McGraths Hill	Pre-school	F	387
Rouse Hill - McGraths Hill	Pre-school	M	436
Rouse Hill - McGraths Hill	Secondary	F	1457
Rouse Hill - McGraths Hill	Secondary	M	1507
Rouse Hill - McGraths Hill	Technical or Further Educational Institution	F	296
Rouse Hill - McGraths Hill	Technical or Further Educational Institution	M	289
Rouse Hill - McGraths Hill	University or other tertiary	F	839
Rouse Hill - McGraths Hill	University or other tertiary	M	654
Blacktown		F	4607
Blacktown		M	4266
Blacktown	Infants/Primary	F	5652
Blacktown	Infants/Primary	M	6043
Blacktown	Pre-school	F	1128
Blacktown	Pre-school	M	1252
Blacktown	Secondary	F	4334
Blacktown	Secondary	M	4546
Blacktown	Technical or Further Educational Institution	F	1506
Blacktown	Technical or Further Educational Institution	M	1306
Blacktown	University or other tertiary	F	3452
Blacktown	University or other tertiary	M	3044
Blacktown - North		F	2383
Blacktown - North		M	3264
Blacktown - North	Infants/Primary	F	4964
Blacktown - North	Infants/Primary	M	5392
Blacktown - North	Pre-school	F	1043
Blacktown - North	Pre-school	M	1146
Blacktown - North	Secondary	F	3410
Blacktown - North	Secondary	M	3549
Blacktown - North	Technical or Further Educational Institution	F	844
Blacktown - North	Technical or Further Educational Institution	M	771
Blacktown - North	University or other tertiary	F	2559
Blacktown - North	University or other tertiary	M	2235
Mount Druitt		F	4834
Mount Druitt		M	4469
Mount Druitt	Infants/Primary	F	5519
Mount Druitt	Infants/Primary	M	5893
Mount Druitt	Pre-school	F	902
Mount Druitt	Pre-school	M	989
Mount Druitt	Secondary	F	4346
Mount Druitt	Secondary	M	4365
Mount Druitt	Technical or Further Educational Institution	F	1405
Mount Druitt	Technical or Further Educational Institution	M	1041
Mount Druitt	University or other tertiary	F	2475
Mount Druitt	University or other tertiary	M	1928
Botany		F	2102
Botany		M	1967
Botany	Infants/Primary	F	1602
Botany	Infants/Primary	M	1750
Botany	Pre-school	F	353
Botany	Pre-school	M	380
Botany	Secondary	F	1187
Botany	Secondary	M	1251
Botany	Technical or Further Educational Institution	F	556
Botany	Technical or Further Educational Institution	M	456
Botany	University or other tertiary	F	1758
Botany	University or other tertiary	M	1732
Marrickville - Sydenham - Petersham		F	2450
Marrickville - Sydenham - Petersham		M	2529
Marrickville - Sydenham - Petersham	Infants/Primary	F	1495
Marrickville - Sydenham - Petersham	Infants/Primary	M	1689
Marrickville - Sydenham - Petersham	Pre-school	F	336
Marrickville - Sydenham - Petersham	Pre-school	M	380
Marrickville - Sydenham - Petersham	Secondary	F	1020
Marrickville - Sydenham - Petersham	Secondary	M	1077
Marrickville - Sydenham - Petersham	Technical or Further Educational Institution	F	603
Marrickville - Sydenham - Petersham	Technical or Further Educational Institution	M	522
Marrickville - Sydenham - Petersham	University or other tertiary	F	2400
Marrickville - Sydenham - Petersham	University or other tertiary	M	1768
Sydney Inner City		F	16024
Sydney Inner City		M	17844
Sydney Inner City	Infants/Primary	F	2409
Sydney Inner City	Infants/Primary	M	2376
Sydney Inner City	Pre-school	F	675
Sydney Inner City	Pre-school	M	716
Sydney Inner City	Secondary	F	1986
Sydney Inner City	Secondary	M	1752
Sydney Inner City	Technical or Further Educational Institution	F	3223
Sydney Inner City	Technical or Further Educational Institution	M	2740
Sydney Inner City	University or other tertiary	F	16565
Sydney Inner City	University or other tertiary	M	13513
Eastern Suburbs - North		F	7703
Eastern Suburbs - North		M	6752
Eastern Suburbs - North	Infants/Primary	F	4064
Eastern Suburbs - North	Infants/Primary	M	4193
Eastern Suburbs - North	Pre-school	F	1036
Eastern Suburbs - North	Pre-school	M	1200
Eastern Suburbs - North	Secondary	F	3152
Eastern Suburbs - North	Secondary	M	3068
Eastern Suburbs - North	Technical or Further Educational Institution	F	977
Eastern Suburbs - North	Technical or Further Educational Institution	M	744
Eastern Suburbs - North	University or other tertiary	F	3990
Eastern Suburbs - North	University or other tertiary	M	3037
Eastern Suburbs - South		F	6136
Eastern Suburbs - South		M	7381
