SA3_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Snowy Mountains	21-24	1	Neither	3
South Coast	0-4	0		22
South Coast	0-4	0	Both	492
South Coast	0-4	0	Father only	23
South Coast	0-4	0	Mother only	19
South Coast	0-4	0	Neither	7
South Coast	0-4	1		19
South Coast	0-4	1	Both	1781
South Coast	0-4	1	Father only	160
South Coast	0-4	1	Mother only	103
South Coast	0-4	1	Neither	73
South Coast	5-9	0		26
South Coast	5-9	0	Both	780
South Coast	5-9	0	Father only	39
South Coast	5-9	0	Mother only	59
South Coast	5-9	0	Neither	14
South Coast	5-9	1		17
South Coast	5-9	1	Both	2147
South Coast	5-9	1	Father only	145
South Coast	5-9	1	Mother only	154
South Coast	5-9	1	Neither	80
South Coast	10-12	0		17
South Coast	10-12	0	Both	472
South Coast	10-12	0	Father only	31
South Coast	10-12	0	Mother only	40
South Coast	10-12	0	Neither	19
South Coast	10-12	1		15
South Coast	10-12	1	Both	1292
South Coast	10-12	1	Father only	79
South Coast	10-12	1	Mother only	97
South Coast	10-12	1	Neither	50
South Coast	13-14	0		11
South Coast	13-14	0	Both	341
South Coast	13-14	0	Father only	31
South Coast	13-14	0	Mother only	44
South Coast	13-14	0	Neither	8
South Coast	13-14	1		6
South Coast	13-14	1	Both	829
South Coast	13-14	1	Father only	54
South Coast	13-14	1	Mother only	77
South Coast	13-14	1	Neither	39
South Coast	15-17	0		20
South Coast	15-17	0	Both	407
South Coast	15-17	0	Father only	32
South Coast	15-17	0	Mother only	52
South Coast	15-17	0	Neither	19
South Coast	15-17	1		3
South Coast	15-17	1	Both	987
South Coast	15-17	1	Father only	79
South Coast	15-17	1	Mother only	99
South Coast	15-17	1	Neither	60
South Coast	18-20	0	Both	69
South Coast	18-20	0	Father only	9
South Coast	18-20	0	Mother only	5
South Coast	18-20	0	Neither	6
South Coast	18-20	1	Both	156
South Coast	18-20	1	Father only	14
South Coast	18-20	1	Mother only	11
South Coast	18-20	1	Neither	9
South Coast	21-24	0	Both	10
South Coast	21-24	1	Both	18
Goulburn - Mulwaree	0-4	0		14
Goulburn - Mulwaree	0-4	0	Both	331
Goulburn - Mulwaree	0-4	0	Father only	10
Goulburn - Mulwaree	0-4	0	Mother only	15
Goulburn - Mulwaree	0-4	0	Neither	4
Goulburn - Mulwaree	0-4	1		7
Goulburn - Mulwaree	0-4	1	Both	1245
Goulburn - Mulwaree	0-4	1	Father only	83
Goulburn - Mulwaree	0-4	1	Mother only	57
Goulburn - Mulwaree	0-4	1	Neither	105
Goulburn - Mulwaree	5-9	0		17
Goulburn - Mulwaree	5-9	0	Both	412
Goulburn - Mulwaree	5-9	0	Father only	13
Goulburn - Mulwaree	5-9	0	Mother only	26
Goulburn - Mulwaree	5-9	0	Neither	10
Goulburn - Mulwaree	5-9	1		7
Goulburn - Mulwaree	5-9	1	Both	1303
Goulburn - Mulwaree	5-9	1	Father only	101
Goulburn - Mulwaree	5-9	1	Mother only	70
Goulburn - Mulwaree	5-9	1	Neither	92
Goulburn - Mulwaree	10-12	0		12
Goulburn - Mulwaree	10-12	0	Both	246
Goulburn - Mulwaree	10-12	0	Father only	8
Goulburn - Mulwaree	10-12	0	Mother only	12
Goulburn - Mulwaree	10-12	0	Neither	5
Goulburn - Mulwaree	10-12	1		6
Goulburn - Mulwaree	10-12	1	Both	817
Goulburn - Mulwaree	10-12	1	Father only	49
Goulburn - Mulwaree	10-12	1	Mother only	46
Goulburn - Mulwaree	10-12	1	Neither	45
Goulburn - Mulwaree	13-14	0		4
Goulburn - Mulwaree	13-14	0	Both	166
Goulburn - Mulwaree	13-14	0	Father only	6
Goulburn - Mulwaree	13-14	0	Mother only	15
Goulburn - Mulwaree	13-14	0	Neither	5
Goulburn - Mulwaree	13-14	1	Both	449
Goulburn - Mulwaree	13-14	1	Father only	35
Goulburn - Mulwaree	13-14	1	Mother only	44
Goulburn - Mulwaree	13-14	1	Neither	21
Goulburn - Mulwaree	15-17	0	Both	224
Goulburn - Mulwaree	15-17	0	Father only	7
Goulburn - Mulwaree	15-17	0	Mother only	14
Goulburn - Mulwaree	15-17	0	Neither	9
Goulburn - Mulwaree	15-17	1		5
Goulburn - Mulwaree	15-17	1	Both	605
Goulburn - Mulwaree	15-17	1	Father only	29
Goulburn - Mulwaree	15-17	1	Mother only	32
Goulburn - Mulwaree	15-17	1	Neither	48
Goulburn - Mulwaree	18-20	0	Both	26
Goulburn - Mulwaree	18-20	1		4
Goulburn - Mulwaree	18-20	1	Both	100
Goulburn - Mulwaree	18-20	1	Father only	9
Goulburn - Mulwaree	18-20	1	Mother only	6
Goulburn - Mulwaree	18-20	1	Neither	8
Goulburn - Mulwaree	21-24	0	Both	14
Goulburn - Mulwaree	21-24	0	Mother only	3
Goulburn - Mulwaree	21-24	1	Both	36
Goulburn - Mulwaree	21-24	1	Father only	3
Goulburn - Mulwaree	21-24	1	Mother only	3
Goulburn - Mulwaree	21-24	1	Neither	7
Young - Yass	0-4	0		19
Young - Yass	0-4	0	Both	265
Young - Yass	0-4	0	Father only	9
Young - Yass	0-4	0	Mother only	26
Young - Yass	0-4	0	Neither	8
Young - Yass	0-4	1		13
Young - Yass	0-4	1	Both	1457
Young - Yass	0-4	1	Father only	95
Young - Yass	0-4	1	Mother only	90
Young - Yass	0-4	1	Neither	56
Young - Yass	5-9	0		14
Young - Yass	5-9	0	Both	373
Young - Yass	5-9	0	Father only	17
Young - Yass	5-9	0	Mother only	37
Young - Yass	5-9	0	Neither	11
Young - Yass	5-9	1		15
Young - Yass	5-9	1	Both	1670
Young - Yass	5-9	1	Father only	108
Young - Yass	5-9	1	Mother only	91
Young - Yass	5-9	1	Neither	64
Young - Yass	10-12	0		12
Young - Yass	10-12	0	Both	234
Young - Yass	10-12	0	Father only	15
Young - Yass	10-12	0	Mother only	29
Young - Yass	10-12	0	Neither	9
Young - Yass	10-12	1		6
Young - Yass	10-12	1	Both	953
Young - Yass	10-12	1	Father only	56
Young - Yass	10-12	1	Mother only	65
Young - Yass	10-12	1	Neither	45
Young - Yass	13-14	0	Both	172
Young - Yass	13-14	0	Father only	5
Young - Yass	13-14	0	Mother only	12
Young - Yass	13-14	0	Neither	6
Young - Yass	13-14	1		4
Young - Yass	13-14	1	Both	566
Young - Yass	13-14	1	Father only	43
Young - Yass	13-14	1	Mother only	39
Young - Yass	13-14	1	Neither	24
Young - Yass	15-17	0		4
Young - Yass	15-17	0	Both	203
Young - Yass	15-17	0	Father only	13
Young - Yass	15-17	0	Mother only	24
Young - Yass	15-17	0	Neither	7
Young - Yass	15-17	1		4
Young - Yass	15-17	1	Both	747
Young - Yass	15-17	1	Father only	40
Young - Yass	15-17	1	Mother only	46
Young - Yass	15-17	1	Neither	37
Young - Yass	18-20	0	Both	31
Young - Yass	18-20	0	Mother only	3
Young - Yass	18-20	0	Neither	3
Young - Yass	18-20	1	Both	167
Young - Yass	18-20	1	Father only	10
Young - Yass	18-20	1	Mother only	6
Young - Yass	18-20	1	Neither	8
Young - Yass	21-24	0	Both	10
Young - Yass	21-24	1	Both	60
Young - Yass	21-24	1	Father only	5
Gosford	0-4	0		51
Gosford	0-4	0	Both	979
Gosford	0-4	0	Father only	74
Gosford	0-4	0	Mother only	156
Gosford	0-4	0	Neither	46
Gosford	0-4	1		43
Gosford	0-4	1	Both	5167
Gosford	0-4	1	Father only	770
Gosford	0-4	1	Mother only	794
Gosford	0-4	1	Neither	910
Gosford	5-9	0		58
Gosford	5-9	0	Both	1425
Gosford	5-9	0	Father only	156
Gosford	5-9	0	Mother only	213
Gosford	5-9	0	Neither	108
Gosford	5-9	1		52
Gosford	5-9	1	Both	5273
Gosford	5-9	1	Father only	744
Gosford	5-9	1	Mother only	903
Gosford	5-9	1	Neither	987
Gosford	10-12	0		39
Gosford	10-12	0	Both	909
Gosford	10-12	0	Father only	102
Gosford	10-12	0	Mother only	159
Gosford	10-12	0	Neither	91
Gosford	10-12	1		27
Gosford	10-12	1	Both	3096
Gosford	10-12	1	Father only	409
Gosford	10-12	1	Mother only	517
Gosford	10-12	1	Neither	527
Gosford	13-14	0		22
Gosford	13-14	0	Both	667
Gosford	13-14	0	Father only	76
Gosford	13-14	0	Mother only	114
Gosford	13-14	0	Neither	76
Gosford	13-14	1		19
Gosford	13-14	1	Both	1890
Gosford	13-14	1	Father only	239
Gosford	13-14	1	Mother only	303
Gosford	13-14	1	Neither	345
Gosford	15-17	0		22
Gosford	15-17	0	Both	907
Gosford	15-17	0	Father only	121
Gosford	15-17	0	Mother only	158
Gosford	15-17	0	Neither	104
Gosford	15-17	1		18
Gosford	15-17	1	Both	2619
Gosford	15-17	1	Father only	301
Gosford	15-17	1	Mother only	406
Gosford	15-17	1	Neither	460
Gosford	18-20	0		3
Gosford	18-20	0	Both	250
Gosford	18-20	0	Father only	34
Gosford	18-20	0	Mother only	59
Gosford	18-20	0	Neither	48
Gosford	18-20	1		3
Gosford	18-20	1	Both	940
Gosford	18-20	1	Father only	140
Gosford	18-20	1	Mother only	179
Gosford	18-20	1	Neither	238
Gosford	21-24	0	Both	135
Gosford	21-24	0	Father only	19
Gosford	21-24	0	Mother only	25
Gosford	21-24	0	Neither	26
Gosford	21-24	1		3
Gosford	21-24	1	Both	453
Gosford	21-24	1	Father only	68
Gosford	21-24	1	Mother only	88
Gosford	21-24	1	Neither	108
Wyong	0-4	0		85
Wyong	0-4	0	Both	1688
Wyong	0-4	0	Father only	88
Wyong	0-4	0	Mother only	169
Wyong	0-4	0	Neither	24
Wyong	0-4	1		33
Wyong	0-4	1	Both	5521
Wyong	0-4	1	Father only	443
Wyong	0-4	1	Mother only	547
Wyong	0-4	1	Neither	377
Wyong	5-9	0		71
Wyong	5-9	0	Both	2099
Wyong	5-9	0	Father only	133
Wyong	5-9	0	Mother only	248
Wyong	5-9	0	Neither	84
Wyong	5-9	1		36
Wyong	5-9	1	Both	5573
Wyong	5-9	1	Father only	536
Wyong	5-9	1	Mother only	603
Wyong	5-9	1	Neither	449
Wyong	10-12	0		46
Wyong	10-12	0	Both	1355
Wyong	10-12	0	Father only	103
Wyong	10-12	0	Mother only	155
Wyong	10-12	0	Neither	60
Wyong	10-12	1		30
Wyong	10-12	1	Both	3173
Wyong	10-12	1	Father only	290
Wyong	10-12	1	Mother only	332
Wyong	10-12	1	Neither	281
Wyong	13-14	0		17
Wyong	13-14	0	Both	869
Wyong	13-14	0	Father only	64
Wyong	13-14	0	Mother only	105
Wyong	13-14	0	Neither	42
Wyong	13-14	1		19
Wyong	13-14	1	Both	2015
Wyong	13-14	1	Father only	186
Wyong	13-14	1	Mother only	230
Wyong	13-14	1	Neither	191
Wyong	15-17	0		33
Wyong	15-17	0	Both	1115
Wyong	15-17	0	Father only	83
Wyong	15-17	0	Mother only	139
Wyong	15-17	0	Neither	62
Wyong	15-17	1		23
Wyong	15-17	1	Both	2456
Wyong	15-17	1	Father only	242
Wyong	15-17	1	Mother only	303
Wyong	15-17	1	Neither	224
Wyong	18-20	0		6
Wyong	18-20	0	Both	268
Wyong	18-20	0	Father only	17
Wyong	18-20	0	Mother only	42
Wyong	18-20	0	Neither	20
Wyong	18-20	1		3
Wyong	18-20	1	Both	780
Wyong	18-20	1	Father only	76
Wyong	18-20	1	Mother only	92
Wyong	18-20	1	Neither	92
Wyong	21-24	0	Both	97
Wyong	21-24	0	Father only	8
Wyong	21-24	0	Mother only	10
Wyong	21-24	0	Neither	12
Wyong	21-24	1	Both	327
Wyong	21-24	1	Father only	33
Wyong	21-24	1	Mother only	34
Wyong	21-24	1	Neither	52
Bathurst	0-4	0		30
Bathurst	0-4	0	Both	467
Bathurst	0-4	0	Father only	14
Bathurst	0-4	0	Mother only	23
Bathurst	0-4	0	Neither	8
Bathurst	0-4	1		8
Bathurst	0-4	1	Both	1757
Bathurst	0-4	1	Father only	108
Bathurst	0-4	1	Mother only	87
Bathurst	0-4	1	Neither	104
Bathurst	5-9	0		33
Bathurst	5-9	0	Both	564
Bathurst	5-9	0	Father only	21
Bathurst	5-9	0	Mother only	43
Bathurst	5-9	0	Neither	13
Bathurst	5-9	1		6
Bathurst	5-9	1	Both	1888
Bathurst	5-9	1	Father only	121
Bathurst	5-9	1	Mother only	108
Bathurst	5-9	1	Neither	119
Bathurst	10-12	0		16
Bathurst	10-12	0	Both	364
Bathurst	10-12	0	Father only	19
Bathurst	10-12	0	Mother only	16
Bathurst	10-12	0	Neither	13
Bathurst	10-12	1		8
Bathurst	10-12	1	Both	1073
Bathurst	10-12	1	Father only	62
Bathurst	10-12	1	Mother only	79
Bathurst	10-12	1	Neither	66
Bathurst	13-14	0		3
Bathurst	13-14	0	Both	241
Bathurst	13-14	0	Father only	14
Bathurst	13-14	0	Mother only	20
Bathurst	13-14	0	Neither	10
Bathurst	13-14	1		3
Bathurst	13-14	1	Both	692
Bathurst	13-14	1	Father only	51
Bathurst	13-14	1	Mother only	39
Bathurst	13-14	1	Neither	50
Bathurst	15-17	0		13
Bathurst	15-17	0	Both	280
Bathurst	15-17	0	Father only	19
Bathurst	15-17	0	Mother only	34
Bathurst	15-17	0	Neither	13
Bathurst	15-17	1		3
Bathurst	15-17	1	Both	914
Bathurst	15-17	1	Father only	62
Bathurst	15-17	1	Mother only	51
Bathurst	15-17	1	Neither	70
Bathurst	18-20	0	Both	78
Bathurst	18-20	0	Father only	4
Bathurst	18-20	0	Mother only	6
Bathurst	18-20	0	Neither	3
Bathurst	18-20	1	Both	186
Bathurst	18-20	1	Father only	16
Bathurst	18-20	1	Mother only	18
Bathurst	18-20	1	Neither	25
Bathurst	21-24	0	Both	16
Bathurst	21-24	0	Mother only	4
Bathurst	21-24	1	Both	60
Bathurst	21-24	1	Father only	6
Bathurst	21-24	1	Mother only	9
Bathurst	21-24	1	Neither	7
Lachlan Valley	0-4	0		25
Lachlan Valley	0-4	0	Both	589
Lachlan Valley	0-4	0	Father only	8
Lachlan Valley	0-4	0	Mother only	20
Lachlan Valley	0-4	0	Neither	3
Lachlan Valley	0-4	1		16
Lachlan Valley	0-4	1	Both	2186
Lachlan Valley	0-4	1	Father only	54
Lachlan Valley	0-4	1	Mother only	58
Lachlan Valley	0-4	1	Neither	110
Lachlan Valley	5-9	0		29
Lachlan Valley	5-9	0	Both	739
Lachlan Valley	5-9	0	Father only	6
Lachlan Valley	5-9	0	Mother only	25
Lachlan Valley	5-9	0	Neither	6
Lachlan Valley	5-9	1		17
Lachlan Valley	5-9	1	Both	2386
Lachlan Valley	5-9	1	Father only	86
Lachlan Valley	5-9	1	Mother only	78
Lachlan Valley	5-9	1	Neither	93
Lachlan Valley	10-12	0		23
Lachlan Valley	10-12	0	Both	450
Lachlan Valley	10-12	0	Father only	7
Lachlan Valley	10-12	0	Mother only	16
Lachlan Valley	10-12	0	Neither	8
Lachlan Valley	10-12	1		9
Lachlan Valley	10-12	1	Both	1318
Lachlan Valley	10-12	1	Father only	41
Lachlan Valley	10-12	1	Mother only	37
Lachlan Valley	10-12	1	Neither	46
Lachlan Valley	13-14	0		15
Lachlan Valley	13-14	0	Both	285
Lachlan Valley	13-14	0	Father only	5
Lachlan Valley	13-14	0	Mother only	12
Lachlan Valley	13-14	1		9
Lachlan Valley	13-14	1	Both	814
Lachlan Valley	13-14	1	Father only	33
Lachlan Valley	13-14	1	Mother only	21
Lachlan Valley	13-14	1	Neither	20
Lachlan Valley	15-17	0		11
Lachlan Valley	15-17	0	Both	369
Lachlan Valley	15-17	0	Father only	5
Lachlan Valley	15-17	0	Mother only	18
Lachlan Valley	15-17	0	Neither	4
Lachlan Valley	15-17	1		12
Lachlan Valley	15-17	1	Both	898
Lachlan Valley	15-17	1	Father only	42
Lachlan Valley	15-17	1	Mother only	20
Lachlan Valley	15-17	1	Neither	32
Lachlan Valley	18-20	0	Both	45
Lachlan Valley	18-20	1		3
Lachlan Valley	18-20	1	Both	147
Lachlan Valley	18-20	1	Father only	3
Lachlan Valley	18-20	1	Mother only	6
Lachlan Valley	18-20	1	Neither	9
Lachlan Valley	21-24	0	Both	11
Lachlan Valley	21-24	0	Mother only	3
Lachlan Valley	21-24	1	Both	29
Lithgow - Mudgee	0-4	0		27
Lithgow - Mudgee	0-4	0	Both	466
Lithgow - Mudgee	0-4	0	Father only	13
Lithgow - Mudgee	0-4	0	Mother only	17
Lithgow - Mudgee	0-4	0	Neither	6
Lithgow - Mudgee	0-4	1		10
Lithgow - Mudgee	0-4	1	Both	1830
Lithgow - Mudgee	0-4	1	Father only	97
Lithgow - Mudgee	0-4	1	Mother only	63
Lithgow - Mudgee	0-4	1	Neither	69
Lithgow - Mudgee	5-9	0		24
Lithgow - Mudgee	5-9	0	Both	544
Lithgow - Mudgee	5-9	0	Father only	15
Lithgow - Mudgee	5-9	0	Mother only	21
Lithgow - Mudgee	5-9	0	Neither	6
Lithgow - Mudgee	5-9	1		25
Lithgow - Mudgee	5-9	1	Both	1828
Lithgow - Mudgee	5-9	1	Father only	85
Lithgow - Mudgee	5-9	1	Mother only	114
Lithgow - Mudgee	5-9	1	Neither	53
Lithgow - Mudgee	10-12	0		10
Lithgow - Mudgee	10-12	0	Both	310
Lithgow - Mudgee	10-12	0	Father only	10
Lithgow - Mudgee	10-12	0	Mother only	19
Lithgow - Mudgee	10-12	0	Neither	9
Lithgow - Mudgee	10-12	1		18
Lithgow - Mudgee	10-12	1	Both	966
Lithgow - Mudgee	10-12	1	Father only	53
Lithgow - Mudgee	10-12	1	Mother only	51
Lithgow - Mudgee	10-12	1	Neither	49
Lithgow - Mudgee	13-14	0		15
Lithgow - Mudgee	13-14	0	Both	220
Lithgow - Mudgee	13-14	0	Father only	16
Lithgow - Mudgee	13-14	0	Mother only	9
Lithgow - Mudgee	13-14	0	Neither	7
Lithgow - Mudgee	13-14	1		6
Lithgow - Mudgee	13-14	1	Both	614
Lithgow - Mudgee	13-14	1	Father only	33
Lithgow - Mudgee	13-14	1	Mother only	30
Lithgow - Mudgee	13-14	1	Neither	26
Lithgow - Mudgee	15-17	0		3
Lithgow - Mudgee	15-17	0	Both	267
Lithgow - Mudgee	15-17	0	Father only	27
Lithgow - Mudgee	15-17	0	Mother only	29
Lithgow - Mudgee	15-17	0	Neither	13
Lithgow - Mudgee	15-17	1		12
Lithgow - Mudgee	15-17	1	Both	758
Lithgow - Mudgee	15-17	1	Father only	42
Lithgow - Mudgee	15-17	1	Mother only	42
Lithgow - Mudgee	15-17	1	Neither	31
Lithgow - Mudgee	18-20	0	Both	42
Lithgow - Mudgee	18-20	0	Father only	4
Lithgow - Mudgee	18-20	1	Both	135
Lithgow - Mudgee	18-20	1	Father only	6
Lithgow - Mudgee	18-20	1	Mother only	3
Lithgow - Mudgee	18-20	1	Neither	8
Lithgow - Mudgee	21-24	0	Both	9
Lithgow - Mudgee	21-24	1	Both	31
Orange	0-4	0		33
Orange	0-4	0	Both	621
Orange	0-4	0	Father only	15
Orange	0-4	0	Mother only	35
Orange	0-4	0	Neither	17
Orange	0-4	1		11
Orange	0-4	1	Both	2646
Orange	0-4	1	Father only	123
Orange	0-4	1	Mother only	128
Orange	0-4	1	Neither	202
Orange	5-9	0		17
Orange	5-9	0	Both	710
Orange	5-9	0	Father only	18
Orange	5-9	0	Mother only	49
Orange	5-9	0	Neither	11
Orange	5-9	1		14
Orange	5-9	1	Both	2696
Orange	5-9	1	Father only	144
Orange	5-9	1	Mother only	154
Orange	5-9	1	Neither	192
Orange	10-12	0		15
Orange	10-12	0	Both	431
Orange	10-12	0	Father only	16
Orange	10-12	0	Mother only	26
Orange	10-12	0	Neither	11
Orange	10-12	1		16
Orange	10-12	1	Both	1428
Orange	10-12	1	Father only	66
Orange	10-12	1	Mother only	84
Orange	10-12	1	Neither	99
Orange	13-14	0		7
Orange	13-14	0	Both	273
Orange	13-14	0	Father only	9
Orange	13-14	0	Mother only	29
Orange	13-14	0	Neither	11
Orange	13-14	1		6
Orange	13-14	1	Both	895
Orange	13-14	1	Father only	47
Orange	13-14	1	Mother only	52
Orange	13-14	1	Neither	62
Orange	15-17	0		13
Orange	15-17	0	Both	357
Orange	15-17	0	Father only	13
Orange	15-17	0	Mother only	30
Orange	15-17	0	Neither	16
Orange	15-17	1		3
Orange	15-17	1	Both	1187
Orange	15-17	1	Father only	58
Orange	15-17	1	Mother only	64
Orange	15-17	1	Neither	67
Orange	18-20	0		3
Orange	18-20	0	Both	70
Orange	18-20	0	Father only	3
Orange	18-20	0	Mother only	5
Orange	18-20	0	Neither	9
Orange	18-20	1		3
Orange	18-20	1	Both	235
Orange	18-20	1	Father only	8
Orange	18-20	1	Mother only	12
Orange	18-20	1	Neither	17
Orange	21-24	0	Both	12
Orange	21-24	0	Neither	3
Orange	21-24	1	Both	51
Orange	21-24	1	Mother only	3
Orange	21-24	1	Neither	3
Clarence Valley	0-4	0		26
Clarence Valley	0-4	0	Both	523
Clarence Valley	0-4	0	Father only	16
Clarence Valley	0-4	0	Mother only	22
Clarence Valley	0-4	1		14
Clarence Valley	0-4	1	Both	1421
Clarence Valley	0-4	1	Father only	87
Clarence Valley	0-4	1	Mother only	81
Clarence Valley	0-4	1	Neither	52
Clarence Valley	5-9	0		22
Clarence Valley	5-9	0	Both	707
Clarence Valley	5-9	0	Father only	26
Clarence Valley	5-9	0	Mother only	41
Clarence Valley	5-9	0	Neither	13
Clarence Valley	5-9	1		9
Clarence Valley	5-9	1	Both	1630
Clarence Valley	5-9	1	Father only	97
Clarence Valley	5-9	1	Mother only	91
Clarence Valley	5-9	1	Neither	74
Clarence Valley	10-12	0		19
Clarence Valley	10-12	0	Both	411
Clarence Valley	10-12	0	Father only	18
Clarence Valley	10-12	0	Mother only	22
Clarence Valley	10-12	0	Neither	6
Clarence Valley	10-12	1		4
Clarence Valley	10-12	1	Both	990
Clarence Valley	10-12	1	Father only	48
Clarence Valley	10-12	1	Mother only	52
Clarence Valley	10-12	1	Neither	38
Clarence Valley	13-14	0		11
Clarence Valley	13-14	0	Both	268
Clarence Valley	13-14	0	Father only	13
Clarence Valley	13-14	0	Mother only	21
Clarence Valley	13-14	0	Neither	4
Clarence Valley	13-14	1		6
Clarence Valley	13-14	1	Both	628
Clarence Valley	13-14	1	Father only	29
Clarence Valley	13-14	1	Mother only	35
Clarence Valley	13-14	1	Neither	12
Clarence Valley	15-17	0		4
Clarence Valley	15-17	0	Both	347
Clarence Valley	15-17	0	Father only	24
Clarence Valley	15-17	0	Mother only	27
Clarence Valley	15-17	0	Neither	9
Clarence Valley	15-17	1		9
Clarence Valley	15-17	1	Both	910
Clarence Valley	15-17	1	Father only	47
Clarence Valley	15-17	1	Mother only	39
Clarence Valley	15-17	1	Neither	29
Clarence Valley	18-20	0	Both	54
Clarence Valley	18-20	0	Father only	5
Clarence Valley	18-20	0	Mother only	9
Clarence Valley	18-20	1	Both	141
Clarence Valley	18-20	1	Father only	6
