SA3_NAME16	Age5yr	Indigenous	persons
Snowy Mountains	35-39	0	938
Snowy Mountains	35-39	1	24
Snowy Mountains	40-44		101
Snowy Mountains	40-44	0	1151
Snowy Mountains	40-44	1	38
Snowy Mountains	45-49		124
Snowy Mountains	45-49	0	1270
Snowy Mountains	45-49	1	25
Snowy Mountains	50-54		110
Snowy Mountains	50-54	0	1347
Snowy Mountains	50-54	1	18
Snowy Mountains	55-59		92
Snowy Mountains	55-59	0	1363
Snowy Mountains	55-59	1	19
Snowy Mountains	60-64		108
Snowy Mountains	60-64	0	1169
Snowy Mountains	60-64	1	18
Snowy Mountains	65+		386
Snowy Mountains	65+	0	3346
Snowy Mountains	65+	1	37
South Coast	0-4		182
South Coast	0-4	0	2412
South Coast	0-4	1	353
South Coast	5-9		266
South Coast	5-9	0	3098
South Coast	5-9	1	396
South Coast	10-14		279
South Coast	10-14	0	3220
South Coast	10-14	1	388
South Coast	15-19		247
South Coast	15-19	0	3040
South Coast	15-19	1	313
South Coast	20-24		187
South Coast	20-24	0	2065
South Coast	20-24	1	222
South Coast	25-29		165
South Coast	25-29	0	2057
South Coast	25-29	1	149
South Coast	30-34		206
South Coast	30-34	0	2360
South Coast	30-34	1	165
South Coast	35-39		197
South Coast	35-39	0	2541
South Coast	35-39	1	170
South Coast	40-44		269
South Coast	40-44	0	3186
South Coast	40-44	1	175
South Coast	45-49		326
South Coast	45-49	0	3801
South Coast	45-49	1	167
South Coast	50-54		401
South Coast	50-54	0	4483
South Coast	50-54	1	169
South Coast	55-59		445
South Coast	55-59	0	5654
South Coast	55-59	1	152
South Coast	60-64		476
South Coast	60-64	0	6123
South Coast	60-64	1	120
South Coast	65+		1571
South Coast	65+	0	18256
South Coast	65+	1	191
Goulburn - Mulwaree	0-4		138
Goulburn - Mulwaree	0-4	0	1792
Goulburn - Mulwaree	0-4	1	145
Goulburn - Mulwaree	5-9		124
Goulburn - Mulwaree	5-9	0	1904
Goulburn - Mulwaree	5-9	1	149
Goulburn - Mulwaree	10-14		142
Goulburn - Mulwaree	10-14	0	1846
Goulburn - Mulwaree	10-14	1	162
Goulburn - Mulwaree	15-19		156
Goulburn - Mulwaree	15-19	0	1811
Goulburn - Mulwaree	15-19	1	129
Goulburn - Mulwaree	20-24		119
Goulburn - Mulwaree	20-24	0	1674
Goulburn - Mulwaree	20-24	1	94
Goulburn - Mulwaree	25-29		140
Goulburn - Mulwaree	25-29	0	1739
Goulburn - Mulwaree	25-29	1	104
Goulburn - Mulwaree	30-34		133
Goulburn - Mulwaree	30-34	0	1800
Goulburn - Mulwaree	30-34	1	91
Goulburn - Mulwaree	35-39		119
Goulburn - Mulwaree	35-39	0	1748
Goulburn - Mulwaree	35-39	1	74
Goulburn - Mulwaree	40-44		142
Goulburn - Mulwaree	40-44	0	1971
Goulburn - Mulwaree	40-44	1	73
Goulburn - Mulwaree	45-49		163
Goulburn - Mulwaree	45-49	0	2129
Goulburn - Mulwaree	45-49	1	76
Goulburn - Mulwaree	50-54		178
Goulburn - Mulwaree	50-54	0	2313
Goulburn - Mulwaree	50-54	1	64
Goulburn - Mulwaree	55-59		158
Goulburn - Mulwaree	55-59	0	2305
Goulburn - Mulwaree	55-59	1	55
Goulburn - Mulwaree	60-64		149
Goulburn - Mulwaree	60-64	0	2197
Goulburn - Mulwaree	60-64	1	40
Goulburn - Mulwaree	65+		526
Goulburn - Mulwaree	65+	0	6613
Goulburn - Mulwaree	65+	1	75
Young - Yass	0-4		126
Young - Yass	0-4	0	1936
Young - Yass	0-4	1	152
Young - Yass	5-9		134
Young - Yass	5-9	0	2256
Young - Yass	5-9	1	172
Young - Yass	10-14		151
Young - Yass	10-14	0	2179
Young - Yass	10-14	1	150
Young - Yass	15-19		159
Young - Yass	15-19	0	1948
Young - Yass	15-19	1	128
Young - Yass	20-24		122
Young - Yass	20-24	0	1489
Young - Yass	20-24	1	76
Young - Yass	25-29		99
Young - Yass	25-29	0	1386
Young - Yass	25-29	1	67
Young - Yass	30-34		94
Young - Yass	30-34	0	1558
Young - Yass	30-34	1	62
Young - Yass	35-39		118
Young - Yass	35-39	0	1767
Young - Yass	35-39	1	47
Young - Yass	40-44		161
Young - Yass	40-44	0	2238
Young - Yass	40-44	1	59
Young - Yass	45-49		169
Young - Yass	45-49	0	2339
Young - Yass	45-49	1	78
Young - Yass	50-54		160
Young - Yass	50-54	0	2343
Young - Yass	50-54	1	71
Young - Yass	55-59		180
Young - Yass	55-59	0	2308
Young - Yass	55-59	1	42
Young - Yass	60-64		165
Young - Yass	60-64	0	2169
Young - Yass	60-64	1	45
Young - Yass	65+		493
Young - Yass	65+	0	6460
Young - Yass	65+	1	90
Gosford	0-4		449
Gosford	0-4	0	8591
Gosford	0-4	1	534
Gosford	5-9		478
Gosford	5-9	0	9490
Gosford	5-9	1	510
Gosford	10-14		444
Gosford	10-14	0	9232
Gosford	10-14	1	506
Gosford	15-19		477
Gosford	15-19	0	9029
Gosford	15-19	1	562
Gosford	20-24		470
Gosford	20-24	0	8005
Gosford	20-24	1	438
Gosford	25-29		444
Gosford	25-29	0	7846
Gosford	25-29	1	346
Gosford	30-34		451
Gosford	30-34	0	8349
Gosford	30-34	1	277
Gosford	35-39		471
Gosford	35-39	0	8878
Gosford	35-39	1	233
Gosford	40-44		558
Gosford	40-44	0	10227
Gosford	40-44	1	230
Gosford	45-49		571
Gosford	45-49	0	10630
Gosford	45-49	1	243
Gosford	50-54		550
Gosford	50-54	0	10789
Gosford	50-54	1	275
Gosford	55-59		593
Gosford	55-59	0	10945
Gosford	55-59	1	200
Gosford	60-64		520
Gosford	60-64	0	10025
Gosford	60-64	1	156
Gosford	65+		2207
Gosford	65+	0	33574
Gosford	65+	1	245
Wyong	0-4		442
Wyong	0-4	0	8194
Wyong	0-4	1	970
Wyong	5-9		492
Wyong	5-9	0	9014
Wyong	5-9	1	926
Wyong	10-14		491
Wyong	10-14	0	8702
Wyong	10-14	1	952
Wyong	15-19		491
Wyong	15-19	0	8517
Wyong	15-19	1	854
Wyong	20-24		521
Wyong	20-24	0	8066
Wyong	20-24	1	660
Wyong	25-29		454
Wyong	25-29	0	7598
Wyong	25-29	1	513
Wyong	30-34		443
Wyong	30-34	0	8136
Wyong	30-34	1	415
Wyong	35-39		435
Wyong	35-39	0	8098
Wyong	35-39	1	397
Wyong	40-44		480
Wyong	40-44	0	8980
Wyong	40-44	1	385
Wyong	45-49		568
Wyong	45-49	0	9334
Wyong	45-49	1	402
Wyong	50-54		521
Wyong	50-54	0	9394
Wyong	50-54	1	364
Wyong	55-59		573
Wyong	55-59	0	9453
Wyong	55-59	1	291
Wyong	60-64		563
Wyong	60-64	0	8861
Wyong	60-64	1	199
Wyong	65+		2451
Wyong	65+	0	29684
Wyong	65+	1	400
Bathurst	0-4		170
Bathurst	0-4	0	2374
Bathurst	0-4	1	302
Bathurst	5-9		165
Bathurst	5-9	0	2647
Bathurst	5-9	1	289
Bathurst	10-14		177
Bathurst	10-14	0	2655
Bathurst	10-14	1	264
Bathurst	15-19		281
Bathurst	15-19	0	2830
Bathurst	15-19	1	214
Bathurst	20-24		326
Bathurst	20-24	0	2871
Bathurst	20-24	1	264
Bathurst	25-29		184
Bathurst	25-29	0	2537
Bathurst	25-29	1	233
Bathurst	30-34		144
Bathurst	30-34	0	2402
Bathurst	30-34	1	155
Bathurst	35-39		154
Bathurst	35-39	0	2298
Bathurst	35-39	1	128
Bathurst	40-44		186
Bathurst	40-44	0	2530
Bathurst	40-44	1	139
Bathurst	45-49		217
Bathurst	45-49	0	2735
Bathurst	45-49	1	113
Bathurst	50-54		202
Bathurst	50-54	0	2658
Bathurst	50-54	1	69
Bathurst	55-59		201
Bathurst	55-59	0	2672
Bathurst	55-59	1	72
Bathurst	60-64		201
Bathurst	60-64	0	2511
Bathurst	60-64	1	65
Bathurst	65+		739
Bathurst	65+	0	7104
Bathurst	65+	1	103
Lachlan Valley	0-4		275
Lachlan Valley	0-4	0	2522
Lachlan Valley	0-4	1	598
Lachlan Valley	5-9		315
Lachlan Valley	5-9	0	2924
Lachlan Valley	5-9	1	589
Lachlan Valley	10-14		315
Lachlan Valley	10-14	0	2685
Lachlan Valley	10-14	1	590
Lachlan Valley	15-19		305
Lachlan Valley	15-19	0	2487
Lachlan Valley	15-19	1	567
Lachlan Valley	20-24		252
Lachlan Valley	20-24	0	2112
Lachlan Valley	20-24	1	425
Lachlan Valley	25-29		208
Lachlan Valley	25-29	0	2128
Lachlan Valley	25-29	1	295
Lachlan Valley	30-34		242
Lachlan Valley	30-34	0	2311
Lachlan Valley	30-34	1	247
Lachlan Valley	35-39		245
Lachlan Valley	35-39	0	2298
Lachlan Valley	35-39	1	235
Lachlan Valley	40-44		255
Lachlan Valley	40-44	0	2525
Lachlan Valley	40-44	1	249
Lachlan Valley	45-49		287
Lachlan Valley	45-49	0	2774
Lachlan Valley	45-49	1	278
Lachlan Valley	50-54		352
Lachlan Valley	50-54	0	3144
Lachlan Valley	50-54	1	285
Lachlan Valley	55-59		334
Lachlan Valley	55-59	0	3319
Lachlan Valley	55-59	1	235
Lachlan Valley	60-64		300
Lachlan Valley	60-64	0	3288
Lachlan Valley	60-64	1	166
Lachlan Valley	65+		1204
Lachlan Valley	65+	0	10841
Lachlan Valley	65+	1	349
Lithgow - Mudgee	0-4		315
Lithgow - Mudgee	0-4	0	2284
Lithgow - Mudgee	0-4	1	342
Lithgow - Mudgee	5-9		314
Lithgow - Mudgee	5-9	0	2410
Lithgow - Mudgee	5-9	1	305
Lithgow - Mudgee	10-14		281
Lithgow - Mudgee	10-14	0	2238
Lithgow - Mudgee	10-14	1	280
Lithgow - Mudgee	15-19		242
Lithgow - Mudgee	15-19	0	2086
Lithgow - Mudgee	15-19	1	260
Lithgow - Mudgee	20-24		208
Lithgow - Mudgee	20-24	0	1876
Lithgow - Mudgee	20-24	1	207
Lithgow - Mudgee	25-29		264
Lithgow - Mudgee	25-29	0	2036
Lithgow - Mudgee	25-29	1	195
Lithgow - Mudgee	30-34		231
Lithgow - Mudgee	30-34	0	2150
Lithgow - Mudgee	30-34	1	145
Lithgow - Mudgee	35-39		243
Lithgow - Mudgee	35-39	0	2058
Lithgow - Mudgee	35-39	1	135
Lithgow - Mudgee	40-44		252
Lithgow - Mudgee	40-44	0	2393
Lithgow - Mudgee	40-44	1	156
Lithgow - Mudgee	45-49		287
Lithgow - Mudgee	45-49	0	2683
Lithgow - Mudgee	45-49	1	130
Lithgow - Mudgee	50-54		339
Lithgow - Mudgee	50-54	0	2919
Lithgow - Mudgee	50-54	1	115
Lithgow - Mudgee	55-59		353
Lithgow - Mudgee	55-59	0	2946
Lithgow - Mudgee	55-59	1	107
Lithgow - Mudgee	60-64		312
Lithgow - Mudgee	60-64	0	2647
Lithgow - Mudgee	60-64	1	84
Lithgow - Mudgee	65+		1041
Lithgow - Mudgee	65+	0	8593
Lithgow - Mudgee	65+	1	169
Orange	0-4		211
Orange	0-4	0	3476
Orange	0-4	1	419
Orange	5-9		240
Orange	5-9	0	3651
Orange	5-9	1	420
Orange	10-14		230
Orange	10-14	0	3288
Orange	10-14	1	357
Orange	15-19		253
Orange	15-19	0	3192
Orange	15-19	1	371
Orange	20-24		217
Orange	20-24	0	2525
Orange	20-24	1	274
Orange	25-29		205
Orange	25-29	0	2970
Orange	25-29	1	221
Orange	30-34		234
Orange	30-34	0	3200
Orange	30-34	1	147
Orange	35-39		219
Orange	35-39	0	3057
Orange	35-39	1	155
Orange	40-44		261
Orange	40-44	0	3328
Orange	40-44	1	163
Orange	45-49		279
Orange	45-49	0	3305
Orange	45-49	1	189
Orange	50-54		258
Orange	50-54	0	3244
Orange	50-54	1	155
Orange	55-59		233
Orange	55-59	0	3374
Orange	55-59	1	92
Orange	60-64		195
Orange	60-64	0	3011
Orange	60-64	1	64
Orange	65+		723
Orange	65+	0	9077
Orange	65+	1	126
Clarence Valley	0-4		158
Clarence Valley	0-4	0	1923
Clarence Valley	0-4	1	363
Clarence Valley	5-9		188
Clarence Valley	5-9	0	2343
Clarence Valley	5-9	1	396
Clarence Valley	10-14		203
Clarence Valley	10-14	0	2295
Clarence Valley	10-14	1	350
Clarence Valley	15-19		226
Clarence Valley	15-19	0	2377
Clarence Valley	15-19	1	335
Clarence Valley	20-24		150
Clarence Valley	20-24	0	1649
Clarence Valley	20-24	1	240
Clarence Valley	25-29		139
Clarence Valley	25-29	0	1734
Clarence Valley	25-29	1	201
Clarence Valley	30-34		144
Clarence Valley	30-34	0	1719
Clarence Valley	30-34	1	182
Clarence Valley	35-39		159
Clarence Valley	35-39	0	1975
Clarence Valley	35-39	1	146
Clarence Valley	40-44		221
Clarence Valley	40-44	0	2431
Clarence Valley	40-44	1	170
Clarence Valley	45-49		213
Clarence Valley	45-49	0	2626
Clarence Valley	45-49	1	182
Clarence Valley	50-54		245
Clarence Valley	50-54	0	3211
Clarence Valley	50-54	1	172
Clarence Valley	55-59		318
Clarence Valley	55-59	0	3618
Clarence Valley	55-59	1	158
Clarence Valley	60-64		281
Clarence Valley	60-64	0	3772
Clarence Valley	60-64	1	108
Clarence Valley	65+		963
Clarence Valley	65+	0	11778
Clarence Valley	65+	1	196
Coffs Harbour	0-4		289
Coffs Harbour	0-4	0	3952
Coffs Harbour	0-4	1	446
Coffs Harbour	5-9		339
Coffs Harbour	5-9	0	4735
Coffs Harbour	5-9	1	530
Coffs Harbour	10-14		316
Coffs Harbour	10-14	0	4578
Coffs Harbour	10-14	1	455
Coffs Harbour	15-19		296
Coffs Harbour	15-19	0	4314
Coffs Harbour	15-19	1	465
Coffs Harbour	20-24		305
Coffs Harbour	20-24	0	3476
Coffs Harbour	20-24	1	317
Coffs Harbour	25-29		305
Coffs Harbour	25-29	0	3637
Coffs Harbour	25-29	1	282
Coffs Harbour	30-34		276
Coffs Harbour	30-34	0	3909
Coffs Harbour	30-34	1	220
Coffs Harbour	35-39		269
Coffs Harbour	35-39	0	3902
Coffs Harbour	35-39	1	202
Coffs Harbour	40-44		307
Coffs Harbour	40-44	0	4692
Coffs Harbour	40-44	1	196
Coffs Harbour	45-49		373
Coffs Harbour	45-49	0	4961
Coffs Harbour	45-49	1	251
Coffs Harbour	50-54		384
Coffs Harbour	50-54	0	5372
Coffs Harbour	50-54	1	188
Coffs Harbour	55-59		485
Coffs Harbour	55-59	0	5899
Coffs Harbour	55-59	1	198
Coffs Harbour	60-64		412
Coffs Harbour	60-64	0	5899
Coffs Harbour	60-64	1	139
Coffs Harbour	65+		1362
Coffs Harbour	65+	0	16876
Coffs Harbour	65+	1	212
Bourke - Cobar - Coonamble	0-4		236
Bourke - Cobar - Coonamble	0-4	0	862
Bourke - Cobar - Coonamble	0-4	1	670
Bourke - Cobar - Coonamble	5-9		213
Bourke - Cobar - Coonamble	5-9	0	894
Bourke - Cobar - Coonamble	5-9	1	707
Bourke - Cobar - Coonamble	10-14		178
Bourke - Cobar - Coonamble	10-14	0	682
Bourke - Cobar - Coonamble	10-14	1	667
Bourke - Cobar - Coonamble	15-19		126
Bourke - Cobar - Coonamble	15-19	0	567
Bourke - Cobar - Coonamble	15-19	1	528
Bourke - Cobar - Coonamble	20-24		161
Bourke - Cobar - Coonamble	20-24	0	691
Bourke - Cobar - Coonamble	20-24	1	482
Bourke - Cobar - Coonamble	25-29		204
Bourke - Cobar - Coonamble	25-29	0	956
Bourke - Cobar - Coonamble	25-29	1	440
Bourke - Cobar - Coonamble	30-34		175
Bourke - Cobar - Coonamble	30-34	0	962
Bourke - Cobar - Coonamble	30-34	1	331
Bourke - Cobar - Coonamble	35-39		156
Bourke - Cobar - Coonamble	35-39	0	823
Bourke - Cobar - Coonamble	35-39	1	283
Bourke - Cobar - Coonamble	40-44		169
Bourke - Cobar - Coonamble	40-44	0	827
Bourke - Cobar - Coonamble	40-44	1	385
Bourke - Cobar - Coonamble	45-49		197
Bourke - Cobar - Coonamble	45-49	0	968
Bourke - Cobar - Coonamble	45-49	1	418
Bourke - Cobar - Coonamble	50-54		232
Bourke - Cobar - Coonamble	50-54	0	1189
Bourke - Cobar - Coonamble	50-54	1	368
Bourke - Cobar - Coonamble	55-59		242
Bourke - Cobar - Coonamble	55-59	0	1210
Bourke - Cobar - Coonamble	55-59	1	318
Bourke - Cobar - Coonamble	60-64		160
Bourke - Cobar - Coonamble	60-64	0	1037
Bourke - Cobar - Coonamble	60-64	1	251
Bourke - Cobar - Coonamble	65+		524
Bourke - Cobar - Coonamble	65+	0	3208
Bourke - Cobar - Coonamble	65+	1	443
Broken Hill and Far West	0-4		79
Broken Hill and Far West	0-4	0	825
Broken Hill and Far West	0-4	1	254
Broken Hill and Far West	5-9		89
Broken Hill and Far West	5-9	0	843
Broken Hill and Far West	5-9	1	255
Broken Hill and Far West	10-14		62
Broken Hill and Far West	10-14	0	800
Broken Hill and Far West	10-14	1	212
Broken Hill and Far West	15-19		65
Broken Hill and Far West	15-19	0	810
Broken Hill and Far West	15-19	1	221
Broken Hill and Far West	20-24		83
Broken Hill and Far West	20-24	0	828
Broken Hill and Far West	20-24	1	198
Broken Hill and Far West	25-29		94
Broken Hill and Far West	25-29	0	994
Broken Hill and Far West	25-29	1	196
Broken Hill and Far West	30-34		106
Broken Hill and Far West	30-34	0	912
Broken Hill and Far West	30-34	1	159
Broken Hill and Far West	35-39		75
Broken Hill and Far West	35-39	0	828
Broken Hill and Far West	35-39	1	109
Broken Hill and Far West	40-44		90
Broken Hill and Far West	40-44	0	911
Broken Hill and Far West	40-44	1	148
Broken Hill and Far West	45-49		99
Broken Hill and Far West	45-49	0	1035
Broken Hill and Far West	45-49	1	136
Broken Hill and Far West	50-54		104
Broken Hill and Far West	50-54	0	1200
Broken Hill and Far West	50-54	1	112
Broken Hill and Far West	55-59		118
Broken Hill and Far West	55-59	0	1382
Broken Hill and Far West	55-59	1	90
Broken Hill and Far West	60-64		112
Broken Hill and Far West	60-64	0	1271
Broken Hill and Far West	60-64	1	62
Broken Hill and Far West	65+		344
Broken Hill and Far West	65+	0	3800
Broken Hill and Far West	65+	1	111
Dubbo	0-4		317
Dubbo	0-4	0	3095
Dubbo	0-4	1	1290
Dubbo	5-9		361
Dubbo	5-9	0	3332
Dubbo	5-9	1	1281
Dubbo	10-14		282
Dubbo	10-14	0	3048
Dubbo	10-14	1	1082
Dubbo	15-19		289
Dubbo	15-19	0	2819
Dubbo	15-19	1	1079
Dubbo	20-24		316
Dubbo	20-24	0	2746
Dubbo	20-24	1	942
Dubbo	25-29		358
Dubbo	25-29	0	3180
Dubbo	25-29	1	781
Dubbo	30-34		319
Dubbo	30-34	0	3269
Dubbo	30-34	1	596
Dubbo	35-39		291
Dubbo	35-39	0	2986
Dubbo	35-39	1	511
Dubbo	40-44		338
Dubbo	40-44	0	3204
Dubbo	40-44	1	526
Dubbo	45-49		345
Dubbo	45-49	0	3412
Dubbo	45-49	1	539
Dubbo	50-54		379
Dubbo	50-54	0	3672
Dubbo	50-54	1	498
Dubbo	55-59		420
Dubbo	55-59	0	3917
Dubbo	55-59	1	444
Dubbo	60-64		381
Dubbo	60-64	0	3537
Dubbo	60-64	1	356
Dubbo	65+		1143
Dubbo	65+	0	11167
Dubbo	65+	1	568
Lower Hunter	0-4		365
Lower Hunter	0-4	0	4791
Lower Hunter	0-4	1	653
Lower Hunter	5-9		442
Lower Hunter	5-9	0	5178
Lower Hunter	5-9	1	743
Lower Hunter	10-14		405
Lower Hunter	10-14	0	4687
Lower Hunter	10-14	1	667
Lower Hunter	15-19		360
Lower Hunter	15-19	0	4761
Lower Hunter	15-19	1	570
Lower Hunter	20-24		337
Lower Hunter	20-24	0	4440
Lower Hunter	20-24	1	524
Lower Hunter	25-29		359
Lower Hunter	25-29	0	4584
Lower Hunter	25-29	1	400
Lower Hunter	30-34		391
Lower Hunter	30-34	0	4794
Lower Hunter	30-34	1	345
Lower Hunter	35-39		301
Lower Hunter	35-39	0	4597
Lower Hunter	35-39	1	323
Lower Hunter	40-44		371
Lower Hunter	40-44	0	5065
Lower Hunter	40-44	1	290
Lower Hunter	45-49		396
Lower Hunter	45-49	0	5236
Lower Hunter	45-49	1	316
Lower Hunter	50-54		381
Lower Hunter	50-54	0	5090
Lower Hunter	50-54	1	253
Lower Hunter	55-59		410
Lower Hunter	55-59	0	5333
Lower Hunter	55-59	1	265
Lower Hunter	60-64		393
Lower Hunter	60-64	0	4827
Lower Hunter	60-64	1	160
Lower Hunter	65+		1190
Lower Hunter	65+	0	12429
Lower Hunter	65+	1	259
Maitland	0-4		212
Maitland	0-4	0	4840
Maitland	0-4	1	503
Maitland	5-9		258
Maitland	5-9	0	4901
Maitland	5-9	1	486
Maitland	10-14		209
Maitland	10-14	0	4383
Maitland	10-14	1	462
Maitland	15-19		194
Maitland	15-19	0	4135
Maitland	15-19	1	402
Maitland	20-24		180
Maitland	20-24	0	4098
Maitland	20-24	1	321
Maitland	25-29		259
Maitland	25-29	0	4487
Maitland	25-29	1	309
Maitland	30-34		233
Maitland	30-34	0	4676
Maitland	30-34	1	227
Maitland	35-39		232
Maitland	35-39	0	4434
Maitland	35-39	1	181
Maitland	40-44		225
Maitland	40-44	0	4543
Maitland	40-44	1	201
Maitland	45-49		238
Maitland	45-49	0	4487
Maitland	45-49	1	193
Maitland	50-54		211
Maitland	50-54	0	4240
Maitland	50-54	1	158
Maitland	55-59		210
Maitland	55-59	0	4118
Maitland	55-59	1	139
Maitland	60-64		184
Maitland	60-64	0	3707
Maitland	60-64	1	85
Maitland	65+		599
Maitland	65+	0	9851
Maitland	65+	1	149
Port Stephens	0-4		228
Port Stephens	0-4	0	3131
Port Stephens	0-4	1	449
Port Stephens	5-9		263
Port Stephens	5-9	0	3714
Port Stephens	5-9	1	420
Port Stephens	10-14		228
Port Stephens	10-14	0	3715
Port Stephens	10-14	1	411
Port Stephens	15-19		252
Port Stephens	15-19	0	3604
Port Stephens	15-19	1	343
Port Stephens	20-24		264
Port Stephens	20-24	0	2995
Port Stephens	20-24	1	296
Port Stephens	25-29		253
Port Stephens	25-29	0	2795
Port Stephens	25-29	1	212
Port Stephens	30-34		248
Port Stephens	30-34	0	2923
Port Stephens	30-34	1	169
Port Stephens	35-39		224
Port Stephens	35-39	0	3177
Port Stephens	35-39	1	151
Port Stephens	40-44		280
Port Stephens	40-44	0	3865
Port Stephens	40-44	1	185
Port Stephens	45-49		301
Port Stephens	45-49	0	3989
Port Stephens	45-49	1	171
Port Stephens	50-54		339
Port Stephens	50-54	0	4460
Port Stephens	50-54	1	195
Port Stephens	55-59		303
Port Stephens	55-59	0	4533
Port Stephens	55-59	1	156
Port Stephens	60-64		345
Port Stephens	60-64	0	4621
Port Stephens	60-64	1	112
Port Stephens	65+		1431
Port Stephens	65+	0	15432
Port Stephens	65+	1	170
Upper Hunter	0-4		147
Upper Hunter	0-4	0	1697
Upper Hunter	0-4	1	245
Upper Hunter	5-9		170
Upper Hunter	5-9	0	1837
Upper Hunter	5-9	1	274
Upper Hunter	10-14		172
Upper Hunter	10-14	0	1722
Upper Hunter	10-14	1	263
Upper Hunter	15-19		135
Upper Hunter	15-19	0	1453
Upper Hunter	15-19	1	205
Upper Hunter	20-24		116
Upper Hunter	20-24	0	1340
Upper Hunter	20-24	1	169
Upper Hunter	25-29		139
Upper Hunter	25-29	0	1670
Upper Hunter	25-29	1	135
Upper Hunter	30-34		144
Upper Hunter	30-34	0	1727
Upper Hunter	30-34	1	123
Upper Hunter	35-39		129
Upper Hunter	35-39	0	1621
Upper Hunter	35-39	1	117
Upper Hunter	40-44		152
Upper Hunter	40-44	0	1727
Upper Hunter	40-44	1	86
Upper Hunter	45-49		161
Upper Hunter	45-49	0	1753
Upper Hunter	45-49	1	126
Upper Hunter	50-54		148
Upper Hunter	50-54	0	1824
Upper Hunter	50-54	1	109
Upper Hunter	55-59		139
Upper Hunter	55-59	0	1709
Upper Hunter	55-59	1	79
Upper Hunter	60-64		142
Upper Hunter	60-64	0	1533
Upper Hunter	60-64	1	42
Upper Hunter	65+		404
Upper Hunter	65+	0	4213
Upper Hunter	65+	1	81
Dapto - Port Kembla	0-4		235
Dapto - Port Kembla	0-4	0	4206
Dapto - Port Kembla	0-4	1	333
Dapto - Port Kembla	5-9		195
Dapto - Port Kembla	5-9	0	4411
Dapto - Port Kembla	5-9	1	349
Dapto - Port Kembla	10-14		165
Dapto - Port Kembla	10-14	0	4204
Dapto - Port Kembla	10-14	1	313
Dapto - Port Kembla	15-19		202
Dapto - Port Kembla	15-19	0	4297
Dapto - Port Kembla	15-19	1	301
Dapto - Port Kembla	20-24		213
Dapto - Port Kembla	20-24	0	4118
Dapto - Port Kembla	20-24	1	230
Dapto - Port Kembla	25-29		204
Dapto - Port Kembla	25-29	0	3953
Dapto - Port Kembla	25-29	1	200
Dapto - Port Kembla	30-34		192
Dapto - Port Kembla	30-34	0	4185
Dapto - Port Kembla	30-34	1	176
Dapto - Port Kembla	35-39		178
Dapto - Port Kembla	35-39	0	4219
Dapto - Port Kembla	35-39	1	120
Dapto - Port Kembla	40-44		199
Dapto - Port Kembla	40-44	0	4496
Dapto - Port Kembla	40-44	1	131
Dapto - Port Kembla	45-49		209
Dapto - Port Kembla	45-49	0	4482
Dapto - Port Kembla	45-49	1	116
Dapto - Port Kembla	50-54		227
Dapto - Port Kembla	50-54	0	4794
Dapto - Port Kembla	50-54	1	133
Dapto - Port Kembla	55-59		247
Dapto - Port Kembla	55-59	0	4653
Dapto - Port Kembla	55-59	1	98
Dapto - Port Kembla	60-64		199
Dapto - Port Kembla	60-64	0	3998
Dapto - Port Kembla	60-64	1	71
Dapto - Port Kembla	65+		942
Dapto - Port Kembla	65+	0	13037
