SA3_NAME16	MotorVehicles.min	occupied_private_dwellings
Lower Hunter	4	2577
Maitland		825
Maitland	0	1312
Maitland	1	8164
Maitland	2	10595
Maitland	3	3494
Maitland	4	1863
Port Stephens		1165
Port Stephens	0	1074
Port Stephens	1	9295
Port Stephens	2	9709
Port Stephens	3	3217
Port Stephens	4	1829
Upper Hunter		505
Upper Hunter	0	642
Upper Hunter	1	3522
Upper Hunter	2	4094
Upper Hunter	3	1441
Upper Hunter	4	724
Dapto - Port Kembla		1165
Dapto - Port Kembla	0	2299
Dapto - Port Kembla	1	9027
Dapto - Port Kembla	2	9173
Dapto - Port Kembla	3	3329
Dapto - Port Kembla	4	1791
Kiama - Shellharbour		1069
Kiama - Shellharbour	0	1571
Kiama - Shellharbour	1	9874
Kiama - Shellharbour	2	12068
Kiama - Shellharbour	3	4211
Kiama - Shellharbour	4	2540
Wollongong		1692
Wollongong	0	4450
Wollongong	1	17299
Wollongong	2	16351
Wollongong	3	4923
Wollongong	4	2459
Great Lakes		675
Great Lakes	0	779
Great Lakes	1	5549
Great Lakes	2	4177
Great Lakes	3	1247
Great Lakes	4	497
Kempsey - Nambucca		942
Kempsey - Nambucca	0	1141
Kempsey - Nambucca	1	7065
Kempsey - Nambucca	2	6214
Kempsey - Nambucca	3	2011
Kempsey - Nambucca	4	975
Lord Howe Island		8
Lord Howe Island	0	22
Lord Howe Island	1	81
Lord Howe Island	2	24
Lord Howe Island	4	3
Port Macquarie		1319
Port Macquarie	0	1847
Port Macquarie	1	12076
Port Macquarie	2	10972
Port Macquarie	3	3190
Port Macquarie	4	1462
Taree - Gloucester		955
Taree - Gloucester	0	1240
Taree - Gloucester	1	7851
Taree - Gloucester	2	7503
Taree - Gloucester	3	2387
Taree - Gloucester	4	1137
Albury		868
Albury	0	1638
Albury	1	8355
Albury	2	8366
Albury	3	2648
Albury	4	1265
Lower Murray		254
Lower Murray	0	303
Lower Murray	1	1273
Lower Murray	2	1703
Lower Murray	3	612
Lower Murray	4	364
Upper Murray exc. Albury		889
Upper Murray exc. Albury	0	812
Upper Murray exc. Albury	1	5547
Upper Murray exc. Albury	2	5948
Upper Murray exc. Albury	3	1960
Upper Murray exc. Albury	4	1041
Armidale		532
Armidale	0	871
Armidale	1	4667
Armidale	2	4636
Armidale	3	1598
Armidale	4	907
Inverell - Tenterfield		728
Inverell - Tenterfield	0	947
Inverell - Tenterfield	1	5102
Inverell - Tenterfield	2	4925
Inverell - Tenterfield	3	1855
Inverell - Tenterfield	4	1075
Moree - Narrabri		546
Moree - Narrabri	0	620
Moree - Narrabri	1	2713
Moree - Narrabri	2	3110
Moree - Narrabri	3	1209
Moree - Narrabri	4	719
Tamworth - Gunnedah		1438
Tamworth - Gunnedah	0	1728
Tamworth - Gunnedah	1	9802
Tamworth - Gunnedah	2	10750
Tamworth - Gunnedah	3	3772
Tamworth - Gunnedah	4	2060
Lake Macquarie - East		1440
Lake Macquarie - East	0	2902
Lake Macquarie - East	1	15019
Lake Macquarie - East	2	17413
Lake Macquarie - East	3	5566
Lake Macquarie - East	4	2803
Lake Macquarie - West		993
Lake Macquarie - West	0	1244
Lake Macquarie - West	1	8845
Lake Macquarie - West	2	10202
Lake Macquarie - West	3	3765
Lake Macquarie - West	4	2097
Newcastle		2142
Newcastle	0	5724
Newcastle	1	23787
Newcastle	2	22446
Newcastle	3	6317
Newcastle	4	2791
Richmond Valley - Coastal		1274
Richmond Valley - Coastal	0	1443
Richmond Valley - Coastal	1	10956
Richmond Valley - Coastal	2	11269
Richmond Valley - Coastal	3	3171
Richmond Valley - Coastal	4	1478
Richmond Valley - Hinterland		1121
Richmond Valley - Hinterland	0	1641
Richmond Valley - Hinterland	1	9684
Richmond Valley - Hinterland	2	9304
Richmond Valley - Hinterland	3	3034
Richmond Valley - Hinterland	4	1494
Tweed Valley		1574
Tweed Valley	0	2104
Tweed Valley	1	13777
Tweed Valley	2	12293
Tweed Valley	3	3577
Tweed Valley	4	1758
Griffith - Murrumbidgee (West)		839
Griffith - Murrumbidgee (West)	0	900
Griffith - Murrumbidgee (West)	1	5020
Griffith - Murrumbidgee (West)	2	6080
Griffith - Murrumbidgee (West)	3	2279
Griffith - Murrumbidgee (West)	4	1354
Tumut - Tumbarumba		255
Tumut - Tumbarumba	0	269
Tumut - Tumbarumba	1	1755
Tumut - Tumbarumba	2	2000
Tumut - Tumbarumba	3	745
Tumut - Tumbarumba	4	386
Wagga Wagga		1435
Wagga Wagga	0	1947
Wagga Wagga	1	11307
Wagga Wagga	2	12391
Wagga Wagga	3	4248
Wagga Wagga	4	2312
Shoalhaven		1747
Shoalhaven	0	1873
Shoalhaven	1	14747
Shoalhaven	2	13572
Shoalhaven	3	4090
Shoalhaven	4	2088
Southern Highlands		630
Southern Highlands	0	638
Southern Highlands	1	5965
Southern Highlands	2	6787
Southern Highlands	3	2372
Southern Highlands	4	1374
Baulkham Hills		782
Baulkham Hills	0	1246
Baulkham Hills	1	11309
Baulkham Hills	2	20204
Baulkham Hills	3	7166
Baulkham Hills	4	4010
Dural - Wisemans Ferry		209
Dural - Wisemans Ferry	0	176
Dural - Wisemans Ferry	1	1488
Dural - Wisemans Ferry	2	2778
Dural - Wisemans Ferry	3	1545
Dural - Wisemans Ferry	4	1681
Hawkesbury		208
Hawkesbury	0	100
Hawkesbury	1	1380
Hawkesbury	2	3023
Hawkesbury	3	1510
Hawkesbury	4	1433
Rouse Hill - McGraths Hill		231
Rouse Hill - McGraths Hill	0	132
Rouse Hill - McGraths Hill	1	1731
Rouse Hill - McGraths Hill	2	4334
Rouse Hill - McGraths Hill	3	1818
Rouse Hill - McGraths Hill	4	1337
Blacktown		1636
Blacktown	0	3645
Blacktown	1	14914
Blacktown	2	15035
Blacktown	3	5072
Blacktown	4	2483
Blacktown - North		638
Blacktown - North	0	632
Blacktown - North	1	6997
Blacktown - North	2	12621
Blacktown - North	3	3929
Blacktown - North	4	1955
Mount Druitt		1417
Mount Druitt	0	2878
Mount Druitt	1	11195
Mount Druitt	2	11056
Mount Druitt	3	3912
Mount Druitt	4	1906
Botany		655
Botany	0	2505
Botany	1	7001
Botany	2	4690
Botany	3	1119
Botany	4	453
Marrickville - Sydenham - Petersham		749
Marrickville - Sydenham - Petersham	0	3865
Marrickville - Sydenham - Petersham	1	9994
Marrickville - Sydenham - Petersham	2	4567
Marrickville - Sydenham - Petersham	3	933
Marrickville - Sydenham - Petersham	4	348
Sydney Inner City		3715
Sydney Inner City	0	34048
Sydney Inner City	1	38167
Sydney Inner City	2	10082
Sydney Inner City	3	1265
Sydney Inner City	4	521
Eastern Suburbs - North		1735
Eastern Suburbs - North	0	8049
Eastern Suburbs - North	1	21860
Eastern Suburbs - North	2	13071
Eastern Suburbs - North	3	2681
Eastern Suburbs - North	4	1059
Eastern Suburbs - South		1967
Eastern Suburbs - South	0	9074
Eastern Suburbs - South	1	21468
Eastern Suburbs - South	2	13505
Eastern Suburbs - South	3	3077
Eastern Suburbs - South	4	1277
Bankstown		1973
Bankstown	0	4976
Bankstown	1	17626
Bankstown	2	17791
Bankstown	3	6341
Bankstown	4	3440
Canterbury		1762
Canterbury	0	5197
Canterbury	1	17147
Canterbury	2	12241
Canterbury	3	3880
Canterbury	4	2030
Hurstville		1356
Hurstville	0	5355
Hurstville	1	16469
Hurstville	2	13214
Hurstville	3	3979
Hurstville	4	2044
Kogarah - Rockdale		1680
Kogarah - Rockdale	0	6243
Kogarah - Rockdale	1	20671
Kogarah - Rockdale	2	13582
Kogarah - Rockdale	3	3652
Kogarah - Rockdale	4	1765
Canada Bay		802
Canada Bay	0	3020
Canada Bay	1	13426
Canada Bay	2	10435
Canada Bay	3	2439
Canada Bay	4	1132
Leichhardt		588
Leichhardt	0	2847
Leichhardt	1	10650
Leichhardt	2	6120
Leichhardt	3	984
Leichhardt	4	325
Strathfield - Burwood - Ashfield		2008
Strathfield - Burwood - Ashfield	0	8998
Strathfield - Burwood - Ashfield	1	23132
Strathfield - Burwood - Ashfield	2	13097
Strathfield - Burwood - Ashfield	3	3357
Strathfield - Burwood - Ashfield	4	1605
Chatswood - Lane Cove		965
Chatswood - Lane Cove	0	5156
Chatswood - Lane Cove	1	18382
Chatswood - Lane Cove	2	12376
Chatswood - Lane Cove	3	2712
Chatswood - Lane Cove	4	1013
Hornsby		606
Hornsby	0	2164
Hornsby	1	10997
Hornsby	2	9670
Hornsby	3	2649
Hornsby	4	1303
Ku-ring-gai		717
Ku-ring-gai	0	1530
Ku-ring-gai	1	12308
Ku-ring-gai	2	16874
Ku-ring-gai	3	4989
Ku-ring-gai	4	2153
North Sydney - Mosman		923
North Sydney - Mosman	0	6014
North Sydney - Mosman	1	20865
North Sydney - Mosman	2	9870
North Sydney - Mosman	3	1798
North Sydney - Mosman	4	682
Manly		395
Manly	0	1660
Manly	1	6755
Manly	2	5107
Manly	3	1203
Manly	4	442
Pittwater		623
Pittwater	0	739
Pittwater	1	5718
Pittwater	2	8952
Pittwater	3	2948
Pittwater	4	1582
Warringah		1494
Warringah	0	3359
Warringah	1	18359
Warringah	2	19952
Warringah	3	5697
Warringah	4	2951
Camden		429
Camden	0	468
Camden	1	4446
Camden	2	8762
Camden	3	3371
Camden	4	2025
Campbelltown (NSW)		1762
Campbelltown (NSW)	0	3819
Campbelltown (NSW)	1	17892
Campbelltown (NSW)	2	17365
Campbelltown (NSW)	3	6067
Campbelltown (NSW)	4	3421
Wollondilly		433
Wollondilly	0	326
Wollondilly	1	2691
Wollondilly	2	4835
Wollondilly	3	2483
Wollondilly	4	2129
Blue Mountains		746
Blue Mountains	0	1842
Blue Mountains	1	10615
Blue Mountains	2	10397
Blue Mountains	3	3232
Blue Mountains	4	1729
Blue Mountains - South	1	3
Penrith		1472
Penrith	0	2769
Penrith	1	14280
Penrith	2	17600
Penrith	3	6248
Penrith	4	3930
Richmond - Windsor		375
Richmond - Windsor	0	689
Richmond - Windsor	1	3838
Richmond - Windsor	2	4188
Richmond - Windsor	3	1651
Richmond - Windsor	4	1320
St Marys		684
St Marys	0	1116
St Marys	1	5444
St Marys	2	6146
St Marys	3	2391
St Marys	4	1467
Auburn		1167
Auburn	0	2971
Auburn	1	10956
Auburn	2	7845
Auburn	3	2203
Auburn	4	1104
Carlingford		579
Carlingford	0	1633
Carlingford	1	7262
Carlingford	2	8609
Carlingford	3	2549
Carlingford	4	1168
Merrylands - Guildford		1942
Merrylands - Guildford	0	5028
Merrylands - Guildford	1	15848
Merrylands - Guildford	2	14509
Merrylands - Guildford	3	5083
Merrylands - Guildford	4	2980
Parramatta		1604
Parramatta	0	6359
Parramatta	1	21121
Parramatta	2	13556
Parramatta	3	3239
Parramatta	4	1553
Pennant Hills - Epping		347
Pennant Hills - Epping	0	895
Pennant Hills - Epping	1	5836
Pennant Hills - Epping	2	6092
Pennant Hills - Epping	3	1676
Pennant Hills - Epping	4	697
Ryde - Hunters Hill		1263
Ryde - Hunters Hill	0	5347
Ryde - Hunters Hill	1	19665
Ryde - Hunters Hill	2	15100
Ryde - Hunters Hill	3	3930
Ryde - Hunters Hill	4	1932
Bringelly - Green Valley		1143
Bringelly - Green Valley	0	1391
Bringelly - Green Valley	1	6347
Bringelly - Green Valley	2	11125
Bringelly - Green Valley	3	4893
Bringelly - Green Valley	4	3388
Fairfield		2100
Fairfield	0	5316
Fairfield	1	17126
Fairfield	2	16822
Fairfield	3	7611
Fairfield	4	4438
Liverpool		1361
Liverpool	0	3225
Liverpool	1	11394
Liverpool	2	12615
Liverpool	3	4340
Liverpool	4	2248
Cronulla - Miranda - Caringbah		1147
Cronulla - Miranda - Caringbah	0	2718
Cronulla - Miranda - Caringbah	1	13622
Cronulla - Miranda - Caringbah	2	15348
Cronulla - Miranda - Caringbah	3	4521
Cronulla - Miranda - Caringbah	4	2673
Sutherland - Menai - Heathcote		824
Sutherland - Menai - Heathcote	0	1598
Sutherland - Menai - Heathcote	1	10358
Sutherland - Menai - Heathcote	2	15066
Sutherland - Menai - Heathcote	3	5087
Sutherland - Menai - Heathcote	4	3192
Ballarat		1493
Ballarat	0	2564
Ballarat	1	13844
Ballarat	2	14431
Ballarat	3	4434
Ballarat	4	2292
Creswick - Daylesford - Ballan		516
Creswick - Daylesford - Ballan	0	313
Creswick - Daylesford - Ballan	1	2879
Creswick - Daylesford - Ballan	2	3910
Creswick - Daylesford - Ballan	3	1728
Creswick - Daylesford - Ballan	4	1250
Maryborough - Pyrenees		501
Maryborough - Pyrenees	0	489
Maryborough - Pyrenees	1	3121
Maryborough - Pyrenees	2	3591
Maryborough - Pyrenees	3	1405
Maryborough - Pyrenees	4	985
Bendigo		1406
Bendigo	0	2168
Bendigo	1	12370
Bendigo	2	13341
Bendigo	3	4250
Bendigo	4	2027
Heathcote - Castlemaine - Kyneton		719
Heathcote - Castlemaine - Kyneton	0	671
Heathcote - Castlemaine - Kyneton	1	5240
Heathcote - Castlemaine - Kyneton	2	6699
Heathcote - Castlemaine - Kyneton	3	2603
Heathcote - Castlemaine - Kyneton	4	1643
Loddon - Elmore		221
Loddon - Elmore	0	162
Loddon - Elmore	1	1112
Loddon - Elmore	2	1522
Loddon - Elmore	3	743
Loddon - Elmore	4	609
Barwon - West		223
Barwon - West	0	84
Barwon - West	1	1102
Barwon - West	2	2675
Barwon - West	3	1264
Barwon - West	4	951
Geelong		2612
Geelong	0	4964
Geelong	1	25145
Geelong	2	26053
Geelong	3	7670
Geelong	4	3851
Surf Coast - Bellarine Peninsula		802
Surf Coast - Bellarine Peninsula	0	704
Surf Coast - Bellarine Peninsula	1	8203
Surf Coast - Bellarine Peninsula	2	11522
Surf Coast - Bellarine Peninsula	3	3256
Surf Coast - Bellarine Peninsula	4	1556
Upper Goulburn Valley		1043
Upper Goulburn Valley	0	820
Upper Goulburn Valley	1	6225
Upper Goulburn Valley	2	7221
Upper Goulburn Valley	3	2894
Upper Goulburn Valley	4	1908
Wangaratta - Benalla		810
Wangaratta - Benalla	0	964
Wangaratta - Benalla	1	5935
Wangaratta - Benalla	2	6667
Wangaratta - Benalla	3	2331
Wangaratta - Benalla	4	1410
Wodonga - Alpine		1004
Wodonga - Alpine	0	1168
Wodonga - Alpine	1	8205
Wodonga - Alpine	2	10130
Wodonga - Alpine	3	3465
Wodonga - Alpine	4	1904
Baw Baw		659
Baw Baw	0	641
Baw Baw	1	5224
Baw Baw	2	6814
Baw Baw	3	2620
Baw Baw	4	1685
Gippsland - East		948
Gippsland - East	0	824
Gippsland - East	1	5926
Gippsland - East	2	6583
Gippsland - East	3	2205
Gippsland - East	4	1130
Gippsland - South West		1037
Gippsland - South West	0	1113
Gippsland - South West	1	8441
Gippsland - South West	2	8900
Gippsland - South West	3	2969
Gippsland - South West	4	1573
Latrobe Valley		1299
Latrobe Valley	0	2056
Latrobe Valley	1	9853
Latrobe Valley	2	9832
Latrobe Valley	3	3312
Latrobe Valley	4	1791
Wellington		657
Wellington	0	802
Wellington	1	5133
Wellington	2	5834
Wellington	3	2240
Wellington	4	1375
Brunswick - Coburg		1022
Brunswick - Coburg	0	5615
Brunswick - Coburg	1	15804
Brunswick - Coburg	2	8723
Brunswick - Coburg	3	2040
Brunswick - Coburg	4	855
Darebin - South		598
Darebin - South	0	2783
Darebin - South	1	9347
Darebin - South	2	5907
Darebin - South	3	1182
Darebin - South	4	466
Essendon		900
Essendon	0	3358
Essendon	1	10761
Essendon	2	7697
Essendon	3	1983
Essendon	4	887
Melbourne City		2125
Melbourne City	0	26465
Melbourne City	1	21110
Melbourne City	2	6100
Melbourne City	3	902
Melbourne City	4	314
Port Phillip		1446
Port Phillip	0	7942
Port Phillip	1	23002
Port Phillip	2	10629
Port Phillip	3	1522
Port Phillip	4	572
Stonnington - West		903
Stonnington - West	0	5769
Stonnington - West	1	13442
Stonnington - West	2	6382
Stonnington - West	3	1242
Stonnington - West	4	566
Yarra		1300
Yarra	0	7549
Yarra	1	17896
Yarra	2	7930
Yarra	3	1460
Yarra	4	407
Boroondara		1416
Boroondara	0	4687
Boroondara	1	21980
Boroondara	2	22792
Boroondara	3	6226
Boroondara	4	2751
Manningham - West		891
Manningham - West	0	1399
Manningham - West	1	9995
Manningham - West	2	13324
Manningham - West	3	4116
Manningham - West	4	2105
Whitehorse - West		1002
Whitehorse - West	0	3464
Whitehorse - West	1	13896
Whitehorse - West	2	13418
Whitehorse - West	3	3380
Whitehorse - West	4	1511
Bayside		893
Bayside	0	1814
Bayside	1	11968
Bayside	2	14822
Bayside	3	3843
Bayside	4	1698
Glen Eira		1512
Glen Eira	0	5085
Glen Eira	1	22112
Glen Eira	2	19909
Glen Eira	3	4486
Glen Eira	4	1961
Kingston		1334
Kingston	0	2839
Kingston	1	16236
Kingston	2	17557
Kingston	3	4290
Kingston	4	1971
Stonnington - East		384
Stonnington - East	0	1479
Stonnington - East	1	5866
Stonnington - East	2	5614
Stonnington - East	3	1388
Stonnington - East	4	680
Banyule		1218
Banyule	0	2702
Banyule	1	15561
Banyule	2	17650
Banyule	3	4879
Banyule	4	2415
Darebin - North		1424
Darebin - North	0	4257
Darebin - North	1	14422
Darebin - North	2	10290
Darebin - North	3	2777
Darebin - North	4	1280
Nillumbik - Kinglake		418
Nillumbik - Kinglake	0	381
Nillumbik - Kinglake	1	4222
Nillumbik - Kinglake	2	9268
Nillumbik - Kinglake	3	3912
Nillumbik - Kinglake	4	2854
Whittlesea - Wallan		2131
Whittlesea - Wallan	0	2985
Whittlesea - Wallan	1	20290
Whittlesea - Wallan	2	28673
Whittlesea - Wallan	3	9462
Whittlesea - Wallan	4	5194
Keilor		700
Keilor	0	1150
Keilor	1	6542
Keilor	2	8583
Keilor	3	2598
Keilor	4	1358
Macedon Ranges		268
Macedon Ranges	0	159
Macedon Ranges	1	2041
Macedon Ranges	2	4268
Macedon Ranges	3	1813
Macedon Ranges	4	1270
Moreland - North		1020
Moreland - North	0	2635
Moreland - North	1	10939
Moreland - North	2	8753
Moreland - North	3	2355
Moreland - North	4	1146
Sunbury		359
Sunbury	0	497
Sunbury	1	3939
Sunbury	2	5531
Sunbury	3	2041
Sunbury	4	1269
Tullamarine - Broadmeadows		1784
Tullamarine - Broadmeadows	0	2350
Tullamarine - Broadmeadows	1	14100
Tullamarine - Broadmeadows	2	18622
Tullamarine - Broadmeadows	3	6680
Tullamarine - Broadmeadows	4	3820
Knox		1391
Knox	0	2004
Knox	1	15395
Knox	2	22469
Knox	3	7977
Knox	4	4430
Manningham - East		184
Manningham - East	0	184
Manningham - East	1	1645
Manningham - East	2	3474
Manningham - East	3	1576
Manningham - East	4	1192
Maroondah		1058
Maroondah	0	1895
Maroondah	1	13350
Maroondah	2	16184
Maroondah	3	4767
Maroondah	4	2566
Whitehorse - East		527
Whitehorse - East	0	1216
Whitehorse - East	1	7747
Whitehorse - East	2	9095
Whitehorse - East	3	2283
Whitehorse - East	4	1034
Yarra Ranges		1492
Yarra Ranges	0	1526
Yarra Ranges	1	13764
Yarra Ranges	2	21141
Yarra Ranges	3	8162
Yarra Ranges	4	5554
Cardinia		926
Cardinia	0	869
Cardinia	1	8544
Cardinia	2	12974
Cardinia	3	4686
Cardinia	4	3060
Casey - North		1282
Casey - North	0	1604
Casey - North	1	11351
Casey - North	2	17554
Casey - North	3	6292
Casey - North	4	3762
Casey - South		1603
Casey - South	0	1250
Casey - South	1	12950
Casey - South	2	22786
Casey - South	3	7617
Casey - South	4	4081
Dandenong		2637
Dandenong	0	4948
Dandenong	1	21153
Dandenong	2	20591
Dandenong	3	7393
Dandenong	4	3655
Monash		1576
Monash	0	4358
Monash	1	20140
Monash	2	23401
Monash	3	6911
Monash	4	3073
Brimbank		2607
Brimbank	0	4205
Brimbank	1	18771
Brimbank	2	20895
Brimbank	3	7994
Brimbank	4	4099
Hobsons Bay		973
Hobsons Bay	0	2285
Hobsons Bay	1	11686
Hobsons Bay	2	11475
Hobsons Bay	3	2995
Hobsons Bay	4	1449
Maribyrnong		1098
Maribyrnong	0	4189
Maribyrnong	1	13277
Maribyrnong	2	9141
Maribyrnong	3	1990
Maribyrnong	4	788
Melton - Bacchus Marsh		1643
Melton - Bacchus Marsh	0	1601
Melton - Bacchus Marsh	1	13224
Melton - Bacchus Marsh	2	20744
Melton - Bacchus Marsh	3	6894
Melton - Bacchus Marsh	4	3820
Wyndham		1976
Wyndham	0	2555
Wyndham	1	22329
Wyndham	2	29300
Wyndham	3	8463
Wyndham	4	3971
Frankston		1869
Frankston	0	2941
Frankston	1	17008
Frankston	2	19230
Frankston	3	5661
Frankston	4	2974
Mornington Peninsula		2299
Mornington Peninsula	0	2338
Mornington Peninsula	1	18914
Mornington Peninsula	2	23267
Mornington Peninsula	3	7205
Mornington Peninsula	4	3775
Grampians		1053
Grampians	0	1387
Grampians	1	7448
Grampians	2	8075
Grampians	3	3189
Grampians	4	2060
Mildura		990
Mildura	0	1298
Mildura	1	6496
Mildura	2	7076
Mildura	3	2480
Mildura	4	1469
Murray River - Swan Hill		777
Murray River - Swan Hill	0	784
Murray River - Swan Hill	1	4255
Murray River - Swan Hill	2	4895
Murray River - Swan Hill	3	1876
Murray River - Swan Hill	4	1275
Campaspe		655
Campaspe	0	668
Campaspe	1	4119
Campaspe	2	5254
Campaspe	3	1991
Campaspe	4	1214
Moira		604
Moira	0	529
Moira	1	3469
Moira	2	3798
Moira	3	1517
Moira	4	980
Shepparton		992
Shepparton	0	1274
Shepparton	1	7276
Shepparton	2	8306
Shepparton	3	2987
Shepparton	4	1689
Glenelg - Southern Grampians		639
Glenelg - Southern Grampians	0	694
Glenelg - Southern Grampians	1	4480
Glenelg - Southern Grampians	2	4830
Glenelg - Southern Grampians	3	2039
Glenelg - Southern Grampians	4	1307
Colac - Corangamite		650
Colac - Corangamite	0	675
Colac - Corangamite	1	4421
Colac - Corangamite	2	5014
Colac - Corangamite	3	1975
Colac - Corangamite	4	1298
Warrnambool		763
Warrnambool	0	923
Warrnambool	1	6006
Warrnambool	2	7152
Warrnambool	3	2275
Warrnambool	4	1390
Capalaba		632
Capalaba	0	870
Capalaba	1	7007
Capalaba	2	10110
Capalaba	3	3890
Capalaba	4	2339
Cleveland - Stradbroke		888
Cleveland - Stradbroke	0	1560
Cleveland - Stradbroke	1	9390
Cleveland - Stradbroke	2	11446
Cleveland - Stradbroke	3	4286
Cleveland - Stradbroke	4	2325
Wynnum - Manly		816
Wynnum - Manly	0	1268
Wynnum - Manly	1	8024
Wynnum - Manly	2	9955
Wynnum - Manly	3	3080
Wynnum - Manly	4	1344
Bald Hills - Everton Park		282
Bald Hills - Everton Park	0	556
Bald Hills - Everton Park	1	4578
Bald Hills - Everton Park	2	6093
Bald Hills - Everton Park	3	1933
Bald Hills - Everton Park	4	1012
Chermside		881
Chermside	0	2412
