SA3_NAME16	AgeStudent	students
Upper Murray exc. Albury	0-4	517
Upper Murray exc. Albury	5-14	4447
Upper Murray exc. Albury	15-19	1503
Upper Murray exc. Albury	20-24	316
Upper Murray exc. Albury	25+	764
Armidale	0-4	543
Armidale	5-14	4269
Armidale	15-19	2242
Armidale	20-24	1596
Armidale	25+	1757
Inverell - Tenterfield	0-4	518
Inverell - Tenterfield	5-14	4263
Inverell - Tenterfield	15-19	1396
Inverell - Tenterfield	20-24	288
Inverell - Tenterfield	25+	734
Moree - Narrabri	0-4	428
Moree - Narrabri	5-14	3056
Moree - Narrabri	15-19	841
Moree - Narrabri	20-24	201
Moree - Narrabri	25+	496
Tamworth - Gunnedah	0-4	1368
Tamworth - Gunnedah	5-14	9781
Tamworth - Gunnedah	15-19	3158
Tamworth - Gunnedah	20-24	784
Tamworth - Gunnedah	25+	1982
Lake Macquarie - East	0-4	1905
Lake Macquarie - East	5-14	14065
Lake Macquarie - East	15-19	5573
Lake Macquarie - East	20-24	2277
Lake Macquarie - East	25+	3467
Lake Macquarie - West	0-4	1142
Lake Macquarie - West	5-14	8518
Lake Macquarie - West	15-19	3329
Lake Macquarie - West	20-24	1167
Lake Macquarie - West	25+	2099
Newcastle	0-4	2443
Newcastle	5-14	16977
Newcastle	15-19	7101
Newcastle	20-24	6970
Newcastle	25+	8194
Richmond Valley - Coastal	0-4	1010
Richmond Valley - Coastal	5-14	8128
Richmond Valley - Coastal	15-19	3059
Richmond Valley - Coastal	20-24	728
Richmond Valley - Coastal	25+	2602
Richmond Valley - Hinterland	0-4	955
Richmond Valley - Hinterland	5-14	8035
Richmond Valley - Hinterland	15-19	3048
Richmond Valley - Hinterland	20-24	1010
Richmond Valley - Hinterland	25+	2395
Tweed Valley	0-4	1032
Tweed Valley	5-14	9535
Tweed Valley	15-19	3593
Tweed Valley	20-24	1075
Tweed Valley	25+	2611
Griffith - Murrumbidgee (West)	0-4	718
Griffith - Murrumbidgee (West)	5-14	5855
Griffith - Murrumbidgee (West)	15-19	2102
Griffith - Murrumbidgee (West)	20-24	404
Griffith - Murrumbidgee (West)	25+	1054
Tumut - Tumbarumba	0-4	184
Tumut - Tumbarumba	5-14	1614
Tumut - Tumbarumba	15-19	530
Tumut - Tumbarumba	20-24	127
Tumut - Tumbarumba	25+	296
Wagga Wagga	0-4	1365
Wagga Wagga	5-14	11522
Wagga Wagga	15-19	4098
Wagga Wagga	20-24	2054
Wagga Wagga	25+	3026
Shoalhaven	0-4	1433
Shoalhaven	5-14	10153
Shoalhaven	15-19	3493
Shoalhaven	20-24	942
Shoalhaven	25+	2366
Southern Highlands	0-4	678
Southern Highlands	5-14	5514
Southern Highlands	15-19	2251
Southern Highlands	20-24	499
Southern Highlands	25+	1219
Baulkham Hills	0-4	2318
Baulkham Hills	5-14	19813
Baulkham Hills	15-19	9202
Baulkham Hills	20-24	4917
Baulkham Hills	25+	4693
Dural - Wisemans Ferry	0-4	404
Dural - Wisemans Ferry	5-14	3482
Dural - Wisemans Ferry	15-19	1660
Dural - Wisemans Ferry	20-24	721
Dural - Wisemans Ferry	25+	607
Hawkesbury	0-4	406
Hawkesbury	5-14	3165
Hawkesbury	15-19	1287
Hawkesbury	20-24	429
Hawkesbury	25+	562
Rouse Hill - McGraths Hill	0-4	659
Rouse Hill - McGraths Hill	5-14	5490
Rouse Hill - McGraths Hill	15-19	2118
Rouse Hill - McGraths Hill	20-24	778
Rouse Hill - McGraths Hill	25+	910
Blacktown	0-4	2046
Blacktown	5-14	16120
Blacktown	15-19	6576
Blacktown	20-24	3588
Blacktown	25+	5262
Blacktown - North	0-4	1865
Blacktown - North	5-14	14029
Blacktown - North	15-19	5210
Blacktown - North	20-24	2468
Blacktown - North	25+	3127
Mount Druitt	0-4	1655
Mount Druitt	5-14	15793
Mount Druitt	15-19	6139
Mount Druitt	20-24	2571
Mount Druitt	25+	3728
Botany	0-4	637
Botany	5-14	4584
Botany	15-19	2168
Botany	20-24	1892
Botany	25+	2410
Marrickville - Sydenham - Petersham	0-4	622
Marrickville - Sydenham - Petersham	5-14	4302
Marrickville - Sydenham - Petersham	15-19	1475
Marrickville - Sydenham - Petersham	20-24	1828
Marrickville - Sydenham - Petersham	25+	3666
Sydney Inner City	0-4	1227
Sydney Inner City	5-14	6497
Sydney Inner City	15-19	6789
Sydney Inner City	20-24	17350
Sydney Inner City	25+	20782
Eastern Suburbs - North	0-4	1915
Eastern Suburbs - North	5-14	11423
Eastern Suburbs - North	15-19	4450
Eastern Suburbs - North	20-24	3299
Eastern Suburbs - North	25+	5900
Eastern Suburbs - South	0-4	1887
Eastern Suburbs - South	5-14	12325
Eastern Suburbs - South	15-19	6991
Eastern Suburbs - South	20-24	9948
Eastern Suburbs - South	25+	8420
Bankstown	0-4	2690
Bankstown	5-14	21721
Bankstown	15-19	9124
Bankstown	20-24	5095
Bankstown	25+	6175
Canterbury	0-4	1902
Canterbury	5-14	15421
Canterbury	15-19	6549
Canterbury	20-24	4545
Canterbury	25+	6825
Hurstville	0-4	1654
Hurstville	5-14	12982
Hurstville	15-19	6699
Hurstville	20-24	5303
Hurstville	25+	6004
Kogarah - Rockdale	0-4	1758
Kogarah - Rockdale	5-14	12627
Kogarah - Rockdale	15-19	5835
Kogarah - Rockdale	20-24	5303
Kogarah - Rockdale	25+	7723
Canada Bay	0-4	1136
Canada Bay	5-14	8153
Canada Bay	15-19	3327
Canada Bay	20-24	3205
Canada Bay	25+	3925
Leichhardt	0-4	964
Leichhardt	5-14	5667
Leichhardt	15-19	1539
Leichhardt	20-24	1440
Leichhardt	25+	2647
Strathfield - Burwood - Ashfield	0-4	1721
Strathfield - Burwood - Ashfield	5-14	12928
Strathfield - Burwood - Ashfield	15-19	6878
Strathfield - Burwood - Ashfield	20-24	8109
Strathfield - Burwood - Ashfield	25+	9929
Chatswood - Lane Cove	0-4	1942
Chatswood - Lane Cove	5-14	13036
Chatswood - Lane Cove	15-19	5364
Chatswood - Lane Cove	20-24	3826
Chatswood - Lane Cove	25+	5508
Hornsby	0-4	1445
Hornsby	5-14	10554
Hornsby	15-19	4318
Hornsby	20-24	2196
Hornsby	25+	3342
Ku-ring-gai	0-4	1903
Ku-ring-gai	5-14	17160
Ku-ring-gai	15-19	8429
Ku-ring-gai	20-24	4169
Ku-ring-gai	25+	4020
North Sydney - Mosman	0-4	1247
North Sydney - Mosman	5-14	7556
North Sydney - Mosman	15-19	2912
North Sydney - Mosman	20-24	2162
North Sydney - Mosman	25+	4573
Manly	0-4	729
Manly	5-14	4936
Manly	15-19	1737
Manly	20-24	953
Manly	25+	1568
Pittwater	0-4	1051
Pittwater	5-14	7831
Pittwater	15-19	2990
Pittwater	20-24	1332
Pittwater	25+	1584
Warringah	0-4	2579
Warringah	5-14	19482
Warringah	15-19	7336
Warringah	20-24	3392
Warringah	25+	5316
Camden	0-4	1275
Camden	5-14	9499
Camden	15-19	3419
Camden	20-24	1188
Camden	25+	1679
Campbelltown (NSW)	0-4	2406
Campbelltown (NSW)	5-14	20225
Campbelltown (NSW)	15-19	7713
Campbelltown (NSW)	20-24	3622
Campbelltown (NSW)	25+	5104
Wollondilly	0-4	751
Wollondilly	5-14	5709
Wollondilly	15-19	2053
Wollondilly	20-24	684
Wollondilly	25+	941
Blue Mountains	0-4	1159
Blue Mountains	5-14	9259
Blue Mountains	15-19	3772
Blue Mountains	20-24	1467
Blue Mountains	25+	3069
Penrith	0-4	2586
Penrith	5-14	18179
Penrith	15-19	6728
Penrith	20-24	2714
Penrith	25+	4321
Richmond - Windsor	0-4	547
Richmond - Windsor	5-14	4287
Richmond - Windsor	15-19	1653
Richmond - Windsor	20-24	709
Richmond - Windsor	25+	1042
St Marys	0-4	830
St Marys	5-14	6547
St Marys	15-19	2553
St Marys	20-24	1144
St Marys	25+	1520
Auburn	0-4	996
Auburn	5-14	8261
Auburn	15-19	3856
Auburn	20-24	3910
Auburn	25+	5924
Carlingford	0-4	986
Carlingford	5-14	7865
Carlingford	15-19	3793
Carlingford	20-24	2088
Carlingford	25+	2873
Merrylands - Guildford	0-4	2344
Merrylands - Guildford	5-14	18518
Merrylands - Guildford	15-19	7266
Merrylands - Guildford	20-24	4438
Merrylands - Guildford	25+	6030
Parramatta	0-4	2164
Parramatta	5-14	14589
Parramatta	15-19	5023
Parramatta	20-24	4307
Parramatta	25+	7009
Pennant Hills - Epping	0-4	692
Pennant Hills - Epping	5-14	5820
Pennant Hills - Epping	15-19	3012
Pennant Hills - Epping	20-24	2249
Pennant Hills - Epping	25+	2127
Ryde - Hunters Hill	0-4	1938
Ryde - Hunters Hill	5-14	13379
Ryde - Hunters Hill	15-19	6698
Ryde - Hunters Hill	20-24	6764
Ryde - Hunters Hill	25+	7472
Bringelly - Green Valley	0-4	1637
Bringelly - Green Valley	5-14	14455
Bringelly - Green Valley	15-19	6072
Bringelly - Green Valley	20-24	2694
Bringelly - Green Valley	25+	2784
Fairfield	0-4	2048
Fairfield	5-14	21505
Fairfield	15-19	10776
Fairfield	20-24	6116
Fairfield	25+	7066
Liverpool	0-4	1738
Liverpool	5-14	15066
Liverpool	15-19	6109
Liverpool	20-24	3049
Liverpool	25+	4363
Cronulla - Miranda - Caringbah	0-4	1760
Cronulla - Miranda - Caringbah	5-14	12386
Cronulla - Miranda - Caringbah	15-19	5109
Cronulla - Miranda - Caringbah	20-24	2436
Cronulla - Miranda - Caringbah	25+	3194
Sutherland - Menai - Heathcote	0-4	2037
Sutherland - Menai - Heathcote	5-14	14140
Sutherland - Menai - Heathcote	15-19	5759
Sutherland - Menai - Heathcote	20-24	2645
Sutherland - Menai - Heathcote	25+	3099
Migratory - Offshore - Shipping (NSW)	5-14	22
Migratory - Offshore - Shipping (NSW)	15-19	5
Migratory - Offshore - Shipping (NSW)	20-24	3
Migratory - Offshore - Shipping (NSW)	25+	8
No usual address (NSW)	0-4	43
No usual address (NSW)	5-14	304
No usual address (NSW)	15-19	172
No usual address (NSW)	20-24	283
No usual address (NSW)	25+	430
Ballarat	0-4	1334
Ballarat	5-14	12199
Ballarat	15-19	5027
Ballarat	20-24	2841
Ballarat	25+	3360
Creswick - Daylesford - Ballan	0-4	290
Creswick - Daylesford - Ballan	5-14	3122
Creswick - Daylesford - Ballan	15-19	1042
Creswick - Daylesford - Ballan	20-24	274
Creswick - Daylesford - Ballan	25+	731
Maryborough - Pyrenees	0-4	247
Maryborough - Pyrenees	5-14	2630
Maryborough - Pyrenees	15-19	945
Maryborough - Pyrenees	20-24	213
Maryborough - Pyrenees	25+	423
Bendigo	0-4	1045
Bendigo	5-14	10826
Bendigo	15-19	4353
Bendigo	20-24	2318
Bendigo	25+	2643
Heathcote - Castlemaine - Kyneton	0-4	498
Heathcote - Castlemaine - Kyneton	5-14	5156
Heathcote - Castlemaine - Kyneton	15-19	1933
Heathcote - Castlemaine - Kyneton	20-24	482
Heathcote - Castlemaine - Kyneton	25+	1119
Loddon - Elmore	0-4	113
Loddon - Elmore	5-14	1188
Loddon - Elmore	15-19	482
Loddon - Elmore	20-24	77
Loddon - Elmore	25+	167
Barwon - West	0-4	284
Barwon - West	5-14	2701
Barwon - West	15-19	928
Barwon - West	20-24	279
Barwon - West	25+	452
Geelong	0-4	2212
Geelong	5-14	20205
Geelong	15-19	9410
Geelong	20-24	5512
Geelong	25+	6344
Surf Coast - Bellarine Peninsula	0-4	924
Surf Coast - Bellarine Peninsula	5-14	8821
Surf Coast - Bellarine Peninsula	15-19	3035
Surf Coast - Bellarine Peninsula	20-24	1133
Surf Coast - Bellarine Peninsula	25+	1991
Upper Goulburn Valley	0-4	552
Upper Goulburn Valley	5-14	5657
Upper Goulburn Valley	15-19	2286
Upper Goulburn Valley	20-24	598
Upper Goulburn Valley	25+	1174
Wangaratta - Benalla	0-4	409
Wangaratta - Benalla	5-14	5038
Wangaratta - Benalla	15-19	1882
Wangaratta - Benalla	20-24	421
Wangaratta - Benalla	25+	920
Wodonga - Alpine	0-4	934
Wodonga - Alpine	5-14	8243
Wodonga - Alpine	15-19	3180
Wodonga - Alpine	20-24	974
Wodonga - Alpine	25+	2074
Baw Baw	0-4	535
Baw Baw	5-14	5786
Baw Baw	15-19	2243
Baw Baw	20-24	610
Baw Baw	25+	1228
Gippsland - East	0-4	457
Gippsland - East	5-14	4333
Gippsland - East	15-19	1571
Gippsland - East	20-24	311
Gippsland - East	25+	856
Gippsland - South West	0-4	607
Gippsland - South West	5-14	6472
Gippsland - South West	15-19	2313
Gippsland - South West	20-24	472
Gippsland - South West	25+	1261
Latrobe Valley	0-4	622
Latrobe Valley	5-14	7983
Latrobe Valley	15-19	3082
Latrobe Valley	20-24	1145
Latrobe Valley	25+	1801
Wellington	0-4	474
Wellington	5-14	4661
Wellington	15-19	1783
Wellington	20-24	370
Wellington	25+	897
Brunswick - Coburg	0-4	958
Brunswick - Coburg	5-14	6759
Brunswick - Coburg	15-19	2767
Brunswick - Coburg	20-24	4132
Brunswick - Coburg	25+	6295
Darebin - South	0-4	707
Darebin - South	5-14	5094
Darebin - South	15-19	1846
Darebin - South	20-24	1736
Darebin - South	25+	3143
Essendon	0-4	743
Essendon	5-14	6526
Essendon	15-19	3092
Essendon	20-24	2671
Essendon	25+	3480
Melbourne City	0-4	648
Melbourne City	5-14	3649
Melbourne City	15-19	9068
Melbourne City	20-24	20899
Melbourne City	25+	13790
Port Phillip	0-4	1027
Port Phillip	5-14	6172
Port Phillip	15-19	2352
Port Phillip	20-24	2746
Port Phillip	25+	5727
Stonnington - West	0-4	530
Stonnington - West	5-14	3119
Stonnington - West	15-19	1830
Stonnington - West	20-24	2975
Stonnington - West	25+	3726
Yarra	0-4	767
Yarra	5-14	5098
Yarra	15-19	2206
Yarra	20-24	3371
Yarra	25+	6551
Boroondara	0-4	2139
Boroondara	5-14	19970
Boroondara	15-19	10922
Boroondara	20-24	8436
Boroondara	25+	7538
Manningham - West	0-4	1047
Manningham - West	5-14	9050
Manningham - West	15-19	4942
Manningham - West	20-24	3237
Manningham - West	25+	3326
Whitehorse - West	0-4	1328
Whitehorse - West	5-14	10602
Whitehorse - West	15-19	6145
Whitehorse - West	20-24	6536
Whitehorse - West	25+	5526
Bayside	0-4	1434
Bayside	5-14	12624
Bayside	15-19	5497
Bayside	20-24	2747
Bayside	25+	2613
Glen Eira	0-4	2285
Glen Eira	5-14	16951
Glen Eira	15-19	7268
Glen Eira	20-24	6510
Glen Eira	25+	6630
Kingston	0-4	1685
Kingston	5-14	13219
Kingston	15-19	5282
Kingston	20-24	2775
Kingston	25+	3666
Stonnington - East	0-4	571
Stonnington - East	5-14	4715
Stonnington - East	15-19	2221
Stonnington - East	20-24	2516
Stonnington - East	25+	1910
Banyule	0-4	1682
Banyule	5-14	13405
Banyule	15-19	5840
Banyule	20-24	3762
Banyule	25+	4481
Darebin - North	0-4	998
Darebin - North	5-14	8184
Darebin - North	15-19	3863
Darebin - North	20-24	4345
Darebin - North	25+	5659
Nillumbik - Kinglake	0-4	892
Nillumbik - Kinglake	5-14	8783
Nillumbik - Kinglake	15-19	4110
Nillumbik - Kinglake	20-24	1861
Nillumbik - Kinglake	25+	1759
Whittlesea - Wallan	0-4	3158
Whittlesea - Wallan	5-14	25975
Whittlesea - Wallan	15-19	10027
Whittlesea - Wallan	20-24	5890
Whittlesea - Wallan	25+	7437
Keilor	0-4	648
Keilor	5-14	6371
Keilor	15-19	2808
Keilor	20-24	1498
Keilor	25+	1493
Macedon Ranges	0-4	414
Macedon Ranges	5-14	4086
Macedon Ranges	15-19	1552
Macedon Ranges	20-24	515
Macedon Ranges	25+	690
Moreland - North	0-4	969
Moreland - North	5-14	7539
Moreland - North	15-19	2954
Moreland - North	20-24	2303
Moreland - North	25+	3425
Sunbury	0-4	500
Sunbury	5-14	4736
Sunbury	15-19	2054
Sunbury	20-24	844
Sunbury	25+	1109
Tullamarine - Broadmeadows	0-4	2023
Tullamarine - Broadmeadows	5-14	20614
Tullamarine - Broadmeadows	15-19	8987
Tullamarine - Broadmeadows	20-24	4599
Tullamarine - Broadmeadows	25+	6031
Knox	0-4	1816
Knox	5-14	17028
Knox	15-19	8311
Knox	20-24	4292
Knox	25+	4790
Manningham - East	0-4	306
Manningham - East	5-14	3416
Manningham - East	15-19	1835
Manningham - East	20-24	891
Manningham - East	25+	633
Maroondah	0-4	1513
Maroondah	5-14	12392
Maroondah	15-19	5511
Maroondah	20-24	2710
Maroondah	25+	3806
Whitehorse - East	0-4	901
Whitehorse - East	5-14	6984
Whitehorse - East	15-19	3086
Whitehorse - East	20-24	1824
Whitehorse - East	25+	2364
Yarra Ranges	0-4	2042
Yarra Ranges	5-14	17825
Yarra Ranges	15-19	7619
Yarra Ranges	20-24	2864
Yarra Ranges	25+	4104
Cardinia	0-4	1465
Cardinia	5-14	12752
Cardinia	15-19	4724
Cardinia	20-24	1743
Cardinia	25+	2612
Casey - North	0-4	1530
Casey - North	5-14	16531
Casey - North	15-19	7794
Casey - North	20-24	3586
Casey - North	25+	4087
Casey - South	0-4	2422
Casey - South	5-14	23665
Casey - South	15-19	8901
Casey - South	20-24	3743
Casey - South	25+	5539
Dandenong	0-4	1933
Dandenong	5-14	18335
Dandenong	15-19	8944
Dandenong	20-24	6937
Dandenong	25+	8397
Monash	0-4	2103
Monash	5-14	17555
Monash	15-19	10778
Monash	20-24	12137
Monash	25+	8774
Brimbank	0-4	1963
Brimbank	5-14	19270
Brimbank	15-19	9401
Brimbank	20-24	6572
Brimbank	25+	7650
Hobsons Bay	0-4	1131
Hobsons Bay	5-14	9033
Hobsons Bay	15-19	3599
Hobsons Bay	20-24	1958
Hobsons Bay	25+	2966
Maribyrnong	0-4	980
Maribyrnong	5-14	6778
Maribyrnong	15-19	2991
Maribyrnong	20-24	3863
Maribyrnong	25+	5660
Melton - Bacchus Marsh	0-4	2355
Melton - Bacchus Marsh	5-14	22128
Melton - Bacchus Marsh	15-19	7817
Melton - Bacchus Marsh	20-24	2985
Melton - Bacchus Marsh	25+	4365
Wyndham	0-4	3465
Wyndham	5-14	29643
Wyndham	15-19	10213
Wyndham	20-24	5259
Wyndham	25+	8926
Frankston	0-4	1873
Frankston	5-14	14652
Frankston	15-19	6000
Frankston	20-24	2541
Frankston	25+	4079
Mornington Peninsula	0-4	1841
Mornington Peninsula	5-14	17488
Mornington Peninsula	15-19	6764
Mornington Peninsula	20-24	2238
Mornington Peninsula	25+	3509
Grampians	0-4	539
Grampians	5-14	6147
Grampians	15-19	2330
Grampians	20-24	443
Grampians	25+	992
Mildura	0-4	686
Mildura	5-14	6103
Mildura	15-19	2392
Mildura	20-24	643
Mildura	25+	1241
Murray River - Swan Hill	0-4	366
Murray River - Swan Hill	5-14	3963
Murray River - Swan Hill	15-19	1599
Murray River - Swan Hill	20-24	310
Murray River - Swan Hill	25+	633
Campaspe	0-4	356
Campaspe	5-14	4116
Campaspe	15-19	1634
Campaspe	20-24	301
Campaspe	25+	619
Moira	0-4	300
Moira	5-14	3149
Moira	15-19	1184
Moira	20-24	280
Moira	25+	540
Shepparton	0-4	670
Shepparton	5-14	7489
Shepparton	15-19	3117
Shepparton	20-24	792
Shepparton	25+	1611
Glenelg - Southern Grampians	0-4	385
Glenelg - Southern Grampians	5-14	3728
Glenelg - Southern Grampians	15-19	1538
Glenelg - Southern Grampians	20-24	266
Glenelg - Southern Grampians	25+	653
Colac - Corangamite	0-4	384
Colac - Corangamite	5-14	4141
Colac - Corangamite	15-19	1565
Colac - Corangamite	20-24	316
Colac - Corangamite	25+	608
Warrnambool	0-4	466
Warrnambool	5-14	5934
Warrnambool	15-19	2262
Warrnambool	20-24	699
Warrnambool	25+	1270
No usual address (Vic.)	0-4	37
No usual address (Vic.)	5-14	259
No usual address (Vic.)	15-19	158
No usual address (Vic.)	20-24	242
No usual address (Vic.)	25+	299
Capalaba	0-4	792
Capalaba	5-14	9135
Capalaba	15-19	3593
Capalaba	20-24	1324
Capalaba	25+	1904
Cleveland - Stradbroke	0-4	801
Cleveland - Stradbroke	5-14	10302
Cleveland - Stradbroke	15-19	4056
Cleveland - Stradbroke	20-24	1167
Cleveland - Stradbroke	25+	2049
Wynnum - Manly	0-4	864
Wynnum - Manly	5-14	8954
Wynnum - Manly	15-19	3088
Wynnum - Manly	20-24	1081
Wynnum - Manly	25+	2168
Bald Hills - Everton Park	0-4	460
Bald Hills - Everton Park	5-14	4785
Bald Hills - Everton Park	15-19	2030
Bald Hills - Everton Park	20-24	946
Bald Hills - Everton Park	25+	1440
Chermside	0-4	751
Chermside	5-14	7437
Chermside	15-19	2821
Chermside	20-24	1768
Chermside	25+	2915
Nundah	0-4	378
Nundah	5-14	3616
Nundah	15-19	1459
Nundah	20-24	1000
Nundah	25+	1742
Sandgate	0-4	644
Sandgate	5-14	6531
Sandgate	15-19	2344
Sandgate	20-24	1122
Sandgate	25+	2287
Carindale	0-4	575
Carindale	5-14	5762
Carindale	15-19	2563
Carindale	20-24	1572
Carindale	25+	1903
Holland Park - Yeronga	0-4	647
Holland Park - Yeronga	5-14	6297
Holland Park - Yeronga	15-19	3029
Holland Park - Yeronga	20-24	3811
Holland Park - Yeronga	25+	4862
Mt Gravatt	0-4	682
Mt Gravatt	5-14	7943
Mt Gravatt	15-19	3913
Mt Gravatt	20-24	3553
Mt Gravatt	25+	3730
Nathan	0-4	467
Nathan	5-14	4130
Nathan	15-19	1882
Nathan	20-24	1920
Nathan	25+	2337
Rocklea - Acacia Ridge	0-4	713
Rocklea - Acacia Ridge	5-14	7271
Rocklea - Acacia Ridge	15-19	2991
Rocklea - Acacia Ridge	20-24	1833
Rocklea - Acacia Ridge	25+	2664
Sunnybank	0-4	494
Sunnybank	5-14	5152
Sunnybank	15-19	2473
Sunnybank	20-24	2610
Sunnybank	25+	3051
Centenary	0-4	395
Centenary	5-14	4298
Centenary	15-19	1835
Centenary	20-24	849
Centenary	25+	1134
Kenmore - Brookfield - Moggill	0-4	608
Kenmore - Brookfield - Moggill	5-14	6767
Kenmore - Brookfield - Moggill	15-19	3075
Kenmore - Brookfield - Moggill	20-24	1504
Kenmore - Brookfield - Moggill	25+	1675
Sherwood - Indooroopilly	0-4	478
Sherwood - Indooroopilly	5-14	4889
Sherwood - Indooroopilly	15-19	4297
Sherwood - Indooroopilly	20-24	6140
Sherwood - Indooroopilly	25+	3881
The Gap - Enoggera	0-4	689
The Gap - Enoggera	5-14	6684
The Gap - Enoggera	15-19	2524
The Gap - Enoggera	20-24	1214
The Gap - Enoggera	25+	2016
Brisbane Inner	0-4	298
Brisbane Inner	5-14	3093
Brisbane Inner	15-19	2545
Brisbane Inner	20-24	4482
Brisbane Inner	25+	6627
Brisbane Inner - East	0-4	491
Brisbane Inner - East	5-14	4353
Brisbane Inner - East	15-19	1736
Brisbane Inner - East	20-24	1382
Brisbane Inner - East	25+	2176
Brisbane Inner - North	0-4	767
Brisbane Inner - North	5-14	7682
Brisbane Inner - North	15-19	3929
Brisbane Inner - North	20-24	4484
Brisbane Inner - North	25+	5558
Brisbane Inner - West	0-4	643
Brisbane Inner - West	5-14	6066
Brisbane Inner - West	15-19	3060
Brisbane Inner - West	20-24	3560
Brisbane Inner - West	25+	3331
Cairns - North	0-4	573
Cairns - North	5-14	6984
Cairns - North	15-19	2323
Cairns - North	20-24	808
Cairns - North	25+	2164
Cairns - South	0-4	967
Cairns - South	5-14	11968
Cairns - South	15-19	3778
Cairns - South	20-24	1191
