SA3_NAME16	OnlyEnglishSpokenHome	Sex	persons
Bringelly - Green Valley	0	M	24510
Bringelly - Green Valley	1	F	22689
Bringelly - Green Valley	1	M	23329
Fairfield	0	F	68019
Fairfield	0	M	63017
Fairfield	1	F	22441
Fairfield	1	M	24451
Liverpool	0	F	30623
Liverpool	0	M	28969
Liverpool	1	F	24301
Liverpool	1	M	24918
Cronulla - Miranda - Caringbah	0	F	8143
Cronulla - Miranda - Caringbah	0	M	7107
Cronulla - Miranda - Caringbah	1	F	45598
Cronulla - Miranda - Caringbah	1	M	43861
Sutherland - Menai - Heathcote	0	F	6997
Sutherland - Menai - Heathcote	0	M	6103
Sutherland - Menai - Heathcote	1	F	46447
Sutherland - Menai - Heathcote	1	M	45216
Migratory - Offshore - Shipping (NSW)	0	F	55
Migratory - Offshore - Shipping (NSW)	0	M	36
Migratory - Offshore - Shipping (NSW)	1	F	154
Migratory - Offshore - Shipping (NSW)	1	M	119
No usual address (NSW)	0	F	821
No usual address (NSW)	0	M	997
No usual address (NSW)	1	F	3038
No usual address (NSW)	1	M	4175
Ballarat	0	F	2857
Ballarat	0	M	2693
Ballarat	1	F	47756
Ballarat	1	M	44230
Creswick - Daylesford - Ballan	0	F	595
Creswick - Daylesford - Ballan	0	M	550
Creswick - Daylesford - Ballan	1	F	12559
Creswick - Daylesford - Ballan	1	M	12280
Maryborough - Pyrenees	0	F	300
Maryborough - Pyrenees	0	M	290
Maryborough - Pyrenees	1	F	11269
Maryborough - Pyrenees	1	M	11333
Bendigo	0	F	2489
Bendigo	0	M	2256
Bendigo	1	F	43153
Bendigo	1	M	40103
Heathcote - Castlemaine - Kyneton	0	F	887
Heathcote - Castlemaine - Kyneton	0	M	795
Heathcote - Castlemaine - Kyneton	1	F	21078
Heathcote - Castlemaine - Kyneton	1	M	20183
Loddon - Elmore	0	F	147
Loddon - Elmore	0	M	135
Loddon - Elmore	1	F	4945
Loddon - Elmore	1	M	5147
Barwon - West	0	F	295
Barwon - West	0	M	291
Barwon - West	1	F	8610
Barwon - West	1	M	8773
Geelong	0	F	11727
Geelong	0	M	11176
Geelong	1	F	79472
Geelong	1	M	73887
Surf Coast - Bellarine Peninsula	0	F	1625
Surf Coast - Bellarine Peninsula	0	M	1414
Surf Coast - Bellarine Peninsula	1	F	33197
Surf Coast - Bellarine Peninsula	1	M	31449
Upper Goulburn Valley	0	F	1143
Upper Goulburn Valley	0	M	1115
Upper Goulburn Valley	1	F	23538
Upper Goulburn Valley	1	M	23605
Wangaratta - Benalla	0	F	930
Wangaratta - Benalla	0	M	837
Wangaratta - Benalla	1	F	21065
Wangaratta - Benalla	1	M	19828
Wodonga - Alpine	0	F	2018
Wodonga - Alpine	0	M	1786
Wodonga - Alpine	1	F	31229
Wodonga - Alpine	1	M	30312
Baw Baw	0	F	1020
Baw Baw	0	M	917
Baw Baw	1	F	22339
Baw Baw	1	M	21132
Gippsland - East	0	F	856
Gippsland - East	0	M	737
Gippsland - East	1	F	20133
Gippsland - East	1	M	19519
Gippsland - South West	0	F	1341
Gippsland - South West	0	M	1221
Gippsland - South West	1	F	27932
Gippsland - South West	1	M	26564
Latrobe Valley	0	F	2551
Latrobe Valley	0	M	2281
Latrobe Valley	1	F	31888
Latrobe Valley	1	M	30571
Wellington	0	F	849
Wellington	0	M	761
Wellington	1	F	18812
Wellington	1	M	18456
Brunswick - Coburg	0	F	14204
Brunswick - Coburg	0	M	13021
Brunswick - Coburg	1	F	27883
Brunswick - Coburg	1	M	26347
Darebin - South	0	F	6935
Darebin - South	0	M	6005
Darebin - South	1	F	18932
Darebin - South	1	M	17081
Essendon	0	F	9817
Essendon	0	M	8472
Essendon	1	F	22483
Essendon	1	M	21435
Melbourne City	0	F	35328
Melbourne City	0	M	30131
Melbourne City	1	F	26933
Melbourne City	1	M	28075
Port Phillip	0	F	11009
Port Phillip	0	M	9754
Port Phillip	1	F	35484
Port Phillip	1	M	34473
Stonnington - West	0	F	7844
Stonnington - West	0	M	6463
Stonnington - West	1	F	22213
Stonnington - West	1	M	20340
Yarra	0	F	10650
Yarra	0	M	8875
Yarra	1	F	30453
Yarra	1	M	29678
Boroondara	0	F	24482
Boroondara	0	M	21098
Boroondara	1	F	58665
Boroondara	1	M	55226
Manningham - West	0	F	23420
Manningham - West	0	M	20989
Manningham - West	1	F	21563
Manningham - West	1	M	20914
Whitehorse - West	0	F	20661
Whitehorse - West	0	M	18414
Whitehorse - West	1	F	30107
Whitehorse - West	1	M	28700
Bayside	0	F	7807
Bayside	0	M	6420
Bayside	1	F	40433
Bayside	1	M	37437
Glen Eira	0	F	25024
Glen Eira	0	M	22603
Glen Eira	1	F	48173
Glen Eira	1	M	45756
Kingston	0	F	11931
Kingston	0	M	10529
Kingston	1	F	45394
Kingston	1	M	42812
Stonnington - East	0	F	5257
Stonnington - East	0	M	4505
Stonnington - East	1	F	15292
Stonnington - East	1	M	14369
Banyule	0	F	13967
Banyule	0	M	12461
Banyule	1	F	45811
Banyule	1	M	44089
Darebin - North	0	F	21052
Darebin - North	0	M	20346
Darebin - North	1	F	23893
Darebin - North	1	M	22717
Nillumbik - Kinglake	0	F	3073
Nillumbik - Kinglake	0	M	2728
Nillumbik - Kinglake	1	F	28426
Nillumbik - Kinglake	1	M	28116
Whittlesea - Wallan	0	F	44925
Whittlesea - Wallan	0	M	43755
Whittlesea - Wallan	1	F	57640
Whittlesea - Wallan	1	M	56637
Keilor	0	F	9925
Keilor	0	M	8778
Keilor	1	F	18708
Keilor	1	M	18436
Macedon Ranges	0	F	670
Macedon Ranges	0	M	634
Macedon Ranges	1	F	13318
Macedon Ranges	1	M	13211
Moreland - North	0	F	17371
Moreland - North	0	M	17232
Moreland - North	1	F	18403
Moreland - North	1	M	17831
Sunbury	0	F	1807
Sunbury	0	M	1567
Sunbury	1	F	17363
Sunbury	1	M	16679
Tullamarine - Broadmeadows	0	F	42927
Tullamarine - Broadmeadows	0	M	42534
Tullamarine - Broadmeadows	1	F	32626
Tullamarine - Broadmeadows	1	M	32853
Knox	0	F	20405
Knox	0	M	18423
Knox	1	F	55459
Knox	1	M	54059
Manningham - East	0	F	2644
Manningham - East	0	M	2299
Manningham - East	1	F	9983
Manningham - East	1	M	10022
Maroondah	0	F	9685
Maroondah	0	M	8846
Maroondah	1	F	44647
Maroondah	1	M	42141
Whitehorse - East	0	F	10843
Whitehorse - East	0	M	9869
Whitehorse - East	1	F	19463
Whitehorse - East	1	M	18417
Yarra Ranges	0	F	5644
Yarra Ranges	0	M	5027
Yarra Ranges	1	F	66041
Yarra Ranges	1	M	64812
Cardinia	0	F	5482
Cardinia	0	M	5094
Cardinia	1	F	39731
Cardinia	1	M	38737
Casey - North	0	F	23994
Casey - North	0	M	23553
Casey - North	1	F	39151
Casey - North	1	M	38792
Casey - South	0	F	30123
Casey - South	0	M	29611
Casey - South	1	F	49668
Casey - South	1	M	49655
Dandenong	0	F	56958
Dandenong	0	M	57956
Dandenong	1	F	29913
Dandenong	1	M	31643
Monash	0	F	45647
Monash	0	M	42647
Monash	1	F	39377
Monash	1	M	39572
Brimbank	0	F	56169
Brimbank	0	M	55005
Brimbank	1	F	31148
Brimbank	1	M	32305
Hobsons Bay	0	F	12326
Hobsons Bay	0	M	11089
Hobsons Bay	1	F	28348
Hobsons Bay	1	M	27757
Maribyrnong	0	F	17207
Maribyrnong	0	M	17238
Maribyrnong	1	F	20879
Maribyrnong	1	M	21164
Melton - Bacchus Marsh	0	F	22974
Melton - Bacchus Marsh	0	M	21626
Melton - Bacchus Marsh	1	F	50042
Melton - Bacchus Marsh	1	M	48969
Wyndham	0	F	46116
Wyndham	0	M	45405
Wyndham	1	F	58519
Wyndham	1	M	58947
Frankston	0	F	8098
Frankston	0	M	7144
Frankston	1	F	56411
Frankston	1	M	54206
Mornington Peninsula	0	F	4464
Mornington Peninsula	0	M	3937
Mornington Peninsula	1	F	71089
Mornington Peninsula	1	M	66706
Grampians	0	F	1097
Grampians	0	M	984
Grampians	1	F	26263
Grampians	1	M	25960
Mildura	0	F	2576
Mildura	0	M	2547
Mildura	1	F	22633
Mildura	1	M	21652
Murray River - Swan Hill	0	F	1331
Murray River - Swan Hill	0	M	1410
Murray River - Swan Hill	1	F	15423
Murray River - Swan Hill	1	M	15343
Campaspe	0	F	574
Campaspe	0	M	520
Campaspe	1	F	16818
Campaspe	1	M	16497
Moira	0	F	665
Moira	0	M	670
Moira	1	F	12850
Moira	1	M	12705
Shepparton	0	F	4696
Shepparton	0	M	4688
Shepparton	1	F	24771
Shepparton	1	M	24104
Glenelg - Southern Grampians	0	F	474
Glenelg - Southern Grampians	0	M	399
Glenelg - Southern Grampians	1	F	16300
Glenelg - Southern Grampians	1	M	15899
Colac - Corangamite	0	F	557
Colac - Corangamite	0	M	601
Colac - Corangamite	1	F	16576
Colac - Corangamite	1	M	16576
Warrnambool	0	F	924
Warrnambool	0	M	887
Warrnambool	1	F	22939
Warrnambool	1	M	21742
Migratory - Offshore - Shipping (Vic.)	0	F	4
Migratory - Offshore - Shipping (Vic.)	0	M	7
Migratory - Offshore - Shipping (Vic.)	1	M	18
No usual address (Vic.)	0	F	692
No usual address (Vic.)	0	M	698
No usual address (Vic.)	1	F	1835
No usual address (Vic.)	1	M	2372
Capalaba	0	F	3185
Capalaba	0	M	2674
Capalaba	1	F	31632
Capalaba	1	M	31257
Cleveland - Stradbroke	0	F	2732
Cleveland - Stradbroke	0	M	2242
Cleveland - Stradbroke	1	F	37722
Cleveland - Stradbroke	1	M	36175
Wynnum - Manly	0	F	3635
Wynnum - Manly	0	M	3153
Wynnum - Manly	1	F	29949
Wynnum - Manly	1	M	28740
Bald Hills - Everton Park	0	F	3355
Bald Hills - Everton Park	0	M	2996
Bald Hills - Everton Park	1	F	17009
Bald Hills - Everton Park	1	M	15884
Chermside	0	F	5415
Chermside	0	M	4571
Chermside	1	F	28478
Chermside	1	M	26992
Nundah	0	F	3429
Nundah	0	M	3128
Nundah	1	F	14826
Nundah	1	M	15011
Sandgate	0	F	4748
Sandgate	0	M	4355
Sandgate	1	F	23705
Sandgate	1	M	22337
Carindale	0	F	4748
Carindale	0	M	4070
Carindale	1	F	20111
Carindale	1	M	18947
Holland Park - Yeronga	0	F	7186
Holland Park - Yeronga	0	M	6756
Holland Park - Yeronga	1	F	26591
Holland Park - Yeronga	1	M	26014
Mt Gravatt	0	F	13575
Mt Gravatt	0	M	12128
Mt Gravatt	1	F	21534
Mt Gravatt	1	M	20870
Nathan	0	F	5252
Nathan	0	M	5112
Nathan	1	F	13256
Nathan	1	M	13210
Rocklea - Acacia Ridge	0	F	13168
Rocklea - Acacia Ridge	0	M	12182
Rocklea - Acacia Ridge	1	F	15584
Rocklea - Acacia Ridge	1	M	15912
Sunnybank	0	F	13593
Sunnybank	0	M	13232
Sunnybank	1	F	10304
Sunnybank	1	M	10474
Centenary	0	F	3780
Centenary	0	M	3287
Centenary	1	F	12427
Centenary	1	M	12179
Kenmore - Brookfield - Moggill	0	F	3305
Kenmore - Brookfield - Moggill	0	M	2905
Kenmore - Brookfield - Moggill	1	F	18957
Kenmore - Brookfield - Moggill	1	M	18505
Sherwood - Indooroopilly	0	F	6753
Sherwood - Indooroopilly	0	M	5940
Sherwood - Indooroopilly	1	F	18207
Sherwood - Indooroopilly	1	M	17576
The Gap - Enoggera	0	F	2399
The Gap - Enoggera	0	M	1944
The Gap - Enoggera	1	F	22173
The Gap - Enoggera	1	M	21537
Brisbane Inner	0	F	10318
Brisbane Inner	0	M	9570
Brisbane Inner	1	F	19249
Brisbane Inner	1	M	21106
Brisbane Inner - East	0	F	2473
Brisbane Inner - East	0	M	2232
Brisbane Inner - East	1	F	16886
Brisbane Inner - East	1	M	16497
Brisbane Inner - North	0	F	7431
Brisbane Inner - North	0	M	6921
Brisbane Inner - North	1	F	33098
Brisbane Inner - North	1	M	32297
Brisbane Inner - West	0	F	3684
Brisbane Inner - West	0	M	3136
Brisbane Inner - West	1	F	23052
Brisbane Inner - West	1	M	22667
Cairns - North	0	F	2992
Cairns - North	0	M	2289
Cairns - North	1	F	21883
Cairns - North	1	M	21631
Cairns - South	0	F	8441
Cairns - South	0	M	6981
Cairns - South	1	F	37717
Cairns - South	1	M	37620
Innisfail - Cassowary Coast	0	F	1674
Innisfail - Cassowary Coast	0	M	1574
Innisfail - Cassowary Coast	1	F	13784
Innisfail - Cassowary Coast	1	M	14624
Port Douglas - Daintree	0	F	465
Port Douglas - Daintree	0	M	394
Port Douglas - Daintree	1	F	4464
Port Douglas - Daintree	1	M	4763
Tablelands (East) - Kuranda	0	F	1480
Tablelands (East) - Kuranda	0	M	1340
Tablelands (East) - Kuranda	1	F	17149
Tablelands (East) - Kuranda	1	M	16774
Darling Downs (West) - Maranoa	0	F	704
Darling Downs (West) - Maranoa	0	M	751
Darling Downs (West) - Maranoa	1	F	18416
Darling Downs (West) - Maranoa	1	M	19221
Darling Downs - East	0	F	737
Darling Downs - East	0	M	765
Darling Downs - East	1	F	18557
Darling Downs - East	1	M	18844
Granite Belt	0	F	884
Granite Belt	0	M	763
Granite Belt	1	F	18186
Granite Belt	1	M	17770
Central Highlands (Qld)	0	F	710
Central Highlands (Qld)	0	M	676
Central Highlands (Qld)	1	F	11545
Central Highlands (Qld)	1	M	12554
Rockhampton	0	F	2774
Rockhampton	0	M	2777
Rockhampton	1	F	51341
Rockhampton	1	M	50100
Biloela	0	F	319
Biloela	0	M	386
Biloela	1	F	6078
Biloela	1	M	6394
Gladstone	0	F	1945
Gladstone	0	M	1901
Gladstone	1	F	25925
Gladstone	1	M	27352
Broadbeach - Burleigh	0	F	3686
Broadbeach - Burleigh	0	M	3000
Broadbeach - Burleigh	1	F	25737
Broadbeach - Burleigh	1	M	24491
Coolangatta	0	F	1653
Coolangatta	0	M	1313
Coolangatta	1	F	23744
Coolangatta	1	M	22703
Gold Coast - North	0	F	4912
Gold Coast - North	0	M	4127
Gold Coast - North	1	F	27029
Gold Coast - North	1	M	24754
Gold Coast Hinterland	0	F	454
Gold Coast Hinterland	0	M	382
Gold Coast Hinterland	1	F	8115
Gold Coast Hinterland	1	M	7927
Mudgeeraba - Tallebudgera	0	F	1374
Mudgeeraba - Tallebudgera	0	M	1129
Mudgeeraba - Tallebudgera	1	F	14879
Mudgeeraba - Tallebudgera	1	M	14294
Nerang	0	F	3614
Nerang	0	M	3099
Nerang	1	F	28748
Nerang	1	M	27834
Ormeau - Oxenford	0	F	5473
Ormeau - Oxenford	0	M	4700
Ormeau - Oxenford	1	F	52026
Ormeau - Oxenford	1	M	50692
Robina	0	F	4762
Robina	0	M	4017
Robina	1	F	19620
Robina	1	M	17903
Southport	0	F	6560
Southport	0	M	5625
Southport	1	F	21469
Southport	1	M	20613
Surfers Paradise	0	F	4627
Surfers Paradise	0	M	4316
Surfers Paradise	1	F	13251
Surfers Paradise	1	M	13467
Forest Lake - Oxley	0	F	13480
Forest Lake - Oxley	0	M	12447
Forest Lake - Oxley	1	F	19348
Forest Lake - Oxley	1	M	18745
Ipswich Hinterland	0	F	893
Ipswich Hinterland	0	M	721
Ipswich Hinterland	1	F	27781
Ipswich Hinterland	1	M	27932
Ipswich Inner	0	F	2913
Ipswich Inner	0	M	2622
Ipswich Inner	1	F	46727
Ipswich Inner	1	M	45318
Springfield - Redbank	0	F	8903
Springfield - Redbank	0	M	8172
Springfield - Redbank	1	F	30871
Springfield - Redbank	1	M	30846
Beaudesert	0	F	186
Beaudesert	0	M	149
Beaudesert	1	F	6403
Beaudesert	1	M	6019
Beenleigh	0	F	2083
Beenleigh	0	M	1880
Beenleigh	1	F	17554
Beenleigh	1	M	16816
Browns Plains	0	F	7644
Browns Plains	0	M	7080
Browns Plains	1	F	30137
Browns Plains	1	M	29670
Jimboomba	0	F	1227
Jimboomba	0	M	1096
Jimboomba	1	F	20180
Jimboomba	1	M	20432
Loganlea - Carbrook	0	F	4185
Loganlea - Carbrook	0	M	3676
Loganlea - Carbrook	1	F	24399
Loganlea - Carbrook	1	M	23860
Springwood - Kingston	0	F	9746
Springwood - Kingston	0	M	9746
Springwood - Kingston	1	F	26778
Springwood - Kingston	1	M	26225
Bowen Basin - North	0	F	941
Bowen Basin - North	0	M	874
Bowen Basin - North	1	F	12891
Bowen Basin - North	1	M	14361
Mackay	0	F	3392
Mackay	0	M	2920
Mackay	1	F	49543
Mackay	1	M	50077
Whitsunday	0	F	670
Whitsunday	0	M	561
Whitsunday	1	F	8261
Whitsunday	1	M	8862
Bribie - Beachmere	0	F	609
Bribie - Beachmere	0	M	442
Bribie - Beachmere	1	F	15308
Bribie - Beachmere	1	M	14533
Caboolture	0	F	2564
Caboolture	0	M	2049
Caboolture	1	F	29404
Caboolture	1	M	28481
Caboolture Hinterland	0	F	277
Caboolture Hinterland	0	M	321
Caboolture Hinterland	1	F	5289
Caboolture Hinterland	1	M	5327
Narangba - Burpengary	0	F	1856
