SA3_NAME16	Age	Sex	Volunteer	adults
South Coast	20-24	M	1	167
South Coast	25-34	F		217
South Coast	25-34	F	0	1856
South Coast	25-34	F	1	526
South Coast	25-34	M		233
South Coast	25-34	M	0	1916
South Coast	25-34	M	1	354
South Coast	35-44	F		269
South Coast	35-44	F	0	2195
South Coast	35-44	F	1	1005
South Coast	35-44	M		276
South Coast	35-44	M	0	2151
South Coast	35-44	M	1	645
South Coast	45-54	F		361
South Coast	45-54	F	0	3176
South Coast	45-54	F	1	1328
South Coast	45-54	M		410
South Coast	45-54	M	0	3010
South Coast	45-54	M	1	1049
South Coast	55-64	F		501
South Coast	55-64	F	0	4386
South Coast	55-64	F	1	1854
South Coast	55-64	M		528
South Coast	55-64	M	0	4271
South Coast	55-64	M	1	1432
South Coast	65-74	F		574
South Coast	65-74	F	0	3357
South Coast	65-74	F	1	1847
South Coast	65-74	M		581
South Coast	65-74	M	0	3755
South Coast	65-74	M	1	1587
South Coast	75-84	F		501
South Coast	75-84	F	0	1821
South Coast	75-84	F	1	686
South Coast	75-84	M		435
South Coast	75-84	M	0	1907
South Coast	75-84	M	1	577
South Coast	85+	F		321
South Coast	85+	F	0	1022
South Coast	85+	F	1	118
South Coast	85+	M		179
South Coast	85+	M	0	653
South Coast	85+	M	1	92
Goulburn - Mulwaree	15-19	F		120
Goulburn - Mulwaree	15-19	F	0	686
Goulburn - Mulwaree	15-19	F	1	206
Goulburn - Mulwaree	15-19	M		143
Goulburn - Mulwaree	15-19	M	0	764
Goulburn - Mulwaree	15-19	M	1	185
Goulburn - Mulwaree	20-24	F		59
Goulburn - Mulwaree	20-24	F	0	635
Goulburn - Mulwaree	20-24	F	1	132
Goulburn - Mulwaree	20-24	M		159
Goulburn - Mulwaree	20-24	M	0	762
Goulburn - Mulwaree	20-24	M	1	148
Goulburn - Mulwaree	25-34	F		146
Goulburn - Mulwaree	25-34	F	0	1495
Goulburn - Mulwaree	25-34	F	1	348
Goulburn - Mulwaree	25-34	M		349
Goulburn - Mulwaree	25-34	M	0	1404
Goulburn - Mulwaree	25-34	M	1	257
Goulburn - Mulwaree	35-44	F		140
Goulburn - Mulwaree	35-44	F	0	1369
Goulburn - Mulwaree	35-44	F	1	502
Goulburn - Mulwaree	35-44	M		322
Goulburn - Mulwaree	35-44	M	0	1421
Goulburn - Mulwaree	35-44	M	1	371
Goulburn - Mulwaree	45-54	F		185
Goulburn - Mulwaree	45-54	F	0	1665
Goulburn - Mulwaree	45-54	F	1	600
Goulburn - Mulwaree	45-54	M		283
Goulburn - Mulwaree	45-54	M	0	1688
Goulburn - Mulwaree	45-54	M	1	508
Goulburn - Mulwaree	55-64	F		180
Goulburn - Mulwaree	55-64	F	0	1685
Goulburn - Mulwaree	55-64	F	1	610
Goulburn - Mulwaree	55-64	M		217
Goulburn - Mulwaree	55-64	M	0	1725
Goulburn - Mulwaree	55-64	M	1	494
Goulburn - Mulwaree	65-74	F		211
Goulburn - Mulwaree	65-74	F	0	1236
Goulburn - Mulwaree	65-74	F	1	571
Goulburn - Mulwaree	65-74	M		241
Goulburn - Mulwaree	65-74	M	0	1350
Goulburn - Mulwaree	65-74	M	1	473
Goulburn - Mulwaree	75-84	F		216
Goulburn - Mulwaree	75-84	F	0	734
Goulburn - Mulwaree	75-84	F	1	232
Goulburn - Mulwaree	75-84	M		162
Goulburn - Mulwaree	75-84	M	0	691
Goulburn - Mulwaree	75-84	M	1	197
Goulburn - Mulwaree	85+	F		183
Goulburn - Mulwaree	85+	F	0	351
Goulburn - Mulwaree	85+	F	1	46
Goulburn - Mulwaree	85+	M		71
Goulburn - Mulwaree	85+	M	0	222
Goulburn - Mulwaree	85+	M	1	29
Young - Yass	15-19	F		147
Young - Yass	15-19	F	0	688
Young - Yass	15-19	F	1	305
Young - Yass	15-19	M		156
Young - Yass	15-19	M	0	720
Young - Yass	15-19	M	1	228
Young - Yass	20-24	F		74
Young - Yass	20-24	F	0	623
Young - Yass	20-24	F	1	173
Young - Yass	20-24	M		64
Young - Yass	20-24	M	0	587
Young - Yass	20-24	M	1	165
Young - Yass	25-34	F		112
Young - Yass	25-34	F	0	1208
Young - Yass	25-34	F	1	400
Young - Yass	25-34	M		122
Young - Yass	25-34	M	0	1128
Young - Yass	25-34	M	1	297
Young - Yass	35-44	F		140
Young - Yass	35-44	F	0	1311
Young - Yass	35-44	F	1	811
Young - Yass	35-44	M		153
Young - Yass	35-44	M	0	1409
Young - Yass	35-44	M	1	561
Young - Yass	45-54	F		196
Young - Yass	45-54	F	0	1565
Young - Yass	45-54	F	1	895
Young - Yass	45-54	M		174
Young - Yass	45-54	M	0	1590
Young - Yass	45-54	M	1	734
Young - Yass	55-64	F		185
Young - Yass	55-64	F	0	1521
Young - Yass	55-64	F	1	727
Young - Yass	55-64	M		217
Young - Yass	55-64	M	0	1606
Young - Yass	55-64	M	1	655
Young - Yass	65-74	F		204
Young - Yass	65-74	F	0	1163
Young - Yass	65-74	F	1	679
Young - Yass	65-74	M		215
Young - Yass	65-74	M	0	1316
Young - Yass	65-74	M	1	578
Young - Yass	75-84	F		183
Young - Yass	75-84	F	0	620
Young - Yass	75-84	F	1	282
Young - Yass	75-84	M		149
Young - Yass	75-84	M	0	610
Young - Yass	75-84	M	1	206
Young - Yass	85+	F		136
Young - Yass	85+	F	0	344
Young - Yass	85+	F	1	56
Young - Yass	85+	M		75
Young - Yass	85+	M	0	200
Young - Yass	85+	M	1	32
Gosford	15-19	F		366
Gosford	15-19	F	0	3491
Gosford	15-19	F	1	1110
Gosford	15-19	M		412
Gosford	15-19	M	0	3683
Gosford	15-19	M	1	1017
Gosford	20-24	F		254
Gosford	20-24	F	0	3244
Gosford	20-24	F	1	780
Gosford	20-24	M		290
Gosford	20-24	M	0	3719
Gosford	20-24	M	1	630
Gosford	25-34	F		489
Gosford	25-34	F	0	7014
Gosford	25-34	F	1	1465
Gosford	25-34	M		546
Gosford	25-34	M	0	7042
Gosford	25-34	M	1	1157
Gosford	35-44	F		542
Gosford	35-44	F	0	7215
Gosford	35-44	F	1	2828
Gosford	35-44	M		603
Gosford	35-44	M	0	7504
Gosford	35-44	M	1	1898
Gosford	45-54	F		613
Gosford	45-54	F	0	8408
Gosford	45-54	F	1	2959
Gosford	45-54	M		663
Gosford	45-54	M	0	8094
Gosford	45-54	M	1	2301
Gosford	55-64	F		621
Gosford	55-64	F	0	8751
Gosford	55-64	F	1	2413
Gosford	55-64	M		674
Gosford	55-64	M	0	8041
Gosford	55-64	M	1	1944
Gosford	65-74	F		759
Gosford	65-74	F	0	6916
Gosford	65-74	F	1	2408
Gosford	65-74	M		671
Gosford	65-74	M	0	6644
Gosford	65-74	M	1	1800
Gosford	75-84	F		844
Gosford	75-84	F	0	4391
Gosford	75-84	F	1	1020
Gosford	75-84	M		535
Gosford	75-84	M	0	3521
Gosford	75-84	M	1	832
Gosford	85+	F		756
Gosford	85+	F	0	2598
Gosford	85+	F	1	219
Gosford	85+	M		346
Gosford	85+	M	0	1585
Gosford	85+	M	1	179
Wyong	15-19	F		389
Wyong	15-19	F	0	3764
Wyong	15-19	F	1	692
Wyong	15-19	M		404
Wyong	15-19	M	0	3977
Wyong	15-19	M	1	627
Wyong	20-24	F		295
Wyong	20-24	F	0	3677
Wyong	20-24	F	1	658
Wyong	20-24	M		302
Wyong	20-24	M	0	3829
Wyong	20-24	M	1	485
Wyong	25-34	F		478
Wyong	25-34	F	0	7290
Wyong	25-34	F	1	1298
Wyong	25-34	M		564
Wyong	25-34	M	0	7075
Wyong	25-34	M	1	862
Wyong	35-44	F		550
Wyong	35-44	F	0	7041
Wyong	35-44	F	1	2160
Wyong	35-44	M		558
Wyong	35-44	M	0	7072
Wyong	35-44	M	1	1396
Wyong	45-54	F		641
Wyong	45-54	F	0	8020
Wyong	45-54	F	1	1926
Wyong	45-54	M		649
Wyong	45-54	M	0	7839
Wyong	45-54	M	1	1506
Wyong	55-64	F		716
Wyong	55-64	F	0	8077
Wyong	55-64	F	1	1742
Wyong	55-64	M		673
Wyong	55-64	M	0	7437
Wyong	55-64	M	1	1290
Wyong	65-74	F		905
Wyong	65-74	F	0	6706
Wyong	65-74	F	1	1642
Wyong	65-74	M		742
Wyong	65-74	M	0	6113
Wyong	65-74	M	1	1270
Wyong	75-84	F		921
Wyong	75-84	F	0	4071
Wyong	75-84	F	1	734
Wyong	75-84	M		696
Wyong	75-84	M	0	3517
Wyong	75-84	M	1	610
Wyong	85+	F		721
Wyong	85+	F	0	1976
Wyong	85+	F	1	137
Wyong	85+	M		392
Wyong	85+	M	0	1266
Wyong	85+	M	1	102
Bathurst	15-19	F		210
Bathurst	15-19	F	0	1090
Bathurst	15-19	F	1	333
Bathurst	15-19	M		220
Bathurst	15-19	M	0	1194
Bathurst	15-19	M	1	295
Bathurst	20-24	F		161
Bathurst	20-24	F	0	1133
Bathurst	20-24	F	1	352
Bathurst	20-24	M		403
Bathurst	20-24	M	0	1148
Bathurst	20-24	M	1	263
Bathurst	25-34	F		163
Bathurst	25-34	F	0	2003
Bathurst	25-34	F	1	453
Bathurst	25-34	M		576
Bathurst	25-34	M	0	2065
Bathurst	25-34	M	1	400
Bathurst	35-44	F		167
Bathurst	35-44	F	0	1776
Bathurst	35-44	F	1	763
Bathurst	35-44	M		420
Bathurst	35-44	M	0	1852
Bathurst	35-44	M	1	464
Bathurst	45-54	F		227
Bathurst	45-54	F	0	2043
Bathurst	45-54	F	1	759
Bathurst	45-54	M		351
Bathurst	45-54	M	0	1990
Bathurst	45-54	M	1	624
Bathurst	55-64	F		239
Bathurst	55-64	F	0	1936
Bathurst	55-64	F	1	722
Bathurst	55-64	M		266
Bathurst	55-64	M	0	1980
Bathurst	55-64	M	1	578
Bathurst	65-74	F		249
Bathurst	65-74	F	0	1424
Bathurst	65-74	F	1	649
Bathurst	65-74	M		275
Bathurst	65-74	M	0	1469
Bathurst	65-74	M	1	556
Bathurst	75-84	F		218
Bathurst	75-84	F	0	810
Bathurst	75-84	F	1	255
Bathurst	75-84	M		146
Bathurst	75-84	M	0	687
Bathurst	75-84	M	1	197
Bathurst	85+	F		139
Bathurst	85+	F	0	466
Bathurst	85+	F	1	59
Bathurst	85+	M		70
Bathurst	85+	M	0	235
Bathurst	85+	M	1	35
Lachlan Valley	15-19	F		252
Lachlan Valley	15-19	F	0	1031
Lachlan Valley	15-19	F	1	396
Lachlan Valley	15-19	M		245
Lachlan Valley	15-19	M	0	1094
Lachlan Valley	15-19	M	1	324
Lachlan Valley	20-24	F		123
Lachlan Valley	20-24	F	0	937
Lachlan Valley	20-24	F	1	253
Lachlan Valley	20-24	M		160
Lachlan Valley	20-24	M	0	1073
Lachlan Valley	20-24	M	1	244
Lachlan Valley	25-34	F		249
Lachlan Valley	25-34	F	0	1815
Lachlan Valley	25-34	F	1	720
Lachlan Valley	25-34	M		257
Lachlan Valley	25-34	M	0	1880
Lachlan Valley	25-34	M	1	505
Lachlan Valley	35-44	F		274
Lachlan Valley	35-44	F	0	1562
Lachlan Valley	35-44	F	1	1124
Lachlan Valley	35-44	M		286
Lachlan Valley	35-44	M	0	1730
Lachlan Valley	35-44	M	1	817
Lachlan Valley	45-54	F		361
Lachlan Valley	45-54	F	0	2153
Lachlan Valley	45-54	F	1	1087
Lachlan Valley	45-54	M		368
Lachlan Valley	45-54	M	0	2250
Lachlan Valley	45-54	M	1	896
Lachlan Valley	55-64	F		349
Lachlan Valley	55-64	F	0	2263
Lachlan Valley	55-64	F	1	1132
Lachlan Valley	55-64	M		418
Lachlan Valley	55-64	M	0	2548
Lachlan Valley	55-64	M	1	928
Lachlan Valley	65-74	F		406
Lachlan Valley	65-74	F	0	1743
Lachlan Valley	65-74	F	1	1036
Lachlan Valley	65-74	M		439
Lachlan Valley	65-74	M	0	2082
Lachlan Valley	65-74	M	1	843
Lachlan Valley	75-84	F		377
Lachlan Valley	75-84	F	0	1189
Lachlan Valley	75-84	F	1	598
Lachlan Valley	75-84	M		331
Lachlan Valley	75-84	M	0	1185
Lachlan Valley	75-84	M	1	425
Lachlan Valley	85+	F		219
Lachlan Valley	85+	F	0	761
Lachlan Valley	85+	F	1	135
Lachlan Valley	85+	M		148
Lachlan Valley	85+	M	0	426
Lachlan Valley	85+	M	1	64
Lithgow - Mudgee	15-19	F		200
Lithgow - Mudgee	15-19	F	0	799
Lithgow - Mudgee	15-19	F	1	211
Lithgow - Mudgee	15-19	M		226
Lithgow - Mudgee	15-19	M	0	937
Lithgow - Mudgee	15-19	M	1	205
Lithgow - Mudgee	20-24	F		127
Lithgow - Mudgee	20-24	F	0	757
Lithgow - Mudgee	20-24	F	1	180
Lithgow - Mudgee	20-24	M		171
Lithgow - Mudgee	20-24	M	0	888
Lithgow - Mudgee	20-24	M	1	163
Lithgow - Mudgee	25-34	F		254
Lithgow - Mudgee	25-34	F	0	1745
Lithgow - Mudgee	25-34	F	1	438
Lithgow - Mudgee	25-34	M		442
Lithgow - Mudgee	25-34	M	0	1790
Lithgow - Mudgee	25-34	M	1	354
Lithgow - Mudgee	35-44	F		273
Lithgow - Mudgee	35-44	F	0	1662
Lithgow - Mudgee	35-44	F	1	761
Lithgow - Mudgee	35-44	M		374
Lithgow - Mudgee	35-44	M	0	1645
Lithgow - Mudgee	35-44	M	1	519
Lithgow - Mudgee	45-54	F		319
Lithgow - Mudgee	45-54	F	0	2080
Lithgow - Mudgee	45-54	F	1	810
Lithgow - Mudgee	45-54	M		431
Lithgow - Mudgee	45-54	M	0	2216
Lithgow - Mudgee	45-54	M	1	622
Lithgow - Mudgee	55-64	F		347
Lithgow - Mudgee	55-64	F	0	2068
Lithgow - Mudgee	55-64	F	1	780
Lithgow - Mudgee	55-64	M		419
Lithgow - Mudgee	55-64	M	0	2140
Lithgow - Mudgee	55-64	M	1	698
Lithgow - Mudgee	65-74	F		375
Lithgow - Mudgee	65-74	F	0	1696
Lithgow - Mudgee	65-74	F	1	734
Lithgow - Mudgee	65-74	M		409
Lithgow - Mudgee	65-74	M	0	1932
Lithgow - Mudgee	65-74	M	1	630
Lithgow - Mudgee	75-84	F		291
Lithgow - Mudgee	75-84	F	0	984
Lithgow - Mudgee	75-84	F	1	286
Lithgow - Mudgee	75-84	M		243
Lithgow - Mudgee	75-84	M	0	915
Lithgow - Mudgee	75-84	M	1	241
Lithgow - Mudgee	85+	F		108
Lithgow - Mudgee	85+	F	0	497
Lithgow - Mudgee	85+	F	1	60
Lithgow - Mudgee	85+	M		69
Lithgow - Mudgee	85+	M	0	287
Lithgow - Mudgee	85+	M	1	30
Orange	15-19	F		212
Orange	15-19	F	0	1209
Orange	15-19	F	1	449
Orange	15-19	M		218
Orange	15-19	M	0	1351
Orange	15-19	M	1	384
Orange	20-24	F		121
Orange	20-24	F	0	1171
Orange	20-24	F	1	268
Orange	20-24	M		118
Orange	20-24	M	0	1144
Orange	20-24	M	1	196
Orange	25-34	F		234
Orange	25-34	F	0	2733
Orange	25-34	F	1	698
Orange	25-34	M		259
Orange	25-34	M	0	2545
Orange	25-34	M	1	510
Orange	35-44	F		246
Orange	35-44	F	0	2363
Orange	35-44	F	1	1069
Orange	35-44	M		263
Orange	35-44	M	0	2504
Orange	35-44	M	1	731
Orange	45-54	F		277
Orange	45-54	F	0	2593
Orange	45-54	F	1	941
Orange	45-54	M		334
Orange	45-54	M	0	2486
Orange	45-54	M	1	800
Orange	55-64	F		223
Orange	55-64	F	0	2406
Orange	55-64	F	1	865
Orange	55-64	M		273
Orange	55-64	M	0	2450
Orange	55-64	M	1	748
Orange	65-74	F		254
Orange	65-74	F	0	1745
Orange	65-74	F	1	856
Orange	65-74	M		242
Orange	65-74	M	0	1788
Orange	65-74	M	1	638
Orange	75-84	F		226
Orange	75-84	F	0	1086
Orange	75-84	F	1	377
Orange	75-84	M		188
Orange	75-84	M	0	985
Orange	75-84	M	1	277
Orange	85+	F		114
Orange	85+	F	0	618
Orange	85+	F	1	76
Orange	85+	M		77
Orange	85+	M	0	320
Orange	85+	M	1	56
Clarence Valley	15-19	F		188
Clarence Valley	15-19	F	0	1004
Clarence Valley	15-19	F	1	226
Clarence Valley	15-19	M		220
Clarence Valley	15-19	M	0	1059
Clarence Valley	15-19	M	1	240
Clarence Valley	20-24	F		79
Clarence Valley	20-24	F	0	732
Clarence Valley	20-24	F	1	153
Clarence Valley	20-24	M		131
Clarence Valley	20-24	M	0	800
Clarence Valley	20-24	M	1	143
Clarence Valley	25-34	F		172
Clarence Valley	25-34	F	0	1480
Clarence Valley	25-34	F	1	421
Clarence Valley	25-34	M		260
Clarence Valley	25-34	M	0	1492
Clarence Valley	25-34	M	1	286
Clarence Valley	35-44	F		218
Clarence Valley	35-44	F	0	1687
Clarence Valley	35-44	F	1	753
Clarence Valley	35-44	M		259
Clarence Valley	35-44	M	0	1720
Clarence Valley	35-44	M	1	472
Clarence Valley	45-54	F		243
Clarence Valley	45-54	F	0	2379
Clarence Valley	45-54	F	1	815
Clarence Valley	45-54	M		306
Clarence Valley	45-54	M	0	2283
Clarence Valley	45-54	M	1	617
Clarence Valley	55-64	F		332
Clarence Valley	55-64	F	0	2828
Clarence Valley	55-64	F	1	1044
Clarence Valley	55-64	M		368
Clarence Valley	55-64	M	0	2882
Clarence Valley	55-64	M	1	809
Clarence Valley	65-74	F		345
Clarence Valley	65-74	F	0	2264
Clarence Valley	65-74	F	1	1024
Clarence Valley	65-74	M		355
Clarence Valley	65-74	M	0	2587
Clarence Valley	65-74	M	1	786
Clarence Valley	75-84	F		314
Clarence Valley	75-84	F	0	1315
Clarence Valley	75-84	F	1	438
Clarence Valley	75-84	M		265
Clarence Valley	75-84	M	0	1334
Clarence Valley	75-84	M	1	309
Clarence Valley	85+	F		145
Clarence Valley	85+	F	0	786
Clarence Valley	85+	F	1	78
Clarence Valley	85+	M		96
Clarence Valley	85+	M	0	474
Clarence Valley	85+	M	1	31
Coffs Harbour	15-19	F		241
Coffs Harbour	15-19	F	0	1694
Coffs Harbour	15-19	F	1	512
Coffs Harbour	15-19	M		265
Coffs Harbour	15-19	M	0	1909
Coffs Harbour	15-19	M	1	458
Coffs Harbour	20-24	F		155
Coffs Harbour	20-24	F	0	1479
Coffs Harbour	20-24	F	1	365
Coffs Harbour	20-24	M		192
Coffs Harbour	20-24	M	0	1624
Coffs Harbour	20-24	M	1	287
Coffs Harbour	25-34	F		309
Coffs Harbour	25-34	F	0	3371
Coffs Harbour	25-34	F	1	773
Coffs Harbour	25-34	M		371
Coffs Harbour	25-34	M	0	3261
Coffs Harbour	25-34	M	1	553
Coffs Harbour	35-44	F		312
Coffs Harbour	35-44	F	0	3416
Coffs Harbour	35-44	F	1	1301
Coffs Harbour	35-44	M		351
Coffs Harbour	35-44	M	0	3300
Coffs Harbour	35-44	M	1	894
Coffs Harbour	45-54	F		449
Coffs Harbour	45-54	F	0	4240
Coffs Harbour	45-54	F	1	1511
Coffs Harbour	45-54	M		413
Coffs Harbour	45-54	M	0	3777
Coffs Harbour	45-54	M	1	1137
Coffs Harbour	55-64	F		456
Coffs Harbour	55-64	F	0	4610
Coffs Harbour	55-64	F	1	1611
Coffs Harbour	55-64	M		565
Coffs Harbour	55-64	M	0	4409
Coffs Harbour	55-64	M	1	1371
Coffs Harbour	65-74	F		456
Coffs Harbour	65-74	F	0	3194
Coffs Harbour	65-74	F	1	1557
Coffs Harbour	65-74	M		451
Coffs Harbour	65-74	M	0	3477
Coffs Harbour	65-74	M	1	1149
Coffs Harbour	75-84	F		525
Coffs Harbour	75-84	F	0	1957
Coffs Harbour	75-84	F	1	595
Coffs Harbour	75-84	M		372
Coffs Harbour	75-84	M	0	1801
Coffs Harbour	75-84	M	1	481
Coffs Harbour	85+	F		413
Coffs Harbour	85+	F	0	1009
Coffs Harbour	85+	F	1	93
Coffs Harbour	85+	M		222
Coffs Harbour	85+	M	0	637
Coffs Harbour	85+	M	1	69
Bourke - Cobar - Coonamble	15-19	F		104
Bourke - Cobar - Coonamble	15-19	F	0	372
Bourke - Cobar - Coonamble	15-19	F	1	115
Bourke - Cobar - Coonamble	15-19	M		138
Bourke - Cobar - Coonamble	15-19	M	0	375
Bourke - Cobar - Coonamble	15-19	M	1	115
Bourke - Cobar - Coonamble	20-24	F		95
Bourke - Cobar - Coonamble	20-24	F	0	461
Bourke - Cobar - Coonamble	20-24	F	1	118
Bourke - Cobar - Coonamble	20-24	M		119
Bourke - Cobar - Coonamble	20-24	M	0	451
Bourke - Cobar - Coonamble	20-24	M	1	93
Bourke - Cobar - Coonamble	25-34	F		197
Bourke - Cobar - Coonamble	25-34	F	0	1020
Bourke - Cobar - Coonamble	25-34	F	1	340
Bourke - Cobar - Coonamble	25-34	M		239
Bourke - Cobar - Coonamble	25-34	M	0	1018
Bourke - Cobar - Coonamble	25-34	M	1	247
Bourke - Cobar - Coonamble	35-44	F		188
Bourke - Cobar - Coonamble	35-44	F	0	742
Bourke - Cobar - Coonamble	35-44	F	1	416
Bourke - Cobar - Coonamble	35-44	M		189
Bourke - Cobar - Coonamble	35-44	M	0	772
Bourke - Cobar - Coonamble	35-44	M	1	344
Bourke - Cobar - Coonamble	45-54	F		245
Bourke - Cobar - Coonamble	45-54	F	0	928
Bourke - Cobar - Coonamble	45-54	F	1	488
Bourke - Cobar - Coonamble	45-54	M		253
Bourke - Cobar - Coonamble	45-54	M	0	1048
Bourke - Cobar - Coonamble	45-54	M	1	412
Bourke - Cobar - Coonamble	55-64	F		201
Bourke - Cobar - Coonamble	55-64	F	0	858
Bourke - Cobar - Coonamble	55-64	F	1	377
Bourke - Cobar - Coonamble	55-64	M		276
Bourke - Cobar - Coonamble	55-64	M	0	1139
Bourke - Cobar - Coonamble	55-64	M	1	369
Bourke - Cobar - Coonamble	65-74	F		189
Bourke - Cobar - Coonamble	65-74	F	0	643
Bourke - Cobar - Coonamble	65-74	F	1	269
Bourke - Cobar - Coonamble	65-74	M		220
Bourke - Cobar - Coonamble	65-74	M	0	868
Bourke - Cobar - Coonamble	65-74	M	1	243
Bourke - Cobar - Coonamble	75-84	F		137
Bourke - Cobar - Coonamble	75-84	F	0	356
Bourke - Cobar - Coonamble	75-84	F	1	173
Bourke - Cobar - Coonamble	75-84	M		134
Bourke - Cobar - Coonamble	75-84	M	0	409
Bourke - Cobar - Coonamble	75-84	M	1	98
Bourke - Cobar - Coonamble	85+	F		55
Bourke - Cobar - Coonamble	85+	F	0	188
Bourke - Cobar - Coonamble	85+	F	1	31
Bourke - Cobar - Coonamble	85+	M		42
Bourke - Cobar - Coonamble	85+	M	0	111
Bourke - Cobar - Coonamble	85+	M	1	19
Broken Hill and Far West	15-19	F		59
Broken Hill and Far West	15-19	F	0	377
Broken Hill and Far West	15-19	F	1	79
Broken Hill and Far West	15-19	M		69
Broken Hill and Far West	15-19	M	0	449
Broken Hill and Far West	15-19	M	1	66
Broken Hill and Far West	20-24	F		60
Broken Hill and Far West	20-24	F	0	404
Broken Hill and Far West	20-24	F	1	95
Broken Hill and Far West	20-24	M		73
Broken Hill and Far West	20-24	M	0	429
Broken Hill and Far West	20-24	M	1	55
Broken Hill and Far West	25-34	F		130
Broken Hill and Far West	25-34	F	0	919
Broken Hill and Far West	25-34	F	1	212
Broken Hill and Far West	25-34	M		173
Broken Hill and Far West	25-34	M	0	856
Broken Hill and Far West	25-34	M	1	161
Broken Hill and Far West	35-44	F		105
Broken Hill and Far West	35-44	F	0	717
Broken Hill and Far West	35-44	F	1	271
Broken Hill and Far West	35-44	M		138
Broken Hill and Far West	35-44	M	0	713
Broken Hill and Far West	35-44	M	1	227
