SA3_NAME16	BornAust	Sex	persons
Caboolture Hinterland	1	M	5492
Narangba - Burpengary	0	F	5756
Narangba - Burpengary	0	M	5298
Narangba - Burpengary	1	F	24171
Narangba - Burpengary	1	M	23712
Redcliffe	0	F	7069
Redcliffe	0	M	6105
Redcliffe	1	F	21843
Redcliffe	1	M	20249
The Hills District	0	F	7806
The Hills District	0	M	7732
The Hills District	1	F	33995
The Hills District	1	M	33306
North Lakes	0	F	9460
North Lakes	0	M	8958
North Lakes	1	F	25406
North Lakes	1	M	23890
Strathpine	0	F	3804
Strathpine	0	M	3434
Strathpine	1	F	14132
Strathpine	1	M	13910
Far North	0	F	1240
Far North	0	M	1236
Far North	1	F	12709
Far North	1	M	14344
Outback - North	0	F	1825
Outback - North	0	M	1857
Outback - North	1	F	10745
Outback - North	1	M	11760
Outback - South	0	F	569
Outback - South	0	M	477
Outback - South	1	F	7415
Outback - South	1	M	7571
Buderim	0	F	6647
Buderim	0	M	5822
Buderim	1	F	20714
Buderim	1	M	18399
Caloundra	0	F	8312
Caloundra	0	M	7355
Caloundra	1	F	31057
Caloundra	1	M	29163
Maroochy	0	F	6038
Maroochy	0	M	5215
Maroochy	1	F	20799
Maroochy	1	M	19787
Noosa	0	F	5300
Noosa	0	M	4630
Noosa	1	F	14689
Noosa	1	M	13787
Sunshine Coast Hinterland	0	F	4506
Sunshine Coast Hinterland	0	M	4124
Sunshine Coast Hinterland	1	F	19132
Sunshine Coast Hinterland	1	M	18531
Nambour	0	F	3647
Nambour	0	M	3217
Nambour	1	F	16893
Nambour	1	M	16224
Noosa Hinterland	0	F	2066
Noosa Hinterland	0	M	1946
Noosa Hinterland	1	F	8214
Noosa Hinterland	1	M	8104
Toowoomba	0	F	9811
Toowoomba	0	M	9374
Toowoomba	1	F	62066
Toowoomba	1	M	57711
Charters Towers - Ayr - Ingham	0	F	1670
Charters Towers - Ayr - Ingham	0	M	1501
Charters Towers - Ayr - Ingham	1	F	17412
Charters Towers - Ayr - Ingham	1	M	17903
Townsville	0	F	13359
Townsville	0	M	12228
Townsville	1	F	73369
Townsville	1	M	73418
Bundaberg	0	F	5468
Bundaberg	0	M	4967
Bundaberg	1	F	35876
Bundaberg	1	M	34667
Burnett	0	F	2378
Burnett	0	M	2247
Burnett	1	F	19720
Burnett	1	M	20144
Gympie - Cooloola	0	F	2838
Gympie - Cooloola	0	M	2493
Gympie - Cooloola	1	F	19840
Gympie - Cooloola	1	M	19777
Hervey Bay	0	F	5236
Hervey Bay	0	M	4490
Hervey Bay	1	F	21985
Hervey Bay	1	M	20462
Maryborough	0	F	2339
Maryborough	0	M	2096
Maryborough	1	F	18012
Maryborough	1	M	18472
Migratory - Offshore - Shipping (Qld)	0	F	20
Migratory - Offshore - Shipping (Qld)	0	M	18
Migratory - Offshore - Shipping (Qld)	1	F	50
Migratory - Offshore - Shipping (Qld)	1	M	43
No usual address (Qld)	0	F	1575
No usual address (Qld)	0	M	1580
No usual address (Qld)	1	F	3164
No usual address (Qld)	1	M	4186
Adelaide City	0	F	4952
Adelaide City	0	M	4819
Adelaide City	1	F	4793
Adelaide City	1	M	5250
Adelaide Hills	0	F	5788
Adelaide Hills	0	M	5364
Adelaide Hills	1	F	28657
Adelaide Hills	1	M	28029
Burnside	0	F	7131
Burnside	0	M	6256
Burnside	1	F	15060
Burnside	1	M	13573
Campbelltown (SA)	0	F	8890
Campbelltown (SA)	0	M	8297
Campbelltown (SA)	1	F	16052
Campbelltown (SA)	1	M	15285
Norwood - Payneham - St Peters	0	F	5670
Norwood - Payneham - St Peters	0	M	5043
Norwood - Payneham - St Peters	1	F	11839
Norwood - Payneham - St Peters	1	M	11043
Prospect - Walkerville	0	F	3798
Prospect - Walkerville	0	M	3778
Prospect - Walkerville	1	F	9610
Prospect - Walkerville	1	M	9494
Unley	0	F	4944
Unley	0	M	4407
Unley	1	F	14079
Unley	1	M	12478
Gawler - Two Wells	0	F	2976
Gawler - Two Wells	0	M	2687
Gawler - Two Wells	1	F	13608
Gawler - Two Wells	1	M	13250
Playford	0	F	9987
Playford	0	M	9284
Playford	1	F	32106
Playford	1	M	31897
Port Adelaide - East	0	F	12385
Port Adelaide - East	0	M	12689
Port Adelaide - East	1	F	19736
Port Adelaide - East	1	M	19600
Salisbury	0	F	21665
Salisbury	0	M	20776
Salisbury	1	F	43142
Salisbury	1	M	43539
Tea Tree Gully	0	F	11532
Tea Tree Gully	0	M	10556
Tea Tree Gully	1	F	34406
Tea Tree Gully	1	M	33366
Holdfast Bay	0	F	3944
Holdfast Bay	0	M	3544
Holdfast Bay	1	F	12556
Holdfast Bay	1	M	11505
Marion	0	F	12931
Marion	0	M	11689
Marion	1	F	31657
Marion	1	M	29589
Mitcham	0	F	7529
Mitcham	0	M	6821
Mitcham	1	F	24088
Mitcham	1	M	22519
Onkaparinga	0	F	18581
Onkaparinga	0	M	17019
Onkaparinga	1	F	62271
Onkaparinga	1	M	60596
Charles Sturt	0	F	15640
Charles Sturt	0	M	14356
Charles Sturt	1	F	36882
Charles Sturt	1	M	35779
Port Adelaide - West	0	F	8668
Port Adelaide - West	0	M	8115
Port Adelaide - West	1	F	18975
Port Adelaide - West	1	M	18567
West Torrens	0	F	9484
West Torrens	0	M	9053
West Torrens	1	F	20187
West Torrens	1	M	19173
Barossa	0	F	2070
Barossa	0	M	1895
Barossa	1	F	14605
Barossa	1	M	14691
Lower North	0	F	1108
Lower North	0	M	1059
Lower North	1	F	9229
Lower North	1	M	9420
Mid North	0	F	1112
Mid North	0	M	994
Mid North	1	F	11627
Mid North	1	M	11558
Yorke Peninsula	0	F	1207
Yorke Peninsula	0	M	1112
Yorke Peninsula	1	F	10225
Yorke Peninsula	1	M	10606
Eyre Peninsula and South West	0	F	3322
Eyre Peninsula and South West	0	M	3029
Eyre Peninsula and South West	1	F	22341
Eyre Peninsula and South West	1	M	23229
Outback - North and East	0	F	1093
Outback - North and East	0	M	1291
Outback - North and East	1	F	10017
Outback - North and East	1	M	11075
Fleurieu - Kangaroo Island	0	F	4494
Fleurieu - Kangaroo Island	0	M	4008
Fleurieu - Kangaroo Island	1	F	19602
Fleurieu - Kangaroo Island	1	M	18597
Limestone Coast	0	F	3225
Limestone Coast	0	M	3239
Limestone Coast	1	F	26432
Limestone Coast	1	M	27329
Murray and Mallee	0	F	4126
Murray and Mallee	0	M	4053
Murray and Mallee	1	F	27449
Murray and Mallee	1	M	28382
Migratory - Offshore - Shipping (SA)	0	M	3
No usual address (SA)	0	F	235
No usual address (SA)	0	M	366
No usual address (SA)	1	F	748
No usual address (SA)	1	M	1137
Augusta - Margaret River - Busselton	0	F	5099
Augusta - Margaret River - Busselton	0	M	4590
Augusta - Margaret River - Busselton	1	F	18770
Augusta - Margaret River - Busselton	1	M	18288
Bunbury	0	F	10045
Bunbury	0	M	9350
Bunbury	1	F	37750
Bunbury	1	M	37245
Manjimup	0	F	2038
Manjimup	0	M	1930
Manjimup	1	F	8231
Manjimup	1	M	8306
Mandurah	0	F	13222
Mandurah	0	M	11909
Mandurah	1	F	32899
Mandurah	1	M	31601
Cottesloe - Claremont	0	F	11030
Cottesloe - Claremont	0	M	10343
Cottesloe - Claremont	1	F	21686
Cottesloe - Claremont	1	M	20619
Perth City	0	F	19858
Perth City	0	M	19410
Perth City	1	F	26339
Perth City	1	M	26168
Bayswater - Bassendean	0	F	15256
Bayswater - Bassendean	0	M	14707
Bayswater - Bassendean	1	F	22622
Bayswater - Bassendean	1	M	22644
Mundaring	0	F	4993
Mundaring	0	M	5174
Mundaring	1	F	14018
Mundaring	1	M	15408
Swan	0	F	21709
Swan	0	M	20845
Swan	1	F	38638
Swan	1	M	38507
Joondalup	0	F	29829
Joondalup	0	M	28733
Joondalup	1	F	45130
Joondalup	1	M	44529
Stirling	0	F	37094
Stirling	0	M	35663
Stirling	1	F	54749
Stirling	1	M	51994
Wanneroo	0	F	39332
Wanneroo	0	M	37684
Wanneroo	1	F	49825
Wanneroo	1	M	49136
Armadale	0	F	14084
Armadale	0	M	13473
Armadale	1	F	23325
Armadale	1	M	23399
Belmont - Victoria Park	0	F	14044
Belmont - Victoria Park	0	M	14518
Belmont - Victoria Park	1	F	17420
Belmont - Victoria Park	1	M	17886
Canning	0	F	23221
Canning	0	M	23447
Canning	1	F	21223
Canning	1	M	20758
Gosnells	0	F	25471
Gosnells	0	M	25623
Gosnells	1	F	29468
Gosnells	1	M	30976
Kalamunda	0	F	8656
Kalamunda	0	M	8037
Kalamunda	1	F	18649
Kalamunda	1	M	18612
Serpentine - Jarrahdale	0	F	3427
Serpentine - Jarrahdale	0	M	3376
Serpentine - Jarrahdale	1	F	9015
Serpentine - Jarrahdale	1	M	9349
South Perth	0	F	7780
South Perth	0	M	7361
South Perth	1	F	12196
South Perth	1	M	11788
Cockburn	0	F	17810
Cockburn	0	M	17054
Cockburn	1	F	30638
Cockburn	1	M	29937
Fremantle	0	F	5428
Fremantle	0	M	5067
Fremantle	1	F	11804
Fremantle	1	M	10919
Kwinana	0	F	6659
Kwinana	0	M	6730
Kwinana	1	F	10858
Kwinana	1	M	11684
Melville	0	F	18256
Melville	0	M	16573
Melville	1	F	31429
Melville	1	M	29662
Rockingham	0	F	20347
Rockingham	0	M	19304
Rockingham	1	F	38213
Rockingham	1	M	37572
Albany	0	F	5726
Albany	0	M	5282
Albany	1	F	21304
Albany	1	M	21798
Wheat Belt - North	0	F	4724
Wheat Belt - North	0	M	5042
Wheat Belt - North	1	F	19289
Wheat Belt - North	1	M	20831
Wheat Belt - South	0	F	1340
Wheat Belt - South	0	M	1228
Wheat Belt - South	1	F	7454
Wheat Belt - South	1	M	7911
Kimberley	0	F	2142
Kimberley	0	M	2013
Kimberley	1	F	13050
Kimberley	1	M	13162
East Pilbara	0	F	2065
East Pilbara	0	M	3001
East Pilbara	1	F	6587
East Pilbara	1	M	8998
West Pilbara	0	F	2770
West Pilbara	0	M	5121
West Pilbara	1	F	8847
West Pilbara	1	M	12770
Esperance	0	F	1100
Esperance	0	M	968
Esperance	1	F	5831
Esperance	1	M	6071
Gascoyne	0	F	816
Gascoyne	0	M	780
Gascoyne	1	F	3045
Gascoyne	1	M	3467
Goldfields	0	F	4080
Goldfields	0	M	4517
Goldfields	1	F	12268
Goldfields	1	M	13687
Mid West	0	F	3977
Mid West	0	M	3766
Mid West	1	F	20035
Mid West	1	M	20856
Migratory - Offshore - Shipping (WA)	0	F	9
Migratory - Offshore - Shipping (WA)	0	M	164
Migratory - Offshore - Shipping (WA)	1	F	16
Migratory - Offshore - Shipping (WA)	1	M	177
No usual address (WA)	0	F	634
No usual address (WA)	0	M	851
No usual address (WA)	1	F	1378
No usual address (WA)	1	M	2138
Brighton	0	F	416
Brighton	0	M	421
Brighton	1	F	7585
Brighton	1	M	7275
Hobart - North East	0	F	2752
Hobart - North East	0	M	2568
Hobart - North East	1	F	22888
Hobart - North East	1	M	21548
Hobart - North West	0	F	3253
Hobart - North West	0	M	2939
Hobart - North West	1	F	21976
Hobart - North West	1	M	20846
Hobart - South and West	0	F	2864
Hobart - South and West	0	M	2526
Hobart - South and West	1	F	13452
Hobart - South and West	1	M	12478
Hobart Inner	0	F	5911
Hobart Inner	0	M	5588
Hobart Inner	1	F	18482
Hobart Inner	1	M	17467
Sorell - Dodges Ferry	0	F	738
Sorell - Dodges Ferry	0	M	691
Sorell - Dodges Ferry	1	F	6799
Sorell - Dodges Ferry	1	M	6686
Launceston	0	F	5191
Launceston	0	M	4998
Launceston	1	F	33690
Launceston	1	M	31172
Meander Valley - West Tamar	0	F	1351
Meander Valley - West Tamar	0	M	1265
Meander Valley - West Tamar	1	F	8985
Meander Valley - West Tamar	1	M	8941
North East	0	F	1814
North East	0	M	1713
North East	1	F	14944
North East	1	M	15161
Central Highlands (Tas.)	0	F	385
Central Highlands (Tas.)	0	M	439
Central Highlands (Tas.)	1	F	4449
Central Highlands (Tas.)	1	M	4877
Huon - Bruny Island	0	F	1455
Huon - Bruny Island	0	M	1482
Huon - Bruny Island	1	F	7266
Huon - Bruny Island	1	M	7333
South East Coast	0	F	364
South East Coast	0	M	353
South East Coast	1	F	2536
South East Coast	1	M	2704
Burnie - Ulverstone	0	F	2114
Burnie - Ulverstone	0	M	1880
Burnie - Ulverstone	1	F	20711
Burnie - Ulverstone	1	M	19359
Devonport	0	F	2097
Devonport	0	M	1885
Devonport	1	F	19107
Devonport	1	M	17995
West Coast	0	F	791
West Coast	0	M	832
West Coast	1	F	6787
West Coast	1	M	7266
Migratory - Offshore - Shipping (Tas.)	0	F	3
Migratory - Offshore - Shipping (Tas.)	0	M	15
Migratory - Offshore - Shipping (Tas.)	1	F	16
Migratory - Offshore - Shipping (Tas.)	1	M	28
No usual address (Tas.)	0	F	66
No usual address (Tas.)	0	M	72
No usual address (Tas.)	1	F	286
No usual address (Tas.)	1	M	376
Darwin City	0	F	4059
Darwin City	0	M	4297
Darwin City	1	F	6572
Darwin City	1	M	7642
Darwin Suburbs	0	F	8527
Darwin Suburbs	0	M	8272
Darwin Suburbs	1	F	15356
Darwin Suburbs	1	M	15861
Litchfield	0	F	1298
Litchfield	0	M	1674
Litchfield	1	F	6945
Litchfield	1	M	9704
Palmerston	0	F	3608
Palmerston	0	M	3235
Palmerston	1	F	11574
Palmerston	1	M	12184
Alice Springs	0	F	3243
Alice Springs	0	M	3125
Alice Springs	1	F	13014
Alice Springs	1	M	12841
Barkly	0	F	252
Barkly	0	M	236
Barkly	1	F	2179
Barkly	1	M	2380
Daly - Tiwi - West Arnhem	0	F	420
Daly - Tiwi - West Arnhem	0	M	475
Daly - Tiwi - West Arnhem	1	F	6785
Daly - Tiwi - West Arnhem	1	M	7032
East Arnhem	0	F	409
East Arnhem	0	M	388
East Arnhem	1	F	5678
East Arnhem	1	M	5757
Katherine	0	F	730
Katherine	0	M	695
Katherine	1	F	7104
Katherine	1	M	7511
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	47
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	10
No usual address (NT)	0	F	209
No usual address (NT)	0	M	191
No usual address (NT)	1	F	630
No usual address (NT)	1	M	750
Belconnen	0	F	12890
Belconnen	0	M	12016
Belconnen	1	F	33233
Belconnen	1	M	32925
Canberra East	0	F	90
Canberra East	0	M	185
Canberra East	1	F	342
Canberra East	1	M	748
Gungahlin	0	F	12047
Gungahlin	0	M	11651
Gungahlin	1	F	22298
Gungahlin	1	M	21944
North Canberra	0	F	8163
North Canberra	0	M	7656
North Canberra	1	F	16541
North Canberra	1	M	16742
South Canberra	0	F	3615
South Canberra	0	M	3254
South Canberra	1	F	9206
South Canberra	1	M	8818
Tuggeranong	0	F	8790
Tuggeranong	0	M	7936
Tuggeranong	1	F	32621
Tuggeranong	1	M	31759
Weston Creek	0	F	2517
Weston Creek	0	M	2249
Weston Creek	1	F	8692
Weston Creek	1	M	8229
Woden Valley	0	F	5575
Woden Valley	0	M	4883
Woden Valley	1	F	11305
Woden Valley	1	M	11009
Molonglo	0	F	753
Molonglo	0	M	696
Molonglo	1	F	1414
Molonglo	1	M	1375
Urriarra - Namadgi	0	F	37
Urriarra - Namadgi	0	M	25
Urriarra - Namadgi	1	F	223
Urriarra - Namadgi	1	M	259
No usual address (ACT)	0	F	65
No usual address (ACT)	0	M	58
No usual address (ACT)	1	F	144
No usual address (ACT)	1	M	209
Christmas Island	0	F	292
Christmas Island	0	M	548
Christmas Island	1	F	304
Christmas Island	1	M	391
Cocos (Keeling) Islands	0	F	20
Cocos (Keeling) Islands	0	M	28
Cocos (Keeling) Islands	1	F	228
Cocos (Keeling) Islands	1	M	209
Jervis Bay	0	F	11
Jervis Bay	0	M	21
Jervis Bay	1	F	140
Jervis Bay	1	M	158
Norfolk Island	0	F	317
Norfolk Island	0	M	225
Norfolk Island	1	F	532
Norfolk Island	1	M	535
Migratory - Offshore - Shipping (OT)	1	M	3
No usual address (OT)	0	F	17
No usual address (OT)	0	M	9
No usual address (OT)	1	F	15
No usual address (OT)	1	M	14
