SA3_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Snowy Mountains	65-74	1	M	91
Snowy Mountains	75-84		F	133
Snowy Mountains	75-84		M	109
Snowy Mountains	75-84	0	F	362
Snowy Mountains	75-84	0	M	411
Snowy Mountains	75-84	1	F	62
Snowy Mountains	75-84	1	M	44
Snowy Mountains	85+		F	77
Snowy Mountains	85+		M	41
Snowy Mountains	85+	0	F	189
Snowy Mountains	85+	0	M	112
Snowy Mountains	85+	1	F	13
Snowy Mountains	85+	1	M	15
South Coast	15-19		F	239
South Coast	15-19		M	283
South Coast	15-19	0	F	1458
South Coast	15-19	0	M	1448
South Coast	15-19	1	F	83
South Coast	15-19	1	M	98
South Coast	20-24		F	113
South Coast	20-24		M	131
South Coast	20-24	0	F	990
South Coast	20-24	0	M	1057
South Coast	20-24	1	F	89
South Coast	20-24	1	M	91
South Coast	25-34		F	219
South Coast	25-34		M	237
South Coast	25-34	0	F	2055
South Coast	25-34	0	M	2053
South Coast	25-34	1	F	319
South Coast	25-34	1	M	216
South Coast	35-44		F	273
South Coast	35-44		M	296
South Coast	35-44	0	F	2658
South Coast	35-44	0	M	2445
South Coast	35-44	1	F	529
South Coast	35-44	1	M	341
South Coast	45-54		F	393
South Coast	45-54		M	443
South Coast	45-54	0	F	3527
South Coast	45-54	0	M	3439
South Coast	45-54	1	F	944
South Coast	45-54	1	M	584
South Coast	55-64		F	558
South Coast	55-64		M	547
South Coast	55-64	0	F	4812
South Coast	55-64	0	M	4767
South Coast	55-64	1	F	1372
South Coast	55-64	1	M	911
South Coast	65-74		F	658
South Coast	65-74		M	647
South Coast	65-74	0	F	4265
South Coast	65-74	0	M	4644
South Coast	65-74	1	F	855
South Coast	65-74	1	M	629
South Coast	75-84		F	565
South Coast	75-84		M	490
South Coast	75-84	0	F	2128
South Coast	75-84	0	M	2135
South Coast	75-84	1	F	324
South Coast	75-84	1	M	295
South Coast	85+		F	361
South Coast	85+		M	200
South Coast	85+	0	F	1039
South Coast	85+	0	M	650
South Coast	85+	1	F	63
South Coast	85+	1	M	78
Goulburn - Mulwaree	15-19		F	131
Goulburn - Mulwaree	15-19		M	150
Goulburn - Mulwaree	15-19	0	F	816
Goulburn - Mulwaree	15-19	0	M	903
Goulburn - Mulwaree	15-19	1	F	64
Goulburn - Mulwaree	15-19	1	M	43
Goulburn - Mulwaree	20-24		F	69
Goulburn - Mulwaree	20-24		M	158
Goulburn - Mulwaree	20-24	0	F	682
Goulburn - Mulwaree	20-24	0	M	849
Goulburn - Mulwaree	20-24	1	F	71
Goulburn - Mulwaree	20-24	1	M	60
Goulburn - Mulwaree	25-34		F	149
Goulburn - Mulwaree	25-34		M	363
Goulburn - Mulwaree	25-34	0	F	1600
Goulburn - Mulwaree	25-34	0	M	1517
Goulburn - Mulwaree	25-34	1	F	249
Goulburn - Mulwaree	25-34	1	M	133
Goulburn - Mulwaree	35-44		F	155
Goulburn - Mulwaree	35-44		M	348
Goulburn - Mulwaree	35-44	0	F	1520
Goulburn - Mulwaree	35-44	0	M	1535
Goulburn - Mulwaree	35-44	1	F	329
Goulburn - Mulwaree	35-44	1	M	234
Goulburn - Mulwaree	45-54		F	190
Goulburn - Mulwaree	45-54		M	299
Goulburn - Mulwaree	45-54	0	F	1779
Goulburn - Mulwaree	45-54	0	M	1826
Goulburn - Mulwaree	45-54	1	F	485
Goulburn - Mulwaree	45-54	1	M	342
Goulburn - Mulwaree	55-64		F	192
Goulburn - Mulwaree	55-64		M	226
Goulburn - Mulwaree	55-64	0	F	1726
Goulburn - Mulwaree	55-64	0	M	1875
Goulburn - Mulwaree	55-64	1	F	559
Goulburn - Mulwaree	55-64	1	M	339
Goulburn - Mulwaree	65-74		F	246
Goulburn - Mulwaree	65-74		M	274
Goulburn - Mulwaree	65-74	0	F	1475
Goulburn - Mulwaree	65-74	0	M	1560
Goulburn - Mulwaree	65-74	1	F	297
Goulburn - Mulwaree	65-74	1	M	236
Goulburn - Mulwaree	75-84		F	243
Goulburn - Mulwaree	75-84		M	190
Goulburn - Mulwaree	75-84	0	F	835
Goulburn - Mulwaree	75-84	0	M	767
Goulburn - Mulwaree	75-84	1	F	97
Goulburn - Mulwaree	75-84	1	M	98
Goulburn - Mulwaree	85+		F	187
Goulburn - Mulwaree	85+		M	79
Goulburn - Mulwaree	85+	0	F	365
Goulburn - Mulwaree	85+	0	M	213
Goulburn - Mulwaree	85+	1	F	21
Goulburn - Mulwaree	85+	1	M	33
Young - Yass	15-19		F	165
Young - Yass	15-19		M	160
Young - Yass	15-19	0	F	906
Young - Yass	15-19	0	M	893
Young - Yass	15-19	1	F	74
Young - Yass	15-19	1	M	46
Young - Yass	20-24		F	81
Young - Yass	20-24		M	69
Young - Yass	20-24	0	F	728
Young - Yass	20-24	0	M	703
Young - Yass	20-24	1	F	67
Young - Yass	20-24	1	M	42
Young - Yass	25-34		F	126
Young - Yass	25-34		M	133
Young - Yass	25-34	0	F	1375
Young - Yass	25-34	0	M	1285
Young - Yass	25-34	1	F	222
Young - Yass	25-34	1	M	126
Young - Yass	35-44		F	153
Young - Yass	35-44		M	167
Young - Yass	35-44	0	F	1750
Young - Yass	35-44	0	M	1751
Young - Yass	35-44	1	F	352
Young - Yass	35-44	1	M	214
Young - Yass	45-54		F	202
Young - Yass	45-54		M	204
Young - Yass	45-54	0	F	1935
Young - Yass	45-54	0	M	1994
Young - Yass	45-54	1	F	512
Young - Yass	45-54	1	M	302
Young - Yass	55-64		F	199
Young - Yass	55-64		M	241
Young - Yass	55-64	0	F	1707
Young - Yass	55-64	0	M	1915
Young - Yass	55-64	1	F	528
Young - Yass	55-64	1	M	321
Young - Yass	65-74		F	248
Young - Yass	65-74		M	253
Young - Yass	65-74	0	F	1475
Young - Yass	65-74	0	M	1626
Young - Yass	65-74	1	F	324
Young - Yass	65-74	1	M	227
Young - Yass	75-84		F	210
Young - Yass	75-84		M	164
Young - Yass	75-84	0	F	764
Young - Yass	75-84	0	M	708
Young - Yass	75-84	1	F	115
Young - Yass	75-84	1	M	95
Young - Yass	85+		F	150
Young - Yass	85+		M	93
Young - Yass	85+	0	F	364
Young - Yass	85+	0	M	189
Young - Yass	85+	1	F	15
Young - Yass	85+	1	M	20
Gosford	15-19		F	388
Gosford	15-19		M	457
Gosford	15-19	0	F	4332
Gosford	15-19	0	M	4430
Gosford	15-19	1	F	244
Gosford	15-19	1	M	225
Gosford	20-24		F	290
Gosford	20-24		M	314
Gosford	20-24	0	F	3721
Gosford	20-24	0	M	4084
Gosford	20-24	1	F	267
Gosford	20-24	1	M	247
Gosford	25-34		F	528
Gosford	25-34		M	606
Gosford	25-34	0	F	7505
Gosford	25-34	0	M	7550
Gosford	25-34	1	F	936
Gosford	25-34	1	M	595
Gosford	35-44		F	600
Gosford	35-44		M	656
Gosford	35-44	0	F	8401
Gosford	35-44	0	M	8387
Gosford	35-44	1	F	1585
Gosford	35-44	1	M	969
Gosford	45-54		F	677
Gosford	45-54		M	699
Gosford	45-54	0	F	9024
Gosford	45-54	0	M	9001
Gosford	45-54	1	F	2284
Gosford	45-54	1	M	1365
Gosford	55-64		F	691
Gosford	55-64		M	716
Gosford	55-64	0	F	8392
Gosford	55-64	0	M	8356
Gosford	55-64	1	F	2694
Gosford	55-64	1	M	1587
Gosford	65-74		F	871
Gosford	65-74		M	774
Gosford	65-74	0	F	7606
Gosford	65-74	0	M	7261
Gosford	65-74	1	F	1607
Gosford	65-74	1	M	1084
Gosford	75-84		F	993
Gosford	75-84		M	613
Gosford	75-84	0	F	4629
Gosford	75-84	0	M	3761
Gosford	75-84	1	F	633
Gosford	75-84	1	M	510
Gosford	85+		F	838
Gosford	85+		M	396
Gosford	85+	0	F	2584
Gosford	85+	0	M	1517
Gosford	85+	1	F	156
Gosford	85+	1	M	193
Wyong	15-19		F	432
Wyong	15-19		M	451
Wyong	15-19	0	F	4202
Wyong	15-19	0	M	4321
Wyong	15-19	1	F	219
Wyong	15-19	1	M	242
Wyong	20-24		F	337
Wyong	20-24		M	352
Wyong	20-24	0	F	3970
Wyong	20-24	0	M	4026
Wyong	20-24	1	F	330
Wyong	20-24	1	M	238
Wyong	25-34		F	514
Wyong	25-34		M	595
Wyong	25-34	0	F	7382
Wyong	25-34	0	M	7254
Wyong	25-34	1	F	1166
Wyong	25-34	1	M	643
Wyong	35-44		F	598
Wyong	35-44		M	597
Wyong	35-44	0	F	7394
Wyong	35-44	0	M	7517
Wyong	35-44	1	F	1764
Wyong	35-44	1	M	910
Wyong	45-54		F	714
Wyong	45-54		M	721
Wyong	45-54	0	F	7638
Wyong	45-54	0	M	7968
Wyong	45-54	1	F	2235
Wyong	45-54	1	M	1303
Wyong	55-64		F	788
Wyong	55-64		M	761
Wyong	55-64	0	F	7386
Wyong	55-64	0	M	7262
Wyong	55-64	1	F	2361
Wyong	55-64	1	M	1375
Wyong	65-74		F	1029
Wyong	65-74		M	864
Wyong	65-74	0	F	6822
Wyong	65-74	0	M	6319
Wyong	65-74	1	F	1401
Wyong	65-74	1	M	951
Wyong	75-84		F	1084
Wyong	75-84		M	802
Wyong	75-84	0	F	4110
Wyong	75-84	0	M	3534
Wyong	75-84	1	F	534
Wyong	75-84	1	M	486
Wyong	85+		F	791
Wyong	85+		M	444
Wyong	85+	0	F	1928
Wyong	85+	0	M	1156
Wyong	85+	1	F	115
Wyong	85+	1	M	157
Bathurst	15-19		F	219
Bathurst	15-19		M	238
Bathurst	15-19	0	F	1315
Bathurst	15-19	0	M	1377
Bathurst	15-19	1	F	98
Bathurst	15-19	1	M	95
Bathurst	20-24		F	172
Bathurst	20-24		M	407
Bathurst	20-24	0	F	1361
Bathurst	20-24	0	M	1328
Bathurst	20-24	1	F	114
Bathurst	20-24	1	M	75
Bathurst	25-34		F	175
Bathurst	25-34		M	582
Bathurst	25-34	0	F	2129
Bathurst	25-34	0	M	2255
Bathurst	25-34	1	F	315
Bathurst	25-34	1	M	195
Bathurst	35-44		F	176
Bathurst	35-44		M	429
Bathurst	35-44	0	F	2083
Bathurst	35-44	0	M	2044
Bathurst	35-44	1	F	438
Bathurst	35-44	1	M	268
Bathurst	45-54		F	229
Bathurst	45-54		M	367
Bathurst	45-54	0	F	2203
Bathurst	45-54	0	M	2232
Bathurst	45-54	1	F	597
Bathurst	45-54	1	M	368
Bathurst	55-64		F	267
Bathurst	55-64		M	289
Bathurst	55-64	0	F	2018
Bathurst	55-64	0	M	2138
Bathurst	55-64	1	F	617
Bathurst	55-64	1	M	390
Bathurst	65-74		F	275
Bathurst	65-74		M	310
Bathurst	65-74	0	F	1686
Bathurst	65-74	0	M	1760
Bathurst	65-74	1	F	365
Bathurst	65-74	1	M	234
Bathurst	75-84		F	253
Bathurst	75-84		M	179
Bathurst	75-84	0	F	900
Bathurst	75-84	0	M	748
Bathurst	75-84	1	F	121
Bathurst	75-84	1	M	104
Bathurst	85+		F	163
Bathurst	85+		M	73
Bathurst	85+	0	F	482
Bathurst	85+	0	M	244
Bathurst	85+	1	F	23
Bathurst	85+	1	M	23
Lachlan Valley	15-19		F	269
Lachlan Valley	15-19		M	255
Lachlan Valley	15-19	0	F	1328
Lachlan Valley	15-19	0	M	1333
Lachlan Valley	15-19	1	F	92
Lachlan Valley	15-19	1	M	79
Lachlan Valley	20-24		F	134
Lachlan Valley	20-24		M	181
Lachlan Valley	20-24	0	F	1071
Lachlan Valley	20-24	0	M	1204
Lachlan Valley	20-24	1	F	107
Lachlan Valley	20-24	1	M	92
Lachlan Valley	25-34		F	263
Lachlan Valley	25-34		M	268
Lachlan Valley	25-34	0	F	2192
Lachlan Valley	25-34	0	M	2185
Lachlan Valley	25-34	1	F	332
Lachlan Valley	25-34	1	M	192
Lachlan Valley	35-44		F	296
Lachlan Valley	35-44		M	293
Lachlan Valley	35-44	0	F	2162
Lachlan Valley	35-44	0	M	2235
Lachlan Valley	35-44	1	F	507
Lachlan Valley	35-44	1	M	303
Lachlan Valley	45-54		F	393
Lachlan Valley	45-54		M	399
Lachlan Valley	45-54	0	F	2499
Lachlan Valley	45-54	0	M	2653
Lachlan Valley	45-54	1	F	711
Lachlan Valley	45-54	1	M	452
Lachlan Valley	55-64		F	383
Lachlan Valley	55-64		M	455
Lachlan Valley	55-64	0	F	2526
Lachlan Valley	55-64	0	M	2905
Lachlan Valley	55-64	1	F	835
Lachlan Valley	55-64	1	M	534
Lachlan Valley	65-74		F	459
Lachlan Valley	65-74		M	480
Lachlan Valley	65-74	0	F	2239
Lachlan Valley	65-74	0	M	2541
Lachlan Valley	65-74	1	F	485
Lachlan Valley	65-74	1	M	336
Lachlan Valley	75-84		F	443
Lachlan Valley	75-84		M	388
Lachlan Valley	75-84	0	F	1518
Lachlan Valley	75-84	0	M	1368
Lachlan Valley	75-84	1	F	199
Lachlan Valley	75-84	1	M	191
Lachlan Valley	85+		F	255
Lachlan Valley	85+		M	163
Lachlan Valley	85+	0	F	815
Lachlan Valley	85+	0	M	423
Lachlan Valley	85+	1	F	43
Lachlan Valley	85+	1	M	48
Lithgow - Mudgee	15-19		F	212
Lithgow - Mudgee	15-19		M	237
Lithgow - Mudgee	15-19	0	F	946
Lithgow - Mudgee	15-19	0	M	1078
Lithgow - Mudgee	15-19	1	F	54
Lithgow - Mudgee	15-19	1	M	50
Lithgow - Mudgee	20-24		F	134
Lithgow - Mudgee	20-24		M	182
Lithgow - Mudgee	20-24	0	F	849
Lithgow - Mudgee	20-24	0	M	984
Lithgow - Mudgee	20-24	1	F	85
Lithgow - Mudgee	20-24	1	M	60
Lithgow - Mudgee	25-34		F	258
Lithgow - Mudgee	25-34		M	449
Lithgow - Mudgee	25-34	0	F	1902
Lithgow - Mudgee	25-34	0	M	1954
Lithgow - Mudgee	25-34	1	F	279
Lithgow - Mudgee	25-34	1	M	183
Lithgow - Mudgee	35-44		F	299
Lithgow - Mudgee	35-44		M	390
Lithgow - Mudgee	35-44	0	F	1989
Lithgow - Mudgee	35-44	0	M	1921
Lithgow - Mudgee	35-44	1	F	406
Lithgow - Mudgee	35-44	1	M	225
Lithgow - Mudgee	45-54		F	338
Lithgow - Mudgee	45-54		M	436
Lithgow - Mudgee	45-54	0	F	2241
Lithgow - Mudgee	45-54	0	M	2424
Lithgow - Mudgee	45-54	1	F	628
Lithgow - Mudgee	45-54	1	M	411
Lithgow - Mudgee	55-64		F	374
Lithgow - Mudgee	55-64		M	445
Lithgow - Mudgee	55-64	0	F	2168
Lithgow - Mudgee	55-64	0	M	2376
Lithgow - Mudgee	55-64	1	F	653
Lithgow - Mudgee	55-64	1	M	433
Lithgow - Mudgee	65-74		F	426
Lithgow - Mudgee	65-74		M	437
Lithgow - Mudgee	65-74	0	F	2019
Lithgow - Mudgee	65-74	0	M	2271
Lithgow - Mudgee	65-74	1	F	367
Lithgow - Mudgee	65-74	1	M	269
Lithgow - Mudgee	75-84		F	333
Lithgow - Mudgee	75-84		M	276
Lithgow - Mudgee	75-84	0	F	1098
Lithgow - Mudgee	75-84	0	M	1016
Lithgow - Mudgee	75-84	1	F	140
Lithgow - Mudgee	75-84	1	M	110
Lithgow - Mudgee	85+		F	132
Lithgow - Mudgee	85+		M	75
Lithgow - Mudgee	85+	0	F	507
Lithgow - Mudgee	85+	0	M	281
Lithgow - Mudgee	85+	1	F	19
Lithgow - Mudgee	85+	1	M	31
Orange	15-19		F	223
Orange	15-19		M	237
Orange	15-19	0	F	1538
Orange	15-19	0	M	1630
Orange	15-19	1	F	106
Orange	15-19	1	M	89
Orange	20-24		F	129
Orange	20-24		M	121
Orange	20-24	0	F	1318
Orange	20-24	0	M	1275
Orange	20-24	1	F	112
Orange	20-24	1	M	60
Orange	25-34		F	260
Orange	25-34		M	274
Orange	25-34	0	F	3017
Orange	25-34	0	M	2811
Orange	25-34	1	F	395
Orange	25-34	1	M	228
Orange	35-44		F	267
Orange	35-44		M	289
Orange	35-44	0	F	2930
Orange	35-44	0	M	2915
Orange	35-44	1	F	482
Orange	35-44	1	M	306
Orange	45-54		F	302
Orange	45-54		M	342
Orange	45-54	0	F	2772
Orange	45-54	0	M	2827
Orange	45-54	1	F	742
Orange	45-54	1	M	447
Orange	55-64		F	269
Orange	55-64		M	290
Orange	55-64	0	F	2472
Orange	55-64	0	M	2715
Orange	55-64	1	F	752
Orange	55-64	1	M	461
Orange	65-74		F	290
Orange	65-74		M	281
Orange	65-74	0	F	2130
Orange	65-74	0	M	2103
Orange	65-74	1	F	432
Orange	65-74	1	M	289
Orange	75-84		F	279
Orange	75-84		M	222
Orange	75-84	0	F	1248
Orange	75-84	0	M	1078
Orange	75-84	1	F	162
Orange	75-84	1	M	140
Orange	85+		F	136
Orange	85+		M	95
Orange	85+	0	F	641
Orange	85+	0	M	322
Orange	85+	1	F	28
Orange	85+	1	M	33
Clarence Valley	15-19		F	204
Clarence Valley	15-19		M	241
Clarence Valley	15-19	0	F	1109
Clarence Valley	15-19	0	M	1200
Clarence Valley	15-19	1	F	100
Clarence Valley	15-19	1	M	77
Clarence Valley	20-24		F	79
Clarence Valley	20-24		M	140
Clarence Valley	20-24	0	F	796
Clarence Valley	20-24	0	M	844
Clarence Valley	20-24	1	F	89
Clarence Valley	20-24	1	M	89
Clarence Valley	25-34		F	181
Clarence Valley	25-34		M	273
Clarence Valley	25-34	0	F	1578
Clarence Valley	25-34	0	M	1580
Clarence Valley	25-34	1	F	318
Clarence Valley	25-34	1	M	183
Clarence Valley	35-44		F	229
Clarence Valley	35-44		M	288
Clarence Valley	35-44	0	F	1943
Clarence Valley	35-44	0	M	1902
Clarence Valley	35-44	1	F	489
Clarence Valley	35-44	1	M	265
Clarence Valley	45-54		F	258
Clarence Valley	45-54		M	338
Clarence Valley	45-54	0	F	2465
Clarence Valley	45-54	0	M	2423
Clarence Valley	45-54	1	F	713
Clarence Valley	45-54	1	M	448
Clarence Valley	55-64		F	367
Clarence Valley	55-64		M	398
Clarence Valley	55-64	0	F	2817
Clarence Valley	55-64	0	M	3047
Clarence Valley	55-64	1	F	1024
Clarence Valley	55-64	1	M	611
Clarence Valley	65-74		F	407
Clarence Valley	65-74		M	417
Clarence Valley	65-74	0	F	2632
Clarence Valley	65-74	0	M	2910
Clarence Valley	65-74	1	F	591
Clarence Valley	65-74	1	M	399
Clarence Valley	75-84		F	378
Clarence Valley	75-84		M	329
Clarence Valley	75-84	0	F	1461
Clarence Valley	75-84	0	M	1394
Clarence Valley	75-84	1	F	224
Clarence Valley	75-84	1	M	186
Clarence Valley	85+		F	170
Clarence Valley	85+		M	115
Clarence Valley	85+	0	F	807
Clarence Valley	85+	0	M	438
Clarence Valley	85+	1	F	35
Clarence Valley	85+	1	M	47
Coffs Harbour	15-19		F	277
Coffs Harbour	15-19		M	292
Coffs Harbour	15-19	0	F	2038
Coffs Harbour	15-19	0	M	2193
Coffs Harbour	15-19	1	F	135
Coffs Harbour	15-19	1	M	151
Coffs Harbour	20-24		F	164
Coffs Harbour	20-24		M	207
Coffs Harbour	20-24	0	F	1682
Coffs Harbour	20-24	0	M	1779
Coffs Harbour	20-24	1	F	147
Coffs Harbour	20-24	1	M	111
Coffs Harbour	25-34		F	336
Coffs Harbour	25-34		M	397
Coffs Harbour	25-34	0	F	3631
Coffs Harbour	25-34	0	M	3478
Coffs Harbour	25-34	1	F	492
Coffs Harbour	25-34	1	M	304
Coffs Harbour	35-44		F	341
Coffs Harbour	35-44		M	363
Coffs Harbour	35-44	0	F	3937
Coffs Harbour	35-44	0	M	3736
Coffs Harbour	35-44	1	F	764
Coffs Harbour	35-44	1	M	442
Coffs Harbour	45-54		F	489
Coffs Harbour	45-54		M	462
Coffs Harbour	45-54	0	F	4513
Coffs Harbour	45-54	0	M	4188
Coffs Harbour	45-54	1	F	1197
Coffs Harbour	45-54	1	M	662
Coffs Harbour	55-64		F	499
Coffs Harbour	55-64		M	605
Coffs Harbour	55-64	0	F	4701
Coffs Harbour	55-64	0	M	4882
Coffs Harbour	55-64	1	F	1477
Coffs Harbour	55-64	1	M	858
Coffs Harbour	65-74		F	547
Coffs Harbour	65-74		M	511
Coffs Harbour	65-74	0	F	3860
Coffs Harbour	65-74	0	M	3986
Coffs Harbour	65-74	1	F	799
Coffs Harbour	65-74	1	M	577
Coffs Harbour	75-84		F	613
Coffs Harbour	75-84		M	455
Coffs Harbour	75-84	0	F	2143
Coffs Harbour	75-84	0	M	1909
Coffs Harbour	75-84	1	F	331
Coffs Harbour	75-84	1	M	290
Coffs Harbour	85+		F	451
Coffs Harbour	85+		M	241
Coffs Harbour	85+	0	F	1004
Coffs Harbour	85+	0	M	587
Coffs Harbour	85+	1	F	68
Coffs Harbour	85+	1	M	91
Bourke - Cobar - Coonamble	15-19		F	120
Bourke - Cobar - Coonamble	15-19		M	150
Bourke - Cobar - Coonamble	15-19	0	F	437
Bourke - Cobar - Coonamble	15-19	0	M	437
Bourke - Cobar - Coonamble	15-19	1	F	41
Bourke - Cobar - Coonamble	15-19	1	M	42
Bourke - Cobar - Coonamble	20-24		F	93
Bourke - Cobar - Coonamble	20-24		M	126
Bourke - Cobar - Coonamble	20-24	0	F	540
Bourke - Cobar - Coonamble	20-24	0	M	500
Bourke - Cobar - Coonamble	20-24	1	F	35
Bourke - Cobar - Coonamble	20-24	1	M	41
Bourke - Cobar - Coonamble	25-34		F	203
Bourke - Cobar - Coonamble	25-34		M	254
Bourke - Cobar - Coonamble	25-34	0	F	1194
Bourke - Cobar - Coonamble	25-34	0	M	1166
Bourke - Cobar - Coonamble	25-34	1	F	160
Bourke - Cobar - Coonamble	25-34	1	M	89
Bourke - Cobar - Coonamble	35-44		F	202
Bourke - Cobar - Coonamble	35-44		M	196
Bourke - Cobar - Coonamble	35-44	0	F	940
Bourke - Cobar - Coonamble	35-44	0	M	982
Bourke - Cobar - Coonamble	35-44	1	F	206
Bourke - Cobar - Coonamble	35-44	1	M	122
Bourke - Cobar - Coonamble	45-54		F	249
Bourke - Cobar - Coonamble	45-54		M	264
Bourke - Cobar - Coonamble	45-54	0	F	1111
Bourke - Cobar - Coonamble	45-54	0	M	1242
Bourke - Cobar - Coonamble	45-54	1	F	292
Bourke - Cobar - Coonamble	45-54	1	M	200
Bourke - Cobar - Coonamble	55-64		F	211
Bourke - Cobar - Coonamble	55-64		M	297
Bourke - Cobar - Coonamble	55-64	0	F	972
Bourke - Cobar - Coonamble	55-64	0	M	1316
Bourke - Cobar - Coonamble	55-64	1	F	241
Bourke - Cobar - Coonamble	55-64	1	M	177
Bourke - Cobar - Coonamble	65-74		F	208
Bourke - Cobar - Coonamble	65-74		M	252
Bourke - Cobar - Coonamble	65-74	0	F	759
Bourke - Cobar - Coonamble	65-74	0	M	979
Bourke - Cobar - Coonamble	65-74	1	F	136
Bourke - Cobar - Coonamble	65-74	1	M	102
Bourke - Cobar - Coonamble	75-84		F	164
Bourke - Cobar - Coonamble	75-84		M	147
Bourke - Cobar - Coonamble	75-84	0	F	447
Bourke - Cobar - Coonamble	75-84	0	M	442
Bourke - Cobar - Coonamble	75-84	1	F	63
Bourke - Cobar - Coonamble	75-84	1	M	44
Bourke - Cobar - Coonamble	85+		F	55
Bourke - Cobar - Coonamble	85+		M	44
Bourke - Cobar - Coonamble	85+	0	F	197
Bourke - Cobar - Coonamble	85+	0	M	116
Bourke - Cobar - Coonamble	85+	1	F	14
Bourke - Cobar - Coonamble	85+	1	M	13
Broken Hill and Far West	15-19		F	55
Broken Hill and Far West	15-19		M	78
Broken Hill and Far West	15-19	0	F	426
Broken Hill and Far West	15-19	0	M	468
Broken Hill and Far West	15-19	1	F	29
Broken Hill and Far West	15-19	1	M	30
Broken Hill and Far West	20-24		F	64
Broken Hill and Far West	20-24		M	76
Broken Hill and Far West	20-24	0	F	452
Broken Hill and Far West	20-24	0	M	457
Broken Hill and Far West	20-24	1	F	37
Broken Hill and Far West	20-24	1	M	25
Broken Hill and Far West	25-34		F	143
Broken Hill and Far West	25-34		M	185
Broken Hill and Far West	25-34	0	F	946
Broken Hill and Far West	25-34	0	M	914
Broken Hill and Far West	25-34	1	F	166
Broken Hill and Far West	25-34	1	M	97
Broken Hill and Far West	35-44		F	95
Broken Hill and Far West	35-44		M	138
Broken Hill and Far West	35-44	0	F	806
Broken Hill and Far West	35-44	0	M	804
Broken Hill and Far West	35-44	1	F	182
