SA3_NAME16	HomeCensusNight	Sex	persons
Ryde - Hunters Hill	0	M	2180
Ryde - Hunters Hill	1	F	66935
Ryde - Hunters Hill	1	M	63379
Bringelly - Green Valley	0	F	1248
Bringelly - Green Valley	0	M	1456
Bringelly - Green Valley	1	F	50559
Bringelly - Green Valley	1	M	49548
Fairfield	0	F	2520
Fairfield	0	M	2751
Fairfield	1	F	91860
Fairfield	1	M	88668
Liverpool	0	F	1462
Liverpool	0	M	1694
Liverpool	1	F	57697
Liverpool	1	M	56504
Cronulla - Miranda - Caringbah	0	F	2110
Cronulla - Miranda - Caringbah	0	M	2398
Cronulla - Miranda - Caringbah	1	F	54248
Cronulla - Miranda - Caringbah	1	M	51085
Sutherland - Menai - Heathcote	0	F	1737
Sutherland - Menai - Heathcote	0	M	1881
Sutherland - Menai - Heathcote	1	F	53374
Sutherland - Menai - Heathcote	1	M	51043
Migratory - Offshore - Shipping (NSW)	0	F	3
Migratory - Offshore - Shipping (NSW)	0	M	3
Migratory - Offshore - Shipping (NSW)	1	F	234
Migratory - Offshore - Shipping (NSW)	1	M	173
No usual address (NSW)	0	F	4939
No usual address (NSW)	0	M	7351
Ballarat	0	F	2969
Ballarat	0	M	3000
Ballarat	1	F	50882
Ballarat	1	M	46968
Creswick - Daylesford - Ballan	0	F	860
Creswick - Daylesford - Ballan	0	M	912
Creswick - Daylesford - Ballan	1	F	13501
Creswick - Daylesford - Ballan	1	M	13039
Maryborough - Pyrenees	0	F	634
Maryborough - Pyrenees	0	M	786
Maryborough - Pyrenees	1	F	11844
Maryborough - Pyrenees	1	M	12098
Bendigo	0	F	2450
Bendigo	0	M	2700
Bendigo	1	F	46463
Bendigo	1	M	42769
Heathcote - Castlemaine - Kyneton	0	F	1319
Heathcote - Castlemaine - Kyneton	0	M	1347
Heathcote - Castlemaine - Kyneton	1	F	22568
Heathcote - Castlemaine - Kyneton	1	M	22061
Loddon - Elmore	0	F	350
Loddon - Elmore	0	M	355
Loddon - Elmore	1	F	5240
Loddon - Elmore	1	M	5476
Barwon - West	0	F	406
Barwon - West	0	M	499
Barwon - West	1	F	9000
Barwon - West	1	M	9110
Geelong	0	F	4534
Geelong	0	M	4768
Geelong	1	F	92323
Geelong	1	M	86557
Surf Coast - Bellarine Peninsula	0	F	2674
Surf Coast - Bellarine Peninsula	0	M	2843
Surf Coast - Bellarine Peninsula	1	F	34177
Surf Coast - Bellarine Peninsula	1	M	32028
Upper Goulburn Valley	0	F	1782
Upper Goulburn Valley	0	M	2005
Upper Goulburn Valley	1	F	25111
Upper Goulburn Valley	1	M	24944
Wangaratta - Benalla	0	F	1468
Wangaratta - Benalla	0	M	1512
Wangaratta - Benalla	1	F	22329
Wangaratta - Benalla	1	M	20786
Wodonga - Alpine	0	F	2309
Wodonga - Alpine	0	M	2612
Wodonga - Alpine	1	F	33271
Wodonga - Alpine	1	M	32055
Baw Baw	0	F	1407
Baw Baw	0	M	1444
Baw Baw	1	F	23600
Baw Baw	1	M	22179
Gippsland - East	0	F	1784
Gippsland - East	0	M	1973
Gippsland - East	1	F	21193
Gippsland - East	1	M	20196
Gippsland - South West	0	F	2311
Gippsland - South West	0	M	2505
Gippsland - South West	1	F	29315
Gippsland - South West	1	M	27538
Latrobe Valley	0	F	2114
Latrobe Valley	0	M	2248
Latrobe Valley	1	F	35285
Latrobe Valley	1	M	33449
Wellington	0	F	1329
Wellington	0	M	1600
Wellington	1	F	19909
Wellington	1	M	20031
Brunswick - Coburg	0	F	1831
Brunswick - Coburg	0	M	1792
Brunswick - Coburg	1	F	42696
Brunswick - Coburg	1	M	39937
Darebin - South	0	F	1171
Darebin - South	0	M	1089
Darebin - South	1	F	26306
Darebin - South	1	M	23501
Essendon	0	F	1310
Essendon	0	M	1356
Essendon	1	F	33225
Essendon	1	M	30709
Melbourne City	0	F	2760
Melbourne City	0	M	2643
Melbourne City	1	F	67065
Melbourne City	1	M	63502
Port Phillip	0	F	2589
Port Phillip	0	M	2598
Port Phillip	1	F	48976
Port Phillip	1	M	46709
Stonnington - West	0	F	1830
Stonnington - West	0	M	1743
Stonnington - West	1	F	31082
Stonnington - West	1	M	27809
Yarra	0	F	2274
Yarra	0	M	2297
Yarra	1	F	42766
Yarra	1	M	40122
Boroondara	0	F	3572
Boroondara	0	M	3606
Boroondara	1	F	83508
Boroondara	1	M	76545
Manningham - West	0	F	1603
Manningham - West	0	M	1492
Manningham - West	1	F	45252
Manningham - West	1	M	42024
Whitehorse - West	0	F	1910
Whitehorse - West	0	M	1858
Whitehorse - West	1	F	51011
Whitehorse - West	1	M	47266
Bayside	0	F	2210
Bayside	0	M	2428
Bayside	1	F	48654
Bayside	1	M	43795
Glen Eira	0	F	2720
Glen Eira	0	M	2771
Glen Eira	1	F	73952
Glen Eira	1	M	68984
Kingston	0	F	2432
Kingston	0	M	2520
Kingston	1	F	58099
Kingston	1	M	53762
Stonnington - East	0	F	904
Stonnington - East	0	M	922
Stonnington - East	1	F	20646
Stonnington - East	1	M	18896
Banyule	0	F	2466
Banyule	0	M	2522
Banyule	1	F	60180
Banyule	1	M	56706
Darebin - North	0	F	1670
Darebin - North	0	M	1655
Darebin - North	1	F	46664
Darebin - North	1	M	44659
Nillumbik - Kinglake	0	F	1378
Nillumbik - Kinglake	0	M	1489
Nillumbik - Kinglake	1	F	31504
Nillumbik - Kinglake	1	M	30748
Whittlesea - Wallan	0	F	3024
Whittlesea - Wallan	0	M	3119
Whittlesea - Wallan	1	F	104983
Whittlesea - Wallan	1	M	102582
Keilor	0	F	1112
Keilor	0	M	1147
Keilor	1	F	28930
Keilor	1	M	27377
Macedon Ranges	0	F	712
Macedon Ranges	0	M	794
Macedon Ranges	1	F	14162
Macedon Ranges	1	M	13904
Moreland - North	0	F	1120
Moreland - North	0	M	1208
Moreland - North	1	F	36983
Moreland - North	1	M	36196
Sunbury	0	F	753
Sunbury	0	M	811
Sunbury	1	F	19404
Sunbury	1	M	18403
Tullamarine - Broadmeadows	0	F	2070
Tullamarine - Broadmeadows	0	M	2252
Tullamarine - Broadmeadows	1	F	78057
Tullamarine - Broadmeadows	1	M	77975
Knox	0	F	2797
Knox	0	M	2781
Knox	1	F	76021
Knox	1	M	72562
Manningham - East	0	F	575
Manningham - East	0	M	599
Manningham - East	1	F	12580
Manningham - East	1	M	12233
Maroondah	0	F	2127
Maroondah	0	M	2238
Maroondah	1	F	54629
Maroondah	1	M	50942
Whitehorse - East	0	F	1098
Whitehorse - East	0	M	1130
Whitehorse - East	1	F	30381
Whitehorse - East	1	M	28162
Yarra Ranges	0	F	3433
Yarra Ranges	0	M	3699
Yarra Ranges	1	F	71896
Yarra Ranges	1	M	69726
Cardinia	0	F	1765
Cardinia	0	M	1951
Cardinia	1	F	46079
Cardinia	1	M	44496
Casey - North	0	F	1927
Casey - North	0	M	2137
Casey - North	1	F	64006
Casey - North	1	M	63048
Casey - South	0	F	2318
Casey - South	0	M	2467
Casey - South	1	F	82021
Casey - South	1	M	81378
Dandenong	0	F	2623
Dandenong	0	M	2834
Dandenong	1	F	89101
Dandenong	1	M	92063
Monash	0	F	2901
Monash	0	M	2986
Monash	1	F	86052
Monash	1	M	83114
Brimbank	0	F	2776
Brimbank	0	M	2948
Brimbank	1	F	90003
Brimbank	1	M	90097
Hobsons Bay	0	F	1478
Hobsons Bay	0	M	1652
Hobsons Bay	1	F	41462
Hobsons Bay	1	M	39417
Maribyrnong	0	F	1520
Maribyrnong	0	M	1511
Maribyrnong	1	F	39368
Maribyrnong	1	M	39895
Melton - Bacchus Marsh	0	F	2146
Melton - Bacchus Marsh	0	M	2342
Melton - Bacchus Marsh	1	F	75630
Melton - Bacchus Marsh	1	M	73322
Wyndham	0	F	3008
Wyndham	0	M	3298
Wyndham	1	F	107526
Wyndham	1	M	108072
Frankston	0	F	2700
Frankston	0	M	2943
Frankston	1	F	66022
Frankston	1	M	62477
Mornington Peninsula	0	F	5101
Mornington Peninsula	0	M	5298
Mornington Peninsula	1	F	75022
Mornington Peninsula	1	M	69571
Grampians	0	F	1921
Grampians	0	M	2006
Grampians	1	F	27415
Grampians	1	M	27479
Mildura	0	F	1454
Mildura	0	M	1685
Mildura	1	F	25939
Mildura	1	M	24791
Murray River - Swan Hill	0	F	1090
Murray River - Swan Hill	0	M	1226
Murray River - Swan Hill	1	F	17491
Murray River - Swan Hill	1	M	17527
Campaspe	0	F	1154
Campaspe	0	M	1242
Campaspe	1	F	17682
Campaspe	1	M	17124
Moira	0	F	1090
Moira	0	M	1101
Moira	1	F	13515
Moira	1	M	13406
Shepparton	0	F	1802
Shepparton	0	M	1854
Shepparton	1	F	30233
Shepparton	1	M	29767
Glenelg - Southern Grampians	0	F	1258
Glenelg - Southern Grampians	0	M	1334
Glenelg - Southern Grampians	1	F	16755
Glenelg - Southern Grampians	1	M	16210
Colac - Corangamite	0	F	1304
Colac - Corangamite	0	M	1337
Colac - Corangamite	1	F	17158
Colac - Corangamite	1	M	17237
Warrnambool	0	F	1531
Warrnambool	0	M	1632
Warrnambool	1	F	24185
Warrnambool	1	M	22752
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	F	4
Migratory - Offshore - Shipping (Vic.)	1	M	20
No usual address (Vic.)	0	F	3238
No usual address (Vic.)	0	M	4331
Capalaba	0	F	1355
Capalaba	0	M	1669
Capalaba	1	F	34890
Capalaba	1	M	33656
Cleveland - Stradbroke	0	F	1908
Cleveland - Stradbroke	0	M	2270
Cleveland - Stradbroke	1	F	40536
Cleveland - Stradbroke	1	M	38103
Wynnum - Manly	0	F	1460
Wynnum - Manly	0	M	1882
Wynnum - Manly	1	F	33726
Wynnum - Manly	1	M	31633
Bald Hills - Everton Park	0	F	720
Bald Hills - Everton Park	0	M	917
Bald Hills - Everton Park	1	F	20432
Bald Hills - Everton Park	1	M	18718
Chermside	0	F	1404
Chermside	0	M	1561
Chermside	1	F	34394
Chermside	1	M	31711
Nundah	0	F	846
Nundah	0	M	975
Nundah	1	F	18594
Nundah	1	M	18257
Sandgate	0	F	1171
Sandgate	0	M	1221
Sandgate	1	F	28711
Sandgate	1	M	26891
Carindale	0	F	957
Carindale	0	M	1147
Carindale	1	F	25056
Carindale	1	M	23017
Holland Park - Yeronga	0	F	1598
Holland Park - Yeronga	0	M	1729
Holland Park - Yeronga	1	F	34335
Holland Park - Yeronga	1	M	33319
Mt Gravatt	0	F	1357
Mt Gravatt	0	M	1393
Mt Gravatt	1	F	35347
Mt Gravatt	1	M	33109
Nathan	0	F	785
Nathan	0	M	882
Nathan	1	F	18735
Nathan	1	M	18468
Rocklea - Acacia Ridge	0	F	966
Rocklea - Acacia Ridge	0	M	1063
Rocklea - Acacia Ridge	1	F	29082
Rocklea - Acacia Ridge	1	M	28421
Sunnybank	0	F	854
Sunnybank	0	M	942
Sunnybank	1	F	24138
Sunnybank	1	M	23873
Centenary	0	F	591
Centenary	0	M	690
Centenary	1	F	16041
Centenary	1	M	15207
Kenmore - Brookfield - Moggill	0	F	840
Kenmore - Brookfield - Moggill	0	M	1114
Kenmore - Brookfield - Moggill	1	F	22289
Kenmore - Brookfield - Moggill	1	M	21128
Sherwood - Indooroopilly	0	F	1249
Sherwood - Indooroopilly	0	M	1295
Sherwood - Indooroopilly	1	F	25053
Sherwood - Indooroopilly	1	M	23487
The Gap - Enoggera	0	F	995
The Gap - Enoggera	0	M	1252
The Gap - Enoggera	1	F	24573
The Gap - Enoggera	1	M	23191
Brisbane Inner	0	F	1856
Brisbane Inner	0	M	2069
Brisbane Inner	1	F	31108
Brisbane Inner	1	M	32544
Brisbane Inner - East	0	F	1125
Brisbane Inner - East	0	M	1306
Brisbane Inner - East	1	F	19489
Brisbane Inner - East	1	M	18674
Brisbane Inner - North	0	F	2287
Brisbane Inner - North	0	M	2417
Brisbane Inner - North	1	F	41415
Brisbane Inner - North	1	M	40052
Brisbane Inner - West	0	F	1442
Brisbane Inner - West	0	M	1699
Brisbane Inner - West	1	F	26904
Brisbane Inner - West	1	M	25822
Cairns - North	0	F	1268
Cairns - North	0	M	1737
Cairns - North	1	F	25484
Cairns - North	1	M	24168
Cairns - South	0	F	2415
Cairns - South	0	M	3036
Cairns - South	1	F	48684
Cairns - South	1	M	46656
Innisfail - Cassowary Coast	0	F	837
Innisfail - Cassowary Coast	0	M	1078
Innisfail - Cassowary Coast	1	F	16048
Innisfail - Cassowary Coast	1	M	16763
Port Douglas - Daintree	0	F	271
Port Douglas - Daintree	0	M	344
Port Douglas - Daintree	1	F	5444
Port Douglas - Daintree	1	M	5549
Tablelands (East) - Kuranda	0	F	1108
Tablelands (East) - Kuranda	0	M	1313
Tablelands (East) - Kuranda	1	F	19362
Tablelands (East) - Kuranda	1	M	18616
Darling Downs (West) - Maranoa	0	F	1398
Darling Downs (West) - Maranoa	0	M	1834
Darling Downs (West) - Maranoa	1	F	20037
Darling Downs (West) - Maranoa	1	M	20791
Darling Downs - East	0	F	1123
Darling Downs - East	0	M	1470
Darling Downs - East	1	F	19726
Darling Downs - East	1	M	19805
Granite Belt	0	F	1105
Granite Belt	0	M	1244
Granite Belt	1	F	19183
Granite Belt	1	M	18566
Central Highlands (Qld)	0	F	833
Central Highlands (Qld)	0	M	1235
Central Highlands (Qld)	1	F	12905
Central Highlands (Qld)	1	M	13987
Rockhampton	0	F	3012
Rockhampton	0	M	5191
Rockhampton	1	F	54958
Rockhampton	1	M	52838
Biloela	0	F	397
Biloela	0	M	472
Biloela	1	F	6534
Biloela	1	M	6917
Gladstone	0	F	1703
Gladstone	0	M	2494
Gladstone	1	F	28291
Gladstone	1	M	29153
Broadbeach - Burleigh	0	F	1490
Broadbeach - Burleigh	0	M	1677
Broadbeach - Burleigh	1	F	30347
Broadbeach - Burleigh	1	M	28124
Coolangatta	0	F	1344
Coolangatta	0	M	1499
Coolangatta	1	F	25967
Coolangatta	1	M	24378
Gold Coast - North	0	F	1470
Gold Coast - North	0	M	1542
Gold Coast - North	1	F	33116
Gold Coast - North	1	M	29773
Gold Coast Hinterland	0	F	366
Gold Coast Hinterland	0	M	444
Gold Coast Hinterland	1	F	9037
Gold Coast Hinterland	1	M	8659
Mudgeeraba - Tallebudgera	0	F	588
Mudgeeraba - Tallebudgera	0	M	719
Mudgeeraba - Tallebudgera	1	F	16522
Mudgeeraba - Tallebudgera	1	M	15555
Nerang	0	F	1199
Nerang	0	M	1451
Nerang	1	F	33224
Nerang	1	M	31415
Ormeau - Oxenford	0	F	2001
Ormeau - Oxenford	0	M	2640
Ormeau - Oxenford	1	F	59475
Ormeau - Oxenford	1	M	56768
Robina	0	F	976
Robina	0	M	1018
Robina	1	F	25116
Robina	1	M	22374
Southport	0	F	1128
Southport	0	M	1257
Southport	1	F	29077
Southport	1	M	27436
Surfers Paradise	0	F	965
Surfers Paradise	0	M	1071
Surfers Paradise	1	F	19434
Surfers Paradise	1	M	19369
Forest Lake - Oxley	0	F	1182
Forest Lake - Oxley	0	M	1355
Forest Lake - Oxley	1	F	34694
Forest Lake - Oxley	1	M	34996
Ipswich Hinterland	0	F	1343
Ipswich Hinterland	0	M	1617
Ipswich Hinterland	1	F	29749
Ipswich Hinterland	1	M	30006
Ipswich Inner	0	F	2144
Ipswich Inner	0	M	2457
Ipswich Inner	1	F	50826
Ipswich Inner	1	M	48783
Springfield - Redbank	0	F	1376
Springfield - Redbank	0	M	1737
Springfield - Redbank	1	F	40945
Springfield - Redbank	1	M	39848
Beaudesert	0	F	306
Beaudesert	0	M	352
Beaudesert	1	F	6779
Beaudesert	1	M	6473
Beenleigh	0	F	910
Beenleigh	0	M	919
Beenleigh	1	F	20083
Beenleigh	1	M	19017
Browns Plains	0	F	1356
Browns Plains	0	M	1529
Browns Plains	1	F	39066
Browns Plains	1	M	37864
Jimboomba	0	F	785
Jimboomba	0	M	1080
Jimboomba	1	F	21904
Jimboomba	1	M	21816
Loganlea - Carbrook	0	F	1142
Loganlea - Carbrook	0	M	1243
Loganlea - Carbrook	1	F	29340
Loganlea - Carbrook	1	M	28061
Springwood - Kingston	0	F	1350
Springwood - Kingston	0	M	1540
Springwood - Kingston	1	F	37558
Springwood - Kingston	1	M	36827
Bowen Basin - North	0	F	923
Bowen Basin - North	0	M	1360
Bowen Basin - North	1	F	14653
Bowen Basin - North	1	M	16555
Mackay	0	F	3137
Mackay	0	M	6409
Mackay	1	F	53580
Mackay	1	M	51850
Whitsunday	0	F	592
Whitsunday	0	M	1022
Whitsunday	1	F	9628
Whitsunday	1	M	9976
Bribie - Beachmere	0	F	901
Bribie - Beachmere	0	M	998
Bribie - Beachmere	1	F	16126
Bribie - Beachmere	1	M	15016
Caboolture	0	F	1304
Caboolture	0	M	1494
Caboolture	1	F	33246
Caboolture	1	M	31415
Caboolture Hinterland	0	F	242
Caboolture Hinterland	0	M	359
Caboolture Hinterland	1	F	5851
Caboolture Hinterland	1	M	6786
Narangba - Burpengary	0	F	1257
Narangba - Burpengary	0	M	1544
Narangba - Burpengary	1	F	30718
Narangba - Burpengary	1	M	29369
