SA3_NAME16	PrivateDwelling	Sex	persons
The Hills District	0	M	1128
The Hills District	1	F	41731
The Hills District	1	M	40492
North Lakes	0	F	1768
North Lakes	0	M	1480
North Lakes	1	F	34671
North Lakes	1	M	32488
Strathpine	0	F	825
Strathpine	0	M	747
Strathpine	1	F	17861
Strathpine	1	M	17179
Far North	0	F	3162
Far North	0	M	5569
Far North	1	F	13580
Far North	1	M	14090
Outback - North	0	F	3458
Outback - North	0	M	5336
Outback - North	1	F	12537
Outback - North	1	M	13179
Outback - South	0	F	2446
Outback - South	0	M	2786
Outback - South	1	F	7719
Outback - South	1	M	7704
Buderim	0	F	1840
Buderim	0	M	1442
Buderim	1	F	26693
Buderim	1	M	23562
Caloundra	0	F	3752
Caloundra	0	M	3243
Caloundra	1	F	38848
Caloundra	1	M	35824
Maroochy	0	F	5708
Maroochy	0	M	5210
Maroochy	1	F	26258
Maroochy	1	M	24290
Noosa	0	F	4374
Noosa	0	M	3889
Noosa	1	F	19515
Noosa	1	M	17818
Sunshine Coast Hinterland	0	F	1757
Sunshine Coast Hinterland	0	M	1568
Sunshine Coast Hinterland	1	F	23605
Sunshine Coast Hinterland	1	M	22413
Nambour	0	F	1678
Nambour	0	M	1581
Nambour	1	F	20206
Nambour	1	M	19046
Noosa Hinterland	0	F	733
Noosa Hinterland	0	M	740
Noosa Hinterland	1	F	10286
Noosa Hinterland	1	M	9914
Toowoomba	0	F	6794
Toowoomba	0	M	6389
Toowoomba	1	F	70318
Toowoomba	1	M	65111
Charters Towers - Ayr - Ingham	0	F	3023
Charters Towers - Ayr - Ingham	0	M	3400
Charters Towers - Ayr - Ingham	1	F	18856
Charters Towers - Ayr - Ingham	1	M	18818
Townsville	0	F	10379
Townsville	0	M	12267
Townsville	1	F	85386
Townsville	1	M	81606
Bundaberg	0	F	4607
Bundaberg	0	M	4566
Bundaberg	1	F	40938
Bundaberg	1	M	38868
Burnett	0	F	2471
Burnett	0	M	2862
Burnett	1	F	21953
Burnett	1	M	22049
Gympie - Cooloola	0	F	2386
Gympie - Cooloola	0	M	2504
Gympie - Cooloola	1	F	22743
Gympie - Cooloola	1	M	22124
Hervey Bay	0	F	3774
Hervey Bay	0	M	3533
Hervey Bay	1	F	27074
Hervey Bay	1	M	24619
Maryborough	0	F	2477
Maryborough	0	M	3260
Maryborough	1	F	20257
Maryborough	1	M	19710
Migratory - Offshore - Shipping (Qld)	0	F	1037
Migratory - Offshore - Shipping (Qld)	0	M	940
Adelaide City	0	F	5028
Adelaide City	0	M	6194
Adelaide City	1	F	8252
Adelaide City	1	M	8132
Adelaide Hills	0	F	1932
Adelaide Hills	0	M	1786
Adelaide Hills	1	F	33948
Adelaide Hills	1	M	32601
Burnside	0	F	1408
Burnside	0	M	1075
Burnside	1	F	21591
Burnside	1	M	19288
Campbelltown (SA)	0	F	1116
Campbelltown (SA)	0	M	834
Campbelltown (SA)	1	F	24564
Campbelltown (SA)	1	M	23347
Norwood - Payneham - St Peters	0	F	1256
Norwood - Payneham - St Peters	0	M	1146
Norwood - Payneham - St Peters	1	F	16928
Norwood - Payneham - St Peters	1	M	15497
Prospect - Walkerville	0	F	970
Prospect - Walkerville	0	M	790
Prospect - Walkerville	1	F	12983
Prospect - Walkerville	1	M	12928
Unley	0	F	1686
Unley	0	M	1237
Unley	1	F	17987
Unley	1	M	16119
Gawler - Two Wells	0	F	965
Gawler - Two Wells	0	M	919
Gawler - Two Wells	1	F	16432
Gawler - Two Wells	1	M	15700
Playford	0	F	3101
Playford	0	M	2855
Playford	1	F	42198
Playford	1	M	41384
Port Adelaide - East	0	F	2040
Port Adelaide - East	0	M	2486
Port Adelaide - East	1	F	31603
Port Adelaide - East	1	M	31350
Salisbury	0	F	3281
Salisbury	0	M	3333
Salisbury	1	F	64698
Salisbury	1	M	63934
Tea Tree Gully	0	F	1951
Tea Tree Gully	0	M	1527
Tea Tree Gully	1	F	45002
Tea Tree Gully	1	M	43081
Holdfast Bay	0	F	1690
Holdfast Bay	0	M	1558
Holdfast Bay	1	F	15821
Holdfast Bay	1	M	14286
Marion	0	F	2262
Marion	0	M	1778
Marion	1	F	43690
Marion	1	M	40585
Mitcham	0	F	2259
Mitcham	0	M	1719
Mitcham	1	F	30562
Mitcham	1	M	28413
Onkaparinga	0	F	4379
Onkaparinga	0	M	3688
Onkaparinga	1	F	79931
Onkaparinga	1	M	76445
Charles Sturt	0	F	3062
Charles Sturt	0	M	2625
Charles Sturt	1	F	51857
Charles Sturt	1	M	49621
Port Adelaide - West	0	F	1759
Port Adelaide - West	0	M	1599
Port Adelaide - West	1	F	27434
Port Adelaide - West	1	M	26378
West Torrens	0	F	1980
West Torrens	0	M	1753
West Torrens	1	F	29007
West Torrens	1	M	27634
Barossa	0	F	1221
Barossa	0	M	1099
Barossa	1	F	16409
Barossa	1	M	16346
Lower North	0	F	988
Lower North	0	M	967
Lower North	1	F	10062
Lower North	1	M	10184
Mid North	0	F	1226
Mid North	0	M	1514
Mid North	1	F	12439
Mid North	1	M	12160
Yorke Peninsula	0	F	1101
Yorke Peninsula	0	M	1122
Yorke Peninsula	1	F	11083
Yorke Peninsula	1	M	11275
Eyre Peninsula and South West	0	F	3115
Eyre Peninsula and South West	0	M	4209
Eyre Peninsula and South West	1	F	25158
Eyre Peninsula and South West	1	M	25421
Outback - North and East	0	F	2365
Outback - North and East	0	M	5729
Outback - North and East	1	F	10806
Outback - North and East	1	M	10891
Fleurieu - Kangaroo Island	0	F	2158
Fleurieu - Kangaroo Island	0	M	1989
Fleurieu - Kangaroo Island	1	F	23105
Fleurieu - Kangaroo Island	1	M	21633
Limestone Coast	0	F	2293
Limestone Coast	0	M	2879
Limestone Coast	1	F	28835
Limestone Coast	1	M	29237
Murray and Mallee	0	F	2790
Murray and Mallee	0	M	3513
Murray and Mallee	1	F	31184
Murray and Mallee	1	M	31473
Migratory - Offshore - Shipping (SA)	0	F	107
Migratory - Offshore - Shipping (SA)	0	M	113
Augusta - Margaret River - Busselton	0	F	2840
Augusta - Margaret River - Busselton	0	M	2640
Augusta - Margaret River - Busselton	1	F	22886
Augusta - Margaret River - Busselton	1	M	21414
Bunbury	0	F	3926
Bunbury	0	M	4169
Bunbury	1	F	46920
Bunbury	1	M	44560
Manjimup	0	F	1174
Manjimup	0	M	1194
Manjimup	1	F	10076
Manjimup	1	M	9944
Mandurah	0	F	3223
Mandurah	0	M	2935
Mandurah	1	F	45188
Mandurah	1	M	41582
Cottesloe - Claremont	0	F	3851
Cottesloe - Claremont	0	M	3406
Cottesloe - Claremont	1	F	30924
Cottesloe - Claremont	1	M	29146
Perth City	0	F	8596
Perth City	0	M	9422
Perth City	1	F	44062
Perth City	1	M	43153
Bayswater - Bassendean	0	F	2431
Bayswater - Bassendean	0	M	2102
Bayswater - Bassendean	1	F	37467
Bayswater - Bassendean	1	M	36824
Mundaring	0	F	963
Mundaring	0	M	2797
Mundaring	1	F	18928
Mundaring	1	M	18272
Swan	0	F	4258
Swan	0	M	3878
Swan	1	F	59990
Swan	1	M	58248
Joondalup	0	F	3321
Joondalup	0	M	2734
Joondalup	1	F	74102
Joondalup	1	M	71536
Stirling	0	F	6213
Stirling	0	M	5548
Stirling	1	F	90833
Stirling	1	M	86089
Wanneroo	0	F	4810
Wanneroo	0	M	4291
Wanneroo	1	F	89036
Wanneroo	1	M	85591
Armadale	0	F	2181
Armadale	0	M	2082
Armadale	1	F	37520
Armadale	1	M	36409
Belmont - Victoria Park	0	F	3473
Belmont - Victoria Park	0	M	4113
Belmont - Victoria Park	1	F	30969
Belmont - Victoria Park	1	M	31467
Canning	0	F	2905
Canning	0	M	2474
Canning	1	F	43478
Canning	1	M	43176
Gosnells	0	F	2448
Gosnells	0	M	3529
Gosnells	1	F	55055
Gosnells	1	M	55201
Kalamunda	0	F	1556
Kalamunda	0	M	1539
Kalamunda	1	F	26981
Kalamunda	1	M	25944
Serpentine - Jarrahdale	0	F	705
Serpentine - Jarrahdale	0	M	1005
Serpentine - Jarrahdale	1	F	12437
Serpentine - Jarrahdale	1	M	12159
South Perth	0	F	2144
South Perth	0	M	2170
South Perth	1	F	19126
South Perth	1	M	18094
Cockburn	0	F	2790
Cockburn	0	M	2686
Cockburn	1	F	48296
Cockburn	1	M	46105
Fremantle	0	F	2242
Fremantle	0	M	2247
Fremantle	1	F	16824
Fremantle	1	M	15235
Kwinana	0	F	1150
Kwinana	0	M	2159
Kwinana	1	F	17570
Kwinana	1	M	17173
Melville	0	F	3400
Melville	0	M	2575
Melville	1	F	48464
Melville	1	M	45016
Rockingham	0	F	4277
Rockingham	0	M	4911
Rockingham	1	F	57963
Rockingham	1	M	54545
Albany	0	F	2898
Albany	0	M	3516
Albany	1	F	26064
Albany	1	M	25408
Wheat Belt - North	0	F	3078
Wheat Belt - North	0	M	4864
Wheat Belt - North	1	F	23711
Wheat Belt - North	1	M	24374
Wheat Belt - South	0	F	1236
Wheat Belt - South	0	M	2026
Wheat Belt - South	1	F	8508
Wheat Belt - South	1	M	8710
Kimberley	0	F	8410
Kimberley	0	M	8977
Kimberley	1	F	14787
Kimberley	1	M	14293
East Pilbara	0	F	3980
East Pilbara	0	M	14606
East Pilbara	1	F	7999
East Pilbara	1	M	8384
West Pilbara	0	F	4634
West Pilbara	0	M	22254
West Pilbara	1	F	10967
West Pilbara	1	M	11986
Esperance	0	F	1215
Esperance	0	M	1577
Esperance	1	F	6576
Esperance	1	M	6588
Gascoyne	0	F	3533
Gascoyne	0	M	4131
Gascoyne	1	F	3863
Gascoyne	1	M	4128
Goldfields	0	F	3171
Goldfields	0	M	8384
Goldfields	1	F	15947
Goldfields	1	M	16669
Mid West	0	F	4333
Mid West	0	M	7341
Mid West	1	F	23528
Mid West	1	M	22821
Migratory - Offshore - Shipping (WA)	0	F	668
Migratory - Offshore - Shipping (WA)	0	M	3004
Brighton	0	F	487
Brighton	0	M	473
Brighton	1	F	8113
Brighton	1	M	7771
Hobart - North East	0	F	1506
Hobart - North East	0	M	1750
Hobart - North East	1	F	24999
Hobart - North East	1	M	23107
Hobart - North West	0	F	1675
Hobart - North West	0	M	1544
Hobart - North West	1	F	25254
Hobart - North West	1	M	23767
Hobart - South and West	0	F	727
Hobart - South and West	0	M	634
Hobart - South and West	1	F	15944
Hobart - South and West	1	M	14652
Hobart Inner	0	F	3540
Hobart Inner	0	M	3517
Hobart Inner	1	F	22811
Hobart Inner	1	M	21766
Sorell - Dodges Ferry	0	F	463
Sorell - Dodges Ferry	0	M	416
Sorell - Dodges Ferry	1	F	7453
Sorell - Dodges Ferry	1	M	7270
Launceston	0	F	3825
Launceston	0	M	3572
Launceston	1	F	37665
Launceston	1	M	35036
Meander Valley - West Tamar	0	F	753
Meander Valley - West Tamar	0	M	725
Meander Valley - West Tamar	1	F	10217
Meander Valley - West Tamar	1	M	10062
North East	0	F	1421
North East	0	M	1523
North East	1	F	16529
North East	1	M	16547
Central Highlands (Tas.)	0	F	384
Central Highlands (Tas.)	0	M	499
Central Highlands (Tas.)	1	F	4901
Central Highlands (Tas.)	1	M	5301
Huon - Bruny Island	0	F	711
Huon - Bruny Island	0	M	688
Huon - Bruny Island	1	F	8649
Huon - Bruny Island	1	M	8682
South East Coast	0	F	517
South East Coast	0	M	480
South East Coast	1	F	2696
South East Coast	1	M	2860
Burnie - Ulverstone	0	F	1583
Burnie - Ulverstone	0	M	1558
Burnie - Ulverstone	1	F	22430
Burnie - Ulverstone	1	M	20785
Devonport	0	F	1572
Devonport	0	M	1474
Devonport	1	F	20728
Devonport	1	M	19316
West Coast	0	F	728
West Coast	0	M	1078
West Coast	1	F	7464
West Coast	1	M	7936
Migratory - Offshore - Shipping (Tas.)	0	F	218
Migratory - Offshore - Shipping (Tas.)	0	M	471
Darwin City	0	F	4090
Darwin City	0	M	6002
Darwin City	1	F	10355
Darwin City	1	M	11143
Darwin Suburbs	0	F	3762
Darwin Suburbs	0	M	4221
Darwin Suburbs	1	F	23648
Darwin Suburbs	1	M	23563
Litchfield	0	F	2129
Litchfield	0	M	7171
Litchfield	1	F	8448
Litchfield	1	M	9227
Palmerston	0	F	1367
Palmerston	0	M	1472
Palmerston	1	F	15338
Palmerston	1	M	15373
Alice Springs	0	F	5417
Alice Springs	0	M	6086
Alice Springs	1	F	15112
Alice Springs	1	M	14306
Barkly	0	F	726
Barkly	0	M	944
Barkly	1	F	2346
Barkly	1	M	2397
Daly - Tiwi - West Arnhem	0	F	2163
Daly - Tiwi - West Arnhem	0	M	2659
Daly - Tiwi - West Arnhem	1	F	6820
Daly - Tiwi - West Arnhem	1	M	7069
East Arnhem	0	F	595
East Arnhem	0	M	1074
East Arnhem	1	F	5926
East Arnhem	1	M	5994
Katherine	0	F	3396
Katherine	0	M	4466
Katherine	1	F	7531
Katherine	1	M	7558
Migratory - Offshore - Shipping (NT)	0	F	68
Migratory - Offshore - Shipping (NT)	0	M	185
Belconnen	0	F	3330
Belconnen	0	M	3101
Belconnen	1	F	44587
Belconnen	1	M	43499
Canberra East	0	F	199
Canberra East	0	M	750
Canberra East	1	F	393
Canberra East	1	M	532
Gungahlin	0	F	1380
Gungahlin	0	M	1421
Gungahlin	1	F	34113
Gungahlin	1	M	33306
North Canberra	0	F	5710
North Canberra	0	M	7144
North Canberra	1	F	21533
North Canberra	1	M	20728
South Canberra	0	F	2159
South Canberra	0	M	2492
South Canberra	1	F	12092
South Canberra	1	M	11395
Tuggeranong	0	F	1708
Tuggeranong	0	M	1574
Tuggeranong	1	F	41006
Tuggeranong	1	M	39231
Weston Creek	0	F	648
Weston Creek	0	M	530
Weston Creek	1	F	10903
Weston Creek	1	M	10218
Woden Valley	0	F	1615
Woden Valley	0	M	1481
Woden Valley	1	F	16300
Woden Valley	1	M	15445
Molonglo	0	F	173
Molonglo	0	M	174
Molonglo	1	F	2177
Molonglo	1	M	2069
Urriarra - Namadgi	0	F	61
Urriarra - Namadgi	0	M	69
Urriarra - Namadgi	1	F	229
Urriarra - Namadgi	1	M	265
Migratory - Offshore - Shipping (ACT)	0	F	8
Migratory - Offshore - Shipping (ACT)	0	M	3
Christmas Island	0	F	255
Christmas Island	0	M	640
Christmas Island	1	F	501
Christmas Island	1	M	561
Cocos (Keeling) Islands	0	F	68
Cocos (Keeling) Islands	0	M	69
Cocos (Keeling) Islands	1	F	252
Cocos (Keeling) Islands	1	M	253
Jervis Bay	0	F	62
Jervis Bay	0	M	187
Jervis Bay	1	F	147
Jervis Bay	1	M	145
Norfolk Island	0	F	254
Norfolk Island	0	M	197
Norfolk Island	1	F	832
Norfolk Island	1	M	758
Migratory - Offshore - Shipping (OT)	0	F	3
Migratory - Offshore - Shipping (OT)	0	M	17
