SA3_NAME16	Age	UsualResidence	persons
Queanbeyan	55-64	Visitor from NSW	308
Queanbeyan	55-64	Visitor from NT	3
Queanbeyan	55-64	Visitor from QLD	62
Queanbeyan	55-64	Visitor from SA	16
Queanbeyan	55-64	Visitor from TAS	17
Queanbeyan	55-64	Visitor from VIC	34
Queanbeyan	55-64	Visitor from WA	10
Queanbeyan	65-74	Home	4065
Queanbeyan	65-74	Visitor from ACT	37
Queanbeyan	65-74	Visitor from NSW	175
Queanbeyan	65-74	Visitor from QLD	22
Queanbeyan	65-74	Visitor from SA	4
Queanbeyan	65-74	Visitor from TAS	16
Queanbeyan	65-74	Visitor from VIC	39
Queanbeyan	65-74	Visitor from WA	5
Queanbeyan	65-74	Visitor same SA2	3
Queanbeyan	75-84	Home	1772
Queanbeyan	75-84	Visitor from ACT	14
Queanbeyan	75-84	Visitor from NSW	75
Queanbeyan	75-84	Visitor from QLD	4
Queanbeyan	75-84	Visitor from SA	6
Queanbeyan	75-84	Visitor from TAS	3
Queanbeyan	75-84	Visitor from VIC	27
Queanbeyan	75-84	Visitor from WA	3
Queanbeyan	75-84	Visitor same SA2	3
Queanbeyan	85+	Home	633
Queanbeyan	85+	Visitor from ACT	9
Queanbeyan	85+	Visitor from NSW	34
Queanbeyan	85+	Visitor from VIC	12
Queanbeyan	85+	Visitor same SA2	3
Snowy Mountains	0-14	Home	3201
Snowy Mountains	0-14	Visitor from ACT	120
Snowy Mountains	0-14	Visitor from NSW	1574
Snowy Mountains	0-14	Visitor from NT	7
Snowy Mountains	0-14	Visitor from QLD	460
Snowy Mountains	0-14	Visitor from SA	28
Snowy Mountains	0-14	Visitor from TAS	4
Snowy Mountains	0-14	Visitor from VIC	59
Snowy Mountains	0-14	Visitor from WA	21
Snowy Mountains	0-14	Visitor same SA2	7
Snowy Mountains	15-24	Home	1951
Snowy Mountains	15-24	Visitor from ACT	83
Snowy Mountains	15-24	Visitor from NSW	1237
Snowy Mountains	15-24	Visitor from NT	7
Snowy Mountains	15-24	Visitor from QLD	311
Snowy Mountains	15-24	Visitor from SA	58
Snowy Mountains	15-24	Visitor from TAS	21
Snowy Mountains	15-24	Visitor from VIC	91
Snowy Mountains	15-24	Visitor from WA	25
Snowy Mountains	15-24	Visitor same SA2	4
Snowy Mountains	25-34	Home	2009
Snowy Mountains	25-34	Visitor from ACT	100
Snowy Mountains	25-34	Visitor from NSW	1454
Snowy Mountains	25-34	Visitor from NT	6
Snowy Mountains	25-34	Visitor from QLD	299
Snowy Mountains	25-34	Visitor from SA	60
Snowy Mountains	25-34	Visitor from TAS	5
Snowy Mountains	25-34	Visitor from VIC	125
Snowy Mountains	25-34	Visitor from WA	49
Snowy Mountains	25-34	Visitor same SA2	12
Snowy Mountains	35-44	Home	2193
Snowy Mountains	35-44	Visitor from ACT	132
Snowy Mountains	35-44	Visitor from NSW	1498
Snowy Mountains	35-44	Visitor from QLD	395
Snowy Mountains	35-44	Visitor from SA	23
Snowy Mountains	35-44	Visitor from TAS	5
Snowy Mountains	35-44	Visitor from VIC	65
Snowy Mountains	35-44	Visitor from WA	33
Snowy Mountains	35-44	Visitor same SA2	4
Snowy Mountains	45-54	Home	2705
Snowy Mountains	45-54	Visitor from ACT	103
Snowy Mountains	45-54	Visitor from NSW	1302
Snowy Mountains	45-54	Visitor from QLD	327
Snowy Mountains	45-54	Visitor from SA	23
Snowy Mountains	45-54	Visitor from TAS	8
Snowy Mountains	45-54	Visitor from VIC	79
Snowy Mountains	45-54	Visitor from WA	28
Snowy Mountains	45-54	Visitor same SA2	6
Snowy Mountains	55-64	Home	2509
Snowy Mountains	55-64	Visitor from ACT	129
Snowy Mountains	55-64	Visitor from NSW	1394
Snowy Mountains	55-64	Visitor from QLD	238
Snowy Mountains	55-64	Visitor from SA	25
Snowy Mountains	55-64	Visitor from TAS	10
Snowy Mountains	55-64	Visitor from VIC	79
Snowy Mountains	55-64	Visitor from WA	28
Snowy Mountains	55-64	Visitor same SA2	3
Snowy Mountains	65-74	Home	1997
Snowy Mountains	65-74	Visitor from ACT	114
Snowy Mountains	65-74	Visitor from NSW	907
Snowy Mountains	65-74	Visitor from NT	6
Snowy Mountains	65-74	Visitor from QLD	141
Snowy Mountains	65-74	Visitor from SA	27
Snowy Mountains	65-74	Visitor from TAS	10
Snowy Mountains	65-74	Visitor from VIC	47
Snowy Mountains	65-74	Visitor from WA	19
Snowy Mountains	65-74	Visitor same SA2	3
Snowy Mountains	75-84	Home	1027
Snowy Mountains	75-84	Visitor from ACT	16
Snowy Mountains	75-84	Visitor from NSW	194
Snowy Mountains	75-84	Visitor from QLD	22
Snowy Mountains	75-84	Visitor from SA	4
Snowy Mountains	75-84	Visitor from VIC	19
Snowy Mountains	85+	Home	430
Snowy Mountains	85+	Visitor from ACT	9
Snowy Mountains	85+	Visitor from NSW	32
Snowy Mountains	85+	Visitor from VIC	3
South Coast	0-14	Home	10250
South Coast	0-14	Visitor from ACT	42
South Coast	0-14	Visitor from NSW	228
South Coast	0-14	Visitor from NT	3
South Coast	0-14	Visitor from QLD	16
South Coast	0-14	Visitor from TAS	6
South Coast	0-14	Visitor from VIC	31
South Coast	0-14	Visitor from WA	3
South Coast	0-14	Visitor same SA2	24
South Coast	15-24	Home	5522
South Coast	15-24	Visitor from ACT	39
South Coast	15-24	Visitor from NSW	292
South Coast	15-24	Visitor from VIC	33
South Coast	15-24	Visitor from WA	4
South Coast	15-24	Visitor same SA2	27
South Coast	25-34	Home	4653
South Coast	25-34	Visitor from ACT	50
South Coast	25-34	Visitor from NSW	322
South Coast	25-34	Visitor from NT	3
South Coast	25-34	Visitor from QLD	9
South Coast	25-34	Visitor from SA	8
South Coast	25-34	Visitor from VIC	47
South Coast	25-34	Visitor from WA	8
South Coast	25-34	Visitor same SA2	12
South Coast	35-44	Home	6131
South Coast	35-44	Visitor from ACT	53
South Coast	35-44	Visitor from NSW	280
South Coast	35-44	Visitor from QLD	12
South Coast	35-44	Visitor from SA	4
South Coast	35-44	Visitor from TAS	6
South Coast	35-44	Visitor from VIC	81
South Coast	35-44	Visitor from WA	3
South Coast	35-44	Visitor same SA2	20
South Coast	45-54	Home	8621
South Coast	45-54	Visitor from ACT	81
South Coast	45-54	Visitor from NSW	343
South Coast	45-54	Visitor from NT	3
South Coast	45-54	Visitor from QLD	28
South Coast	45-54	Visitor from SA	9
South Coast	45-54	Visitor from TAS	3
South Coast	45-54	Visitor from VIC	88
South Coast	45-54	Visitor from WA	7
South Coast	45-54	Visitor same SA2	16
South Coast	55-64	Home	11762
South Coast	55-64	Visitor from ACT	145
South Coast	55-64	Visitor from NSW	528
South Coast	55-64	Visitor from NT	11
South Coast	55-64	Visitor from QLD	24
South Coast	55-64	Visitor from SA	11
South Coast	55-64	Visitor from TAS	17
South Coast	55-64	Visitor from VIC	212
South Coast	55-64	Visitor from WA	11
South Coast	55-64	Visitor same SA2	22
South Coast	65-74	Home	10535
South Coast	65-74	Visitor from ACT	134
South Coast	65-74	Visitor from NSW	412
South Coast	65-74	Visitor from NT	5
South Coast	65-74	Visitor from QLD	36
South Coast	65-74	Visitor from SA	17
South Coast	65-74	Visitor from TAS	24
South Coast	65-74	Visitor from VIC	333
South Coast	65-74	Visitor from WA	5
South Coast	65-74	Visitor same SA2	18
South Coast	75-84	Home	5457
South Coast	75-84	Visitor from ACT	66
South Coast	75-84	Visitor from NSW	166
South Coast	75-84	Visitor from QLD	8
South Coast	75-84	Visitor from SA	5
South Coast	75-84	Visitor from TAS	6
South Coast	75-84	Visitor from VIC	244
South Coast	75-84	Visitor same SA2	8
South Coast	85+	Home	2254
South Coast	85+	Visitor from ACT	4
South Coast	85+	Visitor from NSW	76
South Coast	85+	Visitor from VIC	45
South Coast	85+	Visitor same SA2	5
Goulburn - Mulwaree	0-14	Home	6206
Goulburn - Mulwaree	0-14	Visitor from ACT	7
Goulburn - Mulwaree	0-14	Visitor from NSW	125
Goulburn - Mulwaree	0-14	Visitor from QLD	7
Goulburn - Mulwaree	0-14	Visitor from VIC	7
Goulburn - Mulwaree	0-14	Visitor same SA2	16
Goulburn - Mulwaree	15-24	Home	3678
Goulburn - Mulwaree	15-24	Visitor from ACT	19
Goulburn - Mulwaree	15-24	Visitor from NSW	204
Goulburn - Mulwaree	15-24	Visitor from QLD	9
Goulburn - Mulwaree	15-24	Visitor from VIC	3
Goulburn - Mulwaree	15-24	Visitor same SA2	8
Goulburn - Mulwaree	25-34	Home	3738
Goulburn - Mulwaree	25-34	Visitor from ACT	16
Goulburn - Mulwaree	25-34	Visitor from NSW	342
Goulburn - Mulwaree	25-34	Visitor from QLD	10
Goulburn - Mulwaree	25-34	Visitor from VIC	12
Goulburn - Mulwaree	25-34	Visitor from WA	4
Goulburn - Mulwaree	25-34	Visitor same SA2	4
Goulburn - Mulwaree	35-44	Home	3916
Goulburn - Mulwaree	35-44	Visitor from ACT	7
Goulburn - Mulwaree	35-44	Visitor from NSW	250
Goulburn - Mulwaree	35-44	Visitor from QLD	7
Goulburn - Mulwaree	35-44	Visitor from VIC	13
Goulburn - Mulwaree	35-44	Visitor same SA2	3
Goulburn - Mulwaree	45-54	Home	4679
Goulburn - Mulwaree	45-54	Visitor from ACT	11
Goulburn - Mulwaree	45-54	Visitor from NSW	237
Goulburn - Mulwaree	45-54	Visitor from QLD	12
Goulburn - Mulwaree	45-54	Visitor from SA	6
Goulburn - Mulwaree	45-54	Visitor from TAS	3
Goulburn - Mulwaree	45-54	Visitor from VIC	9
Goulburn - Mulwaree	55-64	Home	4624
Goulburn - Mulwaree	55-64	Visitor from ACT	15
Goulburn - Mulwaree	55-64	Visitor from NSW	185
Goulburn - Mulwaree	55-64	Visitor from QLD	10
Goulburn - Mulwaree	55-64	Visitor from SA	3
Goulburn - Mulwaree	55-64	Visitor from TAS	3
Goulburn - Mulwaree	55-64	Visitor from VIC	17
Goulburn - Mulwaree	55-64	Visitor from WA	3
Goulburn - Mulwaree	55-64	Visitor same SA2	13
Goulburn - Mulwaree	65-74	Home	3800
Goulburn - Mulwaree	65-74	Visitor from NSW	142
Goulburn - Mulwaree	65-74	Visitor from QLD	3
Goulburn - Mulwaree	65-74	Visitor from SA	4
Goulburn - Mulwaree	65-74	Visitor from TAS	4
Goulburn - Mulwaree	65-74	Visitor from VIC	34
Goulburn - Mulwaree	65-74	Visitor same SA2	7
Goulburn - Mulwaree	75-84	Home	2114
Goulburn - Mulwaree	75-84	Visitor from NSW	69
Goulburn - Mulwaree	75-84	Visitor from QLD	3
Goulburn - Mulwaree	75-84	Visitor from TAS	3
Goulburn - Mulwaree	75-84	Visitor from VIC	11
Goulburn - Mulwaree	75-84	Visitor same SA2	7
Goulburn - Mulwaree	85+	Home	852
Goulburn - Mulwaree	85+	Visitor from NSW	29
Goulburn - Mulwaree	85+	Visitor from VIC	3
Young - Yass	0-14	Home	7058
Young - Yass	0-14	Visitor from ACT	28
Young - Yass	0-14	Visitor from NSW	116
Young - Yass	0-14	Visitor from QLD	4
Young - Yass	0-14	Visitor from VIC	8
Young - Yass	0-14	Visitor from WA	7
Young - Yass	0-14	Visitor same SA2	10
Young - Yass	15-24	Home	3581
Young - Yass	15-24	Visitor from ACT	69
Young - Yass	15-24	Visitor from NSW	165
Young - Yass	15-24	Visitor from QLD	7
Young - Yass	15-24	Visitor from VIC	24
Young - Yass	15-24	Visitor same SA2	9
Young - Yass	25-34	Home	3053
Young - Yass	25-34	Visitor from ACT	46
Young - Yass	25-34	Visitor from NSW	160
Young - Yass	25-34	Visitor from QLD	3
Young - Yass	25-34	Visitor from SA	3
Young - Yass	25-34	Visitor from VIC	4
Young - Yass	25-34	Visitor same SA2	8
Young - Yass	35-44	Home	4154
Young - Yass	35-44	Visitor from ACT	20
Young - Yass	35-44	Visitor from NSW	130
Young - Yass	35-44	Visitor from QLD	8
Young - Yass	35-44	Visitor from SA	6
Young - Yass	35-44	Visitor from TAS	3
Young - Yass	35-44	Visitor from VIC	12
Young - Yass	35-44	Visitor from WA	4
Young - Yass	35-44	Visitor same SA2	8
Young - Yass	45-54	Home	4937
Young - Yass	45-54	Visitor from ACT	33
Young - Yass	45-54	Visitor from NSW	120
Young - Yass	45-54	Visitor from QLD	7
Young - Yass	45-54	Visitor from SA	4
Young - Yass	45-54	Visitor from VIC	11
Young - Yass	45-54	Visitor from WA	3
Young - Yass	45-54	Visitor same SA2	7
Young - Yass	55-64	Home	4555
Young - Yass	55-64	Visitor from ACT	26
Young - Yass	55-64	Visitor from NSW	158
Young - Yass	55-64	Visitor from QLD	6
Young - Yass	55-64	Visitor from SA	3
Young - Yass	55-64	Visitor from VIC	26
Young - Yass	55-64	Visitor from WA	6
Young - Yass	55-64	Visitor same SA2	10
Young - Yass	65-74	Home	3789
Young - Yass	65-74	Visitor from ACT	18
Young - Yass	65-74	Visitor from NSW	116
Young - Yass	65-74	Visitor from QLD	21
Young - Yass	65-74	Visitor from SA	10
Young - Yass	65-74	Visitor from VIC	29
Young - Yass	65-74	Visitor same SA2	13
Young - Yass	75-84	Home	1930
Young - Yass	75-84	Visitor from ACT	19
Young - Yass	75-84	Visitor from NSW	54
Young - Yass	75-84	Visitor from VIC	3
Young - Yass	75-84	Visitor same SA2	11
Young - Yass	85+	Home	789
Young - Yass	85+	Visitor from NSW	34
Young - Yass	85+	Visitor same SA2	4
Gosford	0-14	Home	29478
Gosford	0-14	Visitor from ACT	13
Gosford	0-14	Visitor from NSW	582
Gosford	0-14	Visitor from QLD	26
Gosford	0-14	Visitor from SA	14
Gosford	0-14	Visitor from TAS	5
Gosford	0-14	Visitor from VIC	15
Gosford	0-14	Visitor from WA	3
Gosford	0-14	Visitor same SA2	18
Gosford	15-24	Home	17997
Gosford	15-24	Visitor from ACT	14
Gosford	15-24	Visitor from NSW	785
Gosford	15-24	Visitor from NT	4
Gosford	15-24	Visitor from QLD	21
Gosford	15-24	Visitor from TAS	5
Gosford	15-24	Visitor from VIC	25
Gosford	15-24	Visitor from WA	6
Gosford	15-24	Visitor same SA2	26
Gosford	25-34	Home	16711
Gosford	25-34	Visitor from ACT	7
Gosford	25-34	Visitor from NSW	799
Gosford	25-34	Visitor from QLD	32
Gosford	25-34	Visitor from SA	7
Gosford	25-34	Visitor from TAS	3
Gosford	25-34	Visitor from VIC	27
Gosford	25-34	Visitor from WA	11
Gosford	25-34	Visitor same SA2	13
Gosford	35-44	Home	19717
Gosford	35-44	Visitor from ACT	11
Gosford	35-44	Visitor from NSW	562
Gosford	35-44	Visitor from QLD	39
Gosford	35-44	Visitor from SA	20
Gosford	35-44	Visitor from TAS	3
Gosford	35-44	Visitor from VIC	26
Gosford	35-44	Visitor from WA	17
Gosford	35-44	Visitor same SA2	17
Gosford	45-54	Home	22042
Gosford	45-54	Visitor from ACT	8
Gosford	45-54	Visitor from NSW	552
Gosford	45-54	Visitor from NT	5
Gosford	45-54	Visitor from QLD	42
Gosford	45-54	Visitor from SA	8
Gosford	45-54	Visitor from TAS	4
Gosford	45-54	Visitor from VIC	30
Gosford	45-54	Visitor from WA	23
Gosford	45-54	Visitor same SA2	28
Gosford	55-64	Home	21201
Gosford	55-64	Visitor from ACT	12
Gosford	55-64	Visitor from NSW	667
Gosford	55-64	Visitor from QLD	40
Gosford	55-64	Visitor from SA	7
Gosford	55-64	Visitor from TAS	12
Gosford	55-64	Visitor from VIC	28
Gosford	55-64	Visitor from WA	28
Gosford	55-64	Visitor same SA2	18
Gosford	65-74	Home	17873
Gosford	65-74	Visitor from ACT	3
Gosford	65-74	Visitor from NSW	508
Gosford	65-74	Visitor from NT	4
Gosford	65-74	Visitor from OT	4
Gosford	65-74	Visitor from QLD	40
Gosford	65-74	Visitor from SA	10
Gosford	65-74	Visitor from TAS	4
Gosford	65-74	Visitor from VIC	43
Gosford	65-74	Visitor from WA	5
Gosford	65-74	Visitor same SA2	19
Gosford	75-84	Home	10531
Gosford	75-84	Visitor from ACT	3
Gosford	75-84	Visitor from NSW	305
Gosford	75-84	Visitor from QLD	13
Gosford	75-84	Visitor from SA	3
Gosford	75-84	Visitor from TAS	6
Gosford	75-84	Visitor from VIC	9
Gosford	75-84	Visitor from WA	5
Gosford	75-84	Visitor same SA2	19
Gosford	85+	Home	5396
Gosford	85+	Visitor from NSW	218
Gosford	85+	Visitor from QLD	3
Gosford	85+	Visitor same SA2	12
Wyong	0-14	Home	29470
Wyong	0-14	Visitor from ACT	12
Wyong	0-14	Visitor from NSW	574
Wyong	0-14	Visitor from NT	3
Wyong	0-14	Visitor from QLD	25
Wyong	0-14	Visitor from VIC	15
Wyong	0-14	Visitor from WA	4
Wyong	0-14	Visitor same SA2	35
Wyong	15-24	Home	18052
Wyong	15-24	Visitor from ACT	6
Wyong	15-24	Visitor from NSW	814
Wyong	15-24	Visitor from QLD	18
Wyong	15-24	Visitor from SA	7
Wyong	15-24	Visitor from VIC	7
Wyong	15-24	Visitor from WA	3
Wyong	15-24	Visitor same SA2	38
Wyong	25-34	Home	16571
Wyong	25-34	Visitor from ACT	14
Wyong	25-34	Visitor from NSW	775
Wyong	25-34	Visitor from NT	3
Wyong	25-34	Visitor from QLD	34
Wyong	25-34	Visitor from SA	3
Wyong	25-34	Visitor from VIC	9
Wyong	25-34	Visitor from WA	7
Wyong	25-34	Visitor same SA2	20
Wyong	35-44	Home	18035
Wyong	35-44	Visitor from ACT	9
Wyong	35-44	Visitor from NSW	525
Wyong	35-44	Visitor from QLD	31
Wyong	35-44	Visitor from VIC	15
Wyong	35-44	Visitor from WA	7
Wyong	35-44	Visitor same SA2	18
Wyong	45-54	Home	19646
Wyong	45-54	Visitor from ACT	6
Wyong	45-54	Visitor from NSW	529
Wyong	45-54	Visitor from NT	3
Wyong	45-54	Visitor from QLD	36
Wyong	45-54	Visitor from SA	3
Wyong	45-54	Visitor from TAS	4
Wyong	45-54	Visitor from VIC	25
Wyong	45-54	Visitor from WA	12
Wyong	45-54	Visitor same SA2	27
Wyong	55-64	Home	18843
Wyong	55-64	Visitor from ACT	10
Wyong	55-64	Visitor from NSW	512
Wyong	55-64	Visitor from QLD	40
Wyong	55-64	Visitor from SA	6
Wyong	55-64	Visitor from TAS	3
Wyong	55-64	Visitor from VIC	34
Wyong	55-64	Visitor from WA	9
Wyong	55-64	Visitor same SA2	28
Wyong	65-74	Home	16259
Wyong	65-74	Visitor from ACT	11
Wyong	65-74	Visitor from NSW	482
Wyong	65-74	Visitor from NT	3
Wyong	65-74	Visitor from QLD	22
Wyong	65-74	Visitor from SA	13
Wyong	65-74	Visitor from TAS	3
Wyong	65-74	Visitor from VIC	27
Wyong	65-74	Visitor from WA	6
Wyong	65-74	Visitor same SA2	27
Wyong	75-84	Home	10020
Wyong	75-84	Visitor from NSW	270
Wyong	75-84	Visitor from QLD	8
Wyong	75-84	Visitor from VIC	11
Wyong	75-84	Visitor same SA2	16
Wyong	85+	Home	4372
Wyong	85+	Visitor from NSW	165
Wyong	85+	Visitor from QLD	3
Wyong	85+	Visitor from TAS	3
Wyong	85+	Visitor same SA2	8
Bathurst	0-14	Home	8827
Bathurst	0-14	Visitor from NSW	162
Bathurst	0-14	Visitor from NT	3
Bathurst	0-14	Visitor from QLD	9
Bathurst	0-14	Visitor from VIC	3
Bathurst	0-14	Visitor same SA2	19
Bathurst	15-24	Home	6303
Bathurst	15-24	Visitor from ACT	18
Bathurst	15-24	Visitor from NSW	823
Bathurst	15-24	Visitor from NT	3
Bathurst	15-24	Visitor from QLD	15
Bathurst	15-24	Visitor from VIC	9
Bathurst	15-24	Visitor same SA2	13
Bathurst	25-34	Home	5344
Bathurst	25-34	Visitor from ACT	8
Bathurst	25-34	Visitor from NSW	258
Bathurst	25-34	Visitor from NT	3
Bathurst	25-34	Visitor from QLD	9
Bathurst	25-34	Visitor from VIC	6
Bathurst	25-34	Visitor same SA2	8
Bathurst	35-44	Home	5191
Bathurst	35-44	Visitor from ACT	3
Bathurst	35-44	Visitor from NSW	166
Bathurst	35-44	Visitor from QLD	3
Bathurst	35-44	Visitor from SA	3
Bathurst	35-44	Visitor from VIC	8
Bathurst	35-44	Visitor from WA	3
Bathurst	35-44	Visitor same SA2	8
Bathurst	45-54	Home	5695
Bathurst	45-54	Visitor from ACT	3
Bathurst	45-54	Visitor from NSW	206
Bathurst	45-54	Visitor from QLD	6
Bathurst	45-54	Visitor from VIC	3
Bathurst	45-54	Visitor same SA2	3
Bathurst	55-64	Home	5300
Bathurst	55-64	Visitor from ACT	4
Bathurst	55-64	Visitor from NSW	193
Bathurst	55-64	Visitor from QLD	17
Bathurst	55-64	Visitor from TAS	5
Bathurst	55-64	Visitor from VIC	18
Bathurst	55-64	Visitor from WA	3
Bathurst	55-64	Visitor same SA2	11
Bathurst	65-74	Home	4250
Bathurst	65-74	Visitor from ACT	9
Bathurst	65-74	Visitor from NSW	150
Bathurst	65-74	Visitor from QLD	10
Bathurst	65-74	Visitor from SA	3
Bathurst	65-74	Visitor from TAS	9
Bathurst	65-74	Visitor from VIC	3
Bathurst	65-74	Visitor from WA	3
Bathurst	65-74	Visitor same SA2	5
Bathurst	75-84	Home	2142
Bathurst	75-84	Visitor from NSW	98
Bathurst	75-84	Visitor from VIC	3
Bathurst	75-84	Visitor same SA2	12
Bathurst	85+	Home	961
Bathurst	85+	Visitor from NSW	37
Bathurst	85+	Visitor from VIC	3
Bathurst	85+	Visitor same SA2	3
Lachlan Valley	0-14	Home	10470
Lachlan Valley	0-14	Visitor from ACT	7
Lachlan Valley	0-14	Visitor from NSW	246
Lachlan Valley	0-14	Visitor from QLD	10
Lachlan Valley	0-14	Visitor from SA	10
Lachlan Valley	0-14	Visitor from TAS	3
Lachlan Valley	0-14	Visitor from VIC	13
Lachlan Valley	0-14	Visitor same SA2	25
Lachlan Valley	15-24	Home	5451
Lachlan Valley	15-24	Visitor from ACT	14
Lachlan Valley	15-24	Visitor from NSW	337
Lachlan Valley	15-24	Visitor from NT	4
Lachlan Valley	15-24	Visitor from QLD	7
Lachlan Valley	15-24	Visitor from SA	9
Lachlan Valley	15-24	Visitor from VIC	13
Lachlan Valley	15-24	Visitor same SA2	36
Lachlan Valley	25-34	Home	5070
Lachlan Valley	25-34	Visitor from ACT	10
Lachlan Valley	25-34	Visitor from NSW	315
Lachlan Valley	25-34	Visitor from NT	4
Lachlan Valley	25-34	Visitor from QLD	18
Lachlan Valley	25-34	Visitor from SA	10
Lachlan Valley	25-34	Visitor from TAS	3
Lachlan Valley	25-34	Visitor from VIC	34
Lachlan Valley	25-34	Visitor from WA	12
Lachlan Valley	25-34	Visitor same SA2	14
Lachlan Valley	35-44	Home	5467
Lachlan Valley	35-44	Visitor from ACT	8
Lachlan Valley	35-44	Visitor from NSW	259
Lachlan Valley	35-44	Visitor from QLD	26
Lachlan Valley	35-44	Visitor from SA	6
Lachlan Valley	35-44	Visitor from TAS	4
Lachlan Valley	35-44	Visitor from VIC	15
Lachlan Valley	35-44	Visitor from WA	3
Lachlan Valley	35-44	Visitor same SA2	16
Lachlan Valley	45-54	Home	6762
Lachlan Valley	45-54	Visitor from NSW	271
Lachlan Valley	45-54	Visitor from QLD	34
Lachlan Valley	45-54	Visitor from SA	6
Lachlan Valley	45-54	Visitor from VIC	30
Lachlan Valley	45-54	Visitor from WA	6
Lachlan Valley	45-54	Visitor same SA2	13
Lachlan Valley	55-64	Home	7101
Lachlan Valley	55-64	Visitor from ACT	14
Lachlan Valley	55-64	Visitor from NSW	311
Lachlan Valley	55-64	Visitor from QLD	44
Lachlan Valley	55-64	Visitor from SA	21
Lachlan Valley	55-64	Visitor from TAS	6
Lachlan Valley	55-64	Visitor from VIC	52
Lachlan Valley	55-64	Visitor from WA	3
Lachlan Valley	55-64	Visitor same SA2	23
Lachlan Valley	65-74	Home	6057
Lachlan Valley	65-74	Visitor from ACT	10
Lachlan Valley	65-74	Visitor from NSW	215
Lachlan Valley	65-74	Visitor from QLD	46
Lachlan Valley	65-74	Visitor from SA	37
Lachlan Valley	65-74	Visitor from TAS	3
Lachlan Valley	65-74	Visitor from VIC	125
Lachlan Valley	65-74	Visitor from WA	11
Lachlan Valley	65-74	Visitor same SA2	20
Lachlan Valley	75-84	Home	3840
Lachlan Valley	75-84	Visitor from ACT	3
Lachlan Valley	75-84	Visitor from NSW	116
Lachlan Valley	75-84	Visitor from NT	4
Lachlan Valley	75-84	Visitor from QLD	4
Lachlan Valley	75-84	Visitor from SA	7
Lachlan Valley	75-84	Visitor from TAS	10
Lachlan Valley	75-84	Visitor from VIC	19
Lachlan Valley	75-84	Visitor same SA2	9
Lachlan Valley	85+	Home	1669
Lachlan Valley	85+	Visitor from NSW	51
Lachlan Valley	85+	Visitor from VIC	6
Lithgow - Mudgee	0-14	Home	8488
Lithgow - Mudgee	0-14	Visitor from ACT	4
Lithgow - Mudgee	0-14	Visitor from NSW	179
Lithgow - Mudgee	0-14	Visitor from QLD	8
Lithgow - Mudgee	0-14	Visitor from TAS	3
Lithgow - Mudgee	0-14	Visitor from VIC	3
Lithgow - Mudgee	0-14	Visitor same SA2	6
Lithgow - Mudgee	15-24	Home	4466
Lithgow - Mudgee	15-24	Visitor from ACT	8
Lithgow - Mudgee	15-24	Visitor from NSW	279
Lithgow - Mudgee	15-24	Visitor from NT	3
Lithgow - Mudgee	15-24	Visitor from QLD	5
Lithgow - Mudgee	15-24	Visitor from VIC	3
Lithgow - Mudgee	15-24	Visitor from WA	3
Lithgow - Mudgee	15-24	Visitor same SA2	7
Lithgow - Mudgee	25-34	Home	4704
Lithgow - Mudgee	25-34	Visitor from ACT	3
Lithgow - Mudgee	25-34	Visitor from NSW	299
Lithgow - Mudgee	25-34	Visitor from NT	3
Lithgow - Mudgee	25-34	Visitor from QLD	11
Lithgow - Mudgee	25-34	Visitor from VIC	7
