SA4_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Hunter Valley exc Newcastle	75-84	0	M	4728
Hunter Valley exc Newcastle	75-84	1	F	692
Hunter Valley exc Newcastle	75-84	1	M	627
Hunter Valley exc Newcastle	85+		F	674
Hunter Valley exc Newcastle	85+		M	386
Hunter Valley exc Newcastle	85+	0	F	2550
Hunter Valley exc Newcastle	85+	0	M	1333
Hunter Valley exc Newcastle	85+	1	F	124
Hunter Valley exc Newcastle	85+	1	M	155
Illawarra	15-19		F	708
Illawarra	15-19		M	740
Illawarra	15-19	0	F	8064
Illawarra	15-19	0	M	8508
Illawarra	15-19	1	F	485
Illawarra	15-19	1	M	469
Illawarra	20-24		F	610
Illawarra	20-24		M	687
Illawarra	20-24	0	F	8662
Illawarra	20-24	0	M	9615
Illawarra	20-24	1	F	720
Illawarra	20-24	1	M	559
Illawarra	25-34		F	1044
Illawarra	25-34		M	1218
Illawarra	25-34	0	F	14996
Illawarra	25-34	0	M	15452
Illawarra	25-34	1	F	1988
Illawarra	25-34	1	M	1194
Illawarra	35-44		F	945
Illawarra	35-44		M	1112
Illawarra	35-44	0	F	14721
Illawarra	35-44	0	M	15024
Illawarra	35-44	1	F	3108
Illawarra	35-44	1	M	1879
Illawarra	45-54		F	1093
Illawarra	45-54		M	1224
Illawarra	45-54	0	F	14100
Illawarra	45-54	0	M	14852
Illawarra	45-54	1	F	4436
Illawarra	45-54	1	M	2828
Illawarra	55-64		F	1189
Illawarra	55-64		M	1179
Illawarra	55-64	0	F	12745
Illawarra	55-64	0	M	13368
Illawarra	55-64	1	F	4789
Illawarra	55-64	1	M	2967
Illawarra	65-74		F	1409
Illawarra	65-74		M	1237
Illawarra	65-74	0	F	10582
Illawarra	65-74	0	M	10444
Illawarra	65-74	1	F	2478
Illawarra	65-74	1	M	1903
Illawarra	75-84		F	1374
Illawarra	75-84		M	1081
Illawarra	75-84	0	F	7007
Illawarra	75-84	0	M	5773
Illawarra	75-84	1	F	977
Illawarra	75-84	1	M	858
Illawarra	85+		F	862
Illawarra	85+		M	488
Illawarra	85+	0	F	3551
Illawarra	85+	0	M	1983
Illawarra	85+	1	F	196
Illawarra	85+	1	M	249
Mid North Coast	15-19		F	723
Mid North Coast	15-19		M	827
Mid North Coast	15-19	0	F	4652
Mid North Coast	15-19	0	M	4875
Mid North Coast	15-19	1	F	328
Mid North Coast	15-19	1	M	293
Mid North Coast	20-24		F	373
Mid North Coast	20-24		M	488
Mid North Coast	20-24	0	F	3464
Mid North Coast	20-24	0	M	3582
Mid North Coast	20-24	1	F	357
Mid North Coast	20-24	1	M	254
Mid North Coast	25-34		F	721
Mid North Coast	25-34		M	938
Mid North Coast	25-34	0	F	6980
Mid North Coast	25-34	0	M	6640
Mid North Coast	25-34	1	F	1273
Mid North Coast	25-34	1	M	710
Mid North Coast	35-44		F	818
Mid North Coast	35-44		M	887
Mid North Coast	35-44	0	F	8050
Mid North Coast	35-44	0	M	7911
Mid North Coast	35-44	1	F	1954
Mid North Coast	35-44	1	M	1092
Mid North Coast	45-54		F	1117
Mid North Coast	45-54		M	1273
Mid North Coast	45-54	0	F	10151
Mid North Coast	45-54	0	M	10006
Mid North Coast	45-54	1	F	2920
Mid North Coast	45-54	1	M	1761
Mid North Coast	55-64		F	1331
Mid North Coast	55-64		M	1465
Mid North Coast	55-64	0	F	11838
Mid North Coast	55-64	0	M	12144
Mid North Coast	55-64	1	F	3995
Mid North Coast	55-64	1	M	2341
Mid North Coast	65-74		F	1851
Mid North Coast	65-74		M	1796
Mid North Coast	65-74	0	F	12233
Mid North Coast	65-74	0	M	12626
Mid North Coast	65-74	1	F	2534
Mid North Coast	65-74	1	M	1896
Mid North Coast	75-84		F	1777
Mid North Coast	75-84		M	1415
Mid North Coast	75-84	0	F	6803
Mid North Coast	75-84	0	M	6426
Mid North Coast	75-84	1	F	975
Mid North Coast	75-84	1	M	870
Mid North Coast	85+		F	1134
Mid North Coast	85+		M	710
Mid North Coast	85+	0	F	3399
Mid North Coast	85+	0	M	2091
Mid North Coast	85+	1	F	183
Mid North Coast	85+	1	M	234
Murray	15-19		F	388
Murray	15-19		M	461
Murray	15-19	0	F	2804
Murray	15-19	0	M	2884
Murray	15-19	1	F	201
Murray	15-19	1	M	161
Murray	20-24		F	306
Murray	20-24		M	344
Murray	20-24	0	F	2567
Murray	20-24	0	M	2680
Murray	20-24	1	F	257
Murray	20-24	1	M	162
Murray	25-34		F	572
Murray	25-34		M	602
Murray	25-34	0	F	5061
Murray	25-34	0	M	5004
Murray	25-34	1	F	723
Murray	25-34	1	M	450
Murray	35-44		F	539
Murray	35-44		M	589
Murray	35-44	0	F	5086
Murray	35-44	0	M	4997
Murray	35-44	1	F	1011
Murray	35-44	1	M	614
Murray	45-54		F	608
Murray	45-54		M	674
Murray	45-54	0	F	5431
Murray	45-54	0	M	5640
Murray	45-54	1	F	1542
Murray	45-54	1	M	953
Murray	55-64		F	785
Murray	55-64		M	806
Murray	55-64	0	F	5706
Murray	55-64	0	M	6267
Murray	55-64	1	F	1749
Murray	55-64	1	M	1009
Murray	65-74		F	885
Murray	65-74		M	876
Murray	65-74	0	F	4959
Murray	65-74	0	M	5349
Murray	65-74	1	F	970
Murray	65-74	1	M	681
Murray	75-84		F	874
Murray	75-84		M	679
Murray	75-84	0	F	2846
Murray	75-84	0	M	2620
Murray	75-84	1	F	417
Murray	75-84	1	M	349
Murray	85+		F	426
Murray	85+		M	326
Murray	85+	0	F	1439
Murray	85+	0	M	852
Murray	85+	1	F	79
Murray	85+	1	M	90
New England and North West	15-19		F	779
New England and North West	15-19		M	932
New England and North West	15-19	0	F	4518
New England and North West	15-19	0	M	4783
New England and North West	15-19	1	F	301
New England and North West	15-19	1	M	268
New England and North West	20-24		F	565
New England and North West	20-24		M	568
New England and North West	20-24	0	F	4304
New England and North West	20-24	0	M	4401
New England and North West	20-24	1	F	404
New England and North West	20-24	1	M	274
New England and North West	25-34		F	957
New England and North West	25-34		M	1109
New England and North West	25-34	0	F	8255
New England and North West	25-34	0	M	8067
New England and North West	25-34	1	F	1151
New England and North West	25-34	1	M	671
New England and North West	35-44		F	966
New England and North West	35-44		M	1111
New England and North West	35-44	0	F	7789
New England and North West	35-44	0	M	7721
New England and North West	35-44	1	F	1703
New England and North West	35-44	1	M	980
New England and North West	45-54		F	1152
New England and North West	45-54		M	1213
New England and North West	45-54	0	F	8553
New England and North West	45-54	0	M	8842
New England and North West	45-54	1	F	2255
New England and North West	45-54	1	M	1392
New England and North West	55-64		F	1259
New England and North West	55-64		M	1374
New England and North West	55-64	0	F	8475
New England and North West	55-64	0	M	9134
New England and North West	55-64	1	F	2548
New England and North West	55-64	1	M	1647
New England and North West	65-74		F	1342
New England and North West	65-74		M	1388
New England and North West	65-74	0	F	7202
New England and North West	65-74	0	M	7598
New England and North West	65-74	1	F	1453
New England and North West	65-74	1	M	993
New England and North West	75-84		F	1194
New England and North West	75-84		M	949
New England and North West	75-84	0	F	4245
New England and North West	75-84	0	M	3784
New England and North West	75-84	1	F	620
New England and North West	75-84	1	M	495
New England and North West	85+		F	660
New England and North West	85+		M	323
New England and North West	85+	0	F	2007
New England and North West	85+	0	M	1040
New England and North West	85+	1	F	107
New England and North West	85+	1	M	109
Newcastle and Lake Macquarie	15-19		F	618
Newcastle and Lake Macquarie	15-19		M	725
Newcastle and Lake Macquarie	15-19	0	F	9193
Newcastle and Lake Macquarie	15-19	0	M	9871
Newcastle and Lake Macquarie	15-19	1	F	565
Newcastle and Lake Macquarie	15-19	1	M	455
Newcastle and Lake Macquarie	20-24		F	663
Newcastle and Lake Macquarie	20-24		M	686
Newcastle and Lake Macquarie	20-24	0	F	10783
Newcastle and Lake Macquarie	20-24	0	M	11309
Newcastle and Lake Macquarie	20-24	1	F	832
Newcastle and Lake Macquarie	20-24	1	M	630
Newcastle and Lake Macquarie	25-34		F	1126
Newcastle and Lake Macquarie	25-34		M	1354
Newcastle and Lake Macquarie	25-34	0	F	19730
Newcastle and Lake Macquarie	25-34	0	M	20247
Newcastle and Lake Macquarie	25-34	1	F	2339
Newcastle and Lake Macquarie	25-34	1	M	1548
Newcastle and Lake Macquarie	35-44		F	1015
Newcastle and Lake Macquarie	35-44		M	1235
Newcastle and Lake Macquarie	35-44	0	F	18137
Newcastle and Lake Macquarie	35-44	0	M	18226
Newcastle and Lake Macquarie	35-44	1	F	3599
Newcastle and Lake Macquarie	35-44	1	M	2126
Newcastle and Lake Macquarie	45-54		F	1217
Newcastle and Lake Macquarie	45-54		M	1484
Newcastle and Lake Macquarie	45-54	0	F	17362
Newcastle and Lake Macquarie	45-54	0	M	18219
Newcastle and Lake Macquarie	45-54	1	F	5157
Newcastle and Lake Macquarie	45-54	1	M	3127
Newcastle and Lake Macquarie	55-64		F	1361
Newcastle and Lake Macquarie	55-64		M	1468
Newcastle and Lake Macquarie	55-64	0	F	16045
Newcastle and Lake Macquarie	55-64	0	M	16833
Newcastle and Lake Macquarie	55-64	1	F	5817
Newcastle and Lake Macquarie	55-64	1	M	3623
Newcastle and Lake Macquarie	65-74		F	1580
Newcastle and Lake Macquarie	65-74		M	1513
Newcastle and Lake Macquarie	65-74	0	F	14004
Newcastle and Lake Macquarie	65-74	0	M	13472
Newcastle and Lake Macquarie	65-74	1	F	3328
Newcastle and Lake Macquarie	65-74	1	M	2383
Newcastle and Lake Macquarie	75-84		F	1845
Newcastle and Lake Macquarie	75-84		M	1261
Newcastle and Lake Macquarie	75-84	0	F	8508
Newcastle and Lake Macquarie	75-84	0	M	6922
Newcastle and Lake Macquarie	75-84	1	F	1173
Newcastle and Lake Macquarie	75-84	1	M	1074
Newcastle and Lake Macquarie	85+		F	1791
Newcastle and Lake Macquarie	85+		M	784
Newcastle and Lake Macquarie	85+	0	F	4392
Newcastle and Lake Macquarie	85+	0	M	2403
Newcastle and Lake Macquarie	85+	1	F	221
Newcastle and Lake Macquarie	85+	1	M	330
Richmond - Tweed	15-19		F	838
Richmond - Tweed	15-19		M	955
Richmond - Tweed	15-19	0	F	5555
Richmond - Tweed	15-19	0	M	5784
Richmond - Tweed	15-19	1	F	345
Richmond - Tweed	15-19	1	M	309
Richmond - Tweed	20-24		F	506
Richmond - Tweed	20-24		M	586
Richmond - Tweed	20-24	0	F	4319
Richmond - Tweed	20-24	0	M	4522
Richmond - Tweed	20-24	1	F	359
Richmond - Tweed	20-24	1	M	301
Richmond - Tweed	25-34		F	1041
Richmond - Tweed	25-34		M	1107
Richmond - Tweed	25-34	0	F	9181
Richmond - Tweed	25-34	0	M	8782
Richmond - Tweed	25-34	1	F	1309
Richmond - Tweed	25-34	1	M	787
Richmond - Tweed	35-44		F	1294
Richmond - Tweed	35-44		M	1277
Richmond - Tweed	35-44	0	F	11146
Richmond - Tweed	35-44	0	M	10503
Richmond - Tweed	35-44	1	F	2269
Richmond - Tweed	35-44	1	M	1282
Richmond - Tweed	45-54		F	1550
Richmond - Tweed	45-54		M	1583
Richmond - Tweed	45-54	0	F	12434
Richmond - Tweed	45-54	0	M	12219
Richmond - Tweed	45-54	1	F	3325
Richmond - Tweed	45-54	1	M	1877
Richmond - Tweed	55-64		F	1808
Richmond - Tweed	55-64		M	1873
Richmond - Tweed	55-64	0	F	13189
Richmond - Tweed	55-64	0	M	13541
Richmond - Tweed	55-64	1	F	4234
Richmond - Tweed	55-64	1	M	2599
Richmond - Tweed	65-74		F	1665
Richmond - Tweed	65-74		M	1665
Richmond - Tweed	65-74	0	F	10814
Richmond - Tweed	65-74	0	M	11378
Richmond - Tweed	65-74	1	F	2229
Richmond - Tweed	65-74	1	M	1610
Richmond - Tweed	75-84		F	1632
Richmond - Tweed	75-84		M	1263
Richmond - Tweed	75-84	0	F	6442
Richmond - Tweed	75-84	0	M	5575
Richmond - Tweed	75-84	1	F	888
Richmond - Tweed	75-84	1	M	750
Richmond - Tweed	85+		F	1236
Richmond - Tweed	85+		M	700
Richmond - Tweed	85+	0	F	3588
Richmond - Tweed	85+	0	M	2129
Richmond - Tweed	85+	1	F	159
Richmond - Tweed	85+	1	M	232
Riverina	15-19		F	564
Riverina	15-19		M	676
Riverina	15-19	0	F	3995
Riverina	15-19	0	M	4371
Riverina	15-19	1	F	304
Riverina	15-19	1	M	243
Riverina	20-24		F	387
Riverina	20-24		M	587
Riverina	20-24	0	F	4071
Riverina	20-24	0	M	4111
Riverina	20-24	1	F	360
Riverina	20-24	1	M	241
Riverina	25-34		F	755
Riverina	25-34		M	1167
Riverina	25-34	0	F	7702
Riverina	25-34	0	M	7716
Riverina	25-34	1	F	1022
Riverina	25-34	1	M	614
Riverina	35-44		F	743
Riverina	35-44		M	1124
Riverina	35-44	0	F	6845
Riverina	35-44	0	M	7123
Riverina	35-44	1	F	1473
Riverina	35-44	1	M	876
Riverina	45-54		F	840
Riverina	45-54		M	1113
Riverina	45-54	0	F	7174
Riverina	45-54	0	M	7643
Riverina	45-54	1	F	1914
Riverina	45-54	1	M	1203
Riverina	55-64		F	955
Riverina	55-64		M	1135
Riverina	55-64	0	F	6727
Riverina	55-64	0	M	7518
Riverina	55-64	1	F	2184
Riverina	55-64	1	M	1297
Riverina	65-74		F	962
Riverina	65-74		M	994
Riverina	65-74	0	F	5501
Riverina	65-74	0	M	5614
Riverina	65-74	1	F	1138
Riverina	65-74	1	M	837
Riverina	75-84		F	951
Riverina	75-84		M	750
Riverina	75-84	0	F	3447
Riverina	75-84	0	M	3037
Riverina	75-84	1	F	483
Riverina	75-84	1	M	388
Riverina	85+		F	604
Riverina	85+		M	303
Riverina	85+	0	F	1834
Riverina	85+	0	M	1002
Riverina	85+	1	F	96
Riverina	85+	1	M	117
Southern Highlands and Shoalhaven	15-19		F	487
Southern Highlands and Shoalhaven	15-19		M	555
Southern Highlands and Shoalhaven	15-19	0	F	3447
Southern Highlands and Shoalhaven	15-19	0	M	3418
Southern Highlands and Shoalhaven	15-19	1	F	243
Southern Highlands and Shoalhaven	15-19	1	M	176
Southern Highlands and Shoalhaven	20-24		F	265
Southern Highlands and Shoalhaven	20-24		M	419
Southern Highlands and Shoalhaven	20-24	0	F	2538
Southern Highlands and Shoalhaven	20-24	0	M	2836
Southern Highlands and Shoalhaven	20-24	1	F	248
Southern Highlands and Shoalhaven	20-24	1	M	204
Southern Highlands and Shoalhaven	25-34		F	484
Southern Highlands and Shoalhaven	25-34		M	816
Southern Highlands and Shoalhaven	25-34	0	F	5282
Southern Highlands and Shoalhaven	25-34	0	M	5326
Southern Highlands and Shoalhaven	25-34	1	F	837
Southern Highlands and Shoalhaven	25-34	1	M	521
Southern Highlands and Shoalhaven	35-44		F	549
Southern Highlands and Shoalhaven	35-44		M	805
Southern Highlands and Shoalhaven	35-44	0	F	5883
Southern Highlands and Shoalhaven	35-44	0	M	5788
Southern Highlands and Shoalhaven	35-44	1	F	1332
Southern Highlands and Shoalhaven	35-44	1	M	784
Southern Highlands and Shoalhaven	45-54		F	744
Southern Highlands and Shoalhaven	45-54		M	873
Southern Highlands and Shoalhaven	45-54	0	F	6996
Southern Highlands and Shoalhaven	45-54	0	M	6884
Southern Highlands and Shoalhaven	45-54	1	F	2059
Southern Highlands and Shoalhaven	45-54	1	M	1194
Southern Highlands and Shoalhaven	55-64		F	888
Southern Highlands and Shoalhaven	55-64		M	894
Southern Highlands and Shoalhaven	55-64	0	F	7941
Southern Highlands and Shoalhaven	55-64	0	M	7994
Southern Highlands and Shoalhaven	55-64	1	F	2678
Southern Highlands and Shoalhaven	55-64	1	M	1577
Southern Highlands and Shoalhaven	65-74		F	1132
Southern Highlands and Shoalhaven	65-74		M	1086
Southern Highlands and Shoalhaven	65-74	0	F	8528
Southern Highlands and Shoalhaven	65-74	0	M	8411
Southern Highlands and Shoalhaven	65-74	1	F	1661
Southern Highlands and Shoalhaven	65-74	1	M	1236
Southern Highlands and Shoalhaven	75-84		F	1059
Southern Highlands and Shoalhaven	75-84		M	841
Southern Highlands and Shoalhaven	75-84	0	F	4563
Southern Highlands and Shoalhaven	75-84	0	M	4316
Southern Highlands and Shoalhaven	75-84	1	F	654
