SA4_NAME16	Age	Sex	Volunteer	adults
Brisbane - East	65-74	F		718
Brisbane - East	65-74	F	0	7767
Brisbane - East	65-74	F	1	2613
Brisbane - East	65-74	M		682
Brisbane - East	65-74	M	0	7581
Brisbane - East	65-74	M	1	2028
Brisbane - East	75-84	F		716
Brisbane - East	75-84	F	0	4115
Brisbane - East	75-84	F	1	985
Brisbane - East	75-84	M		528
Brisbane - East	75-84	M	0	3559
Brisbane - East	75-84	M	1	808
Brisbane - East	85+	F		617
Brisbane - East	85+	F	0	2187
Brisbane - East	85+	F	1	174
Brisbane - East	85+	M		340
Brisbane - East	85+	M	0	1263
Brisbane - East	85+	M	1	120
Brisbane - North	15-19	F		291
Brisbane - North	15-19	F	0	4022
Brisbane - North	15-19	F	1	1295
Brisbane - North	15-19	M		322
Brisbane - North	15-19	M	0	4307
Brisbane - North	15-19	M	1	1126
Brisbane - North	20-24	F		442
Brisbane - North	20-24	F	0	5307
Brisbane - North	20-24	F	1	1352
Brisbane - North	20-24	M		480
Brisbane - North	20-24	M	0	5605
Brisbane - North	20-24	M	1	966
Brisbane - North	25-34	F		974
Brisbane - North	25-34	F	0	13071
Brisbane - North	25-34	F	1	2759
Brisbane - North	25-34	M		1036
Brisbane - North	25-34	M	0	13232
Brisbane - North	25-34	M	1	1915
Brisbane - North	35-44	F		730
Brisbane - North	35-44	F	0	10798
Brisbane - North	35-44	F	1	3939
Brisbane - North	35-44	M		853
Brisbane - North	35-44	M	0	11340
Brisbane - North	35-44	M	1	2714
Brisbane - North	45-54	F		678
Brisbane - North	45-54	F	0	9725
Brisbane - North	45-54	F	1	3476
Brisbane - North	45-54	M		757
Brisbane - North	45-54	M	0	9800
Brisbane - North	45-54	M	1	2671
Brisbane - North	55-64	F		571
Brisbane - North	55-64	F	0	8606
Brisbane - North	55-64	F	1	2355
Brisbane - North	55-64	M		560
Brisbane - North	55-64	M	0	8257
Brisbane - North	55-64	M	1	1806
Brisbane - North	65-74	F		507
Brisbane - North	65-74	F	0	6044
Brisbane - North	65-74	F	1	2051
Brisbane - North	65-74	M		464
Brisbane - North	65-74	M	0	5500
Brisbane - North	65-74	M	1	1523
Brisbane - North	75-84	F		659
Brisbane - North	75-84	F	0	4158
Brisbane - North	75-84	F	1	1006
Brisbane - North	75-84	M		378
Brisbane - North	75-84	M	0	3121
Brisbane - North	75-84	M	1	731
Brisbane - North	85+	F		753
Brisbane - North	85+	F	0	2503
Brisbane - North	85+	F	1	180
Brisbane - North	85+	M		275
Brisbane - North	85+	M	0	1355
Brisbane - North	85+	M	1	134
Brisbane - South	15-19	F		557
Brisbane - South	15-19	F	0	7184
Brisbane - South	15-19	F	1	2504
Brisbane - South	15-19	M		685
Brisbane - South	15-19	M	0	7783
Brisbane - South	15-19	M	1	2203
Brisbane - South	20-24	F		869
Brisbane - South	20-24	F	0	10760
Brisbane - South	20-24	F	1	3296
Brisbane - South	20-24	M		955
Brisbane - South	20-24	M	0	11899
Brisbane - South	20-24	M	1	2437
Brisbane - South	25-34	F		1775
Brisbane - South	25-34	F	0	23742
Brisbane - South	25-34	F	1	5315
Brisbane - South	25-34	M		2006
Brisbane - South	25-34	M	0	24397
Brisbane - South	25-34	M	1	4146
Brisbane - South	35-44	F		1209
Brisbane - South	35-44	F	0	17308
Brisbane - South	35-44	F	1	6403
Brisbane - South	35-44	M		1339
Brisbane - South	35-44	M	0	18644
Brisbane - South	35-44	M	1	4598
Brisbane - South	45-54	F		1091
Brisbane - South	45-54	F	0	15028
Brisbane - South	45-54	F	1	5653
Brisbane - South	45-54	M		1164
Brisbane - South	45-54	M	0	14863
Brisbane - South	45-54	M	1	4424
Brisbane - South	55-64	F		845
Brisbane - South	55-64	F	0	13136
Brisbane - South	55-64	F	1	3554
Brisbane - South	55-64	M		909
Brisbane - South	55-64	M	0	12146
Brisbane - South	55-64	M	1	2992
Brisbane - South	65-74	F		785
Brisbane - South	65-74	F	0	8422
Brisbane - South	65-74	F	1	2658
Brisbane - South	65-74	M		735
Brisbane - South	65-74	M	0	7978
Brisbane - South	65-74	M	1	2110
Brisbane - South	75-84	F		677
Brisbane - South	75-84	F	0	5319
Brisbane - South	75-84	F	1	1087
Brisbane - South	75-84	M		512
Brisbane - South	75-84	M	0	4198
Brisbane - South	75-84	M	1	899
Brisbane - South	85+	F		487
Brisbane - South	85+	F	0	3483
Brisbane - South	85+	F	1	176
Brisbane - South	85+	M		279
Brisbane - South	85+	M	0	1724
Brisbane - South	85+	M	1	163
Brisbane - West	15-19	F		280
Brisbane - West	15-19	F	0	4601
Brisbane - West	15-19	F	1	2037
Brisbane - West	15-19	M		296
Brisbane - West	15-19	M	0	4921
Brisbane - West	15-19	M	1	1621
Brisbane - West	20-24	F		424
Brisbane - West	20-24	F	0	5299
Brisbane - West	20-24	F	1	2409
Brisbane - West	20-24	M		397
Brisbane - West	20-24	M	0	6185
Brisbane - West	20-24	M	1	1721
Brisbane - West	25-34	F		540
Brisbane - West	25-34	F	0	8291
Brisbane - West	25-34	F	1	2276
Brisbane - West	25-34	M		555
Brisbane - West	25-34	M	0	8647
Brisbane - West	25-34	M	1	1782
Brisbane - West	35-44	F		456
Brisbane - West	35-44	F	0	8338
Brisbane - West	35-44	F	1	4254
Brisbane - West	35-44	M		548
Brisbane - West	35-44	M	0	8561
Brisbane - West	35-44	M	1	2754
Brisbane - West	45-54	F		476
Brisbane - West	45-54	F	0	7974
Brisbane - West	45-54	F	1	4025
Brisbane - West	45-54	M		530
Brisbane - West	45-54	M	0	7882
Brisbane - West	45-54	M	1	3026
Brisbane - West	55-64	F		396
Brisbane - West	55-64	F	0	7019
Brisbane - West	55-64	F	1	2476
Brisbane - West	55-64	M		431
Brisbane - West	55-64	M	0	6504
Brisbane - West	55-64	M	1	2102
Brisbane - West	65-74	F		384
Brisbane - West	65-74	F	0	4971
Brisbane - West	65-74	F	1	2219
Brisbane - West	65-74	M		323
Brisbane - West	65-74	M	0	4746
Brisbane - West	65-74	M	1	1817
Brisbane - West	75-84	F		426
Brisbane - West	75-84	F	0	2538
Brisbane - West	75-84	F	1	876
Brisbane - West	75-84	M		270
Brisbane - West	75-84	M	0	2112
Brisbane - West	75-84	M	1	741
Brisbane - West	85+	F		619
Brisbane - West	85+	F	0	1606
Brisbane - West	85+	F	1	149
Brisbane - West	85+	M		200
Brisbane - West	85+	M	0	889
Brisbane - West	85+	M	1	147
Brisbane Inner City	15-19	F		507
Brisbane Inner City	15-19	F	0	4645
Brisbane Inner City	15-19	F	1	1985
Brisbane Inner City	15-19	M		453
Brisbane Inner City	15-19	M	0	4531
Brisbane Inner City	15-19	M	1	1558
Brisbane Inner City	20-24	F		1120
Brisbane Inner City	20-24	F	0	9991
Brisbane Inner City	20-24	F	1	3342
Brisbane Inner City	20-24	M		1169
Brisbane Inner City	20-24	M	0	9803
Brisbane Inner City	20-24	M	1	2175
Brisbane Inner City	25-34	F		2569
Brisbane Inner City	25-34	F	0	20620
Brisbane Inner City	25-34	F	1	5325
Brisbane Inner City	25-34	M		2790
Brisbane Inner City	25-34	M	0	22216
Brisbane Inner City	25-34	M	1	4246
Brisbane Inner City	35-44	F		1429
Brisbane Inner City	35-44	F	0	12163
Brisbane Inner City	35-44	F	1	5106
Brisbane Inner City	35-44	M		1714
Brisbane Inner City	35-44	M	0	13732
Brisbane Inner City	35-44	M	1	3660
Brisbane Inner City	45-54	F		1138
Brisbane Inner City	45-54	F	0	9538
Brisbane Inner City	45-54	F	1	4879
Brisbane Inner City	45-54	M		1550
Brisbane Inner City	45-54	M	0	10758
Brisbane Inner City	45-54	M	1	3927
Brisbane Inner City	55-64	F		985
Brisbane Inner City	55-64	F	0	7723
Brisbane Inner City	55-64	F	1	2746
Brisbane Inner City	55-64	M		1096
Brisbane Inner City	55-64	M	0	8029
Brisbane Inner City	55-64	M	1	2411
Brisbane Inner City	65-74	F		643
Brisbane Inner City	65-74	F	0	4685
Brisbane Inner City	65-74	F	1	1775
Brisbane Inner City	65-74	M		736
Brisbane Inner City	65-74	M	0	4787
Brisbane Inner City	65-74	M	1	1451
Brisbane Inner City	75-84	F		431
Brisbane Inner City	75-84	F	0	2461
Brisbane Inner City	75-84	F	1	582
Brisbane Inner City	75-84	M		385
Brisbane Inner City	75-84	M	0	2092
Brisbane Inner City	75-84	M	1	518
Brisbane Inner City	85+	F		508
Brisbane Inner City	85+	F	0	1605
Brisbane Inner City	85+	F	1	125
Brisbane Inner City	85+	M		190
Brisbane Inner City	85+	M	0	773
Brisbane Inner City	85+	M	1	86
Cairns	15-19	F		882
Cairns	15-19	F	0	4783
Cairns	15-19	F	1	1374
Cairns	15-19	M		964
Cairns	15-19	M	0	5254
Cairns	15-19	M	1	1198
Cairns	20-24	F		747
Cairns	20-24	F	0	4687
Cairns	20-24	F	1	1100
Cairns	20-24	M		771
Cairns	20-24	M	0	4980
Cairns	20-24	M	1	817
Cairns	25-34	F		1669
Cairns	25-34	F	0	11297
Cairns	25-34	F	1	2741
Cairns	25-34	M		1717
Cairns	25-34	M	0	10763
Cairns	25-34	M	1	1900
Cairns	35-44	F		1585
Cairns	35-44	F	0	10789
Cairns	35-44	F	1	4579
Cairns	35-44	M		1616
Cairns	35-44	M	0	10715
Cairns	35-44	M	1	2753
Cairns	45-54	F		1626
Cairns	45-54	F	0	11522
Cairns	45-54	F	1	4493
Cairns	45-54	M		1884
Cairns	45-54	M	0	11865
Cairns	45-54	M	1	3192
Cairns	55-64	F		1530
Cairns	55-64	F	0	10680
Cairns	55-64	F	1	3608
Cairns	55-64	M		1694
Cairns	55-64	M	0	11343
Cairns	55-64	M	1	2845
Cairns	65-74	F		1264
Cairns	65-74	F	0	6939
Cairns	65-74	F	1	2604
Cairns	65-74	M		1419
Cairns	65-74	M	0	8234
Cairns	65-74	M	1	2079
Cairns	75-84	F		819
Cairns	75-84	F	0	3367
Cairns	75-84	F	1	913
Cairns	75-84	M		811
Cairns	75-84	M	0	3661
Cairns	75-84	M	1	738
Cairns	85+	F		423
Cairns	85+	F	0	1714
Cairns	85+	F	1	161
Cairns	85+	M		264
Cairns	85+	M	0	1050
Cairns	85+	M	1	111
Darling Downs - Maranoa	15-19	F		469
Darling Downs - Maranoa	15-19	F	0	2252
Darling Downs - Maranoa	15-19	F	1	849
Darling Downs - Maranoa	15-19	M		527
Darling Downs - Maranoa	15-19	M	0	2669
Darling Downs - Maranoa	15-19	M	1	842
Darling Downs - Maranoa	20-24	F		260
Darling Downs - Maranoa	20-24	F	0	2296
Darling Downs - Maranoa	20-24	F	1	615
Darling Downs - Maranoa	20-24	M		305
Darling Downs - Maranoa	20-24	M	0	2513
Darling Downs - Maranoa	20-24	M	1	533
Darling Downs - Maranoa	25-34	F		573
Darling Downs - Maranoa	25-34	F	0	4580
Darling Downs - Maranoa	25-34	F	1	1834
Darling Downs - Maranoa	25-34	M		784
Darling Downs - Maranoa	25-34	M	0	4866
Darling Downs - Maranoa	25-34	M	1	1221
Darling Downs - Maranoa	35-44	F		646
Darling Downs - Maranoa	35-44	F	0	4033
Darling Downs - Maranoa	35-44	F	1	2848
Darling Downs - Maranoa	35-44	M		723
Darling Downs - Maranoa	35-44	M	0	4425
Darling Downs - Maranoa	35-44	M	1	1911
Darling Downs - Maranoa	45-54	F		731
Darling Downs - Maranoa	45-54	F	0	4978
Darling Downs - Maranoa	45-54	F	1	2663
Darling Downs - Maranoa	45-54	M		896
Darling Downs - Maranoa	45-54	M	0	5415
Darling Downs - Maranoa	45-54	M	1	2222
Darling Downs - Maranoa	55-64	F		752
Darling Downs - Maranoa	55-64	F	0	5236
Darling Downs - Maranoa	55-64	F	1	2328
Darling Downs - Maranoa	55-64	M		902
Darling Downs - Maranoa	55-64	M	0	5728
Darling Downs - Maranoa	55-64	M	1	1949
Darling Downs - Maranoa	65-74	F		801
Darling Downs - Maranoa	65-74	F	0	3872
Darling Downs - Maranoa	65-74	F	1	2101
Darling Downs - Maranoa	65-74	M		890
Darling Downs - Maranoa	65-74	M	0	4710
Darling Downs - Maranoa	65-74	M	1	1643
Darling Downs - Maranoa	75-84	F		552
Darling Downs - Maranoa	75-84	F	0	2288
Darling Downs - Maranoa	75-84	F	1	866
Darling Downs - Maranoa	75-84	M		538
Darling Downs - Maranoa	75-84	M	0	2368
Darling Downs - Maranoa	75-84	M	1	694
Darling Downs - Maranoa	85+	F		319
Darling Downs - Maranoa	85+	F	0	1205
Darling Downs - Maranoa	85+	F	1	143
Darling Downs - Maranoa	85+	M		196
Darling Downs - Maranoa	85+	M	0	744
Darling Downs - Maranoa	85+	M	1	90
Central Queensland	15-19	F		774
Central Queensland	15-19	F	0	4470
Central Queensland	15-19	F	1	1599
Central Queensland	15-19	M		781
Central Queensland	15-19	M	0	5005
Central Queensland	15-19	M	1	1492
Central Queensland	20-24	F		579
Central Queensland	20-24	F	0	4880
Central Queensland	20-24	F	1	1081
Central Queensland	20-24	M		763
Central Queensland	20-24	M	0	5281
Central Queensland	20-24	M	1	900
Central Queensland	25-34	F		1185
Central Queensland	25-34	F	0	10591
Central Queensland	25-34	F	1	3267
Central Queensland	25-34	M		1754
Central Queensland	25-34	M	0	11026
Central Queensland	25-34	M	1	2220
Central Queensland	35-44	F		1146
Central Queensland	35-44	F	0	8735
Central Queensland	35-44	F	1	4448
Central Queensland	35-44	M		1713
Central Queensland	35-44	M	0	9989
Central Queensland	35-44	M	1	3019
Central Queensland	45-54	F		1251
Central Queensland	45-54	F	0	10047
Central Queensland	45-54	F	1	3853
Central Queensland	45-54	M		1856
Central Queensland	45-54	M	0	10801
Central Queensland	45-54	M	1	3154
Central Queensland	55-64	F		1056
Central Queensland	55-64	F	0	8672
Central Queensland	55-64	F	1	2902
Central Queensland	55-64	M		1447
Central Queensland	55-64	M	0	9970
Central Queensland	55-64	M	1	2566
Central Queensland	65-74	F		877
Central Queensland	65-74	F	0	5329
Central Queensland	65-74	F	1	2065
Central Queensland	65-74	M		939
Central Queensland	65-74	M	0	6083
Central Queensland	65-74	M	1	1716
Central Queensland	75-84	F		706
Central Queensland	75-84	F	0	3039
Central Queensland	75-84	F	1	857
Central Queensland	75-84	M		616
Central Queensland	75-84	M	0	2813
Central Queensland	75-84	M	1	659
Central Queensland	85+	F		426
Central Queensland	85+	F	0	1418
Central Queensland	85+	F	1	116
Central Queensland	85+	M		263
Central Queensland	85+	M	0	844
Central Queensland	85+	M	1	94
Gold Coast	15-19	F		1476
Gold Coast	15-19	F	0	12339
Gold Coast	15-19	F	1	3514
Gold Coast	15-19	M		1646
Gold Coast	15-19	M	0	13266
Gold Coast	15-19	M	1	2789
Gold Coast	20-24	F		1659
Gold Coast	20-24	F	0	14316
Gold Coast	20-24	F	1	3195
Gold Coast	20-24	M		1658
Gold Coast	20-24	M	0	14643
Gold Coast	20-24	M	1	2312
Gold Coast	25-34	F		3375
Gold Coast	25-34	F	0	31067
Gold Coast	25-34	F	1	5446
Gold Coast	25-34	M		3453
Gold Coast	25-34	M	0	30144
Gold Coast	25-34	M	1	3995
Gold Coast	35-44	F		2888
Gold Coast	35-44	F	0	29290
Gold Coast	35-44	F	1	8390
Gold Coast	35-44	M		3026
Gold Coast	35-44	M	0	29521
Gold Coast	35-44	M	1	5307
Gold Coast	45-54	F		2977
Gold Coast	45-54	F	0	29639
Gold Coast	45-54	F	1	7562
Gold Coast	45-54	M		3039
Gold Coast	45-54	M	0	28601
Gold Coast	45-54	M	1	5496
Gold Coast	55-64	F		2770
Gold Coast	55-64	F	0	26577
Gold Coast	55-64	F	1	5676
Gold Coast	55-64	M		2702
Gold Coast	55-64	M	0	24448
Gold Coast	55-64	M	1	4140
Gold Coast	65-74	F		2537
Gold Coast	65-74	F	0	20730
Gold Coast	65-74	F	1	4946
Gold Coast	65-74	M		2460
Gold Coast	65-74	M	0	20343
Gold Coast	65-74	M	1	3707
Gold Coast	75-84	F		2196
Gold Coast	75-84	F	0	10547
Gold Coast	75-84	F	1	1825
Gold Coast	75-84	M		1636
Gold Coast	75-84	M	0	9854
Gold Coast	75-84	M	1	1554
Gold Coast	85+	F		1826
Gold Coast	85+	F	0	5286
Gold Coast	85+	F	1	292
Gold Coast	85+	M		988
Gold Coast	85+	M	0	3226
Gold Coast	85+	M	1	239
Ipswich	15-19	F		1017
Ipswich	15-19	F	0	7559
Ipswich	15-19	F	1	2062
Ipswich	15-19	M		1237
Ipswich	15-19	M	0	8354
Ipswich	15-19	M	1	1817
Ipswich	20-24	F		989
Ipswich	20-24	F	0	8193
Ipswich	20-24	F	1	1894
Ipswich	20-24	M		1358
Ipswich	20-24	M	0	8478
Ipswich	20-24	M	1	1449
Ipswich	25-34	F		2031
Ipswich	25-34	F	0	18279
Ipswich	25-34	F	1	3981
Ipswich	25-34	M		3003
Ipswich	25-34	M	0	17505
Ipswich	25-34	M	1	2576
Ipswich	35-44	F		1619
Ipswich	35-44	F	0	15395
Ipswich	35-44	F	1	5056
Ipswich	35-44	M		2466
Ipswich	35-44	M	0	15996
Ipswich	35-44	M	1	3299
Ipswich	45-54	F		1583
Ipswich	45-54	F	0	15535
Ipswich	45-54	F	1	4153
Ipswich	45-54	M		1975
Ipswich	45-54	M	0	15545
Ipswich	45-54	M	1	3230
Ipswich	55-64	F		1272
Ipswich	55-64	F	0	12443
Ipswich	55-64	F	1	3289
Ipswich	55-64	M		1497
Ipswich	55-64	M	0	12819
Ipswich	55-64	M	1	2561
Ipswich	65-74	F		1166
Ipswich	65-74	F	0	8153
Ipswich	65-74	F	1	2481
Ipswich	65-74	M		1164
Ipswich	65-74	M	0	8323
Ipswich	65-74	M	1	1944
Ipswich	75-84	F		840
Ipswich	75-84	F	0	4330
Ipswich	75-84	F	1	949
Ipswich	75-84	M		722
Ipswich	75-84	M	0	3849
Ipswich	75-84	M	1	764
Ipswich	85+	F		491
Ipswich	85+	F	0	1933
Ipswich	85+	F	1	142
Ipswich	85+	M		257
Ipswich	85+	M	0	1191
Ipswich	85+	M	1	106
Logan - Beaudesert	15-19	F		966
Logan - Beaudesert	15-19	F	0	8166
Logan - Beaudesert	15-19	F	1	1707
Logan - Beaudesert	15-19	M		1021
Logan - Beaudesert	15-19	M	0	8978
Logan - Beaudesert	15-19	M	1	1484
Logan - Beaudesert	20-24	F		802
Logan - Beaudesert	20-24	F	0	8270
Logan - Beaudesert	20-24	F	1	1596
Logan - Beaudesert	20-24	M		844
Logan - Beaudesert	20-24	M	0	9055
Logan - Beaudesert	20-24	M	1	1176
Logan - Beaudesert	25-34	F		1630
Logan - Beaudesert	25-34	F	0	17555
Logan - Beaudesert	25-34	F	1	3463
Logan - Beaudesert	25-34	M		1713
Logan - Beaudesert	25-34	M	0	17502
Logan - Beaudesert	25-34	M	1	2232
Logan - Beaudesert	35-44	F		1461
Logan - Beaudesert	35-44	F	0	15789
Logan - Beaudesert	35-44	F	1	4676
Logan - Beaudesert	35-44	M		1562
Logan - Beaudesert	35-44	M	0	16425
Logan - Beaudesert	35-44	M	1	3073
Logan - Beaudesert	45-54	F		1464
Logan - Beaudesert	45-54	F	0	15807
Logan - Beaudesert	45-54	F	1	3833
Logan - Beaudesert	45-54	M		1530
Logan - Beaudesert	45-54	M	0	15545
Logan - Beaudesert	45-54	M	1	2765
Logan - Beaudesert	55-64	F		1297
Logan - Beaudesert	55-64	F	0	13651
Logan - Beaudesert	55-64	F	1	2991
Logan - Beaudesert	55-64	M		1223
Logan - Beaudesert	55-64	M	0	13416
Logan - Beaudesert	55-64	M	1	2211
Logan - Beaudesert	65-74	F		1069
Logan - Beaudesert	65-74	F	0	9440
Logan - Beaudesert	65-74	F	1	2220
Logan - Beaudesert	65-74	M		1075
Logan - Beaudesert	65-74	M	0	9583
Logan - Beaudesert	65-74	M	1	1703
Logan - Beaudesert	75-84	F		679
Logan - Beaudesert	75-84	F	0	4159
Logan - Beaudesert	75-84	F	1	666
Logan - Beaudesert	75-84	M		583
Logan - Beaudesert	75-84	M	0	3656
Logan - Beaudesert	75-84	M	1	600
Logan - Beaudesert	85+	F		284
Logan - Beaudesert	85+	F	0	1927
Logan - Beaudesert	85+	F	1	85
Logan - Beaudesert	85+	M		200
Logan - Beaudesert	85+	M	0	1131
Logan - Beaudesert	85+	M	1	58
Mackay - Isaac - Whitsunday	15-19	F		526
Mackay - Isaac - Whitsunday	15-19	F	0	3305
Mackay - Isaac - Whitsunday	15-19	F	1	980
Mackay - Isaac - Whitsunday	15-19	M		638
Mackay - Isaac - Whitsunday	15-19	M	0	3661
Mackay - Isaac - Whitsunday	15-19	M	1	835
Mackay - Isaac - Whitsunday	20-24	F		553
Mackay - Isaac - Whitsunday	20-24	F	0	3709
Mackay - Isaac - Whitsunday	20-24	F	1	778
Mackay - Isaac - Whitsunday	20-24	M		660
Mackay - Isaac - Whitsunday	20-24	M	0	3799
Mackay - Isaac - Whitsunday	20-24	M	1	621
Mackay - Isaac - Whitsunday	25-34	F		1206
Mackay - Isaac - Whitsunday	25-34	F	0	8545
Mackay - Isaac - Whitsunday	25-34	F	1	2515
Mackay - Isaac - Whitsunday	25-34	M		1887
Mackay - Isaac - Whitsunday	25-34	M	0	9017
Mackay - Isaac - Whitsunday	25-34	M	1	1546
Mackay - Isaac - Whitsunday	35-44	F		997
Mackay - Isaac - Whitsunday	35-44	F	0	6946
Mackay - Isaac - Whitsunday	35-44	F	1	3332
Mackay - Isaac - Whitsunday	35-44	M		1656
Mackay - Isaac - Whitsunday	35-44	M	0	8100
Mackay - Isaac - Whitsunday	35-44	M	1	2218
Mackay - Isaac - Whitsunday	45-54	F		1040
Mackay - Isaac - Whitsunday	45-54	F	0	7804
Mackay - Isaac - Whitsunday	45-54	F	1	2822
Mackay - Isaac - Whitsunday	45-54	M		1706
Mackay - Isaac - Whitsunday	45-54	M	0	8702
Mackay - Isaac - Whitsunday	45-54	M	1	2267
Mackay - Isaac - Whitsunday	55-64	F		867
Mackay - Isaac - Whitsunday	55-64	F	0	6840
Mackay - Isaac - Whitsunday	55-64	F	1	2105
Mackay - Isaac - Whitsunday	55-64	M		1376
Mackay - Isaac - Whitsunday	55-64	M	0	8000
Mackay - Isaac - Whitsunday	55-64	M	1	1765
Mackay - Isaac - Whitsunday	65-74	F		674
Mackay - Isaac - Whitsunday	65-74	F	0	3917
Mackay - Isaac - Whitsunday	65-74	F	1	1504
Mackay - Isaac - Whitsunday	65-74	M		850
Mackay - Isaac - Whitsunday	65-74	M	0	4890
Mackay - Isaac - Whitsunday	65-74	M	1	1087
Mackay - Isaac - Whitsunday	75-84	F		461
Mackay - Isaac - Whitsunday	75-84	F	0	2062
Mackay - Isaac - Whitsunday	75-84	F	1	604
Mackay - Isaac - Whitsunday	75-84	M		450
Mackay - Isaac - Whitsunday	75-84	M	0	2111
Mackay - Isaac - Whitsunday	75-84	M	1	390
Mackay - Isaac - Whitsunday	85+	F		192
Mackay - Isaac - Whitsunday	85+	F	0	1041
Mackay - Isaac - Whitsunday	85+	F	1	104
Mackay - Isaac - Whitsunday	85+	M		139
Mackay - Isaac - Whitsunday	85+	M	0	640
Mackay - Isaac - Whitsunday	85+	M	1	51
Moreton Bay - North	15-19	F		579
Moreton Bay - North	15-19	F	0	5476
Moreton Bay - North	15-19	F	1	1249
Moreton Bay - North	15-19	M		689
Moreton Bay - North	15-19	M	0	5959
Moreton Bay - North	15-19	M	1	1000
Moreton Bay - North	20-24	F		470
Moreton Bay - North	20-24	F	0	5306
Moreton Bay - North	20-24	F	1	958
Moreton Bay - North	20-24	M		662
Moreton Bay - North	20-24	M	0	5565
Moreton Bay - North	20-24	M	1	691
Moreton Bay - North	25-34	F		930
Moreton Bay - North	25-34	F	0	10410
Moreton Bay - North	25-34	F	1	2167
Moreton Bay - North	25-34	M		1284
Moreton Bay - North	25-34	M	0	10336
Moreton Bay - North	25-34	M	1	1299
Moreton Bay - North	35-44	F		998
Moreton Bay - North	35-44	F	0	10670
Moreton Bay - North	35-44	F	1	3349
Moreton Bay - North	35-44	M		1223
Moreton Bay - North	35-44	M	0	10727
Moreton Bay - North	35-44	M	1	1949
Moreton Bay - North	45-54	F		1004
Moreton Bay - North	45-54	F	0	12243
Moreton Bay - North	45-54	F	1	3127
Moreton Bay - North	45-54	M		1179
Moreton Bay - North	45-54	M	0	12008
Moreton Bay - North	45-54	M	1	2093
Moreton Bay - North	55-64	F		1106
Moreton Bay - North	55-64	F	0	11606
Moreton Bay - North	55-64	F	1	2906
Moreton Bay - North	55-64	M		1113
Moreton Bay - North	55-64	M	0	11043
Moreton Bay - North	55-64	M	1	1993
Moreton Bay - North	65-74	F		1223
Moreton Bay - North	65-74	F	0	9607
Moreton Bay - North	65-74	F	1	2923
Moreton Bay - North	65-74	M		1184
Moreton Bay - North	65-74	M	0	9460
Moreton Bay - North	65-74	M	1	2218
Moreton Bay - North	75-84	F		1130
Moreton Bay - North	75-84	F	0	4839
Moreton Bay - North	75-84	F	1	1068
Moreton Bay - North	75-84	M		852
Moreton Bay - North	75-84	M	0	4498
Moreton Bay - North	75-84	M	1	873
Moreton Bay - North	85+	F		1017
Moreton Bay - North	85+	F	0	2065
Moreton Bay - North	85+	F	1	142
Moreton Bay - North	85+	M		535
Moreton Bay - North	85+	M	0	1391
Moreton Bay - North	85+	M	1	125
Moreton Bay - South	15-19	F		352
Moreton Bay - South	15-19	F	0	4536
Moreton Bay - South	15-19	F	1	1461
Moreton Bay - South	15-19	M		349
Moreton Bay - South	15-19	M	0	5073
Moreton Bay - South	15-19	M	1	1196
Moreton Bay - South	20-24	F		298
Moreton Bay - South	20-24	F	0	4773
Moreton Bay - South	20-24	F	1	1087
Moreton Bay - South	20-24	M		343
Moreton Bay - South	20-24	M	0	5028
Moreton Bay - South	20-24	M	1	794
Moreton Bay - South	25-34	F		711
Moreton Bay - South	25-34	F	0	10734
Moreton Bay - South	25-34	F	1	2285
Moreton Bay - South	25-34	M		760
Moreton Bay - South	25-34	M	0	10276
Moreton Bay - South	25-34	M	1	1497
Moreton Bay - South	35-44	F		609
Moreton Bay - South	35-44	F	0	10588
Moreton Bay - South	35-44	F	1	3985
Moreton Bay - South	35-44	M		729
Moreton Bay - South	35-44	M	0	10913
Moreton Bay - South	35-44	M	1	2556
Moreton Bay - South	45-54	F		591
Moreton Bay - South	45-54	F	0	9841
Moreton Bay - South	45-54	F	1	3338
Moreton Bay - South	45-54	M		693
Moreton Bay - South	45-54	M	0	9915
Moreton Bay - South	45-54	M	1	2565
Moreton Bay - South	55-64	F		468
Moreton Bay - South	55-64	F	0	7724
Moreton Bay - South	55-64	F	1	2183
Moreton Bay - South	55-64	M		481
Moreton Bay - South	55-64	M	0	7530
Moreton Bay - South	55-64	M	1	1787
Moreton Bay - South	65-74	F		468
Moreton Bay - South	65-74	F	0	5268
Moreton Bay - South	65-74	F	1	1806
Moreton Bay - South	65-74	M		422
Moreton Bay - South	65-74	M	0	5120
Moreton Bay - South	65-74	M	1	1473
Moreton Bay - South	75-84	F		353
Moreton Bay - South	75-84	F	0	2126
Moreton Bay - South	75-84	F	1	478
Moreton Bay - South	75-84	M		277
Moreton Bay - South	75-84	M	0	1846
Moreton Bay - South	75-84	M	1	497
Moreton Bay - South	85+	F		309
Moreton Bay - South	85+	F	0	1030
Moreton Bay - South	85+	F	1	71
Moreton Bay - South	85+	M		149
Moreton Bay - South	85+	M	0	560
Moreton Bay - South	85+	M	1	50
Queensland - Outback	15-19	F		411
Queensland - Outback	15-19	F	0	1449
Queensland - Outback	15-19	F	1	401
Queensland - Outback	15-19	M		478
Queensland - Outback	15-19	M	0	1675
Queensland - Outback	15-19	M	1	382
Queensland - Outback	20-24	F		334
Queensland - Outback	20-24	F	0	1910
Queensland - Outback	20-24	F	1	492
Queensland - Outback	20-24	M		543
Queensland - Outback	20-24	M	0	1938
