SA4_NAME16	Age	IncomeTotPersonal.max	Sex	adults
Central Coast	25-34	21000	F	1230
Central Coast	25-34	21000	M	583
Central Coast	25-34	26250	F	1457
Central Coast	25-34	26250	M	660
Central Coast	25-34	34125	F	2152
Central Coast	25-34	34125	M	862
Central Coast	25-34	42000	F	2185
Central Coast	25-34	42000	M	1660
Central Coast	25-34	52500	F	2152
Central Coast	25-34	52500	M	2489
Central Coast	25-34	65625	F	1866
Central Coast	25-34	65625	M	2705
Central Coast	25-34	78750	F	1243
Central Coast	25-34	78750	M	1878
Central Coast	25-34	91875	F	816
Central Coast	25-34	91875	M	1556
Central Coast	25-34	105000	F	392
Central Coast	25-34	105000	M	894
Central Coast	25-34	157500	F	308
Central Coast	25-34	157500	M	976
Central Coast	25-34	Inf	F	80
Central Coast	25-34	Inf	M	273
Central Coast	35-44		F	1196
Central Coast	35-44		M	1292
Central Coast	35-44	0	F	1519
Central Coast	35-44	0	M	428
Central Coast	35-44	7875	F	791
Central Coast	35-44	7875	M	192
Central Coast	35-44	15750	F	1420
Central Coast	35-44	15750	M	627
Central Coast	35-44	21000	F	1398
Central Coast	35-44	21000	M	654
Central Coast	35-44	26250	F	1510
Central Coast	35-44	26250	M	702
Central Coast	35-44	34125	F	2208
Central Coast	35-44	34125	M	749
Central Coast	35-44	42000	F	2199
Central Coast	35-44	42000	M	1199
Central Coast	35-44	52500	F	2100
Central Coast	35-44	52500	M	1964
Central Coast	35-44	65625	F	1851
Central Coast	35-44	65625	M	2495
Central Coast	35-44	78750	F	1273
Central Coast	35-44	78750	M	1996
Central Coast	35-44	91875	F	1005
Central Coast	35-44	91875	M	1903
Central Coast	35-44	105000	F	773
Central Coast	35-44	105000	M	1503
Central Coast	35-44	157500	F	812
Central Coast	35-44	157500	M	2362
Central Coast	35-44	Inf	F	287
Central Coast	35-44	Inf	M	971
Central Coast	45-54		F	1441
Central Coast	45-54		M	1474
Central Coast	45-54	0	F	1569
Central Coast	45-54	0	M	620
Central Coast	45-54	7875	F	705
Central Coast	45-54	7875	M	226
Central Coast	45-54	15750	F	1444
Central Coast	45-54	15750	M	762
Central Coast	45-54	21000	F	1592
Central Coast	45-54	21000	M	873
Central Coast	45-54	26250	F	1875
Central Coast	45-54	26250	M	986
Central Coast	45-54	34125	F	2361
Central Coast	45-54	34125	M	934
Central Coast	45-54	42000	F	2455
Central Coast	45-54	42000	M	1387
Central Coast	45-54	52500	F	2511
Central Coast	45-54	52500	M	2200
Central Coast	45-54	65625	F	2124
Central Coast	45-54	65625	M	2619
Central Coast	45-54	78750	F	1329
Central Coast	45-54	78750	M	1964
Central Coast	45-54	91875	F	1135
Central Coast	45-54	91875	M	1912
Central Coast	45-54	105000	F	848
Central Coast	45-54	105000	M	1507
Central Coast	45-54	157500	F	845
Central Coast	45-54	157500	M	2351
Central Coast	45-54	Inf	F	333
Central Coast	45-54	Inf	M	1247
Central Coast	55-64		F	1492
Central Coast	55-64		M	1500
Central Coast	55-64	0	F	2257
Central Coast	55-64	0	M	929
Central Coast	55-64	7875	F	921
Central Coast	55-64	7875	M	375
Central Coast	55-64	15750	F	1981
Central Coast	55-64	15750	M	1094
Central Coast	55-64	21000	F	2334
Central Coast	55-64	21000	M	1479
Central Coast	55-64	26250	F	2263
Central Coast	55-64	26250	M	1406
Central Coast	55-64	34125	F	2171
Central Coast	55-64	34125	M	1327
Central Coast	55-64	42000	F	2058
Central Coast	55-64	42000	M	1480
Central Coast	55-64	52500	F	1989
Central Coast	55-64	52500	M	2041
Central Coast	55-64	65625	F	1674
Central Coast	55-64	65625	M	2396
Central Coast	55-64	78750	F	968
Central Coast	55-64	78750	M	1522
Central Coast	55-64	91875	F	793
Central Coast	55-64	91875	M	1342
Central Coast	55-64	105000	F	622
Central Coast	55-64	105000	M	945
Central Coast	55-64	157500	F	545
Central Coast	55-64	157500	M	1391
Central Coast	55-64	Inf	F	242
Central Coast	55-64	Inf	M	833
Central Coast	65-74		F	1814
Central Coast	65-74		M	1491
Central Coast	65-74	0	F	791
Central Coast	65-74	0	M	600
Central Coast	65-74	7875	F	550
Central Coast	65-74	7875	M	355
Central Coast	65-74	15750	F	1772
Central Coast	65-74	15750	M	1372
Central Coast	65-74	21000	F	4479
Central Coast	65-74	21000	M	3548
Central Coast	65-74	26250	F	4164
Central Coast	65-74	26250	M	2676
Central Coast	65-74	34125	F	2299
Central Coast	65-74	34125	M	1905
Central Coast	65-74	42000	F	1346
Central Coast	65-74	42000	M	1352
Central Coast	65-74	52500	F	716
Central Coast	65-74	52500	M	1185
Central Coast	65-74	65625	F	596
Central Coast	65-74	65625	M	1090
Central Coast	65-74	78750	F	278
Central Coast	65-74	78750	M	520
Central Coast	65-74	91875	F	175
Central Coast	65-74	91875	M	400
Central Coast	65-74	105000	F	103
Central Coast	65-74	105000	M	221
Central Coast	65-74	157500	F	133
Central Coast	65-74	157500	M	308
Central Coast	65-74	Inf	F	119
Central Coast	65-74	Inf	M	236
Central Coast	75-84		F	1852
Central Coast	75-84		M	1250
Central Coast	75-84	0	F	306
Central Coast	75-84	0	M	244
Central Coast	75-84	7875	F	197
Central Coast	75-84	7875	M	151
Central Coast	75-84	15750	F	904
Central Coast	75-84	15750	M	797
Central Coast	75-84	21000	F	2802
Central Coast	75-84	21000	M	2615
Central Coast	75-84	26250	F	3188
Central Coast	75-84	26250	M	1783
Central Coast	75-84	34125	F	1240
Central Coast	75-84	34125	M	1052
Central Coast	75-84	42000	F	619
Central Coast	75-84	42000	M	707
Central Coast	75-84	52500	F	373
Central Coast	75-84	52500	M	358
Central Coast	75-84	65625	F	213
Central Coast	75-84	65625	M	327
Central Coast	75-84	78750	F	61
Central Coast	75-84	78750	M	128
Central Coast	75-84	91875	F	61
Central Coast	75-84	91875	M	86
Central Coast	75-84	105000	F	29
Central Coast	75-84	105000	M	52
Central Coast	75-84	157500	F	53
Central Coast	75-84	157500	M	77
Central Coast	75-84	Inf	F	74
Central Coast	75-84	Inf	M	94
Central Coast	85+		F	1738
Central Coast	85+		M	819
Central Coast	85+	0	F	144
Central Coast	85+	0	M	80
Central Coast	85+	7875	F	83
Central Coast	85+	7875	M	54
Central Coast	85+	15750	F	360
Central Coast	85+	15750	M	270
Central Coast	85+	21000	F	863
Central Coast	85+	21000	M	826
Central Coast	85+	26250	F	1707
Central Coast	85+	26250	M	773
Central Coast	85+	34125	F	796
Central Coast	85+	34125	M	352
Central Coast	85+	42000	F	280
Central Coast	85+	42000	M	259
Central Coast	85+	52500	F	174
Central Coast	85+	52500	M	132
Central Coast	85+	65625	F	129
Central Coast	85+	65625	M	126
Central Coast	85+	78750	F	38
Central Coast	85+	78750	M	53
Central Coast	85+	91875	F	26
Central Coast	85+	91875	M	30
Central Coast	85+	105000	F	18
Central Coast	85+	105000	M	31
Central Coast	85+	157500	F	18
Central Coast	85+	157500	M	24
Central Coast	85+	Inf	F	33
Central Coast	85+	Inf	M	46
Central West	15-19		F	890
Central West	15-19		M	978
Central West	15-19	0	F	2430
Central West	15-19	0	M	2768
Central West	15-19	7875	F	1414
Central West	15-19	7875	M	1105
Central West	15-19	15750	F	688
Central West	15-19	15750	M	496
Central West	15-19	21000	F	292
Central West	15-19	21000	M	294
Central West	15-19	26250	F	274
Central West	15-19	26250	M	372
Central West	15-19	34125	F	217
Central West	15-19	34125	M	340
Central West	15-19	42000	F	113
Central West	15-19	42000	M	185
Central West	15-19	52500	F	49
Central West	15-19	52500	M	92
Central West	15-19	65625	F	9
Central West	15-19	65625	M	32
Central West	15-19	78750	M	10
Central West	15-19	91875	F	3
Central West	15-19	91875	M	4
Central West	15-19	105000	M	3
Central West	15-19	Inf	F	5
Central West	15-19	Inf	M	12
Central West	20-24		F	571
Central West	20-24		M	897
Central West	20-24	0	F	314
Central West	20-24	0	M	321
Central West	20-24	7875	F	314
Central West	20-24	7875	M	258
Central West	20-24	15750	F	757
Central West	20-24	15750	M	618
Central West	20-24	21000	F	480
Central West	20-24	21000	M	355
Central West	20-24	26250	F	550
Central West	20-24	26250	M	357
Central West	20-24	34125	F	760
Central West	20-24	34125	M	582
Central West	20-24	42000	F	755
Central West	20-24	42000	M	802
Central West	20-24	52500	F	512
Central West	20-24	52500	M	760
Central West	20-24	65625	F	340
Central West	20-24	65625	M	498
Central West	20-24	78750	F	152
Central West	20-24	78750	M	223
Central West	20-24	91875	F	47
Central West	20-24	91875	M	140
Central West	20-24	105000	F	16
Central West	20-24	105000	M	74
Central West	20-24	157500	F	12
Central West	20-24	157500	M	69
Central West	20-24	Inf	F	7
Central West	20-24	Inf	M	20
Central West	25-34		F	960
Central West	25-34		M	1565
Central West	25-34	0	F	744
Central West	25-34	0	M	242
Central West	25-34	7875	F	382
Central West	25-34	7875	M	128
Central West	25-34	15750	F	952
Central West	25-34	15750	M	585
Central West	25-34	21000	F	835
Central West	25-34	21000	M	381
Central West	25-34	26250	F	949
Central West	25-34	26250	M	415
Central West	25-34	34125	F	1334
Central West	25-34	34125	M	576
Central West	25-34	42000	F	1418
Central West	25-34	42000	M	973
Central West	25-34	52500	F	1127
Central West	25-34	52500	M	1444
Central West	25-34	65625	F	1103
Central West	25-34	65625	M	1503
Central West	25-34	78750	F	764
Central West	25-34	78750	M	1029
Central West	25-34	91875	F	470
Central West	25-34	91875	M	886
Central West	25-34	105000	F	222
Central West	25-34	105000	M	591
Central West	25-34	157500	F	221
Central West	25-34	157500	M	988
Central West	25-34	Inf	F	49
Central West	25-34	Inf	M	283
Central West	35-44		F	1047
Central West	35-44		M	1413
Central West	35-44	0	F	672
Central West	35-44	0	M	282
Central West	35-44	7875	F	404
Central West	35-44	7875	M	106
Central West	35-44	15750	F	783
Central West	35-44	15750	M	495
Central West	35-44	21000	F	884
Central West	35-44	21000	M	420
Central West	35-44	26250	F	963
Central West	35-44	26250	M	456
Central West	35-44	34125	F	1388
Central West	35-44	34125	M	537
Central West	35-44	42000	F	1301
Central West	35-44	42000	M	750
Central West	35-44	52500	F	1171
Central West	35-44	52500	M	1118
Central West	35-44	65625	F	1011
Central West	35-44	65625	M	1329
Central West	35-44	78750	F	665
Central West	35-44	78750	M	1002
Central West	35-44	91875	F	637
Central West	35-44	91875	M	942
Central West	35-44	105000	F	470
Central West	35-44	105000	M	824
Central West	35-44	157500	F	491
Central West	35-44	157500	M	1347
Central West	35-44	Inf	F	147
Central West	35-44	Inf	M	583
Central West	45-54		F	1268
Central West	45-54		M	1551
Central West	45-54	0	F	784
Central West	45-54	0	M	341
Central West	45-54	7875	F	389
Central West	45-54	7875	M	188
Central West	45-54	15750	F	869
Central West	45-54	15750	M	622
Central West	45-54	21000	F	1061
Central West	45-54	21000	M	710
Central West	45-54	26250	F	1113
Central West	45-54	26250	M	717
Central West	45-54	34125	F	1393
Central West	45-54	34125	M	650
Central West	45-54	42000	F	1441
Central West	45-54	42000	M	897
Central West	45-54	52500	F	1373
Central West	45-54	52500	M	1346
Central West	45-54	65625	F	1216
Central West	45-54	65625	M	1423
Central West	45-54	78750	F	828
Central West	45-54	78750	M	1037
Central West	45-54	91875	F	661
Central West	45-54	91875	M	989
Central West	45-54	105000	F	511
Central West	45-54	105000	M	840
Central West	45-54	157500	F	544
Central West	45-54	157500	M	1371
Central West	45-54	Inf	F	197
Central West	45-54	Inf	M	663
Central West	55-64		F	1287
Central West	55-64		M	1431
Central West	55-64	0	F	1213
Central West	55-64	0	M	623
Central West	55-64	7875	F	505
Central West	55-64	7875	M	291
Central West	55-64	15750	F	1259
Central West	55-64	15750	M	869
Central West	55-64	21000	F	1419
Central West	55-64	21000	M	1021
Central West	55-64	26250	F	1226
Central West	55-64	26250	M	994
Central West	55-64	34125	F	1220
Central West	55-64	34125	M	881
Central West	55-64	42000	F	1119
Central West	55-64	42000	M	1074
Central West	55-64	52500	F	1077
Central West	55-64	52500	M	1350
Central West	55-64	65625	F	955
Central West	55-64	65625	M	1372
Central West	55-64	78750	F	575
Central West	55-64	78750	M	929
Central West	55-64	91875	F	546
Central West	55-64	91875	M	803
Central West	55-64	105000	F	399
Central West	55-64	105000	M	553
Central West	55-64	157500	F	375
Central West	55-64	157500	M	797
Central West	55-64	Inf	F	159
Central West	55-64	Inf	M	458
Central West	65-74		F	1445
Central West	65-74		M	1430
Central West	65-74	0	F	441
Central West	65-74	0	M	402
Central West	65-74	7875	F	328
Central West	65-74	7875	M	234
Central West	65-74	15750	F	1117
Central West	65-74	15750	M	996
Central West	65-74	21000	F	2526
Central West	65-74	21000	M	2162
Central West	65-74	26250	F	2149
Central West	65-74	26250	M	1775
Central West	65-74	34125	F	1103
Central West	65-74	34125	M	1072
Central West	65-74	42000	F	693
Central West	65-74	42000	M	842
Central West	65-74	52500	F	473
Central West	65-74	52500	M	697
Central West	65-74	65625	F	367
Central West	65-74	65625	M	669
Central West	65-74	78750	F	155
Central West	65-74	78750	M	324
Central West	65-74	91875	F	111
Central West	65-74	91875	M	208
Central West	65-74	105000	F	91
Central West	65-74	105000	M	137
Central West	65-74	157500	F	87
Central West	65-74	157500	M	164
Central West	65-74	Inf	F	90
Central West	65-74	Inf	M	191
Central West	75-84		F	1133
Central West	75-84		M	917
Central West	75-84	0	F	216
Central West	75-84	0	M	144
Central West	75-84	7875	F	120
Central West	75-84	7875	M	110
Central West	75-84	15750	F	520
Central West	75-84	15750	M	501
Central West	75-84	21000	F	1484
Central West	75-84	21000	M	1503
Central West	75-84	26250	F	1741
Central West	75-84	26250	M	1036
Central West	75-84	34125	F	577
Central West	75-84	34125	M	512
Central West	75-84	42000	F	334
Central West	75-84	42000	M	404
Central West	75-84	52500	F	180
Central West	75-84	52500	M	211
Central West	75-84	65625	F	175
Central West	75-84	65625	M	208
Central West	75-84	78750	F	61
Central West	75-84	78750	M	72
Central West	75-84	91875	F	48
Central West	75-84	91875	M	54
Central West	75-84	105000	F	27
Central West	75-84	105000	M	38
Central West	75-84	157500	F	21
Central West	75-84	157500	M	37
Central West	75-84	Inf	F	43
Central West	75-84	Inf	M	60
Central West	85+		F	679
Central West	85+		M	333
Central West	85+	0	F	119
Central West	85+	0	M	76
Central West	85+	7875	F	55
Central West	85+	7875	M	28
Central West	85+	15750	F	167
Central West	85+	15750	M	121
Central West	85+	21000	F	575
Central West	85+	21000	M	439
Central West	85+	26250	F	919
Central West	85+	26250	M	385
Central West	85+	34125	F	355
Central West	85+	34125	M	154
Central West	85+	42000	F	133
Central West	85+	42000	M	103
Central West	85+	52500	F	105
Central West	85+	52500	M	66
Central West	85+	65625	F	70
Central West	85+	65625	M	41
Central West	85+	78750	F	15
Central West	85+	78750	M	20
Central West	85+	91875	F	14
Central West	85+	91875	M	25
Central West	85+	105000	F	14
Central West	85+	105000	M	14
Central West	85+	157500	F	13
Central West	85+	157500	M	13
Central West	85+	Inf	F	22
Central West	85+	Inf	M	16
Coffs Harbour - Grafton	15-19		F	485
Coffs Harbour - Grafton	15-19		M	514
Coffs Harbour - Grafton	15-19	0	F	1336
Coffs Harbour - Grafton	15-19	0	M	1626
Coffs Harbour - Grafton	15-19	7875	F	1027
Coffs Harbour - Grafton	15-19	7875	M	899
Coffs Harbour - Grafton	15-19	15750	F	475
Coffs Harbour - Grafton	15-19	15750	M	416
Coffs Harbour - Grafton	15-19	21000	F	185
Coffs Harbour - Grafton	15-19	21000	M	185
Coffs Harbour - Grafton	15-19	26250	F	168
Coffs Harbour - Grafton	15-19	26250	M	202
Coffs Harbour - Grafton	15-19	34125	F	125
Coffs Harbour - Grafton	15-19	34125	M	175
Coffs Harbour - Grafton	15-19	42000	F	32
Coffs Harbour - Grafton	15-19	42000	M	74
Coffs Harbour - Grafton	15-19	52500	F	19
Coffs Harbour - Grafton	15-19	52500	M	38
Coffs Harbour - Grafton	15-19	65625	F	8
Coffs Harbour - Grafton	15-19	65625	M	14
Coffs Harbour - Grafton	15-19	78750	M	6
Coffs Harbour - Grafton	15-19	91875	M	4
Coffs Harbour - Grafton	15-19	Inf	F	3
Coffs Harbour - Grafton	20-24		F	263
Coffs Harbour - Grafton	20-24		M	336
Coffs Harbour - Grafton	20-24	0	F	165
Coffs Harbour - Grafton	20-24	0	M	181
Coffs Harbour - Grafton	20-24	7875	F	145
Coffs Harbour - Grafton	20-24	7875	M	154
Coffs Harbour - Grafton	20-24	15750	F	439
Coffs Harbour - Grafton	20-24	15750	M	400
Coffs Harbour - Grafton	20-24	21000	F	314
Coffs Harbour - Grafton	20-24	21000	M	228
Coffs Harbour - Grafton	20-24	26250	F	355
Coffs Harbour - Grafton	20-24	26250	M	279
