SA4_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Capital Region	Italian	0	0	1884
Capital Region	Italian	0	1	619
Capital Region	Italian	1	0	230
Capital Region	Italian	1	1	2222
Capital Region	Korean	0	0	183
Capital Region	Korean	0	1	9
Capital Region	Korean	1	0	11
Capital Region	Korean	1	1	15
Capital Region	Lebanese			7
Capital Region	Lebanese	0	0	325
Capital Region	Lebanese	0	1	85
Capital Region	Lebanese	1	0	41
Capital Region	Lebanese	1	1	172
Capital Region	Macedonian			14
Capital Region	Macedonian	0	0	946
Capital Region	Macedonian	0	1	137
Capital Region	Macedonian	1	0	67
Capital Region	Macedonian	1	1	173
Capital Region	Maltese			16
Capital Region	Maltese	0	0	457
Capital Region	Maltese	0	1	152
Capital Region	Maltese	1	0	67
Capital Region	Maltese	1	1	388
Capital Region	Maori			14
Capital Region	Maori	0	0	405
Capital Region	Maori	0	1	104
Capital Region	Maori	1	0	66
Capital Region	Maori	1	1	104
Capital Region	NZ			15
Capital Region	NZ	0	0	623
Capital Region	NZ	0	1	267
Capital Region	NZ	1	0	231
Capital Region	NZ	1	1	176
Capital Region	(Other)			146
Capital Region	(Other)	0	0	6618
Capital Region	(Other)	0	1	1210
Capital Region	(Other)	1	0	928
Capital Region	(Other)	1	1	2141
Capital Region	Polish			15
Capital Region	Polish	0	0	734
Capital Region	Polish	0	1	138
Capital Region	Polish	1	0	96
Capital Region	Polish	1	1	345
Capital Region	Russian			3
Capital Region	Russian	0	0	311
Capital Region	Russian	0	1	52
Capital Region	Russian	1	0	42
Capital Region	Russian	1	1	149
Capital Region	Scottish			323
Capital Region	Scottish	0	0	3053
Capital Region	Scottish	0	1	1721
Capital Region	Scottish	1	0	1278
Capital Region	Scottish	1	1	16645
Capital Region	Serbian			14
Capital Region	Serbian	0	0	413
Capital Region	Serbian	0	1	56
Capital Region	Serbian	1	0	53
Capital Region	Serbian	1	1	77
Capital Region	South African	0	0	268
Capital Region	South African	0	1	83
Capital Region	South African	1	0	50
Capital Region	South African	1	1	39
Capital Region	Spanish			14
Capital Region	Spanish	0	0	352
Capital Region	Spanish	0	1	36
Capital Region	Spanish	1	0	35
Capital Region	Spanish	1	1	158
Capital Region	Sri Lankan	0	0	143
Capital Region	Sri Lankan	0	1	15
Capital Region	Sri Lankan	1	0	15
Capital Region	Sri Lankan	1	1	19
Capital Region	Turkish	0	0	85
Capital Region	Turkish	0	1	15
Capital Region	Turkish	1	0	3
Capital Region	Vietnamese	0	0	219
Capital Region	Vietnamese	0	1	11
Capital Region	Vietnamese	1	0	8
Capital Region	Vietnamese	1	1	7
Capital Region	Welsh			21
Capital Region	Welsh	0	0	498
Capital Region	Welsh	0	1	172
Capital Region	Welsh	1	0	92
Capital Region	Welsh	1	1	668
Central Coast				16527
Central Coast		0	0	575
Central Coast		0	1	189
Central Coast		1	0	147
Central Coast		1	1	2249
Central Coast	Australian			2463
Central Coast	Australian		1	109393
Central Coast	Australian	0	0	1684
Central Coast	Australian	0	1	13931
Central Coast	Australian	1	0	9672
Central Coast	Australian Aboriginal			32
Central Coast	Australian Aboriginal	0	0	6
Central Coast	Australian Aboriginal	0	1	81
Central Coast	Australian Aboriginal	1	0	39
Central Coast	Australian Aboriginal	1	1	1275
Central Coast	Chinese			42
Central Coast	Chinese	0	0	2920
Central Coast	Chinese	0	1	203
Central Coast	Chinese	1	0	256
Central Coast	Chinese	1	1	743
Central Coast	Croatian			9
Central Coast	Croatian	0	0	523
Central Coast	Croatian	0	1	152
Central Coast	Croatian	1	0	79
Central Coast	Croatian	1	1	274
Central Coast	Dutch			43
Central Coast	Dutch	0	0	2099
Central Coast	Dutch	0	1	658
Central Coast	Dutch	1	0	396
Central Coast	Dutch	1	1	1289
Central Coast	English			2368
Central Coast	English	0	0	24285
Central Coast	English	0	1	12726
Central Coast	English	1	0	8978
Central Coast	English	1	1	94025
Central Coast	Filipino			38
Central Coast	Filipino	0	0	1778
Central Coast	Filipino	0	1	106
Central Coast	Filipino	1	0	456
Central Coast	Filipino	1	1	89
Central Coast	French			28
Central Coast	French	0	0	789
Central Coast	French	0	1	169
Central Coast	French	1	0	129
Central Coast	French	1	1	896
Central Coast	German			165
Central Coast	German	0	0	2605
Central Coast	German	0	1	951
Central Coast	German	1	0	604
Central Coast	German	1	1	6834
Central Coast	Greek			15
Central Coast	Greek	0	0	1029
Central Coast	Greek	0	1	331
Central Coast	Greek	1	0	136
Central Coast	Greek	1	1	846
Central Coast	Hungarian			8
Central Coast	Hungarian	0	0	486
Central Coast	Hungarian	0	1	129
Central Coast	Hungarian	1	0	55
Central Coast	Hungarian	1	1	175
Central Coast	Indian			6
Central Coast	Indian	0	0	1861
Central Coast	Indian	0	1	135
Central Coast	Indian	1	0	94
Central Coast	Indian	1	1	149
Central Coast	Irish			579
Central Coast	Irish	0	0	5234
Central Coast	Irish	0	1	3057
Central Coast	Irish	1	0	1916
Central Coast	Irish	1	1	31464
Central Coast	Italian			112
Central Coast	Italian	0	0	2717
Central Coast	Italian	0	1	1141
Central Coast	Italian	1	0	406
Central Coast	Italian	1	1	3859
Central Coast	Korean			3
Central Coast	Korean	0	0	695
Central Coast	Korean	0	1	11
Central Coast	Korean	1	0	38
Central Coast	Korean	1	1	17
Central Coast	Lebanese			6
Central Coast	Lebanese	0	0	410
Central Coast	Lebanese	0	1	168
Central Coast	Lebanese	1	0	63
Central Coast	Lebanese	1	1	263
Central Coast	Macedonian	0	0	83
Central Coast	Macedonian	0	1	24
Central Coast	Macedonian	1	0	7
Central Coast	Macedonian	1	1	33
Central Coast	Maltese			46
Central Coast	Maltese	0	0	1401
Central Coast	Maltese	0	1	411
Central Coast	Maltese	1	0	210
Central Coast	Maltese	1	1	1210
Central Coast	Maori			22
Central Coast	Maori	0	0	1103
Central Coast	Maori	0	1	330
Central Coast	Maori	1	0	221
Central Coast	Maori	1	1	226
Central Coast	NZ			27
Central Coast	NZ	0	0	1483
Central Coast	NZ	0	1	803
Central Coast	NZ	1	0	521
Central Coast	NZ	1	1	438
Central Coast	(Other)			200
Central Coast	(Other)	0	0	10129
Central Coast	(Other)	0	1	2613
Central Coast	(Other)	1	0	1771
Central Coast	(Other)	1	1	3444
Central Coast	Polish			20
Central Coast	Polish	0	0	928
Central Coast	Polish	0	1	225
Central Coast	Polish	1	0	141
Central Coast	Polish	1	1	449
Central Coast	Russian			6
Central Coast	Russian	0	0	697
Central Coast	Russian	0	1	94
Central Coast	Russian	1	0	96
Central Coast	Russian	1	1	206
Central Coast	Scottish			479
Central Coast	Scottish	0	0	5767
Central Coast	Scottish	0	1	3105
Central Coast	Scottish	1	0	2118
Central Coast	Scottish	1	1	22431
Central Coast	Serbian			5
Central Coast	Serbian	0	0	258
Central Coast	Serbian	0	1	36
Central Coast	Serbian	1	0	15
Central Coast	Serbian	1	1	83
Central Coast	South African			11
Central Coast	South African	0	0	1014
Central Coast	South African	0	1	187
Central Coast	South African	1	0	140
Central Coast	South African	1	1	92
Central Coast	Spanish			9
Central Coast	Spanish	0	0	1069
Central Coast	Spanish	0	1	101
Central Coast	Spanish	1	0	70
Central Coast	Spanish	1	1	377
Central Coast	Sri Lankan			4
Central Coast	Sri Lankan	0	0	211
Central Coast	Sri Lankan	0	1	44
Central Coast	Sri Lankan	1	0	29
Central Coast	Sri Lankan	1	1	33
Central Coast	Turkish	0	0	169
Central Coast	Turkish	0	1	40
Central Coast	Turkish	1	0	21
Central Coast	Turkish	1	1	29
Central Coast	Vietnamese			3
Central Coast	Vietnamese	0	0	336
Central Coast	Vietnamese	0	1	13
Central Coast	Vietnamese	1	0	45
Central Coast	Vietnamese	1	1	18
Central Coast	Welsh			21
Central Coast	Welsh	0	0	952
Central Coast	Welsh	0	1	276
Central Coast	Welsh	1	0	191
Central Coast	Welsh	1	1	1049
Central West				16453
Central West		0	0	248
Central West		0	1	75
Central West		1	0	68
Central West		1	1	2279
Central West	Australian			1853
Central West	Australian		1	82447
Central West	Australian	0	0	544
Central West	Australian	0	1	4973
Central West	Australian	1	0	3639
Central West	Australian Aboriginal			30
Central West	Australian Aboriginal	0	0	3
Central West	Australian Aboriginal	0	1	36
Central West	Australian Aboriginal	1	0	19
Central West	Australian Aboriginal	1	1	1248
Central West	Chinese			23
Central West	Chinese	0	0	911
Central West	Chinese	0	1	54
Central West	Chinese	1	0	60
Central West	Chinese	1	1	413
Central West	Croatian			6
Central West	Croatian	0	0	205
Central West	Croatian	0	1	57
Central West	Croatian	1	0	15
Central West	Croatian	1	1	86
Central West	Dutch			26
Central West	Dutch	0	0	957
Central West	Dutch	0	1	343
Central West	Dutch	1	0	219
Central West	Dutch	1	1	790
Central West	English			1702
Central West	English	0	0	6478
Central West	English	0	1	4616
Central West	English	1	0	3476
Central West	English	1	1	67556
Central West	Filipino			35
Central West	Filipino	0	0	721
Central West	Filipino	0	1	19
Central West	Filipino	1	0	193
Central West	Filipino	1	1	43
Central West	French			6
Central West	French	0	0	185
Central West	French	0	1	59
Central West	French	1	0	32
Central West	French	1	1	504
Central West	German			141
Central West	German	0	0	1124
Central West	German	0	1	437
Central West	German	1	0	334
Central West	German	1	1	5435
Central West	Greek			20
Central West	Greek	0	0	253
Central West	Greek	0	1	91
Central West	Greek	1	0	32
Central West	Greek	1	1	337
Central West	Hungarian			4
Central West	Hungarian	0	0	190
Central West	Hungarian	0	1	44
Central West	Hungarian	1	0	17
Central West	Hungarian	1	1	85
Central West	Indian			6
Central West	Indian	0	0	1029
Central West	Indian	0	1	41
Central West	Indian	1	0	24
Central West	Indian	1	1	43
Central West	Irish			426
Central West	Irish	0	0	1285
Central West	Irish	0	1	1117
Central West	Irish	1	0	686
Central West	Irish	1	1	23044
Central West	Italian			33
Central West	Italian	0	0	825
Central West	Italian	0	1	383
Central West	Italian	1	0	164
Central West	Italian	1	1	1835
Central West	Korean	0	0	135
Central West	Korean	0	1	11
Central West	Korean	1	0	14
Central West	Korean	1	1	14
Central West	Lebanese			11
Central West	Lebanese	0	0	164
Central West	Lebanese	0	1	58
Central West	Lebanese	1	0	23
Central West	Lebanese	1	1	157
Central West	Macedonian	0	0	42
Central West	Macedonian	0	1	17
Central West	Macedonian	1	0	5
Central West	Macedonian	1	1	6
Central West	Maltese			7
Central West	Maltese	0	0	260
Central West	Maltese	0	1	108
Central West	Maltese	1	0	75
Central West	Maltese	1	1	346
Central West	Maori			12
Central West	Maori	0	0	288
Central West	Maori	0	1	115
Central West	Maori	1	0	68
Central West	Maori	1	1	102
Central West	NZ			4
Central West	NZ	0	0	443
Central West	NZ	0	1	230
Central West	NZ	1	0	190
Central West	NZ	1	1	204
Central West	(Other)			89
Central West	(Other)	0	0	3844
Central West	(Other)	0	1	840
Central West	(Other)	1	0	513
Central West	(Other)	1	1	1641
Central West	Polish			14
Central West	Polish	0	0	392
Central West	Polish	0	1	108
Central West	Polish	1	0	53
Central West	Polish	1	1	260
Central West	Russian	0	0	174
Central West	Russian	0	1	43
Central West	Russian	1	0	41
Central West	Russian	1	1	105
Central West	Scottish			326
Central West	Scottish	0	0	1759
Central West	Scottish	0	1	1213
Central West	Scottish	1	0	899
Central West	Scottish	1	1	15822
Central West	Serbian			6
Central West	Serbian	0	0	92
Central West	Serbian	0	1	16
Central West	Serbian	1	0	16
Central West	Serbian	1	1	29
Central West	South African			3
Central West	South African	0	0	300
Central West	South African	0	1	41
Central West	South African	1	0	50
Central West	South African	1	1	23
Central West	Spanish			7
Central West	Spanish	0	0	204
Central West	Spanish	0	1	16
Central West	Spanish	1	0	12
Central West	Spanish	1	1	130
Central West	Sri Lankan			3
Central West	Sri Lankan	0	0	114
Central West	Sri Lankan	0	1	10
Central West	Sri Lankan	1	0	9
Central West	Sri Lankan	1	1	20
Central West	Turkish	0	0	38
Central West	Turkish	0	1	10
Central West	Turkish	1	1	7
Central West	Vietnamese	0	0	193
Central West	Vietnamese	0	1	3
Central West	Vietnamese	1	0	18
Central West	Vietnamese	1	1	6
Central West	Welsh			17
Central West	Welsh	0	0	260
Central West	Welsh	0	1	125
Central West	Welsh	1	0	81
Central West	Welsh	1	1	576
Coffs Harbour - Grafton				8992
Coffs Harbour - Grafton		0	0	256
Coffs Harbour - Grafton		0	1	78
Coffs Harbour - Grafton		1	0	46
Coffs Harbour - Grafton		1	1	1371
Coffs Harbour - Grafton	Australian			1036
Coffs Harbour - Grafton	Australian		1	48608
Coffs Harbour - Grafton	Australian	0	0	557
Coffs Harbour - Grafton	Australian	0	1	4239
Coffs Harbour - Grafton	Australian	1	0	2997
Coffs Harbour - Grafton	Australian Aboriginal			20
Coffs Harbour - Grafton	Australian Aboriginal	0	0	3
Coffs Harbour - Grafton	Australian Aboriginal	0	1	41
Coffs Harbour - Grafton	Australian Aboriginal	1	0	14
Coffs Harbour - Grafton	Australian Aboriginal	1	1	1004
Coffs Harbour - Grafton	Chinese			13
Coffs Harbour - Grafton	Chinese	0	0	545
Coffs Harbour - Grafton	Chinese	0	1	74
Coffs Harbour - Grafton	Chinese	1	0	67
Coffs Harbour - Grafton	Chinese	1	1	262
Coffs Harbour - Grafton	Croatian	0	0	90
Coffs Harbour - Grafton	Croatian	0	1	24
Coffs Harbour - Grafton	Croatian	1	0	11
Coffs Harbour - Grafton	Croatian	1	1	50
Coffs Harbour - Grafton	Dutch			15
Coffs Harbour - Grafton	Dutch	0	0	927
Coffs Harbour - Grafton	Dutch	0	1	284
Coffs Harbour - Grafton	Dutch	1	0	157
Coffs Harbour - Grafton	Dutch	1	1	465
Coffs Harbour - Grafton	English			1100
Coffs Harbour - Grafton	English	0	0	7161
Coffs Harbour - Grafton	English	0	1	3952
Coffs Harbour - Grafton	English	1	0	2878
Coffs Harbour - Grafton	English	1	1	42294
Coffs Harbour - Grafton	Filipino			17
Coffs Harbour - Grafton	Filipino	0	0	433
Coffs Harbour - Grafton	Filipino	0	1	13
Coffs Harbour - Grafton	Filipino	1	0	133
Coffs Harbour - Grafton	Filipino	1	1	29
Coffs Harbour - Grafton	French			8
Coffs Harbour - Grafton	French	0	0	257
Coffs Harbour - Grafton	French	0	1	49
Coffs Harbour - Grafton	French	1	0	41
Coffs Harbour - Grafton	French	1	1	365
Coffs Harbour - Grafton	German			79
Coffs Harbour - Grafton	German	0	0	1127
Coffs Harbour - Grafton	German	0	1	351
Coffs Harbour - Grafton	German	1	0	262
Coffs Harbour - Grafton	German	1	1	4215
Coffs Harbour - Grafton	Greek			9
Coffs Harbour - Grafton	Greek	0	0	131
Coffs Harbour - Grafton	Greek	0	1	86
Coffs Harbour - Grafton	Greek	1	0	18
Coffs Harbour - Grafton	Greek	1	1	213
Coffs Harbour - Grafton	Hungarian	0	0	157
Coffs Harbour - Grafton	Hungarian	0	1	36
Coffs Harbour - Grafton	Hungarian	1	0	19
Coffs Harbour - Grafton	Hungarian	1	1	61
Coffs Harbour - Grafton	Indian			13
Coffs Harbour - Grafton	Indian	0	0	1269
Coffs Harbour - Grafton	Indian	0	1	72
Coffs Harbour - Grafton	Indian	1	0	101
Coffs Harbour - Grafton	Indian	1	1	84
Coffs Harbour - Grafton	Irish			272
Coffs Harbour - Grafton	Irish	0	0	1429
Coffs Harbour - Grafton	Irish	0	1	920
Coffs Harbour - Grafton	Irish	1	0	580
Coffs Harbour - Grafton	Irish	1	1	14237
Coffs Harbour - Grafton	Italian			40
Coffs Harbour - Grafton	Italian	0	0	575
Coffs Harbour - Grafton	Italian	0	1	277
Coffs Harbour - Grafton	Italian	1	0	89
Coffs Harbour - Grafton	Italian	1	1	1447
Coffs Harbour - Grafton	Korean	0	0	56
Coffs Harbour - Grafton	Korean	0	1	3
Coffs Harbour - Grafton	Korean	1	0	4
Coffs Harbour - Grafton	Korean	1	1	13
Coffs Harbour - Grafton	Lebanese	0	0	46
Coffs Harbour - Grafton	Lebanese	0	1	17
Coffs Harbour - Grafton	Lebanese	1	0	10
Coffs Harbour - Grafton	Lebanese	1	1	73
Coffs Harbour - Grafton	Macedonian	0	0	20
Coffs Harbour - Grafton	Macedonian	0	1	3
Coffs Harbour - Grafton	Macedonian	1	1	9
Coffs Harbour - Grafton	Maltese			6
Coffs Harbour - Grafton	Maltese	0	0	160
Coffs Harbour - Grafton	Maltese	0	1	57
Coffs Harbour - Grafton	Maltese	1	0	42
Coffs Harbour - Grafton	Maltese	1	1	193
Coffs Harbour - Grafton	Maori			3
Coffs Harbour - Grafton	Maori	0	0	226
Coffs Harbour - Grafton	Maori	0	1	78
Coffs Harbour - Grafton	Maori	1	0	48
Coffs Harbour - Grafton	Maori	1	1	73
Coffs Harbour - Grafton	NZ			10
Coffs Harbour - Grafton	NZ	0	0	373
Coffs Harbour - Grafton	NZ	0	1	229
Coffs Harbour - Grafton	NZ	1	0	154
Coffs Harbour - Grafton	NZ	1	1	127
Coffs Harbour - Grafton	(Other)			96
Coffs Harbour - Grafton	(Other)	0	0	4094
Coffs Harbour - Grafton	(Other)	0	1	750
Coffs Harbour - Grafton	(Other)	1	0	596
Coffs Harbour - Grafton	(Other)	1	1	1376
Coffs Harbour - Grafton	Polish			7
Coffs Harbour - Grafton	Polish	0	0	295
Coffs Harbour - Grafton	Polish	0	1	70
Coffs Harbour - Grafton	Polish	1	0	41
Coffs Harbour - Grafton	Polish	1	1	150
Coffs Harbour - Grafton	Russian			3
Coffs Harbour - Grafton	Russian	0	0	135
Coffs Harbour - Grafton	Russian	0	1	32
Coffs Harbour - Grafton	Russian	1	0	20
Coffs Harbour - Grafton	Russian	1	1	67
Coffs Harbour - Grafton	Scottish			208
Coffs Harbour - Grafton	Scottish	0	0	1694
Coffs Harbour - Grafton	Scottish	0	1	1079
Coffs Harbour - Grafton	Scottish	1	0	761
Coffs Harbour - Grafton	Scottish	1	1	11527
Coffs Harbour - Grafton	Serbian	0	0	22
Coffs Harbour - Grafton	Serbian	0	1	3
Coffs Harbour - Grafton	Serbian	1	0	8
Coffs Harbour - Grafton	Serbian	1	1	11
Coffs Harbour - Grafton	South African	0	0	208
Coffs Harbour - Grafton	South African	0	1	43
Coffs Harbour - Grafton	South African	1	0	35
Coffs Harbour - Grafton	South African	1	1	22
Coffs Harbour - Grafton	Spanish			6
Coffs Harbour - Grafton	Spanish	0	0	202
Coffs Harbour - Grafton	Spanish	0	1	18
Coffs Harbour - Grafton	Spanish	1	0	35
Coffs Harbour - Grafton	Spanish	1	1	146
Coffs Harbour - Grafton	Sri Lankan	0	0	55
Coffs Harbour - Grafton	Sri Lankan	0	1	8
Coffs Harbour - Grafton	Sri Lankan	1	1	6
Coffs Harbour - Grafton	Turkish	0	0	35
Coffs Harbour - Grafton	Turkish	0	1	12
Coffs Harbour - Grafton	Turkish	1	1	7
Coffs Harbour - Grafton	Vietnamese			3
Coffs Harbour - Grafton	Vietnamese	0	0	79
Coffs Harbour - Grafton	Vietnamese	0	1	3
Coffs Harbour - Grafton	Vietnamese	1	0	11
Coffs Harbour - Grafton	Vietnamese	1	1	3
Coffs Harbour - Grafton	Welsh			4
Coffs Harbour - Grafton	Welsh	0	0	279
Coffs Harbour - Grafton	Welsh	0	1	90
Coffs Harbour - Grafton	Welsh	1	0	52
Coffs Harbour - Grafton	Welsh	1	1	428
Far West and Orana				10264
Far West and Orana		0	0	120
Far West and Orana		0	1	41
Far West and Orana		1	0	34
Far West and Orana		1	1	1434
Far West and Orana	Australian			1147
Far West and Orana	Australian		1	49475
Far West and Orana	Australian	0	0	225
Far West and Orana	Australian	0	1	2139
Far West and Orana	Australian	1	0	1472
Far West and Orana	Australian Aboriginal			112
Far West and Orana	Australian Aboriginal	0	0	4
Far West and Orana	Australian Aboriginal	0	1	40
Far West and Orana	Australian Aboriginal	1	0	13
Far West and Orana	Australian Aboriginal	1	1	2884
Far West and Orana	Chinese			8
Far West and Orana	Chinese	0	0	424
Far West and Orana	Chinese	0	1	22
Far West and Orana	Chinese	1	0	32
Far West and Orana	Chinese	1	1	297
Far West and Orana	Croatian	0	0	96
Far West and Orana	Croatian	0	1	13
Far West and Orana	Croatian	1	0	11
Far West and Orana	Croatian	1	1	55
Far West and Orana	Dutch			4
Far West and Orana	Dutch	0	0	338
Far West and Orana	Dutch	0	1	114
Far West and Orana	Dutch	1	0	94
Far West and Orana	Dutch	1	1	326
Far West and Orana	English			963
Far West and Orana	English	0	0	2121
Far West and Orana	English	0	1	1834
Far West and Orana	English	1	0	1327
Far West and Orana	English	1	1	35559
Far West and Orana	Filipino			17
Far West and Orana	Filipino	0	0	438
Far West and Orana	Filipino	0	1	13
Far West and Orana	Filipino	1	0	102
Far West and Orana	Filipino	1	1	22
Far West and Orana	French			9
Far West and Orana	French	0	0	86
Far West and Orana	French	0	1	17
Far West and Orana	French	1	0	25
Far West and Orana	French	1	1	265
Far West and Orana	German			66
Far West and Orana	German	0	0	474
Far West and Orana	German	0	1	197
Far West and Orana	German	1	0	127
Far West and Orana	German	1	1	3128
Far West and Orana	Greek			9
Far West and Orana	Greek	0	0	128
Far West and Orana	Greek	0	1	35
Far West and Orana	Greek	1	0	25
Far West and Orana	Greek	1	1	160
Far West and Orana	Hungarian			3
Far West and Orana	Hungarian	0	0	62
Far West and Orana	Hungarian	0	1	10
Far West and Orana	Hungarian	1	0	6
Far West and Orana	Hungarian	1	1	19
Far West and Orana	Indian			4
Far West and Orana	Indian	0	0	653
Far West and Orana	Indian	0	1	23
Far West and Orana	Indian	1	0	11
Far West and Orana	Indian	1	1	50
Far West and Orana	Irish			193
Far West and Orana	Irish	0	0	514
Far West and Orana	Irish	0	1	410
Far West and Orana	Irish	1	0	316
Far West and Orana	Irish	1	1	10954
Far West and Orana	Italian			22
Far West and Orana	Italian	0	0	326
Far West and Orana	Italian	0	1	165
Far West and Orana	Italian	1	0	56
Far West and Orana	Italian	1	1	984
Far West and Orana	Korean			3
Far West and Orana	Korean	0	0	72
Far West and Orana	Korean	0	1	3
Far West and Orana	Korean	1	0	4
Far West and Orana	Korean	1	1	5
Far West and Orana	Lebanese			3
Far West and Orana	Lebanese	0	0	66
Far West and Orana	Lebanese	0	1	23
Far West and Orana	Lebanese	1	0	11
Far West and Orana	Lebanese	1	1	76
Far West and Orana	Macedonian	0	0	14
Far West and Orana	Macedonian	0	1	3
Far West and Orana	Macedonian	1	1	8
Far West and Orana	Maltese			7
Far West and Orana	Maltese	0	0	121
Far West and Orana	Maltese	0	1	74
Far West and Orana	Maltese	1	0	29
Far West and Orana	Maltese	1	1	216
Far West and Orana	Maori			3
Far West and Orana	Maori	0	0	154
Far West and Orana	Maori	0	1	55
Far West and Orana	Maori	1	0	46
Far West and Orana	Maori	1	1	64
Far West and Orana	NZ			6
Far West and Orana	NZ	0	0	138
Far West and Orana	NZ	0	1	113
Far West and Orana	NZ	1	0	78
Far West and Orana	NZ	1	1	88
Far West and Orana	(Other)			60
Far West and Orana	(Other)	0	0	1940
Far West and Orana	(Other)	0	1	334
Far West and Orana	(Other)	1	0	231
Far West and Orana	(Other)	1	1	777
Far West and Orana	Polish			3
Far West and Orana	Polish	0	0	119
Far West and Orana	Polish	0	1	26
Far West and Orana	Polish	1	0	27
Far West and Orana	Polish	1	1	114
Far West and Orana	Russian	0	0	53
Far West and Orana	Russian	0	1	9
Far West and Orana	Russian	1	0	13
Far West and Orana	Russian	1	1	28
Far West and Orana	Scottish			145
Far West and Orana	Scottish	0	0	621
Far West and Orana	Scottish	0	1	481
Far West and Orana	Scottish	1	0	366
Far West and Orana	Scottish	1	1	8119
Far West and Orana	Serbian	0	0	65
Far West and Orana	Serbian	0	1	7
Far West and Orana	Serbian	1	0	5
Far West and Orana	Serbian	1	1	11
Far West and Orana	South African			5
Far West and Orana	South African	0	0	108
Far West and Orana	South African	0	1	12
Far West and Orana	South African	1	0	10
Far West and Orana	South African	1	1	12
Far West and Orana	Spanish			11
Far West and Orana	Spanish	0	0	56
Far West and Orana	Spanish	0	1	10
Far West and Orana	Spanish	1	0	3
Far West and Orana	Spanish	1	1	71
Far West and Orana	Sri Lankan			3
Far West and Orana	Sri Lankan	0	0	132
Far West and Orana	Sri Lankan	0	1	11
Far West and Orana	Sri Lankan	1	0	10
Far West and Orana	Sri Lankan	1	1	3
Far West and Orana	Turkish	0	0	15
Far West and Orana	Turkish	0	1	8
Far West and Orana	Vietnamese			4
Far West and Orana	Vietnamese	0	0	81
Far West and Orana	Vietnamese	0	1	5
Far West and Orana	Vietnamese	1	0	11
Far West and Orana	Welsh	0	0	78
Far West and Orana	Welsh	0	1	40
Far West and Orana	Welsh	1	0	24
Far West and Orana	Welsh	1	1	244
Hunter Valley exc Newcastle				16911
Hunter Valley exc Newcastle		0	0	276
Hunter Valley exc Newcastle		0	1	124
Hunter Valley exc Newcastle		1	0	78
Hunter Valley exc Newcastle		1	1	2548
Hunter Valley exc Newcastle	Australian			1921
Hunter Valley exc Newcastle	Australian		1	104661
Hunter Valley exc Newcastle	Australian	0	0	790
Hunter Valley exc Newcastle	Australian	0	1	7599
Hunter Valley exc Newcastle	Australian	1	0	5595
Hunter Valley exc Newcastle	Australian Aboriginal			18
Hunter Valley exc Newcastle	Australian Aboriginal	0	0	9
Hunter Valley exc Newcastle	Australian Aboriginal	0	1	57
Hunter Valley exc Newcastle	Australian Aboriginal	1	0	19
Hunter Valley exc Newcastle	Australian Aboriginal	1	1	1330
Hunter Valley exc Newcastle	Chinese			10
Hunter Valley exc Newcastle	Chinese	0	0	1000
Hunter Valley exc Newcastle	Chinese	0	1	67
Hunter Valley exc Newcastle	Chinese	1	0	97
Hunter Valley exc Newcastle	Chinese	1	1	395
