SA4_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Central West	35-44	1	0	1	F	471
Central West	35-44	1	0	1	M	278
Central West	35-44	1	1	0	F	7075
Central West	35-44	1	1	0	M	5862
Central West	35-44	1	1	1	F	385
Central West	35-44	1	1	1	M	183
Central West	45-54				F	1180
Central West	45-54				M	1478
Central West	45-54	0			F	7858
Central West	45-54	0			M	7964
Central West	45-54	1	0	1	F	1465
Central West	45-54	1	0	1	M	590
Central West	45-54	1	1	0	F	3014
Central West	45-54	1	1	0	M	3230
Central West	45-54	1	1	1	F	138
Central West	45-54	1	1	1	M	98
Central West	55-64				F	1188
Central West	55-64				M	1400
Central West	55-64	0			F	9027
Central West	55-64	0			M	10149
Central West	55-64	1	0	1	F	2849
Central West	55-64	1	0	1	M	1279
Central West	55-64	1	1	0	F	245
Central West	55-64	1	1	0	M	607
Central West	55-64	1	1	1	F	22
Central West	55-64	1	1	1	M	9
Central West	65-74				F	1305
Central West	65-74				M	1405
Central West	65-74	0			F	8049
Central West	65-74	0			M	8714
Central West	65-74	1	0	1	F	1716
Central West	65-74	1	0	1	M	1078
Central West	65-74	1	1	0	F	91
Central West	65-74	1	1	0	M	102
Central West	65-74	1	1	1	F	8
Central West	65-74	1	1	1	M	12
Central West	75-84				F	1183
Central West	75-84				M	948
Central West	75-84	0			F	5212
Central West	75-84	0			M	4622
Central West	75-84	1	0	1	F	278
Central West	75-84	1	0	1	M	209
Central West	75-84	1	1	0	F	20
Central West	75-84	1	1	0	M	27
Central West	75-84	1	1	1	F	4
Central West	75-84	1	1	1	M	3
Central West	85+				F	594
Central West	85+				M	368
Central West	85+	0			F	2605
Central West	85+	0			M	1429
Central West	85+	1	0	1	F	28
Central West	85+	1	0	1	M	11
Central West	85+	1	1	0	F	18
Central West	85+	1	1	0	M	20
Coffs Harbour - Grafton	15-19				F	447
Coffs Harbour - Grafton	15-19				M	500
Coffs Harbour - Grafton	15-19	0			F	3036
Coffs Harbour - Grafton	15-19	0			M	3417
Coffs Harbour - Grafton	15-19	1	0	1	F	328
Coffs Harbour - Grafton	15-19	1	0	1	M	212
Coffs Harbour - Grafton	15-19	1	1	0	F	49
Coffs Harbour - Grafton	15-19	1	1	0	M	20
Coffs Harbour - Grafton	15-19	1	1	1	F	4
Coffs Harbour - Grafton	15-19	1	1	1	M	3
Coffs Harbour - Grafton	20-24				F	234
Coffs Harbour - Grafton	20-24				M	323
Coffs Harbour - Grafton	20-24	0			F	1982
Coffs Harbour - Grafton	20-24	0			M	2491
Coffs Harbour - Grafton	20-24	1	0	1	F	251
Coffs Harbour - Grafton	20-24	1	0	1	M	141
Coffs Harbour - Grafton	20-24	1	1	0	F	478
Coffs Harbour - Grafton	20-24	1	1	0	M	209
Coffs Harbour - Grafton	20-24	1	1	1	F	15
Coffs Harbour - Grafton	20-24	1	1	1	M	3
Coffs Harbour - Grafton	25-34				F	485
Coffs Harbour - Grafton	25-34				M	622
Coffs Harbour - Grafton	25-34	0			F	2366
Coffs Harbour - Grafton	25-34	0			M	3276
Coffs Harbour - Grafton	25-34	1	0	1	F	343
Coffs Harbour - Grafton	25-34	1	0	1	M	225
Coffs Harbour - Grafton	25-34	1	1	0	F	3126
Coffs Harbour - Grafton	25-34	1	1	0	M	2038
Coffs Harbour - Grafton	25-34	1	1	1	F	217
Coffs Harbour - Grafton	25-34	1	1	1	M	66
Coffs Harbour - Grafton	35-44				F	514
Coffs Harbour - Grafton	35-44				M	603
Coffs Harbour - Grafton	35-44	0			F	2074
Coffs Harbour - Grafton	35-44	0			M	2628
Coffs Harbour - Grafton	35-44	1	0	1	F	297
Coffs Harbour - Grafton	35-44	1	0	1	M	172
Coffs Harbour - Grafton	35-44	1	1	0	F	4530
Coffs Harbour - Grafton	35-44	1	1	0	M	3454
Coffs Harbour - Grafton	35-44	1	1	1	F	277
Coffs Harbour - Grafton	35-44	1	1	1	M	132
Coffs Harbour - Grafton	45-54				F	716
Coffs Harbour - Grafton	45-54				M	735
Coffs Harbour - Grafton	45-54	0			F	5765
Coffs Harbour - Grafton	45-54	0			M	5201
Coffs Harbour - Grafton	45-54	1	0	1	F	865
Coffs Harbour - Grafton	45-54	1	0	1	M	354
Coffs Harbour - Grafton	45-54	1	1	0	F	2181
Coffs Harbour - Grafton	45-54	1	1	0	M	2159
Coffs Harbour - Grafton	45-54	1	1	1	F	116
Coffs Harbour - Grafton	45-54	1	1	1	M	78
Coffs Harbour - Grafton	55-64				F	813
Coffs Harbour - Grafton	55-64				M	934
Coffs Harbour - Grafton	55-64	0			F	7925
Coffs Harbour - Grafton	55-64	0			M	8099
Coffs Harbour - Grafton	55-64	1	0	1	F	1912
Coffs Harbour - Grafton	55-64	1	0	1	M	825
Coffs Harbour - Grafton	55-64	1	1	0	F	203
Coffs Harbour - Grafton	55-64	1	1	0	M	514
Coffs Harbour - Grafton	55-64	1	1	1	F	24
Coffs Harbour - Grafton	55-64	1	1	1	M	31
Coffs Harbour - Grafton	65-74				F	857
Coffs Harbour - Grafton	65-74				M	869
Coffs Harbour - Grafton	65-74	0			F	6753
Coffs Harbour - Grafton	65-74	0			M	7108
Coffs Harbour - Grafton	65-74	1	0	1	F	1160
Coffs Harbour - Grafton	65-74	1	0	1	M	738
Coffs Harbour - Grafton	65-74	1	1	0	F	50
Coffs Harbour - Grafton	65-74	1	1	0	M	85
Coffs Harbour - Grafton	65-74	1	1	1	F	6
Coffs Harbour - Grafton	65-74	1	1	1	M	5
Coffs Harbour - Grafton	75-84				F	894
Coffs Harbour - Grafton	75-84				M	697
Coffs Harbour - Grafton	75-84	0			F	4032
Coffs Harbour - Grafton	75-84	0			M	3676
Coffs Harbour - Grafton	75-84	1	0	1	F	199
Coffs Harbour - Grafton	75-84	1	0	1	M	154
Coffs Harbour - Grafton	75-84	1	1	0	F	14
Coffs Harbour - Grafton	75-84	1	1	0	M	20
Coffs Harbour - Grafton	75-84	1	1	1	M	4
Coffs Harbour - Grafton	85+				F	586
Coffs Harbour - Grafton	85+				M	320
Coffs Harbour - Grafton	85+	0			F	1916
Coffs Harbour - Grafton	85+	0			M	1192
Coffs Harbour - Grafton	85+	1	0	1	F	13
Coffs Harbour - Grafton	85+	1	0	1	M	11
Coffs Harbour - Grafton	85+	1	1	0	F	7
Coffs Harbour - Grafton	85+	1	1	0	M	6
Far West and Orana	15-19				F	434
Far West and Orana	15-19				M	499
Far West and Orana	15-19	0			F	2387
Far West and Orana	15-19	0			M	2677
Far West and Orana	15-19	1	0	1	F	273
Far West and Orana	15-19	1	0	1	M	140
Far West and Orana	15-19	1	1	0	F	67
Far West and Orana	15-19	1	1	0	M	20
Far West and Orana	15-19	1	1	1	F	6
Far West and Orana	15-19	1	1	1	M	3
Far West and Orana	20-24				F	334
Far West and Orana	20-24				M	492
Far West and Orana	20-24	0			F	1950
Far West and Orana	20-24	0			M	2346
Far West and Orana	20-24	1	0	1	F	248
Far West and Orana	20-24	1	0	1	M	146
Far West and Orana	20-24	1	1	0	F	623
Far West and Orana	20-24	1	1	0	M	282
Far West and Orana	20-24	1	1	1	F	23
Far West and Orana	20-24	1	1	1	M	8
Far West and Orana	25-34				F	726
Far West and Orana	25-34				M	1031
Far West and Orana	25-34	0			F	2676
Far West and Orana	25-34	0			M	3497
Far West and Orana	25-34	1	0	1	F	394
Far West and Orana	25-34	1	0	1	M	201
Far West and Orana	25-34	1	1	0	F	3214
Far West and Orana	25-34	1	1	0	M	2040
Far West and Orana	25-34	1	1	1	F	172
Far West and Orana	25-34	1	1	1	M	55
Far West and Orana	35-44				F	634
Far West and Orana	35-44				M	801
Far West and Orana	35-44	0			F	1880
Far West and Orana	35-44	0			M	2313
Far West and Orana	35-44	1	0	1	F	302
Far West and Orana	35-44	1	0	1	M	141
Far West and Orana	35-44	1	1	0	F	3436
Far West and Orana	35-44	1	1	0	M	2880
Far West and Orana	35-44	1	1	1	F	199
Far West and Orana	35-44	1	1	1	M	85
Far West and Orana	45-54				F	762
Far West and Orana	45-54				M	891
Far West and Orana	45-54	0			F	4432
Far West and Orana	45-54	0			M	4603
Far West and Orana	45-54	1	0	1	F	856
Far West and Orana	45-54	1	0	1	M	321
Far West and Orana	45-54	1	1	0	F	1423
Far West and Orana	45-54	1	1	0	M	1516
Far West and Orana	45-54	1	1	1	F	67
Far West and Orana	45-54	1	1	1	M	44
Far West and Orana	55-64				F	801
Far West and Orana	55-64				M	891
Far West and Orana	55-64	0			F	5155
Far West and Orana	55-64	0			M	5884
Far West and Orana	55-64	1	0	1	F	1462
Far West and Orana	55-64	1	0	1	M	654
Far West and Orana	55-64	1	1	0	F	157
Far West and Orana	55-64	1	1	0	M	283
Far West and Orana	55-64	1	1	1	F	8
Far West and Orana	55-64	1	1	1	M	5
Far West and Orana	65-74				F	733
Far West and Orana	65-74				M	800
Far West and Orana	65-74	0			F	4249
Far West and Orana	65-74	0			M	4740
Far West and Orana	65-74	1	0	1	F	749
Far West and Orana	65-74	1	0	1	M	469
Far West and Orana	65-74	1	1	0	F	34
Far West and Orana	65-74	1	1	0	M	45
Far West and Orana	75-84				F	636
Far West and Orana	75-84				M	510
Far West and Orana	75-84	0			F	2842
Far West and Orana	75-84	0			M	2473
Far West and Orana	75-84	1	0	1	F	157
Far West and Orana	75-84	1	0	1	M	101
Far West and Orana	75-84	1	1	0	F	7
Far West and Orana	75-84	1	1	0	M	9
Far West and Orana	75-84	1	1	1	F	4
Far West and Orana	85+				F	300
Far West and Orana	85+				M	205
Far West and Orana	85+	0			F	1393
Far West and Orana	85+	0			M	815
Far West and Orana	85+	1	0	1	F	13
Far West and Orana	85+	1	0	1	M	6
Far West and Orana	85+	1	1	0	F	7
Far West and Orana	85+	1	1	0	M	8
Hunter Valley exc Newcastle	15-19				F	755
Hunter Valley exc Newcastle	15-19				M	836
Hunter Valley exc Newcastle	15-19	0			F	6318
Hunter Valley exc Newcastle	15-19	0			M	7123
Hunter Valley exc Newcastle	15-19	1	0	1	F	773
Hunter Valley exc Newcastle	15-19	1	0	1	M	401
Hunter Valley exc Newcastle	15-19	1	1	0	F	132
Hunter Valley exc Newcastle	15-19	1	1	0	M	55
Hunter Valley exc Newcastle	15-19	1	1	1	F	8
Hunter Valley exc Newcastle	15-19	1	1	1	M	5
Hunter Valley exc Newcastle	20-24				F	482
Hunter Valley exc Newcastle	20-24				M	722
Hunter Valley exc Newcastle	20-24	0			F	5054
Hunter Valley exc Newcastle	20-24	0			M	6110
Hunter Valley exc Newcastle	20-24	1	0	1	F	618
Hunter Valley exc Newcastle	20-24	1	0	1	M	282
Hunter Valley exc Newcastle	20-24	1	1	0	F	1225
Hunter Valley exc Newcastle	20-24	1	1	0	M	522
Hunter Valley exc Newcastle	20-24	1	1	1	F	59
Hunter Valley exc Newcastle	20-24	1	1	1	M	14
Hunter Valley exc Newcastle	25-34				F	1100
Hunter Valley exc Newcastle	25-34				M	1566
Hunter Valley exc Newcastle	25-34	0			F	5529
Hunter Valley exc Newcastle	25-34	0			M	7673
Hunter Valley exc Newcastle	25-34	1	0	1	F	797
Hunter Valley exc Newcastle	25-34	1	0	1	M	513
Hunter Valley exc Newcastle	25-34	1	1	0	F	8147
Hunter Valley exc Newcastle	25-34	1	1	0	M	5591
Hunter Valley exc Newcastle	25-34	1	1	1	F	509
Hunter Valley exc Newcastle	25-34	1	1	1	M	188
Hunter Valley exc Newcastle	35-44				F	1023
Hunter Valley exc Newcastle	35-44				M	1467
Hunter Valley exc Newcastle	35-44	0			F	4135
Hunter Valley exc Newcastle	35-44	0			M	5500
Hunter Valley exc Newcastle	35-44	1	0	1	F	633
Hunter Valley exc Newcastle	35-44	1	0	1	M	415
Hunter Valley exc Newcastle	35-44	1	1	0	F	9984
Hunter Valley exc Newcastle	35-44	1	1	0	M	8497
Hunter Valley exc Newcastle	35-44	1	1	1	F	565
Hunter Valley exc Newcastle	35-44	1	1	1	M	253
Hunter Valley exc Newcastle	45-54				F	1191
Hunter Valley exc Newcastle	45-54				M	1436
Hunter Valley exc Newcastle	45-54	0			F	10351
Hunter Valley exc Newcastle	45-54	0			M	10351
Hunter Valley exc Newcastle	45-54	1	0	1	F	2121
Hunter Valley exc Newcastle	45-54	1	0	1	M	790
Hunter Valley exc Newcastle	45-54	1	1	0	F	3850
Hunter Valley exc Newcastle	45-54	1	1	0	M	4381
Hunter Valley exc Newcastle	45-54	1	1	1	F	187
Hunter Valley exc Newcastle	45-54	1	1	1	M	124
Hunter Valley exc Newcastle	55-64				F	1245
Hunter Valley exc Newcastle	55-64				M	1368
Hunter Valley exc Newcastle	55-64	0			F	11143
Hunter Valley exc Newcastle	55-64	0			M	12471
Hunter Valley exc Newcastle	55-64	1	0	1	F	4309
Hunter Valley exc Newcastle	55-64	1	0	1	M	2011
Hunter Valley exc Newcastle	55-64	1	1	0	F	285
Hunter Valley exc Newcastle	55-64	1	1	0	M	683
Hunter Valley exc Newcastle	55-64	1	1	1	F	29
Hunter Valley exc Newcastle	55-64	1	1	1	M	28
Hunter Valley exc Newcastle	65-74				F	1410
Hunter Valley exc Newcastle	65-74				M	1382
Hunter Valley exc Newcastle	65-74	0			F	9808
Hunter Valley exc Newcastle	65-74	0			M	10457
Hunter Valley exc Newcastle	65-74	1	0	1	F	2392
Hunter Valley exc Newcastle	65-74	1	0	1	M	1647
Hunter Valley exc Newcastle	65-74	1	1	0	F	78
Hunter Valley exc Newcastle	65-74	1	1	0	M	130
Hunter Valley exc Newcastle	65-74	1	1	1	F	16
Hunter Valley exc Newcastle	65-74	1	1	1	M	10
Hunter Valley exc Newcastle	75-84				F	1129
Hunter Valley exc Newcastle	75-84				M	952
Hunter Valley exc Newcastle	75-84	0			F	5803
Hunter Valley exc Newcastle	75-84	0			M	5156
Hunter Valley exc Newcastle	75-84	1	0	1	F	293
Hunter Valley exc Newcastle	75-84	1	0	1	M	278
Hunter Valley exc Newcastle	75-84	1	1	0	F	29
Hunter Valley exc Newcastle	75-84	1	1	0	M	33
Hunter Valley exc Newcastle	75-84	1	1	1	F	3
Hunter Valley exc Newcastle	75-84	1	1	1	M	6
Hunter Valley exc Newcastle	85+				F	612
Hunter Valley exc Newcastle	85+				M	336
Hunter Valley exc Newcastle	85+	0			F	2698
Hunter Valley exc Newcastle	85+	0			M	1517
Hunter Valley exc Newcastle	85+	1	0	1	F	16
Hunter Valley exc Newcastle	85+	1	0	1	M	16
Hunter Valley exc Newcastle	85+	1	1	0	F	19
Hunter Valley exc Newcastle	85+	1	1	0	M	11
Illawarra	15-19				F	644
Illawarra	15-19				M	690
Illawarra	15-19	0			F	7750
Illawarra	15-19	0			M	8541
Illawarra	15-19	1	0	1	F	756
Illawarra	15-19	1	0	1	M	437
Illawarra	15-19	1	1	0	F	100
Illawarra	15-19	1	1	0	M	50
Illawarra	15-19	1	1	1	F	13
Illawarra	15-19	1	1	1	M	3
Illawarra	20-24				F	575
Illawarra	20-24				M	643
Illawarra	20-24	0			F	7966
Illawarra	20-24	0			M	9511
Illawarra	20-24	1	0	1	F	673
Illawarra	20-24	1	0	1	M	363
Illawarra	20-24	1	1	0	F	734
Illawarra	20-24	1	1	0	M	328
Illawarra	20-24	1	1	1	F	40
Illawarra	20-24	1	1	1	M	13
Illawarra	25-34				F	957
Illawarra	25-34				M	1124
Illawarra	25-34	0			F	8168
Illawarra	25-34	0			M	11321
Illawarra	25-34	1	0	1	F	1000
Illawarra	25-34	1	0	1	M	484
Illawarra	25-34	1	1	0	F	7448
Illawarra	25-34	1	1	0	M	4804
Illawarra	25-34	1	1	1	F	450
Illawarra	25-34	1	1	1	M	139
Illawarra	35-44				F	842
Illawarra	35-44				M	1019
Illawarra	35-44	0			F	4768
Illawarra	35-44	0			M	6375
Illawarra	35-44	1	0	1	F	707
Illawarra	35-44	1	0	1	M	418
Illawarra	35-44	1	1	0	F	11755
Illawarra	35-44	1	1	0	M	9904
Illawarra	35-44	1	1	1	F	699
Illawarra	35-44	1	1	1	M	300
Illawarra	45-54				F	1007
Illawarra	45-54				M	1145
Illawarra	45-54	0			F	11459
Illawarra	45-54	0			M	11503
Illawarra	45-54	1	0	1	F	1908
Illawarra	45-54	1	0	1	M	680
Illawarra	45-54	1	1	0	F	4984
Illawarra	45-54	1	1	0	M	5419
Illawarra	45-54	1	1	1	F	271
Illawarra	45-54	1	1	1	M	145
Illawarra	55-64				F	1087
Illawarra	55-64				M	1117
Illawarra	55-64	0			F	12164
Illawarra	55-64	0			M	13266
Illawarra	55-64	1	0	1	F	4978
Illawarra	55-64	1	0	1	M	2191
Illawarra	55-64	1	1	0	F	448
Illawarra	55-64	1	1	0	M	901
Illawarra	55-64	1	1	1	F	49
Illawarra	55-64	1	1	1	M	40
Illawarra	65-74				F	1281
Illawarra	65-74				M	1126
Illawarra	65-74	0			F	9584
Illawarra	65-74	0			M	9830
Illawarra	65-74	1	0	1	F	3479
Illawarra	65-74	1	0	1	M	2448
Illawarra	65-74	1	1	0	F	98
Illawarra	65-74	1	1	0	M	159
Illawarra	65-74	1	1	1	F	18
Illawarra	65-74	1	1	1	M	9
Illawarra	75-84				F	1238
Illawarra	75-84				M	941
Illawarra	75-84	0			F	7506
Illawarra	75-84	0			M	6205
Illawarra	75-84	1	0	1	F	570
Illawarra	75-84	1	0	1	M	523
Illawarra	75-84	1	1	0	F	33
Illawarra	75-84	1	1	0	M	39
Illawarra	75-84	1	1	1	F	3
Illawarra	75-84	1	1	1	M	3
Illawarra	85+				F	804
Illawarra	85+				M	442
Illawarra	85+	0			F	3752
Illawarra	85+	0			M	2231
Illawarra	85+	1	0	1	F	49
Illawarra	85+	1	0	1	M	43
Illawarra	85+	1	1	0	F	7
Illawarra	85+	1	1	0	M	5
Mid North Coast	15-19				F	686
Mid North Coast	15-19				M	797
Mid North Coast	15-19	0			F	4452
Mid North Coast	15-19	0			M	4891
Mid North Coast	15-19	1	0	1	F	462
Mid North Coast	15-19	1	0	1	M	256
Mid North Coast	15-19	1	1	0	F	99
Mid North Coast	15-19	1	1	0	M	45
Mid North Coast	15-19	1	1	1	F	6
Mid North Coast	15-19	1	1	1	M	3
Mid North Coast	20-24				F	329
Mid North Coast	20-24				M	455
Mid North Coast	20-24	0			F	2758
Mid North Coast	20-24	0			M	3352
Mid North Coast	20-24	1	0	1	F	311
Mid North Coast	20-24	1	0	1	M	182
Mid North Coast	20-24	1	1	0	F	767
Mid North Coast	20-24	1	1	0	M	335
Mid North Coast	20-24	1	1	1	F	34
Mid North Coast	20-24	1	1	1	M	5
Mid North Coast	25-34				F	653
Mid North Coast	25-34				M	873
Mid North Coast	25-34	0			F	3073
Mid North Coast	25-34	0			M	4290
Mid North Coast	25-34	1	0	1	F	469
Mid North Coast	25-34	1	0	1	M	281
Mid North Coast	25-34	1	1	0	F	4510
Mid North Coast	25-34	1	1	0	M	2757
Mid North Coast	25-34	1	1	1	F	264
Mid North Coast	25-34	1	1	1	M	93
Mid North Coast	35-44				F	703
Mid North Coast	35-44				M	826
Mid North Coast	35-44	0			F	2968
Mid North Coast	35-44	0			M	3747
Mid North Coast	35-44	1	0	1	F	399
Mid North Coast	35-44	1	0	1	M	251
Mid North Coast	35-44	1	1	0	F	6430
Mid North Coast	35-44	1	1	0	M	4902
Mid North Coast	35-44	1	1	1	F	312
Mid North Coast	35-44	1	1	1	M	159
Mid North Coast	45-54				F	1032
Mid North Coast	45-54				M	1154
Mid North Coast	45-54	0			F	8625
Mid North Coast	45-54	0			M	8126
Mid North Coast	45-54	1	0	1	F	1355
Mid North Coast	45-54	1	0	1	M	530
Mid North Coast	45-54	1	1	0	F	3041
Mid North Coast	45-54	1	1	0	M	3142
Mid North Coast	45-54	1	1	1	F	134
Mid North Coast	45-54	1	1	1	M	85
Mid North Coast	55-64				F	1235
Mid North Coast	55-64				M	1361
Mid North Coast	55-64	0			F	12693
Mid North Coast	55-64	0			M	12584
Mid North Coast	55-64	1	0	1	F	2915
Mid North Coast	55-64	1	0	1	M	1336
Mid North Coast	55-64	1	1	0	F	299
Mid North Coast	55-64	1	1	0	M	645
Mid North Coast	55-64	1	1	1	F	28
Mid North Coast	55-64	1	1	1	M	27
Mid North Coast	65-74				F	1671
Mid North Coast	65-74				M	1646
Mid North Coast	65-74	0			F	13016
