SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	12000	1062
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	16800	839
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	21600	638
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	28800	141
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	36000	112
Adelaide - North	Semi-detached, row/terrace house, townhouse etc.	48000	58
Adelaide - North	Separate house	0	2484
Adelaide - North	Separate house	3600	1755
Adelaide - North	Separate house	5400	1623
Adelaide - North	Separate house	7200	3102
Adelaide - North	Separate house	9600	4246
Adelaide - North	Separate house	12000	12653
Adelaide - North	Separate house	16800	13120
Adelaide - North	Separate house	21600	10291
Adelaide - North	Separate house	28800	2995
Adelaide - North	Separate house	36000	1857
Adelaide - North	Separate house	48000	805
Adelaide - South		0	8
Adelaide - South		3600	3
Adelaide - South		7200	5
Adelaide - South		9600	3
Adelaide - South		12000	18
Adelaide - South		16800	18
Adelaide - South		21600	30
Adelaide - South		28800	9
Adelaide - South		36000	7
Adelaide - South		48000	3
Adelaide - South	(Other)	0	3
Adelaide - South	(Other)	3600	3
Adelaide - South	(Other)	5400	8
Adelaide - South	(Other)	12000	7
Adelaide - South	(Other)	16800	7
Adelaide - South	(Other)	21600	3
Adelaide - South	(Other)	28800	7
Adelaide - South	(Other)	48000	3
Adelaide - South	Flat/apartment	0	74
Adelaide - South	Flat/apartment	3600	46
Adelaide - South	Flat/apartment	5400	41
Adelaide - South	Flat/apartment	7200	63
Adelaide - South	Flat/apartment	9600	128
Adelaide - South	Flat/apartment	12000	348
Adelaide - South	Flat/apartment	16800	280
Adelaide - South	Flat/apartment	21600	152
Adelaide - South	Flat/apartment	28800	39
Adelaide - South	Flat/apartment	36000	28
Adelaide - South	Flat/apartment	48000	21
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	0	257
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	3600	138
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	5400	136
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	7200	216
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	9600	284
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	12000	840
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	16800	881
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	21600	864
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	28800	314
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	36000	174
Adelaide - South	Semi-detached, row/terrace house, townhouse etc.	48000	118
Adelaide - South	Separate house	0	2434
Adelaide - South	Separate house	3600	1431
Adelaide - South	Separate house	5400	1277
Adelaide - South	Separate house	7200	2252
Adelaide - South	Separate house	9600	2999
Adelaide - South	Separate house	12000	8450
Adelaide - South	Separate house	16800	9710
Adelaide - South	Separate house	21600	9881
Adelaide - South	Separate house	28800	3732
Adelaide - South	Separate house	36000	2604
Adelaide - South	Separate house	48000	1371
Adelaide - West		0	6
Adelaide - West		3600	4
Adelaide - West		7200	7
Adelaide - West		9600	3
Adelaide - West		12000	20
Adelaide - West		16800	18
Adelaide - West		21600	29
Adelaide - West		28800	13
Adelaide - West		36000	13
Adelaide - West		48000	7
Adelaide - West	(Other)	0	8
Adelaide - West	(Other)	3600	3
Adelaide - West	(Other)	12000	12
Adelaide - West	(Other)	16800	6
Adelaide - West	(Other)	21600	9
Adelaide - West	(Other)	28800	5
Adelaide - West	(Other)	36000	6
Adelaide - West	Flat/apartment	0	54
Adelaide - West	Flat/apartment	3600	42
Adelaide - West	Flat/apartment	5400	50
Adelaide - West	Flat/apartment	7200	87
Adelaide - West	Flat/apartment	9600	138
Adelaide - West	Flat/apartment	12000	392
Adelaide - West	Flat/apartment	16800	245
Adelaide - West	Flat/apartment	21600	118
Adelaide - West	Flat/apartment	28800	41
Adelaide - West	Flat/apartment	36000	27
Adelaide - West	Flat/apartment	48000	9
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	0	276
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	3600	144
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	5400	119
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	7200	223
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	9600	345
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	12000	966
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	16800	1105
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	21600	1084
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	28800	433
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	36000	316
Adelaide - West	Semi-detached, row/terrace house, townhouse etc.	48000	192
Adelaide - West	Separate house	0	1157
Adelaide - West	Separate house	3600	617
Adelaide - West	Separate house	5400	550
Adelaide - West	Separate house	7200	978
Adelaide - West	Separate house	9600	1189
Adelaide - West	Separate house	12000	3225
Adelaide - West	Separate house	16800	3637
Adelaide - West	Separate house	21600	4830
Adelaide - West	Separate house	28800	2115
Adelaide - West	Separate house	36000	1499
Adelaide - West	Separate house	48000	727
Barossa - Yorke - Mid North		0	6
Barossa - Yorke - Mid North		3600	9
Barossa - Yorke - Mid North		5400	3
Barossa - Yorke - Mid North		7200	9
Barossa - Yorke - Mid North		9600	8
Barossa - Yorke - Mid North		12000	12
Barossa - Yorke - Mid North		16800	11
Barossa - Yorke - Mid North		21600	7
Barossa - Yorke - Mid North		28800	7
Barossa - Yorke - Mid North		36000	3
Barossa - Yorke - Mid North	(Other)	3600	5
Barossa - Yorke - Mid North	(Other)	5400	3
Barossa - Yorke - Mid North	(Other)	7200	4
Barossa - Yorke - Mid North	(Other)	9600	6
Barossa - Yorke - Mid North	(Other)	12000	7
Barossa - Yorke - Mid North	(Other)	16800	8
Barossa - Yorke - Mid North	(Other)	21600	13
Barossa - Yorke - Mid North	(Other)	36000	5
Barossa - Yorke - Mid North	(Other)	48000	10
Barossa - Yorke - Mid North	Flat/apartment	12000	3
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	0	22
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	3600	9
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	5400	21
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	7200	30
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	9600	27
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	12000	35
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	16800	21
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	21600	10
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	28800	3
Barossa - Yorke - Mid North	Semi-detached, row/terrace house, townhouse etc.	36000	5
Barossa - Yorke - Mid North	Separate house	0	914
Barossa - Yorke - Mid North	Separate house	3600	807
Barossa - Yorke - Mid North	Separate house	5400	719
Barossa - Yorke - Mid North	Separate house	7200	1318
Barossa - Yorke - Mid North	Separate house	9600	1509
Barossa - Yorke - Mid North	Separate house	12000	3222
Barossa - Yorke - Mid North	Separate house	16800	2341
Barossa - Yorke - Mid North	Separate house	21600	1637
Barossa - Yorke - Mid North	Separate house	28800	468
Barossa - Yorke - Mid North	Separate house	36000	311
Barossa - Yorke - Mid North	Separate house	48000	187
South Australia - Outback		0	6
South Australia - Outback		3600	3
South Australia - Outback		5400	3
South Australia - Outback		7200	5
South Australia - Outback		9600	4
South Australia - Outback		12000	17
South Australia - Outback		21600	3
South Australia - Outback	(Other)	0	6
South Australia - Outback	(Other)	7200	10
South Australia - Outback	(Other)	9600	3
South Australia - Outback	(Other)	12000	8
South Australia - Outback	(Other)	16800	7
South Australia - Outback	(Other)	21600	6
South Australia - Outback	(Other)	36000	3
South Australia - Outback	Flat/apartment	0	4
South Australia - Outback	Flat/apartment	3600	5
South Australia - Outback	Flat/apartment	5400	4
South Australia - Outback	Flat/apartment	7200	3
South Australia - Outback	Flat/apartment	9600	5
South Australia - Outback	Flat/apartment	12000	12
South Australia - Outback	Flat/apartment	16800	3
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	0	44
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	3600	79
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	5400	70
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	7200	175
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	9600	184
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	12000	269
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	16800	74
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	21600	42
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	28800	11
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	36000	11
South Australia - Outback	Semi-detached, row/terrace house, townhouse etc.	48000	9
South Australia - Outback	Separate house	0	479
South Australia - Outback	Separate house	3600	287
South Australia - Outback	Separate house	5400	323
South Australia - Outback	Separate house	7200	557
South Australia - Outback	Separate house	9600	758
South Australia - Outback	Separate house	12000	1755
South Australia - Outback	Separate house	16800	1472
South Australia - Outback	Separate house	21600	1112
South Australia - Outback	Separate house	28800	345
South Australia - Outback	Separate house	36000	241
South Australia - Outback	Separate house	48000	102
South Australia - South East		0	17
South Australia - South East		5400	5
South Australia - South East		7200	16
South Australia - South East		9600	15
South Australia - South East		12000	17
South Australia - South East		16800	15
South Australia - South East		21600	13
South Australia - South East		28800	3
South Australia - South East	(Other)	0	8
South Australia - South East	(Other)	3600	8
South Australia - South East	(Other)	5400	5
South Australia - South East	(Other)	7200	10
South Australia - South East	(Other)	9600	7
South Australia - South East	(Other)	12000	20
South Australia - South East	(Other)	16800	12
South Australia - South East	(Other)	21600	12
South Australia - South East	(Other)	28800	5
South Australia - South East	(Other)	36000	5
South Australia - South East	(Other)	48000	3
South Australia - South East	Flat/apartment	0	3
South Australia - South East	Flat/apartment	3600	11
South Australia - South East	Flat/apartment	5400	10
South Australia - South East	Flat/apartment	7200	24
South Australia - South East	Flat/apartment	9600	21
South Australia - South East	Flat/apartment	12000	16
South Australia - South East	Flat/apartment	16800	9
South Australia - South East	Flat/apartment	21600	9
South Australia - South East	Flat/apartment	28800	3
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	0	38
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	3600	38
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	5400	37
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	7200	75
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	9600	63
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	12000	81
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	16800	30
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	21600	19
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	28800	3
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	36000	3
South Australia - South East	Semi-detached, row/terrace house, townhouse etc.	48000	3
South Australia - South East	Separate house	0	1499
South Australia - South East	Separate house	3600	1065
South Australia - South East	Separate house	5400	997
South Australia - South East	Separate house	7200	2021
South Australia - South East	Separate house	9600	2711
South Australia - South East	Separate house	12000	5448
South Australia - South East	Separate house	16800	3567
South Australia - South East	Separate house	21600	2300
South Australia - South East	Separate house	28800	668
South Australia - South East	Separate house	36000	509
South Australia - South East	Separate house	48000	336
Bunbury		0	5
Bunbury		3600	5
Bunbury		5400	3
Bunbury		7200	3
Bunbury		9600	5
Bunbury		12000	7
Bunbury		16800	9
Bunbury		21600	14
Bunbury		28800	8
Bunbury		36000	11
Bunbury		48000	4
Bunbury	(Other)	3600	3
Bunbury	(Other)	5400	9
Bunbury	(Other)	7200	10
Bunbury	(Other)	9600	7
Bunbury	(Other)	12000	10
Bunbury	(Other)	16800	13
Bunbury	(Other)	21600	18
Bunbury	(Other)	28800	9
Bunbury	(Other)	36000	9
Bunbury	(Other)	48000	6
Bunbury	Flat/apartment	0	6
Bunbury	Flat/apartment	5400	4
Bunbury	Flat/apartment	9600	8
Bunbury	Flat/apartment	12000	6
Bunbury	Flat/apartment	16800	16
Bunbury	Flat/apartment	21600	12
Bunbury	Flat/apartment	28800	3
Bunbury	Flat/apartment	36000	4
Bunbury	Flat/apartment	48000	3
Bunbury	Semi-detached, row/terrace house, townhouse etc.	0	31
Bunbury	Semi-detached, row/terrace house, townhouse etc.	3600	22
Bunbury	Semi-detached, row/terrace house, townhouse etc.	5400	24
Bunbury	Semi-detached, row/terrace house, townhouse etc.	7200	25
Bunbury	Semi-detached, row/terrace house, townhouse etc.	9600	42
Bunbury	Semi-detached, row/terrace house, townhouse etc.	12000	142
Bunbury	Semi-detached, row/terrace house, townhouse etc.	16800	118
Bunbury	Semi-detached, row/terrace house, townhouse etc.	21600	89
Bunbury	Semi-detached, row/terrace house, townhouse etc.	28800	32
Bunbury	Semi-detached, row/terrace house, townhouse etc.	36000	27
Bunbury	Semi-detached, row/terrace house, townhouse etc.	48000	14
Bunbury	Separate house	0	1038
Bunbury	Separate house	3600	523
Bunbury	Separate house	5400	445
Bunbury	Separate house	7200	860
Bunbury	Separate house	9600	1123
Bunbury	Separate house	12000	3344
Bunbury	Separate house	16800	4198
Bunbury	Separate house	21600	5685
Bunbury	Separate house	28800	2297
Bunbury	Separate house	36000	1646
Bunbury	Separate house	48000	781
Mandurah		16800	5
Mandurah		21600	10
Mandurah		28800	3
Mandurah		48000	3
Mandurah	(Other)	7200	5
Mandurah	(Other)	21600	3
Mandurah	(Other)	36000	5
Mandurah	(Other)	48000	3
Mandurah	Flat/apartment	0	3
Mandurah	Flat/apartment	3600	3
Mandurah	Flat/apartment	5400	3
Mandurah	Flat/apartment	7200	9
Mandurah	Flat/apartment	9600	3
Mandurah	Flat/apartment	12000	29
Mandurah	Flat/apartment	16800	21
Mandurah	Flat/apartment	21600	22
Mandurah	Flat/apartment	28800	11
Mandurah	Flat/apartment	36000	23
Mandurah	Flat/apartment	48000	14
Mandurah	Semi-detached, row/terrace house, townhouse etc.	0	31
Mandurah	Semi-detached, row/terrace house, townhouse etc.	3600	25
Mandurah	Semi-detached, row/terrace house, townhouse etc.	5400	14
Mandurah	Semi-detached, row/terrace house, townhouse etc.	7200	36
Mandurah	Semi-detached, row/terrace house, townhouse etc.	9600	25
Mandurah	Semi-detached, row/terrace house, townhouse etc.	12000	101
Mandurah	Semi-detached, row/terrace house, townhouse etc.	16800	134
Mandurah	Semi-detached, row/terrace house, townhouse etc.	21600	79
Mandurah	Semi-detached, row/terrace house, townhouse etc.	28800	32
Mandurah	Semi-detached, row/terrace house, townhouse etc.	36000	20
Mandurah	Semi-detached, row/terrace house, townhouse etc.	48000	14
Mandurah	Separate house	0	568
Mandurah	Separate house	3600	231
Mandurah	Separate house	5400	220
Mandurah	Separate house	7200	394
Mandurah	Separate house	9600	482
Mandurah	Separate house	12000	1554
Mandurah	Separate house	16800	2190
Mandurah	Separate house	21600	3403
Mandurah	Separate house	28800	1457
Mandurah	Separate house	36000	967
Mandurah	Separate house	48000	502
Perth - Inner		0	3
Perth - Inner		16800	6
Perth - Inner		21600	8
Perth - Inner		28800	5
Perth - Inner		36000	6
Perth - Inner		48000	3
Perth - Inner	(Other)	16800	6
Perth - Inner	(Other)	21600	7
Perth - Inner	(Other)	28800	5
Perth - Inner	(Other)	36000	4
Perth - Inner	(Other)	48000	3
Perth - Inner	Flat/apartment	0	181
Perth - Inner	Flat/apartment	3600	59
Perth - Inner	Flat/apartment	5400	39
Perth - Inner	Flat/apartment	7200	92
Perth - Inner	Flat/apartment	9600	144
Perth - Inner	Flat/apartment	12000	509
Perth - Inner	Flat/apartment	16800	644
Perth - Inner	Flat/apartment	21600	923
Perth - Inner	Flat/apartment	28800	490
Perth - Inner	Flat/apartment	36000	411
Perth - Inner	Flat/apartment	48000	260
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	0	160
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	3600	41
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	5400	44
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	7200	66
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	9600	84
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	12000	267
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	16800	260
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	21600	482
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	28800	362
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	36000	461
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	48000	419
Perth - Inner	Separate house	0	862
Perth - Inner	Separate house	3600	186
Perth - Inner	Separate house	5400	166
Perth - Inner	Separate house	7200	222
Perth - Inner	Separate house	9600	309
Perth - Inner	Separate house	12000	822
Perth - Inner	Separate house	16800	710
Perth - Inner	Separate house	21600	1403
Perth - Inner	Separate house	28800	983
Perth - Inner	Separate house	36000	1886
Perth - Inner	Separate house	48000	3739
Perth - North East		12000	3
Perth - North East		16800	11
Perth - North East		21600	13
Perth - North East		28800	12
Perth - North East		36000	8
Perth - North East		48000	3
Perth - North East	(Other)	5400	3
Perth - North East	(Other)	9600	4
Perth - North East	(Other)	12000	8
Perth - North East	(Other)	16800	8
Perth - North East	(Other)	21600	8
Perth - North East	(Other)	28800	3
Perth - North East	(Other)	36000	3
Perth - North East	(Other)	48000	3
Perth - North East	Flat/apartment	0	16
Perth - North East	Flat/apartment	3600	18
Perth - North East	Flat/apartment	5400	10
Perth - North East	Flat/apartment	7200	18
Perth - North East	Flat/apartment	9600	26
Perth - North East	Flat/apartment	12000	124
Perth - North East	Flat/apartment	16800	148
Perth - North East	Flat/apartment	21600	135
Perth - North East	Flat/apartment	28800	43
Perth - North East	Flat/apartment	36000	14
Perth - North East	Flat/apartment	48000	11
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	0	151
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	3600	72
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	5400	45
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	7200	100
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	9600	133
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	12000	491
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	16800	750
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	21600	1056
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	28800	392
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	36000	216
Perth - North East	Semi-detached, row/terrace house, townhouse etc.	48000	113
Perth - North East	Separate house	0	1564
Perth - North East	Separate house	3600	621
Perth - North East	Separate house	5400	591
Perth - North East	Separate house	7200	1038
Perth - North East	Separate house	9600	1336
Perth - North East	Separate house	12000	3966
Perth - North East	Separate house	16800	5070
Perth - North East	Separate house	21600	9693
Perth - North East	Separate house	28800	5775
Perth - North East	Separate house	36000	3815
Perth - North East	Separate house	48000	1788
Perth - North West		0	6
Perth - North West		3600	3
Perth - North West		7200	3
Perth - North West		9600	3
Perth - North West		12000	11
Perth - North West		16800	15
Perth - North West		21600	29
Perth - North West		28800	18
Perth - North West		36000	18
Perth - North West		48000	15
Perth - North West	(Other)	12000	3
Perth - North West	(Other)	16800	9
Perth - North West	(Other)	21600	9
Perth - North West	(Other)	36000	6
Perth - North West	(Other)	48000	7
Perth - North West	Flat/apartment	0	40
Perth - North West	Flat/apartment	3600	16
Perth - North West	Flat/apartment	5400	21
Perth - North West	Flat/apartment	7200	43
Perth - North West	Flat/apartment	9600	46
Perth - North West	Flat/apartment	12000	185
Perth - North West	Flat/apartment	16800	289
Perth - North West	Flat/apartment	21600	232
Perth - North West	Flat/apartment	28800	80
Perth - North West	Flat/apartment	36000	48
Perth - North West	Flat/apartment	48000	26
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	0	525
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	3600	215
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	5400	174
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	7200	326
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	9600	435
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	12000	1459
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	16800	2233
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	21600	3374
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	28800	1547
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	36000	1087
Perth - North West	Semi-detached, row/terrace house, townhouse etc.	48000	532
Perth - North West	Separate house	0	3173
Perth - North West	Separate house	3600	1201
Perth - North West	Separate house	5400	1011
Perth - North West	Separate house	7200	1866
Perth - North West	Separate house	9600	2355
Perth - North West	Separate house	12000	7064
Perth - North West	Separate house	16800	8870
Perth - North West	Separate house	21600	16835
Perth - North West	Separate house	28800	11227
Perth - North West	Separate house	36000	9159
Perth - North West	Separate house	48000	5273
Perth - South East		0	4
Perth - South East		5400	7
Perth - South East		7200	4
Perth - South East		9600	4
Perth - South East		12000	11
Perth - South East		16800	14
Perth - South East		21600	17
Perth - South East		28800	11
Perth - South East		36000	13
Perth - South East		48000	8
Perth - South East	(Other)	0	3
Perth - South East	(Other)	3600	3
Perth - South East	(Other)	7200	3
Perth - South East	(Other)	9600	3
Perth - South East	(Other)	12000	10
Perth - South East	(Other)	16800	12
Perth - South East	(Other)	21600	9
Perth - South East	(Other)	28800	7
Perth - South East	(Other)	36000	10
Perth - South East	(Other)	48000	5
Perth - South East	Flat/apartment	0	63
Perth - South East	Flat/apartment	3600	27
Perth - South East	Flat/apartment	5400	23
Perth - South East	Flat/apartment	7200	50
Perth - South East	Flat/apartment	9600	44
Perth - South East	Flat/apartment	12000	216
Perth - South East	Flat/apartment	16800	311
Perth - South East	Flat/apartment	21600	409
Perth - South East	Flat/apartment	28800	137
Perth - South East	Flat/apartment	36000	117
Perth - South East	Flat/apartment	48000	74
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	0	313
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	3600	135
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	5400	105
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	7200	182
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	9600	268
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	12000	839
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	16800	1300
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	21600	1690
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	28800	715
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	36000	566
Perth - South East	Semi-detached, row/terrace house, townhouse etc.	48000	308
Perth - South East	Separate house	0	2906
Perth - South East	Separate house	3600	1111
Perth - South East	Separate house	5400	1044
Perth - South East	Separate house	7200	1804
Perth - South East	Separate house	9600	2387
Perth - South East	Separate house	12000	7043
Perth - South East	Separate house	16800	9686
Perth - South East	Separate house	21600	16144
Perth - South East	Separate house	28800	8940
Perth - South East	Separate house	36000	6432
Perth - South East	Separate house	48000	3467
Perth - South West		0	3
Perth - South West		12000	13
Perth - South West		16800	9
Perth - South West		21600	29
Perth - South West		28800	21
Perth - South West		36000	21
Perth - South West		48000	21
Perth - South West	(Other)	0	3
Perth - South West	(Other)	7200	3
Perth - South West	(Other)	9600	5
Perth - South West	(Other)	12000	12
Perth - South West	(Other)	16800	15
Perth - South West	(Other)	21600	20
Perth - South West	(Other)	28800	10
Perth - South West	(Other)	36000	6
Perth - South West	(Other)	48000	7
Perth - South West	Flat/apartment	0	63
Perth - South West	Flat/apartment	3600	17
Perth - South West	Flat/apartment	5400	25
Perth - South West	Flat/apartment	7200	43
Perth - South West	Flat/apartment	9600	54
Perth - South West	Flat/apartment	12000	187
Perth - South West	Flat/apartment	16800	234
Perth - South West	Flat/apartment	21600	261
Perth - South West	Flat/apartment	28800	101
Perth - South West	Flat/apartment	36000	77
Perth - South West	Flat/apartment	48000	80
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	0	236
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	3600	93
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	5400	67
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	7200	154
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	9600	201
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	12000	552
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	16800	738
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	21600	1138
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	28800	539
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	36000	505
Perth - South West	Semi-detached, row/terrace house, townhouse etc.	48000	341
Perth - South West	Separate house	0	2267
Perth - South West	Separate house	3600	926
Perth - South West	Separate house	5400	801
Perth - South West	Separate house	7200	1410
Perth - South West	Separate house	9600	1879
Perth - South West	Separate house	12000	5784
Perth - South West	Separate house	16800	7887
Perth - South West	Separate house	21600	14300
Perth - South West	Separate house	28800	7737
Perth - South West	Separate house	36000	6120
Perth - South West	Separate house	48000	3750
Western Australia - Wheat Belt		0	11
Western Australia - Wheat Belt		3600	3
Western Australia - Wheat Belt		5400	3
Western Australia - Wheat Belt		7200	3
Western Australia - Wheat Belt		9600	8
Western Australia - Wheat Belt		12000	12
Western Australia - Wheat Belt		16800	9
Western Australia - Wheat Belt		21600	20
Western Australia - Wheat Belt		28800	13
Western Australia - Wheat Belt		36000	7
Western Australia - Wheat Belt		48000	5
Western Australia - Wheat Belt	(Other)	0	9
Western Australia - Wheat Belt	(Other)	3600	6
Western Australia - Wheat Belt	(Other)	5400	4
Western Australia - Wheat Belt	(Other)	7200	3
Western Australia - Wheat Belt	(Other)	9600	8
Western Australia - Wheat Belt	(Other)	12000	10
Western Australia - Wheat Belt	(Other)	16800	7
Western Australia - Wheat Belt	(Other)	21600	14
Western Australia - Wheat Belt	(Other)	28800	7
Western Australia - Wheat Belt	(Other)	36000	8
Western Australia - Wheat Belt	(Other)	48000	3
Western Australia - Wheat Belt	Flat/apartment	12000	9
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	0	4
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	3600	3
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	5400	10
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	7200	6
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	9600	3
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	12000	26
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	16800	14
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	21600	16
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	28800	4
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	36000	3
Western Australia - Wheat Belt	Semi-detached, row/terrace house, townhouse etc.	48000	3
Western Australia - Wheat Belt	Separate house	0	1140
Western Australia - Wheat Belt	Separate house	3600	620
Western Australia - Wheat Belt	Separate house	5400	506
Western Australia - Wheat Belt	Separate house	7200	957
Western Australia - Wheat Belt	Separate house	9600	1091
Western Australia - Wheat Belt	Separate house	12000	2536
Western Australia - Wheat Belt	Separate house	16800	2218
Western Australia - Wheat Belt	Separate house	21600	2468
Western Australia - Wheat Belt	Separate house	28800	1046
Western Australia - Wheat Belt	Separate house	36000	815
Western Australia - Wheat Belt	Separate house	48000	433
