SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
North West		21600	11
North West		28800	3
North West		48000	3
North West	(Other)	0	4
North West	(Other)	3600	7
North West	(Other)	5400	3
North West	(Other)	7200	6
North West	(Other)	9600	6
North West	(Other)	12000	11
North West	(Other)	16800	3
North West	(Other)	21600	4
North West	(Other)	28800	3
North West	(Other)	36000	3
North West	(Other)	48000	8
North West	Flat/apartment	0	10
North West	Flat/apartment	3600	4
North West	Flat/apartment	5400	8
North West	Flat/apartment	7200	20
North West	Flat/apartment	9600	37
North West	Flat/apartment	12000	22
North West	Flat/apartment	16800	11
North West	Flat/apartment	21600	3
North West	Semi-detached, row/terrace house, townhouse etc.	0	24
North West	Semi-detached, row/terrace house, townhouse etc.	3600	12
North West	Semi-detached, row/terrace house, townhouse etc.	5400	16
North West	Semi-detached, row/terrace house, townhouse etc.	7200	27
North West	Semi-detached, row/terrace house, townhouse etc.	9600	36
North West	Semi-detached, row/terrace house, townhouse etc.	12000	83
North West	Semi-detached, row/terrace house, townhouse etc.	16800	27
North West	Semi-detached, row/terrace house, townhouse etc.	21600	10
North West	Separate house	0	1072
North West	Separate house	3600	884
North West	Separate house	5400	818
North West	Separate house	7200	1766
North West	Separate house	9600	2071
North West	Separate house	12000	4073
North West	Separate house	16800	2443
North West	Separate house	21600	1505
North West	Separate house	28800	434
North West	Separate house	36000	318
North West	Separate house	48000	242
Shepparton		0	4
Shepparton		3600	3
Shepparton		5400	3
Shepparton		7200	3
Shepparton		12000	5
Shepparton		16800	13
Shepparton		21600	4
Shepparton		36000	6
Shepparton		48000	3
Shepparton	(Other)	5400	3
Shepparton	(Other)	7200	3
Shepparton	(Other)	9600	5
Shepparton	(Other)	12000	7
Shepparton	(Other)	16800	3
Shepparton	(Other)	48000	3
Shepparton	Flat/apartment	5400	3
Shepparton	Flat/apartment	7200	7
Shepparton	Flat/apartment	9600	14
Shepparton	Flat/apartment	12000	7
Shepparton	Flat/apartment	16800	3
Shepparton	Flat/apartment	21600	4
Shepparton	Semi-detached, row/terrace house, townhouse etc.	0	15
Shepparton	Semi-detached, row/terrace house, townhouse etc.	3600	11
Shepparton	Semi-detached, row/terrace house, townhouse etc.	5400	13
Shepparton	Semi-detached, row/terrace house, townhouse etc.	7200	35
Shepparton	Semi-detached, row/terrace house, townhouse etc.	9600	44
Shepparton	Semi-detached, row/terrace house, townhouse etc.	12000	66
Shepparton	Semi-detached, row/terrace house, townhouse etc.	16800	37
Shepparton	Semi-detached, row/terrace house, townhouse etc.	21600	21
Shepparton	Semi-detached, row/terrace house, townhouse etc.	28800	3
Shepparton	Semi-detached, row/terrace house, townhouse etc.	36000	4
Shepparton	Semi-detached, row/terrace house, townhouse etc.	48000	3
Shepparton	Separate house	0	778
Shepparton	Separate house	3600	454
Shepparton	Separate house	5400	459
Shepparton	Separate house	7200	1021
Shepparton	Separate house	9600	1529
Shepparton	Separate house	12000	3858
Shepparton	Separate house	16800	2912
Shepparton	Separate house	21600	1976
Shepparton	Separate house	28800	555
Shepparton	Separate house	36000	409
Shepparton	Separate house	48000	305
Warrnambool and South West		0	7
Warrnambool and South West		3600	3
Warrnambool and South West		5400	3
Warrnambool and South West		7200	7
Warrnambool and South West		9600	3
Warrnambool and South West		12000	8
Warrnambool and South West		16800	11
Warrnambool and South West		21600	12
Warrnambool and South West		28800	3
Warrnambool and South West		36000	3
Warrnambool and South West		48000	5
Warrnambool and South West	(Other)	3600	3
Warrnambool and South West	(Other)	5400	3
Warrnambool and South West	(Other)	7200	3
Warrnambool and South West	(Other)	9600	6
Warrnambool and South West	(Other)	12000	13
Warrnambool and South West	(Other)	16800	3
Warrnambool and South West	(Other)	21600	6
Warrnambool and South West	(Other)	36000	3
Warrnambool and South West	Flat/apartment	0	10
Warrnambool and South West	Flat/apartment	5400	5
Warrnambool and South West	Flat/apartment	7200	9
Warrnambool and South West	Flat/apartment	9600	12
Warrnambool and South West	Flat/apartment	12000	22
Warrnambool and South West	Flat/apartment	16800	7
Warrnambool and South West	Flat/apartment	21600	4
Warrnambool and South West	Flat/apartment	28800	4
Warrnambool and South West	Flat/apartment	36000	4
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	0	22
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	3600	13
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	5400	12
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	7200	21
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	9600	19
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	12000	70
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	16800	36
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	21600	25
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	28800	12
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	36000	10
Warrnambool and South West	Semi-detached, row/terrace house, townhouse etc.	48000	3
Warrnambool and South West	Separate house	0	971
Warrnambool and South West	Separate house	3600	536
Warrnambool and South West	Separate house	5400	572
Warrnambool and South West	Separate house	7200	1081
Warrnambool and South West	Separate house	9600	1329
Warrnambool and South West	Separate house	12000	3282
Warrnambool and South West	Separate house	16800	2438
Warrnambool and South West	Separate house	21600	1835
Warrnambool and South West	Separate house	28800	535
Warrnambool and South West	Separate house	36000	396
Warrnambool and South West	Separate house	48000	328
Brisbane - East		0	5
Brisbane - East		9600	3
Brisbane - East		12000	10
Brisbane - East		16800	6
Brisbane - East		21600	12
Brisbane - East		28800	12
Brisbane - East		36000	4
Brisbane - East		48000	4
Brisbane - East	(Other)	12000	3
Brisbane - East	(Other)	16800	3
Brisbane - East	(Other)	21600	7
Brisbane - East	(Other)	28800	3
Brisbane - East	(Other)	36000	6
Brisbane - East	(Other)	48000	4
Brisbane - East	Flat/apartment	0	16
Brisbane - East	Flat/apartment	3600	7
Brisbane - East	Flat/apartment	5400	11
Brisbane - East	Flat/apartment	7200	22
Brisbane - East	Flat/apartment	9600	31
Brisbane - East	Flat/apartment	12000	59
Brisbane - East	Flat/apartment	16800	73
Brisbane - East	Flat/apartment	21600	60
Brisbane - East	Flat/apartment	28800	25
Brisbane - East	Flat/apartment	36000	20
Brisbane - East	Flat/apartment	48000	6
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	0	53
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	3600	39
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	5400	36
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	7200	68
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	9600	94
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	12000	280
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	16800	446
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	21600	325
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	28800	81
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	36000	42
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	48000	16
Brisbane - East	Separate house	0	1320
Brisbane - East	Separate house	3600	530
Brisbane - East	Separate house	5400	469
Brisbane - East	Separate house	7200	829
Brisbane - East	Separate house	9600	1076
Brisbane - East	Separate house	12000	3036
Brisbane - East	Separate house	16800	4080
Brisbane - East	Separate house	21600	7854
Brisbane - East	Separate house	28800	4465
Brisbane - East	Separate house	36000	3191
Brisbane - East	Separate house	48000	1527
Brisbane - North		0	4
Brisbane - North		12000	8
Brisbane - North		16800	4
Brisbane - North		21600	13
Brisbane - North		28800	8
Brisbane - North		36000	6
Brisbane - North		48000	5
Brisbane - North	(Other)	7200	3
Brisbane - North	(Other)	16800	3
Brisbane - North	(Other)	21600	4
Brisbane - North	(Other)	36000	3
Brisbane - North	Flat/apartment	0	45
Brisbane - North	Flat/apartment	3600	28
Brisbane - North	Flat/apartment	5400	24
Brisbane - North	Flat/apartment	7200	52
Brisbane - North	Flat/apartment	9600	75
Brisbane - North	Flat/apartment	12000	262
Brisbane - North	Flat/apartment	16800	404
Brisbane - North	Flat/apartment	21600	366
Brisbane - North	Flat/apartment	28800	89
Brisbane - North	Flat/apartment	36000	51
Brisbane - North	Flat/apartment	48000	25
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	0	103
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	3600	34
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	5400	32
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	7200	55
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	9600	82
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	12000	286
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	16800	541
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	21600	537
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	28800	133
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	36000	81
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	48000	31
Brisbane - North	Separate house	0	1049
Brisbane - North	Separate house	3600	439
Brisbane - North	Separate house	5400	379
Brisbane - North	Separate house	7200	664
Brisbane - North	Separate house	9600	840
Brisbane - North	Separate house	12000	2526
Brisbane - North	Separate house	16800	3473
Brisbane - North	Separate house	21600	5981
Brisbane - North	Separate house	28800	3357
Brisbane - North	Separate house	36000	2565
Brisbane - North	Separate house	48000	1226
Brisbane - South		3600	3
Brisbane - South		9600	3
Brisbane - South		12000	8
Brisbane - South		16800	19
Brisbane - South		21600	29
Brisbane - South		28800	9
Brisbane - South		36000	8
Brisbane - South		48000	3
Brisbane - South	(Other)	0	8
Brisbane - South	(Other)	5400	3
Brisbane - South	(Other)	7200	3
Brisbane - South	(Other)	9600	5
Brisbane - South	(Other)	12000	5
Brisbane - South	(Other)	16800	10
Brisbane - South	(Other)	21600	12
Brisbane - South	(Other)	28800	6
Brisbane - South	(Other)	36000	7
Brisbane - South	(Other)	48000	4
Brisbane - South	Flat/apartment	0	87
Brisbane - South	Flat/apartment	3600	38
Brisbane - South	Flat/apartment	5400	30
Brisbane - South	Flat/apartment	7200	60
Brisbane - South	Flat/apartment	9600	117
Brisbane - South	Flat/apartment	12000	400
Brisbane - South	Flat/apartment	16800	582
Brisbane - South	Flat/apartment	21600	617
Brisbane - South	Flat/apartment	28800	184
Brisbane - South	Flat/apartment	36000	101
Brisbane - South	Flat/apartment	48000	46
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	0	147
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	3600	65
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	5400	64
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	7200	105
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	9600	157
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	12000	637
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	16800	945
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	21600	1026
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	28800	350
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	36000	163
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	48000	113
Brisbane - South	Separate house	0	1879
Brisbane - South	Separate house	3600	621
Brisbane - South	Separate house	5400	503
Brisbane - South	Separate house	7200	897
Brisbane - South	Separate house	9600	1135
Brisbane - South	Separate house	12000	3586
Brisbane - South	Separate house	16800	4417
Brisbane - South	Separate house	21600	7696
Brisbane - South	Separate house	28800	4965
Brisbane - South	Separate house	36000	4347
Brisbane - South	Separate house	48000	2404
Brisbane - West		16800	3
Brisbane - West		21600	9
Brisbane - West		28800	8
Brisbane - West		36000	3
Brisbane - West		48000	5
Brisbane - West	(Other)	16800	4
Brisbane - West	(Other)	36000	3
Brisbane - West	Flat/apartment	0	81
Brisbane - West	Flat/apartment	3600	17
Brisbane - West	Flat/apartment	5400	22
Brisbane - West	Flat/apartment	7200	53
Brisbane - West	Flat/apartment	9600	50
Brisbane - West	Flat/apartment	12000	183
Brisbane - West	Flat/apartment	16800	297
Brisbane - West	Flat/apartment	21600	334
Brisbane - West	Flat/apartment	28800	128
Brisbane - West	Flat/apartment	36000	70
Brisbane - West	Flat/apartment	48000	38
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	0	36
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	3600	19
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	5400	22
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	7200	33
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	9600	25
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	12000	95
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	16800	137
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	21600	209
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	28800	65
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	36000	63
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	48000	23
Brisbane - West	Separate house	0	1128
Brisbane - West	Separate house	3600	363
Brisbane - West	Separate house	5400	324
Brisbane - West	Separate house	7200	476
Brisbane - West	Separate house	9600	648
Brisbane - West	Separate house	12000	1844
Brisbane - West	Separate house	16800	2337
Brisbane - West	Separate house	21600	4544
Brisbane - West	Separate house	28800	3142
Brisbane - West	Separate house	36000	2915
Brisbane - West	Separate house	48000	2014
Brisbane Inner City		0	8
Brisbane Inner City		5400	3
Brisbane Inner City		12000	4
Brisbane Inner City		16800	17
Brisbane Inner City		21600	3
Brisbane Inner City		28800	5
Brisbane Inner City		36000	17
Brisbane Inner City		48000	9
Brisbane Inner City	(Other)	3600	3
Brisbane Inner City	(Other)	12000	6
Brisbane Inner City	(Other)	21600	3
Brisbane Inner City	(Other)	36000	3
Brisbane Inner City	(Other)	48000	4
Brisbane Inner City	Flat/apartment	0	369
Brisbane Inner City	Flat/apartment	3600	114
Brisbane Inner City	Flat/apartment	5400	111
Brisbane Inner City	Flat/apartment	7200	191
Brisbane Inner City	Flat/apartment	9600	270
Brisbane Inner City	Flat/apartment	12000	961
Brisbane Inner City	Flat/apartment	16800	1460
Brisbane Inner City	Flat/apartment	21600	2032
Brisbane Inner City	Flat/apartment	28800	901
Brisbane Inner City	Flat/apartment	36000	744
Brisbane Inner City	Flat/apartment	48000	514
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	0	72
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	3600	23
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	5400	25
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	7200	35
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	9600	50
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	12000	146
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	16800	245
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	21600	445
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	28800	243
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	36000	240
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	48000	118
Brisbane Inner City	Separate house	0	876
Brisbane Inner City	Separate house	3600	246
Brisbane Inner City	Separate house	5400	190
Brisbane Inner City	Separate house	7200	282
Brisbane Inner City	Separate house	9600	435
Brisbane Inner City	Separate house	12000	1122
Brisbane Inner City	Separate house	16800	1172
Brisbane Inner City	Separate house	21600	2402
Brisbane Inner City	Separate house	28800	2012
Brisbane Inner City	Separate house	36000	3080
Brisbane Inner City	Separate house	48000	3429
Cairns		0	10
Cairns		3600	3
Cairns		5400	3
Cairns		7200	15
Cairns		9600	3
Cairns		12000	16
Cairns		16800	21
Cairns		21600	22
Cairns		28800	6
Cairns		36000	8
Cairns		48000	5
Cairns	(Other)	0	10
Cairns	(Other)	5400	3
Cairns	(Other)	7200	8
Cairns	(Other)	9600	13
Cairns	(Other)	12000	17
Cairns	(Other)	16800	18
Cairns	(Other)	21600	6
Cairns	(Other)	36000	7
Cairns	(Other)	48000	4
Cairns	Flat/apartment	0	58
Cairns	Flat/apartment	3600	46
Cairns	Flat/apartment	5400	37
Cairns	Flat/apartment	7200	108
Cairns	Flat/apartment	9600	191
Cairns	Flat/apartment	12000	306
Cairns	Flat/apartment	16800	252
Cairns	Flat/apartment	21600	142
Cairns	Flat/apartment	28800	49
Cairns	Flat/apartment	36000	34
Cairns	Flat/apartment	48000	21
Cairns	Semi-detached, row/terrace house, townhouse etc.	0	33
Cairns	Semi-detached, row/terrace house, townhouse etc.	3600	21
Cairns	Semi-detached, row/terrace house, townhouse etc.	5400	32
Cairns	Semi-detached, row/terrace house, townhouse etc.	7200	75
Cairns	Semi-detached, row/terrace house, townhouse etc.	9600	106
Cairns	Semi-detached, row/terrace house, townhouse etc.	12000	274
Cairns	Semi-detached, row/terrace house, townhouse etc.	16800	139
Cairns	Semi-detached, row/terrace house, townhouse etc.	21600	80
Cairns	Semi-detached, row/terrace house, townhouse etc.	28800	11
Cairns	Semi-detached, row/terrace house, townhouse etc.	36000	23
Cairns	Semi-detached, row/terrace house, townhouse etc.	48000	12
Cairns	Separate house	0	1079
Cairns	Separate house	3600	566
Cairns	Separate house	5400	492
Cairns	Separate house	7200	1030
Cairns	Separate house	9600	1434
Cairns	Separate house	12000	4264
Cairns	Separate house	16800	4985
Cairns	Separate house	21600	5488
Cairns	Separate house	28800	1955
Cairns	Separate house	36000	1285
Cairns	Separate house	48000	711
Darling Downs - Maranoa		0	9
Darling Downs - Maranoa		3600	3
Darling Downs - Maranoa		5400	5
Darling Downs - Maranoa		7200	7
Darling Downs - Maranoa		9600	3
Darling Downs - Maranoa		12000	10
Darling Downs - Maranoa		16800	12
Darling Downs - Maranoa		21600	15
Darling Downs - Maranoa		36000	3
Darling Downs - Maranoa		48000	3
Darling Downs - Maranoa	(Other)	0	12
Darling Downs - Maranoa	(Other)	3600	3
Darling Downs - Maranoa	(Other)	5400	7
Darling Downs - Maranoa	(Other)	7200	5
Darling Downs - Maranoa	(Other)	9600	4
Darling Downs - Maranoa	(Other)	12000	14
Darling Downs - Maranoa	(Other)	16800	4
Darling Downs - Maranoa	(Other)	21600	3
Darling Downs - Maranoa	(Other)	28800	4
Darling Downs - Maranoa	(Other)	36000	4
Darling Downs - Maranoa	(Other)	48000	12
Darling Downs - Maranoa	Flat/apartment	0	4
Darling Downs - Maranoa	Flat/apartment	5400	3
Darling Downs - Maranoa	Flat/apartment	9600	3
Darling Downs - Maranoa	Flat/apartment	12000	7
Darling Downs - Maranoa	Flat/apartment	16800	5
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	0	5
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	3600	4
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	7200	8
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	9600	12
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	12000	23
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	16800	8
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	21600	5
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	28800	4
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	36000	4
Darling Downs - Maranoa	Separate house	0	956
Darling Downs - Maranoa	Separate house	3600	423
Darling Downs - Maranoa	Separate house	5400	395
Darling Downs - Maranoa	Separate house	7200	760
Darling Downs - Maranoa	Separate house	9600	1150
Darling Downs - Maranoa	Separate house	12000	2673
Darling Downs - Maranoa	Separate house	16800	2176
Darling Downs - Maranoa	Separate house	21600	1808
Darling Downs - Maranoa	Separate house	28800	696
Darling Downs - Maranoa	Separate house	36000	478
Darling Downs - Maranoa	Separate house	48000	313
Central Queensland		0	11
Central Queensland		3600	6
Central Queensland		7200	7
Central Queensland		9600	9
Central Queensland		12000	18
Central Queensland		16800	9
Central Queensland		21600	17
Central Queensland		28800	11
Central Queensland		36000	3
Central Queensland		48000	11
Central Queensland	(Other)	0	11
Central Queensland	(Other)	5400	4
Central Queensland	(Other)	7200	3
Central Queensland	(Other)	9600	11
Central Queensland	(Other)	12000	15
Central Queensland	(Other)	16800	20
Central Queensland	(Other)	21600	24
Central Queensland	(Other)	28800	12
Central Queensland	(Other)	36000	3
Central Queensland	(Other)	48000	9
Central Queensland	Flat/apartment	0	3
Central Queensland	Flat/apartment	3600	17
Central Queensland	Flat/apartment	5400	3
Central Queensland	Flat/apartment	7200	19
Central Queensland	Flat/apartment	9600	18
Central Queensland	Flat/apartment	12000	54
Central Queensland	Flat/apartment	16800	58
Central Queensland	Flat/apartment	21600	48
Central Queensland	Flat/apartment	28800	17
Central Queensland	Flat/apartment	36000	19
Central Queensland	Flat/apartment	48000	3
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	0	9
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	3600	10
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	5400	7
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	7200	18
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	9600	23
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	12000	75
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	16800	63
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	21600	64
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	28800	16
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	36000	8
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	48000	4
Central Queensland	Separate house	0	1059
Central Queensland	Separate house	3600	486
Central Queensland	Separate house	5400	480
Central Queensland	Separate house	7200	854
Central Queensland	Separate house	9600	1364
Central Queensland	Separate house	12000	3960
Central Queensland	Separate house	16800	4770
Central Queensland	Separate house	21600	5845
Central Queensland	Separate house	28800	2745
Central Queensland	Separate house	36000	1912
Central Queensland	Separate house	48000	835
Gold Coast		3600	5
Gold Coast		5400	3
Gold Coast		7200	7
Gold Coast		9600	11
Gold Coast		12000	19
Gold Coast		16800	31
Gold Coast		21600	33
Gold Coast		28800	14
Gold Coast		36000	9
Gold Coast		48000	17
Gold Coast	(Other)	0	6
Gold Coast	(Other)	7200	6
Gold Coast	(Other)	9600	6
Gold Coast	(Other)	12000	17
Gold Coast	(Other)	16800	11
Gold Coast	(Other)	21600	13
Gold Coast	(Other)	28800	8
Gold Coast	(Other)	36000	15
Gold Coast	(Other)	48000	6
Gold Coast	Flat/apartment	0	325
Gold Coast	Flat/apartment	3600	120
Gold Coast	Flat/apartment	5400	112
Gold Coast	Flat/apartment	7200	249
Gold Coast	Flat/apartment	9600	350
Gold Coast	Flat/apartment	12000	1142
Gold Coast	Flat/apartment	16800	1228
Gold Coast	Flat/apartment	21600	1145
Gold Coast	Flat/apartment	28800	364
Gold Coast	Flat/apartment	36000	318
Gold Coast	Flat/apartment	48000	213
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	0	488
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	3600	227
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	5400	220
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	7200	402
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	9600	576
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	12000	1969
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	16800	2457
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	21600	1917
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	28800	577
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	36000	360
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	48000	200
Gold Coast	Separate house	0	2316
Gold Coast	Separate house	3600	912
Gold Coast	Separate house	5400	692
Gold Coast	Separate house	7200	1306
Gold Coast	Separate house	9600	1835
Gold Coast	Separate house	12000	5520
Gold Coast	Separate house	16800	7457
Gold Coast	Separate house	21600	14093
Gold Coast	Separate house	28800	7808
Gold Coast	Separate house	36000	5587
Gold Coast	Separate house	48000	3190
Ipswich		12000	9
Ipswich		16800	6
Ipswich		21600	12
Ipswich		28800	4
Ipswich		36000	8
Ipswich	(Other)	5400	3
Ipswich	(Other)	7200	5
Ipswich	(Other)	12000	10
Ipswich	(Other)	16800	19
Ipswich	(Other)	21600	16
Ipswich	(Other)	36000	3
Ipswich	(Other)	48000	4
Ipswich	Flat/apartment	0	3
Ipswich	Flat/apartment	7200	6
Ipswich	Flat/apartment	9600	7
Ipswich	Flat/apartment	12000	22
Ipswich	Flat/apartment	16800	17
Ipswich	Flat/apartment	21600	3
Ipswich	Semi-detached, row/terrace house, townhouse etc.	0	20
Ipswich	Semi-detached, row/terrace house, townhouse etc.	3600	19
Ipswich	Semi-detached, row/terrace house, townhouse etc.	5400	19
Ipswich	Semi-detached, row/terrace house, townhouse etc.	7200	45
Ipswich	Semi-detached, row/terrace house, townhouse etc.	9600	61
Ipswich	Semi-detached, row/terrace house, townhouse etc.	12000	193
Ipswich	Semi-detached, row/terrace house, townhouse etc.	16800	201
Ipswich	Semi-detached, row/terrace house, townhouse etc.	21600	139
Ipswich	Semi-detached, row/terrace house, townhouse etc.	28800	23
Ipswich	Semi-detached, row/terrace house, townhouse etc.	36000	13
Ipswich	Semi-detached, row/terrace house, townhouse etc.	48000	10
Ipswich	Separate house	0	1481
Ipswich	Separate house	3600	833
Ipswich	Separate house	5400	729
Ipswich	Separate house	7200	1349
Ipswich	Separate house	9600	2011
Ipswich	Separate house	12000	6864
Ipswich	Separate house	16800	8390
Ipswich	Separate house	21600	8568
Ipswich	Separate house	28800	2959
Ipswich	Separate house	36000	1873
Ipswich	Separate house	48000	791
Logan - Beaudesert		0	3
Logan - Beaudesert		9600	3
Logan - Beaudesert		12000	11
Logan - Beaudesert		16800	13
Logan - Beaudesert		21600	12
Logan - Beaudesert		28800	4
Logan - Beaudesert		36000	3
Logan - Beaudesert	(Other)	3600	3
Logan - Beaudesert	(Other)	9600	6
Logan - Beaudesert	(Other)	12000	8
Logan - Beaudesert	(Other)	16800	14
Logan - Beaudesert	(Other)	21600	9
Logan - Beaudesert	(Other)	28800	4
Logan - Beaudesert	(Other)	36000	3
Logan - Beaudesert	Flat/apartment	0	13
Logan - Beaudesert	Flat/apartment	3600	10
Logan - Beaudesert	Flat/apartment	5400	11
Logan - Beaudesert	Flat/apartment	7200	13
Logan - Beaudesert	Flat/apartment	9600	50
Logan - Beaudesert	Flat/apartment	12000	99
Logan - Beaudesert	Flat/apartment	16800	49
Logan - Beaudesert	Flat/apartment	21600	25
Logan - Beaudesert	Flat/apartment	28800	11
Logan - Beaudesert	Flat/apartment	36000	3
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	0	44
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	3600	48
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	5400	40
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	7200	102
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	9600	141
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	12000	486
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	16800	322
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	21600	135
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	28800	22
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	36000	28
Logan - Beaudesert	Semi-detached, row/terrace house, townhouse etc.	48000	17
Logan - Beaudesert	Separate house	0	1500
Logan - Beaudesert	Separate house	3600	710
Logan - Beaudesert	Separate house	5400	658
Logan - Beaudesert	Separate house	7200	1217
Logan - Beaudesert	Separate house	9600	1694
