SA4_NAME16	Age	Sex	persons
Illawarra	35-44	M	18022
Illawarra	45-54	F	19629
Illawarra	45-54	M	18897
Illawarra	55-64	F	18721
Illawarra	55-64	M	17511
Illawarra	65-74	F	14464
Illawarra	65-74	M	13576
Illawarra	75-84	F	9355
Illawarra	75-84	M	7707
Illawarra	85+	F	4612
Illawarra	85+	M	2721
Mid North Coast	0-4	F	4993
Mid North Coast	0-4	M	5266
Mid North Coast	5-14	F	11975
Mid North Coast	5-14	M	12466
Mid North Coast	15-19	F	5706
Mid North Coast	15-19	M	5993
Mid North Coast	20-24	F	4197
Mid North Coast	20-24	M	4327
Mid North Coast	25-34	F	8973
Mid North Coast	25-34	M	8293
Mid North Coast	35-44	F	10824
Mid North Coast	35-44	M	9892
Mid North Coast	45-54	F	14187
Mid North Coast	45-54	M	13038
Mid North Coast	55-64	F	17167
Mid North Coast	55-64	M	15954
Mid North Coast	65-74	F	16619
Mid North Coast	65-74	M	16324
Mid North Coast	75-84	F	9547
Mid North Coast	75-84	M	8711
Mid North Coast	85+	F	4718
Mid North Coast	85+	M	3030
Murray	0-4	F	3316
Murray	0-4	M	3588
Murray	5-14	F	7199
Murray	5-14	M	7341
Murray	15-19	F	3393
Murray	15-19	M	3514
Murray	20-24	F	3128
Murray	20-24	M	3184
Murray	25-34	F	6358
Murray	25-34	M	6053
Murray	35-44	F	6635
Murray	35-44	M	6199
Murray	45-54	F	7578
Murray	45-54	M	7264
Murray	55-64	F	8236
Murray	55-64	M	8087
Murray	65-74	F	6811
Murray	65-74	M	6909
Murray	75-84	F	4140
Murray	75-84	M	3652
Murray	85+	F	1939
Murray	85+	M	1264
New England and North West	0-4	F	5670
New England and North West	0-4	M	5884
New England and North West	5-14	F	11862
New England and North West	5-14	M	12217
New England and North West	15-19	F	5599
New England and North West	15-19	M	5990
New England and North West	20-24	F	5270
New England and North West	20-24	M	5234
New England and North West	25-34	F	10370
New England and North West	25-34	M	9850
New England and North West	35-44	F	10454
New England and North West	35-44	M	9806
New England and North West	45-54	F	11957
New England and North West	45-54	M	11444
New England and North West	55-64	F	12279
New England and North West	55-64	M	12152
New England and North West	65-74	F	9993
New England and North West	65-74	M	9980
New England and North West	75-84	F	6054
New England and North West	75-84	M	5229
New England and North West	85+	F	2780
New England and North West	85+	M	1470
Newcastle and Lake Macquarie	0-4	F	10245
Newcastle and Lake Macquarie	0-4	M	11119
Newcastle and Lake Macquarie	5-14	F	20435
Newcastle and Lake Macquarie	5-14	M	21610
Newcastle and Lake Macquarie	15-19	F	10367
Newcastle and Lake Macquarie	15-19	M	11055
Newcastle and Lake Macquarie	20-24	F	12279
Newcastle and Lake Macquarie	20-24	M	12627
Newcastle and Lake Macquarie	25-34	F	23199
Newcastle and Lake Macquarie	25-34	M	23140
Newcastle and Lake Macquarie	35-44	F	22753
Newcastle and Lake Macquarie	35-44	M	21580
Newcastle and Lake Macquarie	45-54	F	23735
Newcastle and Lake Macquarie	45-54	M	22834
Newcastle and Lake Macquarie	55-64	F	23227
Newcastle and Lake Macquarie	55-64	M	21925
Newcastle and Lake Macquarie	65-74	F	18906
Newcastle and Lake Macquarie	65-74	M	17365
Newcastle and Lake Macquarie	75-84	F	11526
Newcastle and Lake Macquarie	75-84	M	9251
Newcastle and Lake Macquarie	85+	F	6408
Newcastle and Lake Macquarie	85+	M	3517
Richmond - Tweed	0-4	F	6049
Richmond - Tweed	0-4	M	6361
Richmond - Tweed	5-14	F	13944
Richmond - Tweed	5-14	M	14721
Richmond - Tweed	15-19	F	6731
Richmond - Tweed	15-19	M	7042
Richmond - Tweed	20-24	F	5186
Richmond - Tweed	20-24	M	5403
Richmond - Tweed	25-34	F	11534
Richmond - Tweed	25-34	M	10669
Richmond - Tweed	35-44	F	14706
Richmond - Tweed	35-44	M	13062
Richmond - Tweed	45-54	F	17307
Richmond - Tweed	45-54	M	15674
Richmond - Tweed	55-64	F	19231
Richmond - Tweed	55-64	M	18015
Richmond - Tweed	65-74	F	14705
Richmond - Tweed	65-74	M	14655
Richmond - Tweed	75-84	F	8968
Richmond - Tweed	75-84	M	7585
Richmond - Tweed	85+	F	4981
Richmond - Tweed	85+	M	3063
Riverina	0-4	F	4801
Riverina	0-4	M	5164
Riverina	5-14	F	10372
Riverina	5-14	M	10752
Riverina	15-19	F	4862
Riverina	15-19	M	5286
Riverina	20-24	F	4821
Riverina	20-24	M	4940
Riverina	25-34	F	9477
Riverina	25-34	M	9501
Riverina	35-44	F	9060
Riverina	35-44	M	9120
Riverina	45-54	F	9933
Riverina	45-54	M	9956
Riverina	55-64	F	9871
Riverina	55-64	M	9958
Riverina	65-74	F	7601
Riverina	65-74	M	7442
Riverina	75-84	F	4883
Riverina	75-84	M	4180
Riverina	85+	F	2528
Riverina	85+	M	1425
Southern Highlands and Shoalhaven	0-4	F	3619
Southern Highlands and Shoalhaven	0-4	M	3862
Southern Highlands and Shoalhaven	5-14	F	8421
Southern Highlands and Shoalhaven	5-14	M	8786
Southern Highlands and Shoalhaven	15-19	F	4177
Southern Highlands and Shoalhaven	15-19	M	4149
Southern Highlands and Shoalhaven	20-24	F	3046
Southern Highlands and Shoalhaven	20-24	M	3456
Southern Highlands and Shoalhaven	25-34	F	6606
Southern Highlands and Shoalhaven	25-34	M	6668
Southern Highlands and Shoalhaven	35-44	F	7765
Southern Highlands and Shoalhaven	35-44	M	7371
Southern Highlands and Shoalhaven	45-54	F	9798
Southern Highlands and Shoalhaven	45-54	M	8951
Southern Highlands and Shoalhaven	55-64	F	11510
Southern Highlands and Shoalhaven	55-64	M	10459
Southern Highlands and Shoalhaven	65-74	F	11320
Southern Highlands and Shoalhaven	65-74	M	10740
Southern Highlands and Shoalhaven	75-84	F	6275
Southern Highlands and Shoalhaven	75-84	M	5793
Southern Highlands and Shoalhaven	85+	F	2743
Southern Highlands and Shoalhaven	85+	M	1843
Sydney - Baulkham Hills and Hawkesbury	0-4	F	6469
Sydney - Baulkham Hills and Hawkesbury	0-4	M	6875
Sydney - Baulkham Hills and Hawkesbury	5-14	F	16254
Sydney - Baulkham Hills and Hawkesbury	5-14	M	17358
Sydney - Baulkham Hills and Hawkesbury	15-19	F	7991
Sydney - Baulkham Hills and Hawkesbury	15-19	M	8631
Sydney - Baulkham Hills and Hawkesbury	20-24	F	6791
Sydney - Baulkham Hills and Hawkesbury	20-24	M	7380
Sydney - Baulkham Hills and Hawkesbury	25-34	F	11728
Sydney - Baulkham Hills and Hawkesbury	25-34	M	11229
Sydney - Baulkham Hills and Hawkesbury	35-44	F	16993
Sydney - Baulkham Hills and Hawkesbury	35-44	M	15195
Sydney - Baulkham Hills and Hawkesbury	45-54	F	17354
Sydney - Baulkham Hills and Hawkesbury	45-54	M	16492
Sydney - Baulkham Hills and Hawkesbury	55-64	F	14264
Sydney - Baulkham Hills and Hawkesbury	55-64	M	13680
Sydney - Baulkham Hills and Hawkesbury	65-74	F	10240
Sydney - Baulkham Hills and Hawkesbury	65-74	M	9857
Sydney - Baulkham Hills and Hawkesbury	75-84	F	4715
Sydney - Baulkham Hills and Hawkesbury	75-84	M	4248
Sydney - Baulkham Hills and Hawkesbury	85+	F	2541
Sydney - Baulkham Hills and Hawkesbury	85+	M	1458
Sydney - Blacktown	0-4	F	13348
Sydney - Blacktown	0-4	M	13814
Sydney - Blacktown	5-14	F	24212
Sydney - Blacktown	5-14	M	25948
Sydney - Blacktown	15-19	F	11288
Sydney - Blacktown	15-19	M	12132
Sydney - Blacktown	20-24	F	11113
Sydney - Blacktown	20-24	M	11857
Sydney - Blacktown	25-34	F	27228
Sydney - Blacktown	25-34	M	25495
Sydney - Blacktown	35-44	F	25834
Sydney - Blacktown	35-44	M	26075
Sydney - Blacktown	45-54	F	21335
Sydney - Blacktown	45-54	M	21004
Sydney - Blacktown	55-64	F	17406
Sydney - Blacktown	55-64	M	16527
Sydney - Blacktown	65-74	F	11251
Sydney - Blacktown	65-74	M	10468
Sydney - Blacktown	75-84	F	5377
Sydney - Blacktown	75-84	M	4358
Sydney - Blacktown	85+	F	2314
Sydney - Blacktown	85+	M	1258
Sydney - City and Inner South	0-4	F	6447
Sydney - City and Inner South	0-4	M	6646
Sydney - City and Inner South	5-14	F	8372
Sydney - City and Inner South	5-14	M	8788
Sydney - City and Inner South	15-19	F	6881
Sydney - City and Inner South	15-19	M	6194
Sydney - City and Inner South	20-24	F	19788
Sydney - City and Inner South	20-24	M	17399
Sydney - City and Inner South	25-34	F	45084
Sydney - City and Inner South	25-34	M	46994
Sydney - City and Inner South	35-44	F	23881
Sydney - City and Inner South	35-44	M	27940
Sydney - City and Inner South	45-54	F	15986
Sydney - City and Inner South	45-54	M	19344
Sydney - City and Inner South	55-64	F	12624
Sydney - City and Inner South	55-64	M	13538
Sydney - City and Inner South	65-74	F	8520
Sydney - City and Inner South	65-74	M	8642
Sydney - City and Inner South	75-84	F	4790
Sydney - City and Inner South	75-84	M	4263
Sydney - City and Inner South	85+	F	2111
Sydney - City and Inner South	85+	M	1315
Sydney - Eastern Suburbs	0-4	F	7259
Sydney - Eastern Suburbs	0-4	M	7546
Sydney - Eastern Suburbs	5-14	F	12734
Sydney - Eastern Suburbs	5-14	M	13213
Sydney - Eastern Suburbs	15-19	F	6636
Sydney - Eastern Suburbs	15-19	M	6741
Sydney - Eastern Suburbs	20-24	F	11105
Sydney - Eastern Suburbs	20-24	M	10893
Sydney - Eastern Suburbs	25-34	F	27691
Sydney - Eastern Suburbs	25-34	M	25470
Sydney - Eastern Suburbs	35-44	F	21123
Sydney - Eastern Suburbs	35-44	M	20517
Sydney - Eastern Suburbs	45-54	F	16745
Sydney - Eastern Suburbs	45-54	M	16142
Sydney - Eastern Suburbs	55-64	F	13031
Sydney - Eastern Suburbs	55-64	M	12049
Sydney - Eastern Suburbs	65-74	F	10629
Sydney - Eastern Suburbs	65-74	M	9442
Sydney - Eastern Suburbs	75-84	F	6530
Sydney - Eastern Suburbs	75-84	M	5187
Sydney - Eastern Suburbs	85+	F	4037
Sydney - Eastern Suburbs	85+	M	2306
Sydney - Inner South West	0-4	F	18501
Sydney - Inner South West	0-4	M	19695
Sydney - Inner South West	5-14	F	33320
Sydney - Inner South West	5-14	M	35568
Sydney - Inner South West	15-19	F	16732
Sydney - Inner South West	15-19	M	17553
Sydney - Inner South West	20-24	F	20261
Sydney - Inner South West	20-24	M	21322
Sydney - Inner South West	25-34	F	47374
Sydney - Inner South West	25-34	M	47360
Sydney - Inner South West	35-44	F	39201
Sydney - Inner South West	35-44	M	38398
Sydney - Inner South West	45-54	F	36805
Sydney - Inner South West	45-54	M	34974
Sydney - Inner South West	55-64	F	31514
Sydney - Inner South West	55-64	M	29558
Sydney - Inner South West	65-74	F	21767
Sydney - Inner South West	65-74	M	20866
Sydney - Inner South West	75-84	F	14883
Sydney - Inner South West	75-84	M	12355
Sydney - Inner South West	85+	F	8313
Sydney - Inner South West	85+	M	5108
Sydney - Inner West	0-4	F	8526
Sydney - Inner West	0-4	M	8857
Sydney - Inner West	5-14	F	14149
Sydney - Inner West	5-14	M	14693
Sydney - Inner West	15-19	F	6775
Sydney - Inner West	15-19	M	6943
Sydney - Inner West	20-24	F	11388
Sydney - Inner West	20-24	M	11456
Sydney - Inner West	25-34	F	28660
Sydney - Inner West	25-34	M	28205
Sydney - Inner West	35-44	F	23012
Sydney - Inner West	35-44	M	21916
Sydney - Inner West	45-54	F	20302
Sydney - Inner West	45-54	M	18323
Sydney - Inner West	55-64	F	16098
Sydney - Inner West	55-64	M	14384
Sydney - Inner West	65-74	F	11165
Sydney - Inner West	65-74	M	9855
Sydney - Inner West	75-84	F	6892
Sydney - Inner West	75-84	M	5554
Sydney - Inner West	85+	F	3896
Sydney - Inner West	85+	M	2259
Sydney - North Sydney and Hornsby	0-4	F	11678
Sydney - North Sydney and Hornsby	0-4	M	12429
Sydney - North Sydney and Hornsby	5-14	F	24719
Sydney - North Sydney and Hornsby	5-14	M	26156
Sydney - North Sydney and Hornsby	15-19	F	11465
Sydney - North Sydney and Hornsby	15-19	M	12144
Sydney - North Sydney and Hornsby	20-24	F	11258
Sydney - North Sydney and Hornsby	20-24	M	10897
Sydney - North Sydney and Hornsby	25-34	F	29900
Sydney - North Sydney and Hornsby	25-34	M	26916
Sydney - North Sydney and Hornsby	35-44	F	32918
Sydney - North Sydney and Hornsby	35-44	M	29935
Sydney - North Sydney and Hornsby	45-54	F	30116
Sydney - North Sydney and Hornsby	45-54	M	27091
Sydney - North Sydney and Hornsby	55-64	F	23393
Sydney - North Sydney and Hornsby	55-64	M	21063
Sydney - North Sydney and Hornsby	65-74	F	18195
Sydney - North Sydney and Hornsby	65-74	M	15857
Sydney - North Sydney and Hornsby	75-84	F	10499
Sydney - North Sydney and Hornsby	75-84	M	8585
Sydney - North Sydney and Hornsby	85+	F	6440
Sydney - North Sydney and Hornsby	85+	M	3699
Sydney - Northern Beaches	0-4	F	7602
Sydney - Northern Beaches	0-4	M	8072
Sydney - Northern Beaches	5-14	F	16593
Sydney - Northern Beaches	5-14	M	17578
Sydney - Northern Beaches	15-19	F	6932
Sydney - Northern Beaches	15-19	M	7481
Sydney - Northern Beaches	20-24	F	6074
Sydney - Northern Beaches	20-24	M	6485
Sydney - Northern Beaches	25-34	F	15379
Sydney - Northern Beaches	25-34	M	14200
Sydney - Northern Beaches	35-44	F	19671
Sydney - Northern Beaches	35-44	M	18525
Sydney - Northern Beaches	45-54	F	19163
Sydney - Northern Beaches	45-54	M	18234
Sydney - Northern Beaches	55-64	F	14581
Sydney - Northern Beaches	55-64	M	13842
Sydney - Northern Beaches	65-74	F	11773
Sydney - Northern Beaches	65-74	M	10672
Sydney - Northern Beaches	75-84	F	7121
Sydney - Northern Beaches	75-84	M	5965
Sydney - Northern Beaches	85+	F	4489
Sydney - Northern Beaches	85+	M	2456
Sydney - Outer South West	0-4	F	9399
Sydney - Outer South West	0-4	M	10002
Sydney - Outer South West	5-14	F	18782
Sydney - Outer South West	5-14	M	19801
Sydney - Outer South West	15-19	F	8803
Sydney - Outer South West	15-19	M	9308
Sydney - Outer South West	20-24	F	8917
Sydney - Outer South West	20-24	M	8928
Sydney - Outer South West	25-34	F	19256
Sydney - Outer South West	25-34	M	17708
Sydney - Outer South West	35-44	F	18683
Sydney - Outer South West	35-44	M	17744
Sydney - Outer South West	45-54	F	17410
Sydney - Outer South West	45-54	M	16276
Sydney - Outer South West	55-64	F	15453
Sydney - Outer South West	55-64	M	14415
Sydney - Outer South West	65-74	F	10047
Sydney - Outer South West	65-74	M	9674
Sydney - Outer South West	75-84	F	4505
Sydney - Outer South West	75-84	M	3776
Sydney - Outer South West	85+	F	2083
Sydney - Outer South West	85+	M	1090
Sydney - Outer West and Blue Mountains	0-4	F	10174
Sydney - Outer West and Blue Mountains	0-4	M	10802
Sydney - Outer West and Blue Mountains	5-14	F	20134
Sydney - Outer West and Blue Mountains	5-14	M	21037
Sydney - Outer West and Blue Mountains	15-19	F	9806
Sydney - Outer West and Blue Mountains	15-19	M	10372
Sydney - Outer West and Blue Mountains	20-24	F	10019
Sydney - Outer West and Blue Mountains	20-24	M	10285
Sydney - Outer West and Blue Mountains	25-34	F	21524
Sydney - Outer West and Blue Mountains	25-34	M	20562
Sydney - Outer West and Blue Mountains	35-44	F	21095
Sydney - Outer West and Blue Mountains	35-44	M	20265
Sydney - Outer West and Blue Mountains	45-54	F	20906
Sydney - Outer West and Blue Mountains	45-54	M	19488
Sydney - Outer West and Blue Mountains	55-64	F	19675
Sydney - Outer West and Blue Mountains	55-64	M	18122
Sydney - Outer West and Blue Mountains	65-74	F	13582
Sydney - Outer West and Blue Mountains	65-74	M	12772
Sydney - Outer West and Blue Mountains	75-84	F	6533
Sydney - Outer West and Blue Mountains	75-84	M	5209
Sydney - Outer West and Blue Mountains	85+	F	3017
Sydney - Outer West and Blue Mountains	85+	M	1557
Sydney - Parramatta	0-4	F	16872
Sydney - Parramatta	0-4	M	17316
Sydney - Parramatta	5-14	F	26308
Sydney - Parramatta	5-14	M	27981
Sydney - Parramatta	15-19	F	11862
Sydney - Parramatta	15-19	M	12809
Sydney - Parramatta	20-24	F	14832
Sydney - Parramatta	20-24	M	17356
Sydney - Parramatta	25-34	F	42711
Sydney - Parramatta	25-34	M	45289
Sydney - Parramatta	35-44	F	31472
Sydney - Parramatta	35-44	M	35053
Sydney - Parramatta	45-54	F	26289
Sydney - Parramatta	45-54	M	26073
Sydney - Parramatta	55-64	F	22042
Sydney - Parramatta	55-64	M	21299
Sydney - Parramatta	65-74	F	14710
Sydney - Parramatta	65-74	M	14106
Sydney - Parramatta	75-84	F	8903
Sydney - Parramatta	75-84	M	7531
Sydney - Parramatta	85+	F	4823
Sydney - Parramatta	85+	M	2761
Sydney - Ryde	0-4	F	5212
Sydney - Ryde	0-4	M	5461
Sydney - Ryde	5-14	F	9769
Sydney - Ryde	5-14	M	10464
Sydney - Ryde	15-19	F	5016
Sydney - Ryde	15-19	M	5813
Sydney - Ryde	20-24	F	7170
Sydney - Ryde	20-24	M	7067
Sydney - Ryde	25-34	F	14699
Sydney - Ryde	25-34	M	14151
Sydney - Ryde	35-44	F	13242
Sydney - Ryde	35-44	M	12622
Sydney - Ryde	45-54	F	12304
Sydney - Ryde	45-54	M	11332
Sydney - Ryde	55-64	F	10656
Sydney - Ryde	55-64	M	9627
Sydney - Ryde	65-74	F	7230
Sydney - Ryde	65-74	M	6720
Sydney - Ryde	75-84	F	4845
Sydney - Ryde	75-84	M	3795
Sydney - Ryde	85+	F	3141
Sydney - Ryde	85+	M	1790
Sydney - South West	0-4	F	13818
Sydney - South West	0-4	M	14592
Sydney - South West	5-14	F	27783
Sydney - South West	5-14	M	29197
Sydney - South West	15-19	F	14007
Sydney - South West	15-19	M	15029
Sydney - South West	20-24	F	14665
Sydney - South West	20-24	M	15205
Sydney - South West	25-34	F	29957
Sydney - South West	25-34	M	28174
Sydney - South West	35-44	F	28617
Sydney - South West	35-44	M	26659
Sydney - South West	45-54	F	27349
Sydney - South West	45-54	M	26931
Sydney - South West	55-64	F	23386
Sydney - South West	55-64	M	22217
Sydney - South West	65-74	F	14236
Sydney - South West	65-74	M	13680
Sydney - South West	75-84	F	8087
Sydney - South West	75-84	M	6809
Sydney - South West	85+	F	3432
Sydney - South West	85+	M	2111
Sydney - Sutherland	0-4	F	6545
Sydney - Sutherland	0-4	M	7036
Sydney - Sutherland	5-14	F	13604
Sydney - Sutherland	5-14	M	14353
Sydney - Sutherland	15-19	F	6373
Sydney - Sutherland	15-19	M	6716
Sydney - Sutherland	20-24	F	6176
Sydney - Sutherland	20-24	M	6492
Sydney - Sutherland	25-34	F	13476
Sydney - Sutherland	25-34	M	12708
Sydney - Sutherland	35-44	F	15494
Sydney - Sutherland	35-44	M	14583
Sydney - Sutherland	45-54	F	15550
Sydney - Sutherland	45-54	M	14637
Sydney - Sutherland	55-64	F	13966
Sydney - Sutherland	55-64	M	13236
Sydney - Sutherland	65-74	F	10370
Sydney - Sutherland	65-74	M	9563
Sydney - Sutherland	75-84	F	6079
Sydney - Sutherland	75-84	M	4962
Sydney - Sutherland	85+	F	3824
Sydney - Sutherland	85+	M	2123
Migratory - Offshore - Shipping (NSW)	0-4	F	4
Migratory - Offshore - Shipping (NSW)	0-4	M	10
Migratory - Offshore - Shipping (NSW)	5-14	F	14
Migratory - Offshore - Shipping (NSW)	5-14	M	7
Migratory - Offshore - Shipping (NSW)	15-19	F	7
Migratory - Offshore - Shipping (NSW)	15-19	M	3
Migratory - Offshore - Shipping (NSW)	20-24	F	4
Migratory - Offshore - Shipping (NSW)	20-24	M	9
Migratory - Offshore - Shipping (NSW)	25-34	F	24
Migratory - Offshore - Shipping (NSW)	25-34	M	11
Migratory - Offshore - Shipping (NSW)	35-44	F	14
Migratory - Offshore - Shipping (NSW)	35-44	M	18
Migratory - Offshore - Shipping (NSW)	45-54	F	31
Migratory - Offshore - Shipping (NSW)	45-54	M	25
Migratory - Offshore - Shipping (NSW)	55-64	F	53
Migratory - Offshore - Shipping (NSW)	55-64	M	22
Migratory - Offshore - Shipping (NSW)	65-74	F	60
Migratory - Offshore - Shipping (NSW)	65-74	M	48
Migratory - Offshore - Shipping (NSW)	75-84	F	24
Migratory - Offshore - Shipping (NSW)	75-84	M	16
Migratory - Offshore - Shipping (NSW)	85+	F	7
Migratory - Offshore - Shipping (NSW)	85+	M	3
No usual address (NSW)	0-4	F	149
No usual address (NSW)	0-4	M	188
No usual address (NSW)	5-14	F	200
No usual address (NSW)	5-14	M	202
No usual address (NSW)	15-19	F	232
No usual address (NSW)	15-19	M	285
No usual address (NSW)	20-24	F	615
No usual address (NSW)	20-24	M	746
No usual address (NSW)	25-34	F	1091
No usual address (NSW)	25-34	M	1615
No usual address (NSW)	35-44	F	629
No usual address (NSW)	35-44	M	1269
No usual address (NSW)	45-54	F	646
No usual address (NSW)	45-54	M	1148
No usual address (NSW)	55-64	F	732
No usual address (NSW)	55-64	M	986
No usual address (NSW)	65-74	F	477
No usual address (NSW)	65-74	M	719
No usual address (NSW)	75-84	F	120
No usual address (NSW)	75-84	M	162
No usual address (NSW)	85+	F	48
No usual address (NSW)	85+	M	32
Ballarat	0-4	F	4527
Ballarat	0-4	M	4794
Ballarat	5-14	F	9615
Ballarat	5-14	M	10031
Ballarat	15-19	F	4705
Ballarat	15-19	M	4948
Ballarat	20-24	F	4900
Ballarat	20-24	M	4971
Ballarat	25-34	F	8982
Ballarat	25-34	M	8530
Ballarat	35-44	F	9704
Ballarat	35-44	M	9046
Ballarat	45-54	F	11065
Ballarat	45-54	M	10223
Ballarat	55-64	F	11020
Ballarat	55-64	M	10317
Ballarat	65-74	F	8929
Ballarat	65-74	M	8547
Ballarat	75-84	F	4783
Ballarat	75-84	M	4100
Ballarat	85+	F	2456
Ballarat	85+	M	1291
Bendigo	0-4	F	4552
Bendigo	0-4	M	4675
Bendigo	5-14	F	9234
Bendigo	5-14	M	9843
Bendigo	15-19	F	4627
Bendigo	15-19	M	4748
Bendigo	20-24	F	4634
Bendigo	20-24	M	4598
Bendigo	25-34	F	8738
Bendigo	25-34	M	8364
Bendigo	35-44	F	9480
Bendigo	35-44	M	8736
Bendigo	45-54	F	10643
Bendigo	45-54	M	9833
Bendigo	55-64	F	10756
Bendigo	55-64	M	10195
Bendigo	65-74	F	8472
Bendigo	65-74	M	8128
Bendigo	75-84	F	4759
Bendigo	75-84	M	4118
Bendigo	85+	F	2500
Bendigo	85+	M	1457
Geelong	0-4	F	8303
Geelong	0-4	M	8945
Geelong	5-14	F	16839
Geelong	5-14	M	17718
Geelong	15-19	F	8363
Geelong	15-19	M	8752
Geelong	20-24	F	8475
Geelong	20-24	M	8977
Geelong	25-34	F	17444
Geelong	25-34	M	16643
