SA4_NAME16	Age5yr	Indigenous	persons
Central West	35-39	0	9706
Central West	35-39	1	657
Central West	40-44		949
Central West	40-44	0	10767
Central West	40-44	1	710
Central West	45-49		1065
Central West	45-49	0	11499
Central West	45-49	1	711
Central West	50-54		1153
Central West	50-54	0	11962
Central West	50-54	1	620
Central West	55-59		1117
Central West	55-59	0	12315
Central West	55-59	1	503
Central West	60-64		1002
Central West	60-64	0	11457
Central West	60-64	1	376
Central West	65+		3707
Central West	65+	0	35618
Central West	65+	1	742
Coffs Harbour - Grafton	0-4		452
Coffs Harbour - Grafton	0-4	0	5867
Coffs Harbour - Grafton	0-4	1	808
Coffs Harbour - Grafton	5-9		528
Coffs Harbour - Grafton	5-9	0	7078
Coffs Harbour - Grafton	5-9	1	922
Coffs Harbour - Grafton	10-14		518
Coffs Harbour - Grafton	10-14	0	6879
Coffs Harbour - Grafton	10-14	1	804
Coffs Harbour - Grafton	15-19		523
Coffs Harbour - Grafton	15-19	0	6694
Coffs Harbour - Grafton	15-19	1	805
Coffs Harbour - Grafton	20-24		452
Coffs Harbour - Grafton	20-24	0	5128
Coffs Harbour - Grafton	20-24	1	550
Coffs Harbour - Grafton	25-29		444
Coffs Harbour - Grafton	25-29	0	5366
Coffs Harbour - Grafton	25-29	1	484
Coffs Harbour - Grafton	30-34		420
Coffs Harbour - Grafton	30-34	0	5627
Coffs Harbour - Grafton	30-34	1	404
Coffs Harbour - Grafton	35-39		430
Coffs Harbour - Grafton	35-39	0	5879
Coffs Harbour - Grafton	35-39	1	353
Coffs Harbour - Grafton	40-44		528
Coffs Harbour - Grafton	40-44	0	7125
Coffs Harbour - Grafton	40-44	1	367
Coffs Harbour - Grafton	45-49		581
Coffs Harbour - Grafton	45-49	0	7584
Coffs Harbour - Grafton	45-49	1	429
Coffs Harbour - Grafton	50-54		628
Coffs Harbour - Grafton	50-54	0	8582
Coffs Harbour - Grafton	50-54	1	365
Coffs Harbour - Grafton	55-59		808
Coffs Harbour - Grafton	55-59	0	9515
Coffs Harbour - Grafton	55-59	1	350
Coffs Harbour - Grafton	60-64		693
Coffs Harbour - Grafton	60-64	0	9671
Coffs Harbour - Grafton	60-64	1	242
Coffs Harbour - Grafton	65+		2329
Coffs Harbour - Grafton	65+	0	28646
Coffs Harbour - Grafton	65+	1	412
Far West and Orana	0-4		632
Far West and Orana	0-4	0	4786
Far West and Orana	0-4	1	2215
Far West and Orana	5-9		672
Far West and Orana	5-9	0	5075
Far West and Orana	5-9	1	2242
Far West and Orana	10-14		526
Far West and Orana	10-14	0	4536
Far West and Orana	10-14	1	1954
Far West and Orana	15-19		477
Far West and Orana	15-19	0	4201
Far West and Orana	15-19	1	1827
Far West and Orana	20-24		560
Far West and Orana	20-24	0	4269
Far West and Orana	20-24	1	1626
Far West and Orana	25-29		645
Far West and Orana	25-29	0	5124
Far West and Orana	25-29	1	1416
Far West and Orana	30-34		591
Far West and Orana	30-34	0	5145
Far West and Orana	30-34	1	1080
Far West and Orana	35-39		525
Far West and Orana	35-39	0	4639
Far West and Orana	35-39	1	904
Far West and Orana	40-44		598
Far West and Orana	40-44	0	4935
Far West and Orana	40-44	1	1062
Far West and Orana	45-49		643
Far West and Orana	45-49	0	5418
Far West and Orana	45-49	1	1090
Far West and Orana	50-54		722
Far West and Orana	50-54	0	6057
Far West and Orana	50-54	1	979
Far West and Orana	55-59		780
Far West and Orana	55-59	0	6509
Far West and Orana	55-59	1	849
Far West and Orana	60-64		652
Far West and Orana	60-64	0	5848
Far West and Orana	60-64	1	666
Far West and Orana	65+		2014
Far West and Orana	65+	0	18172
Far West and Orana	65+	1	1125
Hunter Valley exc Newcastle	0-4		956
Hunter Valley exc Newcastle	0-4	0	14457
Hunter Valley exc Newcastle	0-4	1	1852
Hunter Valley exc Newcastle	5-9		1134
Hunter Valley exc Newcastle	5-9	0	15637
Hunter Valley exc Newcastle	5-9	1	1922
Hunter Valley exc Newcastle	10-14		1011
Hunter Valley exc Newcastle	10-14	0	14503
Hunter Valley exc Newcastle	10-14	1	1799
Hunter Valley exc Newcastle	15-19		944
Hunter Valley exc Newcastle	15-19	0	13946
Hunter Valley exc Newcastle	15-19	1	1520
Hunter Valley exc Newcastle	20-24		899
Hunter Valley exc Newcastle	20-24	0	12877
Hunter Valley exc Newcastle	20-24	1	1308
Hunter Valley exc Newcastle	25-29		1011
Hunter Valley exc Newcastle	25-29	0	13534
Hunter Valley exc Newcastle	25-29	1	1057
Hunter Valley exc Newcastle	30-34		1017
Hunter Valley exc Newcastle	30-34	0	14128
Hunter Valley exc Newcastle	30-34	1	861
Hunter Valley exc Newcastle	35-39		884
Hunter Valley exc Newcastle	35-39	0	13836
Hunter Valley exc Newcastle	35-39	1	764
Hunter Valley exc Newcastle	40-44		1036
Hunter Valley exc Newcastle	40-44	0	15199
Hunter Valley exc Newcastle	40-44	1	764
Hunter Valley exc Newcastle	45-49		1094
Hunter Valley exc Newcastle	45-49	0	15468
Hunter Valley exc Newcastle	45-49	1	803
Hunter Valley exc Newcastle	50-54		1080
Hunter Valley exc Newcastle	50-54	0	15615
Hunter Valley exc Newcastle	50-54	1	721
Hunter Valley exc Newcastle	55-59		1071
Hunter Valley exc Newcastle	55-59	0	15698
Hunter Valley exc Newcastle	55-59	1	640
Hunter Valley exc Newcastle	60-64		1066
Hunter Valley exc Newcastle	60-64	0	14690
Hunter Valley exc Newcastle	60-64	1	404
Hunter Valley exc Newcastle	65+		3633
Hunter Valley exc Newcastle	65+	0	41928
Hunter Valley exc Newcastle	65+	1	662
Illawarra	0-4		822
Illawarra	0-4	0	15719
Illawarra	0-4	1	935
Illawarra	5-9		714
Illawarra	5-9	0	16791
Illawarra	5-9	1	997
Illawarra	10-14		739
Illawarra	10-14	0	16106
Illawarra	10-14	1	949
Illawarra	15-19		808
Illawarra	15-19	0	17211
Illawarra	15-19	1	964
Illawarra	20-24		1050
Illawarra	20-24	0	19045
Illawarra	20-24	1	753
Illawarra	25-29		929
Illawarra	25-29	0	16557
Illawarra	25-29	1	614
Illawarra	30-34		902
Illawarra	30-34	0	16413
Illawarra	30-34	1	485
Illawarra	35-39		748
Illawarra	35-39	0	16367
Illawarra	35-39	1	407
Illawarra	40-44		853
Illawarra	40-44	0	17974
Illawarra	40-44	1	440
Illawarra	45-49		883
Illawarra	45-49	0	17578
Illawarra	45-49	1	418
Illawarra	50-54		938
Illawarra	50-54	0	18295
Illawarra	50-54	1	409
Illawarra	55-59		959
Illawarra	55-59	0	17910
Illawarra	55-59	1	342
Illawarra	60-64		875
Illawarra	60-64	0	15908
Illawarra	60-64	1	240
Illawarra	65+		3489
Illawarra	65+	0	48539
Illawarra	65+	1	410
Mid North Coast	0-4		641
Mid North Coast	0-4	0	8028
Mid North Coast	0-4	1	1585
Mid North Coast	5-9		744
Mid North Coast	5-9	0	9776
Mid North Coast	5-9	1	1680
Mid North Coast	10-14		750
Mid North Coast	10-14	0	9919
Mid North Coast	10-14	1	1580
Mid North Coast	15-19		758
Mid North Coast	15-19	0	9585
Mid North Coast	15-19	1	1350
Mid North Coast	20-24		584
Mid North Coast	20-24	0	6889
Mid North Coast	20-24	1	1049
Mid North Coast	25-29		587
Mid North Coast	25-29	0	7131
Mid North Coast	25-29	1	851
Mid North Coast	30-34		557
Mid North Coast	30-34	0	7466
Mid North Coast	30-34	1	679
Mid North Coast	35-39		555
Mid North Coast	35-39	0	8092
Mid North Coast	35-39	1	569
Mid North Coast	40-44		700
Mid North Coast	40-44	0	10096
Mid North Coast	40-44	1	699
Mid North Coast	45-49		847
Mid North Coast	45-49	0	11220
Mid North Coast	45-49	1	677
Mid North Coast	50-54		970
Mid North Coast	50-54	0	12858
Mid North Coast	50-54	1	661
Mid North Coast	55-59		1082
Mid North Coast	55-59	0	14684
Mid North Coast	55-59	1	611
Mid North Coast	60-64		1082
Mid North Coast	60-64	0	15157
Mid North Coast	60-64	1	506
Mid North Coast	65+		4518
Mid North Coast	65+	0	53577
Mid North Coast	65+	1	851
Murray	0-4		481
Murray	0-4	0	5946
Murray	0-4	1	480
Murray	5-9		504
Murray	5-9	0	6361
Murray	5-9	1	483
Murray	10-14		499
Murray	10-14	0	6216
Murray	10-14	1	476
Murray	15-19		469
Murray	15-19	0	6045
Murray	15-19	1	391
Murray	20-24		529
Murray	20-24	0	5458
Murray	20-24	1	325
Murray	25-29		494
Murray	25-29	0	5334
Murray	25-29	1	260
Murray	30-34		481
Murray	30-34	0	5633
Murray	30-34	1	217
Murray	35-39		413
Murray	35-39	0	5483
Murray	35-39	1	173
Murray	40-44		502
Murray	40-44	0	6066
Murray	40-44	1	205
Murray	45-49		544
Murray	45-49	0	6523
Murray	45-49	1	200
Murray	50-54		526
Murray	50-54	0	6845
Murray	50-54	1	213
Murray	55-59		685
Murray	55-59	0	7488
Murray	55-59	1	163
Murray	60-64		667
Murray	60-64	0	7189
Murray	60-64	1	130
Murray	65+		2269
Murray	65+	0	22210
Murray	65+	1	232
New England and North West	0-4		924
New England and North West	0-4	0	8276
New England and North West	0-4	1	2358
New England and North West	5-9		911
New England and North West	5-9	0	9131
New England and North West	5-9	1	2242
New England and North West	10-14		880
New England and North West	10-14	0	8891
New England and North West	10-14	1	2030
New England and North West	15-19		930
New England and North West	15-19	0	8804
New England and North West	15-19	1	1856
New England and North West	20-24		875
New England and North West	20-24	0	8157
New England and North West	20-24	1	1476
New England and North West	25-29		832
New England and North West	25-29	0	8240
New England and North West	25-29	1	1148
New England and North West	30-34		826
New England and North West	30-34	0	8160
New England and North West	30-34	1	1005
New England and North West	35-39		764
New England and North West	35-39	0	7942
New England and North West	35-39	1	910
New England and North West	40-44		848
New England and North West	40-44	0	8849
New England and North West	40-44	1	957
New England and North West	45-49		912
New England and North West	45-49	0	9432
New England and North West	45-49	1	982
New England and North West	50-54		1001
New England and North West	50-54	0	10165
New England and North West	50-54	1	913
New England and North West	55-59		1072
New England and North West	55-59	0	10835
New England and North West	55-59	1	833
New England and North West	60-64		980
New England and North West	60-64	0	10107
New England and North West	60-64	1	610
New England and North West	65+		3298
New England and North West	65+	0	31122
New England and North West	65+	1	1088
Newcastle and Lake Macquarie	0-4		719
Newcastle and Lake Macquarie	0-4	0	19059
Newcastle and Lake Macquarie	0-4	1	1593
Newcastle and Lake Macquarie	5-9		727
Newcastle and Lake Macquarie	5-9	0	19333
Newcastle and Lake Macquarie	5-9	1	1567
Newcastle and Lake Macquarie	10-14		631
Newcastle and Lake Macquarie	10-14	0	18240
Newcastle and Lake Macquarie	10-14	1	1552
Newcastle and Lake Macquarie	15-19		709
Newcastle and Lake Macquarie	15-19	0	19299
Newcastle and Lake Macquarie	15-19	1	1420
Newcastle and Lake Macquarie	20-24		966
Newcastle and Lake Macquarie	20-24	0	22598
Newcastle and Lake Macquarie	20-24	1	1339
Newcastle and Lake Macquarie	25-29		1038
Newcastle and Lake Macquarie	25-29	0	21221
Newcastle and Lake Macquarie	25-29	1	1009
Newcastle and Lake Macquarie	30-34		902
Newcastle and Lake Macquarie	30-34	0	21297
Newcastle and Lake Macquarie	30-34	1	883
Newcastle and Lake Macquarie	35-39		760
Newcastle and Lake Macquarie	35-39	0	19958
Newcastle and Lake Macquarie	35-39	1	729
Newcastle and Lake Macquarie	40-44		863
Newcastle and Lake Macquarie	40-44	0	21281
Newcastle and Lake Macquarie	40-44	1	745
Newcastle and Lake Macquarie	45-49		932
Newcastle and Lake Macquarie	45-49	0	21604
Newcastle and Lake Macquarie	45-49	1	723
Newcastle and Lake Macquarie	50-54		930
Newcastle and Lake Macquarie	50-54	0	21705
Newcastle and Lake Macquarie	50-54	1	667
Newcastle and Lake Macquarie	55-59		974
Newcastle and Lake Macquarie	55-59	0	22055
Newcastle and Lake Macquarie	55-59	1	540
Newcastle and Lake Macquarie	60-64		861
Newcastle and Lake Macquarie	60-64	0	20272
Newcastle and Lake Macquarie	60-64	1	440
Newcastle and Lake Macquarie	65+		3105
Newcastle and Lake Macquarie	65+	0	63178
Newcastle and Lake Macquarie	65+	1	696
Richmond - Tweed	0-4		862
Richmond - Tweed	0-4	0	10552
Richmond - Tweed	0-4	1	999
Richmond - Tweed	5-9		1053
Richmond - Tweed	5-9	0	12224
Richmond - Tweed	5-9	1	1154
Richmond - Tweed	10-14		1032
Richmond - Tweed	10-14	0	12049
Richmond - Tweed	10-14	1	1147
Richmond - Tweed	15-19		1000
Richmond - Tweed	15-19	0	11732
Richmond - Tweed	15-19	1	1050
Richmond - Tweed	20-24		855
Richmond - Tweed	20-24	0	8949
Richmond - Tweed	20-24	1	785
Richmond - Tweed	25-29		882
Richmond - Tweed	25-29	0	8947
Richmond - Tweed	25-29	1	559
Richmond - Tweed	30-34		911
Richmond - Tweed	30-34	0	10365
Richmond - Tweed	30-34	1	530
Richmond - Tweed	35-39		1012
Richmond - Tweed	35-39	0	11334
Richmond - Tweed	35-39	1	472
Richmond - Tweed	40-44		1158
Richmond - Tweed	40-44	0	13193
Richmond - Tweed	40-44	1	601
Richmond - Tweed	45-49		1209
Richmond - Tweed	45-49	0	14017
Richmond - Tweed	45-49	1	588
Richmond - Tweed	50-54		1406
Richmond - Tweed	50-54	0	15246
Richmond - Tweed	50-54	1	520
Richmond - Tweed	55-59		1502
Richmond - Tweed	55-59	0	16883
Richmond - Tweed	55-59	1	442
Richmond - Tweed	60-64		1579
Richmond - Tweed	60-64	0	16477
Richmond - Tweed	60-64	1	362
Richmond - Tweed	65+		4292
Richmond - Tweed	65+	0	49128
Richmond - Tweed	65+	1	530
Riverina	0-4		645
Riverina	0-4	0	8294
Riverina	0-4	1	1027
Riverina	5-9		737
Riverina	5-9	0	8888
Riverina	5-9	1	1046
Riverina	10-14		732
Riverina	10-14	0	8762
Riverina	10-14	1	962
Riverina	15-19		682
Riverina	15-19	0	8573
Riverina	15-19	1	887
Riverina	20-24		681
Riverina	20-24	0	8345
Riverina	20-24	1	735
Riverina	25-29		659
Riverina	25-29	0	8390
Riverina	25-29	1	570
Riverina	30-34		658
Riverina	30-34	0	8202
Riverina	30-34	1	505
Riverina	35-39		609
Riverina	35-39	0	7650
Riverina	35-39	1	462
Riverina	40-44		678
Riverina	40-44	0	8328
Riverina	40-44	1	454
Riverina	45-49		692
Riverina	45-49	0	8669
Riverina	45-49	1	403
Riverina	50-54		732
Riverina	50-54	0	8999
Riverina	50-54	1	390
Riverina	55-59		789
Riverina	55-59	0	9332
Riverina	55-59	1	336
Riverina	60-64		776
Riverina	60-64	0	8352
Riverina	60-64	1	249
Riverina	65+		2406
Riverina	65+	0	25228
Riverina	65+	1	427
Southern Highlands and Shoalhaven	0-4		422
Southern Highlands and Shoalhaven	0-4	0	6265
Southern Highlands and Shoalhaven	0-4	1	791
Southern Highlands and Shoalhaven	5-9		527
Southern Highlands and Shoalhaven	5-9	0	7290
Southern Highlands and Shoalhaven	5-9	1	774
Southern Highlands and Shoalhaven	10-14		521
Southern Highlands and Shoalhaven	10-14	0	7399
Southern Highlands and Shoalhaven	10-14	1	699
Southern Highlands and Shoalhaven	15-19		501
Southern Highlands and Shoalhaven	15-19	0	7138
Southern Highlands and Shoalhaven	15-19	1	679
Southern Highlands and Shoalhaven	20-24		449
Southern Highlands and Shoalhaven	20-24	0	5535
Southern Highlands and Shoalhaven	20-24	1	531
Southern Highlands and Shoalhaven	25-29		410
Southern Highlands and Shoalhaven	25-29	0	5698
Southern Highlands and Shoalhaven	25-29	1	407
Southern Highlands and Shoalhaven	30-34		440
Southern Highlands and Shoalhaven	30-34	0	5936
Southern Highlands and Shoalhaven	30-34	1	380
Southern Highlands and Shoalhaven	35-39		459
Southern Highlands and Shoalhaven	35-39	0	6119
Southern Highlands and Shoalhaven	35-39	1	303
Southern Highlands and Shoalhaven	40-44		541
Southern Highlands and Shoalhaven	40-44	0	7400
Southern Highlands and Shoalhaven	40-44	1	326
Southern Highlands and Shoalhaven	45-49		567
Southern Highlands and Shoalhaven	45-49	0	8051
Southern Highlands and Shoalhaven	45-49	1	334
Southern Highlands and Shoalhaven	50-54		639
Southern Highlands and Shoalhaven	50-54	0	8865
Southern Highlands and Shoalhaven	50-54	1	293
Southern Highlands and Shoalhaven	55-59		648
Southern Highlands and Shoalhaven	55-59	0	9925
Southern Highlands and Shoalhaven	55-59	1	283
Southern Highlands and Shoalhaven	60-64		701
Southern Highlands and Shoalhaven	60-64	0	10166
Southern Highlands and Shoalhaven	60-64	1	241
Southern Highlands and Shoalhaven	65+		2622
Southern Highlands and Shoalhaven	65+	0	35692
Southern Highlands and Shoalhaven	65+	1	402
Sydney - Baulkham Hills and Hawkesbury	0-4		349
Sydney - Baulkham Hills and Hawkesbury	0-4	0	12811
Sydney - Baulkham Hills and Hawkesbury	0-4	1	183
Sydney - Baulkham Hills and Hawkesbury	5-9		442
Sydney - Baulkham Hills and Hawkesbury	5-9	0	16132
Sydney - Baulkham Hills and Hawkesbury	5-9	1	202
Sydney - Baulkham Hills and Hawkesbury	10-14		481
Sydney - Baulkham Hills and Hawkesbury	10-14	0	16136
Sydney - Baulkham Hills and Hawkesbury	10-14	1	221
Sydney - Baulkham Hills and Hawkesbury	15-19		524
Sydney - Baulkham Hills and Hawkesbury	15-19	0	15860
Sydney - Baulkham Hills and Hawkesbury	15-19	1	241
Sydney - Baulkham Hills and Hawkesbury	20-24		411
Sydney - Baulkham Hills and Hawkesbury	20-24	0	13591
Sydney - Baulkham Hills and Hawkesbury	20-24	1	161
Sydney - Baulkham Hills and Hawkesbury	25-29		418
Sydney - Baulkham Hills and Hawkesbury	25-29	0	10470
Sydney - Baulkham Hills and Hawkesbury	25-29	1	99
Sydney - Baulkham Hills and Hawkesbury	30-34		368
Sydney - Baulkham Hills and Hawkesbury	30-34	0	11518
Sydney - Baulkham Hills and Hawkesbury	30-34	1	91
Sydney - Baulkham Hills and Hawkesbury	35-39		428
Sydney - Baulkham Hills and Hawkesbury	35-39	0	14283
Sydney - Baulkham Hills and Hawkesbury	35-39	1	99
Sydney - Baulkham Hills and Hawkesbury	40-44		549
Sydney - Baulkham Hills and Hawkesbury	40-44	0	16717
Sydney - Baulkham Hills and Hawkesbury	40-44	1	111
Sydney - Baulkham Hills and Hawkesbury	45-49		588
Sydney - Baulkham Hills and Hawkesbury	45-49	0	16783
Sydney - Baulkham Hills and Hawkesbury	45-49	1	105
Sydney - Baulkham Hills and Hawkesbury	50-54		647
Sydney - Baulkham Hills and Hawkesbury	50-54	0	15628
Sydney - Baulkham Hills and Hawkesbury	50-54	1	95
Sydney - Baulkham Hills and Hawkesbury	55-59		526
Sydney - Baulkham Hills and Hawkesbury	55-59	0	14341
Sydney - Baulkham Hills and Hawkesbury	55-59	1	80
Sydney - Baulkham Hills and Hawkesbury	60-64		448
Sydney - Baulkham Hills and Hawkesbury	60-64	0	12483
Sydney - Baulkham Hills and Hawkesbury	60-64	1	63
Sydney - Baulkham Hills and Hawkesbury	65+		1414
Sydney - Baulkham Hills and Hawkesbury	65+	0	31562
Sydney - Baulkham Hills and Hawkesbury	65+	1	91
Sydney - Blacktown	0-4		1218
Sydney - Blacktown	0-4	0	24750
Sydney - Blacktown	0-4	1	1192
Sydney - Blacktown	5-9		1176
Sydney - Blacktown	5-9	0	24543
Sydney - Blacktown	5-9	1	1148
Sydney - Blacktown	10-14		981
Sydney - Blacktown	10-14	0	21160
Sydney - Blacktown	10-14	1	1151
Sydney - Blacktown	15-19		1003
Sydney - Blacktown	15-19	0	21369
Sydney - Blacktown	15-19	1	1041
Sydney - Blacktown	20-24		1021
Sydney - Blacktown	20-24	0	21036
Sydney - Blacktown	20-24	1	915
Sydney - Blacktown	25-29		1098
Sydney - Blacktown	25-29	0	22614
Sydney - Blacktown	25-29	1	673
Sydney - Blacktown	30-34		1263
Sydney - Blacktown	30-34	0	26524
Sydney - Blacktown	30-34	1	550
Sydney - Blacktown	35-39		1139
Sydney - Blacktown	35-39	0	25843
Sydney - Blacktown	35-39	1	468
Sydney - Blacktown	40-44		1001
Sydney - Blacktown	40-44	0	22954
Sydney - Blacktown	40-44	1	495
Sydney - Blacktown	45-49		939
Sydney - Blacktown	45-49	0	20491
Sydney - Blacktown	45-49	1	526
Sydney - Blacktown	50-54		931
Sydney - Blacktown	50-54	0	19045
Sydney - Blacktown	50-54	1	406
Sydney - Blacktown	55-59		832
Sydney - Blacktown	55-59	0	17173
Sydney - Blacktown	55-59	1	307
Sydney - Blacktown	60-64		757
Sydney - Blacktown	60-64	0	14604
Sydney - Blacktown	60-64	1	259
Sydney - Blacktown	65+		2011
Sydney - Blacktown	65+	0	32610
Sydney - Blacktown	65+	1	400
Sydney - City and Inner South	0-4		1086
Sydney - City and Inner South	0-4	0	11720
Sydney - City and Inner South	0-4	1	290
Sydney - City and Inner South	5-9		711
Sydney - City and Inner South	5-9	0	8555
Sydney - City and Inner South	5-9	1	308
Sydney - City and Inner South	10-14		533
Sydney - City and Inner South	10-14	0	6774
Sydney - City and Inner South	10-14	1	286
Sydney - City and Inner South	15-19		1271
Sydney - City and Inner South	15-19	0	11471
Sydney - City and Inner South	15-19	1	337
Sydney - City and Inner South	20-24		4208
Sydney - City and Inner South	20-24	0	32571
Sydney - City and Inner South	20-24	1	412
Sydney - City and Inner South	25-29		5637
Sydney - City and Inner South	25-29	0	43142
Sydney - City and Inner South	25-29	1	439
Sydney - City and Inner South	30-34		4575
Sydney - City and Inner South	30-34	0	37939
Sydney - City and Inner South	30-34	1	341
Sydney - City and Inner South	35-39		2993
Sydney - City and Inner South	35-39	0	25991
Sydney - City and Inner South	35-39	1	266
Sydney - City and Inner South	40-44		2210
Sydney - City and Inner South	40-44	0	20083
Sydney - City and Inner South	40-44	1	287
Sydney - City and Inner South	45-49		1907
Sydney - City and Inner South	45-49	0	16699
Sydney - City and Inner South	45-49	1	306
Sydney - City and Inner South	50-54		1650
Sydney - City and Inner South	50-54	0	14507
Sydney - City and Inner South	50-54	1	252
Sydney - City and Inner South	55-59		1505
Sydney - City and Inner South	55-59	0	12567
Sydney - City and Inner South	55-59	1	221
Sydney - City and Inner South	60-64		1192
Sydney - City and Inner South	60-64	0	10524
Sydney - City and Inner South	60-64	1	148
Sydney - City and Inner South	65+		2944
Sydney - City and Inner South	65+	0	26447
Sydney - City and Inner South	65+	1	255
Sydney - Eastern Suburbs	0-4		1022
Sydney - Eastern Suburbs	0-4	0	13564
Sydney - Eastern Suburbs	0-4	1	216
Sydney - Eastern Suburbs	5-9		863
Sydney - Eastern Suburbs	5-9	0	12919
Sydney - Eastern Suburbs	5-9	1	214
Sydney - Eastern Suburbs	10-14		721
Sydney - Eastern Suburbs	10-14	0	11021
Sydney - Eastern Suburbs	10-14	1	213
Sydney - Eastern Suburbs	15-19		833
Sydney - Eastern Suburbs	15-19	0	12310
Sydney - Eastern Suburbs	15-19	1	233
Sydney - Eastern Suburbs	20-24		1847
Sydney - Eastern Suburbs	20-24	0	19852
Sydney - Eastern Suburbs	20-24	1	299
Sydney - Eastern Suburbs	25-29		2617
Sydney - Eastern Suburbs	25-29	0	23813
Sydney - Eastern Suburbs	25-29	1	211
Sydney - Eastern Suburbs	30-34		2456
Sydney - Eastern Suburbs	30-34	0	23845
Sydney - Eastern Suburbs	30-34	1	225
Sydney - Eastern Suburbs	35-39		1887
Sydney - Eastern Suburbs	35-39	0	20219
Sydney - Eastern Suburbs	35-39	1	168
Sydney - Eastern Suburbs	40-44		1485
Sydney - Eastern Suburbs	40-44	0	17700
Sydney - Eastern Suburbs	40-44	1	182
Sydney - Eastern Suburbs	45-49		1373
Sydney - Eastern Suburbs	45-49	0	15976
Sydney - Eastern Suburbs	45-49	1	161
Sydney - Eastern Suburbs	50-54		1141
Sydney - Eastern Suburbs	50-54	0	14123
Sydney - Eastern Suburbs	50-54	1	128
Sydney - Eastern Suburbs	55-59		1005
Sydney - Eastern Suburbs	55-59	0	12338
Sydney - Eastern Suburbs	55-59	1	113
Sydney - Eastern Suburbs	60-64		942
Sydney - Eastern Suburbs	60-64	0	10604
Sydney - Eastern Suburbs	60-64	1	82
Sydney - Eastern Suburbs	65+		3630
Sydney - Eastern Suburbs	65+	0	34344
Sydney - Eastern Suburbs	65+	1	157
Sydney - Inner South West	0-4		1835
Sydney - Inner South West	0-4	0	35999
Sydney - Inner South West	0-4	1	371
Sydney - Inner South West	5-9		1743
Sydney - Inner South West	5-9	0	34031
Sydney - Inner South West	5-9	1	376
Sydney - Inner South West	10-14		1490
Sydney - Inner South West	10-14	0	30908
Sydney - Inner South West	10-14	1	345
Sydney - Inner South West	15-19		1521
Sydney - Inner South West	15-19	0	32421
Sydney - Inner South West	15-19	1	342
Sydney - Inner South West	20-24		2016
Sydney - Inner South West	20-24	0	39181
Sydney - Inner South West	20-24	1	382
Sydney - Inner South West	25-29		2572
Sydney - Inner South West	25-29	0	45238
Sydney - Inner South West	25-29	1	290
Sydney - Inner South West	30-34		2400
Sydney - Inner South West	30-34	0	43996
