SA4_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Far West and Orana	1	0	1	1	1543
Far West and Orana	1	1	0	0	23396
Far West and Orana	1	1	0	1	1640
Far West and Orana	1	1	1	0	4705
Far West and Orana	1	1	1	1	991
Hunter Valley exc Newcastle					1803
Hunter Valley exc Newcastle	0	0	0	1	8608
Hunter Valley exc Newcastle	0	0	1	0	1984
Hunter Valley exc Newcastle	0	0	1	1	1311
Hunter Valley exc Newcastle	0	1	0	0	15445
Hunter Valley exc Newcastle	0	1	0	1	1805
Hunter Valley exc Newcastle	0	1	1	0	2985
Hunter Valley exc Newcastle	0	1	1	1	778
Hunter Valley exc Newcastle	1	0	0	1	18197
Hunter Valley exc Newcastle	1	0	1	0	6591
Hunter Valley exc Newcastle	1	0	1	1	5887
Hunter Valley exc Newcastle	1	1	0	0	62027
Hunter Valley exc Newcastle	1	1	0	1	4676
Hunter Valley exc Newcastle	1	1	1	0	13696
Hunter Valley exc Newcastle	1	1	1	1	2997
Illawarra					2366
Illawarra	0	0	0	1	11213
Illawarra	0	0	1	0	3007
Illawarra	0	0	1	1	1866
Illawarra	0	1	0	0	13066
Illawarra	0	1	0	1	1745
Illawarra	0	1	1	0	3333
Illawarra	0	1	1	1	806
Illawarra	1	0	0	1	23613
Illawarra	1	0	1	0	9956
Illawarra	1	0	1	1	8639
Illawarra	1	1	0	0	69102
Illawarra	1	1	0	1	4506
Illawarra	1	1	1	0	14829
Illawarra	1	1	1	1	3367
Mid North Coast					1510
Mid North Coast	0	0	0	1	7648
Mid North Coast	0	0	1	0	1887
Mid North Coast	0	0	1	1	917
Mid North Coast	0	1	0	0	12094
Mid North Coast	0	1	0	1	1493
Mid North Coast	0	1	1	0	2833
Mid North Coast	0	1	1	1	612
Mid North Coast	1	0	0	1	11798
Mid North Coast	1	0	1	0	4588
Mid North Coast	1	0	1	1	2682
Mid North Coast	1	1	0	0	36694
Mid North Coast	1	1	0	1	2870
Mid North Coast	1	1	1	0	9299
Mid North Coast	1	1	1	1	1822
Murray					703
Murray	0	0	0	1	3060
Murray	0	0	1	0	831
Murray	0	0	1	1	421
Murray	0	1	0	0	5439
Murray	0	1	0	1	567
Murray	0	1	1	0	1194
Murray	0	1	1	1	250
Murray	1	0	0	1	5801
Murray	1	0	1	0	2714
Murray	1	0	1	1	2069
Murray	1	1	0	0	25442
Murray	1	1	0	1	1490
Murray	1	1	1	0	5509
Murray	1	1	1	1	1123
New England and North West					1523
New England and North West	0	0	0	1	5605
New England and North West	0	0	1	0	1261
New England and North West	0	0	1	1	625
New England and North West	0	1	0	0	10865
New England and North West	0	1	0	1	1321
New England and North West	0	1	1	0	2170
New England and North West	0	1	1	1	537
New England and North West	1	0	0	1	9621
New England and North West	1	0	1	0	3843
New England and North West	1	0	1	1	2403
New England and North West	1	1	0	0	38781
New England and North West	1	1	0	1	2691
New England and North West	1	1	1	0	7955
New England and North West	1	1	1	1	1782
Newcastle and Lake Macquarie					3087
Newcastle and Lake Macquarie	0	0	0	1	13870
Newcastle and Lake Macquarie	0	0	1	0	3723
Newcastle and Lake Macquarie	0	0	1	1	1960
Newcastle and Lake Macquarie	0	1	0	0	17194
Newcastle and Lake Macquarie	0	1	0	1	1999
Newcastle and Lake Macquarie	0	1	1	0	3843
Newcastle and Lake Macquarie	0	1	1	1	1021
Newcastle and Lake Macquarie	1	0	0	1	24946
Newcastle and Lake Macquarie	1	0	1	0	10870
Newcastle and Lake Macquarie	1	0	1	1	8184
Newcastle and Lake Macquarie	1	1	0	0	81447
Newcastle and Lake Macquarie	1	1	0	1	5342
Newcastle and Lake Macquarie	1	1	1	0	17132
Newcastle and Lake Macquarie	1	1	1	1	3072
Richmond - Tweed					1807
Richmond - Tweed	0	0	0	1	8654
Richmond - Tweed	0	0	1	0	2677
Richmond - Tweed	0	0	1	1	1290
Richmond - Tweed	0	1	0	0	12567
Richmond - Tweed	0	1	0	1	1391
Richmond - Tweed	0	1	1	0	2951
Richmond - Tweed	0	1	1	1	653
Richmond - Tweed	1	0	0	1	13576
Richmond - Tweed	1	0	1	0	5999
Richmond - Tweed	1	0	1	1	3771
Richmond - Tweed	1	1	0	0	47464
Richmond - Tweed	1	1	0	1	3036
Richmond - Tweed	1	1	1	0	10704
Richmond - Tweed	1	1	1	1	1864
Riverina					1235
Riverina	0	0	0	1	4566
Riverina	0	0	1	0	995
Riverina	0	0	1	1	573
Riverina	0	1	0	0	7742
Riverina	0	1	0	1	1015
Riverina	0	1	1	0	1726
Riverina	0	1	1	1	399
Riverina	1	0	0	1	9088
Riverina	1	0	1	0	3470
Riverina	1	0	1	1	2554
Riverina	1	1	0	0	36018
Riverina	1	1	0	1	2628
Riverina	1	1	1	0	8125
Riverina	1	1	1	1	1847
Southern Highlands and Shoalhaven					874
Southern Highlands and Shoalhaven	0	0	0	1	4863
Southern Highlands and Shoalhaven	0	0	1	0	1207
Southern Highlands and Shoalhaven	0	0	1	1	675
Southern Highlands and Shoalhaven	0	1	0	0	6778
Southern Highlands and Shoalhaven	0	1	0	1	944
Southern Highlands and Shoalhaven	0	1	1	0	1577
Southern Highlands and Shoalhaven	0	1	1	1	383
Southern Highlands and Shoalhaven	1	0	0	1	8966
Southern Highlands and Shoalhaven	1	0	1	0	3253
Southern Highlands and Shoalhaven	1	0	1	1	2409
Southern Highlands and Shoalhaven	1	1	0	0	28960
Southern Highlands and Shoalhaven	1	1	0	1	2167
Southern Highlands and Shoalhaven	1	1	1	0	6133
Southern Highlands and Shoalhaven	1	1	1	1	1522
Sydney - Baulkham Hills and Hawkesbury					1115
Sydney - Baulkham Hills and Hawkesbury	0	0	0	1	5841
Sydney - Baulkham Hills and Hawkesbury	0	0	1	0	1889
Sydney - Baulkham Hills and Hawkesbury	0	0	1	1	1329
Sydney - Baulkham Hills and Hawkesbury	0	1	0	0	4937
Sydney - Baulkham Hills and Hawkesbury	0	1	0	1	625
Sydney - Baulkham Hills and Hawkesbury	0	1	1	0	1737
Sydney - Baulkham Hills and Hawkesbury	0	1	1	1	365
Sydney - Baulkham Hills and Hawkesbury	1	0	0	1	24594
Sydney - Baulkham Hills and Hawkesbury	1	0	1	0	13712
Sydney - Baulkham Hills and Hawkesbury	1	0	1	1	11488
Sydney - Baulkham Hills and Hawkesbury	1	1	0	0	69432
Sydney - Baulkham Hills and Hawkesbury	1	1	0	1	3725
Sydney - Baulkham Hills and Hawkesbury	1	1	1	0	18707
Sydney - Baulkham Hills and Hawkesbury	1	1	1	1	3516
Sydney - Blacktown					3213
Sydney - Blacktown	0	0	0	1	13729
Sydney - Blacktown	0	0	1	0	3092
Sydney - Blacktown	0	0	1	1	2723
Sydney - Blacktown	0	1	0	0	16602
Sydney - Blacktown	0	1	0	1	2964
Sydney - Blacktown	0	1	1	0	4546
Sydney - Blacktown	0	1	1	1	1654
Sydney - Blacktown	1	0	0	1	30551
Sydney - Blacktown	1	0	1	0	13229
Sydney - Blacktown	1	0	1	1	13041
Sydney - Blacktown	1	1	0	0	103441
Sydney - Blacktown	1	1	0	1	7172
Sydney - Blacktown	1	1	1	0	23407
Sydney - Blacktown	1	1	1	1	6114
Sydney - City and Inner South					5107
Sydney - City and Inner South	0	0	0	1	7282
Sydney - City and Inner South	0	0	1	0	2452
Sydney - City and Inner South	0	0	1	1	851
Sydney - City and Inner South	0	1	0	0	6424
Sydney - City and Inner South	0	1	0	1	667
Sydney - City and Inner South	0	1	1	0	1198
Sydney - City and Inner South	0	1	1	1	264
Sydney - City and Inner South	1	0	0	1	9802
Sydney - City and Inner South	1	0	1	0	5199
Sydney - City and Inner South	1	0	1	1	3124
Sydney - City and Inner South	1	1	0	0	48204
Sydney - City and Inner South	1	1	0	1	1202
Sydney - City and Inner South	1	1	1	0	5616
Sydney - City and Inner South	1	1	1	1	741
Sydney - Eastern Suburbs					3343
Sydney - Eastern Suburbs	0	0	0	1	6714
Sydney - Eastern Suburbs	0	0	1	0	2606
Sydney - Eastern Suburbs	0	0	1	1	1012
Sydney - Eastern Suburbs	0	1	0	0	6611
Sydney - Eastern Suburbs	0	1	0	1	449
Sydney - Eastern Suburbs	0	1	1	0	1332
Sydney - Eastern Suburbs	0	1	1	1	208
Sydney - Eastern Suburbs	1	0	0	1	12191
Sydney - Eastern Suburbs	1	0	1	0	9165
Sydney - Eastern Suburbs	1	0	1	1	5188
Sydney - Eastern Suburbs	1	1	0	0	61895
Sydney - Eastern Suburbs	1	1	0	1	1153
Sydney - Eastern Suburbs	1	1	1	0	10593
Sydney - Eastern Suburbs	1	1	1	1	982
Sydney - Inner South West					7236
Sydney - Inner South West	0	0	0	1	24168
Sydney - Inner South West	0	0	1	0	6632
Sydney - Inner South West	0	0	1	1	4346
Sydney - Inner South West	0	1	0	0	20005
Sydney - Inner South West	0	1	0	1	2631
Sydney - Inner South West	0	1	1	0	5654
Sydney - Inner South West	0	1	1	1	1785
Sydney - Inner South West	1	0	0	1	51364
Sydney - Inner South West	1	0	1	0	22661
Sydney - Inner South West	1	0	1	1	19942
Sydney - Inner South West	1	1	0	0	149670
Sydney - Inner South West	1	1	0	1	8288
Sydney - Inner South West	1	1	1	0	34325
Sydney - Inner South West	1	1	1	1	8361
Sydney - Inner West					3872
Sydney - Inner West	0	0	0	1	9217
Sydney - Inner West	0	0	1	0	3521
Sydney - Inner West	0	0	1	1	1396
Sydney - Inner West	0	1	0	0	7576
Sydney - Inner West	0	1	0	1	501
Sydney - Inner West	0	1	1	0	1740
Sydney - Inner West	0	1	1	1	171
Sydney - Inner West	1	0	0	1	18790
Sydney - Inner West	1	0	1	0	11533
Sydney - Inner West	1	0	1	1	7554
Sydney - Inner West	1	1	0	0	74734
Sydney - Inner West	1	1	0	1	1643
Sydney - Inner West	1	1	1	0	12074
Sydney - Inner West	1	1	1	1	1468
Sydney - North Sydney and Hornsby					3604
Sydney - North Sydney and Hornsby	0	0	0	1	9519
Sydney - North Sydney and Hornsby	0	0	1	0	4825
Sydney - North Sydney and Hornsby	0	0	1	1	2067
Sydney - North Sydney and Hornsby	0	1	0	0	9143
Sydney - North Sydney and Hornsby	0	1	0	1	467
Sydney - North Sydney and Hornsby	0	1	1	0	2795
Sydney - North Sydney and Hornsby	0	1	1	1	255
Sydney - North Sydney and Hornsby	1	0	0	1	23458
Sydney - North Sydney and Hornsby	1	0	1	0	23465
Sydney - North Sydney and Hornsby	1	0	1	1	12366
Sydney - North Sydney and Hornsby	1	1	0	0	120052
Sydney - North Sydney and Hornsby	1	1	0	1	2241
Sydney - North Sydney and Hornsby	1	1	1	0	23990
Sydney - North Sydney and Hornsby	1	1	1	1	2304
Sydney - Northern Beaches					1586
Sydney - Northern Beaches	0	0	0	1	6955
Sydney - Northern Beaches	0	0	1	0	2231
Sydney - Northern Beaches	0	0	1	1	1446
Sydney - Northern Beaches	0	1	0	0	6181
Sydney - Northern Beaches	0	1	0	1	527
Sydney - Northern Beaches	0	1	1	0	1748
Sydney - Northern Beaches	0	1	1	1	252
Sydney - Northern Beaches	1	0	0	1	17412
Sydney - Northern Beaches	1	0	1	0	11068
Sydney - Northern Beaches	1	0	1	1	8076
Sydney - Northern Beaches	1	1	0	0	76563
Sydney - Northern Beaches	1	1	0	1	2295
Sydney - Northern Beaches	1	1	1	0	15272
Sydney - Northern Beaches	1	1	1	1	1995
Sydney - Outer South West					1968
Sydney - Outer South West	0	0	0	1	10544
Sydney - Outer South West	0	0	1	0	2301
Sydney - Outer South West	0	0	1	1	1925
Sydney - Outer South West	0	1	0	0	14084
Sydney - Outer South West	0	1	0	1	2314
Sydney - Outer South West	0	1	1	0	3561
Sydney - Outer South West	0	1	1	1	1196
Sydney - Outer South West	1	0	0	1	24981
Sydney - Outer South West	1	0	1	0	8538
Sydney - Outer South West	1	0	1	1	8868
Sydney - Outer South West	1	1	0	0	71367
Sydney - Outer South West	1	1	0	1	7247
Sydney - Outer South West	1	1	1	0	16263
Sydney - Outer South West	1	1	1	1	4937
Sydney - Outer West and Blue Mountains					2409
Sydney - Outer West and Blue Mountains	0	0	0	1	12450
Sydney - Outer West and Blue Mountains	0	0	1	0	2913
Sydney - Outer West and Blue Mountains	0	0	1	1	2014
Sydney - Outer West and Blue Mountains	0	1	0	0	15979
Sydney - Outer West and Blue Mountains	0	1	0	1	2059
Sydney - Outer West and Blue Mountains	0	1	1	0	3552
Sydney - Outer West and Blue Mountains	0	1	1	1	1029
Sydney - Outer West and Blue Mountains	1	0	0	1	27214
Sydney - Outer West and Blue Mountains	1	0	1	0	9404
Sydney - Outer West and Blue Mountains	1	0	1	1	9452
Sydney - Outer West and Blue Mountains	1	1	0	0	77621
Sydney - Outer West and Blue Mountains	1	1	0	1	6554
Sydney - Outer West and Blue Mountains	1	1	1	0	16897
Sydney - Outer West and Blue Mountains	1	1	1	1	4648
Sydney - Parramatta					5573
Sydney - Parramatta	0	0	0	1	16374
Sydney - Parramatta	0	0	1	0	4426
Sydney - Parramatta	0	0	1	1	2964
Sydney - Parramatta	0	1	0	0	14694
Sydney - Parramatta	0	1	0	1	1788
Sydney - Parramatta	0	1	1	0	4137
Sydney - Parramatta	0	1	1	1	1391
Sydney - Parramatta	1	0	0	1	34844
Sydney - Parramatta	1	0	1	0	16758
Sydney - Parramatta	1	0	1	1	14419
Sydney - Parramatta	1	1	0	0	131667
Sydney - Parramatta	1	1	0	1	6097
Sydney - Parramatta	1	1	1	0	25321
Sydney - Parramatta	1	1	1	1	6580
Sydney - Ryde					2074
Sydney - Ryde	0	0	0	1	5351
Sydney - Ryde	0	0	1	0	2029
Sydney - Ryde	0	0	1	1	948
Sydney - Ryde	0	1	0	0	4227
Sydney - Ryde	0	1	0	1	295
Sydney - Ryde	0	1	1	0	1050
Sydney - Ryde	0	1	1	1	117
Sydney - Ryde	1	0	0	1	13742
Sydney - Ryde	1	0	1	0	10083
Sydney - Ryde	1	0	1	1	6635
Sydney - Ryde	1	1	0	0	50333
Sydney - Ryde	1	1	0	1	1142
Sydney - Ryde	1	1	1	0	10163
Sydney - Ryde	1	1	1	1	1119
Sydney - South West					4352
Sydney - South West	0	0	0	1	19748
Sydney - South West	0	0	1	0	4807
Sydney - South West	0	0	1	1	4181
Sydney - South West	0	1	0	0	19713
Sydney - South West	0	1	0	1	3277
Sydney - South West	0	1	1	0	5986
Sydney - South West	0	1	1	1	1920
Sydney - South West	1	0	0	1	44875
Sydney - South West	1	0	1	0	16155
Sydney - South West	1	0	1	1	19085
Sydney - South West	1	1	0	0	103288
Sydney - South West	1	1	0	1	9343
Sydney - South West	1	1	1	0	30569
Sydney - South West	1	1	1	1	8677
Sydney - Sutherland					1503
Sydney - Sutherland	0	0	0	1	7369
Sydney - Sutherland	0	0	1	0	2004
Sydney - Sutherland	0	0	1	1	1458
Sydney - Sutherland	0	1	0	0	6320
Sydney - Sutherland	0	1	0	1	660
Sydney - Sutherland	0	1	1	0	1626
Sydney - Sutherland	0	1	1	1	313
Sydney - Sutherland	1	0	0	1	21368
Sydney - Sutherland	1	0	1	0	9229
Sydney - Sutherland	1	0	1	1	8954
Sydney - Sutherland	1	1	0	0	61286
Sydney - Sutherland	1	1	0	1	2673
Sydney - Sutherland	1	1	1	0	12736
Sydney - Sutherland	1	1	1	1	2461
Ballarat					1097
Ballarat	0	0	0	1	4878
Ballarat	0	0	1	0	1533
Ballarat	0	0	1	1	886
Ballarat	0	1	0	0	7657
Ballarat	0	1	0	1	911
Ballarat	0	1	1	0	1724
Ballarat	0	1	1	1	406
Ballarat	1	0	0	1	8841
Ballarat	1	0	1	0	4225
Ballarat	1	0	1	1	3370
Ballarat	1	1	0	0	34934
Ballarat	1	1	0	1	1865
Ballarat	1	1	1	0	7744
Ballarat	1	1	1	1	1431
Bendigo					1245
Bendigo	0	0	0	1	4724
Bendigo	0	0	1	0	1557
Bendigo	0	0	1	1	843
Bendigo	0	1	0	0	7287
Bendigo	0	1	0	1	765
Bendigo	0	1	1	0	1934
Bendigo	0	1	1	1	384
Bendigo	1	0	0	1	8365
Bendigo	1	0	1	0	4546
Bendigo	1	0	1	1	2784
Bendigo	1	1	0	0	34370
Bendigo	1	1	0	1	1799
Bendigo	1	1	1	0	7530
Bendigo	1	1	1	1	1544
Geelong					2027
Geelong	0	0	0	1	8697
Geelong	0	0	1	0	2929
Geelong	0	0	1	1	1711
Geelong	0	1	0	0	11773
Geelong	0	1	0	1	1244
Geelong	0	1	1	0	3111
Geelong	0	1	1	1	699
Geelong	1	0	0	1	16811
Geelong	1	0	1	0	9365
Geelong	1	0	1	1	6893
Geelong	1	1	0	0	68051
Geelong	1	1	0	1	2813
Geelong	1	1	1	0	14011
Geelong	1	1	1	1	2400
Hume					1061
Hume	0	0	0	1	4586
Hume	0	0	1	0	1486
Hume	0	0	1	1	767
Hume	0	1	0	0	7893
Hume	0	1	0	1	818
Hume	0	1	1	0	1889
Hume	0	1	1	1	360
Hume	1	0	0	1	9292
Hume	1	0	1	0	4449
Hume	1	0	1	1	2943
Hume	1	1	0	0	36589
Hume	1	1	0	1	1930
Hume	1	1	1	0	8114
Hume	1	1	1	1	1516
Latrobe - Gippsland					1654
Latrobe - Gippsland	0	0	0	1	7617
Latrobe - Gippsland	0	0	1	0	2481
Latrobe - Gippsland	0	0	1	1	1316
Latrobe - Gippsland	0	1	0	0	12946
Latrobe - Gippsland	0	1	0	1	1355
Latrobe - Gippsland	0	1	1	0	3043
Latrobe - Gippsland	0	1	1	1	718
Latrobe - Gippsland	1	0	0	1	15491
Latrobe - Gippsland	1	0	1	0	7127
Latrobe - Gippsland	1	0	1	1	4889
Latrobe - Gippsland	1	1	0	0	56332
Latrobe - Gippsland	1	1	0	1	3068
Latrobe - Gippsland	1	1	1	0	12453
Latrobe - Gippsland	1	1	1	1	2381
Melbourne - Inner					11227
Melbourne - Inner	0	0	0	1	12970
Melbourne - Inner	0	0	1	0	5657
Melbourne - Inner	0	0	1	1	1892
Melbourne - Inner	0	1	0	0	13046
Melbourne - Inner	0	1	0	1	655
Melbourne - Inner	0	1	1	0	2998
Melbourne - Inner	0	1	1	1	436
Melbourne - Inner	1	0	0	1	18929
Melbourne - Inner	1	0	1	0	15313
Melbourne - Inner	1	0	1	1	8090
Melbourne - Inner	1	1	0	0	103272
Melbourne - Inner	1	1	0	1	1841
Melbourne - Inner	1	1	1	0	15834
Melbourne - Inner	1	1	1	1	1443
Melbourne - Inner East					4146
Melbourne - Inner East	0	0	0	1	10283
Melbourne - Inner East	0	0	1	0	5175
Melbourne - Inner East	0	0	1	1	2146
Melbourne - Inner East	0	1	0	0	8266
Melbourne - Inner East	0	1	0	1	471
Melbourne - Inner East	0	1	1	0	3009
Melbourne - Inner East	0	1	1	1	366
Melbourne - Inner East	1	0	0	1	25173
Melbourne - Inner East	1	0	1	0	23928
Melbourne - Inner East	1	0	1	1	13122
Melbourne - Inner East	1	1	0	0	90415
Melbourne - Inner East	1	1	0	1	1902
Melbourne - Inner East	1	1	1	0	22833
Melbourne - Inner East	1	1	1	1	1873
Melbourne - Inner South					3754
Melbourne - Inner South	0	0	0	1	11466
Melbourne - Inner South	0	0	1	0	5001
Melbourne - Inner South	0	0	1	1	2269
Melbourne - Inner South	0	1	0	0	10276
Melbourne - Inner South	0	1	0	1	675
Melbourne - Inner South	0	1	1	0	3059
Melbourne - Inner South	0	1	1	1	342
Melbourne - Inner South	1	0	0	1	24324
Melbourne - Inner South	1	0	1	0	21593
Melbourne - Inner South	1	0	1	1	12646
Melbourne - Inner South	1	1	0	0	112768
Melbourne - Inner South	1	1	0	1	2396
Melbourne - Inner South	1	1	1	0	23822
Melbourne - Inner South	1	1	1	1	2468
Melbourne - North East					4898
Melbourne - North East	0	0	0	1	18315
Melbourne - North East	0	0	1	0	4999
Melbourne - North East	0	0	1	1	3568
Melbourne - North East	0	1	0	0	17481
Melbourne - North East	0	1	0	1	2190
Melbourne - North East	0	1	1	0	4393
Melbourne - North East	0	1	1	1	1105
Melbourne - North East	1	0	0	1	42072
Melbourne - North East	1	0	1	0	19892
Melbourne - North East	1	0	1	1	17616
Melbourne - North East	1	1	0	0	139264
Melbourne - North East	1	1	0	1	6210
Melbourne - North East	1	1	1	0	28281
Melbourne - North East	1	1	1	1	5062
Melbourne - North West					3464
Melbourne - North West	0	0	0	1	14590
Melbourne - North West	0	0	1	0	3530
Melbourne - North West	0	0	1	1	3085
Melbourne - North West	0	1	0	0	13335
Melbourne - North West	0	1	0	1	1853
Melbourne - North West	0	1	1	0	4223
Melbourne - North West	0	1	1	1	1198
Melbourne - North West	1	0	0	1	31491
Melbourne - North West	1	0	1	0	13585
Melbourne - North West	1	0	1	1	13911
Melbourne - North West	1	1	0	0	101332
Melbourne - North West	1	1	0	1	5823
Melbourne - North West	1	1	1	0	23940
Melbourne - North West	1	1	1	1	6267
Melbourne - Outer East					3796
Melbourne - Outer East	0	0	0	1	17685
Melbourne - Outer East	0	0	1	0	5854
Melbourne - Outer East	0	0	1	1	3902
Melbourne - Outer East	0	1	0	0	16035
Melbourne - Outer East	0	1	0	1	1828
Melbourne - Outer East	0	1	1	0	4696
Melbourne - Outer East	0	1	1	1	1065
Melbourne - Outer East	1	0	0	1	44469
Melbourne - Outer East	1	0	1	0	23005
Melbourne - Outer East	1	0	1	1	19663
Melbourne - Outer East	1	1	0	0	131410
Melbourne - Outer East	1	1	0	1	5621
Melbourne - Outer East	1	1	1	0	30226
Melbourne - Outer East	1	1	1	1	5235
Melbourne - South East					7787
Melbourne - South East	0	0	0	1	26254
Melbourne - South East	0	0	1	0	8312
Melbourne - South East	0	0	1	1	5534
Melbourne - South East	0	1	0	0	27709
Melbourne - South East	0	1	0	1	3625
Melbourne - South East	0	1	1	0	8685
Melbourne - South East	0	1	1	1	2458
Melbourne - South East	1	0	0	1	60026
Melbourne - South East	1	0	1	0	32825
Melbourne - South East	1	0	1	1	26917
Melbourne - South East	1	1	0	0	212970
Melbourne - South East	1	1	0	1	10502
Melbourne - South East	1	1	1	0	48405
Melbourne - South East	1	1	1	1	10527
Melbourne - West					7770
Melbourne - West	0	0	0	1	26416
Melbourne - West	0	0	1	0	7482
Melbourne - West	0	0	1	1	5820
Melbourne - West	0	1	0	0	32814
Melbourne - West	0	1	0	1	3843
Melbourne - West	0	1	1	0	9636
Melbourne - West	0	1	1	1	2818
Melbourne - West	1	0	0	1	53463
Melbourne - West	1	0	1	0	25398
Melbourne - West	1	0	1	1	22584
Melbourne - West	1	1	0	0	217880
Melbourne - West	1	1	0	1	10313
Melbourne - West	1	1	1	0	42262
Melbourne - West	1	1	1	1	9436
Mornington Peninsula					2084
Mornington Peninsula	0	0	0	1	10861
Mornington Peninsula	0	0	1	0	3178
Mornington Peninsula	0	0	1	1	2082
Mornington Peninsula	0	1	0	0	12949
Mornington Peninsula	0	1	0	1	1462
Mornington Peninsula	0	1	1	0	3153
Mornington Peninsula	0	1	1	1	686
Mornington Peninsula	1	0	0	1	20491
Mornington Peninsula	1	0	1	0	8883
Mornington Peninsula	1	0	1	1	7471
Mornington Peninsula	1	1	0	0	67460
Mornington Peninsula	1	1	0	1	3863
Mornington Peninsula	1	1	1	0	13930
Mornington Peninsula	1	1	1	1	2619
North West					1118
North West	0	0	0	1	4076
North West	0	0	1	0	1183
North West	0	0	1	1	572
North West	0	1	0	0	6964
North West	0	1	0	1	640
North West	0	1	1	0	1646
North West	0	1	1	1	374
North West	1	0	0	1	8091
North West	1	0	1	0	3998
North West	1	0	1	1	2683
North West	1	1	0	0	30724
North West	1	1	0	1	1839
North West	1	1	1	0	7777
North West	1	1	1	1	1565
Shepparton					804
Shepparton	0	0	0	1	3755
Shepparton	0	0	1	0	1077
Shepparton	0	0	1	1	655
Shepparton	0	1	0	0	6280
Shepparton	0	1	0	1	659
Shepparton	0	1	1	0	1597
Shepparton	0	1	1	1	376
Shepparton	1	0	0	1	7681
Shepparton	1	0	1	0	3481
Shepparton	1	0	1	1	2669
Shepparton	1	1	0	0	27926
Shepparton	1	1	0	1	1745
Shepparton	1	1	1	0	7320
Shepparton	1	1	1	1	1668
Warrnambool and South West					868
Warrnambool and South West	0	0	0	1	3515
Warrnambool and South West	0	0	1	0	985
Warrnambool and South West	0	0	1	1	571
Warrnambool and South West	0	1	0	0	4966
Warrnambool and South West	0	1	0	1	545
Warrnambool and South West	0	1	1	0	1173
Warrnambool and South West	0	1	1	1	309
Warrnambool and South West	1	0	0	1	7014
Warrnambool and South West	1	0	1	0	3266
Warrnambool and South West	1	0	1	1	2576
Warrnambool and South West	1	1	0	0	26803
Warrnambool and South West	1	1	0	1	1373
Warrnambool and South West	1	1	1	0	6308
Warrnambool and South West	1	1	1	1	1322
Brisbane - East					1688
Brisbane - East	0	0	0	1	7383
Brisbane - East	0	0	1	0	2098
Brisbane - East	0	0	1	1	1306
Brisbane - East	0	1	0	0	10091
Brisbane - East	0	1	0	1	1161
Brisbane - East	0	1	1	0	2210
Brisbane - East	0	1	1	1	562
Brisbane - East	1	0	0	1	16610
Brisbane - East	1	0	1	0	8420
Brisbane - East	1	0	1	1	6400
Brisbane - East	1	1	0	0	57820
Brisbane - East	1	1	0	1	3486
Brisbane - East	1	1	1	0	12764
