SA4_NAME16	Age	NeedsAssistance	Sex	persons
Central Coast	25-34		F	1029
Central Coast	25-34		M	1080
Central Coast	25-34	0	F	16598
Central Coast	25-34	0	M	15696
Central Coast	25-34	1	F	408
Central Coast	25-34	1	M	469
Central Coast	35-44		F	1204
Central Coast	35-44		M	1186
Central Coast	35-44	0	F	18586
Central Coast	35-44	0	M	17298
Central Coast	35-44	1	F	551
Central Coast	35-44	1	M	554
Central Coast	45-54		F	1309
Central Coast	45-54		M	1323
Central Coast	45-54	0	F	20288
Central Coast	45-54	0	M	18905
Central Coast	45-54	1	F	983
Central Coast	45-54	1	M	828
Central Coast	55-64		F	1360
Central Coast	55-64		M	1282
Central Coast	55-64	0	F	19631
Central Coast	55-64	0	M	17530
Central Coast	55-64	1	F	1320
Central Coast	55-64	1	M	1244
Central Coast	65-74		F	1343
Central Coast	65-74		M	1155
Central Coast	65-74	0	F	16436
Central Coast	65-74	0	M	14442
Central Coast	65-74	1	F	1558
Central Coast	65-74	1	M	1649
Central Coast	75-84		F	1012
Central Coast	75-84		M	785
Central Coast	75-84	0	F	8672
Central Coast	75-84	0	M	7358
Central Coast	75-84	1	F	2300
Central Coast	75-84	1	M	1576
Central Coast	85+		F	837
Central Coast	85+		M	438
Central Coast	85+	0	F	2737
Central Coast	85+	0	M	2039
Central Coast	85+	1	F	2835
Central Coast	85+	1	M	1394
Central West	0-4		F	518
Central West	0-4		M	552
Central West	0-4	0	F	5910
Central West	0-4	0	M	6199
Central West	0-4	1	F	32
Central West	0-4	1	M	78
Central West	5-14		F	1016
Central West	5-14		M	1033
Central West	5-14	0	F	12056
Central West	5-14	0	M	12577
Central West	5-14	1	F	289
Central West	5-14	1	M	659
Central West	15-19		F	567
Central West	15-19		M	570
Central West	15-19	0	F	5682
Central West	15-19	0	M	5859
Central West	15-19	1	F	155
Central West	15-19	1	M	258
Central West	20-24		F	544
Central West	20-24		M	843
Central West	20-24	0	F	4923
Central West	20-24	0	M	4973
Central West	20-24	1	F	118
Central West	20-24	1	M	160
Central West	25-34		F	958
Central West	25-34		M	1507
Central West	25-34	0	F	10334
Central West	25-34	0	M	9806
Central West	25-34	1	F	225
Central West	25-34	1	M	274
Central West	35-44		F	1051
Central West	35-44		M	1331
Central West	35-44	0	F	10649
Central West	35-44	0	M	9921
Central West	35-44	1	F	335
Central West	35-44	1	M	361
Central West	45-54		F	1213
Central West	45-54		M	1420
Central West	45-54	0	F	11889
Central West	45-54	0	M	11365
Central West	45-54	1	F	547
Central West	45-54	1	M	575
Central West	55-64		F	1133
Central West	55-64		M	1270
Central West	55-64	0	F	11477
Central West	55-64	0	M	11368
Central West	55-64	1	F	715
Central West	55-64	1	M	797
Central West	65-74		F	1081
Central West	65-74		M	1157
Central West	65-74	0	F	9274
Central West	65-74	0	M	9213
Central West	65-74	1	F	816
Central West	65-74	1	M	937
Central West	75-84		F	743
Central West	75-84		M	633
Central West	75-84	0	F	4743
Central West	75-84	0	M	4304
Central West	75-84	1	F	1215
Central West	75-84	1	M	877
Central West	85+		F	416
Central West	85+		M	218
Central West	85+	0	F	1341
Central West	85+	0	M	989
Central West	85+	1	F	1493
Central West	85+	1	M	621
Coffs Harbour - Grafton	0-4		F	273
Coffs Harbour - Grafton	0-4		M	275
Coffs Harbour - Grafton	0-4	0	F	3157
Coffs Harbour - Grafton	0-4	0	M	3333
Coffs Harbour - Grafton	0-4	1	F	30
Coffs Harbour - Grafton	0-4	1	M	54
Coffs Harbour - Grafton	5-14		F	545
Coffs Harbour - Grafton	5-14		M	579
Coffs Harbour - Grafton	5-14	0	F	7418
Coffs Harbour - Grafton	5-14	0	M	7519
Coffs Harbour - Grafton	5-14	1	F	206
Coffs Harbour - Grafton	5-14	1	M	467
Coffs Harbour - Grafton	15-19		F	276
Coffs Harbour - Grafton	15-19		M	289
Coffs Harbour - Grafton	15-19	0	F	3497
Coffs Harbour - Grafton	15-19	0	M	3668
Coffs Harbour - Grafton	15-19	1	F	93
Coffs Harbour - Grafton	15-19	1	M	195
Coffs Harbour - Grafton	20-24		F	233
Coffs Harbour - Grafton	20-24		M	284
Coffs Harbour - Grafton	20-24	0	F	2666
Coffs Harbour - Grafton	20-24	0	M	2756
Coffs Harbour - Grafton	20-24	1	F	67
Coffs Harbour - Grafton	20-24	1	M	132
Coffs Harbour - Grafton	25-34		F	511
Coffs Harbour - Grafton	25-34		M	616
Coffs Harbour - Grafton	25-34	0	F	5851
Coffs Harbour - Grafton	25-34	0	M	5379
Coffs Harbour - Grafton	25-34	1	F	170
Coffs Harbour - Grafton	25-34	1	M	223
Coffs Harbour - Grafton	35-44		F	571
Coffs Harbour - Grafton	35-44		M	624
Coffs Harbour - Grafton	35-44	0	F	6855
Coffs Harbour - Grafton	35-44	0	M	6102
Coffs Harbour - Grafton	35-44	1	F	269
Coffs Harbour - Grafton	35-44	1	M	275
Coffs Harbour - Grafton	45-54		F	714
Coffs Harbour - Grafton	45-54		M	702
Coffs Harbour - Grafton	45-54	0	F	8423
Coffs Harbour - Grafton	45-54	0	M	7344
Coffs Harbour - Grafton	45-54	1	F	499
Coffs Harbour - Grafton	45-54	1	M	484
Coffs Harbour - Grafton	55-64		F	787
Coffs Harbour - Grafton	55-64		M	869
Coffs Harbour - Grafton	55-64	0	F	9422
Coffs Harbour - Grafton	55-64	0	M	8766
Coffs Harbour - Grafton	55-64	1	F	671
Coffs Harbour - Grafton	55-64	1	M	775
Coffs Harbour - Grafton	65-74		F	677
Coffs Harbour - Grafton	65-74		M	695
Coffs Harbour - Grafton	65-74	0	F	7499
Coffs Harbour - Grafton	65-74	0	M	7235
Coffs Harbour - Grafton	65-74	1	F	658
Coffs Harbour - Grafton	65-74	1	M	872
Coffs Harbour - Grafton	75-84		F	514
Coffs Harbour - Grafton	75-84		M	458
Coffs Harbour - Grafton	75-84	0	F	3674
Coffs Harbour - Grafton	75-84	0	M	3386
Coffs Harbour - Grafton	75-84	1	F	956
Coffs Harbour - Grafton	75-84	1	M	713
Coffs Harbour - Grafton	85+		F	396
Coffs Harbour - Grafton	85+		M	194
Coffs Harbour - Grafton	85+	0	F	956
Coffs Harbour - Grafton	85+	0	M	791
Coffs Harbour - Grafton	85+	1	F	1176
Coffs Harbour - Grafton	85+	1	M	549
Far West and Orana	0-4		F	387
Far West and Orana	0-4		M	402
Far West and Orana	0-4	0	F	3343
Far West and Orana	0-4	0	M	3408
Far West and Orana	0-4	1	F	38
Far West and Orana	0-4	1	M	50
Far West and Orana	5-14		F	649
Far West and Orana	5-14		M	682
Far West and Orana	5-14	0	F	6505
Far West and Orana	5-14	0	M	6635
Far West and Orana	5-14	1	F	162
Far West and Orana	5-14	1	M	368
Far West and Orana	15-19		F	258
Far West and Orana	15-19		M	297
Far West and Orana	15-19	0	F	2827
Far West and Orana	15-19	0	M	2915
Far West and Orana	15-19	1	F	77
Far West and Orana	15-19	1	M	122
Far West and Orana	20-24		F	340
Far West and Orana	20-24		M	470
Far West and Orana	20-24	0	F	2783
Far West and Orana	20-24	0	M	2705
Far West and Orana	20-24	1	F	56
Far West and Orana	20-24	1	M	97
Far West and Orana	25-34		F	735
Far West and Orana	25-34		M	1039
Far West and Orana	25-34	0	F	6325
Far West and Orana	25-34	0	M	5621
Far West and Orana	25-34	1	F	117
Far West and Orana	25-34	1	M	167
Far West and Orana	35-44		F	659
Far West and Orana	35-44		M	794
Far West and Orana	35-44	0	F	5616
Far West and Orana	35-44	0	M	5239
Far West and Orana	35-44	1	F	169
Far West and Orana	35-44	1	M	173
Far West and Orana	45-54		F	791
Far West and Orana	45-54		M	856
Far West and Orana	45-54	0	F	6436
Far West and Orana	45-54	0	M	6161
Far West and Orana	45-54	1	F	313
Far West and Orana	45-54	1	M	351
Far West and Orana	55-64		F	761
Far West and Orana	55-64		M	840
Far West and Orana	55-64	0	F	6337
Far West and Orana	55-64	0	M	6345
Far West and Orana	55-64	1	F	490
Far West and Orana	55-64	1	M	529
Far West and Orana	65-74		F	586
Far West and Orana	65-74		M	650
Far West and Orana	65-74	0	F	4672
Far West and Orana	65-74	0	M	4794
Far West and Orana	65-74	1	F	507
Far West and Orana	65-74	1	M	616
Far West and Orana	75-84		F	399
Far West and Orana	75-84		M	319
Far West and Orana	75-84	0	F	2538
Far West and Orana	75-84	0	M	2202
Far West and Orana	75-84	1	F	708
Far West and Orana	75-84	1	M	575
Far West and Orana	85+		F	201
Far West and Orana	85+		M	125
Far West and Orana	85+	0	F	664
Far West and Orana	85+	0	M	534
Far West and Orana	85+	1	F	847
Far West and Orana	85+	1	M	374
Hunter Valley exc Newcastle	0-4		F	533
Hunter Valley exc Newcastle	0-4		M	556
Hunter Valley exc Newcastle	0-4	0	F	7830
Hunter Valley exc Newcastle	0-4	0	M	8085
Hunter Valley exc Newcastle	0-4	1	F	86
Hunter Valley exc Newcastle	0-4	1	M	181
Hunter Valley exc Newcastle	5-14		F	1091
Hunter Valley exc Newcastle	5-14		M	1153
Hunter Valley exc Newcastle	5-14	0	F	15862
Hunter Valley exc Newcastle	5-14	0	M	16211
Hunter Valley exc Newcastle	5-14	1	F	506
Hunter Valley exc Newcastle	5-14	1	M	1178
Hunter Valley exc Newcastle	15-19		F	475
Hunter Valley exc Newcastle	15-19		M	513
Hunter Valley exc Newcastle	15-19	0	F	7303
Hunter Valley exc Newcastle	15-19	0	M	7519
Hunter Valley exc Newcastle	15-19	1	F	212
Hunter Valley exc Newcastle	15-19	1	M	386
Hunter Valley exc Newcastle	20-24		F	457
Hunter Valley exc Newcastle	20-24		M	665
Hunter Valley exc Newcastle	20-24	0	F	6805
Hunter Valley exc Newcastle	20-24	0	M	6751
Hunter Valley exc Newcastle	20-24	1	F	174
Hunter Valley exc Newcastle	20-24	1	M	232
Hunter Valley exc Newcastle	25-34		F	1155
Hunter Valley exc Newcastle	25-34		M	1546
Hunter Valley exc Newcastle	25-34	0	F	14589
Hunter Valley exc Newcastle	25-34	0	M	13601
Hunter Valley exc Newcastle	25-34	1	F	336
Hunter Valley exc Newcastle	25-34	1	M	381
Hunter Valley exc Newcastle	35-44		F	1069
Hunter Valley exc Newcastle	35-44		M	1466
Hunter Valley exc Newcastle	35-44	0	F	14778
Hunter Valley exc Newcastle	35-44	0	M	14191
Hunter Valley exc Newcastle	35-44	1	F	496
Hunter Valley exc Newcastle	35-44	1	M	476
Hunter Valley exc Newcastle	45-54		F	1211
Hunter Valley exc Newcastle	45-54		M	1404
Hunter Valley exc Newcastle	45-54	0	F	15664
Hunter Valley exc Newcastle	45-54	0	M	14971
Hunter Valley exc Newcastle	45-54	1	F	819
Hunter Valley exc Newcastle	45-54	1	M	711
Hunter Valley exc Newcastle	55-64		F	1250
Hunter Valley exc Newcastle	55-64		M	1274
Hunter Valley exc Newcastle	55-64	0	F	14661
Hunter Valley exc Newcastle	55-64	0	M	14133
Hunter Valley exc Newcastle	55-64	1	F	1106
Hunter Valley exc Newcastle	55-64	1	M	1146
Hunter Valley exc Newcastle	65-74		F	1132
Hunter Valley exc Newcastle	65-74		M	1101
Hunter Valley exc Newcastle	65-74	0	F	11419
Hunter Valley exc Newcastle	65-74	0	M	11154
Hunter Valley exc Newcastle	65-74	1	F	1156
Hunter Valley exc Newcastle	65-74	1	M	1361
Hunter Valley exc Newcastle	75-84		F	703
Hunter Valley exc Newcastle	75-84		M	599
Hunter Valley exc Newcastle	75-84	0	F	5106
Hunter Valley exc Newcastle	75-84	0	M	4730
Hunter Valley exc Newcastle	75-84	1	F	1457
Hunter Valley exc Newcastle	75-84	1	M	1092
Hunter Valley exc Newcastle	85+		F	405
Hunter Valley exc Newcastle	85+		M	221
Hunter Valley exc Newcastle	85+	0	F	1271
Hunter Valley exc Newcastle	85+	0	M	949
Hunter Valley exc Newcastle	85+	1	F	1662
Hunter Valley exc Newcastle	85+	1	M	707
Illawarra	0-4		F	412
Illawarra	0-4		M	484
Illawarra	0-4	0	F	7999
Illawarra	0-4	0	M	8375
Illawarra	0-4	1	F	73
Illawarra	0-4	1	M	130
Illawarra	5-14		F	731
Illawarra	5-14		M	794
Illawarra	5-14	0	F	16592
Illawarra	5-14	0	M	16963
Illawarra	5-14	1	F	365
Illawarra	5-14	1	M	840
Illawarra	15-19		F	437
Illawarra	15-19		M	443
Illawarra	15-19	0	F	8624
Illawarra	15-19	0	M	8936
Illawarra	15-19	1	F	200
Illawarra	15-19	1	M	348
Illawarra	20-24		F	554
Illawarra	20-24		M	593
Illawarra	20-24	0	F	9253
Illawarra	20-24	0	M	10006
Illawarra	20-24	1	F	185
Illawarra	20-24	1	M	268
Illawarra	25-34		F	997
Illawarra	25-34		M	1087
Illawarra	25-34	0	F	16661
Illawarra	25-34	0	M	16336
Illawarra	25-34	1	F	369
Illawarra	25-34	1	M	452
Illawarra	35-44		F	944
Illawarra	35-44		M	962
Illawarra	35-44	0	F	17294
Illawarra	35-44	0	M	16553
Illawarra	35-44	1	F	536
Illawarra	35-44	1	M	507
Illawarra	45-54		F	1012
Illawarra	45-54		M	1094
Illawarra	45-54	0	F	17770
Illawarra	45-54	0	M	17035
Illawarra	45-54	1	F	844
Illawarra	45-54	1	M	765
Illawarra	55-64		F	1063
Illawarra	55-64		M	1079
Illawarra	55-64	0	F	16454
Illawarra	55-64	0	M	15318
Illawarra	55-64	1	F	1203
Illawarra	55-64	1	M	1122
Illawarra	65-74		F	974
Illawarra	65-74		M	921
Illawarra	65-74	0	F	12048
Illawarra	65-74	0	M	11242
Illawarra	65-74	1	F	1443
Illawarra	65-74	1	M	1415
Illawarra	75-84		F	740
Illawarra	75-84		M	601
Illawarra	75-84	0	F	6304
Illawarra	75-84	0	M	5575
Illawarra	75-84	1	F	2314
Illawarra	75-84	1	M	1533
Illawarra	85+		F	453
Illawarra	85+		M	246
Illawarra	85+	0	F	1608
Illawarra	85+	0	M	1291
Illawarra	85+	1	F	2545
Illawarra	85+	1	M	1185
Mid North Coast	0-4		F	371
Mid North Coast	0-4		M	414
Mid North Coast	0-4	0	F	4559
Mid North Coast	0-4	0	M	4761
Mid North Coast	0-4	1	F	61
Mid North Coast	0-4	1	M	86
Mid North Coast	5-14		F	812
Mid North Coast	5-14		M	800
Mid North Coast	5-14	0	F	10790
Mid North Coast	5-14	0	M	10909
Mid North Coast	5-14	1	F	379
Mid North Coast	5-14	1	M	761
Mid North Coast	15-19		F	381
Mid North Coast	15-19		M	403
Mid North Coast	15-19	0	F	5147
Mid North Coast	15-19	0	M	5277
Mid North Coast	15-19	1	F	179
Mid North Coast	15-19	1	M	310
Mid North Coast	20-24		F	325
Mid North Coast	20-24		M	422
Mid North Coast	20-24	0	F	3731
Mid North Coast	20-24	0	M	3685
Mid North Coast	20-24	1	F	140
Mid North Coast	20-24	1	M	223
Mid North Coast	25-34		F	697
Mid North Coast	25-34		M	857
Mid North Coast	25-34	0	F	7990
Mid North Coast	25-34	0	M	7093
Mid North Coast	25-34	1	F	293
Mid North Coast	25-34	1	M	345
Mid North Coast	35-44		F	737
Mid North Coast	35-44		M	829
Mid North Coast	35-44	0	F	9700
Mid North Coast	35-44	0	M	8563
Mid North Coast	35-44	1	F	390
Mid North Coast	35-44	1	M	501
Mid North Coast	45-54		F	1027
Mid North Coast	45-54		M	1095
Mid North Coast	45-54	0	F	12412
Mid North Coast	45-54	0	M	11149
Mid North Coast	45-54	1	F	750
Mid North Coast	45-54	1	M	800
Mid North Coast	55-64		F	1229
Mid North Coast	55-64		M	1233
Mid North Coast	55-64	0	F	14781
Mid North Coast	55-64	0	M	13420
Mid North Coast	55-64	1	F	1150
Mid North Coast	55-64	1	M	1302
Mid North Coast	65-74		F	1314
Mid North Coast	65-74		M	1300
Mid North Coast	65-74	0	F	13913
Mid North Coast	65-74	0	M	13337
Mid North Coast	65-74	1	F	1388
Mid North Coast	65-74	1	M	1680
Mid North Coast	75-84		F	878
Mid North Coast	75-84		M	771
Mid North Coast	75-84	0	F	7038
Mid North Coast	75-84	0	M	6653
Mid North Coast	75-84	1	F	1628
Mid North Coast	75-84	1	M	1291
Mid North Coast	85+		F	572
Mid North Coast	85+		M	365
Mid North Coast	85+	0	F	1998
Mid North Coast	85+	0	M	1629
Mid North Coast	85+	1	F	2152
Mid North Coast	85+	1	M	1041
Murray	0-4		F	273
Murray	0-4		M	263
Murray	0-4	0	F	3017
Murray	0-4	0	M	3274
Murray	0-4	1	F	23
Murray	0-4	1	M	45
Murray	5-14		F	535
Murray	5-14		M	549
Murray	5-14	0	F	6474
Murray	5-14	0	M	6454
Murray	5-14	1	F	185
Murray	5-14	1	M	341
Murray	15-19		F	244
Murray	15-19		M	270
Murray	15-19	0	F	3081
Murray	15-19	0	M	3119
Murray	15-19	1	F	66
Murray	15-19	1	M	121
Murray	20-24		F	285
Murray	20-24		M	309
Murray	20-24	0	F	2776
Murray	20-24	0	M	2786
Murray	20-24	1	F	67
Murray	20-24	1	M	97
Murray	25-34		F	580
Murray	25-34		M	564
Murray	25-34	0	F	5642
Murray	25-34	0	M	5338
Murray	25-34	1	F	135
Murray	25-34	1	M	147
Murray	35-44		F	525
Murray	35-44		M	536
Murray	35-44	0	F	5930
Murray	35-44	0	M	5468
Murray	35-44	1	F	177
Murray	35-44	1	M	202
Murray	45-54		F	585
Murray	45-54		M	635
Murray	45-54	0	F	6688
Murray	45-54	0	M	6358
Murray	45-54	1	F	300
Murray	45-54	1	M	270
Murray	55-64		F	718
Murray	55-64		M	721
Murray	55-64	0	F	7123
Murray	55-64	0	M	6906
Murray	55-64	1	F	399
Murray	55-64	1	M	460
Murray	65-74		F	601
Murray	65-74		M	632
Murray	65-74	0	F	5718
Murray	65-74	0	M	5706
Murray	65-74	1	F	495
Murray	65-74	1	M	570
Murray	75-84		F	456
Murray	75-84		M	377
Murray	75-84	0	F	2990
Murray	75-84	0	M	2717
Murray	75-84	1	F	686
Murray	75-84	1	M	564
Murray	85+		F	240
Murray	85+		M	145
Murray	85+	0	F	781
Murray	85+	0	M	683
Murray	85+	1	F	917
Murray	85+	1	M	435
New England and North West	0-4		F	590
New England and North West	0-4		M	568
New England and North West	0-4	0	F	5048
New England and North West	0-4	0	M	5222
New England and North West	0-4	1	F	34
New England and North West	0-4	1	M	94
New England and North West	5-14		F	961
New England and North West	5-14		M	997
New England and North West	5-14	0	F	10665
New England and North West	5-14	0	M	10651
New England and North West	5-14	1	F	228
New England and North West	5-14	1	M	575
New England and North West	15-19		F	483
New England and North West	15-19		M	512
New England and North West	15-19	0	F	4994
New England and North West	15-19	0	M	5282
New England and North West	15-19	1	F	123
New England and North West	15-19	1	M	191
New England and North West	20-24		F	526
New England and North West	20-24		M	479
New England and North West	20-24	0	F	4651
New England and North West	20-24	0	M	4615
New England and North West	20-24	1	F	101
New England and North West	20-24	1	M	141
New England and North West	25-34		F	941
New England and North West	25-34		M	1005
New England and North West	25-34	0	F	9235
New England and North West	25-34	0	M	8621
New England and North West	25-34	1	F	197
New England and North West	25-34	1	M	216
New England and North West	35-44		F	927
New England and North West	35-44		M	1028
New England and North West	35-44	0	F	9252
New England and North West	35-44	0	M	8461
New England and North West	35-44	1	F	274
New England and North West	35-44	1	M	319
New England and North West	45-54		F	1074
New England and North West	45-54		M	1074
New England and North West	45-54	0	F	10420
New England and North West	45-54	0	M	9902
New England and North West	45-54	1	F	468
New England and North West	45-54	1	M	467
New England and North West	55-64		F	1105
New England and North West	55-64		M	1185
New England and North West	55-64	0	F	10466
New England and North West	55-64	0	M	10237
New England and North West	55-64	1	F	710
New England and North West	55-64	1	M	729
New England and North West	65-74		F	902
New England and North West	65-74		M	1004
New England and North West	65-74	0	F	8339
New England and North West	65-74	0	M	8082
New England and North West	65-74	1	F	746
New England and North West	65-74	1	M	902
New England and North West	75-84		F	696
New England and North West	75-84		M	560
New England and North West	75-84	0	F	4287
New England and North West	75-84	0	M	3848
New England and North West	75-84	1	F	1071
New England and North West	75-84	1	M	814
New England and North West	85+		F	427
New England and North West	85+		M	189
New England and North West	85+	0	F	1174
New England and North West	85+	0	M	772
New England and North West	85+	1	F	1185
New England and North West	85+	1	M	512
Newcastle and Lake Macquarie	0-4		F	465
Newcastle and Lake Macquarie	0-4		M	438
Newcastle and Lake Macquarie	0-4	0	F	9681
Newcastle and Lake Macquarie	0-4	0	M	10493
Newcastle and Lake Macquarie	0-4	1	F	103
Newcastle and Lake Macquarie	0-4	1	M	187
Newcastle and Lake Macquarie	5-14		F	732
Newcastle and Lake Macquarie	5-14		M	730
Newcastle and Lake Macquarie	5-14	0	F	19125
Newcastle and Lake Macquarie	5-14	0	M	19506
Newcastle and Lake Macquarie	5-14	1	F	578
Newcastle and Lake Macquarie	5-14	1	M	1371
Newcastle and Lake Macquarie	15-19		F	390
Newcastle and Lake Macquarie	15-19		M	450
Newcastle and Lake Macquarie	15-19	0	F	9693
Newcastle and Lake Macquarie	15-19	0	M	10130
Newcastle and Lake Macquarie	15-19	1	F	289
Newcastle and Lake Macquarie	15-19	1	M	475
Newcastle and Lake Macquarie	20-24		F	579
Newcastle and Lake Macquarie	20-24		M	589
Newcastle and Lake Macquarie	20-24	0	F	11463
Newcastle and Lake Macquarie	20-24	0	M	11679
Newcastle and Lake Macquarie	20-24	1	F	238
Newcastle and Lake Macquarie	20-24	1	M	355
Newcastle and Lake Macquarie	25-34		F	1100
Newcastle and Lake Macquarie	25-34		M	1235
Newcastle and Lake Macquarie	25-34	0	F	21638
Newcastle and Lake Macquarie	25-34	0	M	21345
Newcastle and Lake Macquarie	25-34	1	F	461
Newcastle and Lake Macquarie	25-34	1	M	566
Newcastle and Lake Macquarie	35-44		F	957
Newcastle and Lake Macquarie	35-44		M	1083
Newcastle and Lake Macquarie	35-44	0	F	21152
Newcastle and Lake Macquarie	35-44	0	M	19884
Newcastle and Lake Macquarie	35-44	1	F	641
Newcastle and Lake Macquarie	35-44	1	M	613
Newcastle and Lake Macquarie	45-54		F	1100
Newcastle and Lake Macquarie	45-54		M	1255
Newcastle and Lake Macquarie	45-54	0	F	21527
Newcastle and Lake Macquarie	45-54	0	M	20543
Newcastle and Lake Macquarie	45-54	1	F	1103
Newcastle and Lake Macquarie	45-54	1	M	1041
Newcastle and Lake Macquarie	55-64		F	1188
Newcastle and Lake Macquarie	55-64		M	1200
Newcastle and Lake Macquarie	55-64	0	F	20434
Newcastle and Lake Macquarie	55-64	0	M	19265
Newcastle and Lake Macquarie	55-64	1	F	1599
Newcastle and Lake Macquarie	55-64	1	M	1454
Newcastle and Lake Macquarie	65-74		F	1089
Newcastle and Lake Macquarie	65-74		M	1054
Newcastle and Lake Macquarie	65-74	0	F	16047
Newcastle and Lake Macquarie	65-74	0	M	14616
Newcastle and Lake Macquarie	65-74	1	F	1769
Newcastle and Lake Macquarie	65-74	1	M	1699
Newcastle and Lake Macquarie	75-84		F	943
Newcastle and Lake Macquarie	75-84		M	715
Newcastle and Lake Macquarie	75-84	0	F	8218
Newcastle and Lake Macquarie	75-84	0	M	6957
Newcastle and Lake Macquarie	75-84	1	F	2362
Newcastle and Lake Macquarie	75-84	1	M	1584
Newcastle and Lake Macquarie	85+		F	1002
Newcastle and Lake Macquarie	85+		M	422
Newcastle and Lake Macquarie	85+	0	F	2396
Newcastle and Lake Macquarie	85+	0	M	1809
Newcastle and Lake Macquarie	85+	1	F	3012
Newcastle and Lake Macquarie	85+	1	M	1290
Richmond - Tweed	0-4		F	472
Richmond - Tweed	0-4		M	461
Richmond - Tweed	0-4	0	F	5525
Richmond - Tweed	0-4	0	M	5807
Richmond - Tweed	0-4	1	F	54
Richmond - Tweed	0-4	1	M	96
Richmond - Tweed	5-14		F	1056
Richmond - Tweed	5-14		M	1118
Richmond - Tweed	5-14	0	F	12554
Richmond - Tweed	5-14	0	M	12885
Richmond - Tweed	5-14	1	F	337
Richmond - Tweed	5-14	1	M	720
Richmond - Tweed	15-19		F	496
Richmond - Tweed	15-19		M	534
Richmond - Tweed	15-19	0	F	6054
Richmond - Tweed	15-19	0	M	6241
Richmond - Tweed	15-19	1	F	177
Richmond - Tweed	15-19	1	M	267
Richmond - Tweed	20-24		F	455
Richmond - Tweed	20-24		M	494
Richmond - Tweed	20-24	0	F	4598
Richmond - Tweed	20-24	0	M	4699
Richmond - Tweed	20-24	1	F	139
Richmond - Tweed	20-24	1	M	211
Richmond - Tweed	25-34		F	980
Richmond - Tweed	25-34		M	1011
Richmond - Tweed	25-34	0	F	10290
Richmond - Tweed	25-34	0	M	9338
Richmond - Tweed	25-34	1	F	265
Richmond - Tweed	25-34	1	M	327
Richmond - Tweed	35-44		F	1264
Richmond - Tweed	35-44		M	1184
Richmond - Tweed	35-44	0	F	13051
Richmond - Tweed	35-44	0	M	11482
Richmond - Tweed	35-44	1	F	386
Richmond - Tweed	35-44	1	M	398
Richmond - Tweed	45-54		F	1465
Richmond - Tweed	45-54		M	1445
Richmond - Tweed	45-54	0	F	15136
Richmond - Tweed	45-54	0	M	13509
