SA4_NAME16	EduInstitutionType	Sex	students
Sydney - Northern Beaches	Technical or Further Educational Institution	M	2060
Sydney - Northern Beaches	University or other tertiary	F	5985
Sydney - Northern Beaches	University or other tertiary	M	4757
Sydney - Outer South West		F	9588
Sydney - Outer South West		M	8173
Sydney - Outer South West	Infants/Primary	F	12356
Sydney - Outer South West	Infants/Primary	M	13088
Sydney - Outer South West	Pre-school	F	2495
Sydney - Outer South West	Pre-school	M	2665
Sydney - Outer South West	Secondary	F	9330
Sydney - Outer South West	Secondary	M	9537
Sydney - Outer South West	Technical or Further Educational Institution	F	2575
Sydney - Outer South West	Technical or Further Educational Institution	M	2484
Sydney - Outer South West	University or other tertiary	F	5827
Sydney - Outer South West	University or other tertiary	M	4079
Sydney - Outer West and Blue Mountains		F	10805
Sydney - Outer West and Blue Mountains		M	10017
Sydney - Outer West and Blue Mountains	Infants/Primary	F	13416
Sydney - Outer West and Blue Mountains	Infants/Primary	M	13933
Sydney - Outer West and Blue Mountains	Pre-school	F	2936
Sydney - Outer West and Blue Mountains	Pre-school	M	3221
Sydney - Outer West and Blue Mountains	Secondary	F	10219
Sydney - Outer West and Blue Mountains	Secondary	M	10402
Sydney - Outer West and Blue Mountains	Technical or Further Educational Institution	F	3415
Sydney - Outer West and Blue Mountains	Technical or Further Educational Institution	M	3048
Sydney - Outer West and Blue Mountains	University or other tertiary	F	6884
Sydney - Outer West and Blue Mountains	University or other tertiary	M	4673
Sydney - Parramatta		F	18224
Sydney - Parramatta		M	19280
Sydney - Parramatta	Infants/Primary	F	17450
Sydney - Parramatta	Infants/Primary	M	18457
Sydney - Parramatta	Pre-school	F	3562
Sydney - Parramatta	Pre-school	M	3873
Sydney - Parramatta	Secondary	F	12887
Sydney - Parramatta	Secondary	M	13521
Sydney - Parramatta	Technical or Further Educational Institution	F	4883
Sydney - Parramatta	Technical or Further Educational Institution	M	4361
Sydney - Parramatta	University or other tertiary	F	13855
Sydney - Parramatta	University or other tertiary	M	13747
Sydney - Ryde		F	4992
Sydney - Ryde		M	4488
Sydney - Ryde	Infants/Primary	F	6723
Sydney - Ryde	Infants/Primary	M	7111
Sydney - Ryde	Pre-school	F	1508
Sydney - Ryde	Pre-school	M	1555
Sydney - Ryde	Secondary	F	5350
Sydney - Ryde	Secondary	M	6082
Sydney - Ryde	Technical or Further Educational Institution	F	1978
Sydney - Ryde	Technical or Further Educational Institution	M	1561
Sydney - Ryde	University or other tertiary	F	8665
Sydney - Ryde	University or other tertiary	M	8080
Sydney - South West		F	17000
Sydney - South West		M	15607
Sydney - South West	Infants/Primary	F	17383
Sydney - South West	Infants/Primary	M	18343
Sydney - South West	Pre-school	F	2960
Sydney - South West	Pre-school	M	3276
Sydney - South West	Secondary	F	15331
Sydney - South West	Secondary	M	15662
Sydney - South West	Technical or Further Educational Institution	F	4539
Sydney - South West	Technical or Further Educational Institution	M	4140
Sydney - South West	University or other tertiary	F	10824
Sydney - South West	University or other tertiary	M	8388
Sydney - Sutherland		F	5631
Sydney - Sutherland		M	5009
Sydney - Sutherland	Infants/Primary	F	9141
Sydney - Sutherland	Infants/Primary	M	9762
Sydney - Sutherland	Pre-school	F	2070
Sydney - Sutherland	Pre-school	M	2372
Sydney - Sutherland	Secondary	F	7311
Sydney - Sutherland	Secondary	M	7380
Sydney - Sutherland	Technical or Further Educational Institution	F	1767
Sydney - Sutherland	Technical or Further Educational Institution	M	2026
Sydney - Sutherland	University or other tertiary	F	5491
Sydney - Sutherland	University or other tertiary	M	4012
Migratory - Offshore - Shipping (NSW)		F	36
Migratory - Offshore - Shipping (NSW)		M	21
Migratory - Offshore - Shipping (NSW)	Infants/Primary	F	7
Migratory - Offshore - Shipping (NSW)	Infants/Primary	M	3
Migratory - Offshore - Shipping (NSW)	Secondary	F	14
Migratory - Offshore - Shipping (NSW)	Secondary	M	4
Migratory - Offshore - Shipping (NSW)	University or other tertiary	F	3
No usual address (NSW)		F	1198
No usual address (NSW)		M	2294
No usual address (NSW)	Infants/Primary	F	131
No usual address (NSW)	Infants/Primary	M	107
No usual address (NSW)	Pre-school	F	19
No usual address (NSW)	Pre-school	M	32
No usual address (NSW)	Secondary	F	61
No usual address (NSW)	Secondary	M	78
No usual address (NSW)	Technical or Further Educational Institution	F	118
No usual address (NSW)	Technical or Further Educational Institution	M	97
No usual address (NSW)	University or other tertiary	F	255
No usual address (NSW)	University or other tertiary	M	215
Ballarat		F	6833
Ballarat		M	6526
Ballarat	Infants/Primary	F	6339
Ballarat	Infants/Primary	M	6630
Ballarat	Pre-school	F	1226
Ballarat	Pre-school	M	1264
Ballarat	Secondary	F	4887
Ballarat	Secondary	M	4941
Ballarat	Technical or Further Educational Institution	F	1054
Ballarat	Technical or Further Educational Institution	M	1018
Ballarat	University or other tertiary	F	3772
Ballarat	University or other tertiary	M	2466
Bendigo		F	7124
Bendigo		M	7182
Bendigo	Infants/Primary	F	5987
Bendigo	Infants/Primary	M	6338
Bendigo	Pre-school	F	1104
Bendigo	Pre-school	M	1269
Bendigo	Secondary	F	4720
Bendigo	Secondary	M	4814
Bendigo	Technical or Further Educational Institution	F	1318
Bendigo	Technical or Further Educational Institution	M	1086
Bendigo	University or other tertiary	F	3115
Bendigo	University or other tertiary	M	1708
Geelong		F	10967
Geelong		M	10740
Geelong	Infants/Primary	F	11114
Geelong	Infants/Primary	M	11629
Geelong	Pre-school	F	2176
Geelong	Pre-school	M	2436
Geelong	Secondary	F	8750
Geelong	Secondary	M	9163
Geelong	Technical or Further Educational Institution	F	2471
Geelong	Technical or Further Educational Institution	M	2266
Geelong	University or other tertiary	F	6911
Geelong	University or other tertiary	M	5060
Hume		F	8156
Hume		M	7839
Hume	Infants/Primary	F	6570
Hume	Infants/Primary	M	6941
Hume	Pre-school	F	1282
Hume	Pre-school	M	1348
Hume	Secondary	F	5399
Hume	Secondary	M	5416
Hume	Technical or Further Educational Institution	F	1703
Hume	Technical or Further Educational Institution	M	1485
Hume	University or other tertiary	F	2138
Hume	University or other tertiary	M	931
Latrobe - Gippsland		F	13390
Latrobe - Gippsland		M	12994
Latrobe - Gippsland	Infants/Primary	F	10298
Latrobe - Gippsland	Infants/Primary	M	10805
Latrobe - Gippsland	Pre-school	F	1869
Latrobe - Gippsland	Pre-school	M	1972
Latrobe - Gippsland	Secondary	F	8061
Latrobe - Gippsland	Secondary	M	7907
Latrobe - Gippsland	Technical or Further Educational Institution	F	2337
Latrobe - Gippsland	Technical or Further Educational Institution	M	1774
Latrobe - Gippsland	University or other tertiary	F	3516
Latrobe - Gippsland	University or other tertiary	M	1620
Melbourne - Inner		F	32285
Melbourne - Inner		M	30038
Melbourne - Inner	Infants/Primary	F	13259
Melbourne - Inner	Infants/Primary	M	13603
Melbourne - Inner	Pre-school	F	3246
Melbourne - Inner	Pre-school	M	3412
Melbourne - Inner	Secondary	F	9843
Melbourne - Inner	Secondary	M	9608
Melbourne - Inner	Technical or Further Educational Institution	F	6160
Melbourne - Inner	Technical or Further Educational Institution	M	5502
Melbourne - Inner	University or other tertiary	F	41245
Melbourne - Inner	University or other tertiary	M	32147
Melbourne - Inner East		F	11243
Melbourne - Inner East		M	9768
Melbourne - Inner East	Infants/Primary	F	13557
Melbourne - Inner East	Infants/Primary	M	14384
Melbourne - Inner East	Pre-school	F	2810
Melbourne - Inner East	Pre-school	M	3031
Melbourne - Inner East	Secondary	F	12859
Melbourne - Inner East	Secondary	M	12851
Melbourne - Inner East	Technical or Further Educational Institution	F	2538
Melbourne - Inner East	Technical or Further Educational Institution	M	2790
Melbourne - Inner East	University or other tertiary	F	16651
Melbourne - Inner East	University or other tertiary	M	15757
Melbourne - Inner South		F	13621
Melbourne - Inner South		M	11833
Melbourne - Inner South	Infants/Primary	F	16859
Melbourne - Inner South	Infants/Primary	M	17529
Melbourne - Inner South	Pre-school	F	3549
Melbourne - Inner South	Pre-school	M	3926
Melbourne - Inner South	Secondary	F	13063
Melbourne - Inner South	Secondary	M	13390
Melbourne - Inner South	Technical or Further Educational Institution	F	2696
Melbourne - Inner South	Technical or Further Educational Institution	M	2754
Melbourne - Inner South	University or other tertiary	F	14369
Melbourne - Inner South	University or other tertiary	M	11802
Melbourne - North East		F	18378
Melbourne - North East		M	16451
Melbourne - North East	Infants/Primary	F	19894
Melbourne - North East	Infants/Primary	M	21137
Melbourne - North East	Pre-school	F	4207
Melbourne - North East	Pre-school	M	4480
Melbourne - North East	Secondary	F	14883
Melbourne - North East	Secondary	M	15535
Melbourne - North East	Technical or Further Educational Institution	F	4315
Melbourne - North East	Technical or Further Educational Institution	M	4461
Melbourne - North East	University or other tertiary	F	15565
Melbourne - North East	University or other tertiary	M	12858
Melbourne - North West		F	15095
Melbourne - North West		M	14076
Melbourne - North West	Infants/Primary	F	15092
Melbourne - North West	Infants/Primary	M	16103
Melbourne - North West	Pre-school	F	2807
Melbourne - North West	Pre-school	M	3096
Melbourne - North West	Secondary	F	12058
Melbourne - North West	Secondary	M	12198
Melbourne - North West	Technical or Further Educational Institution	F	3177
Melbourne - North West	Technical or Further Educational Institution	M	3446
Melbourne - North West	University or other tertiary	F	8976
Melbourne - North West	University or other tertiary	M	7403
Melbourne - Outer East		F	15422
Melbourne - Outer East		M	13176
Melbourne - Outer East	Infants/Primary	F	19868
Melbourne - Outer East	Infants/Primary	M	21203
Melbourne - Outer East	Pre-school	F	4187
Melbourne - Outer East	Pre-school	M	4519
Melbourne - Outer East	Secondary	F	16882
Melbourne - Outer East	Secondary	M	17364
Melbourne - Outer East	Technical or Further Educational Institution	F	4351
Melbourne - Outer East	Technical or Further Educational Institution	M	4836
Melbourne - Outer East	University or other tertiary	F	12100
Melbourne - Outer East	University or other tertiary	M	9185
Melbourne - South East		F	28107
Melbourne - South East		M	26254
Melbourne - South East	Infants/Primary	F	31176
Melbourne - South East	Infants/Primary	M	32799
Melbourne - South East	Pre-school	F	5874
Melbourne - South East	Pre-school	M	6416
Melbourne - South East	Secondary	F	24884
Melbourne - South East	Secondary	M	25893
Melbourne - South East	Technical or Further Educational Institution	F	7945
Melbourne - South East	Technical or Further Educational Institution	M	7939
Melbourne - South East	University or other tertiary	F	23714
Melbourne - South East	University or other tertiary	M	21246
Melbourne - West		F	31301
Melbourne - West		M	30166
Melbourne - West	Infants/Primary	F	31266
Melbourne - West	Infants/Primary	M	32646
Melbourne - West	Pre-school	F	6150
Melbourne - West	Pre-school	M	6518
Melbourne - West	Secondary	F	22661
Melbourne - West	Secondary	M	22597
Melbourne - West	Technical or Further Educational Institution	F	6451
Melbourne - West	Technical or Further Educational Institution	M	6302
Melbourne - West	University or other tertiary	F	19375
Melbourne - West	University or other tertiary	M	16794
Mornington Peninsula		F	11611
Mornington Peninsula		M	10223
Mornington Peninsula	Infants/Primary	F	11485
Mornington Peninsula	Infants/Primary	M	11929
Mornington Peninsula	Pre-school	F	2276
Mornington Peninsula	Pre-school	M	2537
Mornington Peninsula	Secondary	F	8633
Mornington Peninsula	Secondary	M	8857
Mornington Peninsula	Technical or Further Educational Institution	F	2669
Mornington Peninsula	Technical or Further Educational Institution	M	2506
Mornington Peninsula	University or other tertiary	F	5000
Mornington Peninsula	University or other tertiary	M	2887
North West		F	7546
North West		M	8000
North West	Infants/Primary	F	5593
North West	Infants/Primary	M	5981
North West	Pre-school	F	1058
North West	Pre-school	M	1185
North West	Secondary	F	4723
North West	Secondary	M	4732
North West	Technical or Further Educational Institution	F	1069
North West	Technical or Further Educational Institution	M	967
North West	University or other tertiary	F	1601
North West	University or other tertiary	M	644
Shepparton		F	6618
Shepparton		M	6478
Shepparton	Infants/Primary	F	5124
Shepparton	Infants/Primary	M	5514
Shepparton	Pre-school	F	900
Shepparton	Pre-school	M	990
Shepparton	Secondary	F	4161
Shepparton	Secondary	M	4374
Shepparton	Technical or Further Educational Institution	F	1284
Shepparton	Technical or Further Educational Institution	M	942
Shepparton	University or other tertiary	F	1394
Shepparton	University or other tertiary	M	599
Warrnambool and South West		F	5689
Warrnambool and South West		M	5419
Warrnambool and South West	Infants/Primary	F	4717
Warrnambool and South West	Infants/Primary	M	5151
Warrnambool and South West	Pre-school	F	839
Warrnambool and South West	Pre-school	M	946
Warrnambool and South West	Secondary	F	3940
Warrnambool and South West	Secondary	M	3974
Warrnambool and South West	Technical or Further Educational Institution	F	1109
Warrnambool and South West	Technical or Further Educational Institution	M	813
Warrnambool and South West	University or other tertiary	F	1402
Warrnambool and South West	University or other tertiary	M	661
Migratory - Offshore - Shipping (Vic.)		M	3
No usual address (Vic.)		F	790
No usual address (Vic.)		M	1364
No usual address (Vic.)	Infants/Primary	F	100
No usual address (Vic.)	Infants/Primary	M	79
No usual address (Vic.)	Pre-school	F	25
No usual address (Vic.)	Pre-school	M	27
No usual address (Vic.)	Secondary	F	64
No usual address (Vic.)	Secondary	M	74
No usual address (Vic.)	Technical or Further Educational Institution	F	81
No usual address (Vic.)	Technical or Further Educational Institution	M	47
No usual address (Vic.)	University or other tertiary	F	214
No usual address (Vic.)	University or other tertiary	M	142
Brisbane - East		F	6669
Brisbane - East		M	6152
Brisbane - East	Infants/Primary	F	9816
Brisbane - East	Infants/Primary	M	10195
Brisbane - East	Pre-school	F	1285
Brisbane - East	Pre-school	M	1480
Brisbane - East	Secondary	F	7444
Brisbane - East	Secondary	M	7993
Brisbane - East	Technical or Further Educational Institution	F	1958
Brisbane - East	Technical or Further Educational Institution	M	1488
Brisbane - East	University or other tertiary	F	4902
Brisbane - East	University or other tertiary	M	3239
Brisbane - North		F	6916
Brisbane - North		M	6056
Brisbane - North	Infants/Primary	F	7821
Brisbane - North	Infants/Primary	M	8157
Brisbane - North	Pre-school	F	1195
Brisbane - North	Pre-school	M	1324
Brisbane - North	Secondary	F	5739
Brisbane - North	Secondary	M	6042
Brisbane - North	Technical or Further Educational Institution	F	1968
Brisbane - North	Technical or Further Educational Institution	M	1528
Brisbane - North	University or other tertiary	F	6475
Brisbane - North	University or other tertiary	M	4642
Brisbane - South		F	11279
Brisbane - South		M	10897
Brisbane - South	Infants/Primary	F	12687
Brisbane - South	Infants/Primary	M	13236
Brisbane - South	Pre-school	F	2097
Brisbane - South	Pre-school	M	2139
Brisbane - South	Secondary	F	9735
Brisbane - South	Secondary	M	10065
Brisbane - South	Technical or Further Educational Institution	F	3781
Brisbane - South	Technical or Further Educational Institution	M	3102
Brisbane - South	University or other tertiary	F	16034
Brisbane - South	University or other tertiary	M	14437
Brisbane - West		F	4691
Brisbane - West		M	4231
Brisbane - West	Infants/Primary	F	7643
Brisbane - West	Infants/Primary	M	8344
Brisbane - West	Pre-school	F	1196
Brisbane - West	Pre-school	M	1324
Brisbane - West	Secondary	F	5979
Brisbane - West	Secondary	M	6482
Brisbane - West	Technical or Further Educational Institution	F	1319
Brisbane - West	Technical or Further Educational Institution	M	1001
Brisbane - West	University or other tertiary	F	11067
Brisbane - West	University or other tertiary	M	9471
Brisbane Inner City		F	11905
Brisbane Inner City		M	11926
Brisbane Inner City	Infants/Primary	F	7322
Brisbane Inner City	Infants/Primary	M	7406
Brisbane Inner City	Pre-school	F	1213
Brisbane Inner City	Pre-school	M	1327
Brisbane Inner City	Secondary	F	5793
Brisbane Inner City	Secondary	M	6039
Brisbane Inner City	Technical or Further Educational Institution	F	2554
Brisbane Inner City	Technical or Further Educational Institution	M	2164
Brisbane Inner City	University or other tertiary	F	15692
Brisbane Inner City	University or other tertiary	M	13151
Cairns		F	13351
Cairns		M	13009
Cairns	Infants/Primary	F	9883
Cairns	Infants/Primary	M	10651
Cairns	Pre-school	F	1187
Cairns	Pre-school	M	1270
Cairns	Secondary	F	7456
Cairns	Secondary	M	7753
Cairns	Technical or Further Educational Institution	F	2208
Cairns	Technical or Further Educational Institution	M	1277
Cairns	University or other tertiary	F	4218
Cairns	University or other tertiary	M	2166
Darling Downs - Maranoa		F	6441
Darling Downs - Maranoa		M	6579
Darling Downs - Maranoa	Infants/Primary	F	5497
Darling Downs - Maranoa	Infants/Primary	M	5891
Darling Downs - Maranoa	Pre-school	F	667
Darling Downs - Maranoa	Pre-school	M	693
Darling Downs - Maranoa	Secondary	F	3808
Darling Downs - Maranoa	Secondary	M	4147
Darling Downs - Maranoa	Technical or Further Educational Institution	F	1025
