SA4_NAME16	Age	persons
Murray	45-54	14843
Murray	55-64	16327
Murray	65-74	13722
Murray	75-84	7784
Murray	85+	3208
New England and North West	0-4	11556
New England and North West	5-14	24076
New England and North West	15-19	11589
New England and North West	20-24	10511
New England and North West	25-34	20212
New England and North West	35-44	20263
New England and North West	45-54	23405
New England and North West	55-64	24436
New England and North West	65-74	19976
New England and North West	75-84	11283
New England and North West	85+	4248
Newcastle and Lake Macquarie	0-4	21371
Newcastle and Lake Macquarie	5-14	42050
Newcastle and Lake Macquarie	15-19	21430
Newcastle and Lake Macquarie	20-24	24899
Newcastle and Lake Macquarie	25-34	46339
Newcastle and Lake Macquarie	35-44	44331
Newcastle and Lake Macquarie	45-54	46563
Newcastle and Lake Macquarie	55-64	45143
Newcastle and Lake Macquarie	65-74	36273
Newcastle and Lake Macquarie	75-84	20775
Newcastle and Lake Macquarie	85+	9928
Richmond - Tweed	0-4	12416
Richmond - Tweed	5-14	28663
Richmond - Tweed	15-19	13774
Richmond - Tweed	20-24	10593
Richmond - Tweed	25-34	22204
Richmond - Tweed	35-44	27770
Richmond - Tweed	45-54	32981
Richmond - Tweed	55-64	37248
Richmond - Tweed	65-74	29358
Richmond - Tweed	75-84	16550
Richmond - Tweed	85+	8042
Riverina	0-4	9965
Riverina	5-14	21125
Riverina	15-19	10148
Riverina	20-24	9761
Riverina	25-34	18982
Riverina	35-44	18179
Riverina	45-54	19887
Riverina	55-64	19828
Riverina	65-74	15046
Riverina	75-84	9060
Riverina	85+	3951
Southern Highlands and Shoalhaven	0-4	7480
Southern Highlands and Shoalhaven	5-14	17207
Southern Highlands and Shoalhaven	15-19	8322
Southern Highlands and Shoalhaven	20-24	6505
Southern Highlands and Shoalhaven	25-34	13270
Southern Highlands and Shoalhaven	35-44	15139
Southern Highlands and Shoalhaven	45-54	18747
Southern Highlands and Shoalhaven	55-64	21971
Southern Highlands and Shoalhaven	65-74	22062
Southern Highlands and Shoalhaven	75-84	12069
Southern Highlands and Shoalhaven	85+	4588
Sydney - Baulkham Hills and Hawkesbury	0-4	13347
Sydney - Baulkham Hills and Hawkesbury	5-14	33610
Sydney - Baulkham Hills and Hawkesbury	15-19	16623
Sydney - Baulkham Hills and Hawkesbury	20-24	14165
Sydney - Baulkham Hills and Hawkesbury	25-34	22958
Sydney - Baulkham Hills and Hawkesbury	35-44	32188
Sydney - Baulkham Hills and Hawkesbury	45-54	33842
Sydney - Baulkham Hills and Hawkesbury	55-64	27940
Sydney - Baulkham Hills and Hawkesbury	65-74	20102
Sydney - Baulkham Hills and Hawkesbury	75-84	8963
Sydney - Baulkham Hills and Hawkesbury	85+	4003
Sydney - Blacktown	0-4	27162
Sydney - Blacktown	5-14	50163
Sydney - Blacktown	15-19	23419
Sydney - Blacktown	20-24	22967
Sydney - Blacktown	25-34	52724
Sydney - Blacktown	35-44	51901
Sydney - Blacktown	45-54	42341
Sydney - Blacktown	55-64	33933
Sydney - Blacktown	65-74	21714
Sydney - Blacktown	75-84	9736
Sydney - Blacktown	85+	3575
Sydney - City and Inner South	0-4	13091
Sydney - City and Inner South	5-14	17163
Sydney - City and Inner South	15-19	13077
Sydney - City and Inner South	20-24	37189
Sydney - City and Inner South	25-34	92073
Sydney - City and Inner South	35-44	51826
Sydney - City and Inner South	45-54	35329
Sydney - City and Inner South	55-64	26163
Sydney - City and Inner South	65-74	17164
Sydney - City and Inner South	75-84	9046
Sydney - City and Inner South	85+	3426
Sydney - Eastern Suburbs	0-4	14801
Sydney - Eastern Suburbs	5-14	25951
Sydney - Eastern Suburbs	15-19	13370
Sydney - Eastern Suburbs	20-24	21998
Sydney - Eastern Suburbs	25-34	53164
Sydney - Eastern Suburbs	35-44	41635
Sydney - Eastern Suburbs	45-54	32892
Sydney - Eastern Suburbs	55-64	25087
Sydney - Eastern Suburbs	65-74	20072
Sydney - Eastern Suburbs	75-84	11718
Sydney - Eastern Suburbs	85+	6342
Sydney - Inner South West	0-4	38194
Sydney - Inner South West	5-14	68892
Sydney - Inner South West	15-19	34280
Sydney - Inner South West	20-24	41586
Sydney - Inner South West	25-34	94731
Sydney - Inner South West	35-44	77600
Sydney - Inner South West	45-54	71779
Sydney - Inner South West	55-64	61067
Sydney - Inner South West	65-74	42634
Sydney - Inner South West	75-84	27238
Sydney - Inner South West	85+	13419
Sydney - Inner West	0-4	17385
Sydney - Inner West	5-14	28843
Sydney - Inner West	15-19	13724
Sydney - Inner West	20-24	22842
Sydney - Inner West	25-34	56865
Sydney - Inner West	35-44	44928
Sydney - Inner West	45-54	38627
Sydney - Inner West	55-64	30476
Sydney - Inner West	65-74	21016
Sydney - Inner West	75-84	12447
Sydney - Inner West	85+	6153
Sydney - North Sydney and Hornsby	0-4	24103
Sydney - North Sydney and Hornsby	5-14	50875
Sydney - North Sydney and Hornsby	15-19	23610
Sydney - North Sydney and Hornsby	20-24	22159
Sydney - North Sydney and Hornsby	25-34	56816
Sydney - North Sydney and Hornsby	35-44	62855
Sydney - North Sydney and Hornsby	45-54	57205
Sydney - North Sydney and Hornsby	55-64	44459
Sydney - North Sydney and Hornsby	65-74	34053
Sydney - North Sydney and Hornsby	75-84	19085
Sydney - North Sydney and Hornsby	85+	10139
Sydney - Northern Beaches	0-4	15672
Sydney - Northern Beaches	5-14	34180
Sydney - Northern Beaches	15-19	14412
Sydney - Northern Beaches	20-24	12554
Sydney - Northern Beaches	25-34	29575
Sydney - Northern Beaches	35-44	38197
Sydney - Northern Beaches	45-54	37397
Sydney - Northern Beaches	55-64	28419
Sydney - Northern Beaches	65-74	22440
Sydney - Northern Beaches	75-84	13078
Sydney - Northern Beaches	85+	6945
Sydney - Outer South West	0-4	19402
Sydney - Outer South West	5-14	38579
Sydney - Outer South West	15-19	18115
Sydney - Outer South West	20-24	17847
Sydney - Outer South West	25-34	36961
Sydney - Outer South West	35-44	36430
Sydney - Outer South West	45-54	33690
Sydney - Outer South West	55-64	29869
Sydney - Outer South West	65-74	19726
Sydney - Outer South West	75-84	8285
Sydney - Outer South West	85+	3174
Sydney - Outer West and Blue Mountains	0-4	20969
Sydney - Outer West and Blue Mountains	5-14	41166
Sydney - Outer West and Blue Mountains	15-19	20179
Sydney - Outer West and Blue Mountains	20-24	20301
Sydney - Outer West and Blue Mountains	25-34	42089
Sydney - Outer West and Blue Mountains	35-44	41356
Sydney - Outer West and Blue Mountains	45-54	40393
Sydney - Outer West and Blue Mountains	55-64	37803
Sydney - Outer West and Blue Mountains	65-74	26357
Sydney - Outer West and Blue Mountains	75-84	11739
Sydney - Outer West and Blue Mountains	85+	4571
Sydney - Parramatta	0-4	34188
Sydney - Parramatta	5-14	54288
Sydney - Parramatta	15-19	24671
Sydney - Parramatta	20-24	32185
Sydney - Parramatta	25-34	87999
Sydney - Parramatta	35-44	66525
Sydney - Parramatta	45-54	52359
Sydney - Parramatta	55-64	43343
Sydney - Parramatta	65-74	28819
Sydney - Parramatta	75-84	16438
Sydney - Parramatta	85+	7583
Sydney - Ryde	0-4	10672
Sydney - Ryde	5-14	20227
Sydney - Ryde	15-19	10835
Sydney - Ryde	20-24	14231
Sydney - Ryde	25-34	28852
Sydney - Ryde	35-44	25863
Sydney - Ryde	45-54	23636
Sydney - Ryde	55-64	20279
Sydney - Ryde	65-74	13945
Sydney - Ryde	75-84	8639
Sydney - Ryde	85+	4930
Sydney - South West	0-4	28407
Sydney - South West	5-14	56984
Sydney - South West	15-19	29037
Sydney - South West	20-24	29874
Sydney - South West	25-34	58131
Sydney - South West	35-44	55278
Sydney - South West	45-54	54282
Sydney - South West	55-64	45607
Sydney - South West	65-74	27920
Sydney - South West	75-84	14897
Sydney - South West	85+	5545
Sydney - Sutherland	0-4	13585
Sydney - Sutherland	5-14	27959
Sydney - Sutherland	15-19	13095
Sydney - Sutherland	20-24	12667
Sydney - Sutherland	25-34	26178
Sydney - Sutherland	35-44	30079
Sydney - Sutherland	45-54	30190
Sydney - Sutherland	55-64	27203
Sydney - Sutherland	65-74	19937
Sydney - Sutherland	75-84	11043
Sydney - Sutherland	85+	5949
Migratory - Offshore - Shipping (NSW)	0-4	14
Migratory - Offshore - Shipping (NSW)	5-14	22
Migratory - Offshore - Shipping (NSW)	15-19	12
Migratory - Offshore - Shipping (NSW)	20-24	9
Migratory - Offshore - Shipping (NSW)	25-34	32
Migratory - Offshore - Shipping (NSW)	35-44	34
Migratory - Offshore - Shipping (NSW)	45-54	50
Migratory - Offshore - Shipping (NSW)	55-64	74
Migratory - Offshore - Shipping (NSW)	65-74	108
Migratory - Offshore - Shipping (NSW)	75-84	42
Migratory - Offshore - Shipping (NSW)	85+	10
No usual address (NSW)	0-4	338
No usual address (NSW)	5-14	402
No usual address (NSW)	15-19	517
No usual address (NSW)	20-24	1358
No usual address (NSW)	25-34	2703
No usual address (NSW)	35-44	1900
No usual address (NSW)	45-54	1798
No usual address (NSW)	55-64	1722
No usual address (NSW)	65-74	1196
No usual address (NSW)	75-84	282
No usual address (NSW)	85+	78
Ballarat	0-4	9318
Ballarat	5-14	19651
Ballarat	15-19	9654
Ballarat	20-24	9873
Ballarat	25-34	17520
Ballarat	35-44	18747
Ballarat	45-54	21290
Ballarat	55-64	21334
Ballarat	65-74	17469
Ballarat	75-84	8886
Ballarat	85+	3745
Bendigo	0-4	9228
Bendigo	5-14	19077
Bendigo	15-19	9372
Bendigo	20-24	9235
Bendigo	25-34	17108
Bendigo	35-44	18211
Bendigo	45-54	20471
Bendigo	55-64	20946
Bendigo	65-74	16603
Bendigo	75-84	8878
Bendigo	85+	3961
Geelong	0-4	17250
Geelong	5-14	34558
Geelong	15-19	17118
Geelong	20-24	17452
Geelong	25-34	34086
Geelong	35-44	35537
Geelong	45-54	36470
Geelong	55-64	35106
Geelong	65-74	28527
Geelong	75-84	15504
Geelong	85+	7326
Hume	0-4	9463
Hume	5-14	20938
Hume	15-19	10287
Hume	20-24	8501
Hume	25-34	17119
Hume	35-44	19275
Hume	45-54	23366
Hume	55-64	25285
Hume	65-74	20812
Hume	75-84	10558
Hume	85+	4590
Latrobe - Gippsland	0-4	15228
Latrobe - Gippsland	5-14	32589
Latrobe - Gippsland	15-19	15423
Latrobe - Gippsland	20-24	13540
Latrobe - Gippsland	25-34	28423
Latrobe - Gippsland	35-44	29340
Latrobe - Gippsland	45-54	35918
Latrobe - Gippsland	55-64	40282
Latrobe - Gippsland	65-74	35293
Latrobe - Gippsland	75-84	18127
Latrobe - Gippsland	85+	7251
Melbourne - Inner	0-4	27028
Melbourne - Inner	5-14	40368
Melbourne - Inner	15-19	27570
Melbourne - Inner	20-24	65808
Melbourne - Inner	25-34	159836
Melbourne - Inner	35-44	90017
Melbourne - Inner	45-54	66343
Melbourne - Inner	55-64	50874
Melbourne - Inner	65-74	34506
Melbourne - Inner	75-84	19956
Melbourne - Inner	85+	9372
Melbourne - Inner East	0-4	17415
Melbourne - Inner East	5-14	41882
Melbourne - Inner East	15-19	24314
Melbourne - Inner East	20-24	28564
Melbourne - Inner East	25-34	48315
Melbourne - Inner East	35-44	44705
Melbourne - Inner East	45-54	49792
Melbourne - Inner East	55-64	40646
Melbourne - Inner East	65-74	31487
Melbourne - Inner East	75-84	21417
Melbourne - Inner East	85+	11110
Melbourne - Inner South	0-4	23346
Melbourne - Inner South	5-14	50515
Melbourne - Inner South	15-19	23090
Melbourne - Inner South	20-24	25368
Melbourne - Inner South	25-34	52231
Melbourne - Inner South	35-44	57088
Melbourne - Inner South	45-54	58600
Melbourne - Inner South	55-64	46291
Melbourne - Inner South	65-74	34044
Melbourne - Inner South	75-84	20587
Melbourne - Inner South	85+	12538
Melbourne - North East	0-4	34572
Melbourne - North East	5-14	61271
Melbourne - North East	15-19	29178
Melbourne - North East	20-24	33852
Melbourne - North East	25-34	76421
Melbourne - North East	35-44	71765
Melbourne - North East	45-54	65482
Melbourne - North East	55-64	54028
Melbourne - North East	65-74	38246
Melbourne - North East	75-84	21466
Melbourne - North East	85+	9057
Melbourne - North West	0-4	26454
Melbourne - North West	5-14	48313
Melbourne - North West	15-19	23121
Melbourne - North West	20-24	24425
Melbourne - North West	25-34	55208
Melbourne - North West	35-44	50908
Melbourne - North West	45-54	48264
Melbourne - North West	55-64	37105
Melbourne - North West	65-74	26721
Melbourne - North West	75-84	16209
Melbourne - North West	85+	6650
Melbourne - Outer East	0-4	30166
Melbourne - Outer East	5-14	61388
Melbourne - Outer East	15-19	31809
Melbourne - Outer East	20-24	30848
Melbourne - Outer East	25-34	63435
Melbourne - Outer East	35-44	67780
Melbourne - Outer East	45-54	71134
Melbourne - Outer East	55-64	62391
Melbourne - Outer East	65-74	46081
Melbourne - Outer East	75-84	23943
Melbourne - Outer East	85+	10639
Melbourne - South East	0-4	52811
Melbourne - South East	5-14	97337
Melbourne - South East	15-19	50095
Melbourne - South East	20-24	58490
Melbourne - South East	25-34	116387
Melbourne - South East	35-44	105635
Melbourne - South East	45-54	96584
Melbourne - South East	55-64	77349
Melbourne - South East	65-74	55358
Melbourne - South East	75-84	31914
Melbourne - South East	85+	13311
Melbourne - West	0-4	58360
Melbourne - West	5-14	96601
Melbourne - West	15-19	42871
Melbourne - West	20-24	50091
Melbourne - West	25-34	126540
Melbourne - West	35-44	114709
Melbourne - West	45-54	91031
Melbourne - West	55-64	71110
Melbourne - West	65-74	45235
Melbourne - West	75-84	22199
Melbourne - West	85+	8698
Mornington Peninsula	0-4	17020
Mornington Peninsula	5-14	34842
Mornington Peninsula	15-19	16958
Mornington Peninsula	20-24	15920
Mornington Peninsula	25-34	31974
Mornington Peninsula	35-44	36487
Mornington Peninsula	45-54	40081
Mornington Peninsula	55-64	37104
Mornington Peninsula	65-74	32608
Mornington Peninsula	75-84	18360
Mornington Peninsula	85+	7772
North West	0-4	8524
North West	5-14	18158
North West	15-19	9101
North West	20-24	7825
North West	25-34	16382
North West	35-44	16175
North West	45-54	20112
North West	55-64	21405
North West	65-74	17186
North West	75-84	10355
North West	85+	4819
Shepparton	0-4	7871
Shepparton	5-14	16593
Shepparton	15-19	8377
Shepparton	20-24	6706
Shepparton	25-34	14067
Shepparton	35-44	14628
Shepparton	45-54	17361
Shepparton	55-64	17490
Shepparton	65-74	14681
Shepparton	75-84	8616
Shepparton	85+	3579
Warrnambool and South West	0-4	6783
Warrnambool and South West	5-14	15243
Warrnambool and South West	15-19	7635
Warrnambool and South West	20-24	6408
Warrnambool and South West	25-34	12295
Warrnambool and South West	35-44	13624
Warrnambool and South West	45-54	17133
Warrnambool and South West	55-64	17876
Warrnambool and South West	65-74	14254
Warrnambool and South West	75-84	7910
Warrnambool and South West	85+	3529
Migratory - Offshore - Shipping (Vic.)	25-34	4
Migratory - Offshore - Shipping (Vic.)	35-44	3
Migratory - Offshore - Shipping (Vic.)	45-54	11
Migratory - Offshore - Shipping (Vic.)	55-64	5
No usual address (Vic.)	0-4	379
No usual address (Vic.)	5-14	367
No usual address (Vic.)	15-19	357
No usual address (Vic.)	20-24	898
No usual address (Vic.)	25-34	1848
No usual address (Vic.)	35-44	1295
No usual address (Vic.)	45-54	975
No usual address (Vic.)	55-64	816
No usual address (Vic.)	65-74	482
No usual address (Vic.)	75-84	121
No usual address (Vic.)	85+	38
Brisbane - East	0-4	13221
Brisbane - East	5-14	30146
Brisbane - East	15-19	14560
Brisbane - East	20-24	12324
Brisbane - East	25-34	24839
Brisbane - East	35-44	30218
Brisbane - East	45-54	32454
Brisbane - East	55-64	28539
Brisbane - East	65-74	21383
Brisbane - East	75-84	10711
Brisbane - East	85+	4703
Brisbane - North	0-4	13146
Brisbane - North	5-14	23913
Brisbane - North	15-19	11375
Brisbane - North	20-24	14139
Brisbane - North	25-34	32991
Brisbane - North	35-44	30370
Brisbane - North	45-54	27109
Brisbane - North	55-64	22159
Brisbane - North	65-74	16081
Brisbane - North	75-84	10049
Brisbane - North	85+	5195
Brisbane - South	0-4	21672
Brisbane - South	5-14	39370
Brisbane - South	15-19	20916
Brisbane - South	20-24	30212
Brisbane - South	25-34	61384
Brisbane - South	35-44	49505
Brisbane - South	45-54	42229
Brisbane - South	55-64	33576
Brisbane - South	65-74	22699
Brisbane - South	75-84	12682
Brisbane - South	85+	6313
Brisbane - West	0-4	10262
Brisbane - West	5-14	23693
Brisbane - West	15-19	13755
Brisbane - West	20-24	16427
Brisbane - West	25-34	22084
Brisbane - West	35-44	24914
Brisbane - West	45-54	23908
Brisbane - West	55-64	18916
Brisbane - West	65-74	14470
Brisbane - West	75-84	6968
Brisbane - West	85+	3605
Brisbane Inner City	0-4	11952
Brisbane Inner City	5-14	22771
Brisbane Inner City	15-19	13691
Brisbane Inner City	20-24	27589
Brisbane Inner City	25-34	57771
Brisbane Inner City	35-44	37802
Brisbane Inner City	45-54	31800
Brisbane Inner City	55-64	22992
Brisbane Inner City	65-74	14081
Brisbane Inner City	75-84	6469
Brisbane Inner City	85+	3291
Cairns	0-4	14914
Cairns	5-14	32740
Cairns	15-19	14457
Cairns	20-24	13106
Cairns	25-34	30090
Cairns	35-44	32035
Cairns	45-54	34573
Cairns	55-64	31700
Cairns	65-74	22538
Cairns	75-84	10311
Cairns	85+	3722
Darling Downs - Maranoa	0-4	8244
Darling Downs - Maranoa	5-14	17640
Darling Downs - Maranoa	15-19	7607
Darling Downs - Maranoa	20-24	6530
Darling Downs - Maranoa	25-34	13850
Darling Downs - Maranoa	35-44	14588
Darling Downs - Maranoa	45-54	16907
Darling Downs - Maranoa	55-64	16900
Darling Downs - Maranoa	65-74	14013
Darling Downs - Maranoa	75-84	7311
Darling Downs - Maranoa	85+	2685
Central Queensland	0-4	15807
Central Queensland	5-14	31981
Central Queensland	15-19	14123
Central Queensland	20-24	13476
Central Queensland	25-34	30046
Central Queensland	35-44	29052
Central Queensland	45-54	30962
Central Queensland	55-64	26615
Central Queensland	65-74	16999
Central Queensland	75-84	8700
Central Queensland	85+	3161
Gold Coast	0-4	33630
Gold Coast	5-14	69829
Gold Coast	15-19	35031
Gold Coast	20-24	37774
Gold Coast	25-34	77481
Gold Coast	35-44	78423
Gold Coast	45-54	77318
Gold Coast	55-64	66311
Gold Coast	65-74	54729
Gold Coast	75-84	27614
Gold Coast	85+	11859
Ipswich	0-4	25015
Ipswich	5-14	47758
Ipswich	15-19	22040
Ipswich	20-24	22352
Ipswich	25-34	47373
Ipswich	35-44	43836
Ipswich	45-54	42017
Ipswich	55-64	33882
Ipswich	65-74	23230
Ipswich	75-84	11449
Ipswich	85+	4113
Logan - Beaudesert	0-4	23892
Logan - Beaudesert	5-14	47407
Logan - Beaudesert	15-19	22321
Logan - Beaudesert	20-24	21741
Logan - Beaudesert	25-34	44097
Logan - Beaudesert	35-44	42990
Logan - Beaudesert	45-54	40948
Logan - Beaudesert	55-64	34791
Logan - Beaudesert	65-74	25090
Logan - Beaudesert	75-84	10337
Logan - Beaudesert	85+	3680
Mackay - Isaac - Whitsunday	0-4	11800
Mackay - Isaac - Whitsunday	5-14	23382
Mackay - Isaac - Whitsunday	15-19	9955
Mackay - Isaac - Whitsunday	20-24	10115
Mackay - Isaac - Whitsunday	25-34	24705
Mackay - Isaac - Whitsunday	35-44	23252
Mackay - Isaac - Whitsunday	45-54	24347
Mackay - Isaac - Whitsunday	55-64	20965
Mackay - Isaac - Whitsunday	65-74	12926
Mackay - Isaac - Whitsunday	75-84	6078
Mackay - Isaac - Whitsunday	85+	2162
Moreton Bay - North	0-4	14084
Moreton Bay - North	5-14	31490
Moreton Bay - North	15-19	14947
Moreton Bay - North	20-24	13644
Moreton Bay - North	25-34	26424
Moreton Bay - North	35-44	28922
Moreton Bay - North	45-54	31653
Moreton Bay - North	55-64	29763
Moreton Bay - North	65-74	26616
Moreton Bay - North	75-84	13265
Moreton Bay - North	85+	5282
Moreton Bay - South	0-4	14644
Moreton Bay - South	5-14	29953
Moreton Bay - South	15-19	12975
Moreton Bay - South	20-24	12320
Moreton Bay - South	25-34	26275
Moreton Bay - South	35-44	29382
Moreton Bay - South	45-54	26944
Moreton Bay - South	55-64	20170
Moreton Bay - South	65-74	14554
Moreton Bay - South	75-84	5577
Moreton Bay - South	85+	2169
Queensland - Outback	0-4	6569
Queensland - Outback	5-14	12088
Queensland - Outback	15-19	4799
Queensland - Outback	20-24	5607
Queensland - Outback	25-34	12140
Queensland - Outback	35-44	10202
Queensland - Outback	45-54	10707
Queensland - Outback	55-64	9231
Queensland - Outback	65-74	5489
Queensland - Outback	75-84	2197
Queensland - Outback	85+	663
Sunshine Coast	0-4	17827
Sunshine Coast	5-14	44002
Sunshine Coast	15-19	20537
Sunshine Coast	20-24	17161
Sunshine Coast	25-34	35083
Sunshine Coast	35-44	43230
Sunshine Coast	45-54	49081
Sunshine Coast	55-64	47115
Sunshine Coast	65-74	41517
Sunshine Coast	75-84	21891
Sunshine Coast	85+	9082
Toowoomba	0-4	9596
Toowoomba	5-14	20682
Toowoomba	15-19	10243
Toowoomba	20-24	10112
Toowoomba	25-34	19438
Toowoomba	35-44	17921
Toowoomba	45-54	18886
Toowoomba	55-64	17456
Toowoomba	65-74	13880
Toowoomba	75-84	7870
Toowoomba	85+	3431
Townsville	0-4	14962
Townsville	5-14	30815
Townsville	15-19	16050
Townsville	20-24	17890
Townsville	25-34	31772
Townsville	35-44	29533
Townsville	45-54	30186
Townsville	55-64	26487
Townsville	65-74	18684
Townsville	75-84	9253
Townsville	85+	3396
Wide Bay	0-4	14865
Wide Bay	5-14	36083
Wide Bay	15-19	16492
Wide Bay	20-24	13195
Wide Bay	25-34	26563
Wide Bay	35-44	30467
Wide Bay	45-54	37987
Wide Bay	55-64	42907
Wide Bay	65-74	41675
Wide Bay	75-84	20703
Wide Bay	85+	6953
Migratory - Offshore - Shipping (Qld)	0-4	3
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	11
Migratory - Offshore - Shipping (Qld)	20-24	11
Migratory - Offshore - Shipping (Qld)	25-34	11
Migratory - Offshore - Shipping (Qld)	35-44	14
Migratory - Offshore - Shipping (Qld)	45-54	24
Migratory - Offshore - Shipping (Qld)	55-64	30
Migratory - Offshore - Shipping (Qld)	65-74	33
Migratory - Offshore - Shipping (Qld)	75-84	16
Migratory - Offshore - Shipping (Qld)	85+	4
No usual address (Qld)	0-4	339
No usual address (Qld)	5-14	489
No usual address (Qld)	15-19	408
No usual address (Qld)	20-24	1133
No usual address (Qld)	25-34	2293
No usual address (Qld)	35-44	1485
No usual address (Qld)	45-54	1663
No usual address (Qld)	55-64	2373
No usual address (Qld)	65-74	1916
No usual address (Qld)	75-84	381
No usual address (Qld)	85+	44
Adelaide - Central and Hills	0-4	14177
Adelaide - Central and Hills	5-14	32371
Adelaide - Central and Hills	15-19	18457
Adelaide - Central and Hills	20-24	21737
Adelaide - Central and Hills	25-34	37009
Adelaide - Central and Hills	35-44	36493
Adelaide - Central and Hills	45-54	39720
Adelaide - Central and Hills	55-64	36035
Adelaide - Central and Hills	65-74	28522
Adelaide - Central and Hills	75-84	16278
Adelaide - Central and Hills	85+	8740
Adelaide - North	0-4	29228
Adelaide - North	5-14	53537
Adelaide - North	15-19	26529
Adelaide - North	20-24	29231
Adelaide - North	25-34	62668
Adelaide - North	35-44	55594
Adelaide - North	45-54	55481
Adelaide - North	55-64	47656
Adelaide - North	65-74	35537
Adelaide - North	75-84	19694
Adelaide - North	85+	7927
Adelaide - South	0-4	20487
Adelaide - South	5-14	41216
Adelaide - South	15-19	21523
Adelaide - South	20-24	22584
Adelaide - South	25-34	44796
Adelaide - South	35-44	45692
Adelaide - South	45-54	47463
Adelaide - South	55-64	46124
Adelaide - South	65-74	36251
Adelaide - South	75-84	19050
Adelaide - South	85+	10136
Adelaide - West	0-4	12251
Adelaide - West	5-14	22679
Adelaide - West	15-19	12870
Adelaide - West	20-24	15981
Adelaide - West	25-34	33822
Adelaide - West	35-44	29477
Adelaide - West	45-54	31408
Adelaide - West	55-64	27905
Adelaide - West	65-74	20509
Adelaide - West	75-84	13477
Adelaide - West	85+	7369
Barossa - Yorke - Mid North	0-4	5807
Barossa - Yorke - Mid North	5-14	13376
Barossa - Yorke - Mid North	15-19	6253
Barossa - Yorke - Mid North	20-24	4809
Barossa - Yorke - Mid North	25-34	10316
Barossa - Yorke - Mid North	35-44	11700
Barossa - Yorke - Mid North	45-54	15377
Barossa - Yorke - Mid North	55-64	17408
Barossa - Yorke - Mid North	65-74	14729
Barossa - Yorke - Mid North	75-84	7528
Barossa - Yorke - Mid North	85+	3207
South Australia - Outback	0-4	5364
South Australia - Outback	5-14	10716
South Australia - Outback	15-19	4551
South Australia - Outback	20-24	4653
South Australia - Outback	25-34	10728
South Australia - Outback	35-44	9941
South Australia - Outback	45-54	11794
South Australia - Outback	55-64	11181
South Australia - Outback	65-74	8114
South Australia - Outback	75-84	4128
South Australia - Outback	85+	1644
South Australia - South East	0-4	9660
South Australia - South East	5-14	21909
South Australia - South East	15-19	10326
South Australia - South East	20-24	8728
