SA2_NAME16	Sex	persons
Austins Ferry - Granton	F	2005
Austins Ferry - Granton	M	1982
Berriedale - Chigwell	F	2814
Berriedale - Chigwell	M	2710
Claremont (Tas.)	F	4056
Claremont (Tas.)	M	3692
Derwent Park - Lutana	F	2063
Derwent Park - Lutana	M	2085
Glenorchy	F	5775
Glenorchy	M	5292
Montrose - Rosetta	F	2607
Montrose - Rosetta	M	2274
Moonah	F	2694
Moonah	M	2589
New Norfolk	F	3406
New Norfolk	M	3198
West Moonah	F	1991
West Moonah	M	1925
Kingston - Huntingfield	F	5875
Kingston - Huntingfield	M	5438
Kingston Beach - Blackmans Bay	F	5419
Kingston Beach - Blackmans Bay	M	4874
Margate - Snug	F	3949
Margate - Snug	M	3760
Taroona - Bonnet Hill	F	1867
Taroona - Bonnet Hill	M	1703
Hobart	F	3960
Hobart	M	3845
Lenah Valley - Mount Stuart	F	4303
Lenah Valley - Mount Stuart	M	4019
Mount Nelson - Dynnyrne	F	2336
Mount Nelson - Dynnyrne	M	2318
New Town	F	3070
New Town	M	2963
Sandy Bay	F	6065
Sandy Bay	M	5712
South Hobart - Fern Tree	F	3140
South Hobart - Fern Tree	M	2949
West Hobart	F	3052
West Hobart	M	2822
Dodges Ferry - Lewisham	F	3706
Dodges Ferry - Lewisham	M	3824
Sorell - Richmond	F	4436
Sorell - Richmond	M	4119
Invermay	F	1543
Invermay	M	1513
Kings Meadows - Punchbowl	F	2222
Kings Meadows - Punchbowl	M	2001
Launceston	F	2635
Launceston	M	2508
Legana	F	2065
Legana	M	2011
Mowbray	F	1829
Mowbray	M	1905
Newnham - Mayfield	F	4607
Newnham - Mayfield	M	4381
Newstead	F	2801
Newstead	M	2410
Norwood (Tas.)	F	2063
Norwood (Tas.)	M	1824
Prospect Vale - Blackstone	F	3388
Prospect Vale - Blackstone	M	3032
Ravenswood	F	1907
Ravenswood	M	1714
Riverside	F	3315
Riverside	M	3108
South Launceston	F	2468
South Launceston	M	2140
Summerhill - Prospect	F	2428
Summerhill - Prospect	M	2248
Trevallyn	F	2332
Trevallyn	M	2234
Waverley - St Leonards	F	1790
Waverley - St Leonards	M	1717
West Launceston	F	2147
West Launceston	M	1987
Youngtown - Relbia	F	2421
Youngtown - Relbia	M	2222
Beauty Point - Beaconsfield	F	1892
Beauty Point - Beaconsfield	M	1866
Deloraine	F	2918
Deloraine	M	2805
Grindelwald - Lanena	F	2887
Grindelwald - Lanena	M	2815
Hadspen - Carrick	F	1627
Hadspen - Carrick	M	1615
Westbury	F	1981
Westbury	M	2046
Dilston - Lilydale	F	1907
Dilston - Lilydale	M	2048
George Town	F	3431
George Town	M	3419
Longford	F	2047
Longford	M	1964
Northern Midlands	F	1786
Northern Midlands	M	1842
Perth - Evandale	F	2573
Perth - Evandale	M	2489
St Helens - Scamander	F	2998
St Helens - Scamander	M	3091
Flinders and Cape Barren Islands	F	412
Flinders and Cape Barren Islands	M	490
Scottsdale - Bridport	F	3303
Scottsdale - Bridport	M	3321
Central Highlands	F	960
Central Highlands	M	1093
Derwent Valley	F	1454
Derwent Valley	M	1645
Southern Midlands	F	2936
Southern Midlands	M	3121
Wilderness - East	F	10
Wilderness - East	M	7
Bruny Island - Kettering	F	1399
Bruny Island - Kettering	M	1541
Cygnet	F	2120
Cygnet	M	2110
Geeveston - Dover	F	1778
Geeveston - Dover	M	1886
Huonville - Franklin	F	4218
Huonville - Franklin	M	4086
Forestier - Tasman	F	1154
Forestier - Tasman	M	1222
Triabunna - Bicheno	F	2143
Triabunna - Bicheno	M	2229
Acton - Upper Burnie	F	1659
Acton - Upper Burnie	M	1507
Burnie - Ulverstone Region	F	2450
Burnie - Ulverstone Region	M	2521
Burnie - Wivenhoe	F	1880
Burnie - Wivenhoe	M	1720
Parklands - Camdale	F	3334
Parklands - Camdale	M	2994
Penguin - Sulphur Creek	F	2583
Penguin - Sulphur Creek	M	2439
Romaine - Havenview	F	1742
Romaine - Havenview	M	1653
Somerset	F	2003
Somerset	M	1902
Ulverstone	F	3584
Ulverstone	M	3270
West Ulverstone	F	2179
West Ulverstone	M	2014
Wynyard	F	3157
Wynyard	M	2932
Devonport	F	7391
Devonport	M	6369
East Devonport	F	2475
East Devonport	M	2241
Latrobe	F	2327
Latrobe	M	2184
Miandetta - Don	F	1849
Miandetta - Don	M	1646
Port Sorell	F	2840
Port Sorell	M	2779
Quoiba - Spreyton	F	1397
Quoiba - Spreyton	M	1508
Sheffield - Railton	F	3001
Sheffield - Railton	M	3140
Turners Beach - Forth	F	1563
Turners Beach - Forth	M	1547
King Island	F	776
King Island	M	810
North West	F	1931
North West	M	2110
Smithton	F	1946
Smithton	M	1936
Waratah	F	1704
Waratah	M	1885
West Coast (Tas.)	F	1992
West Coast (Tas.)	M	2159
Migratory - Offshore - Shipping (Tas.)	F	21
Migratory - Offshore - Shipping (Tas.)	M	49
No usual address (Tas.)	F	393
No usual address (Tas.)	M	524
Darwin Airport	F	7
Darwin Airport	M	9
Darwin City	F	2836
Darwin City	M	3636
East Point	F	4
East Point	M	8
Fannie Bay - The Gardens	F	1682
Fannie Bay - The Gardens	M	1673
Larrakeyah	F	1670
Larrakeyah	M	2061
Ludmilla - The Narrows	F	1212
Ludmilla - The Narrows	M	1330
Parap	F	1353
Parap	M	1394
Stuart Park	F	1998
Stuart Park	M	2149
Woolner - Bayview - Winnellie	F	1290
Woolner - Bayview - Winnellie	M	1530
Alawa	F	1061
Alawa	M	1067
Anula	F	1199
Anula	M	1172
Berrimah	F	609
Berrimah	M	669
Brinkin - Nakara	F	1682
Brinkin - Nakara	M	1896
Coconut Grove	F	1534
Coconut Grove	M	1518
East Arm	M	8
Jingili	F	881
Jingili	M	870
Karama	F	2518
Karama	M	2427
Leanyer	F	2247
Leanyer	M	2328
Lyons (NT)	F	2413
Lyons (NT)	M	2386
Malak - Marrara	F	2260
Malak - Marrara	M	2287
Millner	F	1257
Millner	M	1288
Moil	F	966
Moil	M	1029
Nightcliff	F	1900
Nightcliff	M	1952
Rapid Creek	F	1666
Rapid Creek	M	1612
Tiwi	F	1298
Tiwi	M	1261
Wagaman	F	1032
Wagaman	M	1126
Wanguri	F	923
Wanguri	M	952
Wulagi	F	1203
Wulagi	M	1232
Howard Springs	F	1836
Howard Springs	M	5150
Humpty Doo	F	4125
Humpty Doo	M	4583
Koolpinyah	F	3
Koolpinyah	M	17
Virginia	F	1583
Virginia	M	1715
Weddell	F	1978
Weddell	M	2543
Bakewell	F	1543
Bakewell	M	1525
Driver	F	1409
Driver	M	1473
Durack - Marlow Lagoon	F	2104
Durack - Marlow Lagoon	M	2183
Gray	F	1635
Gray	M	1646
Moulden	F	1467
Moulden	M	1497
Palmerston - North	F	2079
Palmerston - North	M	2155
Palmerston - South	F	1554
Palmerston - South	M	1517
Rosebery - Bellamack	F	3282
Rosebery - Bellamack	M	3398
Woodroffe	F	1625
Woodroffe	M	1608
Charles	F	2142
Charles	M	2110
East Side	F	2600
East Side	M	2452
Flynn (NT)	F	2263
Flynn (NT)	M	2125
Larapinta	F	2499
Larapinta	M	2389
Mount Johns	F	1901
Mount Johns	M	1840
Petermann - Simpson	F	1185
Petermann - Simpson	M	1272
Ross	F	1219
Ross	M	1216
Sandover - Plenty	F	1819
Sandover - Plenty	M	2215
Tanami	F	1436
Tanami	M	1311
Yuendumu - Anmatjere	F	1115
Yuendumu - Anmatjere	M	968
Barkly	F	1220
Barkly	M	1319
Tennant Creek	F	1420
Tennant Creek	M	1575
Alligator	F	2083
Alligator	M	2482
Daly	F	883
Daly	M	952
Thamarrurr	F	1266
Thamarrurr	M	1208
Tiwi Islands	F	1226
Tiwi Islands	M	1227
West Arnhem	F	2378
West Arnhem	M	2400
Anindilyakwa	F	1216
Anindilyakwa	M	1273
East Arnhem	F	3732
East Arnhem	M	3711
Nhulunbuy	F	1500
Nhulunbuy	M	1591
Elsey	F	1124
Elsey	M	1177
Gulf	F	2029
Gulf	M	2115
Katherine	F	4681
Katherine	M	5098
Victoria River	F	1225
Victoria River	M	1265
Migratory - Offshore - Shipping (NT)	F	14
Migratory - Offshore - Shipping (NT)	M	61
No usual address (NT)	F	1157
No usual address (NT)	M	1332
Aranda	F	1225
Aranda	M	1174
Belconnen	F	3328
Belconnen	M	3323
Bruce	F	3504
Bruce	M	3495
Charnwood	F	1507
Charnwood	M	1471
Cook	F	1459
Cook	M	1349
Dunlop	F	3662
Dunlop	M	3536
Evatt	F	2651
Evatt	M	2676
Florey	F	2433
Florey	M	2335
Flynn (ACT)	F	1666
Flynn (ACT)	M	1692
Fraser	F	1020
Fraser	M	1003
Giralang	F	1672
Giralang	M	1647
Gooromon	F	6
Gooromon	M	4
Hawker	F	1436
Hawker	M	1521
Higgins	F	1527
Higgins	M	1544
Holt	F	2437
Holt	M	2181
Kaleen	F	3603
Kaleen	M	3667
Latham	F	1836
Latham	M	1796
Lawson	F	61
Lawson	M	85
Macgregor (ACT)	F	3467
Macgregor (ACT)	M	3327
Macquarie	F	1380
Macquarie	M	1319
McKellar	F	1408
McKellar	M	1341
Melba	F	1585
Melba	M	1561
Page	F	1643
Page	M	1374
Scullin	F	1445
Scullin	M	1484
Spence	F	1354
Spence	M	1232
Weetangera	F	1307
Weetangera	M	1266
Molonglo Corridor	F	6
Molonglo Corridor	M	6
West Belconnen	F	4
West Belconnen	M	12
Hume	F	28
Hume	M	394
Kowen	F	17
Kowen	M	21
Canberra East	F	336
Canberra East	M	507
Canberra Airport	F	46
Canberra Airport	M	58
Majura	F	85
Majura	M	88
Amaroo	F	2893
Amaroo	M	2814
Bonner	F	3417
Bonner	M	3315
Casey	F	2961
Casey	M	2799
Crace	F	2240
Crace	M	2217
Forde	F	2162
Forde	M	2147
Franklin	F	3185
Franklin	M	3238
Gungahlin	F	3097
Gungahlin	M	3038
Hall	F	140
Hall	M	135
Harrison	F	3838
Harrison	M	3857
Mitchell	M	6
Ngunnawal	F	5342
Ngunnawal	M	5142
Nicholls	F	3441
Nicholls	M	3425
Palmerston	F	2798
Palmerston	M	2732
Jacka	F	355
Jacka	M	310
Kenny	F	3
Kenny	M	4
Moncrieff	F	44
Moncrieff	M	56
Acton	F	1089
Acton	M	999
Ainslie	F	2804
Ainslie	M	2383
Braddon	F	2666
Braddon	M	2836
Civic	F	2141
Civic	M	2132
Dickson	F	1095
Dickson	M	1053
Downer	F	1864
Downer	M	1794
Hackett	F	1545
Hackett	M	1453
Lyneham	F	2625
Lyneham	M	2484
O'Connor (ACT)	F	2802
O'Connor (ACT)	M	2676
Turner	F	1979
Turner	M	2070
Watson	F	3034
Watson	M	2827
Campbell	F	1627
Campbell	M	1595
Duntroon	F	523
Duntroon	M	1254
Parkes (ACT) - North	M	4
Reid	F	744
Reid	M	892
Deakin	F	1590
Deakin	M	1287
Forrest	F	854
Forrest	M	759
Griffith (ACT)	F	2326
Griffith (ACT)	M	2245
Narrabundah	F	3113
Narrabundah	M	2841
Parkes (ACT) - South	F	4
Red Hill (ACT)	F	1536
Red Hill (ACT)	M	1637
Yarralumla	F	1536
Yarralumla	M	1355
Barton	F	715
Barton	M	722
Fyshwick	F	11
Fyshwick	M	44
Kingston (ACT)	F	2241
Kingston (ACT)	M	2183
Banks	F	2577
Banks	M	2384
Bonython	F	1971
Bonython	M	1814
Calwell	F	2979
Calwell	M	2780
Chisholm	F	2559
Chisholm	M	2560
Conder	F	2570
Conder	M	2489
Fadden	F	1489
Fadden	M	1465
Gilmore	F	1327
Gilmore	M	1417
Gordon (ACT)	F	3949
Gordon (ACT)	M	3664
Gowrie (ACT)	F	1582
Gowrie (ACT)	M	1473
Greenway	F	969
Greenway	M	928
Isabella Plains	F	2293
Isabella Plains	M	2111
Kambah	F	7581
Kambah	M	7315
Macarthur	F	712
Macarthur	M	707
Monash	F	2867
Monash	M	2564
Mount Taylor	F	3
Oxley (ACT)	F	855
Oxley (ACT)	M	836
Richardson	F	1496
Richardson	M	1509
Theodore	F	1926
Theodore	M	1880
Tuggeranong	F	7
Tuggeranong	M	14
Wanniassa	F	3785
Wanniassa	M	3726
Tuggeranong - West	F	3
Tuggeranong - West	M	5
Chapman	F	1371
Chapman	M	1313
Duffy	F	1614
Duffy	M	1545
Fisher	F	1548
Fisher	M	1455
Holder	F	1341
Holder	M	1263
Rivett	F	1674
Rivett	M	1513
Stirling	F	1130
Stirling	M	1004
Waramanga	F	1340
Waramanga	M	1290
Weston	F	1871
Weston	M	1706
Chifley	F	1218
Chifley	M	1189
Curtin	F	2729
Curtin	M	2501
Farrer	F	1639
Farrer	M	1587
Garran	F	1799
Garran	M	1701
Hughes	F	1594
Hughes	M	1397
Isaacs	F	1244
Isaacs	M	1102
Lyons (ACT)	F	1527
Lyons (ACT)	M	1559
Mawson	F	1673
Mawson	M	1579
O'Malley	F	498
O'Malley	M	492
Pearce	F	1290
Pearce	M	1290
Phillip	F	1517
Phillip	M	1417
Torrens	F	1106
Torrens	M	1099
Arboretum	F	4
Arboretum	M	7
Coombs	F	914
Coombs	M	898
Molonglo - North	M	3
Wright	F	1422
Wright	M	1337
ACT - South West	F	267
ACT - South West	M	292
Namadgi	F	17
Namadgi	M	21
No usual address (ACT)	F	228
No usual address (ACT)	M	312
Christmas Island	F	712
Christmas Island	M	1130
Cocos (Keeling) Islands	F	273
Cocos (Keeling) Islands	M	268
Jervis Bay	F	172
Jervis Bay	M	216
Norfolk Island	F	930
Norfolk Island	M	819
Migratory - Offshore - Shipping (OT)	M	3
No usual address (OT)	F	28
No usual address (OT)	M	21
