SA2_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Cooma	1	1	1	0	44
Cooma	1	1	1	1	17
Cooma Region					8
Cooma Region	0	0	0	1	34
Cooma Region	0	0	1	0	5
Cooma Region	0	0	1	1	4
Cooma Region	0	1	0	0	24
Cooma Region	0	1	1	0	9
Cooma Region	1	0	0	1	60
Cooma Region	1	0	1	0	33
Cooma Region	1	0	1	1	19
Cooma Region	1	1	0	0	182
Cooma Region	1	1	0	1	3
Cooma Region	1	1	1	0	44
Cooma Region	1	1	1	1	4
Jindabyne - Berridale					17
Jindabyne - Berridale	0	0	0	1	63
Jindabyne - Berridale	0	0	1	0	33
Jindabyne - Berridale	0	0	1	1	5
Jindabyne - Berridale	0	1	0	0	81
Jindabyne - Berridale	0	1	0	1	3
Jindabyne - Berridale	0	1	1	0	10
Jindabyne - Berridale	1	0	0	1	85
Jindabyne - Berridale	1	0	1	0	47
Jindabyne - Berridale	1	0	1	1	25
Jindabyne - Berridale	1	1	0	0	441
Jindabyne - Berridale	1	1	0	1	9
Jindabyne - Berridale	1	1	1	0	73
Jindabyne - Berridale	1	1	1	1	5
Batemans Bay					33
Batemans Bay	0	0	0	1	146
Batemans Bay	0	0	1	0	20
Batemans Bay	0	0	1	1	15
Batemans Bay	0	1	0	0	154
Batemans Bay	0	1	0	1	12
Batemans Bay	0	1	1	0	28
Batemans Bay	0	1	1	1	6
Batemans Bay	1	0	0	1	130
Batemans Bay	1	0	1	0	36
Batemans Bay	1	0	1	1	15
Batemans Bay	1	1	0	0	305
Batemans Bay	1	1	0	1	31
Batemans Bay	1	1	1	0	45
Batemans Bay	1	1	1	1	12
Batemans Bay - South					17
Batemans Bay - South	0	0	0	1	149
Batemans Bay - South	0	0	1	0	29
Batemans Bay - South	0	0	1	1	18
Batemans Bay - South	0	1	0	0	160
Batemans Bay - South	0	1	0	1	14
Batemans Bay - South	0	1	1	0	29
Batemans Bay - South	0	1	1	1	8
Batemans Bay - South	1	0	0	1	132
Batemans Bay - South	1	0	1	0	42
Batemans Bay - South	1	0	1	1	20
Batemans Bay - South	1	1	0	0	311
Batemans Bay - South	1	1	0	1	29
Batemans Bay - South	1	1	1	0	49
Batemans Bay - South	1	1	1	1	12
Bega - Tathra					21
Bega - Tathra	0	0	0	1	104
Bega - Tathra	0	0	1	0	47
Bega - Tathra	0	0	1	1	17
Bega - Tathra	0	1	0	0	147
Bega - Tathra	0	1	0	1	12
Bega - Tathra	0	1	1	0	30
Bega - Tathra	0	1	1	1	4
Bega - Tathra	1	0	0	1	160
Bega - Tathra	1	0	1	0	59
Bega - Tathra	1	0	1	1	26
Bega - Tathra	1	1	0	0	476
Bega - Tathra	1	1	0	1	25
Bega - Tathra	1	1	1	0	80
Bega - Tathra	1	1	1	1	9
Bega-Eden Hinterland					29
Bega-Eden Hinterland	0	0	0	1	116
Bega-Eden Hinterland	0	0	1	0	21
Bega-Eden Hinterland	0	0	1	1	8
Bega-Eden Hinterland	0	1	0	0	110
Bega-Eden Hinterland	0	1	0	1	10
Bega-Eden Hinterland	0	1	1	0	26
Bega-Eden Hinterland	0	1	1	1	3
Bega-Eden Hinterland	1	0	0	1	145
Bega-Eden Hinterland	1	0	1	0	57
Bega-Eden Hinterland	1	0	1	1	43
Bega-Eden Hinterland	1	1	0	0	425
Bega-Eden Hinterland	1	1	0	1	32
Bega-Eden Hinterland	1	1	1	0	106
Bega-Eden Hinterland	1	1	1	1	17
Broulee - Tomakin					9
Broulee - Tomakin	0	0	0	1	41
Broulee - Tomakin	0	0	1	0	11
Broulee - Tomakin	0	0	1	1	5
Broulee - Tomakin	0	1	0	0	60
Broulee - Tomakin	0	1	1	0	14
Broulee - Tomakin	1	0	0	1	54
Broulee - Tomakin	1	0	1	0	21
Broulee - Tomakin	1	0	1	1	9
Broulee - Tomakin	1	1	0	0	144
Broulee - Tomakin	1	1	0	1	6
Broulee - Tomakin	1	1	1	0	40
Eden					10
Eden	0	0	0	1	52
Eden	0	0	1	0	12
Eden	0	0	1	1	5
Eden	0	1	0	0	66
Eden	0	1	0	1	11
Eden	0	1	1	0	14
Eden	0	1	1	1	4
Eden	1	0	0	1	49
Eden	1	0	1	0	10
Eden	1	0	1	1	8
Eden	1	1	0	0	136
Eden	1	1	0	1	11
Eden	1	1	1	0	20
Eden	1	1	1	1	4
Eurobodalla Hinterland					11
Eurobodalla Hinterland	0	0	0	1	45
Eurobodalla Hinterland	0	0	1	0	14
Eurobodalla Hinterland	0	0	1	1	5
Eurobodalla Hinterland	0	1	0	0	56
Eurobodalla Hinterland	0	1	0	1	5
Eurobodalla Hinterland	0	1	1	0	5
Eurobodalla Hinterland	1	0	0	1	75
Eurobodalla Hinterland	1	0	1	0	29
Eurobodalla Hinterland	1	0	1	1	15
Eurobodalla Hinterland	1	1	0	0	129
Eurobodalla Hinterland	1	1	0	1	13
Eurobodalla Hinterland	1	1	1	0	34
Eurobodalla Hinterland	1	1	1	1	12
Merimbula - Tura Beach					18
Merimbula - Tura Beach	0	0	0	1	132
Merimbula - Tura Beach	0	0	1	0	36
Merimbula - Tura Beach	0	0	1	1	15
Merimbula - Tura Beach	0	1	0	0	175
Merimbula - Tura Beach	0	1	0	1	13
Merimbula - Tura Beach	0	1	1	0	29
Merimbula - Tura Beach	0	1	1	1	4
Merimbula - Tura Beach	1	0	0	1	169
Merimbula - Tura Beach	1	0	1	0	72
Merimbula - Tura Beach	1	0	1	1	28
Merimbula - Tura Beach	1	1	0	0	444
Merimbula - Tura Beach	1	1	0	1	19
Merimbula - Tura Beach	1	1	1	0	92
Merimbula - Tura Beach	1	1	1	1	8
Moruya - Tuross Head					25
Moruya - Tuross Head	0	0	0	1	124
Moruya - Tuross Head	0	0	1	0	39
Moruya - Tuross Head	0	0	1	1	12
Moruya - Tuross Head	0	1	0	0	121
Moruya - Tuross Head	0	1	0	1	22
Moruya - Tuross Head	0	1	1	0	23
Moruya - Tuross Head	0	1	1	1	3
Moruya - Tuross Head	1	0	0	1	159
Moruya - Tuross Head	1	0	1	0	63
Moruya - Tuross Head	1	0	1	1	26
Moruya - Tuross Head	1	1	0	0	301
Moruya - Tuross Head	1	1	0	1	25
Moruya - Tuross Head	1	1	1	0	54
Moruya - Tuross Head	1	1	1	1	13
Narooma - Bermagui					19
Narooma - Bermagui	0	0	0	1	114
Narooma - Bermagui	0	0	1	0	31
Narooma - Bermagui	0	0	1	1	8
Narooma - Bermagui	0	1	0	0	138
Narooma - Bermagui	0	1	0	1	7
Narooma - Bermagui	0	1	1	0	21
Narooma - Bermagui	1	0	0	1	140
Narooma - Bermagui	1	0	1	0	37
Narooma - Bermagui	1	0	1	1	13
Narooma - Bermagui	1	1	0	0	318
Narooma - Bermagui	1	1	0	1	18
Narooma - Bermagui	1	1	1	0	48
Narooma - Bermagui	1	1	1	1	14
Goulburn					91
Goulburn	0	0	0	1	409
Goulburn	0	0	1	0	106
Goulburn	0	0	1	1	31
Goulburn	0	1	0	0	486
Goulburn	0	1	0	1	50
Goulburn	0	1	1	0	75
Goulburn	0	1	1	1	12
Goulburn	1	0	0	1	464
Goulburn	1	0	1	0	131
Goulburn	1	0	1	1	104
Goulburn	1	1	0	0	1215
Goulburn	1	1	0	1	90
Goulburn	1	1	1	0	200
Goulburn	1	1	1	1	39
Goulburn Region					32
Goulburn Region	0	0	0	1	149
Goulburn Region	0	0	1	0	24
Goulburn Region	0	0	1	1	11
Goulburn Region	0	1	0	0	156
Goulburn Region	0	1	0	1	14
Goulburn Region	0	1	1	0	29
Goulburn Region	0	1	1	1	3
Goulburn Region	1	0	0	1	319
Goulburn Region	1	0	1	0	87
Goulburn Region	1	0	1	1	61
Goulburn Region	1	1	0	0	653
Goulburn Region	1	1	0	1	50
Goulburn Region	1	1	1	0	145
Goulburn Region	1	1	1	1	32
Yass					19
Yass	0	0	0	1	89
Yass	0	0	1	0	22
Yass	0	0	1	1	7
Yass	0	1	0	0	98
Yass	0	1	0	1	9
Yass	0	1	1	0	20
Yass	0	1	1	1	3
Yass	1	0	0	1	149
Yass	1	0	1	0	49
Yass	1	0	1	1	28
Yass	1	1	0	0	434
Yass	1	1	0	1	21
Yass	1	1	1	0	63
Yass	1	1	1	1	12
Yass Region					31
Yass Region	0	0	0	1	103
Yass Region	0	0	1	0	30
Yass Region	0	0	1	1	6
Yass Region	0	1	0	0	117
Yass Region	0	1	0	1	7
Yass Region	0	1	1	0	19
Yass Region	0	1	1	1	3
Yass Region	1	0	0	1	245
Yass Region	1	0	1	0	138
Yass Region	1	0	1	1	65
Yass Region	1	1	0	0	812
Yass Region	1	1	0	1	45
Yass Region	1	1	1	0	196
Yass Region	1	1	1	1	29
Young					45
Young	0	0	0	1	141
Young	0	0	1	0	49
Young	0	0	1	1	17
Young	0	1	0	0	247
Young	0	1	0	1	25
Young	0	1	1	0	47
Young	0	1	1	1	9
Young	1	0	0	1	188
Young	1	0	1	0	65
Young	1	0	1	1	39
Young	1	1	0	0	570
Young	1	1	0	1	33
Young	1	1	1	0	105
Young	1	1	1	1	27
Young Region					26
Young Region	0	0	0	1	108
Young Region	0	0	1	0	22
Young Region	0	0	1	1	4
Young Region	0	1	0	0	105
Young Region	0	1	0	1	6
Young Region	0	1	1	0	24
Young Region	0	1	1	1	5
Young Region	1	0	0	1	142
Young Region	1	0	1	0	72
Young Region	1	0	1	1	27
Young Region	1	1	0	0	347
Young Region	1	1	0	1	18
Young Region	1	1	1	0	80
Young Region	1	1	1	1	14
Avoca Beach - Copacabana					15
Avoca Beach - Copacabana	0	0	0	1	100
Avoca Beach - Copacabana	0	0	1	0	34
Avoca Beach - Copacabana	0	0	1	1	9
Avoca Beach - Copacabana	0	1	0	0	118
Avoca Beach - Copacabana	0	1	0	1	8
Avoca Beach - Copacabana	0	1	1	0	33
Avoca Beach - Copacabana	0	1	1	1	6
Avoca Beach - Copacabana	1	0	0	1	160
Avoca Beach - Copacabana	1	0	1	0	90
Avoca Beach - Copacabana	1	0	1	1	62
Avoca Beach - Copacabana	1	1	0	0	525
Avoca Beach - Copacabana	1	1	0	1	26
Avoca Beach - Copacabana	1	1	1	0	135
Avoca Beach - Copacabana	1	1	1	1	21
Box Head - MacMasters Beach					25
Box Head - MacMasters Beach	0	0	0	1	145
Box Head - MacMasters Beach	0	0	1	0	45
Box Head - MacMasters Beach	0	0	1	1	23
Box Head - MacMasters Beach	0	1	0	0	121
Box Head - MacMasters Beach	0	1	0	1	13
Box Head - MacMasters Beach	0	1	1	0	38
Box Head - MacMasters Beach	0	1	1	1	3
Box Head - MacMasters Beach	1	0	0	1	260
Box Head - MacMasters Beach	1	0	1	0	119
Box Head - MacMasters Beach	1	0	1	1	86
Box Head - MacMasters Beach	1	1	0	0	649
Box Head - MacMasters Beach	1	1	0	1	48
Box Head - MacMasters Beach	1	1	1	0	126
Box Head - MacMasters Beach	1	1	1	1	20
Calga - Kulnura					7
Calga - Kulnura	0	0	0	1	55
Calga - Kulnura	0	0	1	0	6
Calga - Kulnura	0	0	1	1	4
Calga - Kulnura	0	1	0	0	49
Calga - Kulnura	0	1	0	1	9
Calga - Kulnura	0	1	1	0	6
Calga - Kulnura	1	0	0	1	135
Calga - Kulnura	1	0	1	0	45
Calga - Kulnura	1	0	1	1	39
Calga - Kulnura	1	1	0	0	234
Calga - Kulnura	1	1	0	1	21
Calga - Kulnura	1	1	1	0	53
Calga - Kulnura	1	1	1	1	9
Erina - Green Point					28
Erina - Green Point	0	0	0	1	218
Erina - Green Point	0	0	1	0	61
Erina - Green Point	0	0	1	1	27
Erina - Green Point	0	1	0	0	156
Erina - Green Point	0	1	0	1	19
Erina - Green Point	0	1	1	0	37
Erina - Green Point	0	1	1	1	7
Erina - Green Point	1	0	0	1	355
Erina - Green Point	1	0	1	0	185
Erina - Green Point	1	0	1	1	94
Erina - Green Point	1	1	0	0	756
Erina - Green Point	1	1	0	1	50
Erina - Green Point	1	1	1	0	153
Erina - Green Point	1	1	1	1	25
Gosford - Springfield					74
Gosford - Springfield	0	0	0	1	406
Gosford - Springfield	0	0	1	0	128
Gosford - Springfield	0	0	1	1	39
Gosford - Springfield	0	1	0	0	385
Gosford - Springfield	0	1	0	1	30
Gosford - Springfield	0	1	1	0	59
Gosford - Springfield	0	1	1	1	8
Gosford - Springfield	1	0	0	1	298
Gosford - Springfield	1	0	1	0	134
Gosford - Springfield	1	0	1	1	85
Gosford - Springfield	1	1	0	0	1047
Gosford - Springfield	1	1	0	1	48
Gosford - Springfield	1	1	1	0	144
Gosford - Springfield	1	1	1	1	25
Kariong					13
Kariong	0	0	0	1	100
Kariong	0	0	1	0	27
Kariong	0	0	1	1	22
Kariong	0	1	0	0	96
Kariong	0	1	0	1	11
Kariong	0	1	1	0	12
Kariong	0	1	1	1	3
Kariong	1	0	0	1	181
Kariong	1	0	1	0	84
Kariong	1	0	1	1	71
Kariong	1	1	0	0	473
Kariong	1	1	0	1	23
Kariong	1	1	1	0	94
Kariong	1	1	1	1	10
Kincumber - Picketts Valley					21
Kincumber - Picketts Valley	0	0	0	1	145
Kincumber - Picketts Valley	0	0	1	0	31
Kincumber - Picketts Valley	0	0	1	1	17
Kincumber - Picketts Valley	0	1	0	0	126
Kincumber - Picketts Valley	0	1	0	1	10
Kincumber - Picketts Valley	0	1	1	0	28
Kincumber - Picketts Valley	0	1	1	1	3
Kincumber - Picketts Valley	1	0	0	1	195
Kincumber - Picketts Valley	1	0	1	0	78
Kincumber - Picketts Valley	1	0	1	1	46
Kincumber - Picketts Valley	1	1	0	0	395
Kincumber - Picketts Valley	1	1	0	1	28
Kincumber - Picketts Valley	1	1	1	0	74
Kincumber - Picketts Valley	1	1	1	1	12
Narara					18
Narara	0	0	0	1	137
Narara	0	0	1	0	26
Narara	0	0	1	1	20
Narara	0	1	0	0	124
Narara	0	1	0	1	21
Narara	0	1	1	0	20
Narara	0	1	1	1	6
Narara	1	0	0	1	197
Narara	1	0	1	0	87
Narara	1	0	1	1	46
Narara	1	1	0	0	428
Narara	1	1	0	1	26
Narara	1	1	1	0	68
Narara	1	1	1	1	26
Niagara Park - Lisarow					34
Niagara Park - Lisarow	0	0	0	1	121
Niagara Park - Lisarow	0	0	1	0	39
Niagara Park - Lisarow	0	0	1	1	12
Niagara Park - Lisarow	0	1	0	0	109
Niagara Park - Lisarow	0	1	0	1	14
Niagara Park - Lisarow	0	1	1	0	31
Niagara Park - Lisarow	0	1	1	1	3
Niagara Park - Lisarow	1	0	0	1	219
Niagara Park - Lisarow	1	0	1	0	101
Niagara Park - Lisarow	1	0	1	1	83
Niagara Park - Lisarow	1	1	0	0	557
Niagara Park - Lisarow	1	1	0	1	42
Niagara Park - Lisarow	1	1	1	0	122
Niagara Park - Lisarow	1	1	1	1	14
Point Clare - Koolewong					21
Point Clare - Koolewong	0	0	0	1	115
Point Clare - Koolewong	0	0	1	0	31
Point Clare - Koolewong	0	0	1	1	15
Point Clare - Koolewong	0	1	0	0	74
Point Clare - Koolewong	0	1	0	1	7
Point Clare - Koolewong	0	1	1	0	19
Point Clare - Koolewong	0	1	1	1	5
Point Clare - Koolewong	1	0	0	1	146
Point Clare - Koolewong	1	0	1	0	54
Point Clare - Koolewong	1	0	1	1	39
Point Clare - Koolewong	1	1	0	0	416
Point Clare - Koolewong	1	1	0	1	6
Point Clare - Koolewong	1	1	1	0	71
Point Clare - Koolewong	1	1	1	1	13
Saratoga - Davistown					21
Saratoga - Davistown	0	0	0	1	110
Saratoga - Davistown	0	0	1	0	25
Saratoga - Davistown	0	0	1	1	16
Saratoga - Davistown	0	1	0	0	96
Saratoga - Davistown	0	1	0	1	7
Saratoga - Davistown	0	1	1	0	21
Saratoga - Davistown	0	1	1	1	5
Saratoga - Davistown	1	0	0	1	188
Saratoga - Davistown	1	0	1	0	70
Saratoga - Davistown	1	0	1	1	45
Saratoga - Davistown	1	1	0	0	469
Saratoga - Davistown	1	1	0	1	19
Saratoga - Davistown	1	1	1	0	88
Saratoga - Davistown	1	1	1	1	8
Terrigal - North Avoca					49
Terrigal - North Avoca	0	0	0	1	207
Terrigal - North Avoca	0	0	1	0	54
Terrigal - North Avoca	0	0	1	1	37
Terrigal - North Avoca	0	1	0	0	169
Terrigal - North Avoca	0	1	0	1	12
Terrigal - North Avoca	0	1	1	0	46
Terrigal - North Avoca	0	1	1	1	9
Terrigal - North Avoca	1	0	0	1	337
Terrigal - North Avoca	1	0	1	0	166
Terrigal - North Avoca	1	0	1	1	118
Terrigal - North Avoca	1	1	0	0	815
Terrigal - North Avoca	1	1	0	1	37
Terrigal - North Avoca	1	1	1	0	168
Terrigal - North Avoca	1	1	1	1	22
Umina - Booker Bay - Patonga					133
Umina - Booker Bay - Patonga	0	0	0	1	569
Umina - Booker Bay - Patonga	0	0	1	0	126
Umina - Booker Bay - Patonga	0	0	1	1	54
Umina - Booker Bay - Patonga	0	1	0	0	497
Umina - Booker Bay - Patonga	0	1	0	1	50
Umina - Booker Bay - Patonga	0	1	1	0	66
Umina - Booker Bay - Patonga	0	1	1	1	9
Umina - Booker Bay - Patonga	1	0	0	1	482
Umina - Booker Bay - Patonga	1	0	1	0	150
Umina - Booker Bay - Patonga	1	0	1	1	102
Umina - Booker Bay - Patonga	1	1	0	0	1197
Umina - Booker Bay - Patonga	1	1	0	1	72
Umina - Booker Bay - Patonga	1	1	1	0	178
Umina - Booker Bay - Patonga	1	1	1	1	33
Wamberal - Forresters Beach					18
Wamberal - Forresters Beach	0	0	0	1	123
Wamberal - Forresters Beach	0	0	1	0	37
Wamberal - Forresters Beach	0	0	1	1	23
Wamberal - Forresters Beach	0	1	0	0	123
Wamberal - Forresters Beach	0	1	0	1	12
Wamberal - Forresters Beach	0	1	1	0	24
Wamberal - Forresters Beach	1	0	0	1	208
Wamberal - Forresters Beach	1	0	1	0	116
Wamberal - Forresters Beach	1	0	1	1	89
Wamberal - Forresters Beach	1	1	0	0	713
Wamberal - Forresters Beach	1	1	0	1	40
Wamberal - Forresters Beach	1	1	1	0	146
Wamberal - Forresters Beach	1	1	1	1	23
Woy Woy - Blackwall					79
Woy Woy - Blackwall	0	0	0	1	352
Woy Woy - Blackwall	0	0	1	0	54
Woy Woy - Blackwall	0	0	1	1	29
Woy Woy - Blackwall	0	1	0	0	267
Woy Woy - Blackwall	0	1	0	1	37
Woy Woy - Blackwall	0	1	1	0	31
Woy Woy - Blackwall	0	1	1	1	9
Woy Woy - Blackwall	1	0	0	1	306
Woy Woy - Blackwall	1	0	1	0	76
Woy Woy - Blackwall	1	0	1	1	62
Woy Woy - Blackwall	1	1	0	0	671
Woy Woy - Blackwall	1	1	0	1	37
Woy Woy - Blackwall	1	1	1	0	117
Woy Woy - Blackwall	1	1	1	1	15
Wyoming					43
Wyoming	0	0	0	1	231
Wyoming	0	0	1	0	55
Wyoming	0	0	1	1	31
Wyoming	0	1	0	0	199
Wyoming	0	1	0	1	34
Wyoming	0	1	1	0	39
Wyoming	0	1	1	1	12
Wyoming	1	0	0	1	259
Wyoming	1	0	1	0	80
Wyoming	1	0	1	1	69
Wyoming	1	1	0	0	638
Wyoming	1	1	0	1	39
Wyoming	1	1	1	0	107
Wyoming	1	1	1	1	22
Bateau Bay - Killarney Vale					83
Bateau Bay - Killarney Vale	0	0	0	1	556
Bateau Bay - Killarney Vale	0	0	1	0	99
Bateau Bay - Killarney Vale	0	0	1	1	45
Bateau Bay - Killarney Vale	0	1	0	0	472
Bateau Bay - Killarney Vale	0	1	0	1	58
Bateau Bay - Killarney Vale	0	1	1	0	82
Bateau Bay - Killarney Vale	0	1	1	1	14
Bateau Bay - Killarney Vale	1	0	0	1	506
Bateau Bay - Killarney Vale	1	0	1	0	158
Bateau Bay - Killarney Vale	1	0	1	1	149
Bateau Bay - Killarney Vale	1	1	0	0	1268
Bateau Bay - Killarney Vale	1	1	0	1	77
Bateau Bay - Killarney Vale	1	1	1	0	219
Bateau Bay - Killarney Vale	1	1	1	1	45
Blue Haven - San Remo					33
Blue Haven - San Remo	0	0	0	1	252
Blue Haven - San Remo	0	0	1	0	52
Blue Haven - San Remo	0	0	1	1	43
Blue Haven - San Remo	0	1	0	0	335
Blue Haven - San Remo	0	1	0	1	49
Blue Haven - San Remo	0	1	1	0	52
Blue Haven - San Remo	0	1	1	1	23
Blue Haven - San Remo	1	0	0	1	246
Blue Haven - San Remo	1	0	1	0	49
Blue Haven - San Remo	1	0	1	1	53
Blue Haven - San Remo	1	1	0	0	625
Blue Haven - San Remo	1	1	0	1	83
Blue Haven - San Remo	1	1	1	0	155
Blue Haven - San Remo	1	1	1	1	33
Budgewoi - Buff Point - Halekulani					41
Budgewoi - Buff Point - Halekulani	0	0	0	1	198
Budgewoi - Buff Point - Halekulani	0	0	1	0	33
Budgewoi - Buff Point - Halekulani	0	0	1	1	14
Budgewoi - Buff Point - Halekulani	0	1	0	0	212
Budgewoi - Buff Point - Halekulani	0	1	0	1	29
Budgewoi - Buff Point - Halekulani	0	1	1	0	31
Budgewoi - Buff Point - Halekulani	0	1	1	1	7
Budgewoi - Buff Point - Halekulani	1	0	0	1	208
Budgewoi - Buff Point - Halekulani	1	0	1	0	54
Budgewoi - Buff Point - Halekulani	1	0	1	1	32
Budgewoi - Buff Point - Halekulani	1	1	0	0	453
Budgewoi - Buff Point - Halekulani	1	1	0	1	44
Budgewoi - Buff Point - Halekulani	1	1	1	0	67
Budgewoi - Buff Point - Halekulani	1	1	1	1	23
Chittaway Bay - Tumbi Umbi					44
Chittaway Bay - Tumbi Umbi	0	0	0	1	260
Chittaway Bay - Tumbi Umbi	0	0	1	0	82
Chittaway Bay - Tumbi Umbi	0	0	1	1	29
Chittaway Bay - Tumbi Umbi	0	1	0	0	257
Chittaway Bay - Tumbi Umbi	0	1	0	1	23
Chittaway Bay - Tumbi Umbi	0	1	1	0	43
Chittaway Bay - Tumbi Umbi	0	1	1	1	8
Chittaway Bay - Tumbi Umbi	1	0	0	1	442
Chittaway Bay - Tumbi Umbi	1	0	1	0	137
Chittaway Bay - Tumbi Umbi	1	0	1	1	121
Chittaway Bay - Tumbi Umbi	1	1	0	0	992
Chittaway Bay - Tumbi Umbi	1	1	0	1	66
Chittaway Bay - Tumbi Umbi	1	1	1	0	194
Chittaway Bay - Tumbi Umbi	1	1	1	1	38
Gorokan - Kanwal - Charmhaven					110
Gorokan - Kanwal - Charmhaven	0	0	0	1	510
Gorokan - Kanwal - Charmhaven	0	0	1	0	90
Gorokan - Kanwal - Charmhaven	0	0	1	1	49
Gorokan - Kanwal - Charmhaven	0	1	0	0	548
Gorokan - Kanwal - Charmhaven	0	1	0	1	68
Gorokan - Kanwal - Charmhaven	0	1	1	0	97
Gorokan - Kanwal - Charmhaven	0	1	1	1	22
Gorokan - Kanwal - Charmhaven	1	0	0	1	526
Gorokan - Kanwal - Charmhaven	1	0	1	0	125
Gorokan - Kanwal - Charmhaven	1	0	1	1	121
Gorokan - Kanwal - Charmhaven	1	1	0	0	1015
Gorokan - Kanwal - Charmhaven	1	1	0	1	94
Gorokan - Kanwal - Charmhaven	1	1	1	0	184
Gorokan - Kanwal - Charmhaven	1	1	1	1	47
Jilliby - Yarramalong					5
Jilliby - Yarramalong	0	0	0	1	32
Jilliby - Yarramalong	0	0	1	0	4
Jilliby - Yarramalong	0	0	1	1	6
Jilliby - Yarramalong	0	1	0	0	27
Jilliby - Yarramalong	0	1	0	1	4
Jilliby - Yarramalong	0	1	1	0	4
Jilliby - Yarramalong	1	0	0	1	77
Jilliby - Yarramalong	1	0	1	0	50
Jilliby - Yarramalong	1	0	1	1	31
