SA2_NAME16	BornAust	persons
Far West	1	2010
Coonabarabran	0	480
Coonabarabran	1	6586
Dubbo - East	0	699
Dubbo - East	1	8858
Dubbo - South	0	1568
Dubbo - South	1	14167
Dubbo - West	0	646
Dubbo - West	1	7375
Dubbo Region	0	224
Dubbo Region	1	4823
Gilgandra	0	159
Gilgandra	1	3791
Narromine	0	232
Narromine	1	5567
Wellington	0	514
Wellington	1	7255
Branxton - Greta - Pokolbin	0	803
Branxton - Greta - Pokolbin	1	8565
Cessnock	0	1351
Cessnock	1	19082
Cessnock Region	0	608
Cessnock Region	1	6347
Dungog	0	434
Dungog	1	7772
Kurri Kurri - Abermain	0	899
Kurri Kurri - Abermain	1	15446
Singleton	0	1354
Singleton	1	13662
Singleton Region	0	307
Singleton Region	1	3919
Maitland	0	536
Maitland	1	5592
Maitland - East	0	2345
Maitland - East	1	23579
Maitland - North	0	533
Maitland - North	1	6703
Maitland - West	0	1716
Maitland - West	1	19506
Thornton - Millers Forest	0	786
Thornton - Millers Forest	1	8920
Anna Bay	0	683
Anna Bay	1	4519
Lemon Tree Passage - Tanilba Bay	0	726
Lemon Tree Passage - Tanilba Bay	1	5411
Nelson Bay Peninsula	0	3278
Nelson Bay Peninsula	1	16031
Raymond Terrace	0	1046
Raymond Terrace	1	11652
Seaham - Woodville	0	327
Seaham - Woodville	1	4796
Tea Gardens - Hawks Nest	0	737
Tea Gardens - Hawks Nest	1	3946
Williamtown - Medowie - Karuah	0	1237
Williamtown - Medowie - Karuah	1	11242
Muswellbrook	0	1017
Muswellbrook	1	10242
Muswellbrook Region	0	257
Muswellbrook Region	1	3347
Scone	0	520
Scone	1	4812
Scone Region	0	541
Scone Region	1	6750
Dapto - Avondale	0	3993
Dapto - Avondale	1	18355
Horsley - Kembla Grange	0	1417
Horsley - Kembla Grange	1	6979
Port Kembla Industrial	0	3
Port Kembla Industrial	1	9
Unanderra - Mount Kembla	0	2913
Unanderra - Mount Kembla	1	11619
Berkeley - Lake Heights - Cringila	0	3706
Berkeley - Lake Heights - Cringila	1	9078
Port Kembla - Warrawong	0	2869
Port Kembla - Warrawong	1	5982
Windang - Primbee	0	773
Windang - Primbee	1	3234
Illawarra Catchment Reserve	1	3
Albion Park - Macquarie Pass	0	1851
Albion Park - Macquarie Pass	1	11865
Albion Park Rail	0	997
Albion Park Rail	1	5468
Kiama	0	1318
Kiama	1	5919
Kiama Downs - Minnamurra	0	721
Kiama Downs - Minnamurra	1	4889
Kiama Hinterland - Gerringong	0	900
Kiama Hinterland - Gerringong	1	6171
Shellharbour - Flinders	0	2769
Shellharbour - Flinders	1	13167
Shellharbour - Oak Flats	0	1946
Shellharbour - Oak Flats	1	7468
Warilla	0	3850
Warilla	1	14984
Balgownie - Fairy Meadow	0	4992
Balgownie - Fairy Meadow	1	15099
Corrimal - Tarrawanna - Bellambi	0	2825
Corrimal - Tarrawanna - Bellambi	1	11706
Figtree - Keiraville	0	5148
Figtree - Keiraville	1	15090
Helensburgh	0	1105
Helensburgh	1	7279
Thirroul - Austinmer - Coalcliff	0	1729
Thirroul - Austinmer - Coalcliff	1	9009
Woonona - Bulli - Russell Vale	0	2824
Woonona - Bulli - Russell Vale	1	16077
Wollongong - East	0	4077
Wollongong - East	1	8228
Wollongong - West	0	5551
Wollongong - West	1	10220
Bulahdelah - Stroud	0	404
Bulahdelah - Stroud	1	3922
Forster	0	1447
Forster	1	11641
Forster-Tuncurry Region	0	696
Forster-Tuncurry Region	1	4865
Tuncurry	0	615
Tuncurry	1	4992
Kempsey	0	856
Kempsey	1	12391
Kempsey Region	0	763
Kempsey Region	1	7307
Macksville - Scotts Head	0	320
Macksville - Scotts Head	1	4014
Nambucca Heads	0	755
Nambucca Heads	1	5319
Nambucca Heads Region	0	685
Nambucca Heads Region	1	6313
South West Rocks	0	430
South West Rocks	1	4270
Lord Howe Island	0	60
Lord Howe Island	1	287
Laurieton - Bonny Hills	0	1680
Laurieton - Bonny Hills	1	13786
Port Macquarie - East	0	3653
Port Macquarie - East	1	22786
Port Macquarie - West	0	2344
Port Macquarie - West	1	13595
Port Macquarie Region	0	453
Port Macquarie Region	1	4251
Wauchope	0	831
Wauchope	1	9458
Gloucester	0	368
Gloucester	1	4247
Old Bar - Manning Point - Red Head	0	1137
Old Bar - Manning Point - Red Head	1	8652
Taree	0	1582
Taree	1	17174
Taree Region	0	1088
Taree Region	1	10157
Wingham	0	372
Wingham	1	4580
Albury - East	0	1423
Albury - East	1	12814
Albury - North	0	984
Albury - North	1	7944
Albury - South	0	1202
Albury - South	1	8173
Albury Region	0	689
Albury Region	1	10017
Lavington	0	1840
Lavington	1	11427
Hay	0	188
Hay	1	2375
Wentworth - Buronga	0	334
Wentworth - Buronga	1	4999
Wentworth-Balranald Region	0	215
Wentworth-Balranald Region	1	2907
Corowa	0	390
Corowa	1	4612
Corowa Region	0	452
Corowa Region	1	5550
Deniliquin	0	495
Deniliquin	1	6100
Deniliquin Region	0	344
Deniliquin Region	1	5682
Moama	0	489
Moama	1	4875
Tocumwal - Finley - Jerilderie	0	746
Tocumwal - Finley - Jerilderie	1	7844
Armidale	0	3269
Armidale	1	18245
Armidale Region - North	0	272
Armidale Region - North	1	3822
Armidale Region - South	0	417
Armidale Region - South	1	5082
Walcha	0	165
Walcha	1	2647
Glen Innes	0	581
Glen Innes	1	7219
Inverell	0	717
Inverell	1	10001
Inverell Region - East	0	356
Inverell Region - East	1	4223
Inverell Region - West	0	223
Inverell Region - West	1	5077
Tenterfield	0	507
Tenterfield	1	5262
Moree	0	486
Moree	1	6591
Moree Region	0	233
Moree Region	1	4492
Narrabri	0	324
Narrabri	1	6020
Narrabri Region	0	193
Narrabri Region	1	3929
Gunnedah	0	475
Gunnedah	1	7904
Gunnedah Region	0	141
Gunnedah Region	1	3550
Quirindi	0	342
Quirindi	1	6504
Tamworth - East	0	1405
Tamworth - East	1	17413
Tamworth - North	0	1295
Tamworth - North	1	12579
Tamworth - West	0	357
Tamworth - West	1	4583
Tamworth Region	0	977
Tamworth Region	1	15760
Belmont - Bennetts Green	0	1430
Belmont - Bennetts Green	1	15513
Belmont South - Blacksmiths	0	364
Belmont South - Blacksmiths	1	4922
Charlestown - Dudley	0	2431
Charlestown - Dudley	1	20428
Glendale - Cardiff - Hillsborough	0	2262
Glendale - Cardiff - Hillsborough	1	20188
Mount Hutton - Windale	0	703
Mount Hutton - Windale	1	7560
Redhead	0	361
Redhead	1	2947
Swansea - Caves Beach	0	1123
Swansea - Caves Beach	1	9831
Valentine - Eleebana	0	1396
Valentine - Eleebana	1	10209
Warners Bay - Boolaroo	0	1503
Warners Bay - Boolaroo	1	11275
Bolton Point - Teralba	0	729
Bolton Point - Teralba	1	7303
Bonnells Bay - Silverwater	0	1044
Bonnells Bay - Silverwater	1	7265
Edgeworth - Cameron Park	0	1394
Edgeworth - Cameron Park	1	12270
Morisset - Cooranbong	0	2079
Morisset - Cooranbong	1	11950
Toronto - Awaba	0	1367
Toronto - Awaba	1	11314
Wangi Wangi - Rathmines	0	942
Wangi Wangi - Rathmines	1	7603
West Wallsend - Barnsley - Killingworth	0	323
West Wallsend - Barnsley - Killingworth	1	5848
Adamstown - Kotara	0	1859
Adamstown - Kotara	1	13272
Beresfield - Hexham	0	678
Beresfield - Hexham	1	7122
Hamilton - Broadmeadow	0	1637
Hamilton - Broadmeadow	1	9523
Lambton - New Lambton	0	1922
Lambton - New Lambton	1	14010
Maryland - Fletcher - Minmi	0	1815
Maryland - Fletcher - Minmi	1	11362
Mayfield - Warabrook	0	2174
Mayfield - Warabrook	1	11968
Merewether - The Junction	0	1444
Merewether - The Junction	1	11551
Newcastle - Cooks Hill	0	1714
Newcastle - Cooks Hill	1	8147
Newcastle Port - Kooragang	1	17
Shortland - Jesmond	0	3265
Shortland - Jesmond	1	7748
Stockton - Fullerton Cove	0	667
Stockton - Fullerton Cove	1	6289
Wallsend - Elermore Vale	0	2676
Wallsend - Elermore Vale	1	16065
Waratah - North Lambton	0	1707
Waratah - North Lambton	1	9806
Wickham - Carrington - Tighes Hill	0	912
Wickham - Carrington - Tighes Hill	1	6575
Ballina	0	1834
Ballina	1	13792
Ballina Region	0	1787
Ballina Region	1	13795
Bangalow	0	962
Bangalow	1	3984
Brunswick Heads - Ocean Shores	0	1349
Brunswick Heads - Ocean Shores	1	5997
Byron Bay	0	1799
Byron Bay	1	6088
Evans Head	0	343
Evans Head	1	4346
Lennox Head - Skennars Head	0	975
Lennox Head - Skennars Head	1	6317
Mullumbimby	0	1505
Mullumbimby	1	5362
Casino	0	607
Casino	1	10649
Casino Region	0	497
Casino Region	1	5710
Goonellabah	0	1117
Goonellabah	1	11071
Kyogle	0	689
Kyogle	1	5852
Lismore	0	1323
Lismore	1	12585
Lismore Region	0	1648
Lismore Region	1	11930
Kingscliff - Fingal Head	0	1733
Kingscliff - Fingal Head	1	10299
Murwillumbah	0	984
Murwillumbah	1	7249
Murwillumbah Region	0	1131
Murwillumbah Region	1	7344
Pottsville	0	1685
Pottsville	1	10561
Tweed Heads	0	3452
Tweed Heads	1	14046
Banora Point	0	2367
Banora Point	1	12451
Terranora - North Tumblegum	0	409
Terranora - North Tumblegum	1	2654
Tweed Heads South	0	1585
Tweed Heads South	1	5887
Griffith (NSW)	0	4162
Griffith (NSW)	1	13067
Griffith Region	0	1111
Griffith Region	1	10299
Leeton	0	854
Leeton	1	8180
Narrandera	0	278
Narrandera	1	5008
Tumbarumba	0	301
Tumbarumba	1	2831
Tumut	0	491
Tumut	1	5039
Tumut Region	0	421
Tumut Region	1	3862
Cootamundra	0	472
Cootamundra	1	6446
Gundagai	0	140
Gundagai	1	3115
Junee	0	469
Junee	1	5143
Temora	0	319
Temora	1	5865
Wagga Wagga - East	0	1511
Wagga Wagga - East	1	14260
Wagga Wagga - North	0	530
Wagga Wagga - North	1	3637
Wagga Wagga - South	0	2025
Wagga Wagga - South	1	18072
Wagga Wagga - West	0	1325
Wagga Wagga - West	1	9762
Wagga Wagga Region	0	731
Wagga Wagga Region	1	12606
Berry - Kangaroo Valley	0	1328
Berry - Kangaroo Valley	1	6654
Callala Bay - Currarong	0	550
Callala Bay - Currarong	1	2786
Culburra Beach	0	537
Culburra Beach	1	3949
Ettrema - Sassafras - Budawang	0	5
Ettrema - Sassafras - Budawang	1	36
Huskisson - Vincentia	0	764
Huskisson - Vincentia	1	3118
North Nowra - Bomaderry	0	2018
North Nowra - Bomaderry	1	12599
Nowra	0	2219
Nowra	1	15969
St Georges Basin - Erowal Bay	0	1878
St Georges Basin - Erowal Bay	1	11121
Sussex Inlet - Berrara	0	538
Sussex Inlet - Berrara	1	3454
Tomerong - Wandandian - Woollamia	0	422
Tomerong - Wandandian - Woollamia	1	2727
Ulladulla	0	1926
Ulladulla	1	12190
Ulladulla Region	0	575
Ulladulla Region	1	4009
Bowral	0	2472
Bowral	1	9642
Hill Top - Colo Vale	0	692
Hill Top - Colo Vale	1	4970
Mittagong	0	1431
Mittagong	1	6884
Moss Vale - Berrima	0	1521
Moss Vale - Berrima	1	7600
Robertson - Fitzroy Falls	0	446
Robertson - Fitzroy Falls	1	2726
Southern Highlands	0	1052
Southern Highlands	1	5066
Baulkham Hills (East)	0	8590
Baulkham Hills (East)	1	13717
Baulkham Hills (West) - Bella Vista	0	7972
Baulkham Hills (West) - Bella Vista	1	11587
Glenhaven	0	1426
Glenhaven	1	4618
West Pennant Hills	0	5119
West Pennant Hills	1	7211
Castle Hill - Central	0	3037
Castle Hill - Central	1	4314
Castle Hill - East	0	2207
Castle Hill - East	1	3153
Castle Hill - North	0	4358
Castle Hill - North	1	7156
Castle Hill - South	0	3689
Castle Hill - South	1	5501
Castle Hill - West	0	2157
Castle Hill - West	1	2932
Cherrybrook	0	8933
Cherrybrook	1	9376
Kellyville	0	8489
Kellyville	1	14074
Dural - Kenthurst - Wisemans Ferry	0	4684
Dural - Kenthurst - Wisemans Ferry	1	15262
Galston - Laughtondale	0	948
Galston - Laughtondale	1	4020
Bilpin - Colo - St Albans	0	337
Bilpin - Colo - St Albans	1	1951
Kurrajong Heights - Ebenezer	0	2450
Kurrajong Heights - Ebenezer	1	18032
Pitt Town - McGraths Hill	0	1302
Pitt Town - McGraths Hill	1	8655
Rouse Hill - Beaumont Hills	0	7267
Rouse Hill - Beaumont Hills	1	14650
Blacktown (East) - Kings Park	0	8539
Blacktown (East) - Kings Park	1	7323
Blacktown (North) - Marayong	0	7493
Blacktown (North) - Marayong	1	9692
Doonside - Woodcroft	0	10982
Doonside - Woodcroft	1	10514
Lalor Park - Kings Langley	0	7359
Lalor Park - Kings Langley	1	16272
Seven Hills - Toongabbie	0	10526
Seven Hills - Toongabbie	1	12050
Blacktown (South)	0	5385
Blacktown (South)	1	6272
Blacktown (West)	0	7434
Blacktown (West)	1	7943
Glenwood	0	7538
Glenwood	1	8232
Parklea - Kellyville Ridge	0	13663
Parklea - Kellyville Ridge	1	17794
Riverstone - Marsden Park	0	5049
Riverstone - Marsden Park	1	11020
Acacia Gardens	0	1569
Acacia Gardens	1	2108
Quakers Hill	0	8642
Quakers Hill	1	13498
Bidwill - Hebersham - Emerton	0	5371
Bidwill - Hebersham - Emerton	1	11248
Glendenning - Dean Park	0	3435
Glendenning - Dean Park	1	4557
Hassall Grove - Plumpton	0	8851
Hassall Grove - Plumpton	1	10711
Lethbridge Park - Tregear	0	5843
Lethbridge Park - Tregear	1	12859
Mount Druitt - Whalan	0	10519
Mount Druitt - Whalan	1	10582
Prospect Reservoir	0	12
Prospect Reservoir	1	11
Rooty Hill - Minchinbury	0	9570
Rooty Hill - Minchinbury	1	10531
Banksmeadow	0	3
Banksmeadow	1	16
Botany	0	3299
Botany	1	6825
Mascot - Eastlakes	0	12618
Mascot - Eastlakes	1	10200
Pagewood - Hillsdale - Daceyville	0	4755
Pagewood - Hillsdale - Daceyville	1	5641
Port Botany Industrial	0	3
Port Botany Industrial	1	6
Sydney Airport	0	9
Sydney Airport	1	20
Marrickville	0	9848
Marrickville	1	14686
Petersham - Stanmore	0	5645
Petersham - Stanmore	1	12727
Sydenham - Tempe - St Peters	0	2615
Sydenham - Tempe - St Peters	1	4665
Darlinghurst	0	4387
Darlinghurst	1	5093
Erskineville - Alexandria	0	5299
Erskineville - Alexandria	1	9536
Glebe - Forest Lodge	0	7408
Glebe - Forest Lodge	1	10119
Newtown - Camperdown - Darlington	0	8667
Newtown - Camperdown - Darlington	1	13873
Potts Point - Woolloomooloo	0	7369
Potts Point - Woolloomooloo	1	9294
Pyrmont - Ultimo	0	13007
Pyrmont - Ultimo	1	6262
Redfern - Chippendale	0	11356
Redfern - Chippendale	1	8464
Surry Hills	0	7348
Surry Hills	1	6897
Sydney - Haymarket - The Rocks	0	18645
Sydney - Haymarket - The Rocks	1	4710
Waterloo - Beaconsfield	0	17885
Waterloo - Beaconsfield	1	11712
Bondi - Tamarama - Bronte	0	6898
Bondi - Tamarama - Bronte	1	9562
Bondi Beach - North Bondi	0	7830
Bondi Beach - North Bondi	1	10383
Bondi Junction - Waverly	0	6667
Bondi Junction - Waverly	1	8105
Double Bay - Bellevue Hill	0	8305
Double Bay - Bellevue Hill	1	14037
Dover Heights	0	4632
Dover Heights	1	5512
Paddington - Moore Park	0	4681
Paddington - Moore Park	1	8964
Rose Bay - Vaucluse - Watsons Bay	0	4008
Rose Bay - Vaucluse - Watsons Bay	1	6992
Woollahra	0	2351
Woollahra	1	4532
Coogee - Clovelly	0	8396
Coogee - Clovelly	1	14790
Malabar - La Perouse - Chifley	0	7449
Malabar - La Perouse - Chifley	1	14637
Kensington (NSW)	0	7584
Kensington (NSW)	1	6177
Kingsford	0	9158
Kingsford	1	5642
Maroubra - North	0	3807
Maroubra - North	1	5478
Maroubra - South	0	4081
Maroubra - South	1	5742
Maroubra - West	0	5155
Maroubra - West	1	4408
Randwick - North	0	6504
Randwick - North	1	9250
Randwick - South	0	5463
Randwick - South	1	6242
Bass Hill - Georges Hall	0	7539
Bass Hill - Georges Hall	1	12968
Chullora	0	471
Chullora	1	347
Condell Park	0	4514
Condell Park	1	6092
Greenacre - Mount Lewis	0	10384
Greenacre - Mount Lewis	1	13791
Padstow	0	5583
Padstow	1	10084
Panania - Milperra - Picnic Point	0	5976
Panania - Milperra - Picnic Point	1	18607
Revesby	0	5845
Revesby	1	9623
Yagoona - Birrong	0	8991
Yagoona - Birrong	1	10420
Bankstown - North	0	8910
Bankstown - North	1	6031
Bankstown - South	0	8580
Bankstown - South	1	5943
Belmore - Belfield	0	8747
Belmore - Belfield	1	9129
Canterbury (South) - Campsie	0	18895
Canterbury (South) - Campsie	1	9996
Kingsgrove (North) - Earlwood	0	8334
Kingsgrove (North) - Earlwood	1	13822
Punchbowl	0	9866
Punchbowl	1	9470
Roselands	0	5292
Roselands	1	7525
Lakemba	0	10506
Lakemba	1	5348
Wiley Park	0	6008
Wiley Park	1	3420
Hurstville	0	15339
Hurstville	1	7105
Mortdale - Penshurst	0	9796
Mortdale - Penshurst	1	12897
Narwee - Beverly Hills	0	6693
Narwee - Beverly Hills	1	6393
Oatley - Hurstville Grove	0	3873
Oatley - Hurstville Grove	1	8289
Peakhurst - Lugarno	0	4648
Peakhurst - Lugarno	1	12608
Riverwood	0	6100
Riverwood	1	4391
South Hurstville - Blakehurst	0	11358
South Hurstville - Blakehurst	1	11709
Arncliffe - Bardwell Valley	0	11398
Arncliffe - Bardwell Valley	1	8628
Bexley	0	12488
Bexley	1	12238
Kingsgrove (South) - Bardwell Park	0	4905
Kingsgrove (South) - Bardwell Park	1	7083
Kogarah	0	6638
Kogarah	1	3992
Kogarah Bay - Carlton - Allawah	0	7740
Kogarah Bay - Carlton - Allawah	1	7437
Monterey - Brighton-le-Sands - Kyeemagh	0	5473
Monterey - Brighton-le-Sands - Kyeemagh	1	7268
Rockdale - Banksia	0	11660
Rockdale - Banksia	1	6818
Sans Souci - Ramsgate	0	4809
Sans Souci - Ramsgate	1	10083
Concord - Mortlake - Cabarita	0	7586
Concord - Mortlake - Cabarita	1	13129
Concord West - North Strathfield	0	14582
Concord West - North Strathfield	1	8755
Drummoyne - Rodd Point	0	5067
Drummoyne - Rodd Point	1	11953
Five Dock - Abbotsford	0	6366
Five Dock - Abbotsford	1	12655
Balmain	0	4525
Balmain	1	9762
Leichhardt - Annandale	0	7166
Leichhardt - Annandale	1	17224
Lilyfield - Rozelle	0	3992
Lilyfield - Rozelle	1	8923
Ashfield	0	13232
Ashfield	1	9649
Burwood - Croydon	0	14819
Burwood - Croydon	1	8500
Canterbury (North) - Ashbury	0	4100
Canterbury (North) - Ashbury	1	5709
Croydon Park - Enfield	0	6999
Croydon Park - Enfield	1	9395
Dulwich Hill - Lewisham	0	5528
Dulwich Hill - Lewisham	1	10035
Haberfield - Summer Hill	0	4326
Haberfield - Summer Hill	1	8349
Homebush	0	10475
Homebush	1	4230
Strathfield	0	14861
Strathfield	1	8678
Strathfield South	0	1597
Strathfield South	1	1778
Chatswood (East) - Artarmon	0	16578
Chatswood (East) - Artarmon	1	10426
Chatswood (West) - Lane Cove North	0	9760
Chatswood (West) - Lane Cove North	1	10103
Lane Cove - Greenwich	0	8798
Lane Cove - Greenwich	1	16755
St Leonards - Naremburn	0	4692
St Leonards - Naremburn	1	5099
Willoughby - Castle Cove - Northbridge	0	8146
Willoughby - Castle Cove - Northbridge	1	16218
Asquith - Mount Colah	0	5256
Asquith - Mount Colah	1	12494
Berowra - Brooklyn - Cowan	0	2504
Berowra - Brooklyn - Cowan	1	8824
Normanhurst - Thornleigh - Westleigh	0	5919
Normanhurst - Thornleigh - Westleigh	1	12031
Hornsby - East	0	7061
Hornsby - East	1	4304
Hornsby - West	0	4250
Hornsby - West	1	5863
Waitara - Wahroonga (West)	0	5146
Waitara - Wahroonga (West)	1	3999
Gordon - Killara	0	9905
Gordon - Killara	1	10665
Lindfield - Roseville	0	8493
Lindfield - Roseville	1	13821
Pymble	0	5961
Pymble	1	9877
St Ives	0	9191
St Ives	1	10631
Turramurra	0	6372
Turramurra	1	11977
Wahroonga (East) - Warrawee	0	6112
Wahroonga (East) - Warrawee	1	10935
Cremorne - Cammeray	0	6620
Cremorne - Cammeray	1	11186
Crows Nest - Waverton	0	6840
Crows Nest - Waverton	1	9964
Mosman	0	9515
Mosman	1	16952
Neutral Bay - Kirribilli	0	6538
Neutral Bay - Kirribilli	1	9741
North Sydney - Lavender Bay	0	4576
North Sydney - Lavender Bay	1	5087
Balgowlah - Clontarf - Seaforth	0	6292
Balgowlah - Clontarf - Seaforth	1	12951
Manly - Fairlight	0	8113
Manly - Fairlight	1	11923
Avalon - Palm Beach	0	2756
Avalon - Palm Beach	1	9012
Bayview - Elanora Heights	0	2545
Bayview - Elanora Heights	1	7557
Newport - Bilgola	0	3028
Newport - Bilgola	1	9680
Warriewood - Mona Vale	0	5736
Warriewood - Mona Vale	1	17174
Beacon Hill - Narraweena	0	4040
Beacon Hill - Narraweena	1	9175
Cromer	0	1807
Cromer	1	5345
Dee Why - North Curl Curl	0	9710
Dee Why - North Curl Curl	1	13595
Forestville - Killarney Heights	0	4105
Forestville - Killarney Heights	1	8267
Frenchs Forest - Belrose	0	7054
Frenchs Forest - Belrose	1	17186
Freshwater - Brookvale	0	6378
Freshwater - Brookvale	1	13268
Manly Vale - Allambie Heights	0	4942
Manly Vale - Allambie Heights	1	11256
Narrabeen - Collaroy	0	5777
Narrabeen - Collaroy	1	17466
Terrey Hills - Duffys Forest	0	792
Terrey Hills - Duffys Forest	1	2630
Camden - Ellis Lane	0	1759
Camden - Ellis Lane	1	10701
Elderslie - Harrington Park	0	3402
Elderslie - Harrington Park	1	16698
Mount Annan - Currans Hill	0	4700
Mount Annan - Currans Hill	1	22808
Bradbury - Wedderburn	0	3980
Bradbury - Wedderburn	1	13721
Campbelltown - Woodbine	0	5936
Campbelltown - Woodbine	1	10976
Claymore - Eagle Vale - Raby	0	4933
Claymore - Eagle Vale - Raby	1	14130
Ingleburn - Denham Court	0	7746
Ingleburn - Denham Court	1	10919
Leumeah - Minto Heights	0	4313
Leumeah - Minto Heights	1	11365
Macquarie Fields - Glenfield	0	9738
Macquarie Fields - Glenfield	1	11822
Minto - St Andrews	0	7744
Minto - St Andrews	1	11132
Rosemeadow - Glen Alpine	0	5254
