SA2_NAME16	BornAust	persons
Garbutt - West End	0	926
Garbutt - West End	1	4725
Gulliver - Currajong - Vincent	0	929
Gulliver - Currajong - Vincent	1	6285
Heatley	0	527
Heatley	1	3205
Hermit Park - Rosslea	0	890
Hermit Park - Rosslea	1	3839
Hyde Park - Pimlico	0	698
Hyde Park - Pimlico	1	3619
Kelso	0	968
Kelso	1	8753
Kirwan - East	0	952
Kirwan - East	1	6365
Kirwan - West	0	1829
Kirwan - West	1	12813
Magnetic Island	0	523
Magnetic Island	1	1492
Mount Louisa	0	1136
Mount Louisa	1	7610
Mundingburra	0	607
Mundingburra	1	2827
Northern Beaches	0	681
Northern Beaches	1	4999
Oonoonba	0	1042
Oonoonba	1	5107
South Townsville - Railway Estate	0	739
South Townsville - Railway Estate	1	3815
Townsville - South	0	443
Townsville - South	1	3505
Townsville City - North Ward	0	2014
Townsville City - North Ward	1	5983
Wulguru - Roseneath	0	461
Wulguru - Roseneath	1	5183
Ashfield - Kepnock	0	476
Ashfield - Kepnock	1	4455
Bargara - Burnett Heads	0	2611
Bargara - Burnett Heads	1	13143
Branyan - Kensington	0	468
Branyan - Kensington	1	3959
Bundaberg	0	1118
Bundaberg	1	4348
Bundaberg East - Kalkie	0	606
Bundaberg East - Kalkie	1	4552
Bundaberg North - Gooburrum	0	842
Bundaberg North - Gooburrum	1	5719
Bundaberg Region - North	0	994
Bundaberg Region - North	1	6843
Bundaberg Region - South	0	1147
Bundaberg Region - South	1	7664
Millbank - Avoca	0	704
Millbank - Avoca	1	6114
Svensson Heights - Norville	0	496
Svensson Heights - Norville	1	4791
Walkervale - Avenell Heights	0	981
Walkervale - Avenell Heights	1	8947
Gayndah - Mundubbera	0	772
Gayndah - Mundubbera	1	5123
Gin Gin	0	671
Gin Gin	1	3923
Kingaroy	0	849
Kingaroy	1	8797
Kingaroy Region - North	0	697
Kingaroy Region - North	1	8044
Kingaroy Region - South	0	255
Kingaroy Region - South	1	3353
Monto - Eidsvold	0	203
Monto - Eidsvold	1	3053
Nanango	0	1168
Nanango	1	7564
North Burnett	1	8
Cooloola	0	903
Cooloola	1	4676
Gympie - North	0	1342
Gympie - North	1	11579
Gympie - South	0	616
Gympie - South	1	5682
Gympie Region	0	2146
Gympie Region	1	14704
Kilkivan	0	336
Kilkivan	1	2976
Booral - River Heads	0	649
Booral - River Heads	1	3610
Craignish - Dundowran Beach	0	836
Craignish - Dundowran Beach	1	3723
Pialba - Eli Waters	0	2842
Pialba - Eli Waters	1	10056
Point Vernon	0	893
Point Vernon	1	4367
Torquay - Scarness - Kawungan	0	2457
Torquay - Scarness - Kawungan	1	11123
Urangan - Wondunna	0	2048
Urangan - Wondunna	1	9573
Burrum - Fraser	0	1241
Burrum - Fraser	1	7360
Granville	0	231
Granville	1	2690
Maryborough (Qld)	0	1492
Maryborough (Qld)	1	15362
Maryborough Region - South	0	962
Maryborough Region - South	1	6441
Tinana	0	515
Tinana	1	4626
Migratory - Offshore - Shipping (Qld)	0	40
Migratory - Offshore - Shipping (Qld)	1	89
No usual address (Qld)	0	3157
No usual address (Qld)	1	7348
Adelaide	0	7723
Adelaide	1	5835
North Adelaide	0	2042
North Adelaide	1	4213
Adelaide Hills	0	1111
Adelaide Hills	1	5291
Aldgate - Stirling	0	3196
Aldgate - Stirling	1	13465
Hahndorf - Echunga	0	667
Hahndorf - Echunga	1	3530
Lobethal - Woodside	0	1189
Lobethal - Woodside	1	7293
Mount Barker	0	2581
Mount Barker	1	13799
Mount Barker Region	0	769
Mount Barker Region	1	5049
Nairne	0	603
Nairne	1	4165
Uraidla - Summertown	0	1029
Uraidla - Summertown	1	4084
Burnside - Wattle Park	0	5865
Burnside - Wattle Park	1	11947
Glenside - Beaumont	0	3001
Glenside - Beaumont	1	6193
Toorak Gardens	0	4526
Toorak Gardens	1	10497
Athelstone	0	2429
Athelstone	1	6489
Paradise - Newton	0	6970
Paradise - Newton	1	11806
Rostrevor - Magill	0	7787
Rostrevor - Magill	1	13044
Norwood (SA)	0	3020
Norwood (SA)	1	6333
Payneham - Felixstow	0	4099
Payneham - Felixstow	1	7732
St Peters - Marden	0	3596
St Peters - Marden	1	8822
Nailsworth - Broadview	0	1535
Nailsworth - Broadview	1	4310
Prospect	0	3968
Prospect	1	9735
Walkerville	0	2080
Walkerville	1	5052
Goodwood - Millswood	0	4243
Goodwood - Millswood	1	12443
Unley - Parkside	0	5107
Unley - Parkside	1	14111
Gawler - North	0	1306
Gawler - North	1	7440
Gawler - South	0	3583
Gawler - South	1	14984
Lewiston - Two Wells	0	775
Lewiston - Two Wells	1	4444
Craigmore - Blakeview	0	3528
Craigmore - Blakeview	1	13713
Davoren Park	0	3094
Davoren Park	1	13111
Elizabeth	0	2982
Elizabeth	1	6252
Elizabeth East	0	3294
Elizabeth East	1	8625
Munno Para West - Angle Vale	0	2006
Munno Para West - Angle Vale	1	9438
One Tree Hill	0	548
One Tree Hill	1	1794
Smithfield - Elizabeth North	0	2545
Smithfield - Elizabeth North	1	8520
Virginia - Waterloo Corner	0	1280
Virginia - Waterloo Corner	1	2550
Enfield - Blair Athol	0	9425
Enfield - Blair Athol	1	12243
Northgate - Oakden - Gilles Plains	0	8342
Northgate - Oakden - Gilles Plains	1	15087
Windsor Gardens	0	7310
Windsor Gardens	1	12008
Ingle Farm	0	4340
Ingle Farm	1	9816
Para Hills	0	4200
Para Hills	1	9633
Parafield	0	90
Parafield	1	16
Parafield Gardens	0	6126
Parafield Gardens	1	9945
Paralowie	0	4312
Paralowie	1	11540
Salisbury	0	6343
Salisbury	1	10096
Salisbury East	0	4629
Salisbury East	1	12008
Salisbury North	0	4402
Salisbury North	1	11668
Mawson Lakes - Globe Derby Park	0	5239
Mawson Lakes - Globe Derby Park	1	7470
Pooraka - Cavan	0	2763
Pooraka - Cavan	1	4490
Golden Grove	0	2529
Golden Grove	1	7315
Greenwith	0	1774
Greenwith	1	6892
Highbury - Dernancourt	0	2559
Highbury - Dernancourt	1	7574
Hope Valley - Modbury	0	4833
Hope Valley - Modbury	1	10826
Modbury Heights	0	4580
Modbury Heights	1	13689
Redwood Park	0	3040
Redwood Park	1	12350
St Agnes - Ridgehaven	0	2778
St Agnes - Ridgehaven	1	9125
Brighton (SA)	0	3001
Brighton (SA)	1	10094
Glenelg (SA)	0	4483
Glenelg (SA)	1	13965
Edwardstown	0	3834
Edwardstown	1	8939
Hallett Cove	0	4208
Hallett Cove	1	7823
Marino - Seaview Downs	0	2243
Marino - Seaview Downs	1	6641
Mitchell Park	0	4682
Mitchell Park	1	9661
Morphettville	0	3296
Morphettville	1	10658
Sheidow Park - Trott Park	0	2254
Sheidow Park - Trott Park	1	7535
Warradale	0	4110
Warradale	1	9994
Belair	0	1020
Belair	1	3382
Bellevue Heights	0	2289
Bellevue Heights	1	4811
Blackwood	0	2443
Blackwood	1	9138
Colonel Light Gardens	0	2952
Colonel Light Gardens	1	12113
Mitcham (SA)	0	3320
Mitcham (SA)	1	11859
Panorama	0	2319
Panorama	1	5301
Aberfoyle Park	0	2594
Aberfoyle Park	1	8746
Aldinga	0	2910
Aldinga	1	11115
Christie Downs	0	1920
Christie Downs	1	6627
Christies Beach	0	2413
Christies Beach	1	6710
Clarendon	0	430
Clarendon	1	2081
Coromandel Valley	0	880
Coromandel Valley	1	3276
Flagstaff Hill	0	2858
Flagstaff Hill	1	7243
Hackham - Onkaparinga Hills	0	1267
Hackham - Onkaparinga Hills	1	4792
Hackham West - Huntfield Heights	0	1388
Hackham West - Huntfield Heights	1	5663
Happy Valley	0	2631
Happy Valley	1	10482
Lonsdale	1	17
McLaren Vale	0	1348
McLaren Vale	1	4283
Morphett Vale - East	0	2710
Morphett Vale - East	1	10105
Morphett Vale - West	0	1944
Morphett Vale - West	1	6980
Reynella	0	1952
Reynella	1	7786
Seaford (SA)	0	5369
Seaford (SA)	1	15679
Willunga	0	681
Willunga	1	2532
Woodcroft	0	2299
Woodcroft	1	8735
Beverley	0	1961
Beverley	1	5366
Flinders Park	0	4167
Flinders Park	1	9625
Henley Beach	0	3696
Henley Beach	1	10367
Hindmarsh - Brompton	0	5306
Hindmarsh - Brompton	1	11262
Royal Park - Hendon - Albert Park	0	1406
Royal Park - Hendon - Albert Park	1	4039
Seaton - Grange	0	4151
Seaton - Grange	1	11221
West Lakes	0	3162
West Lakes	1	10410
Woodville - Cheltenham	0	6150
Woodville - Cheltenham	1	10373
Largs Bay - Semaphore	0	2613
Largs Bay - Semaphore	1	11070
North Haven	0	2499
North Haven	1	10933
Port Adelaide	0	2915
Port Adelaide	1	7127
The Parks	0	8753
The Parks	1	8407
Fulham	0	612
Fulham	1	1949
Lockleys	0	3892
Lockleys	1	8276
Plympton	0	7595
Plympton	1	15337
Richmond (SA)	0	5312
Richmond (SA)	1	10193
West Beach	0	1120
West Beach	1	3607
Barossa - Angaston	0	704
Barossa - Angaston	1	5039
Light	0	985
Light	1	7439
Lyndoch	0	867
Lyndoch	1	4851
Mallala	0	367
Mallala	1	2524
Nuriootpa	0	553
Nuriootpa	1	5668
Tanunda	0	491
Tanunda	1	3770
Clare	0	319
Clare	1	3464
Gilbert Valley	0	530
Gilbert Valley	1	3951
Goyder	0	409
Goyder	1	3393
Wakefield - Barunga West	0	909
Wakefield - Barunga West	1	7837
Jamestown	0	313
Jamestown	1	3915
Peterborough - Mount Remarkable	0	454
Peterborough - Mount Remarkable	1	4468
Port Pirie	0	1085
Port Pirie	1	11965
Port Pirie Region	0	252
Port Pirie Region	1	2838
Kadina	0	353
Kadina	1	4365
Moonta	0	587
Moonta	1	3848
Wallaroo	0	349
Wallaroo	1	3329
Yorke Peninsula - North	0	580
Yorke Peninsula - North	1	6065
Yorke Peninsula - South	0	449
Yorke Peninsula - South	1	3228
Ceduna	0	192
Ceduna	1	2055
Eyre Peninsula	0	372
Eyre Peninsula	1	5600
Kimba - Cleve - Franklin Harbour	0	208
Kimba - Cleve - Franklin Harbour	1	3686
Le Hunte - Elliston	0	111
Le Hunte - Elliston	1	1977
Port Lincoln	0	1290
Port Lincoln	1	13126
West Coast (SA)	0	166
West Coast (SA)	1	3029
Western	0	3
Western	1	60
Whyalla	0	4008
Whyalla	1	16036
APY Lands	0	65
APY Lands	1	2072
Coober Pedy	0	458
Coober Pedy	1	1011
Quorn - Lake Gilles	0	159
Quorn - Lake Gilles	1	1772
Outback	0	273
Outback	1	1898
Port Augusta	0	920
Port Augusta	1	11343
Roxby Downs	0	506
Roxby Downs	1	3004
Goolwa - Port Elliot	0	2182
Goolwa - Port Elliot	1	8187
Kangaroo Island	0	618
Kangaroo Island	1	3571
Strathalbyn	0	851
Strathalbyn	1	5764
Strathalbyn Region	0	1094
Strathalbyn Region	1	5641
Victor Harbor	0	2737
Victor Harbor	1	10732
Yankalilla	0	1011
Yankalilla	1	4296
Grant	0	421
Grant	1	4958
Kingston - Robe	0	260
Kingston - Robe	1	3148
Millicent	0	456
Millicent	1	4385
Naracoorte	0	1001
Naracoorte	1	4661
Naracoorte Region	0	126
Naracoorte Region	1	2000
Penola	0	265
Penola	1	2623
Tatiara	0	668
Tatiara	1	5320
Wattle Range	0	241
Wattle Range	1	2773
Mount Gambier - East	0	1463
Mount Gambier - East	1	12272
Mount Gambier - West	0	1565
Mount Gambier - West	1	11618
Barmera	0	731
Barmera	1	5296
Berri	0	509
Berri	1	3197
Karoonda - Lameroo	0	274
Karoonda - Lameroo	1	2485
Loxton	0	380
Loxton	1	4639
Loxton Region	0	123
Loxton Region	1	1444
Mannum	0	638
Mannum	1	4952
Murray Bridge	0	2801
Murray Bridge	1	13528
Murray Bridge Region	0	298
Murray Bridge Region	1	3027
Renmark	0	722
Renmark	1	3497
Renmark Region	0	552
Renmark Region	1	3868
The Coorong	0	446
The Coorong	1	4512
Waikerie	0	697
Waikerie	1	5386
Migratory - Offshore - Shipping (SA)	0	3
Migratory - Offshore - Shipping (SA)	1	3
No usual address (SA)	0	605
No usual address (SA)	1	1886
Augusta	0	1012
Augusta	1	3861
Busselton	0	4762
Busselton	1	19654
Busselton Region	0	1909
Busselton Region	1	7511
Margaret River	0	2007
Margaret River	1	6026
Australind - Leschenault	0	3481
Australind - Leschenault	1	12883
Capel	0	770
Capel	1	4003
College Grove - Carey Park	0	1230
College Grove - Carey Park	1	4942
Collie	0	989
Collie	1	6921
Dardanup	0	431
Dardanup	1	2465
Davenport	1	9
Eaton - Pelican Point	0	2089
Eaton - Pelican Point	1	8880
Harvey	0	1599
Harvey	1	6454
East Bunbury - Glen Iris	0	1386
East Bunbury - Glen Iris	1	5108
Waroona	0	674
Waroona	1	2944
Dalyellup	0	2452
Dalyellup	1	6001
Gelorup - Stratham	0	521
Gelorup - Stratham	1	2332
South Bunbury - Bunbury	0	2808
South Bunbury - Bunbury	1	8333
Withers - Usher	0	962
Withers - Usher	1	3714
Bridgetown - Boyup Brook	0	1283
Bridgetown - Boyup Brook	1	4513
Donnybrook - Balingup	0	1022
Donnybrook - Balingup	1	4226
Manjimup	0	741
Manjimup	1	4261
Pemberton	0	926
Pemberton	1	3544
Dawesville - Bouvard	0	1840
Dawesville - Bouvard	1	4779
Falcon - Wannanup	0	2131
Falcon - Wannanup	1	6070
Greenfields	0	2241
Greenfields	1	6940
Halls Head - Erskine	0	5384
Halls Head - Erskine	1	11886
Mandurah	0	2517
Mandurah	1	5669
Mandurah - East	0	1133
Mandurah - East	1	4245
Mandurah - North	0	5590
Mandurah - North	1	11165
Mandurah - South	0	2621
Mandurah - South	1	6721
Pinjarra	0	1669
Pinjarra	1	7029
City Beach	0	1964
City Beach	1	4344
Claremont (WA)	0	2504
Claremont (WA)	1	4964
Cottesloe	0	1827
Cottesloe	1	5042
Floreat	0	2013
Floreat	1	5584
Mosman Park - Peppermint Grove	0	3223
Mosman Park - Peppermint Grove	1	6321
Nedlands - Dalkeith - Crawley	0	7376
Nedlands - Dalkeith - Crawley	1	10299
Swanbourne - Mount Claremont	0	2479
Swanbourne - Mount Claremont	1	5750
Kings Park (WA)	0	13
Kings Park (WA)	1	8
Mount Hawthorn - Leederville	0	3018
Mount Hawthorn - Leederville	1	7067
Mount Lawley - Inglewood	0	5086
Mount Lawley - Inglewood	1	10124
North Perth	0	2794
North Perth	1	5458
Perth City	0	15676
Perth City	1	10752
Subiaco - Shenton Park	0	5839
Subiaco - Shenton Park	1	9401
Wembley - West Leederville - Glendalough	0	6843
Wembley - West Leederville - Glendalough	1	9696
Bassendean - Eden Hill - Ashfield	0	4326
Bassendean - Eden Hill - Ashfield	1	9809
Bayswater - Embleton - Bedford	0	7609
Bayswater - Embleton - Bedford	1	13966
Maylands	0	5313
Maylands	1	6265
Morley	0	9440
Morley	1	10910
Noranda	0	3275
Noranda	1	4318
Chidlow	0	1032
Chidlow	1	3421
Glen Forrest - Darlington	0	1951
Glen Forrest - Darlington	1	4772
Helena Valley - Koongamia	0	1222
Helena Valley - Koongamia	1	3831
Malmalling - Reservoir	1	10
Mundaring	0	2963
Mundaring	1	9100
Swan View - Greenmount - Midvale	0	3008
Swan View - Greenmount - Midvale	1	8298
Avon Valley National Park	1	6
Ballajura	0	6740
Ballajura	1	11122
Beechboro	0	7382
Beechboro	1	9560
Bullsbrook	0	1143
Bullsbrook	1	3447
Ellenbrook	0	12051
Ellenbrook	1	21798
Gidgegannup	0	589
Gidgegannup	1	1947
Hazelmere - Guildford	0	1152
Hazelmere - Guildford	1	2738
Lockridge - Kiara	0	3797
Lockridge - Kiara	1	6024
Malaga	1	6
Middle Swan - Herne Hill	0	1454
Middle Swan - Herne Hill	1	3505
Midland - Guildford	0	3393
Midland - Guildford	1	5973
Stratton - Jane Brook	0	1483
Stratton - Jane Brook	1	5010
The Vines	0	3370
The Vines	1	6012
Craigie - Beldon	0	3115
Craigie - Beldon	1	6096
Currambine - Kinross	0	6687
Currambine - Kinross	1	6559
Duncraig	0	5049
Duncraig	1	9709
Greenwood - Warwick	0	3972
Greenwood - Warwick	1	8830
Heathridge - Connolly	0	4127
Heathridge - Connolly	1	5675
Hillarys	0	3841
Hillarys	1	6574
Iluka - Burns Beach	0	4532
Iluka - Burns Beach	1	3882
Joondalup - Edgewater	0	6319
Joondalup - Edgewater	1	6570
Kingsley	0	4140
Kingsley	1	8391
Mullaloo - Kallaroo	0	4273
Mullaloo - Kallaroo	1	6262
Ocean Reef	0	3534
Ocean Reef	1	3993
Padbury	0	2694
Padbury	1	5139
Sorrento - Marmion	0	2756
Sorrento - Marmion	1	6464
Woodvale	0	3522
Woodvale	1	5510
Balcatta - Hamersley	0	5367
Balcatta - Hamersley	1	8924
Balga - Mirrabooka	0	9840
Balga - Mirrabooka	1	8445
Dianella	0	9906
Dianella	1	12978
Innaloo - Doubleview	0	5380
Innaloo - Doubleview	1	9895
Karrinyup - Gwelup - Carine	0	5610
Karrinyup - Gwelup - Carine	1	13736
Nollamara - Westminster	0	8763
Nollamara - Westminster	1	7460
Osborne Park Industrial	0	7
Osborne Park Industrial	1	4
Scarborough	0	5103
Scarborough	1	9051
Stirling - Osborne Park	0	5716
Stirling - Osborne Park	1	7196
Trigg - North Beach - Watermans Bay	0	1808
Trigg - North Beach - Watermans Bay	1	5342
Tuart Hill - Joondanna	0	4955
Tuart Hill - Joondanna	1	6068
Wembley Downs - Churchlands - Woodlands	0	4651
Wembley Downs - Churchlands - Woodlands	1	8762
Yokine - Coolbinia - Menora	0	5650
Yokine - Coolbinia - Menora	1	8887
Alexander Heights - Koondoola	0	4977
Alexander Heights - Koondoola	1	6327
Butler - Merriwa - Ridgewood	0	9340
Butler - Merriwa - Ridgewood	1	11862
Carramar	0	7363
Carramar	1	8373
Clarkson	0	5666
Clarkson	1	6405
Girrawheen	0	3712
Girrawheen	1	4471
Madeley - Darch - Landsdale	0	9780
Madeley - Darch - Landsdale	1	14619
Marangaroo	0	4096
Marangaroo	1	5832
Mindarie - Quinns Rocks - Jindalee	0	8954
Mindarie - Quinns Rocks - Jindalee	1	8715
Neerabup National Park	0	4
Neerabup National Park	1	4
Tapping - Ashby - Sinagra	0	5832
Tapping - Ashby - Sinagra	1	6839
Wanneroo	0	9295
Wanneroo	1	14997
Alkimos - Eglinton	0	3617
Alkimos - Eglinton	1	3617
Carabooda - Pinjar	0	204
Carabooda - Pinjar	1	440
Two Rocks	0	826
Two Rocks	1	1847
Yanchep	0	3343
Yanchep	1	4616
Armadale - Wungong - Brookdale	0	5592
Armadale - Wungong - Brookdale	1	11592
Ashendon - Lesley	1	10
Camillo - Champion Lakes	0	1763
Camillo - Champion Lakes	1	3420
Forrestdale - Harrisdale - Piara Waters	0	9011
Forrestdale - Harrisdale - Piara Waters	1	9595
Kelmscott	0	3315
Kelmscott	1	6260
Mount Nasura - Mount Richon - Bedfordale	0	2536
Mount Nasura - Mount Richon - Bedfordale	1	4896
Roleystone	0	2023
Roleystone	1	4619
Seville Grove	0	3312
Seville Grove	1	6334
Belmont - Ascot - Redcliffe	0	5364
Belmont - Ascot - Redcliffe	1	7518
East Victoria Park - Carlisle	0	6321
East Victoria Park - Carlisle	1	8722
Kewdale Commercial	1	4
Perth Airport	0	33
Rivervale - Kewdale - Cloverdale	0	10678
Rivervale - Kewdale - Cloverdale	1	11940
Victoria Park - Lathlain - Burswood	0	6169
Victoria Park - Lathlain - Burswood	1	7126
Bentley - Wilson - St James	0	9970
Bentley - Wilson - St James	1	8372
Canning Vale - West	0	4606
Canning Vale - West	1	5049
Cannington - Queens Park	0	10381
Cannington - Queens Park	1	6441
Parkwood - Ferndale - Lynwood	0	6171
Parkwood - Ferndale - Lynwood	1	7017
Riverton - Shelley - Rossmoyne	0	6422
Riverton - Shelley - Rossmoyne	1	6543
Welshpool	0	3
Welshpool	1	6
Willetton	0	9117
Willetton	1	8555
Beckenham - Kenwick - Langford	0	8982
Beckenham - Kenwick - Langford	1	8845
Canning Vale - East	0	11723
Canning Vale - East	1	10489
Gosnells	0	7044
Gosnells	1	11419
Huntingdale - Southern River	0	8009
Huntingdale - Southern River	1	10256
Maddington - Orange Grove - Martin	0	5726
Maddington - Orange Grove - Martin	1	7001
Thornlie	0	9610
Thornlie	1	12429
Forrestfield - Wattle Grove	0	6094
Forrestfield - Wattle Grove	1	11485
High Wycombe	0	3017
High Wycombe	1	8322
Kalamunda - Maida Vale - Gooseberry Hill	0	4529
Kalamunda - Maida Vale - Gooseberry Hill	1	9578
Lesmurdie - Bickley - Carmel	0	3057
Lesmurdie - Bickley - Carmel	1	7872
Byford	0	4479
Byford	1	10725
Mundijong	0	1334
Mundijong	1	4643
Serpentine - Jarrahdale	0	995
Serpentine - Jarrahdale	1	2988
Como	0	4990
Como	1	8018
Manning - Waterford	0	4348
Manning - Waterford	1	6456
South Perth - Kensington	0	5801
South Perth - Kensington	1	9510
Banjup	0	6106
Banjup	1	10675
Coogee	0	2640
Coogee	1	5680
Coolbellup	0	2416
Coolbellup	1	5137
Hamilton Hill	0	3634
Hamilton Hill	1	5824
Henderson	0	3
Henderson	1	6
North Coogee	0	779
North Coogee	1	1359
South Lake - Cockburn Central	0	3935
South Lake - Cockburn Central	1	6825
Spearwood	0	3636
Spearwood	1	5620
Success - Hammond Park	0	5977
Success - Hammond Park	1	8018
Yangebup	0	2131
Yangebup	1	4835
Beeliar - Wattleup	0	2617
Beeliar - Wattleup	1	5122
Jandakot	0	988
Jandakot	1	1470
East Fremantle	0	1737
East Fremantle	1	5122
Fremantle	0	4435
Fremantle	1	8607
Fremantle - South	0	4318
Fremantle - South	1	8993
O'Connor (WA)	0	8
O'Connor (WA)	1	4
Bertram - Wellard (West)	0	5934
Bertram - Wellard (West)	1	7309
Calista	0	2273
Calista	1	4663
Hope Valley - Postans	0	9
Hope Valley - Postans	1	47
Kwinana Industrial	0	8
Kwinana Industrial	1	14
Parmelia - Orelia	0	3260
Parmelia - Orelia	1	6561
Casuarina - Wandi	0	1913
Casuarina - Wandi	1	3947
Applecross - Ardross	0	4213
Applecross - Ardross	1	6304
Bateman	0	1522
Bateman	1	2048
Bicton - Palmyra	0	3454
Bicton - Palmyra	1	9360
Booragoon	0	5355
Booragoon	1	8388
Bull Creek	0	3415
Bull Creek	1	4075
Leeming	0	3960
Leeming	1	6470
Melville	0	4123
Melville	1	11412
Murdoch - Kardinya	0	4823
Murdoch - Kardinya	1	6770
Willagee	0	1240
Willagee	1	3269
Winthrop	0	2735
Winthrop	1	3003
Baldivis	0	10695
Baldivis	1	19608
Cooloongup	0	2520
Cooloongup	1	5376
Port Kennedy	0	4184
Port Kennedy	1	8627
Rockingham	0	5422
Rockingham	1	8315
Safety Bay - Shoalwater	0	3479
Safety Bay - Shoalwater	1	7278
Singleton - Golden Bay - Secret Harbour	0	6376
Singleton - Golden Bay - Secret Harbour	1	12078
Waikiki	0	3943
Waikiki	1	7719
Warnbro	0	3034
Warnbro	1	6780
Albany	0	3113
Albany	1	10145
Albany Region	0	562
Albany Region	1	2584
Bayonet Head - Lower King	0	899
Bayonet Head - Lower King	1	3656
Denmark	0	1328
Denmark	1	3887
Gnowangerup	0	347
Gnowangerup	1	2167
Katanning	0	888
Katanning	1	3043
Kojonup	0	539
Kojonup	1	3191
Little Grove - Elleker	0	649
Little Grove - Elleker	1	2776
McKail - Willyung	0	1697
McKail - Willyung	1	8032
Plantagenet	0	978
Plantagenet	1	3626
Chittering	0	1270
Chittering	1	3649
Cunderdin	0	533
Cunderdin	1	3095
Dowerin	0	433
Dowerin	1	3202
Gingin - Dandaragan	0	1666
Gingin - Dandaragan	1	5818
Merredin	0	740
Merredin	1	3910
Moora	0	655
Moora	1	3570
Mukinbudin	0	414
Mukinbudin	1	2361
Northam	0	2214
Northam	1	7745
Toodyay	0	952
Toodyay	1	2991
York - Beverley	0	894
York - Beverley	1	3793
Brookton	0	428
Brookton	1	2832
Kulin	0	466
Kulin	1	3413
Murray	0	401
Murray	1	1889
Narrogin	0	699
Narrogin	1	3432
Wagin	0	566
Wagin	1	3790
Broome	0	2267
Broome	1	9860
Derby - West Kimberley	0	619
Derby - West Kimberley	1	6437
Halls Creek	0	188
Halls Creek	1	2689
Kununurra	0	935
Kununurra	1	5282
Roebuck	0	146
Roebuck	1	1944
East Pilbara	0	1176
East Pilbara	1	4079
Newman	0	994
Newman	1	2833
Port Hedland	0	975
Port Hedland	1	2768
South Hedland	0	1916
South Hedland	1	5909
Ashburton (WA)	0	3462
Ashburton (WA)	1	7321
Karratha	0	3475
Karratha	1	10390
Roebourne	0	950
Roebourne	1	3901
Esperance	0	1536
Esperance	1	9162
Esperance Region	0	527
Esperance Region	1	2745
Carnarvon	0	874
Carnarvon	1	3396
Exmouth	0	722
Exmouth	1	3118
Boulder	0	1308
Boulder	1	4848
Kalgoorlie	0	3681
Kalgoorlie	1	8760
Kalgoorlie - North	0	2133
Kalgoorlie - North	1	6023
Kambalda - Coolgardie - Norseman	0	850
Kambalda - Coolgardie - Norseman	1	3013
Leinster - Leonora	0	618
Leinster - Leonora	1	3318
Geraldton	0	1873
Geraldton	1	8619
Geraldton - East	0	859
Geraldton - East	1	6389
Geraldton - North	0	1051
Geraldton - North	1	6072
Geraldton - South	0	1821
Geraldton - South	1	7513
Irwin	0	485
Irwin	1	2782
Meekatharra	0	479
Meekatharra	1	1900
Morawa	0	486
Morawa	1	3111
Northampton - Mullewa - Greenough	0	681
Northampton - Mullewa - Greenough	1	4499
Migratory - Offshore - Shipping (WA)	0	168
Migratory - Offshore - Shipping (WA)	1	193
No usual address (WA)	0	1484
No usual address (WA)	1	3512
Bridgewater - Gagebrook	0	241
Bridgewater - Gagebrook	1	6251
Brighton - Pontville	0	214
Brighton - Pontville	1	4857
Old Beach - Otago	0	382
Old Beach - Otago	1	3752
Bellerive - Rosny	0	756
Bellerive - Rosny	1	4881
Cambridge	0	810
Cambridge	1	6560
Geilston Bay - Risdon	0	310
Geilston Bay - Risdon	1	2786
Howrah - Tranmere	0	1201
Howrah - Tranmere	1	8714
Lindisfarne - Rose Bay	0	853
Lindisfarne - Rose Bay	1	6046
Mornington - Warrane	0	417
Mornington - Warrane	1	3960
Risdon Vale	0	178
Risdon Vale	1	2660
Rokeby	0	365
Rokeby	1	5264
South Arm	0	422
South Arm	1	3564
Austins Ferry - Granton	0	299
Austins Ferry - Granton	1	3485
Berriedale - Chigwell	0	475
Berriedale - Chigwell	1	4584
Claremont (Tas.)	0	569
Claremont (Tas.)	1	6624
Derwent Park - Lutana	0	494
Derwent Park - Lutana	1	3316
Glenorchy	0	1564
Glenorchy	1	8639
Montrose - Rosetta	0	547
Montrose - Rosetta	1	3889
Moonah	0	1040
Moonah	1	3818
New Norfolk	0	411
New Norfolk	1	5630
West Moonah	0	802
West Moonah	1	2834
Kingston - Huntingfield	0	1898
Kingston - Huntingfield	1	8829
Kingston Beach - Blackmans Bay	0	1743
Kingston Beach - Blackmans Bay	1	8070
Margate - Snug	0	968
Margate - Snug	1	6383
Taroona - Bonnet Hill	0	781
Taroona - Bonnet Hill	1	2646
Hobart	0	1893
Hobart	1	5176
Lenah Valley - Mount Stuart	0	1192
Lenah Valley - Mount Stuart	1	6643
Mount Nelson - Dynnyrne	0	1232
Mount Nelson - Dynnyrne	1	3218
New Town	0	1145
New Town	1	4509
Sandy Bay	0	3804
Sandy Bay	1	7342
South Hobart - Fern Tree	0	1189
South Hobart - Fern Tree	1	4541
West Hobart	0	1048
West Hobart	1	4517
Dodges Ferry - Lewisham	0	654
Dodges Ferry - Lewisham	1	6310
Sorell - Richmond	0	776
Sorell - Richmond	1	7178
Invermay	0	410
Invermay	1	2348
Kings Meadows - Punchbowl	0	439
Kings Meadows - Punchbowl	1	3456
Launceston	0	872
Launceston	1	3771
Legana	0	555
Legana	1	3332
Mowbray	0	963
Mowbray	1	2460
Newnham - Mayfield	0	1480
