SA2_NAME16	BornAust	Sex	persons
Niagara Park - Lisarow	0	F	640
Niagara Park - Lisarow	0	M	591
Niagara Park - Lisarow	1	F	3280
Niagara Park - Lisarow	1	M	3189
Point Clare - Koolewong	0	F	627
Point Clare - Koolewong	0	M	560
Point Clare - Koolewong	1	F	2440
Point Clare - Koolewong	1	M	2322
Saratoga - Davistown	0	F	448
Saratoga - Davistown	0	M	438
Saratoga - Davistown	1	F	2965
Saratoga - Davistown	1	M	2764
Terrigal - North Avoca	0	F	1311
Terrigal - North Avoca	0	M	1254
Terrigal - North Avoca	1	F	5161
Terrigal - North Avoca	1	M	4964
Umina - Booker Bay - Patonga	0	F	1881
Umina - Booker Bay - Patonga	0	M	1700
Umina - Booker Bay - Patonga	1	F	9438
Umina - Booker Bay - Patonga	1	M	8743
Wamberal - Forresters Beach	0	F	652
Wamberal - Forresters Beach	0	M	659
Wamberal - Forresters Beach	1	F	4039
Wamberal - Forresters Beach	1	M	3904
Woy Woy - Blackwall	0	F	1269
Woy Woy - Blackwall	0	M	1047
Woy Woy - Blackwall	1	F	5448
Woy Woy - Blackwall	1	M	5095
Wyoming	0	F	1064
Wyoming	0	M	980
Wyoming	1	F	4539
Wyoming	1	M	4117
Bateau Bay - Killarney Vale	0	F	1281
Bateau Bay - Killarney Vale	0	M	1076
Bateau Bay - Killarney Vale	1	F	9540
Bateau Bay - Killarney Vale	1	M	8680
Blue Haven - San Remo	0	F	597
Blue Haven - San Remo	0	M	518
Blue Haven - San Remo	1	F	4771
Blue Haven - San Remo	1	M	4537
Budgewoi - Buff Point - Halekulani	0	F	503
Budgewoi - Buff Point - Halekulani	0	M	483
Budgewoi - Buff Point - Halekulani	1	F	3909
Budgewoi - Buff Point - Halekulani	1	M	3824
Chittaway Bay - Tumbi Umbi	0	F	915
Chittaway Bay - Tumbi Umbi	0	M	898
Chittaway Bay - Tumbi Umbi	1	F	6664
Chittaway Bay - Tumbi Umbi	1	M	6188
Gorokan - Kanwal - Charmhaven	0	F	1383
Gorokan - Kanwal - Charmhaven	0	M	1193
Gorokan - Kanwal - Charmhaven	1	F	9044
Gorokan - Kanwal - Charmhaven	1	M	8531
Jilliby - Yarramalong	0	F	171
Jilliby - Yarramalong	0	M	188
Jilliby - Yarramalong	1	F	1342
Jilliby - Yarramalong	1	M	1346
Lake Munmorah - Mannering Park	0	F	635
Lake Munmorah - Mannering Park	0	M	572
Lake Munmorah - Mannering Park	1	F	4507
Lake Munmorah - Mannering Park	1	M	4284
Ourimbah - Fountaindale	0	F	379
Ourimbah - Fountaindale	0	M	341
Ourimbah - Fountaindale	1	F	1952
Ourimbah - Fountaindale	1	M	1957
Summerland Point - Gwandalan	0	F	304
Summerland Point - Gwandalan	0	M	324
Summerland Point - Gwandalan	1	F	2426
Summerland Point - Gwandalan	1	M	2439
The Entrance	0	F	1012
The Entrance	0	M	864
The Entrance	1	F	6045
The Entrance	1	M	5707
Toukley - Norah Head	0	F	555
Toukley - Norah Head	0	M	489
Toukley - Norah Head	1	F	3949
Toukley - Norah Head	1	M	3847
Tuggerah - Kangy Angy	0	F	514
Tuggerah - Kangy Angy	0	M	465
Tuggerah - Kangy Angy	1	F	2047
Tuggerah - Kangy Angy	1	M	1960
Warnervale - Wadalba	0	F	1173
Warnervale - Wadalba	0	M	1108
Warnervale - Wadalba	1	F	6349
Warnervale - Wadalba	1	M	5941
Wyong	0	F	709
Wyong	0	M	618
Wyong	1	F	3447
Wyong	1	M	3358
Bathurst	0	F	1087
Bathurst	0	M	1158
Bathurst	1	F	9927
Bathurst	1	M	9849
Bathurst - East	0	F	408
Bathurst - East	0	M	403
Bathurst - East	1	F	4857
Bathurst - East	1	M	4767
Bathurst Region	0	F	249
Bathurst Region	0	M	283
Bathurst Region	1	F	2678
Bathurst Region	1	M	2978
Oberon	0	F	204
Oberon	0	M	238
Oberon	1	F	1755
Oberon	1	M	1883
Condobolin	0	F	138
Condobolin	0	M	111
Condobolin	1	F	2742
Condobolin	1	M	2788
Cowra	0	F	279
Cowra	0	M	251
Cowra	1	F	4014
Cowra	1	M	3765
Cowra Region	0	F	168
Cowra Region	0	M	164
Cowra Region	1	F	2277
Cowra Region	1	M	2353
Forbes	0	F	224
Forbes	0	M	191
Forbes	1	F	4325
Forbes	1	M	4392
Grenfell	0	F	111
Grenfell	0	M	91
Grenfell	1	F	1522
Grenfell	1	M	1551
Parkes (NSW)	0	F	316
Parkes (NSW)	0	M	293
Parkes (NSW)	1	F	4810
Parkes (NSW)	1	M	4496
Parkes Region	0	F	97
Parkes Region	0	M	65
Parkes Region	1	F	1346
Parkes Region	1	M	1477
West Wyalong	0	F	153
West Wyalong	0	M	140
West Wyalong	1	F	2429
West Wyalong	1	M	2444
Lithgow	0	F	622
Lithgow	0	M	646
Lithgow	1	F	5099
Lithgow	1	M	5259
Lithgow Region	0	F	325
Lithgow Region	0	M	365
Lithgow Region	1	F	3155
Lithgow Region	1	M	3258
Mudgee	0	F	436
Mudgee	0	M	397
Mudgee	1	F	4952
Mudgee	1	M	4764
Mudgee Region - East	0	F	167
Mudgee Region - East	0	M	138
Mudgee Region - East	1	F	1301
Mudgee Region - East	1	M	1387
Mudgee Region - West	0	F	382
Mudgee Region - West	0	M	365
Mudgee Region - West	1	F	3943
Mudgee Region - West	1	M	4255
Blayney	0	F	224
Blayney	0	M	223
Blayney	1	F	3132
Blayney	1	M	3085
Orange	0	F	929
Orange	0	M	806
Orange	1	F	8131
Orange	1	M	7468
Orange - North	0	F	985
Orange - North	0	M	941
Orange - North	1	F	8503
Orange - North	1	M	8200
Orange Region	0	F	383
Orange Region	0	M	346
Orange Region	1	F	4881
Orange Region	1	M	5045
Grafton	0	F	572
Grafton	0	M	470
Grafton	1	F	8327
Grafton	1	M	7937
Grafton Region	0	F	588
Grafton Region	0	M	569
Grafton Region	1	F	6131
Grafton Region	1	M	6431
Maclean - Yamba - Iluka	0	F	851
Maclean - Yamba - Iluka	0	M	738
Maclean - Yamba - Iluka	1	F	6729
Maclean - Yamba - Iluka	1	M	6549
Bellingen	0	F	443
Bellingen	0	M	404
Bellingen	1	F	2355
Bellingen	1	M	2136
Coffs Harbour - North	0	F	1377
Coffs Harbour - North	0	M	1168
Coffs Harbour - North	1	F	6985
Coffs Harbour - North	1	M	6508
Coffs Harbour - South	0	F	957
Coffs Harbour - South	0	M	780
Coffs Harbour - South	1	F	3985
Coffs Harbour - South	1	M	3521
Coramba - Nana Glen - Bucca	0	F	220
Coramba - Nana Glen - Bucca	0	M	203
Coramba - Nana Glen - Bucca	1	F	1499
Coramba - Nana Glen - Bucca	1	M	1553
Dorrigo	0	F	177
Dorrigo	0	M	139
Dorrigo	1	F	1290
Dorrigo	1	M	1305
Korora - Emerald Beach	0	F	663
Korora - Emerald Beach	0	M	618
Korora - Emerald Beach	1	F	3559
Korora - Emerald Beach	1	M	3403
Sawtell - Boambee	0	F	1137
Sawtell - Boambee	0	M	988
Sawtell - Boambee	1	F	8299
Sawtell - Boambee	1	M	7885
Urunga	0	F	227
Urunga	0	M	196
Urunga	1	F	1935
Urunga	1	M	1933
Woolgoolga - Arrawarra	0	F	1004
Woolgoolga - Arrawarra	0	M	974
Woolgoolga - Arrawarra	1	F	4772
Woolgoolga - Arrawarra	1	M	4727
Bourke - Brewarrina	0	F	84
Bourke - Brewarrina	0	M	50
Bourke - Brewarrina	1	F	1560
Bourke - Brewarrina	1	M	1603
Cobar	0	F	181
Cobar	0	M	143
Cobar	1	F	1800
Cobar	1	M	1930
Coonamble	0	F	72
Coonamble	0	M	45
Coonamble	1	F	1664
Coonamble	1	M	1661
Nyngan - Warren	0	F	123
Nyngan - Warren	0	M	104
Nyngan - Warren	1	F	2056
Nyngan - Warren	1	M	2061
Walgett - Lightning Ridge	0	F	265
Walgett - Lightning Ridge	0	M	295
Walgett - Lightning Ridge	1	F	2366
Walgett - Lightning Ridge	1	M	2622
Broken Hill	0	F	412
Broken Hill	0	M	389
Broken Hill	1	F	7897
Broken Hill	1	M	7470
Far West	0	F	55
Far West	0	M	52
Far West	1	F	928
Far West	1	M	1081
Coonabarabran	0	F	251
Coonabarabran	0	M	227
Coonabarabran	1	F	3282
Coonabarabran	1	M	3304
Dubbo - East	0	F	362
Dubbo - East	0	M	334
Dubbo - East	1	F	4581
Dubbo - East	1	M	4275
Dubbo - South	0	F	799
Dubbo - South	0	M	772
Dubbo - South	1	F	7510
Dubbo - South	1	M	6658
Dubbo - West	0	F	336
Dubbo - West	0	M	313
Dubbo - West	1	F	3789
Dubbo - West	1	M	3587
Dubbo Region	0	F	118
Dubbo Region	0	M	107
Dubbo Region	1	F	2328
Dubbo Region	1	M	2497
Gilgandra	0	F	88
Gilgandra	0	M	72
Gilgandra	1	F	1926
Gilgandra	1	M	1867
Narromine	0	F	117
Narromine	0	M	119
Narromine	1	F	2788
Narromine	1	M	2776
Wellington	0	F	237
Wellington	0	M	270
Wellington	1	F	3443
Wellington	1	M	3816
Branxton - Greta - Pokolbin	0	F	418
Branxton - Greta - Pokolbin	0	M	385
Branxton - Greta - Pokolbin	1	F	4229
Branxton - Greta - Pokolbin	1	M	4337
Cessnock	0	F	672
Cessnock	0	M	682
Cessnock	1	F	9558
Cessnock	1	M	9523
Cessnock Region	0	F	305
Cessnock Region	0	M	300
Cessnock Region	1	F	3216
Cessnock Region	1	M	3133
Dungog	0	F	227
Dungog	0	M	213
Dungog	1	F	3862
Dungog	1	M	3910
Kurri Kurri - Abermain	0	F	469
Kurri Kurri - Abermain	0	M	425
Kurri Kurri - Abermain	1	F	7742
Kurri Kurri - Abermain	1	M	7703
Singleton	0	F	693
Singleton	0	M	666
Singleton	1	F	6690
Singleton	1	M	6976
Singleton Region	0	F	160
Singleton Region	0	M	148
Singleton Region	1	F	1908
Singleton Region	1	M	2017
Maitland	0	F	259
Maitland	0	M	280
Maitland	1	F	2837
Maitland	1	M	2752
Maitland - East	0	F	1219
Maitland - East	0	M	1131
Maitland - East	1	F	12158
Maitland - East	1	M	11423
Maitland - North	0	F	270
Maitland - North	0	M	263
Maitland - North	1	F	3399
Maitland - North	1	M	3306
Maitland - West	0	F	897
Maitland - West	0	M	816
Maitland - West	1	F	9991
Maitland - West	1	M	9513
Thornton - Millers Forest	0	F	419
Thornton - Millers Forest	0	M	372
Thornton - Millers Forest	1	F	4480
Thornton - Millers Forest	1	M	4438
Anna Bay	0	F	363
Anna Bay	0	M	324
Anna Bay	1	F	2276
Anna Bay	1	M	2248
Lemon Tree Passage - Tanilba Bay	0	F	365
Lemon Tree Passage - Tanilba Bay	0	M	359
Lemon Tree Passage - Tanilba Bay	1	F	2705
Lemon Tree Passage - Tanilba Bay	1	M	2713
Nelson Bay Peninsula	0	F	1701
Nelson Bay Peninsula	0	M	1575
Nelson Bay Peninsula	1	F	8274
Nelson Bay Peninsula	1	M	7760
Raymond Terrace	0	F	554
Raymond Terrace	0	M	494
Raymond Terrace	1	F	5881
Raymond Terrace	1	M	5770
Seaham - Woodville	0	F	169
Seaham - Woodville	0	M	158
Seaham - Woodville	1	F	2398
Seaham - Woodville	1	M	2397
Tea Gardens - Hawks Nest	0	F	369
Tea Gardens - Hawks Nest	0	M	365
Tea Gardens - Hawks Nest	1	F	1980
Tea Gardens - Hawks Nest	1	M	1967
Williamtown - Medowie - Karuah	0	F	613
Williamtown - Medowie - Karuah	0	M	627
Williamtown - Medowie - Karuah	1	F	5559
Williamtown - Medowie - Karuah	1	M	5677
Muswellbrook	0	F	470
Muswellbrook	0	M	547
Muswellbrook	1	F	5022
Muswellbrook	1	M	5224
Muswellbrook Region	0	F	127
Muswellbrook Region	0	M	131
Muswellbrook Region	1	F	1627
Muswellbrook Region	1	M	1725
Scone	0	F	251
Scone	0	M	263
Scone	1	F	2474
Scone	1	M	2337
Scone Region	0	F	275
Scone Region	0	M	259
Scone Region	1	F	3371
Scone Region	1	M	3383
Dapto - Avondale	0	F	2092
Dapto - Avondale	0	M	1899
Dapto - Avondale	1	F	9398
Dapto - Avondale	1	M	8952
Horsley - Kembla Grange	0	F	727
Horsley - Kembla Grange	0	M	692
Horsley - Kembla Grange	1	F	3570
Horsley - Kembla Grange	1	M	3413
Port Kembla Industrial	0	M	3
Port Kembla Industrial	1	M	9
Unanderra - Mount Kembla	0	F	1531
Unanderra - Mount Kembla	0	M	1380
Unanderra - Mount Kembla	1	F	5900
Unanderra - Mount Kembla	1	M	5727
Berkeley - Lake Heights - Cringila	0	F	1943
Berkeley - Lake Heights - Cringila	0	M	1761
Berkeley - Lake Heights - Cringila	1	F	4507
Berkeley - Lake Heights - Cringila	1	M	4568
Port Kembla - Warrawong	0	F	1531
Port Kembla - Warrawong	0	M	1341
Port Kembla - Warrawong	1	F	2937
Port Kembla - Warrawong	1	M	3044
Windang - Primbee	0	F	392
Windang - Primbee	0	M	381
Windang - Primbee	1	F	1578
Windang - Primbee	1	M	1657
Albion Park - Macquarie Pass	0	F	991
Albion Park - Macquarie Pass	0	M	859
Albion Park - Macquarie Pass	1	F	6085
Albion Park - Macquarie Pass	1	M	5781
Albion Park Rail	0	F	517
Albion Park Rail	0	M	481
Albion Park Rail	1	F	2789
Albion Park Rail	1	M	2679
Kiama	0	F	702
Kiama	0	M	613
Kiama	1	F	2991
Kiama	1	M	2927
Kiama Downs - Minnamurra	0	F	374
Kiama Downs - Minnamurra	0	M	353
Kiama Downs - Minnamurra	1	F	2453
Kiama Downs - Minnamurra	1	M	2432
Kiama Hinterland - Gerringong	0	F	465
Kiama Hinterland - Gerringong	0	M	431
Kiama Hinterland - Gerringong	1	F	3159
Kiama Hinterland - Gerringong	1	M	3010
Shellharbour - Flinders	0	F	1422
Shellharbour - Flinders	0	M	1347
Shellharbour - Flinders	1	F	6616
Shellharbour - Flinders	1	M	6552
Shellharbour - Oak Flats	0	F	1026
Shellharbour - Oak Flats	0	M	917
Shellharbour - Oak Flats	1	F	3836
Shellharbour - Oak Flats	1	M	3634
Warilla	0	F	2052
Warilla	0	M	1801
Warilla	1	F	7573
Warilla	1	M	7406
Balgownie - Fairy Meadow	0	F	2550
Balgownie - Fairy Meadow	0	M	2441
Balgownie - Fairy Meadow	1	F	7692
Balgownie - Fairy Meadow	1	M	7409
Corrimal - Tarrawanna - Bellambi	0	F	1534
Corrimal - Tarrawanna - Bellambi	0	M	1291
Corrimal - Tarrawanna - Bellambi	1	F	5942
Corrimal - Tarrawanna - Bellambi	1	M	5759
Figtree - Keiraville	0	F	2569
Figtree - Keiraville	0	M	2584
Figtree - Keiraville	1	F	7623
Figtree - Keiraville	1	M	7468
Helensburgh	0	F	576
Helensburgh	0	M	528
Helensburgh	1	F	3574
Helensburgh	1	M	3703
Thirroul - Austinmer - Coalcliff	0	F	900
Thirroul - Austinmer - Coalcliff	0	M	834
Thirroul - Austinmer - Coalcliff	1	F	4522
Thirroul - Austinmer - Coalcliff	1	M	4481
Woonona - Bulli - Russell Vale	0	F	1517
Woonona - Bulli - Russell Vale	0	M	1304
Woonona - Bulli - Russell Vale	1	F	8255
Woonona - Bulli - Russell Vale	1	M	7817
Wollongong - East	0	F	1995
Wollongong - East	0	M	2086
Wollongong - East	1	F	4105
Wollongong - East	1	M	4127
Wollongong - West	0	F	2632
Wollongong - West	0	M	2915
Wollongong - West	1	F	5092
Wollongong - West	1	M	5126
Bulahdelah - Stroud	0	F	205
Bulahdelah - Stroud	0	M	193
Bulahdelah - Stroud	1	F	1933
Bulahdelah - Stroud	1	M	1983
Forster	0	F	731
Forster	0	M	720
Forster	1	F	6157
Forster	1	M	5489
Forster-Tuncurry Region	0	F	337
Forster-Tuncurry Region	0	M	358
Forster-Tuncurry Region	1	F	2348
Forster-Tuncurry Region	1	M	2510
Tuncurry	0	F	329
Tuncurry	0	M	280
Tuncurry	1	F	2612
Tuncurry	1	M	2373
Kempsey	0	F	429
Kempsey	0	M	430
Kempsey	1	F	6220
Kempsey	1	M	6170
Kempsey Region	0	F	391
Kempsey Region	0	M	373
Kempsey Region	1	F	3531
Kempsey Region	1	M	3777
Macksville - Scotts Head	0	F	170
Macksville - Scotts Head	0	M	146
Macksville - Scotts Head	1	F	2050
Macksville - Scotts Head	1	M	1969
Nambucca Heads	0	F	408
Nambucca Heads	0	M	346
Nambucca Heads	1	F	2766
Nambucca Heads	1	M	2559
Nambucca Heads Region	0	F	344
Nambucca Heads Region	0	M	338
Nambucca Heads Region	1	F	3130
Nambucca Heads Region	1	M	3180
South West Rocks	0	F	236
South West Rocks	0	M	196
South West Rocks	1	F	2155
South West Rocks	1	M	2113
Lord Howe Island	0	F	29
Lord Howe Island	0	M	30
Lord Howe Island	1	F	147
Lord Howe Island	1	M	138
Laurieton - Bonny Hills	0	F	901
Laurieton - Bonny Hills	0	M	779
Laurieton - Bonny Hills	1	F	7031
Laurieton - Bonny Hills	1	M	6754
Port Macquarie - East	0	F	1871
Port Macquarie - East	0	M	1781
Port Macquarie - East	1	F	11950
Port Macquarie - East	1	M	10838
Port Macquarie - West	0	F	1279
Port Macquarie - West	0	M	1063
Port Macquarie - West	1	F	7268
Port Macquarie - West	1	M	6328
Port Macquarie Region	0	F	251
Port Macquarie Region	0	M	200
Port Macquarie Region	1	F	2046
Port Macquarie Region	1	M	2207
Wauchope	0	F	428
Wauchope	0	M	407
Wauchope	1	F	4937
Wauchope	1	M	4524
Gloucester	0	F	209
Gloucester	0	M	164
Gloucester	1	F	2131
Gloucester	1	M	2119
Old Bar - Manning Point - Red Head	0	F	586
Old Bar - Manning Point - Red Head	0	M	554
Old Bar - Manning Point - Red Head	1	F	4455
Old Bar - Manning Point - Red Head	1	M	4191
Taree	0	F	829
Taree	0	M	749
Taree	1	F	8929
Taree	1	M	8244
Taree Region	0	F	552
Taree Region	0	M	536
Taree Region	1	F	4974
Taree Region	1	M	5183
Wingham	0	F	194
Wingham	0	M	177
Wingham	1	F	2408
Wingham	1	M	2176
Albury - East	0	F	740
Albury - East	0	M	681
Albury - East	1	F	6628
Albury - East	1	M	6185
Albury - North	0	F	523
Albury - North	0	M	464
Albury - North	1	F	4042
Albury - North	1	M	3905
Albury - South	0	F	598
Albury - South	0	M	600
Albury - South	1	F	4294
Albury - South	1	M	3879
Albury Region	0	F	355
Albury Region	0	M	338
Albury Region	1	F	4988
Albury Region	1	M	5028
Lavington	0	F	953
Lavington	0	M	890
Lavington	1	F	5944
Lavington	1	M	5479
Hay	0	F	104
Hay	0	M	90
Hay	1	F	1170
Hay	1	M	1201
Wentworth - Buronga	0	F	168
Wentworth - Buronga	0	M	171
Wentworth - Buronga	1	F	2466
Wentworth - Buronga	1	M	2528
Wentworth-Balranald Region	0	F	128
Wentworth-Balranald Region	0	M	89
Wentworth-Balranald Region	1	F	1360
Wentworth-Balranald Region	1	M	1548
Corowa	0	F	198
Corowa	0	M	201
Corowa	1	F	2357
Corowa	1	M	2251
Corowa Region	0	F	241
Corowa Region	0	M	213
Corowa Region	1	F	2732
Corowa Region	1	M	2823
Deniliquin	0	F	246
Deniliquin	0	M	252
Deniliquin	1	F	3169
Deniliquin	1	M	2930
Deniliquin Region	0	F	188
Deniliquin Region	0	M	156
Deniliquin Region	1	F	2741
Deniliquin Region	1	M	2943
Moama	0	F	262
Moama	0	M	231
Moama	1	F	2506
Moama	1	M	2370
Tocumwal - Finley - Jerilderie	0	F	377
Tocumwal - Finley - Jerilderie	0	M	367
Tocumwal - Finley - Jerilderie	1	F	3898
Tocumwal - Finley - Jerilderie	1	M	3941
Armidale	0	F	1668
Armidale	0	M	1597
Armidale	1	F	9563
Armidale	1	M	8675
Armidale Region - North	0	F	150
Armidale Region - North	0	M	118
Armidale Region - North	1	F	1873
Armidale Region - North	1	M	1942
Armidale Region - South	0	F	215
Armidale Region - South	0	M	201
Armidale Region - South	1	F	2614
Armidale Region - South	1	M	2472
Walcha	0	F	85
Walcha	0	M	82
Walcha	1	F	1311
Walcha	1	M	1340
Glen Innes	0	F	310
Glen Innes	0	M	278
Glen Innes	1	F	3601
Glen Innes	1	M	3615
Inverell	0	F	376
Inverell	0	M	336
Inverell	1	F	5184
Inverell	1	M	4819
Inverell Region - East	0	F	192
Inverell Region - East	0	M	166
Inverell Region - East	1	F	2067
Inverell Region - East	1	M	2156
Inverell Region - West	0	F	141
Inverell Region - West	0	M	85
Inverell Region - West	1	F	2498
Inverell Region - West	1	M	2580
Tenterfield	0	F	250
Tenterfield	0	M	256
Tenterfield	1	F	2668
Tenterfield	1	M	2593
Moree	0	F	227
Moree	0	M	258
Moree	1	F	3345
Moree	1	M	3244
Moree Region	0	F	122
Moree Region	0	M	110
Moree Region	1	F	2140
Moree Region	1	M	2355
Narrabri	0	F	167
Narrabri	0	M	159
Narrabri	1	F	3088
Narrabri	1	M	2936
Narrabri Region	0	F	108
Narrabri Region	0	M	88
Narrabri Region	1	F	1875
Narrabri Region	1	M	2053
Gunnedah	0	F	261
Gunnedah	0	M	214
Gunnedah	1	F	4013
Gunnedah	1	M	3892
Gunnedah Region	0	F	73
Gunnedah Region	0	M	72
Gunnedah Region	1	F	1697
Gunnedah Region	1	M	1854
Quirindi	0	F	181
Quirindi	0	M	160
Quirindi	1	F	3206
Quirindi	1	M	3302
Tamworth - East	0	F	660
Tamworth - East	0	M	745
Tamworth - East	1	F	8925
Tamworth - East	1	M	8488
Tamworth - North	0	F	640
Tamworth - North	0	M	653
Tamworth - North	1	F	6695
Tamworth - North	1	M	5883
Tamworth - West	0	F	172
Tamworth - West	0	M	179
Tamworth - West	1	F	2356
Tamworth - West	1	M	2229
Tamworth Region	0	F	529
Tamworth Region	0	M	449
Tamworth Region	1	F	7880
Tamworth Region	1	M	7874
Belmont - Bennetts Green	0	F	769
Belmont - Bennetts Green	0	M	660
Belmont - Bennetts Green	1	F	7866
Belmont - Bennetts Green	1	M	7650
Belmont South - Blacksmiths	0	F	202
Belmont South - Blacksmiths	0	M	167
Belmont South - Blacksmiths	1	F	2496
Belmont South - Blacksmiths	1	M	2428
Charlestown - Dudley	0	F	1291
Charlestown - Dudley	0	M	1135
Charlestown - Dudley	1	F	10430
Charlestown - Dudley	1	M	9998
Glendale - Cardiff - Hillsborough	0	F	1184
Glendale - Cardiff - Hillsborough	0	M	1074
Glendale - Cardiff - Hillsborough	1	F	10236
Glendale - Cardiff - Hillsborough	1	M	9956
Mount Hutton - Windale	0	F	372
Mount Hutton - Windale	0	M	332
Mount Hutton - Windale	1	F	3956
Mount Hutton - Windale	1	M	3606
Redhead	0	F	192
Redhead	0	M	169
Redhead	1	F	1497
Redhead	1	M	1448
Swansea - Caves Beach	0	F	584
Swansea - Caves Beach	0	M	536
Swansea - Caves Beach	1	F	4985
Swansea - Caves Beach	1	M	4845
Valentine - Eleebana	0	F	672
Valentine - Eleebana	0	M	718
Valentine - Eleebana	1	F	5248
Valentine - Eleebana	1	M	4958
Warners Bay - Boolaroo	0	F	788
Warners Bay - Boolaroo	0	M	715
Warners Bay - Boolaroo	1	F	5849
Warners Bay - Boolaroo	1	M	5431
Bolton Point - Teralba	0	F	404
Bolton Point - Teralba	0	M	330
Bolton Point - Teralba	1	F	3708
Bolton Point - Teralba	1	M	3595
Bonnells Bay - Silverwater	0	F	554
Bonnells Bay - Silverwater	0	M	494
Bonnells Bay - Silverwater	1	F	3694
Bonnells Bay - Silverwater	1	M	3572
Edgeworth - Cameron Park	0	F	744
Edgeworth - Cameron Park	0	M	645
Edgeworth - Cameron Park	1	F	6296
Edgeworth - Cameron Park	1	M	5976
