SA2_NAME16	MaxSchoolingCompleted	adults
Carramar	Did not go to school	65
Carramar	Year 8	173
Carramar	Year 9	435
Carramar	Year 10	2306
Carramar	Year 11	1526
Carramar	Year 12	7048
Clarkson	Did not go to school	59
Clarkson	Year 8	155
Clarkson	Year 9	360
Clarkson	Year 10	1948
Clarkson	Year 11	1227
Clarkson	Year 12	5661
Girrawheen	Did not go to school	226
Girrawheen	Year 8	494
Girrawheen	Year 9	411
Girrawheen	Year 10	1547
Girrawheen	Year 11	682
Girrawheen	Year 12	2979
Madeley - Darch - Landsdale	Did not go to school	202
Madeley - Darch - Landsdale	Year 8	558
Madeley - Darch - Landsdale	Year 9	771
Madeley - Darch - Landsdale	Year 10	3592
Madeley - Darch - Landsdale	Year 11	1925
Madeley - Darch - Landsdale	Year 12	11274
Marangaroo	Did not go to school	215
Marangaroo	Year 8	528
Marangaroo	Year 9	449
Marangaroo	Year 10	1759
Marangaroo	Year 11	914
Marangaroo	Year 12	4037
Mindarie - Quinns Rocks - Jindalee	Did not go to school	35
Mindarie - Quinns Rocks - Jindalee	Year 8	223
Mindarie - Quinns Rocks - Jindalee	Year 9	618
Mindarie - Quinns Rocks - Jindalee	Year 10	3113
Mindarie - Quinns Rocks - Jindalee	Year 11	1606
Mindarie - Quinns Rocks - Jindalee	Year 12	8147
Tapping - Ashby - Sinagra	Did not go to school	33
Tapping - Ashby - Sinagra	Year 8	185
Tapping - Ashby - Sinagra	Year 9	394
Tapping - Ashby - Sinagra	Year 10	2084
Tapping - Ashby - Sinagra	Year 11	1157
Tapping - Ashby - Sinagra	Year 12	5496
Wanneroo	Did not go to school	117
Wanneroo	Year 8	600
Wanneroo	Year 9	948
Wanneroo	Year 10	4726
Wanneroo	Year 11	2301
Wanneroo	Year 12	10383
Alkimos - Eglinton	Did not go to school	6
Alkimos - Eglinton	Year 8	45
Alkimos - Eglinton	Year 9	144
Alkimos - Eglinton	Year 10	1031
Alkimos - Eglinton	Year 11	667
Alkimos - Eglinton	Year 12	3417
Carabooda - Pinjar	Did not go to school	12
Carabooda - Pinjar	Year 8	20
Carabooda - Pinjar	Year 9	36
Carabooda - Pinjar	Year 10	161
Carabooda - Pinjar	Year 11	63
Carabooda - Pinjar	Year 12	244
Two Rocks	Did not go to school	4
Two Rocks	Year 8	73
Two Rocks	Year 9	156
Two Rocks	Year 10	641
Two Rocks	Year 11	254
Two Rocks	Year 12	939
Yanchep	Did not go to school	22
Yanchep	Year 8	110
Yanchep	Year 9	301
Yanchep	Year 10	1597
Yanchep	Year 11	848
Yanchep	Year 12	2964
Armadale - Wungong - Brookdale	Did not go to school	96
Armadale - Wungong - Brookdale	Year 8	582
Armadale - Wungong - Brookdale	Year 9	899
Armadale - Wungong - Brookdale	Year 10	4153
Armadale - Wungong - Brookdale	Year 11	1747
Armadale - Wungong - Brookdale	Year 12	5583
Ashendon - Lesley	Year 12	3
Camillo - Champion Lakes	Did not go to school	47
Camillo - Champion Lakes	Year 8	143
Camillo - Champion Lakes	Year 9	288
Camillo - Champion Lakes	Year 10	1335
Camillo - Champion Lakes	Year 11	559
Camillo - Champion Lakes	Year 12	1701
Forrestdale - Harrisdale - Piara Waters	Did not go to school	67
Forrestdale - Harrisdale - Piara Waters	Year 8	175
Forrestdale - Harrisdale - Piara Waters	Year 9	356
Forrestdale - Harrisdale - Piara Waters	Year 10	2140
Forrestdale - Harrisdale - Piara Waters	Year 11	1290
Forrestdale - Harrisdale - Piara Waters	Year 12	9636
Kelmscott	Did not go to school	65
Kelmscott	Year 8	283
Kelmscott	Year 9	426
Kelmscott	Year 10	2268
Kelmscott	Year 11	981
Kelmscott	Year 12	3648
Mount Nasura - Mount Richon - Bedfordale	Did not go to school	23
Mount Nasura - Mount Richon - Bedfordale	Year 8	152
Mount Nasura - Mount Richon - Bedfordale	Year 9	356
Mount Nasura - Mount Richon - Bedfordale	Year 10	1749
Mount Nasura - Mount Richon - Bedfordale	Year 11	768
Mount Nasura - Mount Richon - Bedfordale	Year 12	3052
Roleystone	Did not go to school	3
Roleystone	Year 8	106
Roleystone	Year 9	231
Roleystone	Year 10	1440
Roleystone	Year 11	650
Roleystone	Year 12	2927
Seville Grove	Did not go to school	63
Seville Grove	Year 8	199
Seville Grove	Year 9	425
Seville Grove	Year 10	1912
Seville Grove	Year 11	946
Seville Grove	Year 12	3477
Belmont - Ascot - Redcliffe	Did not go to school	110
Belmont - Ascot - Redcliffe	Year 8	492
Belmont - Ascot - Redcliffe	Year 9	491
Belmont - Ascot - Redcliffe	Year 10	2111
Belmont - Ascot - Redcliffe	Year 11	1061
Belmont - Ascot - Redcliffe	Year 12	6302
East Victoria Park - Carlisle	Did not go to school	132
East Victoria Park - Carlisle	Year 8	373
East Victoria Park - Carlisle	Year 9	390
East Victoria Park - Carlisle	Year 10	1735
East Victoria Park - Carlisle	Year 11	938
East Victoria Park - Carlisle	Year 12	8864
Kewdale Commercial	Year 10	3
Rivervale - Kewdale - Cloverdale	Did not go to school	288
Rivervale - Kewdale - Cloverdale	Year 8	865
Rivervale - Kewdale - Cloverdale	Year 9	834
Rivervale - Kewdale - Cloverdale	Year 10	3402
Rivervale - Kewdale - Cloverdale	Year 11	1711
Rivervale - Kewdale - Cloverdale	Year 12	11488
Victoria Park - Lathlain - Burswood	Did not go to school	71
Victoria Park - Lathlain - Burswood	Year 8	283
Victoria Park - Lathlain - Burswood	Year 9	286
Victoria Park - Lathlain - Burswood	Year 10	1499
Victoria Park - Lathlain - Burswood	Year 11	828
Victoria Park - Lathlain - Burswood	Year 12	8456
Bentley - Wilson - St James	Did not go to school	175
Bentley - Wilson - St James	Year 8	649
Bentley - Wilson - St James	Year 9	569
Bentley - Wilson - St James	Year 10	1974
Bentley - Wilson - St James	Year 11	1036
Bentley - Wilson - St James	Year 12	11058
Canning Vale - West	Did not go to school	49
Canning Vale - West	Year 8	184
Canning Vale - West	Year 9	306
Canning Vale - West	Year 10	1356
Canning Vale - West	Year 11	762
Canning Vale - West	Year 12	5117
Cannington - Queens Park	Did not go to school	174
Cannington - Queens Park	Year 8	551
Cannington - Queens Park	Year 9	523
Cannington - Queens Park	Year 10	1931
Cannington - Queens Park	Year 11	966
Cannington - Queens Park	Year 12	9351
Parkwood - Ferndale - Lynwood	Did not go to school	122
Parkwood - Ferndale - Lynwood	Year 8	397
Parkwood - Ferndale - Lynwood	Year 9	499
Parkwood - Ferndale - Lynwood	Year 10	2251
Parkwood - Ferndale - Lynwood	Year 11	1049
Parkwood - Ferndale - Lynwood	Year 12	6490
Riverton - Shelley - Rossmoyne	Did not go to school	46
Riverton - Shelley - Rossmoyne	Year 8	294
Riverton - Shelley - Rossmoyne	Year 9	435
Riverton - Shelley - Rossmoyne	Year 10	1618
Riverton - Shelley - Rossmoyne	Year 11	806
Riverton - Shelley - Rossmoyne	Year 12	7183
Welshpool	Year 10	8
Welshpool	Year 12	3
Willetton	Did not go to school	78
Willetton	Year 8	331
Willetton	Year 9	601
Willetton	Year 10	2237
Willetton	Year 11	1139
Willetton	Year 12	9482
Beckenham - Kenwick - Langford	Did not go to school	299
Beckenham - Kenwick - Langford	Year 8	742
Beckenham - Kenwick - Langford	Year 9	739
Beckenham - Kenwick - Langford	Year 10	3012
Beckenham - Kenwick - Langford	Year 11	1402
Beckenham - Kenwick - Langford	Year 12	7990
Canning Vale - East	Did not go to school	142
Canning Vale - East	Year 8	463
Canning Vale - East	Year 9	632
Canning Vale - East	Year 10	2857
Canning Vale - East	Year 11	1461
Canning Vale - East	Year 12	10755
Gosnells	Did not go to school	245
Gosnells	Year 8	775
Gosnells	Year 9	1001
Gosnells	Year 10	4172
Gosnells	Year 11	1841
Gosnells	Year 12	6385
Huntingdale - Southern River	Did not go to school	118
Huntingdale - Southern River	Year 8	330
Huntingdale - Southern River	Year 9	688
Huntingdale - Southern River	Year 10	3042
Huntingdale - Southern River	Year 11	1528
Huntingdale - Southern River	Year 12	7904
Maddington - Orange Grove - Martin	Did not go to school	247
Maddington - Orange Grove - Martin	Year 8	622
Maddington - Orange Grove - Martin	Year 9	616
Maddington - Orange Grove - Martin	Year 10	2644
Maddington - Orange Grove - Martin	Year 11	1139
Maddington - Orange Grove - Martin	Year 12	4690
Thornlie	Did not go to school	212
Thornlie	Year 8	701
Thornlie	Year 9	940
Thornlie	Year 10	4278
Thornlie	Year 11	2077
Thornlie	Year 12	9352
Forrestfield - Wattle Grove	Did not go to school	111
Forrestfield - Wattle Grove	Year 8	419
Forrestfield - Wattle Grove	Year 9	787
Forrestfield - Wattle Grove	Year 10	3524
Forrestfield - Wattle Grove	Year 11	1697
Forrestfield - Wattle Grove	Year 12	7179
High Wycombe	Did not go to school	38
High Wycombe	Year 8	322
High Wycombe	Year 9	545
High Wycombe	Year 10	2657
High Wycombe	Year 11	1282
High Wycombe	Year 12	4156
Kalamunda - Maida Vale - Gooseberry Hill	Did not go to school	26
Kalamunda - Maida Vale - Gooseberry Hill	Year 8	319
Kalamunda - Maida Vale - Gooseberry Hill	Year 9	521
Kalamunda - Maida Vale - Gooseberry Hill	Year 10	2772
Kalamunda - Maida Vale - Gooseberry Hill	Year 11	1295
Kalamunda - Maida Vale - Gooseberry Hill	Year 12	6625
Lesmurdie - Bickley - Carmel	Did not go to school	22
Lesmurdie - Bickley - Carmel	Year 8	268
Lesmurdie - Bickley - Carmel	Year 9	456
Lesmurdie - Bickley - Carmel	Year 10	2069
Lesmurdie - Bickley - Carmel	Year 11	1039
Lesmurdie - Bickley - Carmel	Year 12	4817
Byford	Did not go to school	36
Byford	Year 8	252
Byford	Year 9	563
Byford	Year 10	3078
Byford	Year 11	1564
Byford	Year 12	5543
Mundijong	Did not go to school	5
Mundijong	Year 8	149
Mundijong	Year 9	296
Mundijong	Year 10	1600
Mundijong	Year 11	670
Mundijong	Year 12	2009
Serpentine - Jarrahdale	Did not go to school	9
Serpentine - Jarrahdale	Year 8	91
Serpentine - Jarrahdale	Year 9	186
Serpentine - Jarrahdale	Year 10	1003
Serpentine - Jarrahdale	Year 11	389
Serpentine - Jarrahdale	Year 12	1248
Como	Did not go to school	40
Como	Year 8	231
Como	Year 9	342
Como	Year 10	1488
Como	Year 11	788
Como	Year 12	8343
Manning - Waterford	Did not go to school	71
Manning - Waterford	Year 8	214
Manning - Waterford	Year 9	348
Manning - Waterford	Year 10	1209
Manning - Waterford	Year 11	616
Manning - Waterford	Year 12	6342
South Perth - Kensington	Did not go to school	29
South Perth - Kensington	Year 8	200
South Perth - Kensington	Year 9	370
South Perth - Kensington	Year 10	1619
South Perth - Kensington	Year 11	901
South Perth - Kensington	Year 12	9672
Banjup	Did not go to school	54
Banjup	Year 8	226
Banjup	Year 9	535
Banjup	Year 10	2362
Banjup	Year 11	1282
Banjup	Year 12	7778
Bibra Industrial	Year 10	3
Coogee	Did not go to school	39
Coogee	Year 8	346
Coogee	Year 9	354
Coogee	Year 10	1740
Coogee	Year 11	749
Coogee	Year 12	3496
Coolbellup	Did not go to school	32
Coolbellup	Year 8	279
Coolbellup	Year 9	376
Coolbellup	Year 10	1437
Coolbellup	Year 11	590
Coolbellup	Year 12	3442
Hamilton Hill	Did not go to school	102
Hamilton Hill	Year 8	647
Hamilton Hill	Year 9	408
Hamilton Hill	Year 10	1610
Hamilton Hill	Year 11	725
Hamilton Hill	Year 12	4239
Henderson	Year 10	3
Henderson	Year 12	5
North Coogee	Year 8	26
North Coogee	Year 9	54
North Coogee	Year 10	343
North Coogee	Year 11	162
North Coogee	Year 12	1223
South Lake - Cockburn Central	Did not go to school	68
South Lake - Cockburn Central	Year 8	304
South Lake - Cockburn Central	Year 9	420
South Lake - Cockburn Central	Year 10	1975
South Lake - Cockburn Central	Year 11	987
South Lake - Cockburn Central	Year 12	5119
Spearwood	Did not go to school	125
Spearwood	Year 8	654
Spearwood	Year 9	476
Spearwood	Year 10	1899
Spearwood	Year 11	784
Spearwood	Year 12	3681
Success - Hammond Park	Did not go to school	48
Success - Hammond Park	Year 8	184
Success - Hammond Park	Year 9	365
Success - Hammond Park	Year 10	1827
Success - Hammond Park	Year 11	1076
Success - Hammond Park	Year 12	6948
Yangebup	Did not go to school	31
Yangebup	Year 8	213
Yangebup	Year 9	325
Yangebup	Year 10	1375
Yangebup	Year 11	666
Yangebup	Year 12	2856
Beeliar - Wattleup	Did not go to school	29
Beeliar - Wattleup	Year 8	190
Beeliar - Wattleup	Year 9	255
Beeliar - Wattleup	Year 10	1371
Beeliar - Wattleup	Year 11	707
Beeliar - Wattleup	Year 12	3368
Jandakot	Did not go to school	5
Jandakot	Year 8	42
Jandakot	Year 9	88
Jandakot	Year 10	446
Jandakot	Year 11	194
Jandakot	Year 12	1268
East Fremantle	Did not go to school	13
East Fremantle	Year 8	157
East Fremantle	Year 9	171
East Fremantle	Year 10	737
East Fremantle	Year 11	386
East Fremantle	Year 12	4070
Fremantle	Did not go to school	72
Fremantle	Year 8	435
Fremantle	Year 9	372
Fremantle	Year 10	1570
Fremantle	Year 11	854
Fremantle	Year 12	7949
Fremantle - South	Did not go to school	84
Fremantle - South	Year 8	651
Fremantle - South	Year 9	514
Fremantle - South	Year 10	1962
Fremantle - South	Year 11	900
Fremantle - South	Year 12	6932
O'Connor (WA)	Year 12	3
Bertram - Wellard (West)	Did not go to school	43
Bertram - Wellard (West)	Year 8	166
Bertram - Wellard (West)	Year 9	366
Bertram - Wellard (West)	Year 10	1908
Bertram - Wellard (West)	Year 11	1103
Bertram - Wellard (West)	Year 12	6066
Calista	Did not go to school	38
Calista	Year 8	253
Calista	Year 9	411
Calista	Year 10	1672
Calista	Year 11	693
Calista	Year 12	2209
Hope Valley - Postans	Year 8	5
Hope Valley - Postans	Year 9	3
Hope Valley - Postans	Year 10	21
Hope Valley - Postans	Year 11	6
Hope Valley - Postans	Year 12	18
Kwinana Industrial	Year 10	4
Kwinana Industrial	Year 11	5
Kwinana Industrial	Year 12	7
Parmelia - Orelia	Did not go to school	53
Parmelia - Orelia	Year 8	343
Parmelia - Orelia	Year 9	551
Parmelia - Orelia	Year 10	2470
Parmelia - Orelia	Year 11	1114
Parmelia - Orelia	Year 12	3084
Casuarina - Wandi	Did not go to school	10
Casuarina - Wandi	Year 8	85
Casuarina - Wandi	Year 9	173
Casuarina - Wandi	Year 10	921
Casuarina - Wandi	Year 11	468
Casuarina - Wandi	Year 12	2261
Applecross - Ardross	Did not go to school	12
Applecross - Ardross	Year 8	133
Applecross - Ardross	Year 9	297
Applecross - Ardross	Year 10	1163
Applecross - Ardross	Year 11	605
Applecross - Ardross	Year 12	6427
Bateman	Did not go to school	11
Bateman	Year 8	54
Bateman	Year 9	104
Bateman	Year 10	464
Bateman	Year 11	243
Bateman	Year 12	2061
Bicton - Palmyra	Did not go to school	31
Bicton - Palmyra	Year 8	302
Bicton - Palmyra	Year 9	428
Bicton - Palmyra	Year 10	1865
Bicton - Palmyra	Year 11	848
Bicton - Palmyra	Year 12	6925
Booragoon	Did not go to school	43
Booragoon	Year 8	302
Booragoon	Year 9	425
Booragoon	Year 10	1679
Booragoon	Year 11	779
Booragoon	Year 12	8040
Bull Creek	Did not go to school	30
Bull Creek	Year 8	146
Bull Creek	Year 9	244
Bull Creek	Year 10	967
Bull Creek	Year 11	435
Bull Creek	Year 12	4159
Leeming	Did not go to school	36
Leeming	Year 8	172
Leeming	Year 9	319
Leeming	Year 10	1545
Leeming	Year 11	783
Leeming	Year 12	5763
Melville	Did not go to school	24
Melville	Year 8	340
Melville	Year 9	541
Melville	Year 10	2182
Melville	Year 11	1081
Melville	Year 12	8020
Murdoch - Kardinya	Did not go to school	45
Murdoch - Kardinya	Year 8	350
Murdoch - Kardinya	Year 9	397
Murdoch - Kardinya	Year 10	1761
Murdoch - Kardinya	Year 11	760
Murdoch - Kardinya	Year 12	6575
Willagee	Did not go to school	27
Willagee	Year 8	195
Willagee	Year 9	209
Willagee	Year 10	707
Willagee	Year 11	339
Willagee	Year 12	2005
Winthrop	Did not go to school	38
Winthrop	Year 8	106
Winthrop	Year 9	138
Winthrop	Year 10	629
Winthrop	Year 11	315
Winthrop	Year 12	3550
Baldivis	Did not go to school	45
Baldivis	Year 8	416
Baldivis	Year 9	958
Baldivis	Year 10	5464
Baldivis	Year 11	3105
Baldivis	Year 12	11933
Cooloongup	Did not go to school	23
Cooloongup	Year 8	281
Cooloongup	Year 9	483
Cooloongup	Year 10	2204
Cooloongup	Year 11	942
Cooloongup	Year 12	2402
Port Kennedy	Did not go to school	18
Port Kennedy	Year 8	246
Port Kennedy	Year 9	546
Port Kennedy	Year 10	2756
Port Kennedy	Year 11	1448
Port Kennedy	Year 12	4450
Rockingham	Did not go to school	45
Rockingham	Year 8	523
Rockingham	Year 9	795
Rockingham	Year 10	3639
Rockingham	Year 11	1549
Rockingham	Year 12	5032
Safety Bay - Shoalwater	Did not go to school	17
Safety Bay - Shoalwater	Year 8	341
Safety Bay - Shoalwater	Year 9	565
Safety Bay - Shoalwater	Year 10	2558
Safety Bay - Shoalwater	Year 11	1148
Safety Bay - Shoalwater	Year 12	4045
Singleton - Golden Bay - Secret Harbour	Did not go to school	22
Singleton - Golden Bay - Secret Harbour	Year 8	200
Singleton - Golden Bay - Secret Harbour	Year 9	588
Singleton - Golden Bay - Secret Harbour	Year 10	3477
Singleton - Golden Bay - Secret Harbour	Year 11	1944
Singleton - Golden Bay - Secret Harbour	Year 12	7071
Waikiki	Did not go to school	23
Waikiki	Year 8	322
Waikiki	Year 9	527
Waikiki	Year 10	2726
Waikiki	Year 11	1305
Waikiki	Year 12	4027
Warnbro	Did not go to school	28
Warnbro	Year 8	221
Warnbro	Year 9	479
Warnbro	Year 10	2435
Warnbro	Year 11	1195
Warnbro	Year 12	3370
Albany	Did not go to school	49
Albany	Year 8	619
Albany	Year 9	737
Albany	Year 10	3001
Albany	Year 11	1287
Albany	Year 12	5083
Albany Region	Did not go to school	4
Albany Region	Year 8	85
Albany Region	Year 9	157
Albany Region	Year 10	732
Albany Region	Year 11	317
Albany Region	Year 12	1247
Bayonet Head - Lower King	Year 8	128
Bayonet Head - Lower King	Year 9	223
Bayonet Head - Lower King	Year 10	1072
Bayonet Head - Lower King	Year 11	425
Bayonet Head - Lower King	Year 12	1673
Denmark	Did not go to school	12
Denmark	Year 8	113
Denmark	Year 9	234
Denmark	Year 10	1182
Denmark	Year 11	478
Denmark	Year 12	2271
Gnowangerup	Did not go to school	12
Gnowangerup	Year 8	71
Gnowangerup	Year 9	117
Gnowangerup	Year 10	572
Gnowangerup	Year 11	216
Gnowangerup	Year 12	981
Katanning	Did not go to school	155
Katanning	Year 8	255
Katanning	Year 9	228
Katanning	Year 10	826
Katanning	Year 11	378
Katanning	Year 12	1203
Kojonup	Did not go to school	8
Kojonup	Year 8	164
Kojonup	Year 9	192
Kojonup	Year 10	865
Kojonup	Year 11	312
Kojonup	Year 12	1359
Little Grove - Elleker	Year 8	71
Little Grove - Elleker	Year 9	155
Little Grove - Elleker	Year 10	758
Little Grove - Elleker	Year 11	319
Little Grove - Elleker	Year 12	1160
McKail - Willyung	Did not go to school	25
McKail - Willyung	Year 8	366
McKail - Willyung	Year 9	521
McKail - Willyung	Year 10	2612
McKail - Willyung	Year 11	1034
McKail - Willyung	Year 12	2896
Plantagenet	Did not go to school	40
Plantagenet	Year 8	179
Plantagenet	Year 9	250
Plantagenet	Year 10	1151
Plantagenet	Year 11	449
Plantagenet	Year 12	1579
Chittering	Did not go to school	9
Chittering	Year 8	128
Chittering	Year 9	275
Chittering	Year 10	1294
Chittering	Year 11	599
Chittering	Year 12	1617
Cunderdin	Did not go to school	6
Cunderdin	Year 8	204
Cunderdin	Year 9	198
Cunderdin	Year 10	977
Cunderdin	Year 11	346
Cunderdin	Year 12	1162
Dowerin	Did not go to school	4
Dowerin	Year 8	172
Dowerin	Year 9	204
Dowerin	Year 10	893
Dowerin	Year 11	331
Dowerin	Year 12	1231
Gingin - Dandaragan	Did not go to school	35
Gingin - Dandaragan	Year 8	330
Gingin - Dandaragan	Year 9	482
Gingin - Dandaragan	Year 10	2150
Gingin - Dandaragan	Year 11	780
Gingin - Dandaragan	Year 12	2465
Merredin	Did not go to school	29
Merredin	Year 8	214
Merredin	Year 9	249
Merredin	Year 10	1104
Merredin	Year 11	462
Merredin	Year 12	1606
Moora	Did not go to school	5
Moora	Year 8	187
Moora	Year 9	195
Moora	Year 10	955
Moora	Year 11	433
Moora	Year 12	1569
Mukinbudin	Did not go to school	4
Mukinbudin	Year 8	143
Mukinbudin	Year 9	177
Mukinbudin	Year 10	742
Mukinbudin	Year 11	284
Mukinbudin	Year 12	921
Northam	Did not go to school	32
Northam	Year 8	394
Northam	Year 9	624
Northam	Year 10	2546
Northam	Year 11	979
Northam	Year 12	2895
Toodyay	Did not go to school	11
Toodyay	Year 8	167
Toodyay	Year 9	222
Toodyay	Year 10	1158
Toodyay	Year 11	414
Toodyay	Year 12	1378
York - Beverley	Did not go to school	9
York - Beverley	Year 8	210
York - Beverley	Year 9	269
York - Beverley	Year 10	1273
York - Beverley	Year 11	467
York - Beverley	Year 12	1597
Brookton	Did not go to school	4
Brookton	Year 8	169
Brookton	Year 9	206
Brookton	Year 10	861
Brookton	Year 11	331
Brookton	Year 12	1022
Kulin	Did not go to school	11
Kulin	Year 8	149
Kulin	Year 9	205
Kulin	Year 10	851
Kulin	Year 11	330
Kulin	Year 12	1506
Murray	Year 8	79
Murray	Year 9	111
Murray	Year 10	620
Murray	Year 11	246
Murray	Year 12	756
Narrogin	Did not go to school	5
Narrogin	Year 8	194
Narrogin	Year 9	274
Narrogin	Year 10	963
Narrogin	Year 11	414
Narrogin	Year 12	1348
Wagin	Did not go to school	9
Wagin	Year 8	189
Wagin	Year 9	276
Wagin	Year 10	1091
Wagin	Year 11	426
Wagin	Year 12	1503
Broome	Did not go to school	49
Broome	Year 8	271
Broome	Year 9	424
Broome	Year 10	2126
Broome	Year 11	1166
Broome	Year 12	4951
Derby - West Kimberley	Did not go to school	164
Derby - West Kimberley	Year 8	295
Derby - West Kimberley	Year 9	366
Derby - West Kimberley	Year 10	1377
Derby - West Kimberley	Year 11	713
Derby - West Kimberley	Year 12	1766
Halls Creek	Did not go to school	77
Halls Creek	Year 8	229
Halls Creek	Year 9	180
Halls Creek	Year 10	518
Halls Creek	Year 11	240
Halls Creek	Year 12	513
Kununurra	Did not go to school	96
Kununurra	Year 8	249
Kununurra	Year 9	303
Kununurra	Year 10	1261
Kununurra	Year 11	584
Kununurra	Year 12	2169
Roebuck	Did not go to school	8
Roebuck	Year 8	98
Roebuck	Year 9	84
Roebuck	Year 10	403
Roebuck	Year 11	241
Roebuck	Year 12	548
East Pilbara	Did not go to school	66
East Pilbara	Year 8	165
East Pilbara	Year 9	225
East Pilbara	Year 10	1300
East Pilbara	Year 11	733
East Pilbara	Year 12	2045
Newman	Did not go to school	5
Newman	Year 8	43
Newman	Year 9	99
Newman	Year 10	732
Newman	Year 11	446
Newman	Year 12	1408
Port Hedland	Did not go to school	3
Port Hedland	Year 8	41
Port Hedland	Year 9	120
Port Hedland	Year 10	658
Port Hedland	Year 11	428
Port Hedland	Year 12	1645
South Hedland	Did not go to school	60
South Hedland	Year 8	177
South Hedland	Year 9	286
South Hedland	Year 10	1571
South Hedland	Year 11	888
South Hedland	Year 12	2803
Ashburton (WA)	Did not go to school	48
Ashburton (WA)	Year 8	116
Ashburton (WA)	Year 9	319
Ashburton (WA)	Year 10	2445
Ashburton (WA)	Year 11	1430
Ashburton (WA)	Year 12	4734
Karratha	Did not go to school	26
Karratha	Year 8	159
Karratha	Year 9	406
Karratha	Year 10	2455
Karratha	Year 11	1409
Karratha	Year 12	5577
Roebourne	Did not go to school	12
Roebourne	Year 8	121
Roebourne	Year 9	201
Roebourne	Year 10	972
Roebourne	Year 11	596
Roebourne	Year 12	1610
Esperance	Did not go to school	23
Esperance	Year 8	404
Esperance	Year 9	605
Esperance	Year 10	2596
Esperance	Year 11	1270
Esperance	Year 12	3457
Esperance Region	Did not go to school	8
Esperance Region	Year 8	105
Esperance Region	Year 9	172
Esperance Region	Year 10	718
Esperance Region	Year 11	347
Esperance Region	Year 12	1204
Carnarvon	Did not go to school	38
Carnarvon	Year 8	258
Carnarvon	Year 9	246
Carnarvon	Year 10	1034
Carnarvon	Year 11	468
Carnarvon	Year 12	1292
Exmouth	Did not go to school	4
Exmouth	Year 8	84
Exmouth	Year 9	199
Exmouth	Year 10	897
Exmouth	Year 11	421
Exmouth	Year 12	1426
Boulder	Did not go to school	20
Boulder	Year 8	173
Boulder	Year 9	337
Boulder	Year 10	1693
Boulder	Year 11	731
Boulder	Year 12	1687
Kalgoorlie	Did not go to school	36
Kalgoorlie	Year 8	354
Kalgoorlie	Year 9	551
Kalgoorlie	Year 10	2730
Kalgoorlie	Year 11	1384
Kalgoorlie	Year 12	4411
Kalgoorlie - North	Did not go to school	18
Kalgoorlie - North	Year 8	141
Kalgoorlie - North	Year 9	289
Kalgoorlie - North	Year 10	1534
Kalgoorlie - North	Year 11	831
Kalgoorlie - North	Year 12	3175
Kambalda - Coolgardie - Norseman	Did not go to school	10
Kambalda - Coolgardie - Norseman	Year 8	138
Kambalda - Coolgardie - Norseman	Year 9	250
Kambalda - Coolgardie - Norseman	Year 10	1104
Kambalda - Coolgardie - Norseman	Year 11	486
Kambalda - Coolgardie - Norseman	Year 12	1024
Leinster - Leonora	Did not go to school	32
Leinster - Leonora	Year 8	392
Leinster - Leonora	Year 9	293
Leinster - Leonora	Year 10	706
Leinster - Leonora	Year 11	365
Leinster - Leonora	Year 12	1045
Geraldton	Did not go to school	55
Geraldton	Year 8	622
Geraldton	Year 9	690
Geraldton	Year 10	2512
Geraldton	Year 11	1177
Geraldton	Year 12	3452
Geraldton - East	Did not go to school	24
Geraldton - East	Year 8	292
Geraldton - East	Year 9	385
Geraldton - East	Year 10	1788
Geraldton - East	Year 11	812
Geraldton - East	Year 12	1876
Geraldton - North	Did not go to school	13
Geraldton - North	Year 8	225
Geraldton - North	Year 9	349
Geraldton - North	Year 10	1710
Geraldton - North	Year 11	917
Geraldton - North	Year 12	2229
Geraldton - South	Did not go to school	35
Geraldton - South	Year 8	230
Geraldton - South	Year 9	413
Geraldton - South	Year 10	1873
Geraldton - South	Year 11	1099
Geraldton - South	Year 12	3462
Irwin	Did not go to school	8
Irwin	Year 8	161
Irwin	Year 9	227
Irwin	Year 10	942
Irwin	Year 11	388
Irwin	Year 12	945
Meekatharra	Did not go to school	16
Meekatharra	Year 8	130
Meekatharra	Year 9	144
Meekatharra	Year 10	627
Meekatharra	Year 11	245
Meekatharra	Year 12	800
Morawa	Did not go to school	7
Morawa	Year 8	128
Morawa	Year 9	212
Morawa	Year 10	963
Morawa	Year 11	361
Morawa	Year 12	1221
Northampton - Mullewa - Greenough	Did not go to school	6
Northampton - Mullewa - Greenough	Year 8	254
Northampton - Mullewa - Greenough	Year 9	310
Northampton - Mullewa - Greenough	Year 10	1425
Northampton - Mullewa - Greenough	Year 11	559
Northampton - Mullewa - Greenough	Year 12	1645
Migratory - Offshore - Shipping (WA)	Year 8	8
Migratory - Offshore - Shipping (WA)	Year 9	13
Migratory - Offshore - Shipping (WA)	Year 10	84
Migratory - Offshore - Shipping (WA)	Year 11	44
Migratory - Offshore - Shipping (WA)	Year 12	215
No usual address (WA)	Did not go to school	33
No usual address (WA)	Year 8	142
No usual address (WA)	Year 9	262
No usual address (WA)	Year 10	1144
No usual address (WA)	Year 11	488
No usual address (WA)	Year 12	1909
Bridgewater - Gagebrook	Did not go to school	27
Bridgewater - Gagebrook	Year 8	333
Bridgewater - Gagebrook	Year 9	671
Bridgewater - Gagebrook	Year 10	1794
Bridgewater - Gagebrook	Year 11	511
Bridgewater - Gagebrook	Year 12	1267
