SA2_NAME16	Age	NeedsAssistance	Sex	persons
Karabar	25-34	1	M	17
Karabar	35-44		F	37
Karabar	35-44		M	49
Karabar	35-44	0	F	505
Karabar	35-44	0	M	493
Karabar	35-44	1	F	14
Karabar	35-44	1	M	18
Karabar	45-54		F	37
Karabar	45-54		M	37
Karabar	45-54	0	F	561
Karabar	45-54	0	M	519
Karabar	45-54	1	F	30
Karabar	45-54	1	M	13
Karabar	55-64		F	29
Karabar	55-64		M	31
Karabar	55-64	0	F	484
Karabar	55-64	0	M	456
Karabar	55-64	1	F	23
Karabar	55-64	1	M	27
Karabar	65-74		F	26
Karabar	65-74		M	21
Karabar	65-74	0	F	281
Karabar	65-74	0	M	266
Karabar	65-74	1	F	37
Karabar	65-74	1	M	29
Karabar	75-84		F	13
Karabar	75-84		M	10
Karabar	75-84	0	F	121
Karabar	75-84	0	M	112
Karabar	75-84	1	F	31
Karabar	75-84	1	M	21
Karabar	85+		F	9
Karabar	85+		M	8
Karabar	85+	0	F	29
Karabar	85+	0	M	15
Karabar	85+	1	F	22
Karabar	85+	1	M	10
Queanbeyan	0-4		F	26
Queanbeyan	0-4		M	47
Queanbeyan	0-4	0	F	312
Queanbeyan	0-4	0	M	362
Queanbeyan	0-4	1	M	6
Queanbeyan	5-14		F	17
Queanbeyan	5-14		M	32
Queanbeyan	5-14	0	F	420
Queanbeyan	5-14	0	M	424
Queanbeyan	5-14	1	F	9
Queanbeyan	5-14	1	M	21
Queanbeyan	15-19		F	12
Queanbeyan	15-19		M	12
Queanbeyan	15-19	0	F	195
Queanbeyan	15-19	0	M	199
Queanbeyan	15-19	1	F	3
Queanbeyan	15-19	1	M	8
Queanbeyan	20-24		F	37
Queanbeyan	20-24		M	30
Queanbeyan	20-24	0	F	369
Queanbeyan	20-24	0	M	312
Queanbeyan	20-24	1	F	5
Queanbeyan	20-24	1	M	6
Queanbeyan	25-34		F	116
Queanbeyan	25-34		M	111
Queanbeyan	25-34	0	F	999
Queanbeyan	25-34	0	M	986
Queanbeyan	25-34	1	F	25
Queanbeyan	25-34	1	M	5
Queanbeyan	35-44		F	49
Queanbeyan	35-44		M	65
Queanbeyan	35-44	0	F	649
Queanbeyan	35-44	0	M	758
Queanbeyan	35-44	1	F	21
Queanbeyan	35-44	1	M	15
Queanbeyan	45-54		F	38
Queanbeyan	45-54		M	63
Queanbeyan	45-54	0	F	605
Queanbeyan	45-54	0	M	624
Queanbeyan	45-54	1	F	27
Queanbeyan	45-54	1	M	31
Queanbeyan	55-64		F	39
Queanbeyan	55-64		M	41
Queanbeyan	55-64	0	F	469
Queanbeyan	55-64	0	M	501
Queanbeyan	55-64	1	F	40
Queanbeyan	55-64	1	M	40
Queanbeyan	65-74		F	38
Queanbeyan	65-74		M	32
Queanbeyan	65-74	0	F	339
Queanbeyan	65-74	0	M	324
Queanbeyan	65-74	1	F	46
Queanbeyan	65-74	1	M	43
Queanbeyan	75-84		F	16
Queanbeyan	75-84		M	22
Queanbeyan	75-84	0	F	199
Queanbeyan	75-84	0	M	146
Queanbeyan	75-84	1	F	82
Queanbeyan	75-84	1	M	49
Queanbeyan	85+		F	13
Queanbeyan	85+		M	3
Queanbeyan	85+	0	F	64
Queanbeyan	85+	0	M	47
Queanbeyan	85+	1	F	124
Queanbeyan	85+	1	M	59
Queanbeyan - East	0-4		F	13
Queanbeyan - East	0-4		M	10
Queanbeyan - East	0-4	0	F	142
Queanbeyan - East	0-4	0	M	184
Queanbeyan - East	0-4	1	M	9
Queanbeyan - East	5-14		F	21
Queanbeyan - East	5-14		M	12
Queanbeyan - East	5-14	0	F	183
Queanbeyan - East	5-14	0	M	210
Queanbeyan - East	5-14	1	F	7
Queanbeyan - East	5-14	1	M	7
Queanbeyan - East	15-19		F	3
Queanbeyan - East	15-19	0	F	108
Queanbeyan - East	15-19	0	M	105
Queanbeyan - East	15-19	1	M	3
Queanbeyan - East	20-24		F	4
Queanbeyan - East	20-24		M	9
Queanbeyan - East	20-24	0	F	169
Queanbeyan - East	20-24	0	M	165
Queanbeyan - East	20-24	1	F	7
Queanbeyan - East	20-24	1	M	3
Queanbeyan - East	25-34		F	36
Queanbeyan - East	25-34		M	35
Queanbeyan - East	25-34	0	F	434
Queanbeyan - East	25-34	0	M	444
Queanbeyan - East	25-34	1	F	11
Queanbeyan - East	25-34	1	M	5
Queanbeyan - East	35-44		F	11
Queanbeyan - East	35-44		M	29
Queanbeyan - East	35-44	0	F	262
Queanbeyan - East	35-44	0	M	318
Queanbeyan - East	35-44	1	F	9
Queanbeyan - East	35-44	1	M	10
Queanbeyan - East	45-54		F	24
Queanbeyan - East	45-54		M	30
Queanbeyan - East	45-54	0	F	297
Queanbeyan - East	45-54	0	M	334
Queanbeyan - East	45-54	1	F	14
Queanbeyan - East	45-54	1	M	3
Queanbeyan - East	55-64		F	16
Queanbeyan - East	55-64		M	25
Queanbeyan - East	55-64	0	F	249
Queanbeyan - East	55-64	0	M	252
Queanbeyan - East	55-64	1	F	18
Queanbeyan - East	55-64	1	M	12
Queanbeyan - East	65-74		F	9
Queanbeyan - East	65-74		M	13
Queanbeyan - East	65-74	0	F	133
Queanbeyan - East	65-74	0	M	148
Queanbeyan - East	65-74	1	F	7
Queanbeyan - East	65-74	1	M	3
Queanbeyan - East	75-84		F	11
Queanbeyan - East	75-84		M	8
Queanbeyan - East	75-84	0	F	61
Queanbeyan - East	75-84	0	M	51
Queanbeyan - East	75-84	1	F	16
Queanbeyan - East	75-84	1	M	15
Queanbeyan - East	85+	0	F	20
Queanbeyan - East	85+	0	M	6
Queanbeyan - East	85+	1	F	18
Queanbeyan - East	85+	1	M	9
Queanbeyan Region	0-4		F	38
Queanbeyan Region	0-4		M	57
Queanbeyan Region	0-4	0	F	457
Queanbeyan Region	0-4	0	M	487
Queanbeyan Region	0-4	1	F	3
Queanbeyan Region	0-4	1	M	5
Queanbeyan Region	5-14		F	113
Queanbeyan Region	5-14		M	91
Queanbeyan Region	5-14	0	F	1095
Queanbeyan Region	5-14	0	M	1170
Queanbeyan Region	5-14	1	F	21
Queanbeyan Region	5-14	1	M	37
Queanbeyan Region	15-19		F	42
Queanbeyan Region	15-19		M	51
Queanbeyan Region	15-19	0	F	497
Queanbeyan Region	15-19	0	M	527
Queanbeyan Region	15-19	1	F	11
Queanbeyan Region	15-19	1	M	13
Queanbeyan Region	20-24		F	45
Queanbeyan Region	20-24		M	53
Queanbeyan Region	20-24	0	F	352
Queanbeyan Region	20-24	0	M	329
Queanbeyan Region	20-24	1	F	4
Queanbeyan Region	20-24	1	M	5
Queanbeyan Region	25-34		F	91
Queanbeyan Region	25-34		M	95
Queanbeyan Region	25-34	0	F	772
Queanbeyan Region	25-34	0	M	760
Queanbeyan Region	25-34	1	F	11
Queanbeyan Region	25-34	1	M	13
Queanbeyan Region	35-44		F	114
Queanbeyan Region	35-44		M	119
Queanbeyan Region	35-44	0	F	1128
Queanbeyan Region	35-44	0	M	1008
Queanbeyan Region	35-44	1	F	13
Queanbeyan Region	35-44	1	M	17
Queanbeyan Region	45-54		F	132
Queanbeyan Region	45-54		M	173
Queanbeyan Region	45-54	0	F	1309
Queanbeyan Region	45-54	0	M	1268
Queanbeyan Region	45-54	1	F	27
Queanbeyan Region	45-54	1	M	25
Queanbeyan Region	55-64		F	131
Queanbeyan Region	55-64		M	139
Queanbeyan Region	55-64	0	F	1001
Queanbeyan Region	55-64	0	M	1098
Queanbeyan Region	55-64	1	F	33
Queanbeyan Region	55-64	1	M	28
Queanbeyan Region	65-74		F	71
Queanbeyan Region	65-74		M	92
Queanbeyan Region	65-74	0	F	545
Queanbeyan Region	65-74	0	M	642
Queanbeyan Region	65-74	1	F	29
Queanbeyan Region	65-74	1	M	48
Queanbeyan Region	75-84		F	18
Queanbeyan Region	75-84		M	29
Queanbeyan Region	75-84	0	F	139
Queanbeyan Region	75-84	0	M	176
Queanbeyan Region	75-84	1	F	22
Queanbeyan Region	75-84	1	M	30
Queanbeyan Region	85+		F	6
Queanbeyan Region	85+		M	3
Queanbeyan Region	85+	0	F	22
Queanbeyan Region	85+	0	M	20
Queanbeyan Region	85+	1	F	21
Queanbeyan Region	85+	1	M	9
Queanbeyan West - Jerrabomberra	0-4		F	18
Queanbeyan West - Jerrabomberra	0-4		M	9
Queanbeyan West - Jerrabomberra	0-4	0	F	383
Queanbeyan West - Jerrabomberra	0-4	0	M	421
Queanbeyan West - Jerrabomberra	0-4	1	F	8
Queanbeyan West - Jerrabomberra	0-4	1	M	3
Queanbeyan West - Jerrabomberra	5-14		F	28
Queanbeyan West - Jerrabomberra	5-14		M	36
Queanbeyan West - Jerrabomberra	5-14	0	F	968
Queanbeyan West - Jerrabomberra	5-14	0	M	998
Queanbeyan West - Jerrabomberra	5-14	1	F	15
Queanbeyan West - Jerrabomberra	5-14	1	M	23
Queanbeyan West - Jerrabomberra	15-19		F	19
Queanbeyan West - Jerrabomberra	15-19		M	24
Queanbeyan West - Jerrabomberra	15-19	0	F	460
Queanbeyan West - Jerrabomberra	15-19	0	M	500
Queanbeyan West - Jerrabomberra	15-19	1	F	8
Queanbeyan West - Jerrabomberra	15-19	1	M	11
Queanbeyan West - Jerrabomberra	20-24		F	19
Queanbeyan West - Jerrabomberra	20-24		M	14
Queanbeyan West - Jerrabomberra	20-24	0	F	335
Queanbeyan West - Jerrabomberra	20-24	0	M	353
Queanbeyan West - Jerrabomberra	20-24	1	F	3
Queanbeyan West - Jerrabomberra	20-24	1	M	3
Queanbeyan West - Jerrabomberra	25-34		F	33
Queanbeyan West - Jerrabomberra	25-34		M	41
Queanbeyan West - Jerrabomberra	25-34	0	F	710
Queanbeyan West - Jerrabomberra	25-34	0	M	645
Queanbeyan West - Jerrabomberra	25-34	1	F	13
Queanbeyan West - Jerrabomberra	25-34	1	M	19
Queanbeyan West - Jerrabomberra	35-44		F	44
Queanbeyan West - Jerrabomberra	35-44		M	45
Queanbeyan West - Jerrabomberra	35-44	0	F	958
Queanbeyan West - Jerrabomberra	35-44	0	M	831
Queanbeyan West - Jerrabomberra	35-44	1	F	13
Queanbeyan West - Jerrabomberra	35-44	1	M	9
Queanbeyan West - Jerrabomberra	45-54		F	55
Queanbeyan West - Jerrabomberra	45-54		M	67
Queanbeyan West - Jerrabomberra	45-54	0	F	1112
Queanbeyan West - Jerrabomberra	45-54	0	M	1105
Queanbeyan West - Jerrabomberra	45-54	1	F	19
Queanbeyan West - Jerrabomberra	45-54	1	M	22
Queanbeyan West - Jerrabomberra	55-64		F	26
Queanbeyan West - Jerrabomberra	55-64		M	32
Queanbeyan West - Jerrabomberra	55-64	0	F	596
Queanbeyan West - Jerrabomberra	55-64	0	M	600
Queanbeyan West - Jerrabomberra	55-64	1	F	23
Queanbeyan West - Jerrabomberra	55-64	1	M	25
Queanbeyan West - Jerrabomberra	65-74		F	11
Queanbeyan West - Jerrabomberra	65-74		M	11
Queanbeyan West - Jerrabomberra	65-74	0	F	254
Queanbeyan West - Jerrabomberra	65-74	0	M	269
Queanbeyan West - Jerrabomberra	65-74	1	F	24
Queanbeyan West - Jerrabomberra	65-74	1	M	23
Queanbeyan West - Jerrabomberra	75-84		F	10
Queanbeyan West - Jerrabomberra	75-84		M	8
Queanbeyan West - Jerrabomberra	75-84	0	F	106
Queanbeyan West - Jerrabomberra	75-84	0	M	97
Queanbeyan West - Jerrabomberra	75-84	1	F	20
Queanbeyan West - Jerrabomberra	75-84	1	M	17
Queanbeyan West - Jerrabomberra	85+		F	5
Queanbeyan West - Jerrabomberra	85+		M	4
Queanbeyan West - Jerrabomberra	85+	0	F	10
Queanbeyan West - Jerrabomberra	85+	0	M	15
Queanbeyan West - Jerrabomberra	85+	1	F	28
Queanbeyan West - Jerrabomberra	85+	1	M	9
Bombala	0-4		F	4
Bombala	0-4		M	4
Bombala	0-4	0	F	58
Bombala	0-4	0	M	64
Bombala	0-4	1	M	3
Bombala	5-14		F	11
Bombala	5-14		M	13
Bombala	5-14	0	F	129
Bombala	5-14	0	M	103
Bombala	5-14	1	F	3
Bombala	5-14	1	M	3
Bombala	15-19		F	3
Bombala	15-19		M	5
Bombala	15-19	0	F	50
Bombala	15-19	0	M	57
Bombala	15-19	1	M	3
Bombala	20-24		F	5
Bombala	20-24	0	F	40
Bombala	20-24	0	M	55
Bombala	25-34		F	3
Bombala	25-34		M	7
Bombala	25-34	0	F	103
Bombala	25-34	0	M	105
Bombala	25-34	1	F	3
Bombala	35-44		F	10
Bombala	35-44		M	11
Bombala	35-44	0	F	106
Bombala	35-44	0	M	102
Bombala	35-44	1	M	6
Bombala	45-54		F	18
Bombala	45-54		M	12
Bombala	45-54	0	F	138
Bombala	45-54	0	M	148
Bombala	45-54	1	F	6
Bombala	45-54	1	M	12
Bombala	55-64		F	9
Bombala	55-64		M	13
Bombala	55-64	0	F	159
Bombala	55-64	0	M	188
Bombala	55-64	1	F	9
Bombala	55-64	1	M	8
Bombala	65-74		F	17
Bombala	65-74		M	14
Bombala	65-74	0	F	145
Bombala	65-74	0	M	144
Bombala	65-74	1	F	10
Bombala	65-74	1	M	11
Bombala	75-84		F	3
Bombala	75-84		M	7
Bombala	75-84	0	F	59
Bombala	75-84	0	M	57
Bombala	75-84	1	F	10
Bombala	75-84	1	M	8
Bombala	85+		F	6
Bombala	85+		M	3
Bombala	85+	0	F	24
Bombala	85+	0	M	13
Bombala	85+	1	F	24
Bombala	85+	1	M	14
Cooma	0-4		F	9
Cooma	0-4		M	11
Cooma	0-4	0	F	149
Cooma	0-4	0	M	160
Cooma	0-4	1	M	3
Cooma	5-14		F	15
Cooma	5-14		M	29
Cooma	5-14	0	F	309
Cooma	5-14	0	M	361
Cooma	5-14	1	F	9
Cooma	5-14	1	M	18
Cooma	15-19		F	20
Cooma	15-19		M	11
Cooma	15-19	0	F	166
Cooma	15-19	0	M	189
Cooma	15-19	1	F	11
Cooma	15-19	1	M	7
Cooma	20-24		F	11
Cooma	20-24		M	25
Cooma	20-24	0	F	155
Cooma	20-24	0	M	163
Cooma	20-24	1	F	3
Cooma	20-24	1	M	6
Cooma	25-34		F	28
Cooma	25-34		M	89
Cooma	25-34	0	F	329
Cooma	25-34	0	M	295
Cooma	25-34	1	F	7
Cooma	25-34	1	M	9
Cooma	35-44		F	31
Cooma	35-44		M	97
Cooma	35-44	0	F	305
Cooma	35-44	0	M	300
Cooma	35-44	1	F	15
Cooma	35-44	1	M	9
Cooma	45-54		F	37
Cooma	45-54		M	84
Cooma	45-54	0	F	423
Cooma	45-54	0	M	351
Cooma	45-54	1	F	19
Cooma	45-54	1	M	30
Cooma	55-64		F	34
Cooma	55-64		M	43
Cooma	55-64	0	F	396
Cooma	55-64	0	M	389
Cooma	55-64	1	F	25
Cooma	55-64	1	M	18
Cooma	65-74		F	43
Cooma	65-74		M	54
Cooma	65-74	0	F	333
Cooma	65-74	0	M	312
Cooma	65-74	1	F	26
Cooma	65-74	1	M	22
Cooma	75-84		F	45
Cooma	75-84		M	27
Cooma	75-84	0	F	196
Cooma	75-84	0	M	179
Cooma	75-84	1	F	41
Cooma	75-84	1	M	34
Cooma	85+		F	43
Cooma	85+		M	19
Cooma	85+	0	F	62
Cooma	85+	0	M	43
Cooma	85+	1	F	59
Cooma	85+	1	M	19
Cooma Region	0-4		F	9
Cooma Region	0-4		M	5
Cooma Region	0-4	0	F	55
Cooma Region	0-4	0	M	57
Cooma Region	5-14		F	22
Cooma Region	5-14		M	17
Cooma Region	5-14	0	F	175
Cooma Region	5-14	0	M	192
Cooma Region	5-14	1	F	15
Cooma Region	5-14	1	M	9
Cooma Region	15-19		F	12
Cooma Region	15-19		M	10
Cooma Region	15-19	0	F	91
Cooma Region	15-19	0	M	97
Cooma Region	15-19	1	F	3
Cooma Region	20-24		F	7
Cooma Region	20-24		M	4
Cooma Region	20-24	0	F	46
Cooma Region	20-24	0	M	40
Cooma Region	20-24	1	F	5
Cooma Region	25-34		F	11
Cooma Region	25-34		M	11
Cooma Region	25-34	0	F	94
Cooma Region	25-34	0	M	96
Cooma Region	25-34	1	F	5
Cooma Region	35-44		F	16
Cooma Region	35-44		M	9
Cooma Region	35-44	0	F	156
Cooma Region	35-44	0	M	166
Cooma Region	35-44	1	F	7
Cooma Region	45-54		F	30
Cooma Region	45-54		M	33
Cooma Region	45-54	0	F	231
Cooma Region	45-54	0	M	234
Cooma Region	45-54	1	F	3
Cooma Region	45-54	1	M	10
Cooma Region	55-64		F	19
Cooma Region	55-64		M	22
Cooma Region	55-64	0	F	242
Cooma Region	55-64	0	M	251
Cooma Region	55-64	1	F	8
Cooma Region	55-64	1	M	17
Cooma Region	65-74		F	16
Cooma Region	65-74		M	26
Cooma Region	65-74	0	F	198
Cooma Region	65-74	0	M	217
Cooma Region	65-74	1	F	9
Cooma Region	65-74	1	M	12
Cooma Region	75-84		F	10
Cooma Region	75-84		M	11
Cooma Region	75-84	0	F	65
Cooma Region	75-84	0	M	94
Cooma Region	75-84	1	F	12
Cooma Region	75-84	1	M	10
Cooma Region	85+		F	3
Cooma Region	85+		M	3
Cooma Region	85+	0	F	10
Cooma Region	85+	0	M	12
Cooma Region	85+	1	F	9
Cooma Region	85+	1	M	5
Jindabyne - Berridale	0-4		F	3
Jindabyne - Berridale	0-4		M	16
Jindabyne - Berridale	0-4	0	F	131
Jindabyne - Berridale	0-4	0	M	160
Jindabyne - Berridale	5-14		F	42
Jindabyne - Berridale	5-14		M	21
Jindabyne - Berridale	5-14	0	F	402
Jindabyne - Berridale	5-14	0	M	453
Jindabyne - Berridale	5-14	1	F	3
Jindabyne - Berridale	5-14	1	M	11
Jindabyne - Berridale	15-19		F	10
Jindabyne - Berridale	15-19		M	25
Jindabyne - Berridale	15-19	0	F	159
Jindabyne - Berridale	15-19	0	M	190
Jindabyne - Berridale	15-19	1	M	9
Jindabyne - Berridale	20-24		F	24
Jindabyne - Berridale	20-24		M	46
Jindabyne - Berridale	20-24	0	F	169
Jindabyne - Berridale	20-24	0	M	235
Jindabyne - Berridale	20-24	1	F	3
Jindabyne - Berridale	25-34		F	50
Jindabyne - Berridale	25-34		M	75
Jindabyne - Berridale	25-34	0	F	381
Jindabyne - Berridale	25-34	0	M	438
Jindabyne - Berridale	25-34	1	F	5
Jindabyne - Berridale	25-34	1	M	9
Jindabyne - Berridale	35-44		F	53
Jindabyne - Berridale	35-44		M	55
Jindabyne - Berridale	35-44	0	F	427
Jindabyne - Berridale	35-44	0	M	438
Jindabyne - Berridale	35-44	1	F	3
Jindabyne - Berridale	35-44	1	M	9
Jindabyne - Berridale	45-54		F	52
Jindabyne - Berridale	45-54		M	50
Jindabyne - Berridale	45-54	0	F	474
Jindabyne - Berridale	45-54	0	M	485
Jindabyne - Berridale	45-54	1	F	18
Jindabyne - Berridale	45-54	1	M	3
Jindabyne - Berridale	55-64		F	31
Jindabyne - Berridale	55-64		M	36
Jindabyne - Berridale	55-64	0	F	367
Jindabyne - Berridale	55-64	0	M	454
Jindabyne - Berridale	55-64	1	F	12
Jindabyne - Berridale	55-64	1	M	16
Jindabyne - Berridale	65-74		F	18
Jindabyne - Berridale	65-74		M	22
Jindabyne - Berridale	65-74	0	F	237
Jindabyne - Berridale	65-74	0	M	287
Jindabyne - Berridale	65-74	1	F	9
Jindabyne - Berridale	65-74	1	M	17
Jindabyne - Berridale	75-84		F	6
Jindabyne - Berridale	75-84		M	11
Jindabyne - Berridale	75-84	0	F	79
Jindabyne - Berridale	75-84	0	M	102
Jindabyne - Berridale	75-84	1	F	20
Jindabyne - Berridale	75-84	1	M	19
Jindabyne - Berridale	85+		M	8
Jindabyne - Berridale	85+	0	F	17
Jindabyne - Berridale	85+	0	M	18
Jindabyne - Berridale	85+	1	F	18
Jindabyne - Berridale	85+	1	M	9
Batemans Bay	0-4		F	11
Batemans Bay	0-4		M	17
Batemans Bay	0-4	0	F	176
Batemans Bay	0-4	0	M	143
Batemans Bay	0-4	1	M	8
Batemans Bay	5-14		F	34
Batemans Bay	5-14		M	35
Batemans Bay	5-14	0	F	381
Batemans Bay	5-14	0	M	393
Batemans Bay	5-14	1	F	17
Batemans Bay	5-14	1	M	28
Batemans Bay	15-19		F	9
Batemans Bay	15-19		M	14
Batemans Bay	15-19	0	F	150
Batemans Bay	15-19	0	M	165
Batemans Bay	15-19	1	F	5
Batemans Bay	15-19	1	M	5
Batemans Bay	20-24		F	13
Batemans Bay	20-24		M	9
Batemans Bay	20-24	0	F	117
Batemans Bay	20-24	0	M	134
Batemans Bay	20-24	1	F	3
Batemans Bay	20-24	1	M	11
Batemans Bay	25-34		F	30
Batemans Bay	25-34		M	27
Batemans Bay	25-34	0	F	276
Batemans Bay	25-34	0	M	292
Batemans Bay	25-34	1	F	20
Batemans Bay	25-34	1	M	9
Batemans Bay	35-44		F	29
Batemans Bay	35-44		M	26
Batemans Bay	35-44	0	F	329
Batemans Bay	35-44	0	M	299
Batemans Bay	35-44	1	F	13
Batemans Bay	35-44	1	M	24
Batemans Bay	45-54		F	23
Batemans Bay	45-54		M	38
Batemans Bay	45-54	0	F	374
Batemans Bay	45-54	0	M	367
Batemans Bay	45-54	1	F	25
Batemans Bay	45-54	1	M	31
Batemans Bay	55-64		F	45
Batemans Bay	55-64		M	52
Batemans Bay	55-64	0	F	542
Batemans Bay	55-64	0	M	516
Batemans Bay	55-64	1	F	53
Batemans Bay	55-64	1	M	40
Batemans Bay	65-74		F	60
Batemans Bay	65-74		M	61
Batemans Bay	65-74	0	F	553
Batemans Bay	65-74	0	M	534
Batemans Bay	65-74	1	F	56
Batemans Bay	65-74	1	M	45
Batemans Bay	75-84		F	40
Batemans Bay	75-84		M	32
Batemans Bay	75-84	0	F	238
Batemans Bay	75-84	0	M	254
Batemans Bay	75-84	1	F	75
Batemans Bay	75-84	1	M	61
Batemans Bay	85+		F	11
Batemans Bay	85+		M	9
Batemans Bay	85+	0	F	93
Batemans Bay	85+	0	M	53
Batemans Bay	85+	1	F	88
Batemans Bay	85+	1	M	45
Batemans Bay - South	0-4		F	16
Batemans Bay - South	0-4		M	12
Batemans Bay - South	0-4	0	F	149
Batemans Bay - South	0-4	0	M	155
Batemans Bay - South	0-4	1	M	4
Batemans Bay - South	5-14		F	32
Batemans Bay - South	5-14		M	35
Batemans Bay - South	5-14	0	F	371
Batemans Bay - South	5-14	0	M	374
Batemans Bay - South	5-14	1	F	17
Batemans Bay - South	5-14	1	M	21
Batemans Bay - South	15-19		F	13
Batemans Bay - South	15-19		M	22
Batemans Bay - South	15-19	0	F	185
Batemans Bay - South	15-19	0	M	192
Batemans Bay - South	15-19	1	F	9
Batemans Bay - South	15-19	1	M	8
Batemans Bay - South	20-24		F	13
Batemans Bay - South	20-24		M	13
Batemans Bay - South	20-24	0	F	132
Batemans Bay - South	20-24	0	M	123
Batemans Bay - South	20-24	1	M	3
Batemans Bay - South	25-34		F	22
Batemans Bay - South	25-34		M	32
Batemans Bay - South	25-34	0	F	256
Batemans Bay - South	25-34	0	M	252
Batemans Bay - South	25-34	1	F	10
Batemans Bay - South	25-34	1	M	8
Batemans Bay - South	35-44		F	42
Batemans Bay - South	35-44		M	36
Batemans Bay - South	35-44	0	F	378
Batemans Bay - South	35-44	0	M	297
Batemans Bay - South	35-44	1	F	12
Batemans Bay - South	35-44	1	M	23
Batemans Bay - South	45-54		F	33
Batemans Bay - South	45-54		M	55
Batemans Bay - South	45-54	0	F	460
Batemans Bay - South	45-54	0	M	405
Batemans Bay - South	45-54	1	F	25
Batemans Bay - South	45-54	1	M	29
Batemans Bay - South	55-64		F	53
Batemans Bay - South	55-64		M	39
Batemans Bay - South	55-64	0	F	655
Batemans Bay - South	55-64	0	M	531
Batemans Bay - South	55-64	1	F	50
Batemans Bay - South	55-64	1	M	39
Batemans Bay - South	65-74		F	71
Batemans Bay - South	65-74		M	56
Batemans Bay - South	65-74	0	F	693
Batemans Bay - South	65-74	0	M	634
Batemans Bay - South	65-74	1	F	48
Batemans Bay - South	65-74	1	M	62
Batemans Bay - South	75-84		F	36
Batemans Bay - South	75-84		M	47
Batemans Bay - South	75-84	0	F	301
Batemans Bay - South	75-84	0	M	270
Batemans Bay - South	75-84	1	F	88
Batemans Bay - South	75-84	1	M	81
Batemans Bay - South	85+		F	16
Batemans Bay - South	85+		M	20
Batemans Bay - South	85+	0	F	64
Batemans Bay - South	85+	0	M	52
Batemans Bay - South	85+	1	F	118
Batemans Bay - South	85+	1	M	69
Bega - Tathra	0-4		F	17
Bega - Tathra	0-4		M	23
Bega - Tathra	0-4	0	F	199
Bega - Tathra	0-4	0	M	209
Bega - Tathra	0-4	1	M	8
Bega - Tathra	5-14		F	48
Bega - Tathra	5-14		M	57
Bega - Tathra	5-14	0	F	479
Bega - Tathra	5-14	0	M	479
Bega - Tathra	5-14	1	F	13
Bega - Tathra	5-14	1	M	20
Bega - Tathra	15-19		F	16
Bega - Tathra	15-19		M	24
Bega - Tathra	15-19	0	F	231
Bega - Tathra	15-19	0	M	217
Bega - Tathra	15-19	1	M	10
Bega - Tathra	20-24		F	15
Bega - Tathra	20-24		M	10
