SA2_NAME16	EduInstitutionType	Sex	students
Gosford - Springfield	Technical or Further Educational Institution	F	257
Gosford - Springfield	Technical or Further Educational Institution	M	178
Gosford - Springfield	University or other tertiary	F	480
Gosford - Springfield	University or other tertiary	M	352
Kariong		F	191
Kariong		M	277
Kariong	Infants/Primary	F	318
Kariong	Infants/Primary	M	322
Kariong	Pre-school	F	85
Kariong	Pre-school	M	69
Kariong	Secondary	F	278
Kariong	Secondary	M	281
Kariong	Technical or Further Educational Institution	F	72
Kariong	Technical or Further Educational Institution	M	68
Kariong	University or other tertiary	F	149
Kariong	University or other tertiary	M	96
Kincumber - Picketts Valley		F	204
Kincumber - Picketts Valley		M	146
Kincumber - Picketts Valley	Infants/Primary	F	286
Kincumber - Picketts Valley	Infants/Primary	M	326
Kincumber - Picketts Valley	Pre-school	F	74
Kincumber - Picketts Valley	Pre-school	M	69
Kincumber - Picketts Valley	Secondary	F	237
Kincumber - Picketts Valley	Secondary	M	219
Kincumber - Picketts Valley	Technical or Further Educational Institution	F	57
Kincumber - Picketts Valley	Technical or Further Educational Institution	M	36
Kincumber - Picketts Valley	University or other tertiary	F	140
Kincumber - Picketts Valley	University or other tertiary	M	95
Narara		F	187
Narara		M	163
Narara	Infants/Primary	F	284
Narara	Infants/Primary	M	287
Narara	Pre-school	F	77
Narara	Pre-school	M	75
Narara	Secondary	F	206
Narara	Secondary	M	247
Narara	Technical or Further Educational Institution	F	83
Narara	Technical or Further Educational Institution	M	55
Narara	University or other tertiary	F	165
Narara	University or other tertiary	M	116
Niagara Park - Lisarow		F	178
Niagara Park - Lisarow		M	180
Niagara Park - Lisarow	Infants/Primary	F	387
Niagara Park - Lisarow	Infants/Primary	M	431
Niagara Park - Lisarow	Pre-school	F	74
Niagara Park - Lisarow	Pre-school	M	107
Niagara Park - Lisarow	Secondary	F	325
Niagara Park - Lisarow	Secondary	M	302
Niagara Park - Lisarow	Technical or Further Educational Institution	F	74
Niagara Park - Lisarow	Technical or Further Educational Institution	M	92
Niagara Park - Lisarow	University or other tertiary	F	201
Niagara Park - Lisarow	University or other tertiary	M	126
Point Clare - Koolewong		F	142
Point Clare - Koolewong		M	139
Point Clare - Koolewong	Infants/Primary	F	248
Point Clare - Koolewong	Infants/Primary	M	265
Point Clare - Koolewong	Pre-school	F	62
Point Clare - Koolewong	Pre-school	M	61
Point Clare - Koolewong	Secondary	F	192
Point Clare - Koolewong	Secondary	M	194
Point Clare - Koolewong	Technical or Further Educational Institution	F	65
Point Clare - Koolewong	Technical or Further Educational Institution	M	52
Point Clare - Koolewong	University or other tertiary	F	151
Point Clare - Koolewong	University or other tertiary	M	97
Saratoga - Davistown		F	193
Saratoga - Davistown		M	185
Saratoga - Davistown	Infants/Primary	F	304
Saratoga - Davistown	Infants/Primary	M	314
Saratoga - Davistown	Pre-school	F	77
Saratoga - Davistown	Pre-school	M	75
Saratoga - Davistown	Secondary	F	221
Saratoga - Davistown	Secondary	M	202
Saratoga - Davistown	Technical or Further Educational Institution	F	60
Saratoga - Davistown	Technical or Further Educational Institution	M	67
Saratoga - Davistown	University or other tertiary	F	143
Saratoga - Davistown	University or other tertiary	M	75
Terrigal - North Avoca		F	396
Terrigal - North Avoca		M	333
Terrigal - North Avoca	Infants/Primary	F	525
Terrigal - North Avoca	Infants/Primary	M	559
Terrigal - North Avoca	Pre-school	F	114
Terrigal - North Avoca	Pre-school	M	139
Terrigal - North Avoca	Secondary	F	442
Terrigal - North Avoca	Secondary	M	487
Terrigal - North Avoca	Technical or Further Educational Institution	F	112
Terrigal - North Avoca	Technical or Further Educational Institution	M	112
Terrigal - North Avoca	University or other tertiary	F	358
Terrigal - North Avoca	University or other tertiary	M	271
Umina - Booker Bay - Patonga		F	1043
Umina - Booker Bay - Patonga		M	874
Umina - Booker Bay - Patonga	Infants/Primary	F	822
Umina - Booker Bay - Patonga	Infants/Primary	M	836
Umina - Booker Bay - Patonga	Pre-school	F	195
Umina - Booker Bay - Patonga	Pre-school	M	220
Umina - Booker Bay - Patonga	Secondary	F	591
Umina - Booker Bay - Patonga	Secondary	M	614
Umina - Booker Bay - Patonga	Technical or Further Educational Institution	F	228
Umina - Booker Bay - Patonga	Technical or Further Educational Institution	M	172
Umina - Booker Bay - Patonga	University or other tertiary	F	369
Umina - Booker Bay - Patonga	University or other tertiary	M	223
Wamberal - Forresters Beach		F	267
Wamberal - Forresters Beach		M	270
Wamberal - Forresters Beach	Infants/Primary	F	466
Wamberal - Forresters Beach	Infants/Primary	M	540
Wamberal - Forresters Beach	Pre-school	F	116
Wamberal - Forresters Beach	Pre-school	M	140
Wamberal - Forresters Beach	Secondary	F	376
Wamberal - Forresters Beach	Secondary	M	339
Wamberal - Forresters Beach	Technical or Further Educational Institution	F	94
Wamberal - Forresters Beach	Technical or Further Educational Institution	M	78
Wamberal - Forresters Beach	University or other tertiary	F	226
Wamberal - Forresters Beach	University or other tertiary	M	136
Woy Woy - Blackwall		F	631
Woy Woy - Blackwall		M	524
Woy Woy - Blackwall	Infants/Primary	F	441
Woy Woy - Blackwall	Infants/Primary	M	449
Woy Woy - Blackwall	Pre-school	F	104
Woy Woy - Blackwall	Pre-school	M	128
Woy Woy - Blackwall	Secondary	F	352
Woy Woy - Blackwall	Secondary	M	356
Woy Woy - Blackwall	Technical or Further Educational Institution	F	145
Woy Woy - Blackwall	Technical or Further Educational Institution	M	125
Woy Woy - Blackwall	University or other tertiary	F	228
Woy Woy - Blackwall	University or other tertiary	M	145
Wyoming		F	490
Wyoming		M	416
Wyoming	Infants/Primary	F	469
Wyoming	Infants/Primary	M	455
Wyoming	Pre-school	F	101
Wyoming	Pre-school	M	100
Wyoming	Secondary	F	348
Wyoming	Secondary	M	360
Wyoming	Technical or Further Educational Institution	F	135
Wyoming	Technical or Further Educational Institution	M	122
Wyoming	University or other tertiary	F	246
Wyoming	University or other tertiary	M	150
Bateau Bay - Killarney Vale		F	936
Bateau Bay - Killarney Vale		M	710
Bateau Bay - Killarney Vale	Infants/Primary	F	902
Bateau Bay - Killarney Vale	Infants/Primary	M	1000
Bateau Bay - Killarney Vale	Pre-school	F	233
Bateau Bay - Killarney Vale	Pre-school	M	264
Bateau Bay - Killarney Vale	Secondary	F	644
Bateau Bay - Killarney Vale	Secondary	M	684
Bateau Bay - Killarney Vale	Technical or Further Educational Institution	F	219
Bateau Bay - Killarney Vale	Technical or Further Educational Institution	M	172
Bateau Bay - Killarney Vale	University or other tertiary	F	365
Bateau Bay - Killarney Vale	University or other tertiary	M	219
Blue Haven - San Remo		F	385
Blue Haven - San Remo		M	304
Blue Haven - San Remo	Infants/Primary	F	555
Blue Haven - San Remo	Infants/Primary	M	608
Blue Haven - San Remo	Pre-school	F	118
Blue Haven - San Remo	Pre-school	M	149
Blue Haven - San Remo	Secondary	F	438
Blue Haven - San Remo	Secondary	M	406
Blue Haven - San Remo	Technical or Further Educational Institution	F	170
Blue Haven - San Remo	Technical or Further Educational Institution	M	99
Blue Haven - San Remo	University or other tertiary	F	153
Blue Haven - San Remo	University or other tertiary	M	78
Budgewoi - Buff Point - Halekulani		F	367
Budgewoi - Buff Point - Halekulani		M	326
Budgewoi - Buff Point - Halekulani	Infants/Primary	F	345
Budgewoi - Buff Point - Halekulani	Infants/Primary	M	377
Budgewoi - Buff Point - Halekulani	Pre-school	F	92
Budgewoi - Buff Point - Halekulani	Pre-school	M	107
Budgewoi - Buff Point - Halekulani	Secondary	F	219
Budgewoi - Buff Point - Halekulani	Secondary	M	233
Budgewoi - Buff Point - Halekulani	Technical or Further Educational Institution	F	93
Budgewoi - Buff Point - Halekulani	Technical or Further Educational Institution	M	81
Budgewoi - Buff Point - Halekulani	University or other tertiary	F	142
Budgewoi - Buff Point - Halekulani	University or other tertiary	M	88
Chittaway Bay - Tumbi Umbi		F	429
Chittaway Bay - Tumbi Umbi		M	358
Chittaway Bay - Tumbi Umbi	Infants/Primary	F	695
Chittaway Bay - Tumbi Umbi	Infants/Primary	M	736
Chittaway Bay - Tumbi Umbi	Pre-school	F	173
Chittaway Bay - Tumbi Umbi	Pre-school	M	166
Chittaway Bay - Tumbi Umbi	Secondary	F	538
Chittaway Bay - Tumbi Umbi	Secondary	M	534
Chittaway Bay - Tumbi Umbi	Technical or Further Educational Institution	F	169
Chittaway Bay - Tumbi Umbi	Technical or Further Educational Institution	M	138
Chittaway Bay - Tumbi Umbi	University or other tertiary	F	320
Chittaway Bay - Tumbi Umbi	University or other tertiary	M	183
Gorokan - Kanwal - Charmhaven		F	1135
Gorokan - Kanwal - Charmhaven		M	926
Gorokan - Kanwal - Charmhaven	Infants/Primary	F	819
Gorokan - Kanwal - Charmhaven	Infants/Primary	M	924
Gorokan - Kanwal - Charmhaven	Pre-school	F	177
Gorokan - Kanwal - Charmhaven	Pre-school	M	234
Gorokan - Kanwal - Charmhaven	Secondary	F	662
Gorokan - Kanwal - Charmhaven	Secondary	M	651
Gorokan - Kanwal - Charmhaven	Technical or Further Educational Institution	F	249
Gorokan - Kanwal - Charmhaven	Technical or Further Educational Institution	M	169
Gorokan - Kanwal - Charmhaven	University or other tertiary	F	344
Gorokan - Kanwal - Charmhaven	University or other tertiary	M	182
Jilliby - Yarramalong		F	160
Jilliby - Yarramalong		M	157
Jilliby - Yarramalong	Infants/Primary	F	132
Jilliby - Yarramalong	Infants/Primary	M	133
Jilliby - Yarramalong	Pre-school	F	24
Jilliby - Yarramalong	Pre-school	M	35
Jilliby - Yarramalong	Secondary	F	158
Jilliby - Yarramalong	Secondary	M	134
Jilliby - Yarramalong	Technical or Further Educational Institution	F	27
Jilliby - Yarramalong	Technical or Further Educational Institution	M	41
Jilliby - Yarramalong	University or other tertiary	F	74
Jilliby - Yarramalong	University or other tertiary	M	48
Lake Munmorah - Mannering Park		F	434
Lake Munmorah - Mannering Park		M	361
Lake Munmorah - Mannering Park	Infants/Primary	F	368
Lake Munmorah - Mannering Park	Infants/Primary	M	387
Lake Munmorah - Mannering Park	Pre-school	F	101
Lake Munmorah - Mannering Park	Pre-school	M	83
Lake Munmorah - Mannering Park	Secondary	F	274
Lake Munmorah - Mannering Park	Secondary	M	303
Lake Munmorah - Mannering Park	Technical or Further Educational Institution	F	103
Lake Munmorah - Mannering Park	Technical or Further Educational Institution	M	90
Lake Munmorah - Mannering Park	University or other tertiary	F	145
Lake Munmorah - Mannering Park	University or other tertiary	M	69
Ourimbah - Fountaindale		F	127
Ourimbah - Fountaindale		M	118
Ourimbah - Fountaindale	Infants/Primary	F	209
Ourimbah - Fountaindale	Infants/Primary	M	262
Ourimbah - Fountaindale	Pre-school	F	47
Ourimbah - Fountaindale	Pre-school	M	57
Ourimbah - Fountaindale	Secondary	F	177
Ourimbah - Fountaindale	Secondary	M	176
Ourimbah - Fountaindale	Technical or Further Educational Institution	F	79
Ourimbah - Fountaindale	Technical or Further Educational Institution	M	43
Ourimbah - Fountaindale	University or other tertiary	F	125
Ourimbah - Fountaindale	University or other tertiary	M	101
Summerland Point - Gwandalan		F	158
Summerland Point - Gwandalan		M	135
Summerland Point - Gwandalan	Infants/Primary	F	225
Summerland Point - Gwandalan	Infants/Primary	M	240
Summerland Point - Gwandalan	Pre-school	F	59
Summerland Point - Gwandalan	Pre-school	M	64
Summerland Point - Gwandalan	Secondary	F	193
Summerland Point - Gwandalan	Secondary	M	199
Summerland Point - Gwandalan	Technical or Further Educational Institution	F	49
Summerland Point - Gwandalan	Technical or Further Educational Institution	M	38
Summerland Point - Gwandalan	University or other tertiary	F	65
Summerland Point - Gwandalan	University or other tertiary	M	54
The Entrance		F	750
The Entrance		M	644
The Entrance	Infants/Primary	F	486
The Entrance	Infants/Primary	M	518
The Entrance	Pre-school	F	122
The Entrance	Pre-school	M	137
The Entrance	Secondary	F	325
The Entrance	Secondary	M	351
The Entrance	Technical or Further Educational Institution	F	148
The Entrance	Technical or Further Educational Institution	M	118
The Entrance	University or other tertiary	F	224
The Entrance	University or other tertiary	M	134
Toukley - Norah Head		F	523
Toukley - Norah Head		M	454
Toukley - Norah Head	Infants/Primary	F	306
Toukley - Norah Head	Infants/Primary	M	323
Toukley - Norah Head	Pre-school	F	68
Toukley - Norah Head	Pre-school	M	86
Toukley - Norah Head	Secondary	F	212
Toukley - Norah Head	Secondary	M	220
Toukley - Norah Head	Technical or Further Educational Institution	F	93
Toukley - Norah Head	Technical or Further Educational Institution	M	86
Toukley - Norah Head	University or other tertiary	F	158
Toukley - Norah Head	University or other tertiary	M	81
Tuggerah - Kangy Angy		F	204
Tuggerah - Kangy Angy		M	217
Tuggerah - Kangy Angy	Infants/Primary	F	241
Tuggerah - Kangy Angy	Infants/Primary	M	254
Tuggerah - Kangy Angy	Pre-school	F	48
Tuggerah - Kangy Angy	Pre-school	M	64
Tuggerah - Kangy Angy	Secondary	F	200
Tuggerah - Kangy Angy	Secondary	M	201
Tuggerah - Kangy Angy	Technical or Further Educational Institution	F	67
Tuggerah - Kangy Angy	Technical or Further Educational Institution	M	48
Tuggerah - Kangy Angy	University or other tertiary	F	116
Tuggerah - Kangy Angy	University or other tertiary	M	83
Warnervale - Wadalba		F	466
Warnervale - Wadalba		M	404
Warnervale - Wadalba	Infants/Primary	F	881
Warnervale - Wadalba	Infants/Primary	M	920
Warnervale - Wadalba	Pre-school	F	218
Warnervale - Wadalba	Pre-school	M	204
