SA2_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Queanbeyan	State or territory housing authority	5250	65
Queanbeyan	State or territory housing authority	7875	20
Queanbeyan	State or territory housing authority	10500	3
Queanbeyan	State or territory housing authority	11812	15
Queanbeyan	State or territory housing authority	14437	4
Queanbeyan	State or territory housing authority	18375	10
Queanbeyan - East		0	3
Queanbeyan - East		11812	3
Queanbeyan - East	(Other)	7875	3
Queanbeyan - East	(Other)	10500	3
Queanbeyan - East	(Other)	11812	15
Queanbeyan - East	(Other)	14437	19
Queanbeyan - East	(Other)	18375	10
Queanbeyan - East	(Other)	23625	3
Queanbeyan - East	Co-op/church group etc	7875	7
Queanbeyan - East	Person not in same household	0	8
Queanbeyan - East	Person not in same household	5250	3
Queanbeyan - East	Person not in same household	7875	19
Queanbeyan - East	Person not in same household	10500	15
Queanbeyan - East	Person not in same household	11812	25
Queanbeyan - East	Person not in same household	14437	22
Queanbeyan - East	Person not in same household	18375	24
Queanbeyan - East	Person not in same household	23625	13
Queanbeyan - East	Person not in same household	28875	8
Queanbeyan - East	Real estate agent	3937	3
Queanbeyan - East	Real estate agent	5250	6
Queanbeyan - East	Real estate agent	7875	85
Queanbeyan - East	Real estate agent	10500	98
Queanbeyan - East	Real estate agent	11812	125
Queanbeyan - East	Real estate agent	14437	150
Queanbeyan - East	Real estate agent	18375	115
Queanbeyan - East	Real estate agent	23625	46
Queanbeyan - East	Real estate agent	28875	5
Queanbeyan - East	Real estate agent	39375	3
Queanbeyan - East	State or territory housing authority	3937	5
Queanbeyan - East	State or territory housing authority	5250	12
Queanbeyan - East	State or territory housing authority	7875	18
Queanbeyan - East	State or territory housing authority	10500	8
Queanbeyan - East	State or territory housing authority	11812	3
Queanbeyan - East	State or territory housing authority	18375	3
Queanbeyan Region		0	27
Queanbeyan Region	(Other)	0	14
Queanbeyan Region	(Other)	3937	3
Queanbeyan Region	(Other)	5250	10
Queanbeyan Region	(Other)	7875	3
Queanbeyan Region	(Other)	10500	5
Queanbeyan Region	(Other)	11812	15
Queanbeyan Region	(Other)	14437	6
Queanbeyan Region	(Other)	18375	3
Queanbeyan Region	(Other)	23625	4
Queanbeyan Region	(Other)	28875	4
Queanbeyan Region	Person not in same household	0	14
Queanbeyan Region	Person not in same household	5250	9
Queanbeyan Region	Person not in same household	7875	13
Queanbeyan Region	Person not in same household	10500	14
Queanbeyan Region	Person not in same household	11812	32
Queanbeyan Region	Person not in same household	14437	28
Queanbeyan Region	Person not in same household	18375	49
Queanbeyan Region	Person not in same household	23625	35
Queanbeyan Region	Person not in same household	28875	14
Queanbeyan Region	Person not in same household	34125	9
Queanbeyan Region	Person not in same household	39375	3
Queanbeyan Region	Real estate agent	10500	4
Queanbeyan Region	Real estate agent	11812	11
Queanbeyan Region	Real estate agent	14437	43
Queanbeyan Region	Real estate agent	18375	61
Queanbeyan Region	Real estate agent	23625	63
Queanbeyan Region	Real estate agent	28875	61
Queanbeyan Region	Real estate agent	34125	24
Queanbeyan Region	Real estate agent	39375	6
Queanbeyan Region	Real estate agent	44625	3
Queanbeyan West - Jerrabomberra		0	4
Queanbeyan West - Jerrabomberra	(Other)	7875	4
Queanbeyan West - Jerrabomberra	(Other)	11812	64
Queanbeyan West - Jerrabomberra	(Other)	14437	114
Queanbeyan West - Jerrabomberra	(Other)	18375	25
Queanbeyan West - Jerrabomberra	(Other)	23625	6
Queanbeyan West - Jerrabomberra	(Other)	28875	3
Queanbeyan West - Jerrabomberra	(Other)	34125	6
Queanbeyan West - Jerrabomberra	Co-op/church group etc	7875	3
Queanbeyan West - Jerrabomberra	Person not in same household	0	8
Queanbeyan West - Jerrabomberra	Person not in same household	5250	5
Queanbeyan West - Jerrabomberra	Person not in same household	7875	8
Queanbeyan West - Jerrabomberra	Person not in same household	11812	4
Queanbeyan West - Jerrabomberra	Person not in same household	14437	16
Queanbeyan West - Jerrabomberra	Person not in same household	18375	42
Queanbeyan West - Jerrabomberra	Person not in same household	23625	46
Queanbeyan West - Jerrabomberra	Person not in same household	28875	18
Queanbeyan West - Jerrabomberra	Person not in same household	34125	4
Queanbeyan West - Jerrabomberra	Person not in same household	39375	4
Queanbeyan West - Jerrabomberra	Person not in same household	44625	3
Queanbeyan West - Jerrabomberra	Real estate agent	7875	8
Queanbeyan West - Jerrabomberra	Real estate agent	10500	21
Queanbeyan West - Jerrabomberra	Real estate agent	11812	26
Queanbeyan West - Jerrabomberra	Real estate agent	14437	60
Queanbeyan West - Jerrabomberra	Real estate agent	18375	163
Queanbeyan West - Jerrabomberra	Real estate agent	23625	107
Queanbeyan West - Jerrabomberra	Real estate agent	28875	80
Queanbeyan West - Jerrabomberra	Real estate agent	34125	33
Queanbeyan West - Jerrabomberra	Real estate agent	39375	4
Queanbeyan West - Jerrabomberra	Real estate agent	44625	3
Queanbeyan West - Jerrabomberra	Real estate agent	49875	3
Queanbeyan West - Jerrabomberra	State or territory housing authority	0	3
Queanbeyan West - Jerrabomberra	State or territory housing authority	3937	3
Queanbeyan West - Jerrabomberra	State or territory housing authority	5250	20
Queanbeyan West - Jerrabomberra	State or territory housing authority	7875	13
Queanbeyan West - Jerrabomberra	State or territory housing authority	10500	12
Queanbeyan West - Jerrabomberra	State or territory housing authority	11812	16
Queanbeyan West - Jerrabomberra	State or territory housing authority	14437	18
Queanbeyan West - Jerrabomberra	State or territory housing authority	18375	12
Queanbeyan West - Jerrabomberra	State or territory housing authority	23625	3
Bombala		0	20
Bombala	(Other)	0	11
Bombala	(Other)	3937	6
Bombala	(Other)	5250	3
Bombala	(Other)	7875	3
Bombala	(Other)	11812	3
Bombala	Co-op/church group etc	7875	3
Bombala	Person not in same household	0	18
Bombala	Person not in same household	3937	4
Bombala	Person not in same household	5250	14
Bombala	Person not in same household	7875	26
Bombala	Person not in same household	10500	24
Bombala	Person not in same household	11812	9
Bombala	Real estate agent	5250	3
Bombala	Real estate agent	7875	6
Bombala	Real estate agent	10500	8
Bombala	Real estate agent	11812	6
Bombala	State or territory housing authority	7875	3
Cooma		0	17
Cooma		7875	3
Cooma	(Other)	0	6
Cooma	(Other)	5250	4
Cooma	(Other)	7875	6
Cooma	(Other)	10500	11
Cooma	(Other)	11812	3
Cooma	(Other)	14437	7
Cooma	Co-op/church group etc	3937	3
Cooma	Co-op/church group etc	5250	6
Cooma	Co-op/church group etc	7875	7
Cooma	Co-op/church group etc	10500	6
Cooma	Co-op/church group etc	11812	3
Cooma	Person not in same household	0	19
Cooma	Person not in same household	3937	4
Cooma	Person not in same household	5250	13
Cooma	Person not in same household	7875	27
Cooma	Person not in same household	10500	33
Cooma	Person not in same household	11812	41
Cooma	Person not in same household	14437	27
Cooma	Person not in same household	18375	8
Cooma	Person not in same household	49875	3
Cooma	Real estate agent	0	4
Cooma	Real estate agent	3937	3
Cooma	Real estate agent	5250	47
Cooma	Real estate agent	7875	86
Cooma	Real estate agent	10500	52
Cooma	Real estate agent	11812	148
Cooma	Real estate agent	14437	100
Cooma	Real estate agent	18375	34
Cooma	Real estate agent	23625	3
Cooma	State or territory housing authority	0	3
Cooma	State or territory housing authority	3937	3
Cooma	State or territory housing authority	5250	20
Cooma	State or territory housing authority	7875	15
Cooma	State or territory housing authority	10500	10
Cooma	State or territory housing authority	11812	17
Cooma	State or territory housing authority	14437	3
Cooma Region		0	8
Cooma Region	(Other)	0	16
Cooma Region	(Other)	3937	3
Cooma Region	Person not in same household	0	17
Cooma Region	Person not in same household	3937	5
Cooma Region	Person not in same household	5250	13
Cooma Region	Person not in same household	7875	15
Cooma Region	Person not in same household	10500	3
Cooma Region	Person not in same household	11812	9
Cooma Region	Person not in same household	14437	8
Cooma Region	Person not in same household	18375	8
Cooma Region	Real estate agent	5250	3
Cooma Region	Real estate agent	7875	5
Cooma Region	Real estate agent	10500	7
Cooma Region	Real estate agent	11812	6
Cooma Region	Real estate agent	14437	6
Cooma Region	Real estate agent	18375	3
Jindabyne - Berridale		0	25
Jindabyne - Berridale	(Other)	0	15
Jindabyne - Berridale	(Other)	3937	3
Jindabyne - Berridale	(Other)	5250	7
Jindabyne - Berridale	(Other)	7875	13
Jindabyne - Berridale	(Other)	10500	5
Jindabyne - Berridale	(Other)	11812	6
Jindabyne - Berridale	(Other)	14437	16
Jindabyne - Berridale	(Other)	18375	14
Jindabyne - Berridale	(Other)	28875	3
Jindabyne - Berridale	(Other)	39375	7
Jindabyne - Berridale	(Other)	44625	5
Jindabyne - Berridale	(Other)	49875	3
Jindabyne - Berridale	Co-op/church group etc	5250	3
Jindabyne - Berridale	Co-op/church group etc	7875	3
Jindabyne - Berridale	Person not in same household	0	19
Jindabyne - Berridale	Person not in same household	5250	15
Jindabyne - Berridale	Person not in same household	7875	24
Jindabyne - Berridale	Person not in same household	10500	24
Jindabyne - Berridale	Person not in same household	11812	35
Jindabyne - Berridale	Person not in same household	14437	32
Jindabyne - Berridale	Person not in same household	18375	27
Jindabyne - Berridale	Person not in same household	23625	3
Jindabyne - Berridale	Person not in same household	28875	4
Jindabyne - Berridale	Person not in same household	34125	8
Jindabyne - Berridale	Person not in same household	49875	6
Jindabyne - Berridale	Real estate agent	5250	5
Jindabyne - Berridale	Real estate agent	7875	35
Jindabyne - Berridale	Real estate agent	10500	31
Jindabyne - Berridale	Real estate agent	11812	56
Jindabyne - Berridale	Real estate agent	14437	59
Jindabyne - Berridale	Real estate agent	18375	84
Jindabyne - Berridale	Real estate agent	23625	17
Jindabyne - Berridale	Real estate agent	28875	8
Jindabyne - Berridale	Real estate agent	34125	6
Jindabyne - Berridale	Real estate agent	39375	6
Jindabyne - Berridale	Real estate agent	44625	3
Jindabyne - Berridale	Real estate agent	49875	8
Jindabyne - Berridale	State or territory housing authority	7875	3
Jindabyne - Berridale	State or territory housing authority	10500	3
Jindabyne - Berridale	State or territory housing authority	11812	3
Jindabyne - Berridale	State or territory housing authority	14437	3
Batemans Bay		0	10
Batemans Bay		5250	4
Batemans Bay	(Other)	0	4
Batemans Bay	(Other)	5250	3
Batemans Bay	(Other)	7875	9
Batemans Bay	(Other)	10500	8
Batemans Bay	(Other)	11812	5
Batemans Bay	(Other)	14437	6
Batemans Bay	(Other)	18375	3
Batemans Bay	Co-op/church group etc	3937	4
Batemans Bay	Co-op/church group etc	5250	6
Batemans Bay	Co-op/church group etc	7875	12
Batemans Bay	Co-op/church group etc	10500	4
Batemans Bay	Co-op/church group etc	11812	4
Batemans Bay	Person not in same household	0	3
Batemans Bay	Person not in same household	3937	3
Batemans Bay	Person not in same household	5250	9
Batemans Bay	Person not in same household	7875	21
Batemans Bay	Person not in same household	10500	41
Batemans Bay	Person not in same household	11812	47
Batemans Bay	Person not in same household	14437	58
Batemans Bay	Person not in same household	18375	28
Batemans Bay	Person not in same household	23625	3
Batemans Bay	Real estate agent	5250	3
Batemans Bay	Real estate agent	7875	23
Batemans Bay	Real estate agent	10500	33
Batemans Bay	Real estate agent	11812	104
Batemans Bay	Real estate agent	14437	161
Batemans Bay	Real estate agent	18375	137
Batemans Bay	Real estate agent	23625	14
Batemans Bay	State or territory housing authority	0	3
Batemans Bay	State or territory housing authority	3937	7
Batemans Bay	State or territory housing authority	5250	59
Batemans Bay	State or territory housing authority	7875	41
Batemans Bay	State or territory housing authority	10500	11
Batemans Bay	State or territory housing authority	11812	17
Batemans Bay	State or territory housing authority	14437	25
Batemans Bay - South		0	12
Batemans Bay - South		10500	3
Batemans Bay - South		11812	3
Batemans Bay - South	(Other)	5250	3
Batemans Bay - South	(Other)	7875	4
Batemans Bay - South	(Other)	10500	4
Batemans Bay - South	(Other)	14437	4
Batemans Bay - South	Co-op/church group etc	5250	3
Batemans Bay - South	Co-op/church group etc	7875	11
Batemans Bay - South	Co-op/church group etc	11812	3
Batemans Bay - South	Co-op/church group etc	14437	6
Batemans Bay - South	Person not in same household	0	16
Batemans Bay - South	Person not in same household	5250	11
Batemans Bay - South	Person not in same household	7875	28
Batemans Bay - South	Person not in same household	10500	17
Batemans Bay - South	Person not in same household	11812	28
Batemans Bay - South	Person not in same household	14437	51
Batemans Bay - South	Person not in same household	18375	45
Batemans Bay - South	Person not in same household	23625	7
Batemans Bay - South	Real estate agent	5250	3
Batemans Bay - South	Real estate agent	7875	31
Batemans Bay - South	Real estate agent	10500	47
Batemans Bay - South	Real estate agent	11812	127
Batemans Bay - South	Real estate agent	14437	166
Batemans Bay - South	Real estate agent	18375	163
Batemans Bay - South	Real estate agent	23625	11
Batemans Bay - South	Real estate agent	28875	3
Batemans Bay - South	State or territory housing authority	5250	13
Batemans Bay - South	State or territory housing authority	7875	18
Batemans Bay - South	State or territory housing authority	10500	5
Batemans Bay - South	State or territory housing authority	11812	3
Batemans Bay - South	State or territory housing authority	14437	10
Batemans Bay - South	State or territory housing authority	18375	3
Bega - Tathra		0	13
Bega - Tathra		5250	4
Bega - Tathra	(Other)	0	3
Bega - Tathra	(Other)	5250	3
Bega - Tathra	(Other)	10500	3
Bega - Tathra	(Other)	11812	3
Bega - Tathra	Co-op/church group etc	3937	3
Bega - Tathra	Co-op/church group etc	5250	16
Bega - Tathra	Co-op/church group etc	7875	3
Bega - Tathra	Co-op/church group etc	10500	3
Bega - Tathra	Co-op/church group etc	11812	3
Bega - Tathra	Co-op/church group etc	14437	3
Bega - Tathra	Co-op/church group etc	18375	3
Bega - Tathra	Person not in same household	0	16
Bega - Tathra	Person not in same household	5250	13
Bega - Tathra	Person not in same household	7875	22
Bega - Tathra	Person not in same household	10500	26
Bega - Tathra	Person not in same household	11812	35
Bega - Tathra	Person not in same household	14437	47
Bega - Tathra	Person not in same household	18375	16
Bega - Tathra	Real estate agent	5250	3
Bega - Tathra	Real estate agent	7875	26
Bega - Tathra	Real estate agent	10500	44
Bega - Tathra	Real estate agent	11812	90
Bega - Tathra	Real estate agent	14437	196
Bega - Tathra	Real estate agent	18375	108
Bega - Tathra	Real estate agent	23625	9
Bega - Tathra	Real estate agent	28875	3
Bega - Tathra	State or territory housing authority	0	3
Bega - Tathra	State or territory housing authority	3937	14
Bega - Tathra	State or territory housing authority	5250	41
Bega - Tathra	State or territory housing authority	7875	32
Bega - Tathra	State or territory housing authority	10500	7
Bega - Tathra	State or territory housing authority	11812	14
Bega - Tathra	State or territory housing authority	14437	12
Bega-Eden Hinterland		0	33
Bega-Eden Hinterland		10500	3
Bega-Eden Hinterland	(Other)	0	19
Bega-Eden Hinterland	(Other)	7875	6
Bega-Eden Hinterland	(Other)	10500	10
Bega-Eden Hinterland	(Other)	11812	3
Bega-Eden Hinterland	(Other)	14437	4
Bega-Eden Hinterland	Co-op/church group etc	5250	4
Bega-Eden Hinterland	Person not in same household	0	47
Bega-Eden Hinterland	Person not in same household	3937	4
Bega-Eden Hinterland	Person not in same household	5250	36
Bega-Eden Hinterland	Person not in same household	7875	34
Bega-Eden Hinterland	Person not in same household	10500	37
Bega-Eden Hinterland	Person not in same household	11812	31
Bega-Eden Hinterland	Person not in same household	14437	32
Bega-Eden Hinterland	Person not in same household	18375	3
Bega-Eden Hinterland	Real estate agent	5250	3
Bega-Eden Hinterland	Real estate agent	7875	6
Bega-Eden Hinterland	Real estate agent	10500	15
Bega-Eden Hinterland	Real estate agent	11812	34
Bega-Eden Hinterland	Real estate agent	14437	32
Bega-Eden Hinterland	Real estate agent	18375	14
Bega-Eden Hinterland	State or territory housing authority	5250	3
Broulee - Tomakin		0	12
Broulee - Tomakin	(Other)	0	4
Broulee - Tomakin	(Other)	7875	8
Broulee - Tomakin	(Other)	18375	3
Broulee - Tomakin	Co-op/church group etc	7875	3
Broulee - Tomakin	Person not in same household	0	8
Broulee - Tomakin	Person not in same household	5250	3
Broulee - Tomakin	Person not in same household	7875	10
Broulee - Tomakin	Person not in same household	10500	9
Broulee - Tomakin	Person not in same household	11812	24
Broulee - Tomakin	Person not in same household	14437	25
Broulee - Tomakin	Person not in same household	18375	9
Broulee - Tomakin	Person not in same household	23625	4
Broulee - Tomakin	Real estate agent	7875	3
Broulee - Tomakin	Real estate agent	10500	8
Broulee - Tomakin	Real estate agent	11812	33
Broulee - Tomakin	Real estate agent	14437	39
Broulee - Tomakin	Real estate agent	18375	38
Broulee - Tomakin	Real estate agent	23625	9
Eden		0	5
Eden	(Other)	0	3
Eden	(Other)	3937	3
Eden	(Other)	5250	5
Eden	(Other)	7875	3
Eden	(Other)	18375	7
Eden	Co-op/church group etc	5250	4
Eden	Co-op/church group etc	7875	3
Eden	Co-op/church group etc	11812	4
Eden	Person not in same household	0	3
Eden	Person not in same household	5250	11
Eden	Person not in same household	7875	9
Eden	Person not in same household	10500	9
Eden	Person not in same household	11812	18
Eden	Person not in same household	14437	21
Eden	Person not in same household	18375	6
Eden	Real estate agent	0	3
Eden	Real estate agent	7875	27
Eden	Real estate agent	10500	25
Eden	Real estate agent	11812	57
Eden	Real estate agent	14437	71
Eden	Real estate agent	18375	29
Eden	State or territory housing authority	0	3
Eden	State or territory housing authority	5250	41
Eden	State or territory housing authority	7875	23
Eden	State or territory housing authority	10500	9
Eden	State or territory housing authority	11812	7
Eden	State or territory housing authority	14437	14
Eurobodalla Hinterland		0	12
Eurobodalla Hinterland	(Other)	0	8
Eurobodalla Hinterland	(Other)	7875	3
Eurobodalla Hinterland	(Other)	10500	3
Eurobodalla Hinterland	(Other)	11812	3
Eurobodalla Hinterland	Co-op/church group etc	7875	6
Eurobodalla Hinterland	Person not in same household	0	25
Eurobodalla Hinterland	Person not in same household	5250	14
Eurobodalla Hinterland	Person not in same household	7875	20
Eurobodalla Hinterland	Person not in same household	10500	15
Eurobodalla Hinterland	Person not in same household	11812	7
Eurobodalla Hinterland	Person not in same household	14437	16
Eurobodalla Hinterland	Person not in same household	18375	11
Eurobodalla Hinterland	Person not in same household	23625	3
Eurobodalla Hinterland	Real estate agent	5250	3
Eurobodalla Hinterland	Real estate agent	7875	3
Eurobodalla Hinterland	Real estate agent	10500	3
Eurobodalla Hinterland	Real estate agent	11812	5
Eurobodalla Hinterland	Real estate agent	14437	16
Eurobodalla Hinterland	Real estate agent	18375	10
Eurobodalla Hinterland	Real estate agent	23625	3
Eurobodalla Hinterland	State or territory housing authority	5250	3
Eurobodalla Hinterland	State or territory housing authority	7875	7
Merimbula - Tura Beach		0	20
Merimbula - Tura Beach		18375	3
Merimbula - Tura Beach	(Other)	0	6
Merimbula - Tura Beach	(Other)	3937	6
Merimbula - Tura Beach	(Other)	5250	3
Merimbula - Tura Beach	(Other)	7875	3
Merimbula - Tura Beach	(Other)	10500	3
Merimbula - Tura Beach	(Other)	11812	3
Merimbula - Tura Beach	(Other)	14437	5
Merimbula - Tura Beach	Co-op/church group etc	5250	13
Merimbula - Tura Beach	Co-op/church group etc	7875	10
Merimbula - Tura Beach	Co-op/church group etc	10500	3
Merimbula - Tura Beach	Person not in same household	0	10
Merimbula - Tura Beach	Person not in same household	5250	21
Merimbula - Tura Beach	Person not in same household	7875	31
Merimbula - Tura Beach	Person not in same household	10500	44
Merimbula - Tura Beach	Person not in same household	11812	41
Merimbula - Tura Beach	Person not in same household	14437	60
Merimbula - Tura Beach	Person not in same household	18375	41
Merimbula - Tura Beach	Person not in same household	23625	5
Merimbula - Tura Beach	Person not in same household	28875	3
Merimbula - Tura Beach	Real estate agent	0	3
Merimbula - Tura Beach	Real estate agent	5250	3
Merimbula - Tura Beach	Real estate agent	7875	64
Merimbula - Tura Beach	Real estate agent	10500	62
Merimbula - Tura Beach	Real estate agent	11812	114
Merimbula - Tura Beach	Real estate agent	14437	131
Merimbula - Tura Beach	Real estate agent	18375	178
Merimbula - Tura Beach	Real estate agent	23625	21
Merimbula - Tura Beach	Real estate agent	28875	3
Merimbula - Tura Beach	Real estate agent	34125	3
Merimbula - Tura Beach	Real estate agent	49875	3
Merimbula - Tura Beach	State or territory housing authority	0	3
Merimbula - Tura Beach	State or territory housing authority	5250	11
Merimbula - Tura Beach	State or territory housing authority	7875	9
Merimbula - Tura Beach	State or territory housing authority	10500	4
Merimbula - Tura Beach	State or territory housing authority	11812	3
Moruya - Tuross Head		0	17
Moruya - Tuross Head	(Other)	0	3
Moruya - Tuross Head	(Other)	7875	3
Moruya - Tuross Head	(Other)	10500	3
Moruya - Tuross Head	(Other)	11812	6
Moruya - Tuross Head	Co-op/church group etc	3937	3
Moruya - Tuross Head	Co-op/church group etc	7875	5
Moruya - Tuross Head	Co-op/church group etc	10500	3
Moruya - Tuross Head	Co-op/church group etc	11812	4
Moruya - Tuross Head	Person not in same household	0	18
Moruya - Tuross Head	Person not in same household	5250	20
Moruya - Tuross Head	Person not in same household	7875	32
Moruya - Tuross Head	Person not in same household	10500	30
Moruya - Tuross Head	Person not in same household	11812	46
Moruya - Tuross Head	Person not in same household	14437	58
Moruya - Tuross Head	Person not in same household	18375	28
Moruya - Tuross Head	Person not in same household	23625	3
Moruya - Tuross Head	Real estate agent	0	3
Moruya - Tuross Head	Real estate agent	5250	7
Moruya - Tuross Head	Real estate agent	7875	36
Moruya - Tuross Head	Real estate agent	10500	27
Moruya - Tuross Head	Real estate agent	11812	89
Moruya - Tuross Head	Real estate agent	14437	120
Moruya - Tuross Head	Real estate agent	18375	57
Moruya - Tuross Head	Real estate agent	23625	9
Moruya - Tuross Head	State or territory housing authority	0	4
Moruya - Tuross Head	State or territory housing authority	3937	5
Moruya - Tuross Head	State or territory housing authority	5250	30
Moruya - Tuross Head	State or territory housing authority	7875	19
Moruya - Tuross Head	State or territory housing authority	10500	10
Moruya - Tuross Head	State or territory housing authority	11812	16
Moruya - Tuross Head	State or territory housing authority	14437	13
Narooma - Bermagui		0	23
Narooma - Bermagui		5250	3
Narooma - Bermagui		7875	5
Narooma - Bermagui		10500	3
Narooma - Bermagui		14437	4
Narooma - Bermagui	(Other)	0	5
Narooma - Bermagui	(Other)	3937	6
Narooma - Bermagui	(Other)	5250	4
Narooma - Bermagui	(Other)	7875	9
Narooma - Bermagui	(Other)	10500	3
Narooma - Bermagui	(Other)	11812	4
Narooma - Bermagui	(Other)	14437	4
Narooma - Bermagui	Co-op/church group etc	5250	5
Narooma - Bermagui	Co-op/church group etc	7875	18
Narooma - Bermagui	Person not in same household	0	26
Narooma - Bermagui	Person not in same household	5250	19
Narooma - Bermagui	Person not in same household	7875	37
Narooma - Bermagui	Person not in same household	10500	36
Narooma - Bermagui	Person not in same household	11812	52
Narooma - Bermagui	Person not in same household	14437	41
Narooma - Bermagui	Person not in same household	18375	14
Narooma - Bermagui	Person not in same household	23625	3
Narooma - Bermagui	Person not in same household	49875	3
Narooma - Bermagui	Real estate agent	5250	20
Narooma - Bermagui	Real estate agent	7875	54
Narooma - Bermagui	Real estate agent	10500	59
Narooma - Bermagui	Real estate agent	11812	99
Narooma - Bermagui	Real estate agent	14437	131
Narooma - Bermagui	Real estate agent	18375	31
Narooma - Bermagui	Real estate agent	49875	4
Narooma - Bermagui	State or territory housing authority	5250	39
Narooma - Bermagui	State or territory housing authority	7875	10
Narooma - Bermagui	State or territory housing authority	10500	12
Narooma - Bermagui	State or territory housing authority	11812	10
Narooma - Bermagui	State or territory housing authority	14437	7
Goulburn		0	19
Goulburn		5250	3
Goulburn		7875	11
Goulburn		11812	3
Goulburn		14437	4
Goulburn		18375	3
Goulburn	(Other)	0	5
Goulburn	(Other)	5250	17
Goulburn	(Other)	7875	16
Goulburn	(Other)	10500	5
Goulburn	(Other)	11812	7
Goulburn	(Other)	14437	22
Goulburn	(Other)	18375	7
Goulburn	Co-op/church group etc	0	3
Goulburn	Co-op/church group etc	3937	6
Goulburn	Co-op/church group etc	5250	20
Goulburn	Co-op/church group etc	7875	39
Goulburn	Co-op/church group etc	11812	3
Goulburn	Co-op/church group etc	14437	3
Goulburn	Person not in same household	0	26
Goulburn	Person not in same household	3937	3
Goulburn	Person not in same household	5250	28
Goulburn	Person not in same household	7875	66
Goulburn	Person not in same household	10500	69
Goulburn	Person not in same household	11812	87
Goulburn	Person not in same household	14437	120
Goulburn	Person not in same household	18375	56
Goulburn	Person not in same household	23625	4
Goulburn	Person not in same household	28875	3
Goulburn	Real estate agent	0	6
Goulburn	Real estate agent	3937	3
Goulburn	Real estate agent	5250	32
Goulburn	Real estate agent	7875	151
Goulburn	Real estate agent	10500	110
Goulburn	Real estate agent	11812	304
Goulburn	Real estate agent	14437	573
Goulburn	Real estate agent	18375	331
Goulburn	Real estate agent	23625	36
