SA2_NAME16	OnlyEnglishSpokenHome	persons
George Town	1	6136
Longford	0	70
Longford	1	3680
Northern Midlands	0	52
Northern Midlands	1	3260
Perth - Evandale	0	78
Perth - Evandale	1	4602
St Helens - Scamander	0	128
St Helens - Scamander	1	5502
Flinders and Cape Barren Islands	0	14
Flinders and Cape Barren Islands	1	839
Scottsdale - Bridport	0	124
Scottsdale - Bridport	1	6028
Central Highlands	0	20
Central Highlands	1	1888
Derwent Valley	0	51
Derwent Valley	1	2819
Southern Midlands	0	63
Southern Midlands	1	5582
Wilderness - East	0	3
Wilderness - East	1	15
Bruny Island - Kettering	0	106
Bruny Island - Kettering	1	2644
Cygnet	0	165
Cygnet	1	3751
Geeveston - Dover	0	126
Geeveston - Dover	1	3260
Huonville - Franklin	0	277
Huonville - Franklin	1	7518
Forestier - Tasman	0	38
Forestier - Tasman	1	2065
Triabunna - Bicheno	0	129
Triabunna - Bicheno	1	3882
Acton - Upper Burnie	0	73
Acton - Upper Burnie	1	2926
Burnie - Ulverstone Region	0	67
Burnie - Ulverstone Region	1	4529
Burnie - Wivenhoe	0	123
Burnie - Wivenhoe	1	3250
Parklands - Camdale	0	255
Parklands - Camdale	1	5761
Penguin - Sulphur Creek	0	89
Penguin - Sulphur Creek	1	4583
Romaine - Havenview	0	78
Romaine - Havenview	1	3181
Somerset	0	68
Somerset	1	3587
Ulverstone	0	114
Ulverstone	1	6374
West Ulverstone	0	73
West Ulverstone	1	3863
Wynyard	0	76
Wynyard	1	5614
Devonport	0	410
Devonport	1	12528
East Devonport	0	141
East Devonport	1	4249
Latrobe	0	102
Latrobe	1	4125
Miandetta - Don	0	130
Miandetta - Don	1	3187
Port Sorell	0	86
Port Sorell	1	5183
Quoiba - Spreyton	0	67
Quoiba - Spreyton	1	2709
Sheffield - Railton	0	199
Sheffield - Railton	1	5531
Turners Beach - Forth	0	62
Turners Beach - Forth	1	2927
King Island	0	71
King Island	1	1383
North West	0	83
North West	1	3614
Smithton	0	89
Smithton	1	3531
Waratah	0	76
Waratah	1	3310
West Coast (Tas.)	0	112
West Coast (Tas.)	1	3721
Migratory - Offshore - Shipping (Tas.)	0	10
Migratory - Offshore - Shipping (Tas.)	1	60
No usual address (Tas.)	0	67
No usual address (Tas.)	1	680
Darwin Airport	0	3
Darwin Airport	1	13
Darwin City	0	1952
Darwin City	1	3441
East Point	1	9
Fannie Bay - The Gardens	0	565
Fannie Bay - The Gardens	1	2457
Larrakeyah	0	813
Larrakeyah	1	2442
Ludmilla - The Narrows	0	553
Ludmilla - The Narrows	1	1709
Parap	0	578
Parap	1	1904
Stuart Park	0	971
Stuart Park	1	2655
Woolner - Bayview - Winnellie	0	514
Woolner - Bayview - Winnellie	1	2066
Alawa	0	635
Alawa	1	1265
Anula	0	462
Anula	1	1716
Berrimah	0	343
Berrimah	1	716
Brinkin - Nakara	0	1465
Brinkin - Nakara	1	1736
Coconut Grove	0	1027
Coconut Grove	1	1603
East Arm	0	8
East Arm	1	8
Jingili	0	354
Jingili	1	1259
Karama	0	1502
Karama	1	2877
Leanyer	0	1270
Leanyer	1	2956
Lyons (NT)	0	1365
Lyons (NT)	1	3164
Malak - Marrara	0	1004
Malak - Marrara	1	3050
Millner	0	816
Millner	1	1446
Moil	0	544
Moil	1	1268
Nightcliff	0	1079
Nightcliff	1	2374
Rapid Creek	0	783
Rapid Creek	1	2061
Tiwi	0	729
Tiwi	1	1571
Wagaman	0	935
Wagaman	1	980
Wanguri	0	531
Wanguri	1	1179
Wulagi	0	510
Wulagi	1	1711
Howard Springs	0	421
Howard Springs	1	4089
Humpty Doo	0	479
Humpty Doo	1	7234
Koolpinyah	1	22
Virginia	0	163
Virginia	1	2777
Weddell	0	313
Weddell	1	3444
Bakewell	0	469
Bakewell	1	2415
Driver	0	450
Driver	1	2114
Durack - Marlow Lagoon	0	550
Durack - Marlow Lagoon	1	3458
Gray	0	576
Gray	1	2252
Moulden	0	309
Moulden	1	2282
Palmerston - North	0	531
Palmerston - North	1	3392
Palmerston - South	0	697
Palmerston - South	1	2141
Rosebery - Bellamack	0	1056
Rosebery - Bellamack	1	5182
Woodroffe	0	395
Woodroffe	1	2514
Charles	0	844
Charles	1	2858
East Side	0	946
East Side	1	3529
Flynn (NT)	0	874
Flynn (NT)	1	2959
Larapinta	0	800
Larapinta	1	3588
Mount Johns	0	742
Mount Johns	1	2471
Petermann - Simpson	0	1031
Petermann - Simpson	1	948
Ross	0	490
Ross	1	1582
Sandover - Plenty	0	2410
Sandover - Plenty	1	604
Tanami	0	2003
Tanami	1	336
Yuendumu - Anmatjere	0	1719
Yuendumu - Anmatjere	1	203
Barkly	0	1388
Barkly	1	950
Tennant Creek	0	968
Tennant Creek	1	1607
Alligator	0	698
Alligator	1	3147
Daly	0	880
Daly	1	709
Thamarrurr	0	1992
Thamarrurr	1	183
Tiwi Islands	0	2061
Tiwi Islands	1	271
West Arnhem	0	3910
West Arnhem	1	350
Anindilyakwa	0	1501
Anindilyakwa	1	748
East Arnhem	0	6669
East Arnhem	1	397
Nhulunbuy	0	340
Nhulunbuy	1	2225
Elsey	0	1550
Elsey	1	479
Gulf	0	2546
Gulf	1	1290
Katherine	0	1428
Katherine	1	6340
Victoria River	0	1547
Victoria River	1	535
Migratory - Offshore - Shipping (NT)	0	37
Migratory - Offshore - Shipping (NT)	1	27
No usual address (NT)	0	455
No usual address (NT)	1	1364
Aranda	0	377
Aranda	1	1943
Belconnen	0	2778
Belconnen	1	3314
Bruce	0	2417
Bruce	1	4075
Charnwood	0	474
Charnwood	1	2318
Cook	0	467
Cook	1	2237
Dunlop	0	1333
Dunlop	1	5619
Evatt	0	818
Evatt	1	4171
Florey	0	1397
Florey	1	3171
Flynn (ACT)	0	384
Flynn (ACT)	1	2856
Fraser	0	121
Fraser	1	1822
Giralang	0	619
Giralang	1	2571
Gooromon	1	7
Hawker	0	552
Hawker	1	2285
Higgins	0	507
Higgins	1	2411
Holt	0	654
Holt	1	3691
Kaleen	0	1873
Kaleen	1	5097
Latham	0	531
Latham	1	2933
Lawson	0	84
Lawson	1	50
Macgregor (ACT)	0	1552
Macgregor (ACT)	1	5046
Macquarie	0	672
Macquarie	1	1925
McKellar	0	694
McKellar	1	1899
Melba	0	466
Melba	1	2530
Page	0	750
Page	1	2091
Scullin	0	607
Scullin	1	2147
Spence	0	333
Spence	1	2144
Weetangera	0	396
Weetangera	1	2103
Molonglo Corridor	1	7
West Belconnen	0	3
West Belconnen	1	7
Hume	1	8
Kowen	1	27
Canberra East	0	73
Canberra East	1	605
Canberra Airport	0	9
Canberra Airport	1	82
Majura	0	13
Majura	1	137
Amaroo	0	1153
Amaroo	1	4376
Bonner	0	2843
Bonner	1	3557
Casey	0	1643
Casey	1	3856
Crace	0	1741
Crace	1	2536
Forde	0	1295
Forde	1	2862
Franklin	0	3214
Franklin	1	2948
Gungahlin	0	2568
Gungahlin	1	3206
Hall	0	10
Hall	1	258
Harrison	0	3162
Harrison	1	4264
Mitchell	1	6
Ngunnawal	0	2521
Ngunnawal	1	7443
Nicholls	0	1550
Nicholls	1	4986
Palmerston	0	1632
Palmerston	1	3642
Jacka	0	292
Jacka	1	364
Kenny	1	11
Moncrieff	0	47
Moncrieff	1	47
Acton	0	891
Acton	1	1073
Ainslie	0	713
Ainslie	1	4170
Braddon	0	1465
Braddon	1	3484
Civic	0	1894
Civic	1	1981
Dickson	0	508
Dickson	1	1515
Downer	0	839
Downer	1	2621
Hackett	0	436
Hackett	1	2427
Lyneham	0	1252
Lyneham	1	3480
O'Connor (ACT)	0	936
O'Connor (ACT)	1	4247
Turner	0	1088
Turner	1	2549
Watson	0	1189
Watson	1	4347
Campbell	0	477
Campbell	1	2537
Duntroon	0	152
Duntroon	1	1503
Reid	0	349
Reid	1	1106
Deakin	0	483
Deakin	1	2290
Forrest	0	272
Forrest	1	1201
Griffith (ACT)	0	855
Griffith (ACT)	1	3361
Narrabundah	0	1239
Narrabundah	1	4134
Red Hill (ACT)	0	691
Red Hill (ACT)	1	2262
Yarralumla	0	417
Yarralumla	1	2306
Barton	0	270
Barton	1	1052
Fyshwick	0	7
Fyshwick	1	47
Kingston (ACT)	0	671
Kingston (ACT)	1	3404
Banks	0	623
Banks	1	4153
Bonython	0	824
Bonython	1	2868
Calwell	0	662
Calwell	1	4804
Chisholm	0	585
Chisholm	1	4316
Conder	0	631
Conder	1	4186
Fadden	0	400
Fadden	1	2477
Gilmore	0	363
Gilmore	1	2253
Gordon (ACT)	0	1126
Gordon (ACT)	1	6178
Gowrie (ACT)	0	415
Gowrie (ACT)	1	2519
Greenway	0	550
Greenway	1	1235
Isabella Plains	0	747
Isabella Plains	1	3433
Kambah	0	1781
Kambah	1	12396
Macarthur	0	119
Macarthur	1	1243
Monash	0	992
Monash	1	4067
Oxley (ACT)	0	272
Oxley (ACT)	1	1347
Richardson	0	412
Richardson	1	2466
Theodore	0	474
Theodore	1	3191
Tuggeranong	1	17
Wanniassa	0	1095
Wanniassa	1	6106
Tuggeranong - West	1	12
Chapman	0	322
Chapman	1	2283
Duffy	0	334
Duffy	1	2678
Fisher	0	365
Fisher	1	2470
Holder	0	380
Holder	1	2138
Rivett	0	415
Rivett	1	2614
Stirling	0	371
Stirling	1	1614
Waramanga	0	381
Waramanga	1	2137
Weston	0	548
Weston	1	2700
Scrivener	1	3
Chifley	0	555
Chifley	1	1754
Curtin	0	786
Curtin	1	4213
Farrer	0	542
Farrer	1	2581
Garran	0	949
Garran	1	2274
Hughes	0	400
Hughes	1	2393
Isaacs	0	736
Isaacs	1	1541
Lyons (ACT)	0	780
Lyons (ACT)	1	2061
Mawson	0	945
Mawson	1	2166
O'Malley	0	405
O'Malley	1	521
Pearce	0	440
Pearce	1	2021
Phillip	0	1251
Phillip	1	1432
Torrens	0	421
Torrens	1	1707
Arboretum	1	3
Coombs	0	666
Coombs	1	1011
Molonglo	1	3
Molonglo - North	1	3
Wright	0	772
Wright	1	1775
ACT - South West	0	35
ACT - South West	1	477
Namadgi	1	37
No usual address (ACT)	0	82
No usual address (ACT)	1	355
Christmas Island	0	842
Christmas Island	1	503
Cocos (Keeling) Islands	0	374
Cocos (Keeling) Islands	1	119
Jervis Bay	0	48
Jervis Bay	1	277
Norfolk Island	0	851
Norfolk Island	1	789
Migratory - Offshore - Shipping (OT)	1	4
No usual address (OT)	0	10
No usual address (OT)	1	40
