SA2_NAME16	HomeCensusNight	persons
Lemon Tree Passage - Tanilba Bay	0	386
Lemon Tree Passage - Tanilba Bay	1	6301
Nelson Bay Peninsula	0	1469
Nelson Bay Peninsula	1	19554
Raymond Terrace	0	724
Raymond Terrace	1	13104
Seaham - Woodville	0	259
Seaham - Woodville	1	5154
Tea Gardens - Hawks Nest	0	388
Tea Gardens - Hawks Nest	1	4651
Williamtown - Medowie - Karuah	0	809
Williamtown - Medowie - Karuah	1	12862
Muswellbrook	0	592
Muswellbrook	1	11483
Muswellbrook Region	0	172
Muswellbrook Region	1	3839
Scone	0	278
Scone	1	5547
Scone Region	0	459
Scone Region	1	7825
Dapto - Avondale	0	999
Dapto - Avondale	1	22463
Horsley - Kembla Grange	0	312
Horsley - Kembla Grange	1	8345
Port Kembla Industrial	1	8
Unanderra - Mount Kembla	0	600
Unanderra - Mount Kembla	1	14781
Berkeley - Lake Heights - Cringila	0	544
Berkeley - Lake Heights - Cringila	1	13254
Port Kembla - Warrawong	0	383
Port Kembla - Warrawong	1	9367
Windang - Primbee	0	215
Windang - Primbee	1	4088
Illawarra Catchment Reserve	1	8
Albion Park - Macquarie Pass	0	600
Albion Park - Macquarie Pass	1	13730
Albion Park Rail	0	297
Albion Park Rail	1	6614
Kiama	0	494
Kiama	1	7206
Kiama Downs - Minnamurra	0	360
Kiama Downs - Minnamurra	1	5516
Kiama Hinterland - Gerringong	0	525
Kiama Hinterland - Gerringong	1	7286
Shellharbour - Flinders	0	677
Shellharbour - Flinders	1	16153
Shellharbour - Oak Flats	0	391
Shellharbour - Oak Flats	1	9557
Warilla	0	977
Warilla	1	19449
Balgownie - Fairy Meadow	0	936
Balgownie - Fairy Meadow	1	20258
Corrimal - Tarrawanna - Bellambi	0	684
Corrimal - Tarrawanna - Bellambi	1	14735
Figtree - Keiraville	0	920
Figtree - Keiraville	1	20162
Helensburgh	0	421
Helensburgh	1	8365
Thirroul - Austinmer - Coalcliff	0	696
Thirroul - Austinmer - Coalcliff	1	10606
Woonona - Bulli - Russell Vale	0	924
Woonona - Bulli - Russell Vale	1	18913
Wollongong - East	0	828
Wollongong - East	1	13140
Wollongong - West	0	787
Wollongong - West	1	15917
Bulahdelah - Stroud	0	295
Bulahdelah - Stroud	1	4432
Forster	0	949
Forster	1	13323
Forster-Tuncurry Region	0	448
Forster-Tuncurry Region	1	5638
Tuncurry	0	411
Tuncurry	1	5778
Kempsey	0	696
Kempsey	1	14063
Kempsey Region	0	538
Kempsey Region	1	8491
Macksville - Scotts Head	0	313
Macksville - Scotts Head	1	4481
Nambucca Heads	0	373
Nambucca Heads	1	6384
Nambucca Heads Region	0	442
Nambucca Heads Region	1	7217
South West Rocks	0	330
South West Rocks	1	4800
Lord Howe Island	0	69
Lord Howe Island	1	312
Laurieton - Bonny Hills	0	1119
Laurieton - Bonny Hills	1	15626
Port Macquarie - East	0	1568
Port Macquarie - East	1	26485
Port Macquarie - West	0	972
Port Macquarie - West	1	16358
Port Macquarie Region	0	359
Port Macquarie Region	1	4938
Wauchope	0	569
Wauchope	1	10580
Gloucester	0	336
Gloucester	1	4697
Old Bar - Manning Point - Red Head	0	682
Old Bar - Manning Point - Red Head	1	9848
Taree	0	1051
Taree	1	19432
Taree Region	0	837
Taree Region	1	11599
Wingham	0	296
Wingham	1	5075
Albury - East	0	982
Albury - East	1	14070
Albury - North	0	611
Albury - North	1	9230
Albury - South	0	740
Albury - South	1	9561
Albury Region	0	716
Albury Region	1	10894
Lavington	0	816
Lavington	1	13656
Hay	0	266
Hay	1	2703
Wentworth - Buronga	0	402
Wentworth - Buronga	1	5565
Wentworth-Balranald Region	0	234
Wentworth-Balranald Region	1	3377
Corowa	0	379
Corowa	1	5100
Corowa Region	0	508
Corowa Region	1	6233
Deniliquin	0	525
Deniliquin	1	6914
Deniliquin Region	0	464
Deniliquin Region	1	6291
Moama	0	478
Moama	1	5370
Tocumwal - Finley - Jerilderie	0	742
Tocumwal - Finley - Jerilderie	1	8981
Armidale	0	1736
Armidale	1	21611
Armidale Region - North	0	297
Armidale Region - North	1	4195
Armidale Region - South	0	395
Armidale Region - South	1	5623
Walcha	0	189
Walcha	1	3038
Glen Innes	0	615
Glen Innes	1	8223
Inverell	0	685
Inverell	1	10971
Inverell Region - East	0	366
Inverell Region - East	1	4873
Inverell Region - West	0	410
Inverell Region - West	1	5579
Tenterfield	0	449
Tenterfield	1	6174
Moree	0	552
Moree	1	7654
Moree Region	0	480
Moree Region	1	4973
Narrabri	0	403
Narrabri	1	6769
Narrabri Region	0	316
Narrabri Region	1	4488
Gunnedah	0	457
Gunnedah	1	8732
Gunnedah Region	0	254
Gunnedah Region	1	3878
Quirindi	0	488
Quirindi	1	7198
Tamworth - East	0	1231
Tamworth - East	1	19143
Tamworth - North	0	926
Tamworth - North	1	14146
Tamworth - West	0	303
Tamworth - West	1	5262
Tamworth Region	0	1065
Tamworth Region	1	17411
Belmont - Bennetts Green	0	865
Belmont - Bennetts Green	1	16862
Belmont South - Blacksmiths	0	272
Belmont South - Blacksmiths	1	5333
Charlestown - Dudley	0	1203
Charlestown - Dudley	1	22756
Glendale - Cardiff - Hillsborough	0	1012
Glendale - Cardiff - Hillsborough	1	22379
Mount Hutton - Windale	0	431
Mount Hutton - Windale	1	8469
Redhead	0	209
Redhead	1	3308
Swansea - Caves Beach	0	651
Swansea - Caves Beach	1	10891
Valentine - Eleebana	0	611
Valentine - Eleebana	1	11384
Warners Bay - Boolaroo	0	832
Warners Bay - Boolaroo	1	12539
Bolton Point - Teralba	0	442
Bolton Point - Teralba	1	8078
Bonnells Bay - Silverwater	0	499
Bonnells Bay - Silverwater	1	8216
Edgeworth - Cameron Park	0	612
Edgeworth - Cameron Park	1	13591
Morisset - Cooranbong	0	811
Morisset - Cooranbong	1	14148
Toronto - Awaba	0	776
Toronto - Awaba	1	12654
Wangi Wangi - Rathmines	0	618
Wangi Wangi - Rathmines	1	8280
West Wallsend - Barnsley - Killingworth	0	278
West Wallsend - Barnsley - Killingworth	1	6201
Adamstown - Kotara	0	728
Adamstown - Kotara	1	14875
Beresfield - Hexham	0	386
Beresfield - Hexham	1	7974
Hamilton - Broadmeadow	0	652
Hamilton - Broadmeadow	1	11197
Lambton - New Lambton	0	780
Lambton - New Lambton	1	15746
Maryland - Fletcher - Minmi	0	621
Maryland - Fletcher - Minmi	1	12946
Mayfield - Warabrook	0	710
Mayfield - Warabrook	1	14163
Merewether - The Junction	0	858
Merewether - The Junction	1	12764
Newcastle - Cooks Hill	0	943
Newcastle - Cooks Hill	1	9821
Newcastle Port - Kooragang	1	12
Shortland - Jesmond	0	553
Shortland - Jesmond	1	10990
Stockton - Fullerton Cove	0	450
Stockton - Fullerton Cove	1	7040
Wallsend - Elermore Vale	0	872
Wallsend - Elermore Vale	1	18756
Waratah - North Lambton	0	619
Waratah - North Lambton	1	11434
Wickham - Carrington - Tighes Hill	0	519
Wickham - Carrington - Tighes Hill	1	7480
Ballina	0	942
Ballina	1	16167
Ballina Region	0	818
Ballina Region	1	16016
Bangalow	0	369
Bangalow	1	5297
Brunswick Heads - Ocean Shores	0	448
Brunswick Heads - Ocean Shores	1	7759
Byron Bay	0	712
Byron Bay	1	8789
Evans Head	0	327
Evans Head	1	4890
Lennox Head - Skennars Head	0	484
Lennox Head - Skennars Head	1	7255
Mullumbimby	0	428
Mullumbimby	1	7564
Casino	0	576
Casino	1	11655
Casino Region	0	343
Casino Region	1	6627
Goonellabah	0	601
Goonellabah	1	12527
Kyogle	0	367
Kyogle	1	6944
Lismore	0	861
Lismore	1	14422
Lismore Region	0	770
Lismore Region	1	14259
Kingscliff - Fingal Head	0	757
Kingscliff - Fingal Head	1	12399
Murwillumbah	0	425
Murwillumbah	1	8517
Murwillumbah Region	0	508
Murwillumbah Region	1	9141
Pottsville	0	685
Pottsville	1	12497
Tweed Heads	0	983
Tweed Heads	1	18436
Banora Point	0	796
Banora Point	1	14840
Terranora - North Tumblegum	0	143
Terranora - North Tumblegum	1	3103
Tweed Heads South	0	382
Tweed Heads South	1	7762
Griffith (NSW)	0	1016
Griffith (NSW)	1	18126
Griffith Region	0	806
Griffith Region	1	12070
Leeton	0	493
Leeton	1	9590
Narrandera	0	412
Narrandera	1	5627
Tumbarumba	0	299
Tumbarumba	1	3153
Tumut	0	372
Tumut	1	5900
Tumut Region	0	313
Tumut Region	1	4405
Cootamundra	0	523
Cootamundra	1	7043
Gundagai	0	234
Gundagai	1	3361
Junee	0	329
Junee	1	5911
Temora	0	400
Temora	1	6319
Wagga Wagga - East	0	1059
Wagga Wagga - East	1	15530
Wagga Wagga - North	0	247
Wagga Wagga - North	1	4159
Wagga Wagga - South	0	1099
Wagga Wagga - South	1	20165
Wagga Wagga - West	0	878
Wagga Wagga - West	1	11279
Wagga Wagga Region	0	838
Wagga Wagga Region	1	13984
Berry - Kangaroo Valley	0	597
Berry - Kangaroo Valley	1	8189
Callala Bay - Currarong	0	315
Callala Bay - Currarong	1	3300
Culburra Beach	0	372
Culburra Beach	1	4587
Ettrema - Sassafras - Budawang	0	14
Ettrema - Sassafras - Budawang	1	38
Huskisson - Vincentia	0	385
Huskisson - Vincentia	1	3802
North Nowra - Bomaderry	0	1000
North Nowra - Bomaderry	1	14753
Nowra	0	1110
Nowra	1	18929
St Georges Basin - Erowal Bay	0	916
St Georges Basin - Erowal Bay	1	13084
Sussex Inlet - Berrara	0	346
Sussex Inlet - Berrara	1	3999
Tomerong - Wandandian - Woollamia	0	225
Tomerong - Wandandian - Woollamia	1	3176
Ulladulla	0	1064
Ulladulla	1	14209
Ulladulla Region	0	447
Ulladulla Region	1	4621
Bowral	0	733
Bowral	1	12214
Hill Top - Colo Vale	0	262
Hill Top - Colo Vale	1	5766
Mittagong	0	475
Mittagong	1	8527
Moss Vale - Berrima	0	504
Moss Vale - Berrima	1	9300
Robertson - Fitzroy Falls	0	235
Robertson - Fitzroy Falls	1	3270
Southern Highlands	0	428
Southern Highlands	1	6158
Baulkham Hills (East)	0	648
Baulkham Hills (East)	1	22293
Baulkham Hills (West) - Bella Vista	0	492
Baulkham Hills (West) - Bella Vista	1	19576
Glenhaven	0	217
Glenhaven	1	6035
West Pennant Hills	0	346
West Pennant Hills	1	12289
Castle Hill - Central	0	190
Castle Hill - Central	1	7423
Castle Hill - East	0	134
Castle Hill - East	1	5462
Castle Hill - North	0	371
Castle Hill - North	1	11521
Castle Hill - South	0	298
Castle Hill - South	1	9222
Castle Hill - West	0	138
Castle Hill - West	1	5101
Cherrybrook	0	432
Cherrybrook	1	18338
Kellyville	0	612
Kellyville	1	22616
Dural - Kenthurst - Wisemans Ferry	0	787
Dural - Kenthurst - Wisemans Ferry	1	20231
Galston - Laughtondale	0	195
Galston - Laughtondale	1	5013
Bilpin - Colo - St Albans	0	163
Bilpin - Colo - St Albans	1	2528
Kurrajong Heights - Ebenezer	0	842
Kurrajong Heights - Ebenezer	1	21056
Pitt Town - McGraths Hill	0	357
Pitt Town - McGraths Hill	1	10176
Rouse Hill - Beaumont Hills	0	588
Rouse Hill - Beaumont Hills	1	22066
Blacktown (East) - Kings Park	0	513
Blacktown (East) - Kings Park	1	16410
Blacktown (North) - Marayong	0	452
Blacktown (North) - Marayong	1	17568
Doonside - Woodcroft	0	585
Doonside - Woodcroft	1	21940
Lalor Park - Kings Langley	0	671
Lalor Park - Kings Langley	1	24210
Seven Hills - Toongabbie	0	647
Seven Hills - Toongabbie	1	23270
Blacktown (South)	0	324
Blacktown (South)	1	12001
Blacktown (West)	0	437
Blacktown (West)	1	15717
Glenwood	0	305
Glenwood	1	15821
Parklea - Kellyville Ridge	0	667
Parklea - Kellyville Ridge	1	31974
Riverstone - Marsden Park	0	492
Riverstone - Marsden Park	1	16818
Acacia Gardens	0	51
Acacia Gardens	1	3740
Quakers Hill	0	489
Quakers Hill	1	22447
Bidwill - Hebersham - Emerton	0	693
Bidwill - Hebersham - Emerton	1	17748
Glendenning - Dean Park	0	167
Glendenning - Dean Park	1	8189
Hassall Grove - Plumpton	0	434
Hassall Grove - Plumpton	1	20234
Lethbridge Park - Tregear	0	646
Lethbridge Park - Tregear	1	20066
Mount Druitt - Whalan	0	669
Mount Druitt - Whalan	1	22027
Prospect Reservoir	0	5
Prospect Reservoir	1	35
Rooty Hill - Minchinbury	0	477
Rooty Hill - Minchinbury	1	20677
Banksmeadow	0	9
Banksmeadow	1	16
Botany	0	325
Botany	1	10492
Mascot - Eastlakes	0	761
Mascot - Eastlakes	1	23647
Pagewood - Hillsdale - Daceyville	0	382
Pagewood - Hillsdale - Daceyville	1	10992
Port Botany Industrial	1	3
Sydney Airport	1	58
Marrickville	0	1099
Marrickville	1	25440
Petersham - Stanmore	0	837
Petersham - Stanmore	1	19396
Sydenham - Tempe - St Peters	0	275
Sydenham - Tempe - St Peters	1	7563
Darlinghurst	0	532
Darlinghurst	1	10785
Erskineville - Alexandria	0	721
Erskineville - Alexandria	1	15516
Glebe - Forest Lodge	0	979
Glebe - Forest Lodge	1	18631
Newtown - Camperdown - Darlington	0	1190
Newtown - Camperdown - Darlington	1	23651
Potts Point - Woolloomooloo	0	1111
Potts Point - Woolloomooloo	1	20088
Pyrmont - Ultimo	0	877
Pyrmont - Ultimo	1	20779
Redfern - Chippendale	0	969
Redfern - Chippendale	1	21534
Surry Hills	0	814
Surry Hills	1	15599
Sydney - Haymarket - The Rocks	0	1284
Sydney - Haymarket - The Rocks	1	26121
Waterloo - Beaconsfield	0	1132
Waterloo - Beaconsfield	1	31933
Bondi - Tamarama - Bronte	0	843
Bondi - Tamarama - Bronte	1	17560
Bondi Beach - North Bondi	0	995
Bondi Beach - North Bondi	1	19734
Bondi Junction - Waverly	0	658
Bondi Junction - Waverly	1	16199
Double Bay - Bellevue Hill	0	1192
Double Bay - Bellevue Hill	1	23677
Dover Heights	0	351
Dover Heights	1	10477
Paddington - Moore Park	0	770
Paddington - Moore Park	1	14397
Rose Bay - Vaucluse - Watsons Bay	0	482
Rose Bay - Vaucluse - Watsons Bay	1	11360
Woollahra	0	423
Woollahra	1	7259
Coogee - Clovelly	0	1114
Coogee - Clovelly	1	24338
Malabar - La Perouse - Chifley	0	742
Malabar - La Perouse - Chifley	1	23295
Kensington (NSW)	0	518
Kensington (NSW)	1	14369
Kingsford	0	516
Kingsford	1	15090
Maroubra - North	0	367
Maroubra - North	1	9448
Maroubra - South	0	432
Maroubra - South	1	10249
Maroubra - West	0	311
Maroubra - West	1	9882
Randwick - North	0	602
Randwick - North	1	16273
Randwick - South	0	581
Randwick - South	1	12535
Bass Hill - Georges Hall	0	576
Bass Hill - Georges Hall	1	21251
Chullora	0	15
Chullora	1	883
Condell Park	0	309
Condell Park	1	10994
Greenacre - Mount Lewis	0	658
Greenacre - Mount Lewis	1	25308
Padstow	0	460
Padstow	1	16024
Panania - Milperra - Picnic Point	0	759
Panania - Milperra - Picnic Point	1	25025
Revesby	0	475
Revesby	1	15753
Yagoona - Birrong	0	637
Yagoona - Birrong	1	20069
Bankstown - North	0	462
Bankstown - North	1	15774
Bankstown - South	0	480
Bankstown - South	1	15518
Belmore - Belfield	0	555
Belmore - Belfield	1	18485
Canterbury (South) - Campsie	0	777
Canterbury (South) - Campsie	1	29845
Kingsgrove (North) - Earlwood	0	724
Kingsgrove (North) - Earlwood	1	22955
Punchbowl	0	530
Punchbowl	1	20231
Roselands	0	341
Roselands	1	13394
Lakemba	0	368
Lakemba	1	16656
Wiley Park	0	209
Wiley Park	1	10007
Hurstville	0	588
Hurstville	1	23015
Mortdale - Penshurst	0	662
Mortdale - Penshurst	1	23244
Narwee - Beverly Hills	0	348
Narwee - Beverly Hills	1	13439
Oatley - Hurstville Grove	0	437
Oatley - Hurstville Grove	1	12171
Peakhurst - Lugarno	0	527
Peakhurst - Lugarno	1	17407
Riverwood	0	307
Riverwood	1	10975
South Hurstville - Blakehurst	0	682
South Hurstville - Blakehurst	1	23385
Arncliffe - Bardwell Valley	0	639
Arncliffe - Bardwell Valley	1	20808
Bexley	0	679
Bexley	1	25798
Kingsgrove (South) - Bardwell Park	0	345
Kingsgrove (South) - Bardwell Park	1	12263
Kogarah	0	262
Kogarah	1	11053
Kogarah Bay - Carlton - Allawah	0	416
Kogarah Bay - Carlton - Allawah	1	15553
Monterey - Brighton-le-Sands - Kyeemagh	0	492
Monterey - Brighton-le-Sands - Kyeemagh	1	13475
Rockdale - Banksia	0	539
Rockdale - Banksia	1	19426
Sans Souci - Ramsgate	0	543
Sans Souci - Ramsgate	1	15430
Concord - Mortlake - Cabarita	0	781
Concord - Mortlake - Cabarita	1	20960
Concord West - North Strathfield	0	807
Concord West - North Strathfield	1	24038
Drummoyne - Rodd Point	0	793
Drummoyne - Rodd Point	1	17531
Five Dock - Abbotsford	0	741
Five Dock - Abbotsford	1	19703
Balmain	0	812
Balmain	1	14876
Leichhardt - Annandale	0	1140
Leichhardt - Annandale	1	25251
Lilyfield - Rozelle	0	639
Lilyfield - Rozelle	1	13352
Ashfield	0	768
Ashfield	1	23733
Burwood - Croydon	0	744
Burwood - Croydon	1	23911
Canterbury (North) - Ashbury	0	359
Canterbury (North) - Ashbury	1	10084
Croydon Park - Enfield	0	504
Croydon Park - Enfield	1	16719
Dulwich Hill - Lewisham	0	635
Dulwich Hill - Lewisham	1	16177
Haberfield - Summer Hill	0	441
Haberfield - Summer Hill	1	13029
Homebush	0	609
Homebush	1	15604
Strathfield	0	697
Strathfield	1	24318
Strathfield South	0	99
Strathfield South	1	3447
Chatswood (East) - Artarmon	0	849
Chatswood (East) - Artarmon	1	27835
Chatswood (West) - Lane Cove North	0	661
Chatswood (West) - Lane Cove North	1	20201
Lane Cove - Greenwich	0	981
Lane Cove - Greenwich	1	25750
St Leonards - Naremburn	0	457
St Leonards - Naremburn	1	10044
Willoughby - Castle Cove - Northbridge	0	989
Willoughby - Castle Cove - Northbridge	1	24481
Asquith - Mount Colah	0	592
Asquith - Mount Colah	1	17692
Berowra - Brooklyn - Cowan	0	457
Berowra - Brooklyn - Cowan	1	11239
Normanhurst - Thornleigh - Westleigh	0	678
Normanhurst - Thornleigh - Westleigh	1	17856
Hornsby - East	0	352
Hornsby - East	1	11451
Hornsby - West	0	291
Hornsby - West	1	10390
Waitara - Wahroonga (West)	0	282
Waitara - Wahroonga (West)	1	9321
Gordon - Killara	0	678
Gordon - Killara	1	20648
Lindfield - Roseville	0	787
Lindfield - Roseville	1	22359
Pymble	0	604
Pymble	1	15744
St Ives	0	634
St Ives	1	19821
Turramurra	0	770
Turramurra	1	18497
Wahroonga (East) - Warrawee	0	618
Wahroonga (East) - Warrawee	1	17209
Cremorne - Cammeray	0	833
Cremorne - Cammeray	1	18247
Crows Nest - Waverton	0	805
Crows Nest - Waverton	1	17216
Mosman	0	1397
Mosman	1	27076
Neutral Bay - Kirribilli	0	912
Neutral Bay - Kirribilli	1	16942
North Sydney - Lavender Bay	0	571
North Sydney - Lavender Bay	1	10135
Balgowlah - Clontarf - Seaforth	0	829
Balgowlah - Clontarf - Seaforth	1	19353
Manly - Fairlight	0	1038
Manly - Fairlight	1	20668
Avalon - Palm Beach	0	852
Avalon - Palm Beach	1	11524
Bayview - Elanora Heights	0	549
Bayview - Elanora Heights	1	10195
Newport - Bilgola	0	696
Newport - Bilgola	1	12482
Warriewood - Mona Vale	0	1055
Warriewood - Mona Vale	1	23080
Beacon Hill - Narraweena	0	523
Beacon Hill - Narraweena	1	13353
Cromer	0	235
Cromer	1	7246
Dee Why - North Curl Curl	0	910
Dee Why - North Curl Curl	1	24035
Forestville - Killarney Heights	0	418
Forestville - Killarney Heights	1	12377
Frenchs Forest - Belrose	0	777
Frenchs Forest - Belrose	1	24391
Freshwater - Brookvale	0	963
Freshwater - Brookvale	1	20011
Manly Vale - Allambie Heights	0	593
Manly Vale - Allambie Heights	1	16272
Narrabeen - Collaroy	0	1030
Narrabeen - Collaroy	1	23747
Terrey Hills - Duffys Forest	0	132
Terrey Hills - Duffys Forest	1	3516
Camden - Ellis Lane	0	529
Camden - Ellis Lane	1	12432
Elderslie - Harrington Park	0	623
Elderslie - Harrington Park	1	20357
Mount Annan - Currans Hill	0	802
Mount Annan - Currans Hill	1	27772
Bradbury - Wedderburn	0	706
Bradbury - Wedderburn	1	18252
Campbelltown - Woodbine	0	642
Campbelltown - Woodbine	1	17549
Claymore - Eagle Vale - Raby	0	684
Claymore - Eagle Vale - Raby	1	19721
Ingleburn - Denham Court	0	534
Ingleburn - Denham Court	1	19452
Leumeah - Minto Heights	0	586
Leumeah - Minto Heights	1	15951
Macquarie Fields - Glenfield	0	601
Macquarie Fields - Glenfield	1	22955
Minto - St Andrews	0	576
Minto - St Andrews	1	19312
Rosemeadow - Glen Alpine	0	690
Rosemeadow - Glen Alpine	1	20188
Bargo	0	216
Bargo	1	5525
Douglas Park - Appin	0	373
Douglas Park - Appin	1	9251
Picton - Tahmoor - Buxton	0	688
Picton - Tahmoor - Buxton	1	16094
The Oaks - Oakdale	0	332
The Oaks - Oakdale	1	8669
Blackheath - Megalong Valley	0	373
Blackheath - Megalong Valley	1	5188
Blaxland - Warrimoo - Lapstone	0	839
Blaxland - Warrimoo - Lapstone	1	18105
Blue Mountains - North	1	10
Katoomba - Leura	0	841
Katoomba - Leura	1	12384
