SA2_NAME16	PrivateDwelling	Sex	persons
Erina - Green Point	0	M	421
Erina - Green Point	1	F	6731
Erina - Green Point	1	M	5931
Gosford - Springfield	0	F	945
Gosford - Springfield	0	M	857
Gosford - Springfield	1	F	8838
Gosford - Springfield	1	M	8342
Kariong	0	F	97
Kariong	0	M	266
Kariong	1	F	3008
Kariong	1	M	2933
Kincumber - Picketts Valley	0	F	181
Kincumber - Picketts Valley	0	M	124
Kincumber - Picketts Valley	1	F	3700
Kincumber - Picketts Valley	1	M	3170
Narara	0	F	106
Narara	0	M	90
Narara	1	F	3232
Narara	1	M	3098
Niagara Park - Lisarow	0	F	191
Niagara Park - Lisarow	0	M	143
Niagara Park - Lisarow	1	F	3811
Niagara Park - Lisarow	1	M	3733
Point Clare - Koolewong	0	F	89
Point Clare - Koolewong	0	M	92
Point Clare - Koolewong	1	F	3074
Point Clare - Koolewong	1	M	2887
Saratoga - Davistown	0	F	109
Saratoga - Davistown	0	M	110
Saratoga - Davistown	1	F	3396
Saratoga - Davistown	1	M	3132
Terrigal - North Avoca	0	F	358
Terrigal - North Avoca	0	M	374
Terrigal - North Avoca	1	F	6411
Terrigal - North Avoca	1	M	6095
Umina - Booker Bay - Patonga	0	F	767
Umina - Booker Bay - Patonga	0	M	632
Umina - Booker Bay - Patonga	1	F	11389
Umina - Booker Bay - Patonga	1	M	10435
Wamberal - Forresters Beach	0	F	179
Wamberal - Forresters Beach	0	M	193
Wamberal - Forresters Beach	1	F	4620
Wamberal - Forresters Beach	1	M	4475
Woy Woy - Blackwall	0	F	555
Woy Woy - Blackwall	0	M	422
Woy Woy - Blackwall	1	F	6696
Woy Woy - Blackwall	1	M	6232
Wyoming	0	F	498
Wyoming	0	M	395
Wyoming	1	F	5384
Wyoming	1	M	4956
Bateau Bay - Killarney Vale	0	F	803
Bateau Bay - Killarney Vale	0	M	547
Bateau Bay - Killarney Vale	1	F	10586
Bateau Bay - Killarney Vale	1	M	9667
Blue Haven - San Remo	0	F	179
Blue Haven - San Remo	0	M	155
Blue Haven - San Remo	1	F	5467
Blue Haven - San Remo	1	M	5136
Budgewoi - Buff Point - Halekulani	0	F	207
Budgewoi - Buff Point - Halekulani	0	M	209
Budgewoi - Buff Point - Halekulani	1	F	4437
Budgewoi - Buff Point - Halekulani	1	M	4347
Chittaway Bay - Tumbi Umbi	0	F	335
Chittaway Bay - Tumbi Umbi	0	M	287
Chittaway Bay - Tumbi Umbi	1	F	7437
Chittaway Bay - Tumbi Umbi	1	M	6982
Gorokan - Kanwal - Charmhaven	0	F	880
Gorokan - Kanwal - Charmhaven	0	M	739
Gorokan - Kanwal - Charmhaven	1	F	10410
Gorokan - Kanwal - Charmhaven	1	M	9753
Jilliby - Yarramalong	0	F	182
Jilliby - Yarramalong	0	M	222
Jilliby - Yarramalong	1	F	1498
Jilliby - Yarramalong	1	M	1476
Lake Munmorah - Mannering Park	0	F	187
Lake Munmorah - Mannering Park	0	M	190
Lake Munmorah - Mannering Park	1	F	5191
Lake Munmorah - Mannering Park	1	M	4869
Ourimbah - Fountaindale	0	F	101
Ourimbah - Fountaindale	0	M	87
Ourimbah - Fountaindale	1	F	2333
Ourimbah - Fountaindale	1	M	2279
Summerland Point - Gwandalan	0	F	80
Summerland Point - Gwandalan	0	M	75
Summerland Point - Gwandalan	1	F	2736
Summerland Point - Gwandalan	1	M	2724
The Entrance	0	F	619
The Entrance	0	M	599
The Entrance	1	F	7139
The Entrance	1	M	6599
Toukley - Norah Head	0	F	493
Toukley - Norah Head	0	M	426
Toukley - Norah Head	1	F	4484
Toukley - Norah Head	1	M	4245
Tuggerah - Kangy Angy	0	F	130
Tuggerah - Kangy Angy	0	M	157
Tuggerah - Kangy Angy	1	F	2557
Tuggerah - Kangy Angy	1	M	2410
Warnervale - Wadalba	0	F	491
Warnervale - Wadalba	0	M	448
Warnervale - Wadalba	1	F	7440
Warnervale - Wadalba	1	M	6913
Wyong	0	F	296
Wyong	0	M	340
Wyong	1	F	4156
Wyong	1	M	3935
Bathurst	0	F	1607
Bathurst	0	M	2018
Bathurst	1	F	10539
Bathurst	1	M	9958
Bathurst - East	0	F	348
Bathurst - East	0	M	381
Bathurst - East	1	F	5194
Bathurst - East	1	M	5061
Bathurst Region	0	F	282
Bathurst Region	0	M	541
Bathurst Region	1	F	2910
Bathurst Region	1	M	2994
Oberon	0	F	274
Oberon	0	M	400
Oberon	1	F	1939
Oberon	1	M	1991
Condobolin	0	F	394
Condobolin	0	M	460
Condobolin	1	F	2835
Condobolin	1	M	2872
Cowra	0	F	478
Cowra	0	M	417
Cowra	1	F	4213
Cowra	1	M	3991
Cowra Region	0	F	239
Cowra Region	0	M	243
Cowra Region	1	F	2423
Cowra Region	1	M	2500
Forbes	0	F	597
Forbes	0	M	665
Forbes	1	F	4418
Forbes	1	M	4471
Grenfell	0	F	170
Grenfell	0	M	162
Grenfell	1	F	1594
Grenfell	1	M	1607
Parkes (NSW)	0	F	606
Parkes (NSW)	0	M	557
Parkes (NSW)	1	F	4997
Parkes (NSW)	1	M	4697
Parkes Region	0	F	173
Parkes Region	0	M	173
Parkes Region	1	F	1424
Parkes Region	1	M	1540
West Wyalong	0	F	379
West Wyalong	0	M	496
West Wyalong	1	F	2553
West Wyalong	1	M	2570
Lithgow	0	F	525
Lithgow	0	M	934
Lithgow	1	F	5694
Lithgow	1	M	5449
Lithgow Region	0	F	520
Lithgow Region	0	M	573
Lithgow Region	1	F	3447
Lithgow Region	1	M	3554
Mudgee	0	F	695
Mudgee	0	M	755
Mudgee	1	F	5315
Mudgee	1	M	5082
Mudgee Region - East	0	F	169
Mudgee Region - East	0	M	211
Mudgee Region - East	1	F	1469
Mudgee Region - East	1	M	1537
Mudgee Region - West	0	F	659
Mudgee Region - West	0	M	726
Mudgee Region - West	1	F	4272
Mudgee Region - West	1	M	4562
Blayney	0	F	236
Blayney	0	M	243
Blayney	1	F	3341
Blayney	1	M	3268
Orange	0	F	1377
Orange	0	M	1593
Orange	1	F	8737
Orange	1	M	7912
Orange - North	0	F	555
Orange - North	0	M	575
Orange - North	1	F	9356
Orange - North	1	M	8939
Orange Region	0	F	358
Orange Region	0	M	378
Orange Region	1	F	5278
Orange Region	1	M	5299
Grafton	0	F	923
Grafton	0	M	1102
Grafton	1	F	8704
Grafton	1	M	8063
Grafton Region	0	F	643
Grafton Region	0	M	731
Grafton Region	1	F	6774
Grafton Region	1	M	7048
Maclean - Yamba - Iluka	0	F	1397
Maclean - Yamba - Iluka	0	M	1415
Maclean - Yamba - Iluka	1	F	7531
Maclean - Yamba - Iluka	1	M	7246
Bellingen	0	F	261
Bellingen	0	M	227
Bellingen	1	F	2820
Bellingen	1	M	2526
Coffs Harbour - North	0	F	1094
Coffs Harbour - North	0	M	1064
Coffs Harbour - North	1	F	8286
Coffs Harbour - North	1	M	7586
Coffs Harbour - South	0	F	1024
Coffs Harbour - South	0	M	877
Coffs Harbour - South	1	F	4683
Coffs Harbour - South	1	M	4103
Coramba - Nana Glen - Bucca	0	F	139
Coramba - Nana Glen - Bucca	0	M	148
Coramba - Nana Glen - Bucca	1	F	1737
Coramba - Nana Glen - Bucca	1	M	1740
Dorrigo	0	F	157
Dorrigo	0	M	169
Dorrigo	1	F	1423
Dorrigo	1	M	1430
Korora - Emerald Beach	0	F	524
Korora - Emerald Beach	0	M	481
Korora - Emerald Beach	1	F	4189
Korora - Emerald Beach	1	M	3940
Sawtell - Boambee	0	F	593
Sawtell - Boambee	0	M	569
Sawtell - Boambee	1	F	9438
Sawtell - Boambee	1	M	8776
Urunga	0	F	264
Urunga	0	M	250
Urunga	1	F	2146
Urunga	1	M	2076
Woolgoolga - Arrawarra	0	F	747
Woolgoolga - Arrawarra	0	M	782
Woolgoolga - Arrawarra	1	F	5768
Woolgoolga - Arrawarra	1	M	5665
Bourke - Brewarrina	0	F	482
Bourke - Brewarrina	0	M	662
Bourke - Brewarrina	1	F	1654
Bourke - Brewarrina	1	M	1631
Cobar	0	F	351
Cobar	0	M	540
Cobar	1	F	1958
Cobar	1	M	2050
Coonamble	0	F	370
Coonamble	0	M	351
Coonamble	1	F	1707
Coonamble	1	M	1698
Nyngan - Warren	0	F	322
Nyngan - Warren	0	M	374
Nyngan - Warren	1	F	2095
Nyngan - Warren	1	M	2132
Walgett - Lightning Ridge	0	F	645
Walgett - Lightning Ridge	0	M	723
Walgett - Lightning Ridge	1	F	2615
Walgett - Lightning Ridge	1	M	2853
Broken Hill	0	F	1066
Broken Hill	0	M	1087
Broken Hill	1	F	8138
Broken Hill	1	M	7637
Far West	0	F	289
Far West	0	M	440
Far West	1	F	960
Far West	1	M	1114
Coonabarabran	0	F	506
Coonabarabran	0	M	477
Coonabarabran	1	F	3448
Coonabarabran	1	M	3481
Dubbo - East	0	F	656
Dubbo - East	0	M	638
Dubbo - East	1	F	4776
Dubbo - East	1	M	4401
Dubbo - South	0	F	929
Dubbo - South	0	M	1047
Dubbo - South	1	F	8075
Dubbo - South	1	M	7207
Dubbo - West	0	F	641
Dubbo - West	0	M	735
Dubbo - West	1	F	4136
Dubbo - West	1	M	3893
Dubbo Region	0	F	230
Dubbo Region	0	M	236
Dubbo Region	1	F	2451
Dubbo Region	1	M	2569
Gilgandra	0	F	214
Gilgandra	0	M	217
Gilgandra	1	F	1967
Gilgandra	1	M	1907
Narromine	0	F	346
Narromine	0	M	336
Narromine	1	F	2875
Narromine	1	M	2872
Wellington	0	F	584
Wellington	0	M	1036
Wellington	1	F	3596
Wellington	1	M	3474
Branxton - Greta - Pokolbin	0	F	566
Branxton - Greta - Pokolbin	0	M	530
Branxton - Greta - Pokolbin	1	F	4720
Branxton - Greta - Pokolbin	1	M	4706
Cessnock	0	F	948
Cessnock	0	M	1588
Cessnock	1	F	9966
Cessnock	1	M	9284
Cessnock Region	0	F	402
Cessnock Region	0	M	411
Cessnock Region	1	F	3535
Cessnock Region	1	M	3433
Dungog	0	F	318
Dungog	0	M	332
Dungog	1	F	4121
Dungog	1	M	4062
Kurri Kurri - Abermain	0	F	517
Kurri Kurri - Abermain	0	M	453
Kurri Kurri - Abermain	1	F	8264
Kurri Kurri - Abermain	1	M	8179
Singleton	0	F	528
Singleton	0	M	1201
Singleton	1	F	7242
Singleton	1	M	7234
Singleton Region	0	F	298
Singleton Region	0	M	342
Singleton Region	1	F	2080
Singleton Region	1	M	2142
Maitland	0	F	372
Maitland	0	M	395
Maitland	1	F	3007
Maitland	1	M	2944
Maitland - East	0	F	694
Maitland - East	0	M	607
Maitland - East	1	F	13231
Maitland - East	1	M	12433
Maitland - North	0	F	215
Maitland - North	0	M	175
Maitland - North	1	F	3589
Maitland - North	1	M	3500
Maitland - West	0	F	529
Maitland - West	0	M	544
Maitland - West	1	F	10917
Maitland - West	1	M	10252
Thornton - Millers Forest	0	F	88
Thornton - Millers Forest	0	M	81
Thornton - Millers Forest	1	F	4859
Thornton - Millers Forest	1	M	4747
Anna Bay	0	F	247
Anna Bay	0	M	212
Anna Bay	1	F	2596
Anna Bay	1	M	2510
Lemon Tree Passage - Tanilba Bay	0	F	215
Lemon Tree Passage - Tanilba Bay	0	M	200
Lemon Tree Passage - Tanilba Bay	1	F	3069
Lemon Tree Passage - Tanilba Bay	1	M	3080
Nelson Bay Peninsula	0	F	1321
Nelson Bay Peninsula	0	M	1191
Nelson Bay Peninsula	1	F	9686
Nelson Bay Peninsula	1	M	8965
Raymond Terrace	0	F	510
Raymond Terrace	0	M	549
Raymond Terrace	1	F	6414
Raymond Terrace	1	M	6196
Seaham - Woodville	0	F	82
Seaham - Woodville	0	M	90
Seaham - Woodville	1	F	2592
Seaham - Woodville	1	M	2533
Tea Gardens - Hawks Nest	0	F	266
Tea Gardens - Hawks Nest	0	M	262
Tea Gardens - Hawks Nest	1	F	2267
Tea Gardens - Hawks Nest	1	M	2219
Williamtown - Medowie - Karuah	0	F	502
Williamtown - Medowie - Karuah	0	M	749
Williamtown - Medowie - Karuah	1	F	6164
Williamtown - Medowie - Karuah	1	M	6145
Muswellbrook	0	F	369
Muswellbrook	0	M	757
Muswellbrook	1	F	5463
Muswellbrook	1	M	5542
Muswellbrook Region	0	F	237
Muswellbrook Region	0	M	246
Muswellbrook Region	1	F	1724
Muswellbrook Region	1	M	1807
Scone	0	F	259
Scone	0	M	307
Scone	1	F	2702
Scone	1	M	2549
Scone Region	0	F	502
Scone Region	0	M	460
Scone Region	1	F	3626
Scone Region	1	M	3596
Dapto - Avondale	0	F	420
Dapto - Avondale	0	M	396
Dapto - Avondale	1	F	11457
Dapto - Avondale	1	M	10806
Horsley - Kembla Grange	0	F	128
Horsley - Kembla Grange	0	M	106
Horsley - Kembla Grange	1	F	4229
Horsley - Kembla Grange	1	M	4050
Port Kembla Industrial	0	M	11
Unanderra - Mount Kembla	0	F	501
Unanderra - Mount Kembla	0	M	308
Unanderra - Mount Kembla	1	F	7282
Unanderra - Mount Kembla	1	M	7024
Berkeley - Lake Heights - Cringila	0	F	331
Berkeley - Lake Heights - Cringila	0	M	312
Berkeley - Lake Heights - Cringila	1	F	6559
Berkeley - Lake Heights - Cringila	1	M	6458
Port Kembla - Warrawong	0	F	357
Port Kembla - Warrawong	0	M	405
Port Kembla - Warrawong	1	F	4542
Port Kembla - Warrawong	1	M	4451
Windang - Primbee	0	F	109
Windang - Primbee	0	M	124
Windang - Primbee	1	F	1985
Windang - Primbee	1	M	2058
Illawarra Catchment Reserve	1	F	3
Illawarra Catchment Reserve	1	M	4
Albion Park - Macquarie Pass	0	F	305
Albion Park - Macquarie Pass	0	M	237
Albion Park - Macquarie Pass	1	F	6973
Albion Park - Macquarie Pass	1	M	6524
Albion Park Rail	0	F	261
Albion Park Rail	0	M	185
Albion Park Rail	1	F	3245
Albion Park Rail	1	M	3118
Kiama	0	F	294
Kiama	0	M	305
Kiama	1	F	3585
Kiama	1	M	3432
Kiama Downs - Minnamurra	0	F	87
Kiama Downs - Minnamurra	0	M	107
Kiama Downs - Minnamurra	1	F	2797
Kiama Downs - Minnamurra	1	M	2705
Kiama Hinterland - Gerringong	0	F	436
Kiama Hinterland - Gerringong	0	M	323
Kiama Hinterland - Gerringong	1	F	3496
Kiama Hinterland - Gerringong	1	M	3343
Shellharbour - Flinders	0	F	306
Shellharbour - Flinders	0	M	310
Shellharbour - Flinders	1	F	8066
Shellharbour - Flinders	1	M	7868
Shellharbour - Oak Flats	0	F	324
Shellharbour - Oak Flats	0	M	273
Shellharbour - Oak Flats	1	F	4823
Shellharbour - Oak Flats	1	M	4546
Warilla	0	F	590
Warilla	0	M	581
Warilla	1	F	9714
Warilla	1	M	9257
Balgownie - Fairy Meadow	0	F	680
Balgownie - Fairy Meadow	0	M	708
Balgownie - Fairy Meadow	1	F	10006
Balgownie - Fairy Meadow	1	M	9573
Corrimal - Tarrawanna - Bellambi	0	F	337
Corrimal - Tarrawanna - Bellambi	0	M	330
Corrimal - Tarrawanna - Bellambi	1	F	7534
Corrimal - Tarrawanna - Bellambi	1	M	7027
Figtree - Keiraville	0	F	675
Figtree - Keiraville	0	M	592
Figtree - Keiraville	1	F	9792
Figtree - Keiraville	1	M	9716
Helensburgh	0	F	188
Helensburgh	0	M	257
Helensburgh	1	F	4072
Helensburgh	1	M	4058
Thirroul - Austinmer - Coalcliff	0	F	266
Thirroul - Austinmer - Coalcliff	0	M	233
Thirroul - Austinmer - Coalcliff	1	F	5297
Thirroul - Austinmer - Coalcliff	1	M	5142
Woonona - Bulli - Russell Vale	0	F	550
Woonona - Bulli - Russell Vale	0	M	430
Woonona - Bulli - Russell Vale	1	F	9567
Woonona - Bulli - Russell Vale	1	M	8960
Wollongong - East	0	F	1115
Wollongong - East	0	M	1288
Wollongong - East	1	F	5858
Wollongong - East	1	M	5924
Wollongong - West	0	F	915
Wollongong - West	0	M	969
Wollongong - West	1	F	7437
Wollongong - West	1	M	7759
Bulahdelah - Stroud	0	F	236
Bulahdelah - Stroud	0	M	238
Bulahdelah - Stroud	1	F	2136
Bulahdelah - Stroud	1	M	2149
Forster	0	F	700
Forster	0	M	629
Forster	1	F	6752
Forster	1	M	6095
Forster-Tuncurry Region	0	F	259
Forster-Tuncurry Region	0	M	287
Forster-Tuncurry Region	1	F	2681
Forster-Tuncurry Region	1	M	2853
Tuncurry	0	F	463
Tuncurry	0	M	421
Tuncurry	1	F	2804
Tuncurry	1	M	2588
Kempsey	0	F	925
Kempsey	0	M	1240
Kempsey	1	F	6515
Kempsey	1	M	6056
Kempsey Region	0	F	459
Kempsey Region	0	M	506
Kempsey Region	1	F	3985
Kempsey Region	1	M	4162
Macksville - Scotts Head	0	F	247
Macksville - Scotts Head	0	M	239
Macksville - Scotts Head	1	F	2205
Macksville - Scotts Head	1	M	2106
Nambucca Heads	0	F	439
Nambucca Heads	0	M	425
Nambucca Heads	1	F	3175
Nambucca Heads	1	M	2932
Nambucca Heads Region	0	F	224
Nambucca Heads Region	0	M	254
Nambucca Heads Region	1	F	3518
Nambucca Heads Region	1	M	3544
South West Rocks	0	F	337
South West Rocks	0	M	334
South West Rocks	1	F	2407
South West Rocks	1	M	2313
Lord Howe Island	0	F	91
Lord Howe Island	0	M	87
Lord Howe Island	1	F	131
Lord Howe Island	1	M	151
Laurieton - Bonny Hills	0	F	563
Laurieton - Bonny Hills	0	M	587
Laurieton - Bonny Hills	1	F	7917
Laurieton - Bonny Hills	1	M	7416
Port Macquarie - East	0	F	1446
Port Macquarie - East	0	M	1348
Port Macquarie - East	1	F	13512
Port Macquarie - East	1	M	12364
Port Macquarie - West	0	F	1036
Port Macquarie - West	0	M	904
Port Macquarie - West	1	F	8311
Port Macquarie - West	1	M	7311
Port Macquarie Region	0	F	224
Port Macquarie Region	0	M	251
Port Macquarie Region	1	F	2256
Port Macquarie Region	1	M	2406
Wauchope	0	F	387
Wauchope	0	M	328
Wauchope	1	F	5343
Wauchope	1	M	4927
Gloucester	0	F	212
Gloucester	0	M	185
Gloucester	1	F	2277
Gloucester	1	M	2231
Old Bar - Manning Point - Red Head	0	F	296
Old Bar - Manning Point - Red Head	0	M	280
Old Bar - Manning Point - Red Head	1	F	5079
Old Bar - Manning Point - Red Head	1	M	4749
Taree	0	F	1020
Taree	0	M	947
Taree	1	F	9716
Taree	1	M	8943
Taree Region	0	F	481
Taree Region	0	M	518
Taree Region	1	F	5522
Taree Region	1	M	5632
Wingham	0	F	175
Wingham	0	M	162
Wingham	1	F	2622
Wingham	1	M	2362
Albury - East	0	F	630
Albury - East	0	M	451
Albury - East	1	F	7002
Albury - East	1	M	6582
Albury - North	0	F	406
Albury - North	0	M	408
Albury - North	1	F	4502
Albury - North	1	M	4269
Albury - South	0	F	906
Albury - South	0	M	1078
Albury - South	1	F	4640
Albury - South	1	M	4226
Albury Region	0	F	465
Albury Region	0	M	384
Albury Region	1	F	5269
Albury Region	1	M	5291
Lavington	0	F	558
Lavington	0	M	586
Lavington	1	F	6833
Lavington	1	M	6343
Hay	0	F	247
Hay	0	M	317
Hay	1	F	1247
Hay	1	M	1240
Wentworth - Buronga	0	F	417
Wentworth - Buronga	0	M	413
Wentworth - Buronga	1	F	2603
Wentworth - Buronga	1	M	2665
Wentworth-Balranald Region	0	F	346
Wentworth-Balranald Region	0	M	679
Wentworth-Balranald Region	1	F	1469
Wentworth-Balranald Region	1	M	1603
Corowa	0	F	200
Corowa	0	M	199
Corowa	1	F	2504
Corowa	1	M	2412
Corowa Region	0	F	403
Corowa Region	0	M	416
Corowa Region	1	F	2958
Corowa Region	1	M	2985
Deniliquin	0	F	462
Deniliquin	0	M	467
Deniliquin	1	F	3323
Deniliquin	1	M	3135
Deniliquin Region	0	F	348
Deniliquin Region	0	M	437
Deniliquin Region	1	F	2900
Deniliquin Region	1	M	3058
Moama	0	F	342
Moama	0	M	336
Moama	1	F	2657
Moama	1	M	2498
Tocumwal - Finley - Jerilderie	0	F	601
Tocumwal - Finley - Jerilderie	0	M	668
Tocumwal - Finley - Jerilderie	1	F	4118
Tocumwal - Finley - Jerilderie	1	M	4188
Armidale	0	F	2357
Armidale	0	M	2165
Armidale	1	F	10048
Armidale	1	M	9172
Armidale Region - North	0	F	180
Armidale Region - North	0	M	181
Armidale Region - North	1	F	1995
Armidale Region - North	1	M	2030
Armidale Region - South	0	F	204
Armidale Region - South	0	M	203
Armidale Region - South	1	F	2801
Armidale Region - South	1	M	2654
Walcha	0	F	208
Walcha	0	M	206
Walcha	1	F	1401
Walcha	1	M	1400
Glen Innes	0	F	487
Glen Innes	0	M	640
Glen Innes	1	F	3904
Glen Innes	1	M	3688
Inverell	0	F	498
Inverell	0	M	487
Inverell	1	F	5529
Inverell	1	M	5102
Inverell Region - East	0	F	318
Inverell Region - East	0	M	285
Inverell Region - East	1	F	2249
Inverell Region - East	1	M	2308
Inverell Region - West	0	F	326
Inverell Region - West	0	M	369
Inverell Region - West	1	F	2605
Inverell Region - West	1	M	2667
Tenterfield	0	F	467
Tenterfield	0	M	445
Tenterfield	1	F	2952
Tenterfield	1	M	2868
Moree	0	F	738
Moree	0	M	881
Moree	1	F	3593
Moree	1	M	3502
Moree Region	0	F	327
Moree Region	0	M	396
Moree Region	1	F	2196
Moree Region	1	M	2398
Narrabri	0	F	485
Narrabri	0	M	636
Narrabri	1	F	3239
Narrabri	1	M	3095
Narrabri Region	0	F	278
Narrabri Region	0	M	305
Narrabri Region	1	F	2008
Narrabri Region	1	M	2155
Gunnedah	0	F	413
Gunnedah	0	M	463
Gunnedah	1	F	4247
Gunnedah	1	M	4117
Gunnedah Region	0	F	173
Gunnedah Region	0	M	349
Gunnedah Region	1	F	1800
Gunnedah Region	1	M	1939
Quirindi	0	F	356
Quirindi	0	M	362
Quirindi	1	F	3358
Quirindi	1	M	3429
Tamworth - East	0	F	654
Tamworth - East	0	M	1043
Tamworth - East	1	F	9599
Tamworth - East	1	M	9071
Tamworth - North	0	F	1193
Tamworth - North	0	M	1074
Tamworth - North	1	F	6893
Tamworth - North	1	M	6156
Tamworth - West	0	F	250
Tamworth - West	0	M	319
Tamworth - West	1	F	2555
Tamworth - West	1	M	2371
Tamworth Region	0	F	695
Tamworth Region	0	M	667
Tamworth Region	1	F	8429
Tamworth Region	1	M	8301
Belmont - Bennetts Green	0	F	396
Belmont - Bennetts Green	0	M	294
Belmont - Bennetts Green	1	F	8524
Belmont - Bennetts Green	1	M	8228
Belmont South - Blacksmiths	0	F	112
Belmont South - Blacksmiths	0	M	136
Belmont South - Blacksmiths	1	F	2704
Belmont South - Blacksmiths	1	M	2605
Charlestown - Dudley	0	F	545
Charlestown - Dudley	0	M	521
Charlestown - Dudley	1	F	11617
Charlestown - Dudley	1	M	10976
Glendale - Cardiff - Hillsborough	0	F	466
Glendale - Cardiff - Hillsborough	0	M	404
Glendale - Cardiff - Hillsborough	1	F	11260
Glendale - Cardiff - Hillsborough	1	M	10872
Mount Hutton - Windale	0	F	316
Mount Hutton - Windale	0	M	222
Mount Hutton - Windale	1	F	4290
Mount Hutton - Windale	1	M	3953
Redhead	0	F	89
Redhead	0	M	54
Redhead	1	F	1668
Redhead	1	M	1579
Swansea - Caves Beach	0	F	244
Swansea - Caves Beach	0	M	201
Swansea - Caves Beach	1	F	5535
Swansea - Caves Beach	1	M	5284
Valentine - Eleebana	0	F	132
Valentine - Eleebana	0	M	96
Valentine - Eleebana	1	F	5859
Valentine - Eleebana	1	M	5546
Warners Bay - Boolaroo	0	F	259
Warners Bay - Boolaroo	0	M	235
Warners Bay - Boolaroo	1	F	6568
Warners Bay - Boolaroo	1	M	5996
Bolton Point - Teralba	0	F	330
Bolton Point - Teralba	0	M	228
Bolton Point - Teralba	1	F	3962
Bolton Point - Teralba	1	M	3820
Bonnells Bay - Silverwater	0	F	97
Bonnells Bay - Silverwater	0	M	112
Bonnells Bay - Silverwater	1	F	4230
Bonnells Bay - Silverwater	1	M	4029
Edgeworth - Cameron Park	0	F	312
Edgeworth - Cameron Park	0	M	241
Edgeworth - Cameron Park	1	F	6916
Edgeworth - Cameron Park	1	M	6489
Morisset - Cooranbong	0	F	665
