SA2_NAME16	PrivateDwelling	Sex	persons
Mansfield (Qld)	1	F	4310
Mansfield (Qld)	1	M	4025
Mount Gravatt	0	F	485
Mount Gravatt	0	M	457
Mount Gravatt	1	F	7148
Mount Gravatt	1	M	6603
Rochedale - Burbank	0	F	118
Rochedale - Burbank	0	M	125
Rochedale - Burbank	1	F	3064
Rochedale - Burbank	1	M	2959
Upper Mount Gravatt	0	F	489
Upper Mount Gravatt	0	M	407
Upper Mount Gravatt	1	F	4320
Upper Mount Gravatt	1	M	4087
Wishart	0	F	216
Wishart	0	M	141
Wishart	1	F	5403
Wishart	1	M	4839
Coopers Plains	0	F	276
Coopers Plains	0	M	258
Coopers Plains	1	F	2539
Coopers Plains	1	M	2530
Moorooka	0	F	216
Moorooka	0	M	233
Moorooka	1	F	4873
Moorooka	1	M	4878
Robertson	0	F	140
Robertson	0	M	167
Robertson	1	F	2392
Robertson	1	M	2387
Salisbury - Nathan	0	F	433
Salisbury - Nathan	0	M	435
Salisbury - Nathan	1	F	3103
Salisbury - Nathan	1	M	3131
Tarragindi	0	F	262
Tarragindi	0	M	244
Tarragindi	1	F	5105
Tarragindi	1	M	4843
Algester	0	F	196
Algester	0	M	169
Algester	1	F	3981
Algester	1	M	3989
Calamvale - Stretton	0	F	425
Calamvale - Stretton	0	M	414
Calamvale - Stretton	1	F	10330
Calamvale - Stretton	1	M	9835
Pallara - Willawong	0	F	94
Pallara - Willawong	0	M	93
Pallara - Willawong	1	F	2270
Pallara - Willawong	1	M	2189
Parkinson - Drewvale	0	F	272
Parkinson - Drewvale	0	M	230
Parkinson - Drewvale	1	F	7569
Parkinson - Drewvale	1	M	7318
Rocklea - Acacia Ridge	0	F	398
Rocklea - Acacia Ridge	0	M	421
Rocklea - Acacia Ridge	1	F	4206
Rocklea - Acacia Ridge	1	M	4467
Kuraby	0	F	164
Kuraby	0	M	148
Kuraby	1	F	4053
Kuraby	1	M	3935
Runcorn	0	F	238
Runcorn	0	M	227
Runcorn	1	F	6893
Runcorn	1	M	6964
Sunnybank	0	F	179
Sunnybank	0	M	194
Sunnybank	1	F	4182
Sunnybank	1	M	4218
Sunnybank Hills	0	F	563
Sunnybank Hills	0	M	424
Sunnybank Hills	1	F	8485
Sunnybank Hills	1	M	8372
Jindalee - Mount Ommaney	0	F	132
Jindalee - Mount Ommaney	0	M	128
Jindalee - Mount Ommaney	1	F	3650
Jindalee - Mount Ommaney	1	M	3503
Middle Park - Jamboree Heights	0	F	55
Middle Park - Jamboree Heights	0	M	43
Middle Park - Jamboree Heights	1	F	3446
Middle Park - Jamboree Heights	1	M	3396
Riverhills	0	F	60
Riverhills	0	M	53
Riverhills	1	F	1970
Riverhills	1	M	1903
Seventeen Mile Rocks - Sinnamon Park	0	F	319
Seventeen Mile Rocks - Sinnamon Park	0	M	151
Seventeen Mile Rocks - Sinnamon Park	1	F	4610
Seventeen Mile Rocks - Sinnamon Park	1	M	4334
Westlake	0	F	33
Westlake	0	M	34
Westlake	1	F	2127
Westlake	1	M	2037
Bellbowrie - Moggill	0	F	131
Bellbowrie - Moggill	0	M	119
Bellbowrie - Moggill	1	F	4972
Bellbowrie - Moggill	1	M	4726
Brookfield - Kenmore Hills	0	F	264
Brookfield - Kenmore Hills	0	M	171
Brookfield - Kenmore Hills	1	F	3136
Brookfield - Kenmore Hills	1	M	3033
Chapel Hill	0	F	190
Chapel Hill	0	M	145
Chapel Hill	1	F	4973
Chapel Hill	1	M	4747
Fig Tree Pocket	0	F	66
Fig Tree Pocket	0	M	59
Fig Tree Pocket	1	F	1943
Fig Tree Pocket	1	M	1907
Kenmore	0	F	59
Kenmore	0	M	61
Kenmore	1	F	4406
Kenmore	1	M	4047
Pinjarra Hills - Pullenvale	0	F	130
Pinjarra Hills - Pullenvale	0	M	64
Pinjarra Hills - Pullenvale	1	F	2548
Pinjarra Hills - Pullenvale	1	M	2518
Chelmer - Graceville	0	F	126
Chelmer - Graceville	0	M	116
Chelmer - Graceville	1	F	3554
Chelmer - Graceville	1	M	3401
Corinda	0	F	133
Corinda	0	M	79
Corinda	1	F	2317
Corinda	1	M	2184
Indooroopilly	0	F	352
Indooroopilly	0	M	331
Indooroopilly	1	F	5690
Indooroopilly	1	M	5509
Sherwood	0	F	113
Sherwood	0	M	94
Sherwood	1	F	2814
Sherwood	1	M	2499
St Lucia	0	F	1880
St Lucia	0	M	1667
St Lucia	1	F	4743
St Lucia	1	M	4516
Taringa	0	F	183
Taringa	0	M	183
Taringa	1	F	4063
Taringa	1	M	3776
Enoggera	0	F	291
Enoggera	0	M	872
Enoggera	1	F	3580
Enoggera	1	M	3275
Enoggera Reservoir	0	M	4
Enoggera Reservoir	1	F	13
Enoggera Reservoir	1	M	8
Keperra	0	F	208
Keperra	0	M	108
Keperra	1	F	3542
Keperra	1	M	3147
Mitchelton	0	F	200
Mitchelton	0	M	159
Mitchelton	1	F	4049
Mitchelton	1	M	3779
The Gap	0	F	291
The Gap	0	M	229
The Gap	1	F	8028
The Gap	1	M	7600
Upper Kedron - Ferny Grove	0	F	164
Upper Kedron - Ferny Grove	0	M	117
Upper Kedron - Ferny Grove	1	F	4842
Upper Kedron - Ferny Grove	1	M	4642
Brisbane City	0	F	2637
Brisbane City	0	M	3237
Brisbane City	1	F	4079
Brisbane City	1	M	4252
Fortitude Valley	0	F	766
Fortitude Valley	0	M	911
Fortitude Valley	1	F	2679
Fortitude Valley	1	M	3116
Highgate Hill	0	F	327
Highgate Hill	0	M	327
Highgate Hill	1	F	2773
Highgate Hill	1	M	2790
Kangaroo Point	0	F	813
Kangaroo Point	0	M	853
Kangaroo Point	1	F	3372
Kangaroo Point	1	M	3521
New Farm	0	F	1088
New Farm	0	M	1103
New Farm	1	F	5283
New Farm	1	M	5035
South Brisbane	0	F	1620
South Brisbane	0	M	1432
South Brisbane	1	F	2796
South Brisbane	1	M	2834
Spring Hill	0	F	1043
Spring Hill	0	M	1513
Spring Hill	1	F	2314
Spring Hill	1	M	2521
West End	0	F	441
West End	0	M	518
West End	1	F	4257
West End	1	M	4205
Balmoral	0	F	112
Balmoral	0	M	103
Balmoral	1	F	2022
Balmoral	1	M	1877
Bulimba	0	F	296
Bulimba	0	M	281
Bulimba	1	F	3023
Bulimba	1	M	2872
East Brisbane	0	F	185
East Brisbane	0	M	281
East Brisbane	1	F	2471
East Brisbane	1	M	2640
Hawthorne	0	F	80
Hawthorne	0	M	56
Hawthorne	1	F	2412
Hawthorne	1	M	2224
Morningside - Seven Hills	0	F	353
Morningside - Seven Hills	0	M	316
Morningside - Seven Hills	1	F	5976
Morningside - Seven Hills	1	M	5593
Norman Park	0	F	151
Norman Park	0	M	132
Norman Park	1	F	2996
Norman Park	1	M	2847
Albion	0	F	252
Albion	0	M	154
Albion	1	F	1275
Albion	1	M	1177
Alderley	0	F	99
Alderley	0	M	103
Alderley	1	F	2841
Alderley	1	M	2765
Ascot	0	F	162
Ascot	0	M	226
Ascot	1	F	2421
Ascot	1	M	2274
Clayfield	0	F	462
Clayfield	0	M	363
Clayfield	1	F	4915
Clayfield	1	M	4522
Grange	0	F	55
Grange	0	M	58
Grange	1	F	2078
Grange	1	M	1943
Hamilton (Qld)	0	F	466
Hamilton (Qld)	0	M	569
Hamilton (Qld)	1	F	2760
Hamilton (Qld)	1	M	2671
Hendra	0	F	178
Hendra	0	M	189
Hendra	1	F	2185
Hendra	1	M	2093
Kelvin Grove - Herston	0	F	1068
Kelvin Grove - Herston	0	M	972
Kelvin Grove - Herston	1	F	4319
Kelvin Grove - Herston	1	M	4307
Newmarket	0	F	177
Newmarket	0	M	129
Newmarket	1	F	2266
Newmarket	1	M	2245
Newstead - Bowen Hills	0	F	1247
Newstead - Bowen Hills	0	M	1176
Newstead - Bowen Hills	1	F	4348
Newstead - Bowen Hills	1	M	4388
Wilston	0	F	64
Wilston	0	M	106
Wilston	1	F	1849
Wilston	1	M	1794
Windsor	0	F	236
Windsor	0	M	209
Windsor	1	F	3356
Windsor	1	M	3359
Wooloowin - Lutwyche	0	F	370
Wooloowin - Lutwyche	0	M	324
Wooloowin - Lutwyche	1	F	4407
Wooloowin - Lutwyche	1	M	4443
Ashgrove	0	F	283
Ashgrove	0	M	333
Ashgrove	1	F	6281
Ashgrove	1	M	6103
Auchenflower	0	F	482
Auchenflower	0	M	489
Auchenflower	1	F	2463
Auchenflower	1	M	2410
Bardon	0	F	345
Bardon	0	M	187
Bardon	1	F	4641
Bardon	1	M	4286
Paddington - Milton	0	F	380
Paddington - Milton	0	M	355
Paddington - Milton	1	F	5005
Paddington - Milton	1	M	4818
Red Hill (Qld)	0	F	252
Red Hill (Qld)	0	M	327
Red Hill (Qld)	1	F	2508
Red Hill (Qld)	1	M	2492
Toowong	0	F	532
Toowong	0	M	687
Toowong	1	F	4970
Toowong	1	M	4568
Brinsmead	0	F	219
Brinsmead	0	M	235
Brinsmead	1	F	2559
Brinsmead	1	M	2466
Clifton Beach - Kewarra Beach	0	F	1518
Clifton Beach - Kewarra Beach	0	M	1385
Clifton Beach - Kewarra Beach	1	F	5041
Clifton Beach - Kewarra Beach	1	M	4807
Freshwater - Stratford	0	F	98
Freshwater - Stratford	0	M	82
Freshwater - Stratford	1	F	1763
Freshwater - Stratford	1	M	1587
Redlynch	0	F	667
Redlynch	0	M	612
Redlynch	1	F	6034
Redlynch	1	M	5588
Trinity Beach - Smithfield	0	F	819
Trinity Beach - Smithfield	0	M	774
Trinity Beach - Smithfield	1	F	6483
Trinity Beach - Smithfield	1	M	6258
Yorkeys Knob - Machans Beach	0	F	489
Yorkeys Knob - Machans Beach	0	M	481
Yorkeys Knob - Machans Beach	1	F	2723
Yorkeys Knob - Machans Beach	1	M	2593
Bentley Park	0	F	237
Bentley Park	0	M	224
Bentley Park	1	F	3836
Bentley Park	1	M	3594
Cairns City	0	F	4684
Cairns City	0	M	5103
Cairns City	1	F	3954
Cairns City	1	M	4006
Earlville - Bayview Heights	0	F	349
Earlville - Bayview Heights	0	M	324
Earlville - Bayview Heights	1	F	3988
Earlville - Bayview Heights	1	M	3685
Edmonton	0	F	342
Edmonton	0	M	328
Edmonton	1	F	5104
Edmonton	1	M	4881
Gordonvale - Trinity	0	F	491
Gordonvale - Trinity	0	M	455
Gordonvale - Trinity	1	F	3958
Gordonvale - Trinity	1	M	3984
Kanimbla - Mooroobool	0	F	414
Kanimbla - Mooroobool	0	M	325
Kanimbla - Mooroobool	1	F	4712
Kanimbla - Mooroobool	1	M	4274
Manoora	0	F	478
Manoora	0	M	441
Manoora	1	F	2663
Manoora	1	M	2509
Manunda	0	F	600
Manunda	0	M	564
Manunda	1	F	2248
Manunda	1	M	2220
Mount Sheridan	0	F	159
Mount Sheridan	0	M	161
Mount Sheridan	1	F	4070
Mount Sheridan	1	M	3731
Westcourt - Bungalow	0	F	622
Westcourt - Bungalow	0	M	814
Westcourt - Bungalow	1	F	2530
Westcourt - Bungalow	1	M	2611
White Rock	0	F	380
White Rock	0	M	277
White Rock	1	F	2104
White Rock	1	M	2007
Whitfield - Edge Hill	0	F	259
Whitfield - Edge Hill	0	M	241
Whitfield - Edge Hill	1	F	3924
Whitfield - Edge Hill	1	M	3636
Woree	0	F	582
Woree	0	M	603
Woree	1	F	2100
Woree	1	M	2075
Babinda	0	F	276
Babinda	0	M	308
Babinda	1	F	1851
Babinda	1	M	1968
Innisfail	0	F	712
Innisfail	0	M	723
Innisfail	1	F	4094
Innisfail	1	M	4047
Johnstone	0	F	509
Johnstone	0	M	564
Johnstone	1	F	3555
Johnstone	1	M	3672
Tully	0	F	1305
Tully	0	M	1561
Tully	1	F	4510
Tully	1	M	4910
Yarrabah	0	F	49
Yarrabah	0	M	59
Yarrabah	1	F	1251
Yarrabah	1	M	1226
Daintree	0	F	687
Daintree	0	M	688
Daintree	1	F	2714
Daintree	1	M	2836
Port Douglas	0	F	3356
Port Douglas	0	M	3126
Port Douglas	1	F	2017
Port Douglas	1	M	2041
Atherton	0	F	644
Atherton	0	M	604
Atherton	1	F	5088
Atherton	1	M	4733
Herberton	0	F	528
Herberton	0	M	559
Herberton	1	F	2327
Herberton	1	M	2356
Kuranda	0	F	253
Kuranda	0	M	240
Kuranda	1	F	2030
Kuranda	1	M	1966
Malanda - Yungaburra	0	F	535
Malanda - Yungaburra	0	M	530
Malanda - Yungaburra	1	F	3898
Malanda - Yungaburra	1	M	3803
Mareeba	0	F	660
Mareeba	0	M	691
Mareeba	1	F	5065
Mareeba	1	M	4927
Balonne	0	F	301
Balonne	0	M	385
Balonne	1	F	1853
Balonne	1	M	1951
Chinchilla	0	F	595
Chinchilla	0	M	1418
Chinchilla	1	F	3457
Chinchilla	1	M	3472
Goondiwindi	0	F	510
Goondiwindi	0	M	571
Goondiwindi	1	F	2800
Goondiwindi	1	M	2697
Inglewood - Waggamba	0	F	246
Inglewood - Waggamba	0	M	268
Inglewood - Waggamba	1	F	1791
Inglewood - Waggamba	1	M	1899
Miles - Wandoan	0	F	490
Miles - Wandoan	0	M	1751
Miles - Wandoan	1	F	1584
Miles - Wandoan	1	M	1648
Roma	0	F	590
Roma	0	M	760
Roma	1	F	2941
Roma	1	M	2813
Roma Region	0	F	458
Roma Region	0	M	1185
Roma Region	1	F	2439
Roma Region	1	M	2698
Tara	0	F	418
Tara	0	M	484
Tara	1	F	1538
Tara	1	M	1709
Crows Nest - Rosalie	0	F	322
Crows Nest - Rosalie	0	M	326
Crows Nest - Rosalie	1	F	3884
Crows Nest - Rosalie	1	M	3824
Jondaryan	0	F	305
Jondaryan	0	M	391
Jondaryan	1	F	3320
Jondaryan	1	M	3463
Millmerran	0	F	220
Millmerran	0	M	233
Millmerran	1	F	1378
Millmerran	1	M	1455
Pittsworth	0	F	291
Pittsworth	0	M	230
Pittsworth	1	F	2529
Pittsworth	1	M	2493
Wambo	0	F	774
Wambo	0	M	910
Wambo	1	F	7606
Wambo	1	M	7636
Clifton - Greenmount	0	F	168
Clifton - Greenmount	0	M	164
Clifton - Greenmount	1	F	2196
Clifton - Greenmount	1	M	2243
Southern Downs - East	0	F	180
Southern Downs - East	0	M	173
Southern Downs - East	1	F	1884
Southern Downs - East	1	M	1914
Southern Downs - West	0	F	191
Southern Downs - West	0	M	185
Southern Downs - West	1	F	2044
Southern Downs - West	1	M	2166
Stanthorpe	0	F	279
Stanthorpe	0	M	257
Stanthorpe	1	F	2510
Stanthorpe	1	M	2329
Stanthorpe Region	0	F	230
Stanthorpe Region	0	M	288
Stanthorpe Region	1	F	2577
Stanthorpe Region	1	M	2669
Warwick	0	F	551
Warwick	0	M	563
Warwick	1	F	7299
Warwick	1	M	6692
Central Highlands - East	0	F	506
Central Highlands - East	0	M	2194
Central Highlands - East	1	F	2955
Central Highlands - East	1	M	3226
Central Highlands - West	0	F	1156
Central Highlands - West	0	M	2664
Central Highlands - West	1	F	3240
Central Highlands - West	1	M	3570
Emerald	0	F	946
Emerald	0	M	1199
Emerald	1	F	5825
Emerald	1	M	5726
Berserker	0	F	322
Berserker	0	M	330
Berserker	1	F	3103
Berserker	1	M	3107
Bouldercombe	0	F	69
Bouldercombe	0	M	56
Bouldercombe	1	F	850
Bouldercombe	1	M	846
Emu Park	0	F	479
Emu Park	0	M	487
Emu Park	1	F	2445
Emu Park	1	M	2377
Frenchville - Mount Archer	0	F	180
Frenchville - Mount Archer	0	M	165
Frenchville - Mount Archer	1	F	4335
Frenchville - Mount Archer	1	M	4009
Glenlee - Rockyview	0	F	114
Glenlee - Rockyview	0	M	656
Glenlee - Rockyview	1	F	1997
Glenlee - Rockyview	1	M	2023
Gracemere	0	F	441
Gracemere	0	M	387
Gracemere	1	F	5514
Gracemere	1	M	5037
Lakes Creek	0	F	112
Lakes Creek	0	M	113
Lakes Creek	1	F	2236
Lakes Creek	1	M	2295
Mount Morgan	0	F	148
Mount Morgan	0	M	147
Mount Morgan	1	F	1268
Mount Morgan	1	M	1351
Norman Gardens	0	F	428
Norman Gardens	0	M	472
Norman Gardens	1	F	4846
Norman Gardens	1	M	4419
Park Avenue	0	F	193
Park Avenue	0	M	164
Park Avenue	1	F	2372
Park Avenue	1	M	2271
Parkhurst - Kawana	0	F	398
Parkhurst - Kawana	0	M	312
Parkhurst - Kawana	1	F	3148
Parkhurst - Kawana	1	M	2988
Rockhampton - West	0	F	220
Rockhampton - West	0	M	219
Rockhampton - West	1	F	2755
Rockhampton - West	1	M	2524
Rockhampton City	0	F	450
Rockhampton City	0	M	758
Rockhampton City	1	F	1322
Rockhampton City	1	M	1391
Rockhampton Region - East	0	F	97
Rockhampton Region - East	0	M	108
Rockhampton Region - East	1	F	1465
Rockhampton Region - East	1	M	1664
Rockhampton Region - North	0	F	225
Rockhampton Region - North	0	M	265
Rockhampton Region - North	1	F	1873
Rockhampton Region - North	1	M	1902
Rockhampton Region - West	0	F	93
Rockhampton Region - West	0	M	86
Rockhampton Region - West	1	F	1284
Rockhampton Region - West	1	M	1369
Shoalwater Bay	1	F	6
Shoalwater Bay	1	M	4
The Range - Allenstown	0	F	1217
The Range - Allenstown	0	M	1008
The Range - Allenstown	1	F	3366
The Range - Allenstown	1	M	3075
Yeppoon	0	F	1053
Yeppoon	0	M	1174
Yeppoon	1	F	8265
Yeppoon	1	M	7584
Banana	0	F	561
Banana	0	M	1227
Banana	1	F	3688
Banana	1	M	3904
Biloela	0	F	304
Biloela	0	M	646
Biloela	1	F	2546
Biloela	1	M	2614
Agnes Water - Miriam Vale	0	F	727
Agnes Water - Miriam Vale	0	M	785
Agnes Water - Miriam Vale	1	F	2513
Agnes Water - Miriam Vale	1	M	2782
Boyne Island - Tannum Sands	0	F	409
Boyne Island - Tannum Sands	0	M	396
Boyne Island - Tannum Sands	1	F	4552
Boyne Island - Tannum Sands	1	M	4520
Callemondah	0	F	4
Callemondah	0	M	8
Callemondah	1	F	5
Callemondah	1	M	10
Clinton - New Auckland	0	F	422
Clinton - New Auckland	0	M	404
Clinton - New Auckland	1	F	6161
Clinton - New Auckland	1	M	6213
Gladstone	0	F	464
Gladstone	0	M	764
Gladstone	1	F	2458
Gladstone	1	M	2598
Gladstone Hinterland	0	F	723
Gladstone Hinterland	0	M	1619
Gladstone Hinterland	1	F	5075
Gladstone Hinterland	1	M	5253
Kin Kora - Sun Valley	0	F	53
Kin Kora - Sun Valley	0	M	75
Kin Kora - Sun Valley	1	F	1653
Kin Kora - Sun Valley	1	M	1709
Telina - Toolooa	0	F	200
Telina - Toolooa	0	M	211
Telina - Toolooa	1	F	2792
Telina - Toolooa	1	M	2725
West Gladstone	0	F	192
West Gladstone	0	M	250
West Gladstone	1	F	2091
West Gladstone	1	M	2136
Broadbeach Waters	0	F	314
Broadbeach Waters	0	M	327
Broadbeach Waters	1	F	3658
Broadbeach Waters	1	M	3524
Burleigh Heads	0	F	1161
Burleigh Heads	0	M	1038
Burleigh Heads	1	F	3908
Burleigh Heads	1	M	3587
Burleigh Waters	0	F	331
Burleigh Waters	0	M	233
Burleigh Waters	1	F	7097
Burleigh Waters	1	M	6322
Mermaid Beach - Broadbeach	0	F	3205
Mermaid Beach - Broadbeach	0	M	2811
Mermaid Beach - Broadbeach	1	F	5087
Mermaid Beach - Broadbeach	1	M	4928
Mermaid Waters	0	F	385
Mermaid Waters	0	M	347
Mermaid Waters	1	F	5854
Mermaid Waters	1	M	5526
Miami	0	F	532
Miami	0	M	573
Miami	1	F	3158
Miami	1	M	2896
Coolangatta	0	F	1723
Coolangatta	0	M	1637
Coolangatta	1	F	2447
Coolangatta	1	M	2428
Currumbin - Tugun	0	F	1091
Currumbin - Tugun	0	M	944
Currumbin - Tugun	1	F	5078
Currumbin - Tugun	1	M	4766
Currumbin Waters	0	F	219
Currumbin Waters	0	M	156
Currumbin Waters	1	F	4479
Currumbin Waters	1	M	4168
Elanora	0	F	332
Elanora	0	M	258
Elanora	1	F	5912
Elanora	1	M	5557
Palm Beach	0	F	896
Palm Beach	0	M	873
Palm Beach	1	F	6939
Palm Beach	1	M	6493
Arundel	0	F	336
Arundel	0	M	308
Arundel	1	F	4882
Arundel	1	M	4557
Biggera Waters	0	F	693
Biggera Waters	0	M	654
Biggera Waters	1	F	3951
Biggera Waters	1	M	3578
Coombabah	0	F	400
Coombabah	0	M	305
Coombabah	1	F	5162
Coombabah	1	M	4411
Labrador	0	F	1386
Labrador	0	M	1285
Labrador	1	F	8265
Labrador	1	M	7386
Paradise Point - Hollywell	0	F	270
Paradise Point - Hollywell	0	M	240
Paradise Point - Hollywell	1	F	4582
Paradise Point - Hollywell	1	M	4225
Runaway Bay	0	F	312
Runaway Bay	0	M	247
Runaway Bay	1	F	4419
Runaway Bay	1	M	3994
Guanaba - Springbrook	0	F	348
Guanaba - Springbrook	0	M	274
Guanaba - Springbrook	1	F	1895
Guanaba - Springbrook	1	M	1898
Tamborine - Canungra	0	F	917
Tamborine - Canungra	0	M	1196
Tamborine - Canungra	1	F	6631
Tamborine - Canungra	1	M	6209
Currumbin Valley - Tallebudgera	0	F	322
Currumbin Valley - Tallebudgera	0	M	229
Currumbin Valley - Tallebudgera	1	F	3299
Currumbin Valley - Tallebudgera	1	M	3263
Mudgeeraba - Bonogin	0	F	414
Mudgeeraba - Bonogin	0	M	386
Mudgeeraba - Bonogin	1	F	8819
Mudgeeraba - Bonogin	1	M	8358
Reedy Creek - Andrews	0	F	129
Reedy Creek - Andrews	0	M	115
Reedy Creek - Andrews	1	F	4024
Reedy Creek - Andrews	1	M	3606
Carrara	0	F	331
Carrara	0	M	365
Carrara	1	F	5882
Carrara	1	M	5511
Highland Park	0	F	184
Highland Park	0	M	173
Highland Park	1	F	4026
Highland Park	1	M	3839
Nerang - Mount Nathan	0	F	635
Nerang - Mount Nathan	0	M	543
Nerang - Mount Nathan	1	F	9847
Nerang - Mount Nathan	1	M	9297
Pacific Pines - Gaven	0	F	463
Pacific Pines - Gaven	0	M	424
Pacific Pines - Gaven	1	F	8806
Pacific Pines - Gaven	1	M	8458
Worongary - Tallai	0	F	261
Worongary - Tallai	0	M	210
Worongary - Tallai	1	F	3738
Worongary - Tallai	1	M	3576
Coomera	0	F	409
Coomera	0	M	431
Coomera	1	F	6372
Coomera	1	M	5946
Helensvale	0	F	630
Helensvale	0	M	551
Helensvale	1	F	8017
Helensvale	1	M	7641
Hope Island	0	F	746
Hope Island	0	M	618
Hope Island	1	F	5114
Hope Island	1	M	4734
Jacobs Well - Alberton	0	F	94
Jacobs Well - Alberton	0	M	107
Jacobs Well - Alberton	1	F	1631
Jacobs Well - Alberton	1	M	1755
Ormeau - Yatala	0	F	469
Ormeau - Yatala	0	M	505
Ormeau - Yatala	1	F	9310
Ormeau - Yatala	1	M	9042
Oxenford - Maudsland	0	F	388
Oxenford - Maudsland	0	M	364
Oxenford - Maudsland	1	F	7633
Oxenford - Maudsland	1	M	7300
Pimpama	0	F	505
Pimpama	0	M	464
Pimpama	1	F	4245
Pimpama	1	M	3959
Upper Coomera - Willow Vale	0	F	858
Upper Coomera - Willow Vale	0	M	794
Upper Coomera - Willow Vale	1	F	14843
Upper Coomera - Willow Vale	1	M	14320
Clear Island Waters	0	F	154
Clear Island Waters	0	M	108
Clear Island Waters	1	F	2014
Clear Island Waters	1	M	1802
Merrimac	0	F	478
Merrimac	0	M	341
Merrimac	1	F	3247
Merrimac	1	M	2936
Robina	0	F	1076
Robina	0	M	979
Robina	1	F	11039
Robina	1	M	10047
Varsity Lakes	0	F	620
Varsity Lakes	0	M	428
Varsity Lakes	1	F	7347
Varsity Lakes	1	M	6489
Ashmore	0	F	559
Ashmore	0	M	464
Ashmore	1	F	5737
Ashmore	1	M	5149
Molendinar	0	F	133
Molendinar	0	M	144
Molendinar	1	F	3054
Molendinar	1	M	2991
Parkwood	0	F	263
Parkwood	0	M	276
Parkwood	1	F	4075
Parkwood	1	M	4036
Southport - North	0	F	1771
Southport - North	0	M	1674
Southport - North	1	F	6391
Southport - North	1	M	5967
Southport - South	0	F	903
Southport - South	0	M	1135
Southport - South	1	F	7833
Southport - South	1	M	7296
Benowa	0	F	635
Benowa	0	M	529
Benowa	1	F	4127
Benowa	1	M	3728
Bundall	0	F	123
Bundall	0	M	121
Bundall	1	F	2135
Bundall	1	M	2040
Main Beach	0	F	1294
Main Beach	0	M	1198
Main Beach	1	F	1583
Main Beach	1	M	1568
Surfers Paradise	0	F	6028
Surfers Paradise	0	M	5977
Surfers Paradise	1	F	9391
Surfers Paradise	1	M	9685
Darra - Sumner	0	F	221
Darra - Sumner	0	M	226
Darra - Sumner	1	F	2163
Darra - Sumner	1	M	2249
Durack	0	F	333
Durack	0	M	294
Durack	1	F	3792
Durack	1	M	3467
Forest Lake - Doolandella	0	F	645
Forest Lake - Doolandella	0	M	573
Forest Lake - Doolandella	1	F	13573
Forest Lake - Doolandella	1	M	12541
Inala - Richlands	0	F	784
Inala - Richlands	0	M	721
Inala - Richlands	1	F	8408
Inala - Richlands	1	M	8045
Oxley (Qld)	0	F	338
Oxley (Qld)	0	M	320
Oxley (Qld)	1	F	3639
Oxley (Qld)	1	M	3528
Wacol	0	F	472
Wacol	0	M	2832
Wacol	1	F	1285
Wacol	1	M	1298
Boonah	0	F	465
Boonah	0	M	436
Boonah	1	F	5490
Boonah	1	M	5459
Esk	0	F	243
Esk	0	M	278
Esk	1	F	2350
Esk	1	M	2291
Lake Manchester - England Creek	1	M	3
Lockyer Valley - East	0	F	823
Lockyer Valley - East	0	M	1077
Lockyer Valley - East	1	F	8831
Lockyer Valley - East	1	M	8807
Lowood	0	F	555
Lowood	0	M	629
Lowood	1	F	6377
Lowood	1	M	6373
Rosewood	0	F	484
Rosewood	0	M	864
Rosewood	1	F	5232
Rosewood	1	M	5109
Brassall	0	F	291
Brassall	0	M	276
Brassall	1	F	5332
Brassall	1	M	4842
Bundamba	0	F	308
Bundamba	0	M	344
Bundamba	1	F	3974
Bundamba	1	M	4095
Churchill - Yamanto	0	F	135
Churchill - Yamanto	0	M	145
Churchill - Yamanto	1	F	3273
Churchill - Yamanto	1	M	3114
Ipswich - Central	0	F	698
Ipswich - Central	0	M	748
Ipswich - Central	1	F	2821
Ipswich - Central	1	M	2733
Ipswich - East	0	F	637
Ipswich - East	0	M	621
Ipswich - East	1	F	8369
Ipswich - East	1	M	8018
Ipswich - North	0	F	93
Ipswich - North	0	M	99
Ipswich - North	1	F	2172
Ipswich - North	1	M	2154
Karalee - Barellan Point	0	F	90
Karalee - Barellan Point	0	M	98
Karalee - Barellan Point	1	F	2600
Karalee - Barellan Point	1	M	2612
Karana Downs	0	F	71
Karana Downs	0	M	66
Karana Downs	1	F	2940
Karana Downs	1	M	2892
Leichhardt - One Mile	0	F	342
Leichhardt - One Mile	0	M	316
Leichhardt - One Mile	1	F	3553
Leichhardt - One Mile	1	M	3370
North Ipswich - Tivoli	0	F	248
North Ipswich - Tivoli	0	M	289
North Ipswich - Tivoli	1	F	2915
North Ipswich - Tivoli	1	M	2909
Raceview	0	F	412
Raceview	0	M	296
Raceview	1	F	7363
Raceview	1	M	6890
Ripley	0	F	123
Ripley	0	M	121
Ripley	1	F	2213
Ripley	1	M	2094
Riverview	0	F	228
Riverview	0	M	230
Riverview	1	F	1335
Riverview	1	M	1250
Bellbird Park - Brookwater	0	F	317
Bellbird Park - Brookwater	0	M	295
Bellbird Park - Brookwater	1	F	6538
Bellbird Park - Brookwater	1	M	6451
Camira - Gailes	0	F	253
Camira - Gailes	0	M	279
Camira - Gailes	1	F	4216
Camira - Gailes	1	M	4380
Collingwood Park - Redbank	0	F	198
Collingwood Park - Redbank	0	M	190
Collingwood Park - Redbank	1	F	4075
Collingwood Park - Redbank	1	M	3938
Goodna	0	F	477
Goodna	0	M	431
Goodna	1	F	4981
Goodna	1	M	4978
Redbank Plains	0	F	584
Redbank Plains	0	M	533
