SA2_NAME16	OnlyEnglishSpokenHome	Sex	persons
Calga - Kulnura	1	M	2027
Erina - Green Point	0	F	547
Erina - Green Point	0	M	420
Erina - Green Point	1	F	6414
Erina - Green Point	1	M	5694
Gosford - Springfield	0	F	1325
Gosford - Springfield	0	M	1156
Gosford - Springfield	1	F	7728
Gosford - Springfield	1	M	7333
Kariong	0	F	290
Kariong	0	M	249
Kariong	1	F	2731
Kariong	1	M	2741
Kincumber - Picketts Valley	0	F	166
Kincumber - Picketts Valley	0	M	109
Kincumber - Picketts Valley	1	F	3636
Kincumber - Picketts Valley	1	M	3116
Narara	0	F	284
Narara	0	M	253
Narara	1	F	2997
Narara	1	M	2868
Niagara Park - Lisarow	0	F	247
Niagara Park - Lisarow	0	M	191
Niagara Park - Lisarow	1	F	3692
Niagara Park - Lisarow	1	M	3610
Point Clare - Koolewong	0	F	274
Point Clare - Koolewong	0	M	220
Point Clare - Koolewong	1	F	2806
Point Clare - Koolewong	1	M	2677
Saratoga - Davistown	0	F	122
Saratoga - Davistown	0	M	100
Saratoga - Davistown	1	F	3328
Saratoga - Davistown	1	M	3137
Terrigal - North Avoca	0	F	445
Terrigal - North Avoca	0	M	404
Terrigal - North Avoca	1	F	6044
Terrigal - North Avoca	1	M	5860
Umina - Booker Bay - Patonga	0	F	763
Umina - Booker Bay - Patonga	0	M	606
Umina - Booker Bay - Patonga	1	F	10717
Umina - Booker Bay - Patonga	1	M	9954
Wamberal - Forresters Beach	0	F	213
Wamberal - Forresters Beach	0	M	173
Wamberal - Forresters Beach	1	F	4512
Wamberal - Forresters Beach	1	M	4424
Woy Woy - Blackwall	0	F	578
Woy Woy - Blackwall	0	M	442
Woy Woy - Blackwall	1	F	6253
Woy Woy - Blackwall	1	M	5805
Wyoming	0	F	459
Wyoming	0	M	443
Wyoming	1	F	5098
Wyoming	1	M	4636
Bateau Bay - Killarney Vale	0	F	403
Bateau Bay - Killarney Vale	0	M	314
Bateau Bay - Killarney Vale	1	F	10436
Bateau Bay - Killarney Vale	1	M	9520
Blue Haven - San Remo	0	F	257
Blue Haven - San Remo	0	M	223
Blue Haven - San Remo	1	F	5194
Blue Haven - San Remo	1	M	4898
Budgewoi - Buff Point - Halekulani	0	F	144
Budgewoi - Buff Point - Halekulani	0	M	126
Budgewoi - Buff Point - Halekulani	1	F	4337
Budgewoi - Buff Point - Halekulani	1	M	4243
Chittaway Bay - Tumbi Umbi	0	F	310
Chittaway Bay - Tumbi Umbi	0	M	275
Chittaway Bay - Tumbi Umbi	1	F	7307
Chittaway Bay - Tumbi Umbi	1	M	6860
Gorokan - Kanwal - Charmhaven	0	F	530
Gorokan - Kanwal - Charmhaven	0	M	452
Gorokan - Kanwal - Charmhaven	1	F	10045
Gorokan - Kanwal - Charmhaven	1	M	9400
Jilliby - Yarramalong	0	F	55
Jilliby - Yarramalong	0	M	52
Jilliby - Yarramalong	1	F	1471
Jilliby - Yarramalong	1	M	1494
Lake Munmorah - Mannering Park	0	F	160
Lake Munmorah - Mannering Park	0	M	120
Lake Munmorah - Mannering Park	1	F	5067
Lake Munmorah - Mannering Park	1	M	4809
Ourimbah - Fountaindale	0	F	143
Ourimbah - Fountaindale	0	M	114
Ourimbah - Fountaindale	1	F	2201
Ourimbah - Fountaindale	1	M	2200
Summerland Point - Gwandalan	0	F	113
Summerland Point - Gwandalan	0	M	116
Summerland Point - Gwandalan	1	F	2654
Summerland Point - Gwandalan	1	M	2675
The Entrance	0	F	496
The Entrance	0	M	398
The Entrance	1	F	6660
The Entrance	1	M	6246
Toukley - Norah Head	0	F	163
Toukley - Norah Head	0	M	153
Toukley - Norah Head	1	F	4386
Toukley - Norah Head	1	M	4221
Tuggerah - Kangy Angy	0	F	284
Tuggerah - Kangy Angy	0	M	271
Tuggerah - Kangy Angy	1	F	2262
Tuggerah - Kangy Angy	1	M	2138
Warnervale - Wadalba	0	F	610
Warnervale - Wadalba	0	M	527
Warnervale - Wadalba	1	F	6951
Warnervale - Wadalba	1	M	6550
Wyong	0	F	385
Wyong	0	M	339
Wyong	1	F	3808
Wyong	1	M	3674
Bathurst	0	F	584
Bathurst	0	M	570
Bathurst	1	F	10522
Bathurst	1	M	9888
Bathurst - East	0	F	205
Bathurst - East	0	M	221
Bathurst - East	1	F	5137
Bathurst - East	1	M	4981
Bathurst Region	0	F	57
Bathurst Region	0	M	63
Bathurst Region	1	F	2928
Bathurst Region	1	M	3011
Oberon	0	F	85
Oberon	0	M	88
Oberon	1	F	1923
Oberon	1	M	1968
Condobolin	0	F	70
Condobolin	0	M	67
Condobolin	1	F	2877
Condobolin	1	M	2882
Cowra	0	F	142
Cowra	0	M	119
Cowra	1	F	4186
Cowra	1	M	3932
Cowra Region	0	F	71
Cowra Region	0	M	63
Cowra Region	1	F	2413
Cowra Region	1	M	2498
Forbes	0	F	111
Forbes	0	M	97
Forbes	1	F	4521
Forbes	1	M	4548
Grenfell	0	F	25
Grenfell	0	M	20
Grenfell	1	F	1628
Grenfell	1	M	1634
Parkes (NSW)	0	F	173
Parkes (NSW)	0	M	175
Parkes (NSW)	1	F	5046
Parkes (NSW)	1	M	4690
Parkes Region	0	F	32
Parkes Region	0	M	27
Parkes Region	1	F	1435
Parkes Region	1	M	1542
West Wyalong	0	F	76
West Wyalong	0	M	58
West Wyalong	1	F	2536
West Wyalong	1	M	2551
Lithgow	0	F	283
Lithgow	0	M	234
Lithgow	1	F	5518
Lithgow	1	M	5333
Lithgow Region	0	F	104
Lithgow Region	0	M	109
Lithgow Region	1	F	3458
Lithgow Region	1	M	3589
Mudgee	0	F	194
Mudgee	0	M	181
Mudgee	1	F	5302
Mudgee	1	M	5067
Mudgee Region - East	0	F	49
Mudgee Region - East	0	M	39
Mudgee Region - East	1	F	1455
Mudgee Region - East	1	M	1521
Mudgee Region - West	0	F	99
Mudgee Region - West	0	M	101
Mudgee Region - West	1	F	4295
Mudgee Region - West	1	M	4592
Blayney	0	F	58
Blayney	0	M	53
Blayney	1	F	3358
Blayney	1	M	3308
Orange	0	F	525
Orange	0	M	482
Orange	1	F	8660
Orange	1	M	7872
Orange - North	0	F	705
Orange - North	0	M	660
Orange - North	1	F	8858
Orange - North	1	M	8547
Orange Region	0	F	131
Orange Region	0	M	94
Orange Region	1	F	5231
Orange Region	1	M	5361
Grafton	0	F	241
Grafton	0	M	187
Grafton	1	F	8759
Grafton	1	M	8097
Grafton Region	0	F	143
Grafton Region	0	M	123
Grafton Region	1	F	6743
Grafton Region	1	M	7041
Maclean - Yamba - Iluka	0	F	216
Maclean - Yamba - Iluka	0	M	166
Maclean - Yamba - Iluka	1	F	7486
Maclean - Yamba - Iluka	1	M	7248
Bellingen	0	F	135
Bellingen	0	M	111
Bellingen	1	F	2702
Bellingen	1	M	2457
Coffs Harbour - North	0	F	808
Coffs Harbour - North	0	M	719
Coffs Harbour - North	1	F	7615
Coffs Harbour - North	1	M	7016
Coffs Harbour - South	0	F	571
Coffs Harbour - South	0	M	486
Coffs Harbour - South	1	F	4335
Coffs Harbour - South	1	M	3798
Coramba - Nana Glen - Bucca	0	F	81
Coramba - Nana Glen - Bucca	0	M	59
Coramba - Nana Glen - Bucca	1	F	1656
Coramba - Nana Glen - Bucca	1	M	1713
Dorrigo	0	F	56
Dorrigo	0	M	35
Dorrigo	1	F	1427
Dorrigo	1	M	1449
Korora - Emerald Beach	0	F	281
Korora - Emerald Beach	0	M	230
Korora - Emerald Beach	1	F	3953
Korora - Emerald Beach	1	M	3812
Sawtell - Boambee	0	F	435
Sawtell - Boambee	0	M	365
Sawtell - Boambee	1	F	9096
Sawtell - Boambee	1	M	8567
Urunga	0	F	49
Urunga	0	M	39
Urunga	1	F	2158
Urunga	1	M	2120
Woolgoolga - Arrawarra	0	F	702
Woolgoolga - Arrawarra	0	M	706
Woolgoolga - Arrawarra	1	F	5144
Woolgoolga - Arrawarra	1	M	5047
Bourke - Brewarrina	0	F	59
Bourke - Brewarrina	0	M	50
Bourke - Brewarrina	1	F	1620
Bourke - Brewarrina	1	M	1606
Cobar	0	F	105
Cobar	0	M	83
Cobar	1	F	1897
Cobar	1	M	2021
Coonamble	0	F	26
Coonamble	0	M	24
Coonamble	1	F	1739
Coonamble	1	M	1706
Nyngan - Warren	0	F	59
Nyngan - Warren	0	M	55
Nyngan - Warren	1	F	2158
Nyngan - Warren	1	M	2165
Walgett - Lightning Ridge	0	F	167
Walgett - Lightning Ridge	0	M	180
Walgett - Lightning Ridge	1	F	2520
Walgett - Lightning Ridge	1	M	2781
Broken Hill	0	F	234
Broken Hill	0	M	215
Broken Hill	1	F	8047
Broken Hill	1	M	7659
Far West	0	F	21
Far West	0	M	31
Far West	1	F	973
Far West	1	M	1097
Coonabarabran	0	F	85
Coonabarabran	0	M	93
Coonabarabran	1	F	3517
Coonabarabran	1	M	3498
Dubbo - East	0	F	265
Dubbo - East	0	M	233
Dubbo - East	1	F	4752
Dubbo - East	1	M	4409
Dubbo - South	0	F	614
Dubbo - South	0	M	609
Dubbo - South	1	F	7783
Dubbo - South	1	M	6888
Dubbo - West	0	F	233
Dubbo - West	0	M	203
Dubbo - West	1	F	3929
Dubbo - West	1	M	3734
Dubbo Region	0	F	29
Dubbo Region	0	M	18
Dubbo Region	1	F	2456
Dubbo Region	1	M	2630
Gilgandra	0	F	40
Gilgandra	0	M	46
Gilgandra	1	F	1988
Gilgandra	1	M	1948
Narromine	0	F	50
Narromine	0	M	38
Narromine	1	F	2911
Narromine	1	M	2922
Wellington	0	F	88
Wellington	0	M	57
Wellington	1	F	3601
Wellington	1	M	3504
Branxton - Greta - Pokolbin	0	F	146
Branxton - Greta - Pokolbin	0	M	104
Branxton - Greta - Pokolbin	1	F	4577
Branxton - Greta - Pokolbin	1	M	4651
Cessnock	0	F	228
Cessnock	0	M	201
Cessnock	1	F	10142
Cessnock	1	M	9280
Cessnock Region	0	F	68
Cessnock Region	0	M	61
Cessnock Region	1	F	3518
Cessnock Region	1	M	3441
Dungog	0	F	38
Dungog	0	M	42
Dungog	1	F	4140
Dungog	1	M	4143
Kurri Kurri - Abermain	0	F	159
Kurri Kurri - Abermain	0	M	126
Kurri Kurri - Abermain	1	F	8131
Kurri Kurri - Abermain	1	M	8090
Singleton	0	F	303
Singleton	0	M	284
Singleton	1	F	7145
Singleton	1	M	7415
Singleton Region	0	F	45
Singleton Region	0	M	49
Singleton Region	1	F	2058
Singleton Region	1	M	2138
Maitland	0	F	127
Maitland	0	M	121
Maitland	1	F	2983
Maitland	1	M	2893
Maitland - East	0	F	715
Maitland - East	0	M	598
Maitland - East	1	F	12736
Maitland - East	1	M	11990
Maitland - North	0	F	85
Maitland - North	0	M	78
Maitland - North	1	F	3589
Maitland - North	1	M	3498
Maitland - West	0	F	442
Maitland - West	0	M	381
Maitland - West	1	F	10526
Maitland - West	1	M	10008
Thornton - Millers Forest	0	F	213
Thornton - Millers Forest	0	M	180
Thornton - Millers Forest	1	F	4690
Thornton - Millers Forest	1	M	4641
Anna Bay	0	F	102
Anna Bay	0	M	81
Anna Bay	1	F	2540
Anna Bay	1	M	2517
Lemon Tree Passage - Tanilba Bay	0	F	88
Lemon Tree Passage - Tanilba Bay	0	M	70
Lemon Tree Passage - Tanilba Bay	1	F	3022
Lemon Tree Passage - Tanilba Bay	1	M	3051
Nelson Bay Peninsula	0	F	513
Nelson Bay Peninsula	0	M	509
Nelson Bay Peninsula	1	F	9550
Nelson Bay Peninsula	1	M	8893
Raymond Terrace	0	F	242
Raymond Terrace	0	M	203
Raymond Terrace	1	F	6251
Raymond Terrace	1	M	6110
Seaham - Woodville	0	F	51
Seaham - Woodville	0	M	40
Seaham - Woodville	1	F	2540
Seaham - Woodville	1	M	2531
Tea Gardens - Hawks Nest	0	F	100
Tea Gardens - Hawks Nest	0	M	95
Tea Gardens - Hawks Nest	1	F	2299
Tea Gardens - Hawks Nest	1	M	2262
Williamtown - Medowie - Karuah	0	F	180
Williamtown - Medowie - Karuah	0	M	176
Williamtown - Medowie - Karuah	1	F	6076
Williamtown - Medowie - Karuah	1	M	6199
Muswellbrook	0	F	255
Muswellbrook	0	M	240
Muswellbrook	1	F	5270
Muswellbrook	1	M	5300
Muswellbrook Region	0	F	23
Muswellbrook Region	0	M	40
Muswellbrook Region	1	F	1776
Muswellbrook Region	1	M	1839
Scone	0	F	128
Scone	0	M	155
Scone	1	F	2651
Scone	1	M	2497
Scone Region	0	F	79
Scone Region	0	M	57
Scone Region	1	F	3647
Scone Region	1	M	3652
Dapto - Avondale	0	F	926
Dapto - Avondale	0	M	782
Dapto - Avondale	1	F	10698
Dapto - Avondale	1	M	10172
Horsley - Kembla Grange	0	F	499
Horsley - Kembla Grange	0	M	466
Horsley - Kembla Grange	1	F	3817
Horsley - Kembla Grange	1	M	3658
Port Kembla Industrial	1	M	6
Unanderra - Mount Kembla	0	F	1307
Unanderra - Mount Kembla	0	M	1146
Unanderra - Mount Kembla	1	F	6185
Unanderra - Mount Kembla	1	M	5978
Berkeley - Lake Heights - Cringila	0	F	2081
Berkeley - Lake Heights - Cringila	0	M	1929
Berkeley - Lake Heights - Cringila	1	F	4516
Berkeley - Lake Heights - Cringila	1	M	4520
Port Kembla - Warrawong	0	F	1639
Port Kembla - Warrawong	0	M	1493
Port Kembla - Warrawong	1	F	2958
Port Kembla - Warrawong	1	M	3021
Windang - Primbee	0	F	254
Windang - Primbee	0	M	236
Windang - Primbee	1	F	1741
Windang - Primbee	1	M	1829
Illawarra Catchment Reserve	1	M	4
Albion Park - Macquarie Pass	0	F	435
Albion Park - Macquarie Pass	0	M	388
Albion Park - Macquarie Pass	1	F	6689
Albion Park - Macquarie Pass	1	M	6299
Albion Park Rail	0	F	215
Albion Park Rail	0	M	184
Albion Park Rail	1	F	3142
Albion Park Rail	1	M	2999
Kiama	0	F	227
Kiama	0	M	188
Kiama	1	F	3463
Kiama	1	M	3366
Kiama Downs - Minnamurra	0	F	118
Kiama Downs - Minnamurra	0	M	119
Kiama Downs - Minnamurra	1	F	2736
Kiama Downs - Minnamurra	1	M	2687
Kiama Hinterland - Gerringong	0	F	148
Kiama Hinterland - Gerringong	0	M	126
Kiama Hinterland - Gerringong	1	F	3523
Kiama Hinterland - Gerringong	1	M	3373
Shellharbour - Flinders	0	F	1110
Shellharbour - Flinders	0	M	1004
Shellharbour - Flinders	1	F	7001
Shellharbour - Flinders	1	M	6949
Shellharbour - Oak Flats	0	F	751
Shellharbour - Oak Flats	0	M	678
Shellharbour - Oak Flats	1	F	4166
Shellharbour - Oak Flats	1	M	3928
Warilla	0	F	1238
Warilla	0	M	1102
Warilla	1	F	8557
Warilla	1	M	8217
Balgownie - Fairy Meadow	0	F	2171
Balgownie - Fairy Meadow	0	M	2009
Balgownie - Fairy Meadow	1	F	8161
Balgownie - Fairy Meadow	1	M	7928
Corrimal - Tarrawanna - Bellambi	0	F	1036
Corrimal - Tarrawanna - Bellambi	0	M	853
Corrimal - Tarrawanna - Bellambi	1	F	6554
Corrimal - Tarrawanna - Bellambi	1	M	6285
Figtree - Keiraville	0	F	2226
Figtree - Keiraville	0	M	2256
Figtree - Keiraville	1	F	8026
Figtree - Keiraville	1	M	7851
Helensburgh	0	F	231
Helensburgh	0	M	212
Helensburgh	1	F	3925
Helensburgh	1	M	4008
Thirroul - Austinmer - Coalcliff	0	F	358
Thirroul - Austinmer - Coalcliff	0	M	276
Thirroul - Austinmer - Coalcliff	1	F	5078
Thirroul - Austinmer - Coalcliff	1	M	5072
Woonona - Bulli - Russell Vale	0	F	679
Woonona - Bulli - Russell Vale	0	M	555
Woonona - Bulli - Russell Vale	1	F	9157
Woonona - Bulli - Russell Vale	1	M	8627
Wollongong - East	0	F	1614
Wollongong - East	0	M	1676
Wollongong - East	1	F	4512
Wollongong - East	1	M	4548
Wollongong - West	0	F	2585
Wollongong - West	0	M	2800
Wollongong - West	1	F	5204
Wollongong - West	1	M	5294
Bulahdelah - Stroud	0	F	41
Bulahdelah - Stroud	0	M	38
Bulahdelah - Stroud	1	F	2157
Bulahdelah - Stroud	1	M	2179
Forster	0	F	212
Forster	0	M	197
Forster	1	F	6736
Forster	1	M	6089
Forster-Tuncurry Region	0	F	69
Forster-Tuncurry Region	0	M	69
Forster-Tuncurry Region	1	F	2675
Forster-Tuncurry Region	1	M	2836
Tuncurry	0	F	103
Tuncurry	0	M	80
Tuncurry	1	F	2883
Tuncurry	1	M	2629
Kempsey	0	F	202
Kempsey	0	M	163
Kempsey	1	F	6484
Kempsey	1	M	6030
Kempsey Region	0	F	97
Kempsey Region	0	M	76
Kempsey Region	1	F	3912
Kempsey Region	1	M	4159
Macksville - Scotts Head	0	F	61
Macksville - Scotts Head	0	M	37
Macksville - Scotts Head	1	F	2206
Macksville - Scotts Head	1	M	2111
Nambucca Heads	0	F	119
Nambucca Heads	0	M	87
Nambucca Heads	1	F	3130
Nambucca Heads	1	M	2866
Nambucca Heads Region	0	F	83
Nambucca Heads Region	0	M	75
Nambucca Heads Region	1	F	3464
Nambucca Heads Region	1	M	3507
South West Rocks	0	F	61
South West Rocks	0	M	43
South West Rocks	1	F	2386
South West Rocks	1	M	2317
Lord Howe Island	0	F	6
Lord Howe Island	0	M	10
Lord Howe Island	1	F	161
Lord Howe Island	1	M	154
Laurieton - Bonny Hills	0	F	170
Laurieton - Bonny Hills	0	M	124
Laurieton - Bonny Hills	1	F	7924
Laurieton - Bonny Hills	1	M	7535
Port Macquarie - East	0	F	521
Port Macquarie - East	0	M	495
Port Macquarie - East	1	F	13351
Port Macquarie - East	1	M	12201
Port Macquarie - West	0	F	432
Port Macquarie - West	0	M	343
Port Macquarie - West	1	F	8218
Port Macquarie - West	1	M	7135
Port Macquarie Region	0	F	63
Port Macquarie Region	0	M	53
Port Macquarie Region	1	F	2263
Port Macquarie Region	1	M	2392
Wauchope	0	F	113
Wauchope	0	M	86
Wauchope	1	F	5329
Wauchope	1	M	4921
Gloucester	0	F	51
Gloucester	0	M	35
Gloucester	1	F	2311
Gloucester	1	M	2282
Old Bar - Manning Point - Red Head	0	F	167
Old Bar - Manning Point - Red Head	0	M	122
Old Bar - Manning Point - Red Head	1	F	4964
Old Bar - Manning Point - Red Head	1	M	4716
Taree	0	F	357
Taree	0	M	304
Taree	1	F	9555
Taree	1	M	8787
Taree Region	0	F	106
Taree Region	0	M	86
Taree Region	1	F	5539
Taree Region	1	M	5715
Wingham	0	F	63
Wingham	0	M	56
Wingham	1	F	2574
Wingham	1	M	2343
Albury - East	0	F	406
Albury - East	0	M	388
Albury - East	1	F	7032
Albury - East	1	M	6510
Albury - North	0	F	336
Albury - North	0	M	297
Albury - North	1	F	4299
Albury - North	1	M	4105
Albury - South	0	F	364
Albury - South	0	M	338
Albury - South	1	F	4557
Albury - South	1	M	4173
Albury Region	0	F	119
Albury Region	0	M	104
Albury Region	1	F	5317
Albury Region	1	M	5342
Lavington	0	F	687
Lavington	0	M	609
Lavington	1	F	6294
Lavington	1	M	5822
Hay	0	F	55
Hay	0	M	56
Hay	1	F	1242
Hay	1	M	1257
Wentworth - Buronga	0	F	98
Wentworth - Buronga	0	M	100
Wentworth - Buronga	1	F	2539
Wentworth - Buronga	1	M	2613
Wentworth-Balranald Region	0	F	105
Wentworth-Balranald Region	0	M	89
Wentworth-Balranald Region	1	F	1399
Wentworth-Balranald Region	1	M	1583
Corowa	0	F	70
Corowa	0	M	65
Corowa	1	F	2535
Corowa	1	M	2423
Corowa Region	0	F	57
Corowa Region	0	M	51
Corowa Region	1	F	2983
Corowa Region	1	M	3056
Deniliquin	0	F	127
Deniliquin	0	M	140
Deniliquin	1	F	3378
Deniliquin	1	M	3117
Deniliquin Region	0	F	56
Deniliquin Region	0	M	57
Deniliquin Region	1	F	2921
Deniliquin Region	1	M	3094
Moama	0	F	79
Moama	0	M	83
Moama	1	F	2733
Moama	1	M	2570
Tocumwal - Finley - Jerilderie	0	F	156
Tocumwal - Finley - Jerilderie	0	M	157
Tocumwal - Finley - Jerilderie	1	F	4183
Tocumwal - Finley - Jerilderie	1	M	4241
Armidale	0	F	1113
Armidale	0	M	1083
Armidale	1	F	10192
Armidale	1	M	9256
Armidale Region - North	0	F	67
Armidale Region - North	0	M	46
Armidale Region - North	1	F	2005
Armidale Region - North	1	M	2060
Armidale Region - South	0	F	56
Armidale Region - South	0	M	48
Armidale Region - South	1	F	2844
Armidale Region - South	1	M	2681
Walcha	0	F	22
Walcha	0	M	15
Walcha	1	F	1400
Walcha	1	M	1419
Glen Innes	0	F	102
Glen Innes	0	M	84
Glen Innes	1	F	3918
Glen Innes	1	M	3722
Inverell	0	F	223
Inverell	0	M	202
Inverell	1	F	5435
Inverell	1	M	5016
Inverell Region - East	0	F	51
Inverell Region - East	0	M	43
Inverell Region - East	1	F	2263
Inverell Region - East	1	M	2322
Inverell Region - West	0	F	34
Inverell Region - West	0	M	28
Inverell Region - West	1	F	2650
Inverell Region - West	1	M	2694
Tenterfield	0	F	84
Tenterfield	0	M	78
Tenterfield	1	F	2915
Tenterfield	1	M	2817
Moree	0	F	178
Moree	0	M	182
Moree	1	F	3464
Moree	1	M	3378
Moree Region	0	F	54
Moree Region	0	M	67
Moree Region	1	F	2235
Moree Region	1	M	2433
Narrabri	0	F	79
Narrabri	0	M	79
Narrabri	1	F	3223
Narrabri	1	M	3084
Narrabri Region	0	F	24
Narrabri Region	0	M	26
Narrabri Region	1	F	1997
Narrabri Region	1	M	2143
Gunnedah	0	F	127
Gunnedah	0	M	116
Gunnedah	1	F	4218
Gunnedah	1	M	4052
Gunnedah Region	0	F	29
Gunnedah Region	0	M	25
Gunnedah Region	1	F	1767
Gunnedah Region	1	M	1935
Quirindi	0	F	46
Quirindi	0	M	45
Quirindi	1	F	3422
Quirindi	1	M	3491
Tamworth - East	0	F	409
Tamworth - East	0	M	505
Tamworth - East	1	F	9298
Tamworth - East	1	M	8808
Tamworth - North	0	F	396
Tamworth - North	0	M	427
Tamworth - North	1	F	7013
Tamworth - North	1	M	6076
Tamworth - West	0	F	113
Tamworth - West	0	M	122
Tamworth - West	1	F	2466
Tamworth - West	1	M	2318
Tamworth Region	0	F	137
Tamworth Region	0	M	131
Tamworth Region	1	F	8452
Tamworth Region	1	M	8351
Belmont - Bennetts Green	0	F	348
Belmont - Bennetts Green	0	M	277
Belmont - Bennetts Green	1	F	8275
Belmont - Bennetts Green	1	M	8044
Belmont South - Blacksmiths	0	F	82
Belmont South - Blacksmiths	0	M	54
Belmont South - Blacksmiths	1	F	2647
Belmont South - Blacksmiths	1	M	2574
Charlestown - Dudley	0	F	792
Charlestown - Dudley	0	M	675
Charlestown - Dudley	1	F	10995
Charlestown - Dudley	1	M	10510
Glendale - Cardiff - Hillsborough	0	F	709
Glendale - Cardiff - Hillsborough	0	M	606
Glendale - Cardiff - Hillsborough	1	F	10757
Glendale - Cardiff - Hillsborough	1	M	10467
Mount Hutton - Windale	0	F	161
Mount Hutton - Windale	0	M	153
Mount Hutton - Windale	1	F	4216
Mount Hutton - Windale	1	M	3827
Redhead	0	F	70
Redhead	0	M	71
Redhead	1	F	1636
Redhead	1	M	1551
Swansea - Caves Beach	0	F	180
Swansea - Caves Beach	0	M	137
Swansea - Caves Beach	1	F	5445
Swansea - Caves Beach	1	M	5267
Valentine - Eleebana	0	F	268
Valentine - Eleebana	0	M	230
Valentine - Eleebana	1	F	5676
Valentine - Eleebana	1	M	5462
Warners Bay - Boolaroo	0	F	326
Warners Bay - Boolaroo	0	M	297
Warners Bay - Boolaroo	1	F	6352
Warners Bay - Boolaroo	1	M	5871
Bolton Point - Teralba	0	F	168
Bolton Point - Teralba	0	M	113
Bolton Point - Teralba	1	F	3884
Bolton Point - Teralba	1	M	3788
Bonnells Bay - Silverwater	0	F	182
Bonnells Bay - Silverwater	0	M	177
Bonnells Bay - Silverwater	1	F	4088
Bonnells Bay - Silverwater	1	M	3916
Edgeworth - Cameron Park	0	F	479
Edgeworth - Cameron Park	0	M	430
Edgeworth - Cameron Park	1	F	6593
Edgeworth - Cameron Park	1	M	6201
Morisset - Cooranbong	0	F	360
Morisset - Cooranbong	0	M	360
