SA2_NAME16	Age	persons
Cooma	20-24	356
Cooma	25-34	760
Cooma	35-44	751
Cooma	45-54	943
Cooma	55-64	907
Cooma	65-74	784
Cooma	75-84	523
Cooma	85+	241
Cooma Region	0-4	128
Cooma Region	5-14	431
Cooma Region	15-19	206
Cooma Region	20-24	105
Cooma Region	25-34	218
Cooma Region	35-44	350
Cooma Region	45-54	540
Cooma Region	55-64	560
Cooma Region	65-74	477
Cooma Region	75-84	212
Cooma Region	85+	48
Jindabyne - Berridale	0-4	313
Jindabyne - Berridale	5-14	937
Jindabyne - Berridale	15-19	390
Jindabyne - Berridale	20-24	478
Jindabyne - Berridale	25-34	956
Jindabyne - Berridale	35-44	987
Jindabyne - Berridale	45-54	1081
Jindabyne - Berridale	55-64	913
Jindabyne - Berridale	65-74	592
Jindabyne - Berridale	75-84	232
Jindabyne - Berridale	85+	74
Batemans Bay	0-4	357
Batemans Bay	5-14	884
Batemans Bay	15-19	356
Batemans Bay	20-24	283
Batemans Bay	25-34	656
Batemans Bay	35-44	729
Batemans Bay	45-54	868
Batemans Bay	55-64	1251
Batemans Bay	65-74	1315
Batemans Bay	75-84	701
Batemans Bay	85+	291
Batemans Bay - South	0-4	343
Batemans Bay - South	5-14	851
Batemans Bay - South	15-19	421
Batemans Bay - South	20-24	291
Batemans Bay - South	25-34	576
Batemans Bay - South	35-44	788
Batemans Bay - South	45-54	1007
Batemans Bay - South	55-64	1370
Batemans Bay - South	65-74	1560
Batemans Bay - South	75-84	817
Batemans Bay - South	85+	338
Bega - Tathra	0-4	465
Bega - Tathra	5-14	1093
Bega - Tathra	15-19	506
Bega - Tathra	20-24	361
Bega - Tathra	25-34	756
Bega - Tathra	35-44	884
Bega - Tathra	45-54	1165
Bega - Tathra	55-64	1361
Bega - Tathra	65-74	986
Bega - Tathra	75-84	593
Bega - Tathra	85+	246
Bega-Eden Hinterland	0-4	371
Bega-Eden Hinterland	5-14	1090
Bega-Eden Hinterland	15-19	540
Bega-Eden Hinterland	20-24	260
Bega-Eden Hinterland	25-34	596
Bega-Eden Hinterland	35-44	795
Bega-Eden Hinterland	45-54	1477
Bega-Eden Hinterland	55-64	1940
Bega-Eden Hinterland	65-74	1214
Bega-Eden Hinterland	75-84	407
Bega-Eden Hinterland	85+	100
Broulee - Tomakin	0-4	120
Broulee - Tomakin	5-14	377
Broulee - Tomakin	15-19	169
Broulee - Tomakin	20-24	123
Broulee - Tomakin	25-34	214
Broulee - Tomakin	35-44	329
Broulee - Tomakin	45-54	410
Broulee - Tomakin	55-64	552
Broulee - Tomakin	65-74	497
Broulee - Tomakin	75-84	342
Broulee - Tomakin	85+	158
Deua - Wadbilliga	35-44	3
Deua - Wadbilliga	45-54	5
Deua - Wadbilliga	55-64	3
Deua - Wadbilliga	65-74	13
Deua - Wadbilliga	85+	3
Eden	0-4	163
Eden	5-14	336
Eden	15-19	161
Eden	20-24	127
Eden	25-34	268
Eden	35-44	319
Eden	45-54	392
Eden	55-64	538
Eden	65-74	501
Eden	75-84	267
Eden	85+	133
Eurobodalla Hinterland	0-4	120
Eurobodalla Hinterland	5-14	356
Eurobodalla Hinterland	15-19	198
Eurobodalla Hinterland	20-24	137
Eurobodalla Hinterland	25-34	210
Eurobodalla Hinterland	35-44	312
Eurobodalla Hinterland	45-54	558
Eurobodalla Hinterland	55-64	652
Eurobodalla Hinterland	65-74	544
Eurobodalla Hinterland	75-84	163
Eurobodalla Hinterland	85+	47
Merimbula - Tura Beach	0-4	392
Merimbula - Tura Beach	5-14	1076
Merimbula - Tura Beach	15-19	496
Merimbula - Tura Beach	20-24	390
Merimbula - Tura Beach	25-34	747
Merimbula - Tura Beach	35-44	954
Merimbula - Tura Beach	45-54	1360
Merimbula - Tura Beach	55-64	1821
Merimbula - Tura Beach	65-74	1874
Merimbula - Tura Beach	75-84	1070
Merimbula - Tura Beach	85+	438
Moruya - Tuross Head	0-4	285
Moruya - Tuross Head	5-14	791
Moruya - Tuross Head	15-19	415
Moruya - Tuross Head	20-24	259
Moruya - Tuross Head	25-34	550
Moruya - Tuross Head	35-44	729
Moruya - Tuross Head	45-54	1066
Moruya - Tuross Head	55-64	1585
Moruya - Tuross Head	65-74	1370
Moruya - Tuross Head	75-84	706
Moruya - Tuross Head	85+	215
Narooma - Bermagui	0-4	340
Narooma - Bermagui	5-14	808
Narooma - Bermagui	15-19	337
Narooma - Bermagui	20-24	240
Narooma - Bermagui	25-34	525
Narooma - Bermagui	35-44	695
Narooma - Bermagui	45-54	1026
Narooma - Bermagui	55-64	1903
Narooma - Bermagui	65-74	1832
Narooma - Bermagui	75-84	859
Narooma - Bermagui	85+	410
Goulburn	0-4	1429
Goulburn	5-14	2720
Goulburn	15-19	1364
Goulburn	20-24	1400
Goulburn	25-34	2997
Goulburn	35-44	2756
Goulburn	45-54	2959
Goulburn	55-64	2855
Goulburn	65-74	2346
Goulburn	75-84	1395
Goulburn	85+	667
Goulburn Region	0-4	640
Goulburn Region	5-14	1603
Goulburn Region	15-19	735
Goulburn Region	20-24	487
Goulburn Region	25-34	1008
Goulburn Region	35-44	1369
Goulburn Region	45-54	1964
Goulburn Region	55-64	2055
Goulburn Region	65-74	1743
Goulburn Region	75-84	833
Goulburn Region	85+	224
Yass	0-4	437
Yass	5-14	878
Yass	15-19	385
Yass	20-24	337
Yass	25-34	717
Yass	35-44	782
Yass	45-54	868
Yass	55-64	800
Yass	65-74	661
Yass	75-84	413
Yass	85+	227
Yass Region	0-4	703
Yass Region	5-14	1715
Yass Region	15-19	759
Yass Region	20-24	471
Yass Region	25-34	911
Yass Region	35-44	1646
Yass Region	45-54	1922
Yass Region	55-64	1687
Yass Region	65-74	1162
Yass Region	75-84	421
Yass Region	85+	103
Young	0-4	696
Young	5-14	1558
Young	15-19	689
Young	20-24	551
Young	25-34	1065
Young	35-44	1234
Young	45-54	1301
Young	55-64	1258
Young	65-74	1213
Young	75-84	719
Young	85+	321
Young Region	0-4	381
Young Region	5-14	882
Young Region	15-19	407
Young Region	20-24	328
Young Region	25-34	578
Young Region	35-44	723
Young Region	45-54	1064
Young Region	55-64	1167
Young Region	65-74	1117
Young Region	75-84	501
Young Region	85+	189
Avoca Beach - Copacabana	0-4	430
Avoca Beach - Copacabana	5-14	1143
Avoca Beach - Copacabana	15-19	547
Avoca Beach - Copacabana	20-24	346
Avoca Beach - Copacabana	25-34	625
Avoca Beach - Copacabana	35-44	995
Avoca Beach - Copacabana	45-54	1188
Avoca Beach - Copacabana	55-64	990
Avoca Beach - Copacabana	65-74	677
Avoca Beach - Copacabana	75-84	283
Avoca Beach - Copacabana	85+	85
Box Head - MacMasters Beach	0-4	538
Box Head - MacMasters Beach	5-14	1308
Box Head - MacMasters Beach	15-19	674
Box Head - MacMasters Beach	20-24	459
Box Head - MacMasters Beach	25-34	797
Box Head - MacMasters Beach	35-44	1210
Box Head - MacMasters Beach	45-54	1477
Box Head - MacMasters Beach	55-64	1649
Box Head - MacMasters Beach	65-74	1596
Box Head - MacMasters Beach	75-84	725
Box Head - MacMasters Beach	85+	249
Calga - Kulnura	0-4	200
Calga - Kulnura	5-14	546
Calga - Kulnura	15-19	305
Calga - Kulnura	20-24	218
Calga - Kulnura	25-34	436
Calga - Kulnura	35-44	526
Calga - Kulnura	45-54	830
Calga - Kulnura	55-64	745
Calga - Kulnura	65-74	589
Calga - Kulnura	75-84	240
Calga - Kulnura	85+	66
Erina - Green Point	0-4	639
Erina - Green Point	5-14	1634
Erina - Green Point	15-19	812
Erina - Green Point	20-24	611
Erina - Green Point	25-34	1118
Erina - Green Point	35-44	1412
Erina - Green Point	45-54	1791
Erina - Green Point	55-64	1847
Erina - Green Point	65-74	1767
Erina - Green Point	75-84	1394
Erina - Green Point	85+	922
Gosford - Springfield	0-4	1136
Gosford - Springfield	5-14	1974
Gosford - Springfield	15-19	943
Gosford - Springfield	20-24	1187
Gosford - Springfield	25-34	2862
Gosford - Springfield	35-44	2440
Gosford - Springfield	45-54	2482
Gosford - Springfield	55-64	2370
Gosford - Springfield	65-74	1749
Gosford - Springfield	75-84	1065
Gosford - Springfield	85+	597
Kariong	0-4	435
Kariong	5-14	975
Kariong	15-19	570
Kariong	20-24	470
Kariong	25-34	725
Kariong	35-44	942
Kariong	45-54	968
Kariong	55-64	704
Kariong	65-74	335
Kariong	75-84	195
Kariong	85+	53
Kincumber - Picketts Valley	0-4	368
Kincumber - Picketts Valley	5-14	885
Kincumber - Picketts Valley	15-19	406
Kincumber - Picketts Valley	20-24	353
Kincumber - Picketts Valley	25-34	658
Kincumber - Picketts Valley	35-44	791
Kincumber - Picketts Valley	45-54	863
Kincumber - Picketts Valley	55-64	871
Kincumber - Picketts Valley	65-74	872
Kincumber - Picketts Valley	75-84	760
Kincumber - Picketts Valley	85+	493
Narara	0-4	425
Narara	5-14	887
Narara	15-19	442
Narara	20-24	423
Narara	25-34	798
Narara	35-44	879
Narara	45-54	955
Narara	55-64	910
Narara	65-74	589
Narara	75-84	228
Narara	85+	93
Niagara Park - Lisarow	0-4	485
Niagara Park - Lisarow	5-14	1183
Niagara Park - Lisarow	15-19	585
Niagara Park - Lisarow	20-24	467
Niagara Park - Lisarow	25-34	854
Niagara Park - Lisarow	35-44	1036
Niagara Park - Lisarow	45-54	1223
Niagara Park - Lisarow	55-64	1044
Niagara Park - Lisarow	65-74	665
Niagara Park - Lisarow	75-84	301
Niagara Park - Lisarow	85+	180
Point Clare - Koolewong	0-4	352
Point Clare - Koolewong	5-14	771
Point Clare - Koolewong	15-19	332
Point Clare - Koolewong	20-24	269
Point Clare - Koolewong	25-34	624
Point Clare - Koolewong	35-44	806
Point Clare - Koolewong	45-54	908
Point Clare - Koolewong	55-64	809
Point Clare - Koolewong	65-74	715
Point Clare - Koolewong	75-84	457
Point Clare - Koolewong	85+	163
Saratoga - Davistown	0-4	459
Saratoga - Davistown	5-14	897
Saratoga - Davistown	15-19	408
Saratoga - Davistown	20-24	349
Saratoga - Davistown	25-34	705
Saratoga - Davistown	35-44	855
Saratoga - Davistown	45-54	921
Saratoga - Davistown	55-64	897
Saratoga - Davistown	65-74	808
Saratoga - Davistown	75-84	478
Saratoga - Davistown	85+	201
Terrigal - North Avoca	0-4	743
Terrigal - North Avoca	5-14	1635
Terrigal - North Avoca	15-19	845
Terrigal - North Avoca	20-24	768
Terrigal - North Avoca	25-34	1528
Terrigal - North Avoca	35-44	1653
Terrigal - North Avoca	45-54	1840
Terrigal - North Avoca	55-64	1890
Terrigal - North Avoca	65-74	1531
Terrigal - North Avoca	75-84	713
Terrigal - North Avoca	85+	202
Umina - Booker Bay - Patonga	0-4	1316
Umina - Booker Bay - Patonga	5-14	2535
Umina - Booker Bay - Patonga	15-19	1175
Umina - Booker Bay - Patonga	20-24	1148
Umina - Booker Bay - Patonga	25-34	2324
Umina - Booker Bay - Patonga	35-44	2786
Umina - Booker Bay - Patonga	45-54	3038
Umina - Booker Bay - Patonga	55-64	3193
Umina - Booker Bay - Patonga	65-74	3268
Umina - Booker Bay - Patonga	75-84	1849
Umina - Booker Bay - Patonga	85+	954
Wamberal - Forresters Beach	0-4	628
Wamberal - Forresters Beach	5-14	1472
Wamberal - Forresters Beach	15-19	630
Wamberal - Forresters Beach	20-24	501
Wamberal - Forresters Beach	25-34	970
Wamberal - Forresters Beach	35-44	1292
Wamberal - Forresters Beach	45-54	1376
Wamberal - Forresters Beach	55-64	1232
Wamberal - Forresters Beach	65-74	959
Wamberal - Forresters Beach	75-84	490
Wamberal - Forresters Beach	85+	193
Woy Woy - Blackwall	0-4	729
Woy Woy - Blackwall	5-14	1397
Woy Woy - Blackwall	15-19	709
Woy Woy - Blackwall	20-24	696
Woy Woy - Blackwall	25-34	1365
Woy Woy - Blackwall	35-44	1634
Woy Woy - Blackwall	45-54	1831
Woy Woy - Blackwall	55-64	1940
Woy Woy - Blackwall	65-74	1841
Woy Woy - Blackwall	75-84	1152
Woy Woy - Blackwall	85+	631
Wyoming	0-4	681
Wyoming	5-14	1403
Wyoming	15-19	702
Wyoming	20-24	641
Wyoming	25-34	1334
Wyoming	35-44	1338
Wyoming	45-54	1358
Wyoming	55-64	1344
Wyoming	65-74	1224
Wyoming	75-84	800
Wyoming	85+	599
Bateau Bay - Killarney Vale	0-4	1399
Bateau Bay - Killarney Vale	5-14	2756
Bateau Bay - Killarney Vale	15-19	1309
Bateau Bay - Killarney Vale	20-24	1187
Bateau Bay - Killarney Vale	25-34	2515
Bateau Bay - Killarney Vale	35-44	2655
Bateau Bay - Killarney Vale	45-54	2674
Bateau Bay - Killarney Vale	55-64	2782
Bateau Bay - Killarney Vale	65-74	2299
Bateau Bay - Killarney Vale	75-84	1486
Bateau Bay - Killarney Vale	85+	951
Blue Haven - San Remo	0-4	832
Blue Haven - San Remo	5-14	1750
Blue Haven - San Remo	15-19	887
Blue Haven - San Remo	20-24	794
Blue Haven - San Remo	25-34	1374
Blue Haven - San Remo	35-44	1394
Blue Haven - San Remo	45-54	1420
Blue Haven - San Remo	55-64	1161
Blue Haven - San Remo	65-74	868
Blue Haven - San Remo	75-84	452
Blue Haven - San Remo	85+	122
Budgewoi - Buff Point - Halekulani	0-4	550
Budgewoi - Buff Point - Halekulani	5-14	1079
Budgewoi - Buff Point - Halekulani	15-19	482
Budgewoi - Buff Point - Halekulani	20-24	510
Budgewoi - Buff Point - Halekulani	25-34	990
Budgewoi - Buff Point - Halekulani	35-44	1002
Budgewoi - Buff Point - Halekulani	45-54	1189
Budgewoi - Buff Point - Halekulani	55-64	1323
Budgewoi - Buff Point - Halekulani	65-74	1217
Budgewoi - Buff Point - Halekulani	75-84	788
Budgewoi - Buff Point - Halekulani	85+	275
Chittaway Bay - Tumbi Umbi	0-4	926
Chittaway Bay - Tumbi Umbi	5-14	2108
Chittaway Bay - Tumbi Umbi	15-19	1023
Chittaway Bay - Tumbi Umbi	20-24	906
Chittaway Bay - Tumbi Umbi	25-34	1736
Chittaway Bay - Tumbi Umbi	35-44	1867
Chittaway Bay - Tumbi Umbi	45-54	2119
Chittaway Bay - Tumbi Umbi	55-64	1998
Chittaway Bay - Tumbi Umbi	65-74	1405
Chittaway Bay - Tumbi Umbi	75-84	834
Chittaway Bay - Tumbi Umbi	85+	428
Gorokan - Kanwal - Charmhaven	0-4	1250
Gorokan - Kanwal - Charmhaven	5-14	2726
Gorokan - Kanwal - Charmhaven	15-19	1357
Gorokan - Kanwal - Charmhaven	20-24	1423
Gorokan - Kanwal - Charmhaven	25-34	2427
Gorokan - Kanwal - Charmhaven	35-44	2381
Gorokan - Kanwal - Charmhaven	45-54	2788
Gorokan - Kanwal - Charmhaven	55-64	2799
Gorokan - Kanwal - Charmhaven	65-74	2428
Gorokan - Kanwal - Charmhaven	75-84	1663
Gorokan - Kanwal - Charmhaven	85+	875
Jilliby - Yarramalong	0-4	178
Jilliby - Yarramalong	5-14	456
Jilliby - Yarramalong	15-19	271
Jilliby - Yarramalong	20-24	172
Jilliby - Yarramalong	25-34	280
Jilliby - Yarramalong	35-44	438
Jilliby - Yarramalong	45-54	593
Jilliby - Yarramalong	55-64	512
Jilliby - Yarramalong	65-74	294
Jilliby - Yarramalong	75-84	117
Jilliby - Yarramalong	85+	32
Lake Munmorah - Mannering Park	0-4	535
Lake Munmorah - Mannering Park	5-14	1155
Lake Munmorah - Mannering Park	15-19	587
Lake Munmorah - Mannering Park	20-24	570
Lake Munmorah - Mannering Park	25-34	997
Lake Munmorah - Mannering Park	35-44	995
Lake Munmorah - Mannering Park	45-54	1317
Lake Munmorah - Mannering Park	55-64	1422
Lake Munmorah - Mannering Park	65-74	1736
Lake Munmorah - Mannering Park	75-84	1137
Lake Munmorah - Mannering Park	85+	282
Ourimbah - Fountaindale	0-4	259
Ourimbah - Fountaindale	5-14	712
Ourimbah - Fountaindale	15-19	322
Ourimbah - Fountaindale	20-24	347
Ourimbah - Fountaindale	25-34	572
Ourimbah - Fountaindale	35-44	580
Ourimbah - Fountaindale	45-54	758
Ourimbah - Fountaindale	55-64	670
Ourimbah - Fountaindale	65-74	419
Ourimbah - Fountaindale	75-84	171
Ourimbah - Fountaindale	85+	53
Summerland Point - Gwandalan	0-4	307
Summerland Point - Gwandalan	5-14	735
Summerland Point - Gwandalan	15-19	344
Summerland Point - Gwandalan	20-24	324
Summerland Point - Gwandalan	25-34	545
Summerland Point - Gwandalan	35-44	670
Summerland Point - Gwandalan	45-54	784
Summerland Point - Gwandalan	55-64	781
Summerland Point - Gwandalan	65-74	818
Summerland Point - Gwandalan	75-84	362
Summerland Point - Gwandalan	85+	94
The Entrance	0-4	811
The Entrance	5-14	1553
The Entrance	15-19	745
The Entrance	20-24	785
The Entrance	25-34	1705
The Entrance	35-44	1736
The Entrance	45-54	1965
The Entrance	55-64	2031
The Entrance	65-74	1979
The Entrance	75-84	1154
The Entrance	85+	478
Toukley - Norah Head	0-4	544
Toukley - Norah Head	5-14	969
Toukley - Norah Head	15-19	461
Toukley - Norah Head	20-24	530
Toukley - Norah Head	25-34	1003
Toukley - Norah Head	35-44	986
Toukley - Norah Head	45-54	1139
Toukley - Norah Head	55-64	1392
Toukley - Norah Head	65-74	1323
Toukley - Norah Head	75-84	933
Toukley - Norah Head	85+	487
Tuggerah - Kangy Angy	0-4	356
Tuggerah - Kangy Angy	5-14	763
Tuggerah - Kangy Angy	15-19	372
Tuggerah - Kangy Angy	20-24	308
Tuggerah - Kangy Angy	25-34	678
Tuggerah - Kangy Angy	35-44	701
Tuggerah - Kangy Angy	45-54	690
Tuggerah - Kangy Angy	55-64	598
Tuggerah - Kangy Angy	65-74	453
Tuggerah - Kangy Angy	75-84	288
Tuggerah - Kangy Angy	85+	87
Warnervale - Wadalba	0-4	1118
Warnervale - Wadalba	5-14	2682
Warnervale - Wadalba	15-19	1131
Warnervale - Wadalba	20-24	818
Warnervale - Wadalba	25-34	1691
Warnervale - Wadalba	35-44	2320
Warnervale - Wadalba	45-54	1918
Warnervale - Wadalba	55-64	1361
Warnervale - Wadalba	65-74	1209
Warnervale - Wadalba	75-84	709
Warnervale - Wadalba	85+	259
Wyong	0-4	540
Wyong	5-14	1148
Wyong	15-19	563
Wyong	20-24	581
Wyong	25-34	1041
Wyong	35-44	1060
Wyong	45-54	1224
Wyong	55-64	1090
Wyong	65-74	954
Wyong	75-84	464
Wyong	85+	159
Bathurst	0-4	1426
Bathurst	5-14	2888
Bathurst	15-19	1688
Bathurst	20-24	2247
Bathurst	25-34	3357
Bathurst	35-44	2732
Bathurst	45-54	2836
Bathurst	55-64	2748
Bathurst	65-74	2074
Bathurst	75-84	1244
Bathurst	85+	596
Bathurst - East	0-4	852
Bathurst - East	5-14	1862
Bathurst - East	15-19	861
Bathurst - East	20-24	616
Bathurst - East	25-34	1318
Bathurst - East	35-44	1419
Bathurst - East	45-54	1354
Bathurst - East	55-64	1226
Bathurst - East	65-74	941
Bathurst - East	75-84	512
Bathurst - East	85+	225
Bathurst Region	0-4	306
Bathurst Region	5-14	918
Bathurst Region	15-19	484
Bathurst Region	20-24	307
Bathurst Region	25-34	524
Bathurst Region	35-44	805
Bathurst Region	45-54	1188
Bathurst Region	55-64	1093
Bathurst Region	65-74	922
Bathurst Region	75-84	286
Bathurst Region	85+	74
Oberon	0-4	268
Oberon	5-14	527
Oberon	15-19	297
Oberon	20-24	289
Oberon	25-34	454
Oberon	35-44	475
Oberon	45-54	618
Oberon	55-64	648
Oberon	65-74	700
Oberon	75-84	272
Oberon	85+	108
Condobolin	0-4	514
Condobolin	5-14	910
Condobolin	15-19	341
Condobolin	20-24	367
Condobolin	25-34	770
Condobolin	35-44	691
Condobolin	45-54	780
Condobolin	55-64	883
Condobolin	65-74	716
Condobolin	75-84	477
Condobolin	85+	185
Cowra	0-4	531
Cowra	5-14	1098
Cowra	15-19	545
Cowra	20-24	496
Cowra	25-34	844
Cowra	35-44	925
Cowra	45-54	1143
Cowra	55-64	1252
Cowra	65-74	1141
Cowra	75-84	772
Cowra	85+	386
Cowra Region	0-4	240
Cowra Region	5-14	735
Cowra Region	15-19	306
Cowra Region	20-24	233
Cowra Region	25-34	397
Cowra Region	35-44	554
Cowra Region	45-54	818
Cowra Region	55-64	846
Cowra Region	65-74	800
Cowra Region	75-84	394
Cowra Region	85+	120
Forbes	0-4	644
Forbes	5-14	1391
Forbes	15-19	652
Forbes	20-24	513
Forbes	25-34	1048
Forbes	35-44	1035
Forbes	45-54	1325
Forbes	55-64	1309
Forbes	65-74	1206
Forbes	75-84	771
Forbes	85+	276
Grenfell	0-4	184
Grenfell	5-14	427
Grenfell	15-19	184
Grenfell	20-24	114
Grenfell	25-34	264
Grenfell	35-44	379
Grenfell	45-54	474
Grenfell	55-64	576
Grenfell	65-74	595
Grenfell	75-84	312
Grenfell	85+	148
Parkes (NSW)	0-4	753
Parkes (NSW)	5-14	1541
Parkes (NSW)	15-19	777
Parkes (NSW)	20-24	648
Parkes (NSW)	25-34	1280
Parkes (NSW)	35-44	1200
Parkes (NSW)	45-54	1347
Parkes (NSW)	55-64	1335
Parkes (NSW)	65-74	1030
Parkes (NSW)	75-84	727
Parkes (NSW)	85+	344
Parkes Region	0-4	178
Parkes Region	5-14	455
Parkes Region	15-19	220
Parkes Region	20-24	156
Parkes Region	25-34	242
Parkes Region	35-44	337
Parkes Region	45-54	509
Parkes Region	55-64	573
Parkes Region	65-74	430
Parkes Region	75-84	202
Parkes Region	85+	80
West Wyalong	0-4	351
West Wyalong	5-14	864
West Wyalong	15-19	333
West Wyalong	20-24	267
West Wyalong	25-34	584
West Wyalong	35-44	671
West Wyalong	45-54	708
West Wyalong	55-64	864
West Wyalong	65-74	624
West Wyalong	75-84	445
West Wyalong	85+	211
Lithgow	0-4	760
Lithgow	5-14	1384
Lithgow	15-19	725
Lithgow	20-24	741
Lithgow	25-34	1530
Lithgow	35-44	1405
Lithgow	45-54	1595
Lithgow	55-64	1735
Lithgow	65-74	1594
Lithgow	75-84	965
Lithgow	85+	381
Lithgow Region	0-4	417
Lithgow Region	5-14	1025
Lithgow Region	15-19	470
Lithgow Region	20-24	355
Lithgow Region	25-34	724
Lithgow Region	35-44	940
Lithgow Region	45-54	1272
Lithgow Region	55-64	1357
Lithgow Region	65-74	1155
Lithgow Region	75-84	422
Lithgow Region	85+	133
Mudgee	0-4	966
Mudgee	5-14	1625
Mudgee	15-19	656
Mudgee	20-24	643
Mudgee	25-34	1612
Mudgee	35-44	1437
Mudgee	45-54	1509
Mudgee	55-64	1258
Mudgee	65-74	1034
Mudgee	75-84	690
Mudgee	85+	304
Mudgee Region - East	0-4	171
Mudgee Region - East	5-14	381
Mudgee Region - East	15-19	172
Mudgee Region - East	20-24	117
Mudgee Region - East	25-34	250
Mudgee Region - East	35-44	344
Mudgee Region - East	45-54	528
Mudgee Region - East	55-64	552
Mudgee Region - East	65-74	585
Mudgee Region - East	75-84	268
Mudgee Region - East	85+	80
Mudgee Region - West	0-4	625
Mudgee Region - West	5-14	1406
Mudgee Region - West	15-19	564
Mudgee Region - West	20-24	427
Mudgee Region - West	25-34	906
Mudgee Region - West	35-44	1109
Mudgee Region - West	45-54	1578
Mudgee Region - West	55-64	1541
Mudgee Region - West	65-74	1416
Mudgee Region - West	75-84	623
Mudgee Region - West	85+	162
Blayney	0-4	451
Blayney	5-14	1058
Blayney	15-19	456
Blayney	20-24	324
Blayney	25-34	707
Blayney	35-44	861
Blayney	45-54	1029
Blayney	55-64	1015
Blayney	65-74	759
Blayney	75-84	429
Blayney	85+	169
Orange	0-4	1216
Orange	5-14	2260
Orange	15-19	1244
Orange	20-24	1093
Orange	25-34	2377
Orange	35-44	2117
Orange	45-54	2352
Orange	55-64	2351
Orange	65-74	1963
Orange	75-84	1380
Orange	85+	662
Orange - North	0-4	1682
Orange - North	5-14	3074
Orange - North	15-19	1263
Orange - North	20-24	1140
Orange - North	25-34	2875
Orange - North	35-44	2799
Orange - North	45-54	2380
Orange - North	55-64	2024
Orange - North	65-74	1492
Orange - North	75-84	750
Orange - North	85+	240
Orange Region	0-4	751
Orange Region	5-14	1794
Orange Region	15-19	855
Orange Region	20-24	459
Orange Region	25-34	1025
Orange Region	35-44	1403
Orange Region	45-54	1661
Orange Region	55-64	1580
Orange Region	65-74	1306
Orange Region	75-84	573
Orange Region	85+	197
Grafton	0-4	1117
Grafton	5-14	2363
Grafton	15-19	1151
Grafton	20-24	967
Grafton	25-34	1998
Grafton	35-44	2078
Grafton	45-54	2256
Grafton	55-64	2445
Grafton	65-74	2138
Grafton	75-84	1435
Grafton	85+	725
Grafton Region	0-4	683
Grafton Region	5-14	1820
Grafton Region	15-19	957
Grafton Region	20-24	595
Grafton Region	25-34	1052
Grafton Region	35-44	1541
Grafton Region	45-54	2407
Grafton Region	55-64	2972
Grafton Region	65-74	2230
Grafton Region	75-84	815
Grafton Region	85+	233
Maclean - Yamba - Iluka	0-4	647
Maclean - Yamba - Iluka	5-14	1593
Maclean - Yamba - Iluka	15-19	831
Maclean - Yamba - Iluka	20-24	477
Maclean - Yamba - Iluka	25-34	1071
Maclean - Yamba - Iluka	35-44	1486
Maclean - Yamba - Iluka	45-54	1986
Maclean - Yamba - Iluka	55-64	2839
Maclean - Yamba - Iluka	65-74	2982
Maclean - Yamba - Iluka	75-84	1715
Maclean - Yamba - Iluka	85+	657
Bellingen	0-4	340
Bellingen	5-14	892
Bellingen	15-19	337
