SA2_NAME16	PrivateDwelling	persons
Burnie - Ulverstone Region	0	343
Burnie - Ulverstone Region	1	4481
Burnie - Wivenhoe	0	340
Burnie - Wivenhoe	1	3298
Parklands - Camdale	0	646
Parklands - Camdale	1	5681
Penguin - Sulphur Creek	0	327
Penguin - Sulphur Creek	1	4537
Romaine - Havenview	0	87
Romaine - Havenview	1	3214
Somerset	0	264
Somerset	1	3510
Ulverstone	0	268
Ulverstone	1	6307
West Ulverstone	0	335
West Ulverstone	1	3723
Wynyard	0	397
Wynyard	1	5502
Devonport	0	957
Devonport	1	12404
East Devonport	0	347
East Devonport	1	4303
Latrobe	0	303
Latrobe	1	4095
Miandetta - Don	0	147
Miandetta - Don	1	3238
Port Sorell	0	420
Port Sorell	1	4985
Quoiba - Spreyton	0	91
Quoiba - Spreyton	1	2697
Sheffield - Railton	0	671
Sheffield - Railton	1	5469
Turners Beach - Forth	0	114
Turners Beach - Forth	1	2850
King Island	0	164
King Island	1	1365
North West	0	348
North West	1	3561
Smithton	0	327
Smithton	1	3492
Waratah	0	355
Waratah	1	3285
West Coast (Tas.)	0	607
West Coast (Tas.)	1	3698
Migratory - Offshore - Shipping (Tas.)	0	691
Darwin Airport	0	190
Darwin Airport	1	3
Darwin City	0	5711
Darwin City	1	4764
East Point	0	11
East Point	1	14
Fannie Bay - The Gardens	0	726
Fannie Bay - The Gardens	1	2913
Larrakeyah	0	1151
Larrakeyah	1	3088
Ludmilla - The Narrows	0	591
Ludmilla - The Narrows	1	2197
Parap	0	490
Parap	1	2436
Stuart Park	0	601
Stuart Park	1	3569
Woolner - Bayview - Winnellie	0	614
Woolner - Bayview - Winnellie	1	2515
Alawa	0	190
Alawa	1	1909
Anula	0	151
Anula	1	2155
Berrimah	0	957
Berrimah	1	807
Brinkin - Nakara	0	873
Brinkin - Nakara	1	2807
Coconut Grove	0	446
Coconut Grove	1	2592
East Arm	0	7
Jingili	0	165
Jingili	1	1618
Karama	0	515
Karama	1	4372
Leanyer	0	320
Leanyer	1	4233
Lyons (NT)	0	533
Lyons (NT)	1	4489
Malak - Marrara	0	1138
Malak - Marrara	1	3985
Millner	0	260
Millner	1	2251
Moil	0	159
Moil	1	1802
Nightcliff	0	383
Nightcliff	1	3422
Rapid Creek	0	467
Rapid Creek	1	2835
Tiwi	0	870
Tiwi	1	2079
Wagaman	0	213
Wagaman	1	1901
Wanguri	0	153
Wanguri	1	1709
Wulagi	0	169
Wulagi	1	2244
Howard Springs	0	6116
Howard Springs	1	3107
Humpty Doo	0	950
Humpty Doo	1	7882
Koolpinyah	0	12
Koolpinyah	1	4
Virginia	0	675
Virginia	1	3005
Weddell	0	1551
Weddell	1	3684
Bakewell	0	151
Bakewell	1	2892
Driver	0	290
Driver	1	2553
Durack - Marlow Lagoon	0	289
Durack - Marlow Lagoon	1	3970
Gray	0	388
Gray	1	2862
Moulden	0	323
Moulden	1	2651
Palmerston - North	0	526
Palmerston - North	1	3811
Palmerston - South	0	240
Palmerston - South	1	2851
Rosebery - Bellamack	0	367
Rosebery - Bellamack	1	6179
Woodroffe	0	269
Woodroffe	1	2947
Charles	0	1055
Charles	1	3393
East Side	0	730
East Side	1	4320
Flynn (NT)	0	540
Flynn (NT)	1	3778
Larapinta	0	612
Larapinta	1	4283
Mount Johns	0	1826
Mount Johns	1	2991
Petermann - Simpson	0	2357
Petermann - Simpson	1	1666
Ross	0	1762
Ross	1	1891
Sandover - Plenty	0	1404
Sandover - Plenty	1	2963
Tanami	0	1068
Tanami	1	2279
Yuendumu - Anmatjere	0	135
Yuendumu - Anmatjere	1	1851
Barkly	0	1007
Barkly	1	2237
Tennant Creek	0	665
Tennant Creek	1	2500
Alligator	0	2800
Alligator	1	3649
Daly	0	884
Daly	1	1468
Thamarrurr	0	297
Thamarrurr	1	2185
Tiwi Islands	0	205
Tiwi Islands	1	2300
West Arnhem	0	630
West Arnhem	1	4285
Anindilyakwa	0	598
Anindilyakwa	1	2232
East Arnhem	0	461
East Arnhem	1	7080
Nhulunbuy	0	610
Nhulunbuy	1	2610
Elsey	0	1408
Elsey	1	2029
Gulf	0	1240
Gulf	1	3688
Katherine	0	4340
Katherine	1	7361
Victoria River	0	882
Victoria River	1	2012
Migratory - Offshore - Shipping (NT)	0	252
Aranda	0	56
Aranda	1	2252
Belconnen	0	1325
Belconnen	1	5294
Bruce	0	1891
Bruce	1	5457
Charnwood	0	157
Charnwood	1	2790
Cook	0	99
Cook	1	2647
Dunlop	0	173
Dunlop	1	6875
Evatt	0	282
Evatt	1	4906
Florey	0	162
Florey	1	4530
Flynn (ACT)	0	79
Flynn (ACT)	1	3178
Fraser	0	81
Fraser	1	1882
Giralang	0	106
Giralang	1	3134
Gooromon	1	3
Hawker	0	158
Hawker	1	2811
Higgins	0	120
Higgins	1	2843
Holt	0	255
Holt	1	4268
Kaleen	0	231
Kaleen	1	6862
Latham	0	163
Latham	1	3414
Lawson	0	6
Lawson	1	142
Macgregor (ACT)	0	169
Macgregor (ACT)	1	6522
Macquarie	0	105
Macquarie	1	2525
McKellar	0	109
McKellar	1	2563
Melba	0	100
Melba	1	2958
Page	0	324
Page	1	2650
Scullin	0	131
Scullin	1	2723
Spence	0	85
Spence	1	2417
Weetangera	0	52
Weetangera	1	2435
Molonglo Corridor	0	3
Molonglo Corridor	1	8
West Belconnen	1	7
Hume	0	418
Hume	1	5
Kowen	0	12
Kowen	1	26
Canberra East	0	373
Canberra East	1	656
Canberra Airport	0	131
Canberra Airport	1	95
Majura	0	18
Majura	1	147
Amaroo	0	115
Amaroo	1	5515
Bonner	0	277
Bonner	1	6401
Casey	0	218
Casey	1	5445
Crace	0	137
Crace	1	4279
Forde	0	129
Forde	1	4107
Franklin	0	215
Franklin	1	6113
Gungahlin	0	346
Gungahlin	1	5745
Hall	0	9
Hall	1	256
Harrison	0	221
Harrison	1	7334
Ngunnawal	0	424
Ngunnawal	1	9827
Nicholls	0	489
Nicholls	1	6426
Palmerston	0	192
Palmerston	1	5236
Jacka	0	8
Jacka	1	655
Kenny	0	7
Kenny	1	7
Moncrieff	0	6
Moncrieff	1	78
Acton	0	2347
Ainslie	0	377
Ainslie	1	4687
Braddon	0	1840
Braddon	1	4395
Civic	0	3467
Civic	1	1954
Dickson	0	560
Dickson	1	1986
Downer	0	156
Downer	1	3410
Hackett	0	95
Hackett	1	2793
Lyneham	0	600
Lyneham	1	4480
O'Connor (ACT)	0	374
O'Connor (ACT)	1	5080
Turner	0	480
Turner	1	3525
Watson	0	480
Watson	1	5368
Campbell	0	331
Campbell	1	2773
Duntroon	0	1541
Duntroon	1	402
Parkes (ACT) - North	0	17
Reid	0	185
Reid	1	1404
Deakin	0	318
Deakin	1	2616
Forrest	0	490
Forrest	1	1417
Griffith (ACT)	0	915
Griffith (ACT)	1	3942
Narrabundah	0	1036
Narrabundah	1	5128
Parkes (ACT) - South	0	6
Red Hill (ACT)	0	353
Red Hill (ACT)	1	2737
Yarralumla	0	362
Yarralumla	1	2575
Barton	0	688
Barton	1	1220
Fyshwick	0	38
Fyshwick	1	14
Kingston (ACT)	0	455
Kingston (ACT)	1	3832
Banks	0	144
Banks	1	4726
Bonython	0	68
Bonython	1	3682
Calwell	0	328
Calwell	1	5268
Chisholm	0	176
Chisholm	1	4870
Conder	0	194
Conder	1	4774
Fadden	0	59
Fadden	1	2790
Gilmore	0	94
Gilmore	1	2608
Gordon (ACT)	0	246
Gordon (ACT)	1	7208
Gowrie (ACT)	0	81
Gowrie (ACT)	1	2887
Greenway	0	265
Greenway	1	1734
Isabella Plains	0	211
Isabella Plains	1	4128
Kambah	0	580
Kambah	1	13961
Macarthur	0	57
Macarthur	1	1343
Monash	0	298
Monash	1	5005
Mount Taylor	0	3
Oxley (ACT)	0	42
Oxley (ACT)	1	1589
Richardson	0	87
Richardson	1	2867
Theodore	0	103
Theodore	1	3645
Tuggeranong	0	5
Tuggeranong	1	19
Wanniassa	0	218
Wanniassa	1	7125
Tuggeranong - West	0	14
Tuggeranong - West	1	3
Chapman	0	45
Chapman	1	2530
Duffy	0	88
Duffy	1	2972
Fisher	0	136
Fisher	1	2735
Holder	0	66
Holder	1	2477
Rivett	0	142
Rivett	1	2967
Stirling	0	248
Stirling	1	1861
Waramanga	0	98
Waramanga	1	2436
Weston	0	347
Weston	1	3137
Scrivener	0	17
Scrivener	1	3
Chifley	0	83
Chifley	1	2271
Curtin	0	384
Curtin	1	4779
Farrer	0	119
Farrer	1	3004
Garran	0	1178
Garran	1	2989
Hughes	0	320
Hughes	1	2579
Isaacs	0	46
Isaacs	1	2219
Lyons (ACT)	0	236
Lyons (ACT)	1	2783
Mawson	0	105
Mawson	1	3052
O'Malley	0	57
O'Malley	1	907
Pearce	0	104
Pearce	1	2399
Phillip	0	425
Phillip	1	2661
Torrens	0	45
Torrens	1	2104
Arboretum	0	28
Coombs	0	117
Coombs	1	1675
Molonglo	1	3
Molonglo - North	1	11
Wright	0	198
Wright	1	2560
ACT - South West	0	122
ACT - South West	1	465
Namadgi	0	4
Namadgi	1	31
Migratory - Offshore - Shipping (ACT)	0	12
Christmas Island	0	892
Christmas Island	1	1062
Cocos (Keeling) Islands	0	137
Cocos (Keeling) Islands	1	503
Jervis Bay	0	248
Jervis Bay	1	295
Norfolk Island	0	450
Norfolk Island	1	1588
Migratory - Offshore - Shipping (OT)	0	19
