STE_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Victoria	Hungarian	1	0	1483
Victoria	Hungarian	1	1	4058
Victoria	Indian			1315
Victoria	Indian	0	0	199586
Victoria	Indian	0	1	3675
Victoria	Indian	1	0	2599
Victoria	Indian	1	1	2083
Victoria	Irish			7353
Victoria	Irish	0	0	76968
Victoria	Irish	0	1	41723
Victoria	Irish	1	0	27667
Victoria	Irish	1	1	443544
Victoria	Italian			4571
Victoria	Italian	0	0	168550
Victoria	Italian	0	1	38481
Victoria	Italian	1	0	18220
Victoria	Italian	1	1	122892
Victoria	Korean			85
Victoria	Korean	0	0	16950
Victoria	Korean	0	1	137
Victoria	Korean	1	0	464
Victoria	Korean	1	1	218
Victoria	Lebanese			601
Victoria	Lebanese	0	0	31611
Victoria	Lebanese	0	1	6219
Victoria	Lebanese	1	0	2804
Victoria	Lebanese	1	1	5101
Victoria	Macedonian			478
Victoria	Macedonian	0	0	30904
Victoria	Macedonian	0	1	3709
Victoria	Macedonian	1	0	2096
Victoria	Macedonian	1	1	6402
Victoria	Maltese			706
Victoria	Maltese	0	0	39508
Victoria	Maltese	0	1	8506
Victoria	Maltese	1	0	5163
Victoria	Maltese	1	1	19987
Victoria	Maori			353
Victoria	Maori	0	0	16082
Victoria	Maori	0	1	1945
Victoria	Maori	1	0	1440
Victoria	Maori	1	1	1140
Victoria	NZ			390
Victoria	NZ	0	0	22963
Victoria	NZ	0	1	7497
Victoria	NZ	1	0	5776
Victoria	NZ	1	1	2942
Victoria	(Other)			7343
Victoria	(Other)	0	0	557441
Victoria	(Other)	0	1	42600
Victoria	(Other)	1	0	34276
Victoria	(Other)	1	1	54698
Victoria	Polish			528
Victoria	Polish	0	0	35142
Victoria	Polish	0	1	5537
Victoria	Polish	1	0	3956
Victoria	Polish	1	1	11387
Victoria	Russian			254
Victoria	Russian	0	0	18584
Victoria	Russian	0	1	1522
Victoria	Russian	1	0	1465
Victoria	Russian	1	1	2878
Victoria	Scottish			6068
Victoria	Scottish	0	0	81818
Victoria	Scottish	0	1	39616
Victoria	Scottish	1	0	29717
Victoria	Scottish	1	1	335062
Victoria	Serbian			284
Victoria	Serbian	0	0	18726
Victoria	Serbian	0	1	1687
Victoria	Serbian	1	0	973
Victoria	Serbian	1	1	1872
Victoria	South African			154
Victoria	South African	0	0	16716
Victoria	South African	0	1	2392
Victoria	South African	1	0	1691
Victoria	South African	1	1	965
Victoria	Spanish			265
Victoria	Spanish	0	0	19815
Victoria	Spanish	0	1	1634
Victoria	Spanish	1	0	1342
Victoria	Spanish	1	1	3949
Victoria	Sri Lankan			333
Victoria	Sri Lankan	0	0	52373
Victoria	Sri Lankan	0	1	2516
Victoria	Sri Lankan	1	0	1693
Victoria	Sri Lankan	1	1	1673
Victoria	Turkish			364
Victoria	Turkish	0	0	29932
Victoria	Turkish	0	1	3467
Victoria	Turkish	1	0	1625
Victoria	Turkish	1	1	2239
Victoria	Vietnamese			1305
Victoria	Vietnamese	0	0	102214
Victoria	Vietnamese	0	1	1282
Victoria	Vietnamese	1	0	2503
Victoria	Vietnamese	1	1	844
Victoria	Welsh			251
Victoria	Welsh	0	0	10764
Victoria	Welsh	0	1	3084
Victoria	Welsh	1	0	2082
Victoria	Welsh	1	1	13097
Queensland				304993
Queensland		0	0	13726
Queensland		0	1	2523
Queensland		1	0	2046
Queensland		1	1	31614
Queensland	Australian			24194
Queensland	Australian		1	1299465
Queensland	Australian	0	0	32038
Queensland	Australian	0	1	163797
Queensland	Australian	1	0	129798
Queensland	Australian Aboriginal			513
Queensland	Australian Aboriginal	0	0	205
Queensland	Australian Aboriginal	0	1	1216
Queensland	Australian Aboriginal	1	0	576
Queensland	Australian Aboriginal	1	1	34457
Queensland	Chinese			1102
Queensland	Chinese	0	0	113727
Queensland	Chinese	0	1	3265
Queensland	Chinese	1	0	5078
Queensland	Chinese	1	1	13212
Queensland	Croatian			122
Queensland	Croatian	0	0	7429
Queensland	Croatian	0	1	1459
Queensland	Croatian	1	0	690
Queensland	Croatian	1	1	2448
Queensland	Dutch			633
Queensland	Dutch	0	0	34983
Queensland	Dutch	0	1	10268
Queensland	Dutch	1	0	6731
Queensland	Dutch	1	1	18147
Queensland	English			25598
Queensland	English	0	0	392021
Queensland	English	0	1	149124
Queensland	English	1	0	113874
Queensland	English	1	1	1114388
Queensland	Filipino			599
Queensland	Filipino	0	0	42362
Queensland	Filipino	0	1	1124
Queensland	Filipino	1	0	7444
Queensland	Filipino	1	1	1320
Queensland	French			305
Queensland	French	0	0	15055
Queensland	French	0	1	2312
Queensland	French	1	0	1831
Queensland	French	1	1	9916
Queensland	German			3655
Queensland	German	0	0	50727
Queensland	German	0	1	18456
Queensland	German	1	0	13404
Queensland	German	1	1	210137
Queensland	Greek			340
Queensland	Greek	0	0	11309
Queensland	Greek	0	1	4224
Queensland	Greek	1	0	1887
Queensland	Greek	1	1	11843
Queensland	Hungarian			116
Queensland	Hungarian	0	0	7675
Queensland	Hungarian	0	1	1503
Queensland	Hungarian	1	0	686
Queensland	Hungarian	1	1	2149
Queensland	Indian			488
Queensland	Indian	0	0	68252
Queensland	Indian	0	1	2061
Queensland	Indian	1	0	1495
Queensland	Indian	1	1	1800
Queensland	Irish			6698
Queensland	Irish	0	0	83207
Queensland	Irish	0	1	36860
Queensland	Irish	1	0	26475
Queensland	Irish	1	1	411092
Queensland	Italian			1544
Queensland	Italian	0	0	41015
Queensland	Italian	0	1	15832
Queensland	Italian	1	0	7171
Queensland	Italian	1	1	66120
Queensland	Korean			102
Queensland	Korean	0	0	20772
Queensland	Korean	0	1	102
Queensland	Korean	1	0	641
Queensland	Korean	1	1	238
Queensland	Lebanese			60
Queensland	Lebanese	0	0	3277
Queensland	Lebanese	0	1	1108
Queensland	Lebanese	1	0	545
Queensland	Lebanese	1	1	2701
Queensland	Macedonian			17
Queensland	Macedonian	0	0	1708
Queensland	Macedonian	0	1	273
Queensland	Macedonian	1	0	165
Queensland	Macedonian	1	1	386
Queensland	Maltese			172
Queensland	Maltese	0	0	6091
Queensland	Maltese	0	1	2536
Queensland	Maltese	1	0	1450
Queensland	Maltese	1	1	7866
Queensland	Maori			741
Queensland	Maori	0	0	42528
Queensland	Maori	0	1	4792
Queensland	Maori	1	0	3514
Queensland	Maori	1	1	2077
Queensland	NZ			571
Queensland	NZ	0	0	41067
Queensland	NZ	0	1	12379
Queensland	NZ	1	0	9539
Queensland	NZ	1	1	4267
Queensland	(Other)			4650
Queensland	(Other)	0	0	283385
Queensland	(Other)	0	1	32223
Queensland	(Other)	1	0	29598
Queensland	(Other)	1	1	69184
Queensland	Polish			261
Queensland	Polish	0	0	14143
Queensland	Polish	0	1	2744
Queensland	Polish	1	0	1897
Queensland	Polish	1	1	7815
Queensland	Russian			133
Queensland	Russian	0	0	8469
Queensland	Russian	0	1	1179
Queensland	Russian	1	0	1024
Queensland	Russian	1	1	3419
Queensland	Scottish			5583
Queensland	Scottish	0	0	99650
Queensland	Scottish	0	1	37974
Queensland	Scottish	1	0	28512
Queensland	Scottish	1	1	314930
Queensland	Serbian			80
Queensland	Serbian	0	0	5467
Queensland	Serbian	0	1	614
Queensland	Serbian	1	0	366
Queensland	Serbian	1	1	689
Queensland	South African			135
Queensland	South African	0	0	21988
Queensland	South African	0	1	2046
Queensland	South African	1	0	1699
Queensland	South African	1	1	833
Queensland	Spanish			207
Queensland	Spanish	0	0	14936
Queensland	Spanish	0	1	1576
Queensland	Spanish	1	0	1149
Queensland	Spanish	1	1	4856
Queensland	Sri Lankan			57
Queensland	Sri Lankan	0	0	8788
Queensland	Sri Lankan	0	1	567
Queensland	Sri Lankan	1	0	421
Queensland	Sri Lankan	1	1	573
Queensland	Turkish			31
Queensland	Turkish	0	0	2594
Queensland	Turkish	0	1	435
Queensland	Turkish	1	0	160
Queensland	Turkish	1	1	224
Queensland	Vietnamese			270
Queensland	Vietnamese	0	0	26034
Queensland	Vietnamese	0	1	603
Queensland	Vietnamese	1	0	981
Queensland	Vietnamese	1	1	443
Queensland	Welsh			303
Queensland	Welsh	0	0	12731
Queensland	Welsh	0	1	2979
Queensland	Welsh	1	0	2023
Queensland	Welsh	1	1	13387
South Australia				82153
South Australia		0	0	4894
South Australia		0	1	690
South Australia		1	0	628
South Australia		1	1	9409
South Australia	Australian			9308
South Australia	Australian		1	441009
South Australia	Australian	0	0	12334
South Australia	Australian	0	1	56130
South Australia	Australian	1	0	41597
South Australia	Australian Aboriginal			166
South Australia	Australian Aboriginal	0	0	59
South Australia	Australian Aboriginal	0	1	334
South Australia	Australian Aboriginal	1	0	140
South Australia	Australian Aboriginal	1	1	7468
South Australia	Chinese			348
South Australia	Chinese	0	0	47860
South Australia	Chinese	0	1	882
South Australia	Chinese	1	0	1364
South Australia	Chinese	1	1	1813
South Australia	Croatian			70
South Australia	Croatian	0	0	5088
South Australia	Croatian	0	1	841
South Australia	Croatian	1	0	415
South Australia	Croatian	1	1	1767
South Australia	Dutch			224
South Australia	Dutch	0	0	13024
South Australia	Dutch	0	1	3962
South Australia	Dutch	1	0	2640
South Australia	Dutch	1	1	6636
South Australia	English			9525
South Australia	English	0	0	146583
South Australia	English	0	1	55799
South Australia	English	1	0	44122
South Australia	English	1	1	383332
South Australia	Filipino			193
South Australia	Filipino	0	0	13301
South Australia	Filipino	0	1	332
South Australia	Filipino	1	0	1739
South Australia	Filipino	1	1	320
South Australia	French			80
South Australia	French	0	0	3183
South Australia	French	0	1	595
South Australia	French	1	0	457
South Australia	French	1	1	3252
South Australia	German			1706
South Australia	German	0	0	19994
South Australia	German	0	1	8306
South Australia	German	1	0	5764
South Australia	German	1	1	94146
South Australia	Greek			423
South Australia	Greek	0	0	20936
South Australia	Greek	0	1	3902
South Australia	Greek	1	0	1744
South Australia	Greek	1	1	11182
South Australia	Hungarian			71
South Australia	Hungarian	0	0	3441
South Australia	Hungarian	0	1	715
South Australia	Hungarian	1	0	275
South Australia	Hungarian	1	1	1113
South Australia	Indian			208
South Australia	Indian	0	0	31272
South Australia	Indian	0	1	640
South Australia	Indian	1	0	461
South Australia	Indian	1	1	491
South Australia	Irish			1751
South Australia	Irish	0	0	23178
South Australia	Irish	0	1	9720
South Australia	Irish	1	0	6643
South Australia	Irish	1	1	93150
South Australia	Italian			1199
South Australia	Italian	0	0	44975
South Australia	Italian	0	1	10982
South Australia	Italian	1	0	4646
South Australia	Italian	1	1	34203
South Australia	Korean			28
South Australia	Korean	0	0	3958
South Australia	Korean	0	1	56
South Australia	Korean	1	0	186
South Australia	Korean	1	1	167
South Australia	Lebanese			52
South Australia	Lebanese	0	0	2897
South Australia	Lebanese	0	1	712
South Australia	Lebanese	1	0	339
South Australia	Lebanese	1	1	1224
South Australia	Macedonian			15
South Australia	Macedonian	0	0	993
South Australia	Macedonian	0	1	133
South Australia	Macedonian	1	0	99
South Australia	Macedonian	1	1	351
South Australia	Maltese			86
South Australia	Maltese	0	0	3100
South Australia	Maltese	0	1	899
South Australia	Maltese	1	0	560
South Australia	Maltese	1	1	2179
South Australia	Maori			62
South Australia	Maori	0	0	1873
South Australia	Maori	0	1	523
South Australia	Maori	1	0	357
South Australia	Maori	1	1	347
South Australia	NZ			62
South Australia	NZ	0	0	3403
South Australia	NZ	0	1	1644
South Australia	NZ	1	0	1048
South Australia	NZ	1	1	645
South Australia	(Other)			1388
South Australia	(Other)	0	0	104893
South Australia	(Other)	0	1	9762
South Australia	(Other)	1	0	7091
South Australia	(Other)	1	1	15316
South Australia	Polish			196
South Australia	Polish	0	0	11202
South Australia	Polish	0	1	1769
South Australia	Polish	1	0	1119
South Australia	Polish	1	1	4421
South Australia	Russian			52
South Australia	Russian	0	0	4385
South Australia	Russian	0	1	417
South Australia	Russian	1	0	364
South Australia	Russian	1	1	950
South Australia	Scottish			1710
South Australia	Scottish	0	0	30451
South Australia	Scottish	0	1	11775
South Australia	Scottish	1	0	9194
South Australia	Scottish	1	1	87301
South Australia	Serbian			60
South Australia	Serbian	0	0	4512
South Australia	Serbian	0	1	443
South Australia	Serbian	1	0	249
South Australia	Serbian	1	1	592
South Australia	South African			31
South Australia	South African	0	0	3710
South Australia	South African	0	1	406
South Australia	South African	1	0	387
South Australia	South African	1	1	176
South Australia	Spanish			58
South Australia	Spanish	0	0	3674
South Australia	Spanish	0	1	384
South Australia	Spanish	1	0	287
South Australia	Spanish	1	1	1008
South Australia	Sri Lankan			34
South Australia	Sri Lankan	0	0	3356
South Australia	Sri Lankan	0	1	176
South Australia	Sri Lankan	1	0	153
South Australia	Sri Lankan	1	1	115
South Australia	Turkish			16
South Australia	Turkish	0	0	941
South Australia	Turkish	0	1	120
South Australia	Turkish	1	0	50
South Australia	Turkish	1	1	87
South Australia	Vietnamese			200
South Australia	Vietnamese	0	0	18682
South Australia	Vietnamese	0	1	559
South Australia	Vietnamese	1	0	569
South Australia	Vietnamese	1	1	281
South Australia	Welsh			113
South Australia	Welsh	0	0	5584
South Australia	Welsh	0	1	1247
South Australia	Welsh	1	0	870
South Australia	Welsh	1	1	4290
Western Australia				166730
Western Australia		0	0	9478
Western Australia		0	1	1287
Western Australia		1	0	1063
Western Australia		1	1	9737
Western Australia	Australian			11070
Western Australia	Australian		1	535287
Western Australia	Australian	0	0	24037
Western Australia	Australian	0	1	105721
Western Australia	Australian	1	0	83918
Western Australia	Australian Aboriginal			327
Western Australia	Australian Aboriginal	0	0	127
Western Australia	Australian Aboriginal	0	1	569
Western Australia	Australian Aboriginal	1	0	297
Western Australia	Australian Aboriginal	1	1	19387
Western Australia	Chinese			726
Western Australia	Chinese	0	0	94552
Western Australia	Chinese	0	1	2022
Western Australia	Chinese	1	0	3273
Western Australia	Chinese	1	1	3112
Western Australia	Croatian			170
Western Australia	Croatian	0	0	9281
Western Australia	Croatian	0	1	2202
Western Australia	Croatian	1	0	1128
Western Australia	Croatian	1	1	5785
Western Australia	Dutch			363
Western Australia	Dutch	0	0	25461
Western Australia	Dutch	0	1	6473
Western Australia	Dutch	1	0	4334
Western Australia	Dutch	1	1	10403
Western Australia	English			12261
Western Australia	English	0	0	341635
Western Australia	English	0	1	95669
Western Australia	English	1	0	76568
Western Australia	English	1	1	405013
Western Australia	Filipino			333
Western Australia	Filipino	0	0	32016
Western Australia	Filipino	0	1	410
Western Australia	Filipino	1	0	2323
Western Australia	Filipino	1	1	378
Western Australia	French			149
Western Australia	French	0	0	10529
Western Australia	French	0	1	1020
Western Australia	French	1	0	851
Western Australia	French	1	1	3053
Western Australia	German			890
Western Australia	German	0	0	27419
Western Australia	German	0	1	6369
Western Australia	German	1	0	5190
Western Australia	German	1	1	33199
Western Australia	Greek			179
Western Australia	Greek	0	0	6625
Western Australia	Greek	0	1	2143
Western Australia	Greek	1	0	1028
Western Australia	Greek	1	1	5133
Western Australia	Hungarian			45
Western Australia	Hungarian	0	0	3290
Western Australia	Hungarian	0	1	545
Western Australia	Hungarian	1	0	354
Western Australia	Hungarian	1	1	753
Western Australia	Indian			396
Western Australia	Indian	0	0	63715
Western Australia	Indian	0	1	1865
Western Australia	Indian	1	0	1364
Western Australia	Indian	1	1	1459
Western Australia	Irish			2591
Western Australia	Irish	0	0	74541
Western Australia	Irish	0	1	18564
Western Australia	Irish	1	0	13840
Western Australia	Irish	1	1	114834
Western Australia	Italian			1436
Western Australia	Italian	0	0	49794
Western Australia	Italian	0	1	15768
Western Australia	Italian	1	0	7430
Western Australia	Italian	1	1	48509
Western Australia	Korean			47
Western Australia	Korean	0	0	7798
Western Australia	Korean	0	1	100
Western Australia	Korean	1	0	284
Western Australia	Korean	1	1	93
Western Australia	Lebanese			36
Western Australia	Lebanese	0	0	2096
Western Australia	Lebanese	0	1	377
Western Australia	Lebanese	1	0	244
Western Australia	Lebanese	1	1	400
Western Australia	Macedonian			90
Western Australia	Macedonian	0	0	6299
Western Australia	Macedonian	0	1	940
Western Australia	Macedonian	1	0	580
Western Australia	Macedonian	1	1	1942
Western Australia	Maltese			62
Western Australia	Maltese	0	0	2151
Western Australia	Maltese	0	1	740
Western Australia	Maltese	1	0	384
Western Australia	Maltese	1	1	1217
Western Australia	Maori			454
Western Australia	Maori	0	0	22788
Western Australia	Maori	0	1	2032
Western Australia	Maori	1	0	1460
Western Australia	Maori	1	1	717
Western Australia	NZ			330
Western Australia	NZ	0	0	20000
Western Australia	NZ	0	1	6045
Western Australia	NZ	1	0	3946
Western Australia	NZ	1	1	1475
Western Australia	(Other)			2453
Western Australia	(Other)	0	0	210723
Western Australia	(Other)	0	1	17086
Western Australia	(Other)	1	0	16232
Western Australia	(Other)	1	1	20329
Western Australia	Polish			186
Western Australia	Polish	0	0	13119
Western Australia	Polish	0	1	1881
Western Australia	Polish	1	0	1501
Western Australia	Polish	1	1	4051
Western Australia	Russian			44
Western Australia	Russian	0	0	4349
Western Australia	Russian	0	1	359
Western Australia	Russian	1	0	455
Western Australia	Russian	1	1	794
Western Australia	Scottish			2335
Western Australia	Scottish	0	0	78328
Western Australia	Scottish	0	1	20661
Western Australia	Scottish	1	0	15969
Western Australia	Scottish	1	1	96867
Western Australia	Serbian			68
Western Australia	Serbian	0	0	5348
Western Australia	Serbian	0	1	405
Western Australia	Serbian	1	0	272
Western Australia	Serbian	1	1	393
Western Australia	South African			178
Western Australia	South African	0	0	25088
Western Australia	South African	0	1	1678
Western Australia	South African	1	0	1564
Western Australia	South African	1	1	479
Western Australia	Spanish			106
Western Australia	Spanish	0	0	8125
Western Australia	Spanish	0	1	670
Western Australia	Spanish	1	0	572
Western Australia	Spanish	1	1	1912
Western Australia	Sri Lankan			43
Western Australia	Sri Lankan	0	0	7094
Western Australia	Sri Lankan	0	1	413
Western Australia	Sri Lankan	1	0	290
Western Australia	Sri Lankan	1	1	224
Western Australia	Turkish			18
Western Australia	Turkish	0	0	1993
Western Australia	Turkish	0	1	202
Western Australia	Turkish	1	0	116
Western Australia	Turkish	1	1	104
Western Australia	Vietnamese			169
Western Australia	Vietnamese	0	0	20322
Western Australia	Vietnamese	0	1	336
Western Australia	Vietnamese	1	0	649
Western Australia	Vietnamese	1	1	209
Western Australia	Welsh			208
Western Australia	Welsh	0	0	13102
Western Australia	Welsh	0	1	2172
Western Australia	Welsh	1	0	1512
Western Australia	Welsh	1	1	5096
Tasmania				28162
Tasmania		0	0	651
Tasmania		0	1	202
Tasmania		1	0	151
Tasmania		1	1	4909
Tasmania	Australian			4149
Tasmania	Australian		1	189056
Tasmania	Australian	0	0	1547
Tasmania	Australian	0	1	15005
Tasmania	Australian	1	0	10625
Tasmania	Australian Aboriginal			28
Tasmania	Australian Aboriginal	0	1	63
Tasmania	Australian Aboriginal	1	0	31
Tasmania	Australian Aboriginal	1	1	1549
Tasmania	Chinese			63
Tasmania	Chinese	0	0	5725
Tasmania	Chinese	0	1	191
Tasmania	Chinese	1	0	293
Tasmania	Chinese	1	1	869
Tasmania	Croatian			18
Tasmania	Croatian	0	0	486
Tasmania	Croatian	0	1	158
Tasmania	Croatian	1	0	33
Tasmania	Croatian	1	1	271
Tasmania	Dutch			91
Tasmania	Dutch	0	0	4461
Tasmania	Dutch	0	1	1481
Tasmania	Dutch	1	0	1040
Tasmania	Dutch	1	1	3200
Tasmania	English			4383
Tasmania	English	0	0	28795
Tasmania	English	0	1	14647
Tasmania	English	1	0	10230
Tasmania	English	1	1	169019
Tasmania	Filipino			21
Tasmania	Filipino	0	0	1547
Tasmania	Filipino	0	1	46
Tasmania	Filipino	1	0	468
Tasmania	Filipino	1	1	80
Tasmania	French			26
Tasmania	French	0	0	771
Tasmania	French	0	1	141
Tasmania	French	1	0	107
Tasmania	French	1	1	889
Tasmania	German			275
Tasmania	German	0	0	4152
Tasmania	German	0	1	1475
Tasmania	German	1	0	912
Tasmania	German	1	1	11583
Tasmania	Greek			37
Tasmania	Greek	0	0	1111
Tasmania	Greek	0	1	318
Tasmania	Greek	1	0	124
Tasmania	Greek	1	1	798
Tasmania	Hungarian			16
Tasmania	Hungarian	0	0	460
Tasmania	Hungarian	0	1	208
Tasmania	Hungarian	1	0	62
Tasmania	Hungarian	1	1	242
Tasmania	Indian			15
Tasmania	Indian	0	0	2407
Tasmania	Indian	0	1	158
Tasmania	Indian	1	0	128
Tasmania	Indian	1	1	192
Tasmania	Irish			914
Tasmania	Irish	0	0	5014
Tasmania	Irish	0	1	3046
Tasmania	Irish	1	0	1886
Tasmania	Irish	1	1	44844
Tasmania	Italian			111
Tasmania	Italian	0	0	2170
Tasmania	Italian	0	1	1119
Tasmania	Italian	1	0	324
Tasmania	Italian	1	1	3628
Tasmania	Korean			5
Tasmania	Korean	0	0	586
Tasmania	Korean	0	1	17
Tasmania	Korean	1	0	55
