STE_NAME16	Age.min	Sex	persons
Victoria	32	F	45759
Victoria	32	M	43962
Victoria	33	F	45555
Victoria	33	M	44249
Victoria	34	F	44417
Victoria	34	M	43206
Victoria	35	F	43366
Victoria	35	M	42592
Victoria	36	F	41799
Victoria	36	M	40776
Victoria	37	F	40474
Victoria	37	M	39486
Victoria	38	F	39458
Victoria	38	M	38883
Victoria	39	F	39005
Victoria	39	M	38183
Victoria	40	F	39486
Victoria	40	M	38428
Victoria	41	F	39927
Victoria	41	M	38269
Victoria	42	F	41230
Victoria	42	M	39284
Victoria	43	F	41647
Victoria	43	M	39293
Victoria	44	F	43533
Victoria	44	M	40781
Victoria	45	F	45202
Victoria	45	M	41397
Victoria	46	F	41877
Victoria	46	M	39511
Victoria	47	F	41607
Victoria	47	M	39140
Victoria	48	F	40152
Victoria	48	M	38282
Victoria	49	F	38425
Victoria	49	M	36444
Victoria	50	F	38641
Victoria	50	M	36727
Victoria	51	F	37903
Victoria	51	M	36065
Victoria	52	F	39280
Victoria	52	M	37168
Victoria	53	F	39255
Victoria	53	M	37550
Victoria	54	F	38703
Victoria	54	M	37084
Victoria	55	F	38849
Victoria	55	M	36560
Victoria	56	F	37659
Victoria	56	M	35256
Victoria	57	F	36486
Victoria	57	M	34791
Victoria	58	F	36360
Victoria	58	M	33749
Victoria	59	F	35089
Victoria	59	M	32816
Victoria	60	F	34893
Victoria	60	M	33138
Victoria	61	F	33759
Victoria	61	M	31286
Victoria	62	F	32908
Victoria	62	M	30308
Victoria	63	F	32512
Victoria	63	M	30205
Victoria	64	F	31368
Victoria	64	M	29466
Victoria	65	F	31318
Victoria	65	M	28914
Victoria	66	F	30550
Victoria	66	M	28093
Victoria	67	F	29216
Victoria	67	M	27233
Victoria	68	F	29470
Victoria	68	M	27069
Victoria	69	F	30749
Victoria	69	M	28775
Victoria	70	F	25375
Victoria	70	M	24099
Victoria	71	F	23733
Victoria	71	M	22053
Victoria	72	F	23198
Victoria	72	M	21049
Victoria	73	F	20511
Victoria	73	M	18746
Victoria	74	F	20644
Victoria	74	M	18787
Victoria	75	F	19110
Victoria	75	M	17365
Victoria	76	F	18548
Victoria	76	M	16372
Victoria	77	F	17602
Victoria	77	M	15435
Victoria	78	F	17023
Victoria	78	M	14242
Victoria	79	F	15913
Victoria	79	M	13498
Victoria	80	F	67356
Victoria	80	M	52533
Victoria	85	F	48804
Victoria	90	M	12431
Victoria	95	F	6436
Victoria	95	M	2414
Victoria	100	F	898
Victoria	100	M	259
Queensland	0	F	26699
Queensland	0	M	27767
Queensland	1	F	28761
Queensland	1	M	30250
Queensland	2	F	29224
Queensland	2	M	30943
Queensland	3	F	29661
Queensland	3	M	31430
Queensland	4	F	30084
Queensland	4	M	31648
Queensland	5	F	30385
Queensland	5	M	31600
Queensland	6	F	31130
Queensland	6	M	32391
Queensland	7	F	30882
Queensland	7	M	32674
Queensland	8	F	31093
Queensland	8	M	33063
Queensland	9	F	30832
Queensland	9	M	33089
Queensland	10	F	30446
Queensland	10	M	32185
Queensland	11	F	29252
Queensland	11	M	30908
Queensland	12	F	28954
Queensland	12	M	30563
Queensland	13	F	28318
Queensland	13	M	29836
Queensland	14	F	28452
Queensland	14	M	30183
Queensland	15	F	29318
Queensland	15	M	30994
Queensland	16	F	29091
Queensland	16	M	30669
Queensland	17	F	28537
Queensland	17	M	29947
Queensland	18	F	28602
Queensland	18	M	29808
Queensland	19	F	29550
Queensland	19	M	29777
Queensland	20	F	30218
Queensland	20	M	30954
Queensland	21	F	31676
Queensland	21	M	31822
Queensland	22	F	31239
Queensland	22	M	32081
Queensland	23	F	31987
Queensland	23	M	32290
Queensland	24	F	32450
Queensland	24	M	32136
Queensland	25	F	32609
Queensland	25	M	32270
Queensland	26	F	33150
Queensland	26	M	32440
Queensland	27	F	32321
Queensland	27	M	31229
Queensland	28	F	32211
Queensland	28	M	31118
Queensland	29	F	32334
Queensland	29	M	31061
Queensland	30	F	33157
Queensland	30	M	31777
Queensland	31	F	33445
Queensland	31	M	31765
Queensland	32	F	33304
Queensland	32	M	31919
Queensland	33	F	33944
Queensland	33	M	32533
Queensland	34	F	32366
Queensland	34	M	31726
Queensland	35	F	32169
Queensland	35	M	31235
Queensland	36	F	31398
Queensland	36	M	30266
Queensland	37	F	30601
Queensland	37	M	29437
Queensland	38	F	30756
Queensland	38	M	29020
Queensland	39	F	30862
Queensland	39	M	29485
Queensland	40	F	31419
Queensland	40	M	29963
Queensland	41	F	31675
Queensland	41	M	30245
Queensland	42	F	32920
Queensland	42	M	31798
Queensland	43	F	34075
Queensland	43	M	32424
Queensland	44	F	35118
Queensland	44	M	33276
Queensland	45	F	36050
Queensland	45	M	34113
Queensland	46	F	33624
Queensland	46	M	32031
Queensland	47	F	32807
Queensland	47	M	31274
Queensland	48	F	31634
Queensland	48	M	30316
Queensland	49	F	31339
Queensland	49	M	29792
Queensland	50	F	30713
Queensland	50	M	29352
Queensland	51	F	30545
Queensland	51	M	29456
Queensland	52	F	31974
Queensland	52	M	30826
Queensland	53	F	32228
Queensland	53	M	30718
Queensland	54	F	32254
Queensland	54	M	30668
Queensland	55	F	31756
Queensland	55	M	30406
Queensland	56	F	30453
Queensland	56	M	29192
Queensland	57	F	29777
Queensland	57	M	28447
Queensland	58	F	29325
Queensland	58	M	27690
Queensland	59	F	28159
Queensland	59	M	26991
Queensland	60	F	27799
Queensland	60	M	26679
Queensland	61	F	26988
Queensland	61	M	25810
Queensland	62	F	26564
Queensland	62	M	24913
Queensland	63	F	26273
Queensland	63	M	25128
Queensland	64	F	25503
Queensland	64	M	25029
Queensland	65	F	25229
Queensland	65	M	24549
Queensland	66	F	25029
Queensland	66	M	23878
Queensland	67	F	23898
Queensland	67	M	23600
Queensland	68	F	23586
Queensland	68	M	23181
Queensland	69	F	24779
Queensland	69	M	24464
Queensland	70	F	20389
Queensland	70	M	20318
Queensland	71	F	19960
Queensland	71	M	19401
Queensland	72	F	18575
Queensland	72	M	17975
Queensland	73	F	16395
Queensland	73	M	15667
Queensland	74	F	16162
Queensland	74	M	15565
Queensland	75	F	14712
Queensland	75	M	14183
Queensland	76	F	13944
Queensland	76	M	13256
Queensland	77	F	13146
Queensland	77	M	12121
Queensland	78	F	11932
Queensland	78	M	11055
Queensland	79	F	11521
Queensland	79	M	10208
Queensland	80	F	45851
Queensland	80	M	37883
Queensland	85	F	32752
Queensland	90	M	8109
Queensland	95	F	4300
Queensland	95	M	1700
Queensland	100	F	544
Queensland	100	M	172
South Australia	0	F	8865
South Australia	0	M	9274
South Australia	1	F	9360
South Australia	1	M	9891
South Australia	2	F	9522
South Australia	2	M	10067
South Australia	3	F	9593
South Australia	3	M	10267
South Australia	4	F	9814
South Australia	4	M	10416
South Australia	5	F	9617
South Australia	5	M	10134
South Australia	6	F	9691
South Australia	6	M	10483
South Australia	7	F	9801
South Australia	7	M	10307
South Australia	8	F	9930
South Australia	8	M	10292
South Australia	9	F	10003
South Australia	9	M	10220
South Australia	10	F	9461
South Australia	10	M	10054
South Australia	11	F	9266
South Australia	11	M	9788
South Australia	12	F	9242
South Australia	12	M	9816
South Australia	13	F	9178
South Australia	13	M	9627
South Australia	14	F	9239
South Australia	14	M	9788
South Australia	15	F	9531
South Australia	15	M	9866
South Australia	16	F	9683
South Australia	16	M	10326
South Australia	17	F	9915
South Australia	17	M	10457
South Australia	18	F	9870
South Australia	18	M	10278
South Australia	19	F	10173
South Australia	19	M	10595
South Australia	20	F	10330
South Australia	20	M	11041
South Australia	21	F	10589
South Australia	21	M	11444
South Australia	22	F	10474
South Australia	22	M	10841
South Australia	23	F	10674
South Australia	23	M	10989
South Australia	24	F	10698
South Australia	24	M	10907
South Australia	25	F	10529
South Australia	25	M	10936
South Australia	26	F	10881
South Australia	26	M	10789
South Australia	27	F	10610
South Australia	27	M	10733
South Australia	28	F	10865
South Australia	28	M	10529
South Australia	29	F	10976
South Australia	29	M	10515
South Australia	30	F	11208
South Australia	30	M	10948
South Australia	31	F	11190
South Australia	31	M	10907
South Australia	32	F	11412
South Australia	32	M	11165
South Australia	33	F	11126
South Australia	33	M	11020
South Australia	34	F	11046
South Australia	34	M	10726
South Australia	35	F	10741
South Australia	35	M	10690
South Australia	36	F	10388
South Australia	36	M	10250
South Australia	37	F	10174
South Australia	37	M	10143
South Australia	38	F	10083
South Australia	38	M	9905
South Australia	39	F	10303
South Australia	39	M	10134
South Australia	40	F	10164
South Australia	40	M	10216
South Australia	41	F	10316
South Australia	41	M	10315
South Australia	42	F	10522
South Australia	42	M	10440
South Australia	43	F	11038
South Australia	43	M	10706
South Australia	44	F	11541
South Australia	44	M	11388
South Australia	45	F	12045
South Australia	45	M	11755
South Australia	46	F	11686
South Australia	46	M	11353
South Australia	47	F	11463
South Australia	47	M	11222
South Australia	48	F	11363
South Australia	48	M	11146
South Australia	49	F	10885
South Australia	49	M	10707
South Australia	50	F	11183
South Australia	50	M	10928
South Australia	51	F	11217
South Australia	51	M	10988
South Australia	52	F	11566
South Australia	52	M	11287
South Australia	53	F	11700
South Australia	53	M	11500
South Australia	54	F	11675
South Australia	54	M	11227
South Australia	55	F	11879
South Australia	55	M	11584
South Australia	56	F	11646
South Australia	56	M	11097
South Australia	57	F	11561
South Australia	57	M	10883
South Australia	58	F	11055
South Australia	58	M	10711
South Australia	59	F	11091
South Australia	59	M	10397
South Australia	60	F	10888
South Australia	60	M	10280
South Australia	61	F	10431
South Australia	61	M	10156
South Australia	62	F	10516
South Australia	62	M	9731
South Australia	63	F	10516
South Australia	63	M	9764
South Australia	64	F	10182
South Australia	64	M	9571
South Australia	65	F	10305
South Australia	65	M	9426
South Australia	66	F	9913
South Australia	66	M	9415
South Australia	67	F	9654
South Australia	67	M	9161
South Australia	68	F	9488
South Australia	68	M	8970
South Australia	69	F	10279
South Australia	69	M	9673
South Australia	70	F	8453
South Australia	70	M	7829
South Australia	71	F	8134
South Australia	71	M	7432
South Australia	72	F	7625
South Australia	72	M	6933
South Australia	73	F	6995
South Australia	73	M	6363
South Australia	74	F	6683
South Australia	74	M	6109
South Australia	75	F	6220
South Australia	75	M	5515
South Australia	76	F	6060
South Australia	76	M	5184
South Australia	77	F	5894
South Australia	77	M	5084
South Australia	78	F	5516
South Australia	78	M	4714
South Australia	79	F	5185
South Australia	79	M	4502
South Australia	80	F	21938
South Australia	80	M	17432
South Australia	85	F	16663
South Australia	90	M	4356
South Australia	95	F	2313
South Australia	95	M	871
South Australia	100	F	258
South Australia	100	M	94
Western Australia	0	F	15011
Western Australia	0	M	16086
Western Australia	1	F	15830
Western Australia	1	M	16925
Western Australia	2	F	15997
Western Australia	2	M	16629
Western Australia	3	F	15844
Western Australia	3	M	16941
Western Australia	4	F	15887
Western Australia	4	M	16576
Western Australia	5	F	16071
Western Australia	5	M	16839
Western Australia	6	F	16045
Western Australia	6	M	16906
Western Australia	7	F	15576
Western Australia	7	M	16752
Western Australia	8	F	16181
Western Australia	8	M	16871
Western Australia	9	F	16003
Western Australia	9	M	16913
Western Australia	10	F	15573
Western Australia	10	M	16276
Western Australia	11	F	14709
Western Australia	11	M	15588
Western Australia	12	F	14455
Western Australia	12	M	15562
Western Australia	13	F	14512
Western Australia	13	M	14905
Western Australia	14	F	14263
Western Australia	14	M	14971
Western Australia	15	F	14523
Western Australia	15	M	15413
Western Australia	16	F	14788
Western Australia	16	M	15321
Western Australia	17	F	14730
Western Australia	17	M	15710
Western Australia	18	F	14253
Western Australia	18	M	15197
Western Australia	19	F	14590
Western Australia	19	M	15476
Western Australia	20	F	14787
Western Australia	20	M	16096
Western Australia	21	F	15194
Western Australia	21	M	16491
Western Australia	22	F	15349
Western Australia	22	M	16438
Western Australia	23	F	16105
Western Australia	23	M	16570
Western Australia	24	F	16336
Western Australia	24	M	16964
Western Australia	25	F	17216
Western Australia	25	M	17692
Western Australia	26	F	18149
Western Australia	26	M	18496
Western Australia	27	F	18382
Western Australia	27	M	18554
Western Australia	28	F	18946
Western Australia	28	M	18924
Western Australia	29	F	19249
Western Australia	29	M	19299
Western Australia	30	F	19872
Western Australia	30	M	20022
Western Australia	31	F	19392
Western Australia	31	M	19589
Western Australia	32	F	19428
Western Australia	32	M	19519
Western Australia	33	F	19054
Western Australia	33	M	19585
Western Australia	34	F	18546
Western Australia	34	M	19265
Western Australia	35	F	18093
Western Australia	35	M	18591
Western Australia	36	F	17462
Western Australia	36	M	17822
Western Australia	37	F	17144
Western Australia	37	M	17154
Western Australia	38	F	16611
Western Australia	38	M	17037
Western Australia	39	F	16433
Western Australia	39	M	16694
Western Australia	40	F	16737
Western Australia	40	M	16831
Western Australia	41	F	16714
Western Australia	41	M	16711
Western Australia	42	F	16984
Western Australia	42	M	16902
Western Australia	43	F	17154
Western Australia	43	M	17452
Western Australia	44	F	18195
Western Australia	44	M	18311
Western Australia	45	F	18586
Western Australia	45	M	18502
Western Australia	46	F	17321
Western Australia	46	M	17486
Western Australia	47	F	17346
Western Australia	47	M	17487
Western Australia	48	F	16551
Western Australia	48	M	16746
Western Australia	49	F	16141
Western Australia	49	M	16360
Western Australia	50	F	16063
Western Australia	50	M	16336
Western Australia	51	F	16078
Western Australia	51	M	16091
Western Australia	52	F	16262
Western Australia	52	M	16505
Western Australia	53	F	16422
Western Australia	53	M	16454
Western Australia	54	F	16066
Western Australia	54	M	16160
Western Australia	55	F	16111
Western Australia	55	M	15828
Western Australia	56	F	15648
Western Australia	56	M	15191
Western Australia	57	F	15052
Western Australia	57	M	14782
Western Australia	58	F	14650
Western Australia	58	M	14335
Western Australia	59	F	14312
Western Australia	59	M	13980
Western Australia	60	F	14291
Western Australia	60	M	14081
Western Australia	61	F	13821
Western Australia	61	M	13006
Western Australia	62	F	13415
Western Australia	62	M	12805
Western Australia	63	F	13160
Western Australia	63	M	12519
Western Australia	64	F	12620
Western Australia	64	M	12423
Western Australia	65	F	12310
Western Australia	65	M	12263
Western Australia	66	F	11934
Western Australia	66	M	11513
Western Australia	67	F	11531
Western Australia	67	M	11183
Western Australia	68	F	11256
Western Australia	68	M	11342
Western Australia	69	F	11829
Western Australia	69	M	11605
Western Australia	70	F	9262
Western Australia	70	M	9135
Western Australia	71	F	8767
Western Australia	71	M	8542
Western Australia	72	F	8640
Western Australia	72	M	8479
Western Australia	73	F	7700
Western Australia	73	M	7272
Western Australia	74	F	7688
Western Australia	74	M	7428
Western Australia	75	F	7143
Western Australia	75	M	6490
Western Australia	76	F	6852
Western Australia	76	M	6228
Western Australia	77	F	6514
Western Australia	77	M	5882
Western Australia	78	F	6206
Western Australia	78	M	5479
Western Australia	79	F	5744
Western Australia	79	M	4975
Western Australia	80	F	23782
Western Australia	80	M	18803
Western Australia	85	F	16182
Western Australia	90	M	4017
Western Australia	95	F	2206
Western Australia	95	M	785
Western Australia	100	F	166
Western Australia	100	M	43
Tasmania	0	F	2563
Tasmania	0	M	2792
Tasmania	1	F	2756
Tasmania	1	M	2895
Tasmania	2	F	2837
Tasmania	2	M	2913
Tasmania	3	F	2861
Tasmania	3	M	2987
Tasmania	4	F	2914
Tasmania	4	M	2968
Tasmania	5	F	2937
Tasmania	5	M	3191
Tasmania	6	F	2940
Tasmania	6	M	3156
Tasmania	7	F	3135
Tasmania	7	M	3262
Tasmania	8	F	3134
Tasmania	8	M	3306
Tasmania	9	F	3173
Tasmania	9	M	3275
Tasmania	10	F	3058
Tasmania	10	M	3248
Tasmania	11	F	2962
Tasmania	11	M	3138
Tasmania	12	F	2840
Tasmania	12	M	3046
Tasmania	13	F	2896
Tasmania	13	M	2945
Tasmania	14	F	2971
Tasmania	14	M	3121
Tasmania	15	F	3013
Tasmania	15	M	3186
Tasmania	16	F	3045
Tasmania	16	M	3279
Tasmania	17	F	3179
Tasmania	17	M	3273
Tasmania	18	F	2950
Tasmania	18	M	3128
Tasmania	19	F	2927
Tasmania	19	M	3093
Tasmania	20	F	2961
Tasmania	20	M	3035
Tasmania	21	F	2950
Tasmania	21	M	3186
Tasmania	22	F	2880
Tasmania	22	M	3168
Tasmania	23	F	2910
Tasmania	23	M	3002
Tasmania	24	F	2870
Tasmania	24	M	2901
Tasmania	25	F	3010
Tasmania	25	M	2853
Tasmania	26	F	2849
Tasmania	26	M	2938
Tasmania	27	F	2899
Tasmania	27	M	2770
Tasmania	28	F	2936
Tasmania	28	M	2789
Tasmania	29	F	2909
Tasmania	29	M	2741
Tasmania	30	F	2965
Tasmania	30	M	2857
Tasmania	31	F	3105
Tasmania	31	M	2819
Tasmania	32	F	3036
Tasmania	32	M	2838
Tasmania	33	F	2950
Tasmania	33	M	2918
Tasmania	34	F	3026
Tasmania	34	M	2817
Tasmania	35	F	3109
Tasmania	35	M	2702
Tasmania	36	F	2950
Tasmania	36	M	2698
Tasmania	37	F	2921
Tasmania	37	M	2757
Tasmania	38	F	2989
Tasmania	38	M	2703
Tasmania	39	F	2839
Tasmania	39	M	2658
Tasmania	40	F	2943
Tasmania	40	M	2810
Tasmania	41	F	3156
Tasmania	41	M	2900
Tasmania	42	F	3233
Tasmania	42	M	2997
Tasmania	43	F	3441
Tasmania	43	M	3067
Tasmania	44	F	3651
Tasmania	44	M	3304
Tasmania	45	F	3770
Tasmania	45	M	3478
Tasmania	46	F	3513
Tasmania	46	M	3393
Tasmania	47	F	3598
Tasmania	47	M	3424
Tasmania	48	F	3511
Tasmania	48	M	3253
Tasmania	49	F	3466
Tasmania	49	M	3103
Tasmania	50	F	3368
Tasmania	50	M	3105
Tasmania	51	F	3462
Tasmania	51	M	3244
Tasmania	52	F	3825
Tasmania	52	M	3620
Tasmania	53	F	3774
Tasmania	53	M	3573
Tasmania	54	F	3860
Tasmania	54	M	3709
Tasmania	55	F	4081
Tasmania	55	M	3756
Tasmania	56	F	3946
Tasmania	56	M	3616
Tasmania	57	F	3861
Tasmania	57	M	3593
Tasmania	58	F	3673
Tasmania	58	M	3671
Tasmania	59	F	3754
Tasmania	59	M	3440
Tasmania	60	F	3661
Tasmania	60	M	3617
Tasmania	61	F	3500
Tasmania	61	M	3372
Tasmania	62	F	3590
Tasmania	62	M	3221
Tasmania	63	F	3555
Tasmania	63	M	3381
Tasmania	64	F	3472
Tasmania	64	M	3403
Tasmania	65	F	3437
Tasmania	65	M	3326
Tasmania	66	F	3407
Tasmania	66	M	3206
Tasmania	67	F	3247
Tasmania	67	M	3068
Tasmania	68	F	3226
Tasmania	68	M	3134
Tasmania	69	F	3448
Tasmania	69	M	3443
Tasmania	70	F	2814
Tasmania	70	M	2645
Tasmania	71	F	2718
Tasmania	71	M	2482
Tasmania	72	F	2534
Tasmania	72	M	2519
Tasmania	73	F	2222
Tasmania	73	M	2192
Tasmania	74	F	2254
Tasmania	74	M	2060
Tasmania	75	F	2109
Tasmania	75	M	1914
Tasmania	76	F	1939
Tasmania	76	M	1825
Tasmania	77	F	1818
Tasmania	77	M	1665
Tasmania	78	F	1767
Tasmania	78	M	1547
Tasmania	79	F	1644
Tasmania	79	M	1385
Tasmania	80	F	6648
Tasmania	80	M	5347
Tasmania	85	F	4525
Tasmania	90	M	1086
Tasmania	95	F	535
Tasmania	95	M	210
Tasmania	100	F	55
Tasmania	100	M	16
Northern Territory	0	F	1653
Northern Territory	0	M	1709
Northern Territory	1	F	1768
Northern Territory	1	M	1944
Northern Territory	2	F	1703
Northern Territory	2	M	1820
Northern Territory	3	F	1749
Northern Territory	3	M	1726
Northern Territory	4	F	1757
Northern Territory	4	M	1803
Northern Territory	5	F	1677
Northern Territory	5	M	1832
Northern Territory	6	F	1659
Northern Territory	6	M	1806
Northern Territory	7	F	1606
Northern Territory	7	M	1750
Northern Territory	8	F	1628
Northern Territory	8	M	1688
Northern Territory	9	F	1559
Northern Territory	9	M	1612
Northern Territory	10	F	1540
Northern Territory	10	M	1645
Northern Territory	11	F	1423
Northern Territory	11	M	1523
Northern Territory	12	F	1373
Northern Territory	12	M	1501
Northern Territory	13	F	1467
Northern Territory	13	M	1570
Northern Territory	14	F	1456
Northern Territory	14	M	1539
Northern Territory	15	F	1414
Northern Territory	15	M	1592
Northern Territory	16	F	1391
Northern Territory	16	M	1532
Northern Territory	17	F	1314
Northern Territory	17	M	1424
Northern Territory	18	F	1245
Northern Territory	18	M	1492
Northern Territory	19	F	1233
Northern Territory	19	M	1430
Northern Territory	20	F	1337
Northern Territory	20	M	1585
Northern Territory	21	F	1419
Northern Territory	21	M	1748
Northern Territory	22	F	1478
Northern Territory	22	M	1788
Northern Territory	23	F	1722
Northern Territory	23	M	1794
Northern Territory	24	F	1843
Northern Territory	24	M	1936
Northern Territory	25	F	2106
Northern Territory	25	M	2127
Northern Territory	26	F	1994
Northern Territory	26	M	2256
Northern Territory	27	F	2152
Northern Territory	27	M	2222
Northern Territory	28	F	2165
Northern Territory	28	M	2258
Northern Territory	29	F	2146
Northern Territory	29	M	2264
Northern Territory	30	F	2231
Northern Territory	30	M	2311
Northern Territory	31	F	2120
Northern Territory	31	M	2174
Northern Territory	32	F	2081
Northern Territory	32	M	2145
Northern Territory	33	F	2065
Northern Territory	33	M	2198
Northern Territory	34	F	1968
Northern Territory	34	M	2028
Northern Territory	35	F	1915
Northern Territory	35	M	2093
Northern Territory	36	F	1781
Northern Territory	36	M	1854
Northern Territory	37	F	1738
Northern Territory	37	M	1840
Northern Territory	38	F	1708
Northern Territory	38	M	1745
Northern Territory	39	F	1602
Northern Territory	39	M	1744
Northern Territory	40	F	1775
Northern Territory	40	M	1865
Northern Territory	41	F	1492
Northern Territory	41	M	1602
Northern Territory	42	F	1650
Northern Territory	42	M	1772
Northern Territory	43	F	1481
Northern Territory	43	M	1642
Northern Territory	44	F	1635
Northern Territory	44	M	1701
Northern Territory	45	F	1728
Northern Territory	45	M	1992
Northern Territory	46	F	1637
Northern Territory	46	M	1666
Northern Territory	47	F	1542
Northern Territory	47	M	1635
Northern Territory	48	F	1539
Northern Territory	48	M	1609
