STE_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Other Territories	35-44	1	1	0	F	138
Other Territories	35-44	1	1	0	M	130
Other Territories	35-44	1	1	1	F	10
Other Territories	35-44	1	1	1	M	6
Other Territories	45-54				F	49
Other Territories	45-54				M	78
Other Territories	45-54	0			F	199
Other Territories	45-54	0			M	205
Other Territories	45-54	1	0	1	F	21
Other Territories	45-54	1	0	1	M	12
Other Territories	45-54	1	1	0	F	66
Other Territories	45-54	1	1	0	M	79
Other Territories	45-54	1	1	1	F	8
Other Territories	55-64				F	47
Other Territories	55-64				M	58
Other Territories	55-64	0			F	247
Other Territories	55-64	0			M	266
Other Territories	55-64	1	0	1	F	43
Other Territories	55-64	1	0	1	M	17
Other Territories	55-64	1	1	0	F	6
Other Territories	55-64	1	1	0	M	16
Other Territories	65-74				F	30
Other Territories	65-74				M	42
Other Territories	65-74	0			F	155
Other Territories	65-74	0			M	201
Other Territories	65-74	1	0	1	F	23
Other Territories	65-74	1	0	1	M	18
Other Territories	65-74	1	1	0	F	5
Other Territories	65-74	1	1	0	M	3
Other Territories	75-84				F	14
Other Territories	75-84				M	15
Other Territories	75-84	0			F	71
Other Territories	75-84	0			M	74
Other Territories	75-84	1	0	1	F	6
Other Territories	75-84	1	0	1	M	3
Other Territories	75-84	1	1	0	F	3
Other Territories	85+				F	3
Other Territories	85+				M	3
Other Territories	85+	0			F	25
Other Territories	85+	0			M	18
