STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
New South Wales	GRC	2014	241
New South Wales	GRC	2015	190
New South Wales	GRC	2016	79
New South Wales	HKG		1142
New South Wales	HKG	1946	89
New South Wales	HKG	1955	153
New South Wales	HKG	1965	622
New South Wales	HKG	1975	2124
New South Wales	HKG	1985	6997
New South Wales	HKG	1995	15255
New South Wales	HKG	2005	7606
New South Wales	HKG	2010	2986
New South Wales	HKG	2011	669
New South Wales	HKG	2012	843
New South Wales	HKG	2013	966
New South Wales	HKG	2014	1118
New South Wales	HKG	2015	1167
New South Wales	HKG	2016	613
New South Wales	HRV		536
New South Wales	HRV	1946	27
New South Wales	HRV	1955	347
New South Wales	HRV	1965	3333
New South Wales	HRV	1975	6687
New South Wales	HRV	1985	627
New South Wales	HRV	1995	1496
New South Wales	HRV	2005	2193
New South Wales	HRV	2010	142
New South Wales	HRV	2011	35
New South Wales	HRV	2012	43
New South Wales	HRV	2013	60
New South Wales	HRV	2014	52
New South Wales	HRV	2015	41
New South Wales	HRV	2016	26
New South Wales	IDN		845
New South Wales	IDN	1946	32
New South Wales	IDN	1955	338
New South Wales	IDN	1965	395
New South Wales	IDN	1975	936
New South Wales	IDN	1985	2680
New South Wales	IDN	1995	4675
New South Wales	IDN	2005	9229
New South Wales	IDN	2010	5116
New South Wales	IDN	2011	1092
New South Wales	IDN	2012	1154
New South Wales	IDN	2013	1219
New South Wales	IDN	2014	1561
New South Wales	IDN	2015	1598
New South Wales	IDN	2016	910
New South Wales	IND		4047
New South Wales	IND	1946	56
New South Wales	IND	1955	535
New South Wales	IND	1965	670
New South Wales	IND	1975	4065
New South Wales	IND	1985	3400
New South Wales	IND	1995	11614
New South Wales	IND	2005	27485
New South Wales	IND	2010	40158
New South Wales	IND	2011	5244
New South Wales	IND	2012	6911
New South Wales	IND	2013	8537
New South Wales	IND	2014	10857
New South Wales	IND	2015	11487
New South Wales	IND	2016	8387
New South Wales	IRL		664
New South Wales	IRL	1946	61
New South Wales	IRL	1955	386
New South Wales	IRL	1965	1203
New South Wales	IRL	1975	3324
New South Wales	IRL	1985	1613
New South Wales	IRL	1995	3331
New South Wales	IRL	2005	3571
New South Wales	IRL	2010	3934
New South Wales	IRL	2011	1498
New South Wales	IRL	2012	1534
New South Wales	IRL	2013	1051
New South Wales	IRL	2014	769
New South Wales	IRL	2015	698
New South Wales	IRL	2016	407
New South Wales	IRN		582
New South Wales	IRN	1946	6
New South Wales	IRN	1955	25
New South Wales	IRN	1965	54
New South Wales	IRN	1975	791
New South Wales	IRN	1985	1863
New South Wales	IRN	1995	3756
New South Wales	IRN	2005	3878
New South Wales	IRN	2010	3667
New South Wales	IRN	2011	1475
New South Wales	IRN	2012	1927
New South Wales	IRN	2013	2743
New South Wales	IRN	2014	820
New South Wales	IRN	2015	1029
New South Wales	IRN	2016	431
New South Wales	IRQ		871
New South Wales	IRQ	1946	8
New South Wales	IRQ	1955	14
New South Wales	IRQ	1965	99
New South Wales	IRQ	1975	1164
New South Wales	IRQ	1985	1259
New South Wales	IRQ	1995	4645
New South Wales	IRQ	2005	11979
New South Wales	IRQ	2010	7958
New South Wales	IRQ	2011	1984
New South Wales	IRQ	2012	1739
New South Wales	IRQ	2013	3555
New South Wales	IRQ	2014	2095
New South Wales	IRQ	2015	1537
New South Wales	IRQ	2016	1362
New South Wales	ITA		2498
New South Wales	ITA	1946	416
New South Wales	ITA	1955	9122
New South Wales	ITA	1965	17504
New South Wales	ITA	1975	10728
New South Wales	ITA	1985	1754
New South Wales	ITA	1995	912
New South Wales	ITA	2005	1198
New South Wales	ITA	2010	1191
New South Wales	ITA	2011	385
New South Wales	ITA	2012	638
New South Wales	ITA	2013	911
New South Wales	ITA	2014	983
New South Wales	ITA	2015	828
New South Wales	ITA	2016	399
New South Wales	JPN		757
New South Wales	JPN	1946	12
New South Wales	JPN	1955	118
New South Wales	JPN	1965	145
New South Wales	JPN	1975	356
New South Wales	JPN	1985	813
New South Wales	JPN	1995	2383
New South Wales	JPN	2005	3675
New South Wales	JPN	2010	1935
New South Wales	JPN	2011	507
New South Wales	JPN	2012	595
New South Wales	JPN	2013	583
New South Wales	JPN	2014	660
New South Wales	JPN	2015	825
New South Wales	JPN	2016	646
New South Wales	KOR		2157
New South Wales	KOR	1946	3
New South Wales	KOR	1955	7
New South Wales	KOR	1965	26
New South Wales	KOR	1975	429
New South Wales	KOR	1985	3725
New South Wales	KOR	1995	8881
New South Wales	KOR	2005	14141
New South Wales	KOR	2010	10310
New South Wales	KOR	2011	1784
New South Wales	KOR	2012	1983
New South Wales	KOR	2013	2056
New South Wales	KOR	2014	2072
New South Wales	KOR	2015	2454
New South Wales	KOR	2016	1789
New South Wales	LBN		2445
New South Wales	LBN	1946	60
New South Wales	LBN	1955	820
New South Wales	LBN	1965	2600
New South Wales	LBN	1975	13435
New South Wales	LBN	1985	10989
New South Wales	LBN	1995	11882
New South Wales	LBN	2005	7899
New South Wales	LBN	2010	3699
New South Wales	LBN	2011	685
New South Wales	LBN	2012	576
New South Wales	LBN	2013	680
New South Wales	LBN	2014	704
New South Wales	LBN	2015	588
New South Wales	LBN	2016	317
New South Wales	LKA		683
New South Wales	LKA	1946	24
New South Wales	LKA	1955	64
New South Wales	LKA	1965	350
New South Wales	LKA	1975	1246
New South Wales	LKA	1985	1816
New South Wales	LKA	1995	7144
New South Wales	LKA	2005	6423
New South Wales	LKA	2010	4981
New South Wales	LKA	2011	841
New South Wales	LKA	2012	1928
New South Wales	LKA	2013	1172
New South Wales	LKA	2014	766
New South Wales	LKA	2015	802
New South Wales	LKA	2016	497
New South Wales	MKD		579
New South Wales	MKD	1946	20
New South Wales	MKD	1955	87
New South Wales	MKD	1965	1412
New South Wales	MKD	1975	8259
New South Wales	MKD	1985	1594
New South Wales	MKD	1995	2260
New South Wales	MKD	2005	1303
New South Wales	MKD	2010	476
New South Wales	MKD	2011	67
New South Wales	MKD	2012	62
New South Wales	MKD	2013	123
New South Wales	MKD	2014	121
New South Wales	MKD	2015	77
New South Wales	MKD	2016	54
New South Wales	MLT		613
New South Wales	MLT	1946	51
New South Wales	MLT	1955	4803
New South Wales	MLT	1965	5003
New South Wales	MLT	1975	2458
New South Wales	MLT	1985	912
New South Wales	MLT	1995	315
New South Wales	MLT	2005	143
New South Wales	MLT	2010	114
New South Wales	MLT	2011	27
New South Wales	MLT	2012	5
New South Wales	MLT	2013	18
New South Wales	MLT	2014	7
New South Wales	MLT	2015	8
New South Wales	MYS		1071
New South Wales	MYS	1946	62
New South Wales	MYS	1955	91
New South Wales	MYS	1965	893
New South Wales	MYS	1975	2653
New South Wales	MYS	1985	5223
New South Wales	MYS	1995	6975
New South Wales	MYS	2005	4921
New South Wales	MYS	2010	3649
New South Wales	MYS	2011	748
New South Wales	MYS	2012	843
New South Wales	MYS	2013	997
New South Wales	MYS	2014	1087
New South Wales	MYS	2015	1427
New South Wales	MYS	2016	1021
New South Wales	NLD		605
New South Wales	NLD	1946	46
New South Wales	NLD	1955	5277
New South Wales	NLD	1965	4160
New South Wales	NLD	1975	1559
New South Wales	NLD	1985	1204
New South Wales	NLD	1995	661
New South Wales	NLD	2005	1223
New South Wales	NLD	2010	819
New South Wales	NLD	2011	209
New South Wales	NLD	2012	183
New South Wales	NLD	2013	216
New South Wales	NLD	2014	282
New South Wales	NLD	2015	278
New South Wales	NLD	2016	193
New South Wales	NZL		5176
New South Wales	NZL	1946	472
New South Wales	NZL	1955	840
New South Wales	NZL	1965	3024
New South Wales	NZL	1975	9943
New South Wales	NZL	1985	19822
New South Wales	NZL	1995	20104
New South Wales	NZL	2005	27369
New South Wales	NZL	2010	13356
New South Wales	NZL	2011	3449
New South Wales	NZL	2012	3659
New South Wales	NZL	2013	3134
New South Wales	NZL	2014	2716
New South Wales	NZL	2015	2561
New South Wales	NZL	2016	1529
New South Wales	PAK		610
New South Wales	PAK	1955	24
New South Wales	PAK	1965	42
New South Wales	PAK	1975	273
New South Wales	PAK	1985	700
New South Wales	PAK	1995	2361
New South Wales	PAK	2005	4546
New South Wales	PAK	2010	4488
New South Wales	PAK	2011	1271
New South Wales	PAK	2012	1963
New South Wales	PAK	2013	2011
New South Wales	PAK	2014	2366
New South Wales	PAK	2015	2479
New South Wales	PAK	2016	1405
New South Wales	PHL		2420
New South Wales	PHL	1946	10
New South Wales	PHL	1955	20
New South Wales	PHL	1965	205
New South Wales	PHL	1975	1933
New South Wales	PHL	1985	9003
New South Wales	PHL	1995	25635
New South Wales	PHL	2005	16000
New South Wales	PHL	2010	13065
New South Wales	PHL	2011	2909
New South Wales	PHL	2012	3351
New South Wales	PHL	2013	3388
New South Wales	PHL	2014	3472
New South Wales	PHL	2015	3351
New South Wales	PHL	2016	1989
New South Wales	POL		446
New South Wales	POL	1946	67
New South Wales	POL	1955	1345
New South Wales	POL	1965	1077
New South Wales	POL	1975	669
New South Wales	POL	1985	3852
New South Wales	POL	1995	2586
New South Wales	POL	2005	1327
New South Wales	POL	2010	817
New South Wales	POL	2011	163
New South Wales	POL	2012	210
New South Wales	POL	2013	247
New South Wales	POL	2014	266
New South Wales	POL	2015	263
New South Wales	POL	2016	113
New South Wales	SGP		375
New South Wales	SGP	1946	51
New South Wales	SGP	1955	79
New South Wales	SGP	1965	393
New South Wales	SGP	1975	1085
New South Wales	SGP	1985	1550
New South Wales	SGP	1995	1929
New South Wales	SGP	2005	2642
New South Wales	SGP	2010	1797
New South Wales	SGP	2011	356
New South Wales	SGP	2012	371
New South Wales	SGP	2013	457
New South Wales	SGP	2014	592
New South Wales	SGP	2015	617
New South Wales	SGP	2016	434
New South Wales	THA		1566
New South Wales	THA	1946	3
New South Wales	THA	1955	4
New South Wales	THA	1965	50
New South Wales	THA	1975	283
New South Wales	THA	1985	1376
New South Wales	THA	1995	3180
New South Wales	THA	2005	5648
New South Wales	THA	2010	5629
New South Wales	THA	2011	910
New South Wales	THA	2012	1250
New South Wales	THA	2013	1671
New South Wales	THA	2014	2096
New South Wales	THA	2015	2021
New South Wales	THA	2016	1032
New South Wales	TUR		431
New South Wales	TUR	1946	9
New South Wales	TUR	1955	20
New South Wales	TUR	1965	80
New South Wales	TUR	1975	3835
New South Wales	TUR	1985	1953
New South Wales	TUR	1995	2377
New South Wales	TUR	2005	2099
New South Wales	TUR	2010	938
New South Wales	TUR	2011	200
New South Wales	TUR	2012	167
New South Wales	TUR	2013	177
New South Wales	TUR	2014	178
New South Wales	TUR	2015	204
New South Wales	TUR	2016	137
New South Wales	USA		1039
New South Wales	USA	1946	48
New South Wales	USA	1955	264
New South Wales	USA	1965	728
New South Wales	USA	1975	2853
New South Wales	USA	1985	2454
New South Wales	USA	1995	3499
New South Wales	USA	2005	5795
New South Wales	USA	2010	4634
New South Wales	USA	2011	1176
New South Wales	USA	2012	1341
New South Wales	USA	2013	1318
New South Wales	USA	2014	1582
New South Wales	USA	2015	1962
New South Wales	USA	2016	1390
New South Wales	VNM		3250
New South Wales	VNM	1946	3
New South Wales	VNM	1955	24
New South Wales	VNM	1965	56
New South Wales	VNM	1975	787
New South Wales	VNM	1985	26393
New South Wales	VNM	1995	23470
New South Wales	VNM	2005	10064
New South Wales	VNM	2010	8188
New South Wales	VNM	2011	1549
New South Wales	VNM	2012	2012
New South Wales	VNM	2013	2368
New South Wales	VNM	2014	2297
New South Wales	VNM	2015	2257
New South Wales	VNM	2016	1415
New South Wales	ZAF		841
New South Wales	ZAF	1946	33
New South Wales	ZAF	1955	127
New South Wales	ZAF	1965	736
New South Wales	ZAF	1975	1951
New South Wales	ZAF	1985	5788
New South Wales	ZAF	1995	6909
New South Wales	ZAF	2005	13000
New South Wales	ZAF	2010	7444
New South Wales	ZAF	2011	1242
New South Wales	ZAF	2012	1144
New South Wales	ZAF	2013	1008
New South Wales	ZAF	2014	1061
New South Wales	ZAF	2015	1034
New South Wales	ZAF	2016	736
New South Wales	ZWE		112
New South Wales	ZWE	1946	3
New South Wales	ZWE	1955	9
New South Wales	ZWE	1965	117
New South Wales	ZWE	1975	167
New South Wales	ZWE	1985	660
New South Wales	ZWE	1995	530
New South Wales	ZWE	2005	2090
New South Wales	ZWE	2010	1626
New South Wales	ZWE	2011	258
New South Wales	ZWE	2012	201
New South Wales	ZWE	2013	213
New South Wales	ZWE	2014	155
New South Wales	ZWE	2015	207
New South Wales	ZWE	2016	147
Victoria			9980
Victoria		1946	480
Victoria		1955	7884
Victoria		1965	12101
Victoria		1975	28302
Victoria		1985	27113
Victoria		1995	44073
Victoria		2005	52383
Victoria		2010	44643
Victoria		2011	8951
Victoria		2012	10871
Victoria		2013	12725
Victoria		2014	12776
Victoria		2015	13952
Victoria		2016	9094
Victoria	CAN		274
Victoria	CAN	1946	25
Victoria	CAN	1955	63
Victoria	CAN	1965	291
Victoria	CAN	1975	940
Victoria	CAN	1985	889
Victoria	CAN	1995	1062
Victoria	CAN	2005	1712
Victoria	CAN	2010	1293
Victoria	CAN	2011	362
Victoria	CAN	2012	354
Victoria	CAN	2013	405
Victoria	CAN	2014	421
Victoria	CAN	2015	536
Victoria	CAN	2016	341
Victoria	CHN		7352
Victoria	CHN	1946	63
Victoria	CHN	1955	298
Victoria	CHN	1965	955
Victoria	CHN	1975	717
Victoria	CHN	1985	2565
Victoria	CHN	1995	16702
Victoria	CHN	2005	29099
Victoria	CHN	2010	36342
Victoria	CHN	2011	7432
Victoria	CHN	2012	8905
Victoria	CHN	2013	10570
Victoria	CHN	2014	14160
Victoria	CHN	2015	16403
Victoria	CHN	2016	9093
Victoria	DEU		915
Victoria	DEU	1946	204
Victoria	DEU	1955	8004
Victoria	DEU	1965	5484
Victoria	DEU	1975	2639
Victoria	DEU	1985	1973
Victoria	DEU	1995	1347
Victoria	DEU	2005	2160
Victoria	DEU	2010	1549
Victoria	DEU	2011	327
Victoria	DEU	2012	316
Victoria	DEU	2013	324
Victoria	DEU	2014	367
Victoria	DEU	2015	438
Victoria	DEU	2016	268
Victoria	EGY		392
Victoria	EGY	1946	24
Victoria	EGY	1955	926
Victoria	EGY	1965	2133
Victoria	EGY	1975	2410
Victoria	EGY	1985	700
Victoria	EGY	1995	1944
Victoria	EGY	2005	1654
Victoria	EGY	2010	1355
Victoria	EGY	2011	300
Victoria	EGY	2012	317
Victoria	EGY	2013	454
Victoria	EGY	2014	258
Victoria	EGY	2015	284
Victoria	EGY	2016	140
Victoria	FJI		294
Victoria	FJI	1946	16
Victoria	FJI	1955	55
Victoria	FJI	1965	108
Victoria	FJI	1975	332
Victoria	FJI	1985	1026
Victoria	FJI	1995	3190
Victoria	FJI	2005	2592
Victoria	FJI	2010	1704
Victoria	FJI	2011	270
Victoria	FJI	2012	301
Victoria	FJI	2013	312
Victoria	FJI	2014	248
Victoria	FJI	2015	240
Victoria	FJI	2016	141
Victoria	GBR		6823
Victoria	GBR	1946	1140
Victoria	GBR	1955	16181
Victoria	GBR	1965	35818
Victoria	GBR	1975	48721
Victoria	GBR	1985	22454
Victoria	GBR	1995	17533
Victoria	GBR	2005	21328
Victoria	GBR	2010	18797
Victoria	GBR	2011	4387
Victoria	GBR	2012	4143
Victoria	GBR	2013	3669
Victoria	GBR	2014	3399
Victoria	GBR	2015	3477
Victoria	GBR	2016	1913
Victoria	GRC		1871
Victoria	GRC	1946	105
Victoria	GRC	1955	3662
Victoria	GRC	1965	19572
Victoria	GRC	1975	15718
Victoria	GRC	1985	1918
Victoria	GRC	1995	1066
Victoria	GRC	2005	608
Victoria	GRC	2010	315
Victoria	GRC	2011	315
Victoria	GRC	2012	709
Victoria	GRC	2013	564
Victoria	GRC	2014	394
Victoria	GRC	2015	300
Victoria	GRC	2016	114
Victoria	HKG		667
Victoria	HKG	1946	40
Victoria	HKG	1955	66
Victoria	HKG	1965	299
Victoria	HKG	1975	919
Victoria	HKG	1985	2697
Victoria	HKG	1995	6230
Victoria	HKG	2005	4246
Victoria	HKG	2010	2280
Victoria	HKG	2011	466
Victoria	HKG	2012	655
Victoria	HKG	2013	740
Victoria	HKG	2014	900
Victoria	HKG	2015	938
Victoria	HKG	2016	494
Victoria	HRV		511
Victoria	HRV	1946	24
Victoria	HRV	1955	313
Victoria	HRV	1965	2957
Victoria	HRV	1975	7383
Victoria	HRV	1985	689
Victoria	HRV	1995	1493
Victoria	HRV	2005	1728
Victoria	HRV	2010	154
Victoria	HRV	2011	39
Victoria	HRV	2012	38
Victoria	HRV	2013	48
Victoria	HRV	2014	47
Victoria	HRV	2015	52
Victoria	HRV	2016	10
Victoria	IDN		413
Victoria	IDN	1946	28
Victoria	IDN	1955	209
Victoria	IDN	1965	224
Victoria	IDN	1975	380
Victoria	IDN	1985	834
Victoria	IDN	1995	1732
Victoria	IDN	2005	5254
Victoria	IDN	2010	2984
Victoria	IDN	2011	623
Victoria	IDN	2012	760
Victoria	IDN	2013	869
Victoria	IDN	2014	1017
Victoria	IDN	2015	1380
Victoria	IDN	2016	1096
Victoria	IND		4984
Victoria	IND	1946	60
Victoria	IND	1955	485
Victoria	IND	1965	479
Victoria	IND	1975	5280
Victoria	IND	1985	3173
Victoria	IND	1995	8941
Victoria	IND	2005	26628
Victoria	IND	2010	60478
Victoria	IND	2011	6513
Victoria	IND	2012	7729
Victoria	IND	2013	9762
Victoria	IND	2014	13088
Victoria	IND	2015	12818
Victoria	IND	2016	9379
Victoria	IRL		407
Victoria	IRL	1946	39
Victoria	IRL	1955	508
Victoria	IRL	1965	1237
Victoria	IRL	1975	2339
Victoria	IRL	1985	1226
Victoria	IRL	1995	2067
Victoria	IRL	2005	1639
Victoria	IRL	2010	2391
Victoria	IRL	2011	1025
Victoria	IRL	2012	914
Victoria	IRL	2013	629
Victoria	IRL	2014	450
Victoria	IRL	2015	472
Victoria	IRL	2016	267
Victoria	IRN		417
Victoria	IRN	1946	3
Victoria	IRN	1955	24
Victoria	IRN	1965	21
Victoria	IRN	1975	182
Victoria	IRN	1985	633
Victoria	IRN	1995	1404
Victoria	IRN	2005	1731
Victoria	IRN	2010	2878
Victoria	IRN	2011	1520
Victoria	IRN	2012	2055
Victoria	IRN	2013	3378
Victoria	IRN	2014	938
Victoria	IRN	2015	954
Victoria	IRN	2016	491
Victoria	IRQ		492
Victoria	IRQ	1955	3
Victoria	IRQ	1965	16
Victoria	IRQ	1975	101
Victoria	IRQ	1985	355
Victoria	IRQ	1995	2274
Victoria	IRQ	2005	5532
Victoria	IRQ	2010	3921
Victoria	IRQ	2011	1041
Victoria	IRQ	2012	692
Victoria	IRQ	2013	1631
Victoria	IRQ	2014	935
Victoria	IRQ	2015	800
Victoria	IRQ	2016	835
Victoria	ITA		3550
Victoria	ITA	1946	430
Victoria	ITA	1955	15626
Victoria	ITA	1965	28364
Victoria	ITA	1975	14116
Victoria	ITA	1985	1995
Victoria	ITA	1995	876
Victoria	ITA	2005	1060
Victoria	ITA	2010	982
Victoria	ITA	2011	330
Victoria	ITA	2012	605
Victoria	ITA	2013	776
Victoria	ITA	2014	767
Victoria	ITA	2015	664
Victoria	ITA	2016	374
Victoria	JPN		538
Victoria	JPN	1946	3
Victoria	JPN	1955	95
Victoria	JPN	1965	83
Victoria	JPN	1975	189
Victoria	JPN	1985	368
Victoria	JPN	1995	930
Victoria	JPN	2005	2257
Victoria	JPN	2010	1471
Victoria	JPN	2011	296
Victoria	JPN	2012	392
Victoria	JPN	2013	343
Victoria	JPN	2014	486
Victoria	JPN	2015	590
Victoria	JPN	2016	465
Victoria	KOR		742
Victoria	KOR	1946	3
Victoria	KOR	1965	6
Victoria	KOR	1975	61
Victoria	KOR	1985	337
Victoria	KOR	1995	950
Victoria	KOR	2005	3348
Victoria	KOR	2010	4244
Victoria	KOR	2011	797
Victoria	KOR	2012	799
Victoria	KOR	2013	845
Victoria	KOR	2014	882
Victoria	KOR	2015	939
Victoria	KOR	2016	846
Victoria	LBN		717
Victoria	LBN	1946	7
Victoria	LBN	1955	120
Victoria	LBN	1965	490
Victoria	LBN	1975	3216
Victoria	LBN	1985	3708
Victoria	LBN	1995	3183
Victoria	LBN	2005	2302
Victoria	LBN	2010	1511
Victoria	LBN	2011	231
Victoria	LBN	2012	247
Victoria	LBN	2013	300
Victoria	LBN	2014	276
Victoria	LBN	2015	257
Victoria	LBN	2016	122
Victoria	LKA		1223
Victoria	LKA	1946	18
Victoria	LKA	1955	223
Victoria	LKA	1965	916
Victoria	LKA	1975	3702
Victoria	LKA	1985	2859
Victoria	LKA	1995	10046
Victoria	LKA	2005	10040
Victoria	LKA	2010	13076
Victoria	LKA	2011	1990
Victoria	LKA	2012	3358
Victoria	LKA	2013	2418
Victoria	LKA	2014	2066
Victoria	LKA	2015	2297
Victoria	LKA	2016	1603
Victoria	MKD		600
Victoria	MKD	1946	16
Victoria	MKD	1955	242
Victoria	MKD	1965	1208
Victoria	MKD	1975	7881
Victoria	MKD	1985	2045
Victoria	MKD	1995	2753
Victoria	MKD	2005	1591
Victoria	MKD	2010	631
Victoria	MKD	2011	111
Victoria	MKD	2012	105
Victoria	MKD	2013	159
Victoria	MKD	2014	115
Victoria	MKD	2015	124
Victoria	MKD	2016	47
Victoria	MLT		714
Victoria	MLT	1946	39
Victoria	MLT	1955	4596
Victoria	MLT	1965	6842
Victoria	MLT	1975	3415
Victoria	MLT	1985	1306
Victoria	MLT	1995	397
Victoria	MLT	2005	251
Victoria	MLT	2010	177
Victoria	MLT	2011	36
Victoria	MLT	2012	29
Victoria	MLT	2013	18
Victoria	MLT	2014	26
Victoria	MLT	2015	23
Victoria	MLT	2016	4
Victoria	MYS		1566
Victoria	MYS	1946	54
Victoria	MYS	1955	84
Victoria	MYS	1965	597
Victoria	MYS	1975	2326
Victoria	MYS	1985	5550
Victoria	MYS	1995	8656
Victoria	MYS	2005	8435
Victoria	MYS	2010	8091
Victoria	MYS	2011	1722
Victoria	MYS	2012	2065
Victoria	MYS	2013	2336
Victoria	MYS	2014	2699
Victoria	MYS	2015	3313
Victoria	MYS	2016	2556
Victoria	NLD		701
Victoria	NLD	1946	20
Victoria	NLD	1955	6660
Victoria	NLD	1965	6309
Victoria	NLD	1975	1564
Victoria	NLD	1985	1468
Victoria	NLD	1995	595
Victoria	NLD	2005	931
Victoria	NLD	2010	667
Victoria	NLD	2011	148
Victoria	NLD	2012	157
Victoria	NLD	2013	134
Victoria	NLD	2014	157
Victoria	NLD	2015	152
Victoria	NLD	2016	143
Victoria	NZL		3713
Victoria	NZL	1946	226
Victoria	NZL	1955	481
Victoria	NZL	1965	1407
Victoria	NZL	1975	5039
Victoria	NZL	1985	11203
Victoria	NZL	1995	12520
Victoria	NZL	2005	21094
Victoria	NZL	2010	14701
Victoria	NZL	2011	4744
Victoria	NZL	2012	5234
Victoria	NZL	2013	4314
Victoria	NZL	2014	3437
Victoria	NZL	2015	3226
Victoria	NZL	2016	1917
Victoria	PAK		541
Victoria	PAK	1955	18
Victoria	PAK	1965	33
Victoria	PAK	1975	148
Victoria	PAK	1985	267
Victoria	PAK	1995	931
Victoria	PAK	2005	2848
Victoria	PAK	2010	4562
Victoria	PAK	2011	1427
Victoria	PAK	2012	2348
Victoria	PAK	2013	2412
Victoria	PAK	2014	2198
Victoria	PAK	2015	2156
Victoria	PAK	2016	1246
Victoria	PHL		1462
Victoria	PHL	1946	11
Victoria	PHL	1955	25
Victoria	PHL	1965	89
Victoria	PHL	1975	641
Victoria	PHL	1985	4464
Victoria	PHL	1995	11605
Victoria	PHL	2005	8633
Victoria	PHL	2010	10929
Victoria	PHL	2011	1956
Victoria	PHL	2012	2375
Victoria	PHL	2013	2570
Victoria	PHL	2014	2365
Victoria	PHL	2015	2589
Victoria	PHL	2016	1583
Victoria	POL		415
Victoria	POL	1946	183
Victoria	POL	1955	1762
Victoria	POL	1965	1867
Victoria	POL	1975	1051
Victoria	POL	1985	3898
Victoria	POL	1995	3267
Victoria	POL	2005	1049
Victoria	POL	2010	533
Victoria	POL	2011	105
Victoria	POL	2012	117
Victoria	POL	2013	117
Victoria	POL	2014	127
Victoria	POL	2015	153
Victoria	POL	2016	65
Victoria	SGP		413
Victoria	SGP	1946	32
Victoria	SGP	1955	34
Victoria	SGP	1965	208
Victoria	SGP	1975	723
Victoria	SGP	1985	1079
Victoria	SGP	1995	1940
