STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
South Australia	POL	1975	287
South Australia	POL	1985	1399
South Australia	POL	1995	1366
South Australia	POL	2005	363
South Australia	POL	2010	194
South Australia	POL	2011	24
South Australia	POL	2012	35
South Australia	POL	2013	38
South Australia	POL	2014	37
South Australia	POL	2015	26
South Australia	POL	2016	10
South Australia	SGP		68
South Australia	SGP	1946	3
South Australia	SGP	1955	12
South Australia	SGP	1965	74
South Australia	SGP	1975	223
South Australia	SGP	1985	251
South Australia	SGP	1995	259
South Australia	SGP	2005	455
South Australia	SGP	2010	395
South Australia	SGP	2011	72
South Australia	SGP	2012	79
South Australia	SGP	2013	122
South Australia	SGP	2014	151
South Australia	SGP	2015	169
South Australia	SGP	2016	145
South Australia	THA		148
South Australia	THA	1965	10
South Australia	THA	1975	24
South Australia	THA	1985	315
South Australia	THA	1995	499
South Australia	THA	2005	564
South Australia	THA	2010	599
South Australia	THA	2011	104
South Australia	THA	2012	124
South Australia	THA	2013	136
South Australia	THA	2014	119
South Australia	THA	2015	133
South Australia	THA	2016	66
South Australia	TUR		20
South Australia	TUR	1955	20
South Australia	TUR	1965	35
South Australia	TUR	1975	166
South Australia	TUR	1985	52
South Australia	TUR	1995	90
South Australia	TUR	2005	88
South Australia	TUR	2010	71
South Australia	TUR	2011	5
South Australia	TUR	2012	9
South Australia	TUR	2013	15
South Australia	TUR	2014	9
South Australia	TUR	2015	8
South Australia	TUR	2016	7
South Australia	USA		116
South Australia	USA	1946	3
South Australia	USA	1955	41
South Australia	USA	1965	132
South Australia	USA	1975	621
South Australia	USA	1985	427
South Australia	USA	1995	544
South Australia	USA	2005	878
South Australia	USA	2010	619
South Australia	USA	2011	140
South Australia	USA	2012	179
South Australia	USA	2013	169
South Australia	USA	2014	172
South Australia	USA	2015	187
South Australia	USA	2016	128
South Australia	VNM		494
South Australia	VNM	1955	3
South Australia	VNM	1965	4
South Australia	VNM	1975	154
South Australia	VNM	1985	4389
South Australia	VNM	1995	3873
South Australia	VNM	2005	1454
South Australia	VNM	2010	1611
South Australia	VNM	2011	292
South Australia	VNM	2012	318
South Australia	VNM	2013	421
South Australia	VNM	2014	431
South Australia	VNM	2015	507
South Australia	VNM	2016	389
South Australia	ZAF		131
South Australia	ZAF	1946	9
South Australia	ZAF	1955	22
South Australia	ZAF	1965	186
South Australia	ZAF	1975	334
South Australia	ZAF	1985	443
South Australia	ZAF	1995	488
South Australia	ZAF	2005	1834
South Australia	ZAF	2010	1790
South Australia	ZAF	2011	312
South Australia	ZAF	2012	358
South Australia	ZAF	2013	242
South Australia	ZAF	2014	153
South Australia	ZAF	2015	171
South Australia	ZAF	2016	146
South Australia	ZWE		27
South Australia	ZWE	1955	4
South Australia	ZWE	1965	54
South Australia	ZWE	1975	36
South Australia	ZWE	1985	93
South Australia	ZWE	1995	90
South Australia	ZWE	2005	351
South Australia	ZWE	2010	465
South Australia	ZWE	2011	66
South Australia	ZWE	2012	83
South Australia	ZWE	2013	75
South Australia	ZWE	2014	35
South Australia	ZWE	2015	59
South Australia	ZWE	2016	36
Western Australia			3667
Western Australia		1946	120
Western Australia		1955	1858
Western Australia		1965	2977
Western Australia		1975	10552
Western Australia		1985	6913
Western Australia		1995	12806
Western Australia		2005	19584
Western Australia		2010	23169
Western Australia		2011	4306
Western Australia		2012	5725
Western Australia		2013	5710
Western Australia		2014	5460
Western Australia		2015	5712
Western Australia		2016	3689
Western Australia	CAN		146
Western Australia	CAN	1946	9
Western Australia	CAN	1955	19
Western Australia	CAN	1965	143
Western Australia	CAN	1975	657
Western Australia	CAN	1985	565
Western Australia	CAN	1995	690
Western Australia	CAN	2005	1105
Western Australia	CAN	2010	921
Western Australia	CAN	2011	236
Western Australia	CAN	2012	279
Western Australia	CAN	2013	169
Western Australia	CAN	2014	192
Western Australia	CAN	2015	200
Western Australia	CAN	2016	103
Western Australia	CHN		1259
Western Australia	CHN	1946	23
Western Australia	CHN	1955	45
Western Australia	CHN	1965	67
Western Australia	CHN	1975	124
Western Australia	CHN	1985	413
Western Australia	CHN	1995	2178
Western Australia	CHN	2005	4282
Western Australia	CHN	2010	8094
Western Australia	CHN	2011	1392
Western Australia	CHN	2012	1773
Western Australia	CHN	2013	1887
Western Australia	CHN	2014	2039
Western Australia	CHN	2015	2252
Western Australia	CHN	2016	1259
Western Australia	DEU		307
Western Australia	DEU	1946	24
Western Australia	DEU	1955	2259
Western Australia	DEU	1965	938
Western Australia	DEU	1975	1199
Western Australia	DEU	1985	1496
Western Australia	DEU	1995	928
Western Australia	DEU	2005	1248
Western Australia	DEU	2010	1353
Western Australia	DEU	2011	262
Western Australia	DEU	2012	252
Western Australia	DEU	2013	174
Western Australia	DEU	2014	231
Western Australia	DEU	2015	193
Western Australia	DEU	2016	110
Western Australia	EGY		53
Western Australia	EGY	1946	3
Western Australia	EGY	1955	183
Western Australia	EGY	1965	216
Western Australia	EGY	1975	235
Western Australia	EGY	1985	92
Western Australia	EGY	1995	260
Western Australia	EGY	2005	304
Western Australia	EGY	2010	277
Western Australia	EGY	2011	89
Western Australia	EGY	2012	123
Western Australia	EGY	2013	165
Western Australia	EGY	2014	95
Western Australia	EGY	2015	72
Western Australia	EGY	2016	40
Western Australia	FJI		48
Western Australia	FJI	1946	8
Western Australia	FJI	1955	13
Western Australia	FJI	1965	47
Western Australia	FJI	1975	88
Western Australia	FJI	1985	144
Western Australia	FJI	1995	232
Western Australia	FJI	2005	165
Western Australia	FJI	2010	266
Western Australia	FJI	2011	65
Western Australia	FJI	2012	95
Western Australia	FJI	2013	50
Western Australia	FJI	2014	46
Western Australia	FJI	2015	41
Western Australia	FJI	2016	12
Western Australia	GBR		6349
Western Australia	GBR	1946	683
Western Australia	GBR	1955	7716
Western Australia	GBR	1965	18424
Western Australia	GBR	1975	56815
Western Australia	GBR	1985	27028
Western Australia	GBR	1995	28353
Western Australia	GBR	2005	29191
Western Australia	GBR	2010	30565
Western Australia	GBR	2011	6454
Western Australia	GBR	2012	7360
Western Australia	GBR	2013	5346
Western Australia	GBR	2014	4078
Western Australia	GBR	2015	3157
Western Australia	GBR	2016	1529
Western Australia	GRC		84
Western Australia	GRC	1946	43
Western Australia	GRC	1955	501
Western Australia	GRC	1965	740
Western Australia	GRC	1975	490
Western Australia	GRC	1985	122
Western Australia	GRC	1995	78
Western Australia	GRC	2005	55
Western Australia	GRC	2010	43
Western Australia	GRC	2011	30
Western Australia	GRC	2012	45
Western Australia	GRC	2013	32
Western Australia	GRC	2014	36
Western Australia	GRC	2015	16
Western Australia	GRC	2016	8
Western Australia	HKG		290
Western Australia	HKG	1946	9
Western Australia	HKG	1955	22
Western Australia	HKG	1965	71
Western Australia	HKG	1975	330
Western Australia	HKG	1985	670
Western Australia	HKG	1995	1128
Western Australia	HKG	2005	1145
Western Australia	HKG	2010	813
Western Australia	HKG	2011	163
Western Australia	HKG	2012	274
Western Australia	HKG	2013	322
Western Australia	HKG	2014	321
Western Australia	HKG	2015	375
Western Australia	HKG	2016	187
Western Australia	HRV		133
Western Australia	HRV	1946	63
Western Australia	HRV	1955	223
Western Australia	HRV	1965	1088
Western Australia	HRV	1975	1160
Western Australia	HRV	1985	195
Western Australia	HRV	1995	465
Western Australia	HRV	2005	977
Western Australia	HRV	2010	108
Western Australia	HRV	2011	23
Western Australia	HRV	2012	36
Western Australia	HRV	2013	23
Western Australia	HRV	2014	26
Western Australia	HRV	2015	27
Western Australia	HRV	2016	12
Western Australia	IDN		295
Western Australia	IDN	1946	24
Western Australia	IDN	1955	176
Western Australia	IDN	1965	105
Western Australia	IDN	1975	183
Western Australia	IDN	1985	528
Western Australia	IDN	1995	1557
Western Australia	IDN	2005	3493
Western Australia	IDN	2010	2293
Western Australia	IDN	2011	455
Western Australia	IDN	2012	490
Western Australia	IDN	2013	436
Western Australia	IDN	2014	511
Western Australia	IDN	2015	520
Western Australia	IDN	2016	322
Western Australia	IND		1401
Western Australia	IND	1946	41
Western Australia	IND	1955	667
Western Australia	IND	1965	509
Western Australia	IND	1975	3985
Western Australia	IND	1985	1169
Western Australia	IND	1995	2592
Western Australia	IND	2005	4822
Western Australia	IND	2010	16565
Western Australia	IND	2011	2323
Western Australia	IND	2012	3103
Western Australia	IND	2013	3134
Western Australia	IND	2014	3387
Western Australia	IND	2015	3346
Western Australia	IND	2016	2334
Western Australia	IRL		434
Western Australia	IRL	1946	20
Western Australia	IRL	1955	266
Western Australia	IRL	1965	458
Western Australia	IRL	1975	1756
Western Australia	IRL	1985	1210
Western Australia	IRL	1995	2558
Western Australia	IRL	2005	1468
Western Australia	IRL	2010	3359
Western Australia	IRL	2011	1964
Western Australia	IRL	2012	2250
Western Australia	IRL	2013	1085
Western Australia	IRL	2014	559
Western Australia	IRL	2015	439
Western Australia	IRL	2016	203
Western Australia	IRN		152
Western Australia	IRN	1955	10
Western Australia	IRN	1965	12
Western Australia	IRN	1975	38
Western Australia	IRN	1985	338
Western Australia	IRN	1995	664
Western Australia	IRN	2005	966
Western Australia	IRN	2010	977
Western Australia	IRN	2011	511
Western Australia	IRN	2012	678
Western Australia	IRN	2013	549
Western Australia	IRN	2014	374
Western Australia	IRN	2015	381
Western Australia	IRN	2016	167
Western Australia	IRQ		127
Western Australia	IRQ	1955	3
Western Australia	IRQ	1965	14
Western Australia	IRQ	1975	23
Western Australia	IRQ	1985	23
Western Australia	IRQ	1995	276
Western Australia	IRQ	2005	1244
Western Australia	IRQ	2010	667
Western Australia	IRQ	2011	143
Western Australia	IRQ	2012	189
Western Australia	IRQ	2013	238
Western Australia	IRQ	2014	237
Western Australia	IRQ	2015	179
Western Australia	IRQ	2016	59
Western Australia	ITA		996
Western Australia	ITA	1946	194
Western Australia	ITA	1955	4766
Western Australia	ITA	1965	5838
Western Australia	ITA	1975	3197
Western Australia	ITA	1985	673
Western Australia	ITA	1995	366
Western Australia	ITA	2005	479
Western Australia	ITA	2010	583
Western Australia	ITA	2011	201
Western Australia	ITA	2012	412
Western Australia	ITA	2013	511
Western Australia	ITA	2014	465
Western Australia	ITA	2015	366
Western Australia	ITA	2016	158
Western Australia	JPN		258
Western Australia	JPN	1955	31
Western Australia	JPN	1965	32
Western Australia	JPN	1975	63
Western Australia	JPN	1985	124
Western Australia	JPN	1995	524
Western Australia	JPN	2005	1235
Western Australia	JPN	2010	791
Western Australia	JPN	2011	154
Western Australia	JPN	2012	187
Western Australia	JPN	2013	202
Western Australia	JPN	2014	246
Western Australia	JPN	2015	280
Western Australia	JPN	2016	162
Western Australia	KOR		422
Western Australia	KOR	1975	26
Western Australia	KOR	1985	282
Western Australia	KOR	1995	383
Western Australia	KOR	2005	1112
Western Australia	KOR	2010	1874
Western Australia	KOR	2011	442
Western Australia	KOR	2012	464
Western Australia	KOR	2013	507
Western Australia	KOR	2014	456
Western Australia	KOR	2015	561
Western Australia	KOR	2016	327
Western Australia	LBN		43
Western Australia	LBN	1946	3
Western Australia	LBN	1955	12
Western Australia	LBN	1965	31
Western Australia	LBN	1975	195
Western Australia	LBN	1985	177
Western Australia	LBN	1995	251
Western Australia	LBN	2005	161
Western Australia	LBN	2010	108
Western Australia	LBN	2011	16
Western Australia	LBN	2012	20
Western Australia	LBN	2013	24
Western Australia	LBN	2014	24
Western Australia	LBN	2015	17
Western Australia	LBN	2016	15
Western Australia	LKA		185
Western Australia	LKA	1946	14
Western Australia	LKA	1955	119
Western Australia	LKA	1965	107
Western Australia	LKA	1975	389
Western Australia	LKA	1985	362
Western Australia	LKA	1995	1013
Western Australia	LKA	2005	1018
Western Australia	LKA	2010	1953
Western Australia	LKA	2011	425
Western Australia	LKA	2012	702
Western Australia	LKA	2013	599
Western Australia	LKA	2014	409
Western Australia	LKA	2015	286
Western Australia	LKA	2016	224
Western Australia	MKD		100
Western Australia	MKD	1946	11
Western Australia	MKD	1955	130
Western Australia	MKD	1965	169
Western Australia	MKD	1975	902
Western Australia	MKD	1985	376
Western Australia	MKD	1995	671
Western Australia	MKD	2005	361
Western Australia	MKD	2010	188
Western Australia	MKD	2011	17
Western Australia	MKD	2012	37
Western Australia	MKD	2013	29
Western Australia	MKD	2014	24
Western Australia	MKD	2015	20
Western Australia	MKD	2016	29
Western Australia	MLT		21
Western Australia	MLT	1946	4
Western Australia	MLT	1955	243
Western Australia	MLT	1965	228
Western Australia	MLT	1975	191
Western Australia	MLT	1985	70
Western Australia	MLT	1995	52
Western Australia	MLT	2005	32
Western Australia	MLT	2010	32
Western Australia	MLT	2011	4
Western Australia	MLT	2012	6
Western Australia	MLT	2013	6
Western Australia	MLT	2014	4
Western Australia	MLT	2015	4
Western Australia	MYS		866
Western Australia	MYS	1946	69
Western Australia	MYS	1955	84
Western Australia	MYS	1965	477
Western Australia	MYS	1975	1908
Western Australia	MYS	1985	3530
Western Australia	MYS	1995	6292
Western Australia	MYS	2005	4564
Western Australia	MYS	2010	4944
Western Australia	MYS	2011	1028
Western Australia	MYS	2012	1189
Western Australia	MYS	2013	1182
Western Australia	MYS	2014	1089
Western Australia	MYS	2015	1151
Western Australia	MYS	2016	756
Western Australia	NLD		281
Western Australia	NLD	1946	17
Western Australia	NLD	1955	3438
Western Australia	NLD	1965	1253
Western Australia	NLD	1975	901
Western Australia	NLD	1985	913
Western Australia	NLD	1995	451
Western Australia	NLD	2005	685
Western Australia	NLD	2010	556
Western Australia	NLD	2011	106
Western Australia	NLD	2012	140
Western Australia	NLD	2013	135
Western Australia	NLD	2014	110
Western Australia	NLD	2015	102
Western Australia	NLD	2016	45
Western Australia	NZL		2972
Western Australia	NZL	1946	54
Western Australia	NZL	1955	146
Western Australia	NZL	1965	670
Western Australia	NZL	1975	4039
Western Australia	NZL	1985	9906
Western Australia	NZL	1995	12933
Western Australia	NZL	2005	13700
Western Australia	NZL	2010	15438
Western Australia	NZL	2011	5269
Western Australia	NZL	2012	5676
Western Australia	NZL	2013	3552
Western Australia	NZL	2014	2259
Western Australia	NZL	2015	1771
Western Australia	NZL	2016	820
Western Australia	PAK		144
Western Australia	PAK	1955	21
Western Australia	PAK	1965	36
Western Australia	PAK	1975	114
Western Australia	PAK	1985	100
Western Australia	PAK	1995	221
Western Australia	PAK	2005	549
Western Australia	PAK	2010	1225
Western Australia	PAK	2011	399
Western Australia	PAK	2012	587
Western Australia	PAK	2013	615
Western Australia	PAK	2014	642
Western Australia	PAK	2015	465
Western Australia	PAK	2016	322
Western Australia	PHL		807
Western Australia	PHL	1955	13
Western Australia	PHL	1965	13
Western Australia	PHL	1975	145
Western Australia	PHL	1985	1276
Western Australia	PHL	1995	2450
Western Australia	PHL	2005	2333
Western Australia	PHL	2010	9771
Western Australia	PHL	2011	2687
Western Australia	PHL	2012	3186
Western Australia	PHL	2013	2599
Western Australia	PHL	2014	2114
Western Australia	PHL	2015	2207
Western Australia	PHL	2016	1231
Western Australia	POL		150
Western Australia	POL	1946	11
Western Australia	POL	1955	490
Western Australia	POL	1965	214
Western Australia	POL	1975	207
Western Australia	POL	1985	1752
Western Australia	POL	1995	1299
Western Australia	POL	2005	398
Western Australia	POL	2010	415
Western Australia	POL	2011	99
Western Australia	POL	2012	125
Western Australia	POL	2013	145
Western Australia	POL	2014	128
Western Australia	POL	2015	101
Western Australia	POL	2016	37
Western Australia	SGP		379
Western Australia	SGP	1946	55
Western Australia	SGP	1955	88
Western Australia	SGP	1965	272
Western Australia	SGP	1975	1096
Western Australia	SGP	1985	1652
Western Australia	SGP	1995	2403
Western Australia	SGP	2005	3732
Western Australia	SGP	2010	2608
Western Australia	SGP	2011	406
Western Australia	SGP	2012	455
Western Australia	SGP	2013	457
Western Australia	SGP	2014	517
Western Australia	SGP	2015	529
Western Australia	SGP	2016	343
Western Australia	THA		331
Western Australia	THA	1955	6
Western Australia	THA	1965	9
Western Australia	THA	1975	81
Western Australia	THA	1985	487
Western Australia	THA	1995	951
Western Australia	THA	2005	1391
Western Australia	THA	2010	2248
Western Australia	THA	2011	386
Western Australia	THA	2012	401
Western Australia	THA	2013	427
Western Australia	THA	2014	404
Western Australia	THA	2015	444
Western Australia	THA	2016	250
Western Australia	TUR		39
Western Australia	TUR	1955	14
Western Australia	TUR	1965	9
Western Australia	TUR	1975	132
Western Australia	TUR	1985	89
Western Australia	TUR	1995	191
Western Australia	TUR	2005	316
Western Australia	TUR	2010	188
Western Australia	TUR	2011	61
Western Australia	TUR	2012	46
Western Australia	TUR	2013	51
Western Australia	TUR	2014	23
Western Australia	TUR	2015	31
Western Australia	TUR	2016	16
Western Australia	USA		325
Western Australia	USA	1946	7
Western Australia	USA	1955	77
Western Australia	USA	1965	239
Western Australia	USA	1975	1077
Western Australia	USA	1985	888
Western Australia	USA	1995	1126
Western Australia	USA	2005	1659
Western Australia	USA	2010	1485
Western Australia	USA	2011	426
Western Australia	USA	2012	472
Western Australia	USA	2013	374
Western Australia	USA	2014	432
Western Australia	USA	2015	434
Western Australia	USA	2016	275
Western Australia	VNM		696
Western Australia	VNM	1955	7
Western Australia	VNM	1965	9
Western Australia	VNM	1975	90
Western Australia	VNM	1985	4154
Western Australia	VNM	1995	4151
Western Australia	VNM	2005	1696
Western Australia	VNM	2010	2073
Western Australia	VNM	2011	383
Western Australia	VNM	2012	477
Western Australia	VNM	2013	688
Western Australia	VNM	2014	548
Western Australia	VNM	2015	558
Western Australia	VNM	2016	326
Western Australia	ZAF		651
Western Australia	ZAF	1946	12
Western Australia	ZAF	1955	49
Western Australia	ZAF	1965	348
Western Australia	ZAF	1975	887
Western Australia	ZAF	1985	2934
Western Australia	ZAF	1995	3637
Western Australia	ZAF	2005	10717
Western Australia	ZAF	2010	13116
Western Australia	ZAF	2011	2132
Western Australia	ZAF	2012	2276
Western Australia	ZAF	2013	1535
Western Australia	ZAF	2014	1215
Western Australia	ZAF	2015	986
Western Australia	ZAF	2016	516
Western Australia	ZWE		172
Western Australia	ZWE	1955	11
Western Australia	ZWE	1965	107
Western Australia	ZWE	1975	143
Western Australia	ZWE	1985	1245
Western Australia	ZWE	1995	1065
Western Australia	ZWE	2005	2861
Western Australia	ZWE	2010	3781
Western Australia	ZWE	2011	442
Western Australia	ZWE	2012	583
Western Australia	ZWE	2013	420
Western Australia	ZWE	2014	305
Western Australia	ZWE	2015	337
Western Australia	ZWE	2016	171
Tasmania			361
Tasmania		1946	17
Tasmania		1955	397
Tasmania		1965	668
Tasmania		1975	998
Tasmania		1985	559
Tasmania		1995	749
Tasmania		2005	1089
Tasmania		2010	1457
Tasmania		2011	429
Tasmania		2012	409
Tasmania		2013	638
Tasmania		2014	583
Tasmania		2015	481
Tasmania		2016	386
Tasmania	CAN		18
Tasmania	CAN	1946	3
Tasmania	CAN	1955	12
Tasmania	CAN	1965	46
Tasmania	CAN	1975	158
Tasmania	CAN	1985	96
Tasmania	CAN	1995	110
Tasmania	CAN	2005	136
Tasmania	CAN	2010	120
Tasmania	CAN	2011	18
Tasmania	CAN	2012	12
Tasmania	CAN	2013	29
Tasmania	CAN	2014	19
Tasmania	CAN	2015	34
Tasmania	CAN	2016	15
Tasmania	CHN		174
Tasmania	CHN	1946	8
Tasmania	CHN	1955	22
Tasmania	CHN	1965	50
Tasmania	CHN	1975	23
Tasmania	CHN	1985	40
Tasmania	CHN	1995	110
Tasmania	CHN	2005	316
Tasmania	CHN	2010	642
Tasmania	CHN	2011	150
Tasmania	CHN	2012	186
Tasmania	CHN	2013	265
Tasmania	CHN	2014	354
Tasmania	CHN	2015	411
Tasmania	CHN	2016	288
Tasmania	DEU		71
Tasmania	DEU	1946	3
Tasmania	DEU	1955	541
Tasmania	DEU	1965	440
Tasmania	DEU	1975	283
Tasmania	DEU	1985	247
Tasmania	DEU	1995	142
Tasmania	DEU	2005	157
Tasmania	DEU	2010	117
Tasmania	DEU	2011	17
Tasmania	DEU	2012	10
Tasmania	DEU	2013	16
Tasmania	DEU	2014	19
Tasmania	DEU	2015	27
Tasmania	DEU	2016	15
Tasmania	EGY		4
Tasmania	EGY	1955	16
Tasmania	EGY	1965	12
Tasmania	EGY	1975	8
Tasmania	EGY	1985	5
Tasmania	EGY	1995	7
Tasmania	EGY	2005	23
Tasmania	EGY	2010	19
Tasmania	EGY	2011	6
Tasmania	EGY	2013	12
Tasmania	EGY	2014	3
Tasmania	EGY	2015	5
Tasmania	EGY	2016	8
Tasmania	FJI		9
Tasmania	FJI	1955	3
Tasmania	FJI	1965	24
Tasmania	FJI	1975	19
Tasmania	FJI	1985	39
Tasmania	FJI	1995	54
Tasmania	FJI	2005	47
Tasmania	FJI	2010	15
Tasmania	FJI	2012	4
Tasmania	FJI	2013	11
Tasmania	FJI	2014	7
Tasmania	FJI	2015	10
Tasmania	FJI	2016	7
Tasmania	GBR		783
Tasmania	GBR	1946	92
Tasmania	GBR	1955	2222
Tasmania	GBR	1965	4382
Tasmania	GBR	1975	7404
Tasmania	GBR	1985	2444
Tasmania	GBR	1995	1507
Tasmania	GBR	2005	1473
Tasmania	GBR	2010	1079
Tasmania	GBR	2011	215
Tasmania	GBR	2012	152
Tasmania	GBR	2013	120
Tasmania	GBR	2014	127
Tasmania	GBR	2015	99
Tasmania	GBR	2016	62
Tasmania	GRC		27
Tasmania	GRC	1946	3
Tasmania	GRC	1955	48
Tasmania	GRC	1965	187
Tasmania	GRC	1975	123
Tasmania	GRC	1985	34
Tasmania	GRC	1995	22
Tasmania	GRC	2005	6
Tasmania	GRC	2010	8
Tasmania	GRC	2011	4
Tasmania	GRC	2013	9
Tasmania	GRC	2014	3
Tasmania	GRC	2015	6
Tasmania	GRC	2016	3
Tasmania	HKG		40
Tasmania	HKG	1946	4
Tasmania	HKG	1955	3
Tasmania	HKG	1965	21
Tasmania	HKG	1975	36
Tasmania	HKG	1985	38
Tasmania	HKG	1995	67
Tasmania	HKG	2005	58
Tasmania	HKG	2010	65
Tasmania	HKG	2011	13
Tasmania	HKG	2012	20
Tasmania	HKG	2013	20
Tasmania	HKG	2014	32
Tasmania	HKG	2015	28
Tasmania	HKG	2016	19
Tasmania	HRV		12
Tasmania	HRV	1955	15
Tasmania	HRV	1965	86
Tasmania	HRV	1975	82
Tasmania	HRV	1985	5
Tasmania	HRV	1995	10
Tasmania	HRV	2005	16
Tasmania	HRV	2010	5
Tasmania	HRV	2015	3
Tasmania	IDN		11
Tasmania	IDN	1955	39
Tasmania	IDN	1965	27
Tasmania	IDN	1975	18
Tasmania	IDN	1985	15
Tasmania	IDN	1995	24
Tasmania	IDN	2005	64
Tasmania	IDN	2010	52
Tasmania	IDN	2011	10
Tasmania	IDN	2012	14
Tasmania	IDN	2013	11
Tasmania	IDN	2014	15
Tasmania	IDN	2015	32
Tasmania	IDN	2016	12
Tasmania	IND		50
Tasmania	IND	1946	6
Tasmania	IND	1955	37
Tasmania	IND	1965	38
Tasmania	IND	1975	115
Tasmania	IND	1985	50
Tasmania	IND	1995	84
Tasmania	IND	2005	214
Tasmania	IND	2010	622
Tasmania	IND	2011	74
Tasmania	IND	2012	99
Tasmania	IND	2013	88
Tasmania	IND	2014	185
Tasmania	IND	2015	182
Tasmania	IND	2016	127
Tasmania	IRL		14
Tasmania	IRL	1955	31
Tasmania	IRL	1965	60
Tasmania	IRL	1975	162
Tasmania	IRL	1985	90
Tasmania	IRL	1995	89
Tasmania	IRL	2005	73
Tasmania	IRL	2010	58
Tasmania	IRL	2011	27
Tasmania	IRL	2012	15
Tasmania	IRL	2013	17
Tasmania	IRL	2014	21
Tasmania	IRL	2015	5
Tasmania	IRL	2016	7
Tasmania	IRN		21
Tasmania	IRN	1975	5
Tasmania	IRN	1985	14
Tasmania	IRN	1995	21
Tasmania	IRN	2005	30
Tasmania	IRN	2010	52
Tasmania	IRN	2011	16
Tasmania	IRN	2012	25
Tasmania	IRN	2013	134
Tasmania	IRN	2014	102
Tasmania	IRN	2015	69
Tasmania	IRN	2016	62
Tasmania	IRQ	1955	6
Tasmania	IRQ	1995	4
Tasmania	IRQ	2005	11
Tasmania	IRQ	2010	19
Tasmania	IRQ	2011	3
Tasmania	IRQ	2012	18
Tasmania	IRQ	2013	6
Tasmania	IRQ	2014	9
Tasmania	IRQ	2015	13
Tasmania	IRQ	2016	5
Tasmania	ITA		58
Tasmania	ITA	1946	4
Tasmania	ITA	1955	182
Tasmania	ITA	1965	376
Tasmania	ITA	1975	119
Tasmania	ITA	1985	24
Tasmania	ITA	1995	19
Tasmania	ITA	2005	18
Tasmania	ITA	2010	15
Tasmania	ITA	2012	4
Tasmania	ITA	2013	10
Tasmania	ITA	2014	7
Tasmania	ITA	2015	3
Tasmania	ITA	2016	8
Tasmania	JPN		25
Tasmania	JPN	1955	9
Tasmania	JPN	1965	4
Tasmania	JPN	1975	8
Tasmania	JPN	1985	17
Tasmania	JPN	1995	52
Tasmania	JPN	2005	100
Tasmania	JPN	2010	82
Tasmania	JPN	2011	23
Tasmania	JPN	2012	18
Tasmania	JPN	2013	10
Tasmania	JPN	2014	19
Tasmania	JPN	2015	22
Tasmania	JPN	2016	20
Tasmania	KOR		39
Tasmania	KOR	1975	10
Tasmania	KOR	1985	26
Tasmania	KOR	1995	77
Tasmania	KOR	2005	114
Tasmania	KOR	2010	146
Tasmania	KOR	2011	14
Tasmania	KOR	2012	32
Tasmania	KOR	2013	16
Tasmania	KOR	2014	36
Tasmania	KOR	2015	48
Tasmania	KOR	2016	47
Tasmania	LBN	1955	3
Tasmania	LBN	1965	3
Tasmania	LBN	1975	24
Tasmania	LBN	1985	24
Tasmania	LBN	1995	11
Tasmania	LBN	2005	7
Tasmania	LKA		15
Tasmania	LKA	1955	4
Tasmania	LKA	1965	12
Tasmania	LKA	1975	19
Tasmania	LKA	1985	24
Tasmania	LKA	1995	42
Tasmania	LKA	2005	38
Tasmania	LKA	2010	80
Tasmania	LKA	2011	13
Tasmania	LKA	2012	49
Tasmania	LKA	2013	26
Tasmania	LKA	2014	15
Tasmania	LKA	2015	21
Tasmania	LKA	2016	26
Tasmania	MKD	1975	12
Tasmania	MLT		5
Tasmania	MLT	1955	37
Tasmania	MLT	1965	28
Tasmania	MLT	1975	22
Tasmania	MLT	1985	8
Tasmania	MLT	1995	6
Tasmania	MLT	2005	4
Tasmania	MYS		46
Tasmania	MYS	1946	3
Tasmania	MYS	1955	4
Tasmania	MYS	1965	56
Tasmania	MYS	1975	92
Tasmania	MYS	1985	83
Tasmania	MYS	1995	102
Tasmania	MYS	2005	176
Tasmania	MYS	2010	153
Tasmania	MYS	2011	44
Tasmania	MYS	2012	91
Tasmania	MYS	2013	90
Tasmania	MYS	2014	110
Tasmania	MYS	2015	184
Tasmania	MYS	2016	170
Tasmania	NLD		56
Tasmania	NLD	1946	3
Tasmania	NLD	1955	827
Tasmania	NLD	1965	615
Tasmania	NLD	1975	190
Tasmania	NLD	1985	213
Tasmania	NLD	1995	83
Tasmania	NLD	2005	124
Tasmania	NLD	2010	47
Tasmania	NLD	2011	4
Tasmania	NLD	2012	13
Tasmania	NLD	2013	3
Tasmania	NLD	2014	4
Tasmania	NLD	2015	3
Tasmania	NZL		200
Tasmania	NZL	1946	30
Tasmania	NZL	1955	53
Tasmania	NZL	1965	187
Tasmania	NZL	1975	673
Tasmania	NZL	1985	1083
Tasmania	NZL	1995	973
Tasmania	NZL	2005	914
Tasmania	NZL	2010	400
Tasmania	NZL	2011	90
Tasmania	NZL	2012	101
Tasmania	NZL	2013	82
Tasmania	NZL	2014	77
Tasmania	NZL	2015	68
Tasmania	NZL	2016	57
Tasmania	PAK		13
Tasmania	PAK	1955	3
Tasmania	PAK	1965	3
Tasmania	PAK	1975	3
Tasmania	PAK	1985	4
Tasmania	PAK	1995	7
Tasmania	PAK	2005	16
Tasmania	PAK	2010	53
Tasmania	PAK	2011	23
Tasmania	PAK	2012	43
Tasmania	PAK	2013	37
