STE_NAME16	Age	IncomeTotPersonal.max	Sex	adults
New South Wales	35-44	21000	F	29309
New South Wales	35-44	21000	M	14480
New South Wales	35-44	26250	F	31009
New South Wales	35-44	26250	M	16252
New South Wales	35-44	34125	F	43262
New South Wales	35-44	34125	M	19382
New South Wales	35-44	42000	F	45197
New South Wales	35-44	42000	M	29222
New South Wales	35-44	52500	F	45396
New South Wales	35-44	52500	M	44391
New South Wales	35-44	65625	F	45794
New South Wales	35-44	65625	M	54800
New South Wales	35-44	78750	F	33903
New South Wales	35-44	78750	M	43951
New South Wales	35-44	91875	F	30863
New South Wales	35-44	91875	M	43349
New South Wales	35-44	105000	F	23047
New South Wales	35-44	105000	M	36276
New South Wales	35-44	157500	F	33731
New South Wales	35-44	157500	M	68876
New South Wales	35-44	Inf	F	18714
New South Wales	35-44	Inf	M	48586
New South Wales	45-54		F	34646
New South Wales	45-54		M	38664
New South Wales	45-54	0	F	40486
New South Wales	45-54	0	M	15235
New South Wales	45-54	7875	F	15217
New South Wales	45-54	7875	M	5561
New South Wales	45-54	15750	F	30488
New South Wales	45-54	15750	M	18341
New South Wales	45-54	21000	F	32941
New South Wales	45-54	21000	M	20156
New South Wales	45-54	26250	F	34903
New South Wales	45-54	26250	M	20964
New South Wales	45-54	34125	F	43802
New South Wales	45-54	34125	M	21431
New South Wales	45-54	42000	F	46748
New South Wales	45-54	42000	M	30239
New South Wales	45-54	52500	F	48155
New South Wales	45-54	52500	M	44280
New South Wales	45-54	65625	F	45889
New South Wales	45-54	65625	M	51333
New South Wales	45-54	78750	F	31641
New South Wales	45-54	78750	M	38954
New South Wales	45-54	91875	F	28217
New South Wales	45-54	91875	M	37858
New South Wales	45-54	105000	F	21168
New South Wales	45-54	105000	M	30618
New South Wales	45-54	157500	F	27799
New South Wales	45-54	157500	M	55456
New South Wales	45-54	Inf	F	17426
New South Wales	45-54	Inf	M	49374
New South Wales	55-64		F	34068
New South Wales	55-64		M	34973
New South Wales	55-64	0	F	51106
New South Wales	55-64	0	M	22736
New South Wales	55-64	7875	F	18126
New South Wales	55-64	7875	M	8627
New South Wales	55-64	15750	F	41208
New South Wales	55-64	15750	M	25927
New South Wales	55-64	21000	F	44933
New South Wales	55-64	21000	M	29997
New South Wales	55-64	26250	F	38925
New South Wales	55-64	26250	M	27706
New South Wales	55-64	34125	F	38121
New South Wales	55-64	34125	M	26066
New South Wales	55-64	42000	F	36994
New South Wales	55-64	42000	M	30707
New South Wales	55-64	52500	F	37096
New South Wales	55-64	52500	M	40397
New South Wales	55-64	65625	F	35036
New South Wales	55-64	65625	M	44385
New South Wales	55-64	78750	F	21973
New South Wales	55-64	78750	M	30553
New South Wales	55-64	91875	F	19438
New South Wales	55-64	91875	M	26989
New South Wales	55-64	105000	F	14263
New South Wales	55-64	105000	M	20560
New South Wales	55-64	157500	F	16469
New South Wales	55-64	157500	M	34158
New South Wales	55-64	Inf	F	8948
New South Wales	55-64	Inf	M	29279
New South Wales	65-74		F	33252
New South Wales	65-74		M	30961
New South Wales	65-74	0	F	21012
New South Wales	65-74	0	M	15465
New South Wales	65-74	7875	F	11252
New South Wales	65-74	7875	M	8244
New South Wales	65-74	15750	F	34625
New South Wales	65-74	15750	M	27772
New South Wales	65-74	21000	F	73308
New South Wales	65-74	21000	M	60479
New South Wales	65-74	26250	F	61759
New South Wales	65-74	26250	M	43545
New South Wales	65-74	34125	F	35855
New South Wales	65-74	34125	M	31057
New South Wales	65-74	42000	F	22959
New South Wales	65-74	42000	M	23657
New South Wales	65-74	52500	F	16239
New South Wales	65-74	52500	M	22083
New South Wales	65-74	65625	F	12968
New South Wales	65-74	65625	M	21655
New South Wales	65-74	78750	F	6725
New South Wales	65-74	78750	M	12202
New South Wales	65-74	91875	F	4998
New South Wales	65-74	91875	M	9013
New South Wales	65-74	105000	F	3335
New South Wales	65-74	105000	M	5783
New South Wales	65-74	157500	F	4389
New South Wales	65-74	157500	M	9018
New South Wales	65-74	Inf	F	3891
New South Wales	65-74	Inf	M	9539
New South Wales	75-84		F	28889
New South Wales	75-84		M	21518
New South Wales	75-84	0	F	8866
New South Wales	75-84	0	M	6576
New South Wales	75-84	7875	F	4423
New South Wales	75-84	7875	M	3449
New South Wales	75-84	15750	F	17970
New South Wales	75-84	15750	M	16496
New South Wales	75-84	21000	F	45792
New South Wales	75-84	21000	M	43533
New South Wales	75-84	26250	F	48408
New South Wales	75-84	26250	M	27376
New South Wales	75-84	34125	F	18431
New South Wales	75-84	34125	M	16175
New South Wales	75-84	42000	F	10531
New South Wales	75-84	42000	M	11167
New South Wales	75-84	52500	F	6573
New South Wales	75-84	52500	M	7154
New South Wales	75-84	65625	F	4623
New South Wales	75-84	65625	M	6139
New South Wales	75-84	78750	F	1910
New South Wales	75-84	78750	M	2936
New South Wales	75-84	91875	F	1507
New South Wales	75-84	91875	M	2165
New South Wales	75-84	105000	F	1030
New South Wales	75-84	105000	M	1349
New South Wales	75-84	157500	F	1491
New South Wales	75-84	157500	M	2108
New South Wales	75-84	Inf	F	1747
New South Wales	75-84	Inf	M	2774
New South Wales	85+		F	26038
New South Wales	85+		M	12098
New South Wales	85+	0	F	4068
New South Wales	85+	0	M	2320
New South Wales	85+	7875	F	1562
New South Wales	85+	7875	M	1119
New South Wales	85+	15750	F	6087
New South Wales	85+	15750	M	4870
New South Wales	85+	21000	F	15552
New South Wales	85+	21000	M	13188
New South Wales	85+	26250	F	27794
New South Wales	85+	26250	M	11489
New South Wales	85+	34125	F	10845
New South Wales	85+	34125	M	5043
New South Wales	85+	42000	F	4470
New South Wales	85+	42000	M	3568
New South Wales	85+	52500	F	3196
New South Wales	85+	52500	M	2296
New South Wales	85+	65625	F	2287
New South Wales	85+	65625	M	1931
New South Wales	85+	78750	F	866
New South Wales	85+	78750	M	923
New South Wales	85+	91875	F	794
New South Wales	85+	91875	M	716
New South Wales	85+	105000	F	505
New South Wales	85+	105000	M	503
New South Wales	85+	157500	F	707
New South Wales	85+	157500	M	672
New South Wales	85+	Inf	F	982
New South Wales	85+	Inf	M	1008
Victoria	15-19		F	15667
Victoria	15-19		M	17255
Victoria	15-19	0	F	77647
Victoria	15-19	0	M	88338
Victoria	15-19	7875	F	46359
Victoria	15-19	7875	M	38027
Victoria	15-19	15750	F	18099
Victoria	15-19	15750	M	14404
Victoria	15-19	21000	F	5983
Victoria	15-19	21000	M	6041
Victoria	15-19	26250	F	4020
Victoria	15-19	26250	M	6633
Victoria	15-19	34125	F	3205
Victoria	15-19	34125	M	5249
Victoria	15-19	42000	F	1810
Victoria	15-19	42000	M	2890
Victoria	15-19	52500	F	867
Victoria	15-19	52500	M	1600
Victoria	15-19	65625	F	392
Victoria	15-19	65625	M	672
Victoria	15-19	78750	F	96
Victoria	15-19	78750	M	214
Victoria	15-19	91875	F	71
Victoria	15-19	91875	M	138
Victoria	15-19	105000	F	40
Victoria	15-19	105000	M	63
Victoria	15-19	157500	F	63
Victoria	15-19	157500	M	116
Victoria	15-19	Inf	F	183
Victoria	15-19	Inf	M	201
Victoria	20-24		F	15527
Victoria	20-24		M	17031
Victoria	20-24	0	F	31317
Victoria	20-24	0	M	31685
Victoria	20-24	7875	F	17240
Victoria	20-24	7875	M	15443
Victoria	20-24	15750	F	28026
Victoria	20-24	15750	M	24502
Victoria	20-24	21000	F	18708
Victoria	20-24	21000	M	16083
Victoria	20-24	26250	F	17474
Victoria	20-24	26250	M	16767
Victoria	20-24	34125	F	20235
Victoria	20-24	34125	M	20317
Victoria	20-24	42000	F	20111
Victoria	20-24	42000	M	21927
Victoria	20-24	52500	F	17972
Victoria	20-24	52500	M	20837
Victoria	20-24	65625	F	11564
Victoria	20-24	65625	M	14079
Victoria	20-24	78750	F	3658
Victoria	20-24	78750	M	5767
Victoria	20-24	91875	F	1125
Victoria	20-24	91875	M	2598
Victoria	20-24	105000	F	395
Victoria	20-24	105000	M	1085
Victoria	20-24	157500	F	328
Victoria	20-24	157500	M	951
Victoria	20-24	Inf	F	375
Victoria	20-24	Inf	M	671
Victoria	25-34		F	34151
Victoria	25-34		M	36907
Victoria	25-34	0	F	47176
Victoria	25-34	0	M	21321
Victoria	25-34	7875	F	14080
Victoria	25-34	7875	M	5314
Victoria	25-34	15750	F	28760
Victoria	25-34	15750	M	18377
Victoria	25-34	21000	F	24559
Victoria	25-34	21000	M	15153
Victoria	25-34	26250	F	26607
Victoria	25-34	26250	M	17420
Victoria	25-34	34125	F	37882
Victoria	25-34	34125	M	23775
Victoria	25-34	42000	F	42785
Victoria	25-34	42000	M	38051
Victoria	25-34	52500	F	49988
Victoria	25-34	52500	M	56308
Victoria	25-34	65625	F	54077
Victoria	25-34	65625	M	63881
Victoria	25-34	78750	F	38495
Victoria	25-34	78750	M	45712
Victoria	25-34	91875	F	24977
Victoria	25-34	91875	M	34901
Victoria	25-34	105000	F	11895
Victoria	25-34	105000	M	21647
Victoria	25-34	157500	F	13073
Victoria	25-34	157500	M	28713
Victoria	25-34	Inf	F	3511
Victoria	25-34	Inf	M	9675
Victoria	35-44		F	28009
Victoria	35-44		M	30837
Victoria	35-44	0	F	39001
Victoria	35-44	0	M	12176
Victoria	35-44	7875	F	15564
Victoria	35-44	7875	M	3872
Victoria	35-44	15750	F	27562
Victoria	35-44	15750	M	13035
Victoria	35-44	21000	F	25164
Victoria	35-44	21000	M	11440
Victoria	35-44	26250	F	26466
Victoria	35-44	26250	M	12871
Victoria	35-44	34125	F	36319
Victoria	35-44	34125	M	15826
Victoria	35-44	42000	F	37279
Victoria	35-44	42000	M	25091
Victoria	35-44	52500	F	37838
Victoria	35-44	52500	M	38378
Victoria	35-44	65625	F	36905
Victoria	35-44	65625	M	47236
Victoria	35-44	78750	F	27640
Victoria	35-44	78750	M	38351
Victoria	35-44	91875	F	23872
Victoria	35-44	91875	M	36477
Victoria	35-44	105000	F	15600
Victoria	35-44	105000	M	29005
Victoria	35-44	157500	F	21020
Victoria	35-44	157500	M	49459
Victoria	35-44	Inf	F	11690
Victoria	35-44	Inf	M	31944
Victoria	45-54		F	28119
Victoria	45-54		M	29984
Victoria	45-54	0	F	32724
Victoria	45-54	0	M	12700
Victoria	45-54	7875	F	13261
Victoria	45-54	7875	M	4598
Victoria	45-54	15750	F	25839
Victoria	45-54	15750	M	14432
Victoria	45-54	21000	F	26693
Victoria	45-54	21000	M	14479
Victoria	45-54	26250	F	29789
Victoria	45-54	26250	M	15611
Victoria	45-54	34125	F	37225
Victoria	45-54	34125	M	16990
Victoria	45-54	42000	F	38889
Victoria	45-54	42000	M	24766
Victoria	45-54	52500	F	39970
Victoria	45-54	52500	M	37087
Victoria	45-54	65625	F	37977
Victoria	45-54	65625	M	43346
Victoria	45-54	78750	F	25747
Victoria	45-54	78750	M	33054
Victoria	45-54	91875	F	21781
Victoria	45-54	91875	M	31611
Victoria	45-54	105000	F	14463
Victoria	45-54	105000	M	24774
Victoria	45-54	157500	F	17329
Victoria	45-54	157500	M	41738
Victoria	45-54	Inf	F	11238
Victoria	45-54	Inf	M	34203
Victoria	55-64		F	27218
Victoria	55-64		M	26386
Victoria	55-64	0	F	39129
Victoria	55-64	0	M	16883
Victoria	55-64	7875	F	14321
Victoria	55-64	7875	M	6578
Victoria	55-64	15750	F	32391
Victoria	55-64	15750	M	19362
Victoria	55-64	21000	F	33671
Victoria	55-64	21000	M	20680
Victoria	55-64	26250	F	31568
Victoria	55-64	26250	M	19490
Victoria	55-64	34125	F	31226
Victoria	55-64	34125	M	19775
Victoria	55-64	42000	F	29372
Victoria	55-64	42000	M	24018
Victoria	55-64	52500	F	28577
Victoria	55-64	52500	M	31737
Victoria	55-64	65625	F	26801
Victoria	55-64	65625	M	35021
Victoria	55-64	78750	F	16926
Victoria	55-64	78750	M	24126
Victoria	55-64	91875	F	13900
Victoria	55-64	91875	M	21816
Victoria	55-64	105000	F	9176
Victoria	55-64	105000	M	16129
Victoria	55-64	157500	F	9786
Victoria	55-64	157500	M	25319
Victoria	55-64	Inf	F	5823
Victoria	55-64	Inf	M	20247
Victoria	65-74		F	26679
Victoria	65-74		M	23609
Victoria	65-74	0	F	16906
Victoria	65-74	0	M	11502
Victoria	65-74	7875	F	8753
Victoria	65-74	7875	M	6248
Victoria	65-74	15750	F	26881
Victoria	65-74	15750	M	21286
Victoria	65-74	21000	F	54764
Victoria	65-74	21000	M	43541
Victoria	65-74	26250	F	47499
Victoria	65-74	26250	M	31744
Victoria	65-74	34125	F	28445
Victoria	65-74	34125	M	24533
Victoria	65-74	42000	F	17729
Victoria	65-74	42000	M	18372
Victoria	65-74	52500	F	12049
Victoria	65-74	52500	M	16527
Victoria	65-74	65625	F	9151
Victoria	65-74	65625	M	15012
Victoria	65-74	78750	F	4799
Victoria	65-74	78750	M	8626
Victoria	65-74	91875	F	3405
Victoria	65-74	91875	M	6398
Victoria	65-74	105000	F	2189
Victoria	65-74	105000	M	4212
Victoria	65-74	157500	F	2806
Victoria	65-74	157500	M	6466
Victoria	65-74	Inf	F	2728
Victoria	65-74	Inf	M	6749
Victoria	75-84		F	22253
Victoria	75-84		M	16507
Victoria	75-84	0	F	6789
Victoria	75-84	0	M	4864
Victoria	75-84	7875	F	3584
Victoria	75-84	7875	M	2831
Victoria	75-84	15750	F	15068
Victoria	75-84	15750	M	12944
Victoria	75-84	21000	F	34779
Victoria	75-84	21000	M	32914
Victoria	75-84	26250	F	37154
Victoria	75-84	26250	M	20256
Victoria	75-84	34125	F	14558
Victoria	75-84	34125	M	12661
Victoria	75-84	42000	F	7881
Victoria	75-84	42000	M	8652
Victoria	75-84	52500	F	4675
Victoria	75-84	52500	M	5393
Victoria	75-84	65625	F	3324
Victoria	75-84	65625	M	4330
Victoria	75-84	78750	F	1356
Victoria	75-84	78750	M	2113
Victoria	75-84	91875	F	1079
Victoria	75-84	91875	M	1549
Victoria	75-84	105000	F	731
Victoria	75-84	105000	M	960
Victoria	75-84	157500	F	1014
Victoria	75-84	157500	M	1558
Victoria	75-84	Inf	F	1318
Victoria	75-84	Inf	M	1903
Victoria	85+		F	18139
Victoria	85+		M	8828
Victoria	85+	0	F	3159
Victoria	85+	0	M	1736
Victoria	85+	7875	F	1493
Victoria	85+	7875	M	947
Victoria	85+	15750	F	4998
Victoria	85+	15750	M	4000
Victoria	85+	21000	F	12164
Victoria	85+	21000	M	10052
Victoria	85+	26250	F	21386
Victoria	85+	26250	M	8549
Victoria	85+	34125	F	8426
Victoria	85+	34125	M	4180
Victoria	85+	42000	F	3589
Victoria	85+	42000	M	2893
Victoria	85+	52500	F	2420
Victoria	85+	52500	M	1990
Victoria	85+	65625	F	1761
Victoria	85+	65625	M	1529
Victoria	85+	78750	F	740
Victoria	85+	78750	M	683
Victoria	85+	91875	F	577
Victoria	85+	91875	M	538
Victoria	85+	105000	F	364
Victoria	85+	105000	M	380
Victoria	85+	157500	F	525
Victoria	85+	157500	M	535
Victoria	85+	Inf	F	691
Victoria	85+	Inf	M	724
Queensland	15-19		F	13129
Queensland	15-19		M	14806
Queensland	15-19	0	F	52001
Queensland	15-19	0	M	63756
Queensland	15-19	7875	F	36162
Queensland	15-19	7875	M	29566
Queensland	15-19	15750	F	18823
Queensland	15-19	15750	M	15010
Queensland	15-19	21000	F	8044
Queensland	15-19	21000	M	6698
Queensland	15-19	26250	F	6252
Queensland	15-19	26250	M	6812
Queensland	15-19	34125	F	5634
Queensland	15-19	34125	M	6609
Queensland	15-19	42000	F	2942
Queensland	15-19	42000	M	3907
Queensland	15-19	52500	F	1243
Queensland	15-19	52500	M	2276
Queensland	15-19	65625	F	438
Queensland	15-19	65625	M	985
Queensland	15-19	78750	F	141
Queensland	15-19	78750	M	316
Queensland	15-19	91875	F	68
Queensland	15-19	91875	M	160
Queensland	15-19	105000	F	29
Queensland	15-19	105000	M	77
Queensland	15-19	157500	F	38
Queensland	15-19	157500	M	64
Queensland	15-19	Inf	F	143
Queensland	15-19	Inf	M	143
Queensland	20-24		F	13344
Queensland	20-24		M	15179
Queensland	20-24	0	F	15493
Queensland	20-24	0	M	15815
Queensland	20-24	7875	F	8622
Queensland	20-24	7875	M	8070
Queensland	20-24	15750	F	18178
Queensland	20-24	15750	M	16798
Queensland	20-24	21000	F	13369
Queensland	20-24	21000	M	10229
Queensland	20-24	26250	F	14368
Queensland	20-24	26250	M	11299
Queensland	20-24	34125	F	19851
Queensland	20-24	34125	M	15468
Queensland	20-24	42000	F	21027
Queensland	20-24	42000	M	19719
Queensland	20-24	52500	F	16307
Queensland	20-24	52500	M	19153
Queensland	20-24	65625	F	10333
Queensland	20-24	65625	M	14021
Queensland	20-24	78750	F	4014
Queensland	20-24	78750	M	6943
Queensland	20-24	91875	F	1486
Queensland	20-24	91875	M	3082
Queensland	20-24	105000	F	521
Queensland	20-24	105000	M	1520
Queensland	20-24	157500	F	390
Queensland	20-24	157500	M	1445
Queensland	20-24	Inf	F	274
Queensland	20-24	Inf	M	541
Queensland	25-34		F	26456
Queensland	25-34		M	31391
Queensland	25-34	0	F	27641
Queensland	25-34	0	M	11810
Queensland	25-34	7875	F	9416
Queensland	25-34	7875	M	3259
Queensland	25-34	15750	F	20716
Queensland	25-34	15750	M	14541
Queensland	25-34	21000	F	19363
Queensland	25-34	21000	M	10619
Queensland	25-34	26250	F	21552
Queensland	25-34	26250	M	12101
Queensland	25-34	34125	F	32742
Queensland	25-34	34125	M	16045
Queensland	25-34	42000	F	36188
Queensland	25-34	42000	M	26678
Queensland	25-34	52500	F	37115
Queensland	25-34	52500	M	39760
Queensland	25-34	65625	F	36199
Queensland	25-34	65625	M	44692
Queensland	25-34	78750	F	24611
Queensland	25-34	78750	M	32519
Queensland	25-34	91875	F	17222
Queensland	25-34	91875	M	25925
Queensland	25-34	105000	F	8414
Queensland	25-34	105000	M	16626
Queensland	25-34	157500	F	8935
Queensland	25-34	157500	M	23681
Queensland	25-34	Inf	F	2269
Queensland	25-34	Inf	M	8217
Queensland	35-44		F	22932
Queensland	35-44		M	28008
Queensland	35-44	0	F	25285
Queensland	35-44	0	M	8048
Queensland	35-44	7875	F	10685
Queensland	35-44	7875	M	2779
Queensland	35-44	15750	F	19395
Queensland	35-44	15750	M	10942
Queensland	35-44	21000	F	18741
Queensland	35-44	21000	M	9115
Queensland	35-44	26250	F	21370
Queensland	35-44	26250	M	9754
Queensland	35-44	34125	F	31229
Queensland	35-44	34125	M	11384
Queensland	35-44	42000	F	32906
Queensland	35-44	42000	M	18811
Queensland	35-44	52500	F	32092
Queensland	35-44	52500	M	29901
Queensland	35-44	65625	F	31202
Queensland	35-44	65625	M	37696
Queensland	35-44	78750	F	22159
Queensland	35-44	78750	M	29711
Queensland	35-44	91875	F	20125
Queensland	35-44	91875	M	29341
Queensland	35-44	105000	F	11709
Queensland	35-44	105000	M	22195
Queensland	35-44	157500	F	14505
Queensland	35-44	157500	M	37675
Queensland	35-44	Inf	F	6641
Queensland	35-44	Inf	M	21792
Queensland	45-54		F	24181
Queensland	45-54		M	28141
Queensland	45-54	0	F	24099
Queensland	45-54	0	M	9494
Queensland	45-54	7875	F	9467
Queensland	45-54	7875	M	3511
Queensland	45-54	15750	F	18746
Queensland	45-54	15750	M	11848
Queensland	45-54	21000	F	20237
Queensland	45-54	21000	M	11810
Queensland	45-54	26250	F	22914
Queensland	45-54	26250	M	12503
Queensland	45-54	34125	F	30589
Queensland	45-54	34125	M	12749
Queensland	45-54	42000	F	33235
Queensland	45-54	42000	M	18597
Queensland	45-54	52500	F	33713
Queensland	45-54	52500	M	29340
Queensland	45-54	65625	F	32438
Queensland	45-54	65625	M	35814
Queensland	45-54	78750	F	21619
Queensland	45-54	78750	M	27380
Queensland	45-54	91875	F	19969
Queensland	45-54	91875	M	27317
Queensland	45-54	105000	F	11743
Queensland	45-54	105000	M	20367
Queensland	45-54	157500	F	13737
Queensland	45-54	157500	M	35414
Queensland	45-54	Inf	F	6472
Queensland	45-54	Inf	M	24262
Queensland	55-64		F	22835
Queensland	55-64		M	24362
Queensland	55-64	0	F	29817
Queensland	55-64	0	M	13657
Queensland	55-64	7875	F	11680
Queensland	55-64	7875	M	5757
Queensland	55-64	15750	F	25796
Queensland	55-64	15750	M	16449
Queensland	55-64	21000	F	27473
Queensland	55-64	21000	M	18296
Queensland	55-64	26250	F	25413
Queensland	55-64	26250	M	17173
Queensland	55-64	34125	F	25907
Queensland	55-64	34125	M	16101
Queensland	55-64	42000	F	24383
Queensland	55-64	42000	M	18857
Queensland	55-64	52500	F	23698
Queensland	55-64	52500	M	25525
Queensland	55-64	65625	F	22229
Queensland	55-64	65625	M	28680
Queensland	55-64	78750	F	13325
Queensland	55-64	78750	M	20034
Queensland	55-64	91875	F	12110
Queensland	55-64	91875	M	18252
Queensland	55-64	105000	F	6784
Queensland	55-64	105000	M	12896
Queensland	55-64	157500	F	7466
Queensland	55-64	157500	M	19870
Queensland	55-64	Inf	F	3691
Queensland	55-64	Inf	M	14366
Queensland	65-74		F	20952
Queensland	65-74		M	20482
Queensland	65-74	0	F	10525
Queensland	65-74	0	M	7853
Queensland	65-74	7875	F	6193
Queensland	65-74	7875	M	5123
Queensland	65-74	15750	F	20765
Queensland	65-74	15750	M	17179
Queensland	65-74	21000	F	47741
Queensland	65-74	21000	M	40112
Queensland	65-74	26250	F	41879
Queensland	65-74	26250	M	30418
Queensland	65-74	34125	F	24457
Queensland	65-74	34125	M	21868
Queensland	65-74	42000	F	14147
Queensland	65-74	42000	M	15601
Queensland	65-74	52500	F	9313
Queensland	65-74	52500	M	13749
Queensland	65-74	65625	F	6943
Queensland	65-74	65625	M	12765
Queensland	65-74	78750	F	3482
Queensland	65-74	78750	M	6786
Queensland	65-74	91875	F	2435
Queensland	65-74	91875	M	4825
Queensland	65-74	105000	F	1547
Queensland	65-74	105000	M	3074
Queensland	65-74	157500	F	1871
Queensland	65-74	157500	M	4377
Queensland	65-74	Inf	F	1763
Queensland	65-74	Inf	M	4378
Queensland	75-84		F	16060
Queensland	75-84		M	12598
Queensland	75-84	0	F	3376
Queensland	75-84	0	M	2670
Queensland	75-84	7875	F	1989
Queensland	75-84	7875	M	1622
Queensland	75-84	15750	F	8918
Queensland	75-84	15750	M	8294
Queensland	75-84	21000	F	25533
Queensland	75-84	21000	M	26359
Queensland	75-84	26250	F	28681
Queensland	75-84	26250	M	17336
Queensland	75-84	34125	F	11576
Queensland	75-84	34125	M	10461
Queensland	75-84	42000	F	5811
Queensland	75-84	42000	M	6841
Queensland	75-84	52500	F	3342
Queensland	75-84	52500	M	4071
Queensland	75-84	65625	F	2365
Queensland	75-84	65625	M	3215
Queensland	75-84	78750	F	877
Queensland	75-84	78750	M	1468
Queensland	75-84	91875	F	647
Queensland	75-84	91875	M	1011
Queensland	75-84	105000	F	461
Queensland	75-84	105000	M	611
Queensland	75-84	157500	F	629
Queensland	75-84	157500	M	926
Queensland	75-84	Inf	F	834
Queensland	75-84	Inf	M	1215
Queensland	85+		F	13928
Queensland	85+		M	6621
Queensland	85+	0	F	1413
Queensland	85+	0	M	780
Queensland	85+	7875	F	690
Queensland	85+	7875	M	509
Queensland	85+	15750	F	2762
Queensland	85+	15750	M	2144
Queensland	85+	21000	F	7930
Queensland	85+	21000	M	7095
Queensland	85+	26250	F	14633
Queensland	85+	26250	M	6298
Queensland	85+	34125	F	6190
Queensland	85+	34125	M	2771
Queensland	85+	42000	F	2205
Queensland	85+	42000	M	1940
Queensland	85+	52500	F	1463
Queensland	85+	52500	M	1153
Queensland	85+	65625	F	1091
Queensland	85+	65625	M	958
Queensland	85+	78750	F	369
Queensland	85+	78750	M	381
Queensland	85+	91875	F	284
Queensland	85+	91875	M	290
Queensland	85+	105000	F	195
Queensland	85+	105000	M	192
Queensland	85+	157500	F	249
Queensland	85+	157500	M	288
Queensland	85+	Inf	F	360
Queensland	85+	Inf	M	361
South Australia	15-19		F	3858
South Australia	15-19		M	4392
South Australia	15-19	0	F	20327
South Australia	15-19	0	M	24566
South Australia	15-19	7875	F	13071
South Australia	15-19	7875	M	10753
South Australia	15-19	15750	F	6151
South Australia	15-19	15750	M	4789
South Australia	15-19	21000	F	2128
South Australia	15-19	21000	M	1851
South Australia	15-19	26250	F	1546
South Australia	15-19	26250	M	1903
South Australia	15-19	34125	F	1092
South Australia	15-19	34125	M	1644
