LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,3,0,11,7,7,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
LGA10900,0,0,0,3,5,7,3,0,3,23,0,0,0,0,0,3,0,6,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,17,20,38,61,28,16,185,0,18,30,130,145,149,92,29,12,610,0,0,0,5,14,13,21,10,4,60,0,0,0,3,5,0,0,0,0,10,0,0,0,9,13,14,3,3,0,43,0,12,17,68,27,39,24,3,0,187,0,0,3,25,13,30,23,10,0,110,0,9,8,22,40,65,74,38,13,260,0,0,11,7,3,3,6,4,0,34,0,7,5,48,36,26,30,11,4,166,0,0,0,5,8,13,6,4,0,30,0,0,3,9,5,6,0,3,0,27,0,3,0,4,6,0,0,0,0,15,4,3,3,48,14,10,3,0,0,86,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,18,12,57,53,48,48,5,6,253
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,0,9,4,3,8,0,0,29,0,0,5,4,4,0,0,0,0,18,0,3,3,26,0,0,0,0,0,32,0,0,0,8,7,3,4,5,0,28,0,18,29,156,86,59,34,10,0,399,0,0,3,13,9,5,3,0,0,31,3,3,4,30,8,6,0,0,0,58,0,0,3,6,3,0,0,0,0,16,3,29,48,269,115,114,51,18,11,653,0,0,3,25,11,22,9,5,0,79,0,0,3,25,16,16,14,8,0,88,0,0,11,31,4,3,5,0,0,59,3,3,7,54,28,10,14,3,0,118,0,0,0,3,11,10,3,7,7,41,0,0,3,25,10,11,3,0,3,57,0,3,8,43,7,5,3,0,0,67,3,6,8,210,29,23,4,0,0,286,0,0,0,6,5,4,9,8,0,27,0,0,4,42,53,28,28,14,0,168,0,6,17,19,11,4,4,0,0,61
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,13,0,0,4,6,8,8,11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,15,16,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14
LGA11300,0,0,0,8,3,5,0,0,0,21,0,0,10,15,20,8,3,6,3,68,3,5,198,307,8,3,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,3,34,47,22,35,14,4,3,167,0,0,0,0,0,0,3,0,0,3,0,7,9,15,3,3,3,0,0,39,0,0,0,3,9,8,7,4,5,31,0,6,16,134,35,44,29,8,3,273,0,0,0,14,3,12,13,6,9,61,0,0,0,5,0,6,5,3,3,24,0,6,24,13,9,10,7,4,0,64,0,3,4,12,7,3,3,3,0,32,0,0,0,0,0,3,3,12,0,17,0,3,5,39,19,23,16,15,5,126,0,4,25,137,12,14,7,3,0,208,0,0,21,115,19,6,0,0,0,170,0,0,0,0,8,0,0,0,0,10,0,0,3,8,17,5,3,8,3,45,0,6,10,10,4,0,0,3,0,39
LGA11350,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,17,17,9,3,85,3,23,29,104,85,87,43,12,7,393,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,4,0,0,0,27,0,0,5,11,9,10,4,3,0,38,0,0,0,12,0,3,0,3,3,22,0,0,0,14,6,14,15,4,3,51,0,0,0,3,4,3,0,0,0,8,0,0,3,29,23,21,12,4,3,92,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,6,26,8,8,6,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,17,59,42,35,22,7,0,189
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,5,10,18,4,9,0,0,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4
LGA11450,0,0,0,19,10,16,11,3,0,64,0,0,0,0,0,3,0,0,0,7,0,0,0,17,3,6,0,0,0,21,0,0,0,3,7,12,29,13,12,76,3,39,59,188,110,81,24,9,4,520,0,4,0,20,20,10,19,3,0,75,0,10,6,29,16,3,3,0,0,75,0,0,3,6,9,4,0,0,0,23,3,10,23,147,68,58,12,0,3,324,0,0,3,42,8,6,13,3,6,84,0,7,11,37,31,48,43,16,3,203,0,0,4,10,3,8,9,0,0,36,0,9,28,80,40,26,15,0,0,194,0,0,0,9,13,15,3,4,0,45,0,3,5,24,14,7,3,4,0,64,0,0,0,19,3,8,0,0,0,27,3,3,10,62,14,8,0,0,0,102,0,0,0,16,10,9,6,0,0,36,0,0,0,7,3,0,0,0,0,11,3,11,12,33,12,9,3,0,0,77
LGA11500,0,3,7,55,56,53,53,20,9,247,0,3,0,14,10,4,4,3,0,39,3,33,55,390,22,23,7,0,0,534,0,0,0,9,6,31,38,16,13,114,35,278,473,838,308,180,91,36,4,2240,0,0,0,11,18,24,26,16,4,89,12,54,46,280,60,28,3,0,3,491,0,0,6,14,17,10,0,0,0,52,9,106,188,859,555,433,198,44,23,2410,0,0,4,66,35,78,50,17,10,261,0,4,4,32,55,120,117,50,12,387,0,0,7,20,6,17,3,0,0,61,0,9,36,138,90,98,78,25,4,465,0,0,0,6,20,9,18,18,3,82,5,23,24,122,51,40,28,12,3,320,0,0,3,29,8,9,0,0,0,54,4,5,29,180,82,42,24,0,0,370,0,0,6,23,29,23,15,0,0,91,0,0,0,12,5,7,4,0,0,34,0,13,23,48,18,6,13,3,0,130
