LGA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
LGA10850,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0
LGA10900,0,0,13,39,34,24,44,19,7,3,0,0,3,3,3,197,0,15,27,0,12,27,46,47,3,3,3,8,12,9,6,214,0,6,19,32,6,4,3,3,0,0,0,0,0,0,9,74,0,15,19,17,4,3,0,0,0,0,0,0,0,0,0,52,0,3,4,18,12,20,8,0,0,0,3,0,0,0,4,81,0,150,117,86,75,36,51,18,4,3,3,4,4,0,15,557,0,13,29,15,3,0,3,0,0,0,0,0,0,0,4,69,0,3,11,8,23,15,15,5,0,0,4,4,3,0,4,97,3,13,15,58,20,29,32,24,3,11,8,10,17,7,8,261,3,13,16,8,7,7,15,8,0,8,3,9,24,13,3,129,0,0,0,0,4,13,9,3,0,0,0,0,0,0,0,32,0,0,0,4,0,13,0,0,0,3,0,0,0,0,0,21,3,6,24,87,29,46,39,20
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,0,0,7,4,16,14,6,3,5,4,0,3,0,66,3,7,13,17,87,308,399,503,117,161,161,272,293,228,136,2689,0,3,46,88,3,7,11,0,0,0,0,0,0,0,3,168,0,40,105,113,19,33,11,8,0,3,3,0,0,3,18,370,0,0,3,8,46,99,49,17,0,6,7,0,3,5,10,259,0,13,21,23,7,12,17,11,3,3,0,0,3,0,0,124,0,61,323,236,20,19,16,5,7,8,4,10,9,4,40,761,0,0,3,31,71,98,89,34,15,3,7,6,14,10,7,382,0,0,0,26,30,78,123,152,34,49,66,59,63,56,30,766,0,0,0,20,100,242,583,348,89,80,88,107,104,46,34,1841,0,0,0,4,4,28,17,12,6,14,12,9,9,6,0,137,0,0,3,11,20,88,129,39,15,5,14,53,19,15,7,409,0,0,0,23,15,39,61,116
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,10,9,8,0,3,3,0,0,0,0,0,0,0,0,33,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,14,3,4,6,6,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA11300,0,0,0,4,0,3,4,11,0,0,0,0,3,5,0,32,3,21,74,48,164,1094,1457,1423,353,418,536,642,710,352,289,7576,0,4,68,91,3,3,0,0,0,0,0,3,0,0,8,172,0,3,11,27,6,20,0,0,0,0,9,4,4,4,3,96,3,0,0,15,21,50,13,4,0,0,8,0,8,5,4,135,0,29,8,4,3,5,7,3,3,3,4,3,0,0,10,84,0,40,196,101,9,3,3,0,0,0,4,4,3,0,27,385,0,3,10,48,143,192,112,77,15,30,36,31,31,14,25,757,0,0,0,39,38,88,187,295,74,79,148,179,224,151,60,1566,0,0,0,8,32,32,64,60,11,8,18,8,12,3,16,277,0,0,0,3,3,3,0,13,3,3,11,0,3,3,0,54,0,0,0,0,3,4,9,4,0,0,0,0,0,0,0,27,0,3,4,22,6,20,24,41
LGA11350,0,0,5,25,24,17,28,25,3,13,4,0,7,3,9,160,0,3,0,0,3,3,0,3,0,0,4,0,0,0,0,20,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,9,0,0,3,0,0,0,0,3,0,0,3,19,0,24,25,26,54,68,60,37,3,8,3,13,0,3,11,341,0,6,5,4,0,3,3,0,0,0,0,0,0,0,0,28,0,0,5,5,7,0,3,0,0,0,0,0,0,0,0,20,0,0,12,12,5,9,14,11,0,0,0,0,0,0,0,67,0,0,3,0,7,0,3,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,11,17,11
LGA11400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,6,5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,7,0,3,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA11450,0,0,0,7,9,21,24,13,0,0,7,4,8,0,3,98,0,3,9,0,38,95,109,122,8,20,25,17,13,9,20,493,3,5,31,87,11,27,21,3,0,0,0,0,0,0,5,192,0,7,11,25,6,32,12,25,4,6,6,5,4,0,4,158,0,0,0,3,40,182,182,59,24,8,13,9,3,4,22,541,0,78,53,28,17,17,18,10,4,3,0,0,0,0,10,257,0,7,22,26,3,5,3,0,0,16,0,0,0,0,4,91,0,0,3,8,10,19,15,7,5,0,3,0,0,0,6,78,0,8,3,40,15,83,157,217,31,24,28,15,19,16,16,675,0,0,6,3,18,14,32,10,0,0,0,3,4,0,4,89,0,0,0,3,5,19,21,15,9,3,0,4,0,0,0,84,0,0,4,14,19,59,116,45,4,6,16,6,0,0,4,296,0,3,8,44,31,31,20,24
LGA11500,0,0,6,13,13,18,35,23,0,7,5,0,6,0,0,132,3,8,45,10,56,322,425,358,70,62,42,53,43,31,43,1568,0,7,74,194,16,32,40,0,3,4,0,0,0,0,11,393,0,20,31,61,44,229,107,129,32,27,46,19,21,20,15,798,0,0,3,53,211,909,786,338,49,48,55,69,48,26,65,2678,0,119,128,90,38,24,43,17,5,0,0,0,0,0,14,483,0,8,107,121,15,23,13,9,3,0,0,0,0,0,9,315,0,4,5,9,55,90,53,21,9,3,3,0,12,3,5,269,0,3,5,125,103,495,1161,1614,184,164,218,191,156,123,79,4625,0,4,5,9,74,94,221,116,14,16,9,5,6,10,14,597,0,0,0,20,24,21,49,29,18,19,4,0,4,0,7,203,0,0,4,13,15,67,279,177,41,16,36,24,12,10,4,704,0,9,29,107,34,51,23,18
LGA11520,0,0,0,16,13,19,24,31,10,5,8,9,6,3,3,150,4,16,61,50,140,955,1771,2095,464,568,631,673,600,241,367,8647,0,0,48,67,10,15,9,3,0,4,3,0,0,0,4,162,0,32,53,87,32,60,19,11,10,8,8,3,10,10,18,367,0,4,10,17,39,55,30,6,0,3,3,5,0,0,3,188,0,55,29,21,26,23,32,34,7,5,5,12,3,3,7,272,5,74,360,147,19,10,3,8,0,4,4,0,7,0,18,657,0,4,18,62,218,379,226,100,38,31,30,30,22,13,21,1194,0,3,3,100,84,192,361,362,85,134,132,208,223,182,51,2113,0,4,6,16,49,31,128,64,12,14,8,24,13,5,9,388,0,0,0,3,21,60,32,68,38,32,22,18,26,4,4,327,0,0,0,8,9,9,4,17,0,0,0,3,0,0,0,56,0,4,18,39,24,86,99,102
