LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA10850,3299,..,..,..,..,3299,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0
LGA10900,33240,..,..,..,..,33240,..,21,4,21,0,21,..,59,5,70,0,70,..,10,0,10,0,10,..,41,12,54,0,54,..,85,19,103,0,103,..,6,6,8,0,8,..,134,38,170,0,176,..,26,3,33,0,33,..,71,3,76,0,76,..,101,0,101,0,105,..,187,4,192,0,197,..,105,14,118,0,118,..,0,0,0,3,7,..,38,0,38,0,38,..,14,0,14,0,14,..,9,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,77,0,77,3,78,..,131,7,141,3,141,..,46,6,51,0,51,..,33,8,42,0,42,..,5,0,5,0,5,..,20,0,20,0,20,..,17,0,13,0,13,..,83,3,86,0,81,..,63,0,63,0,63,..,4,0,4,0,4,..,9,0,11,0,9,..,19,0,19,0,19,..,36,0,36,0,35,..,24,0,24,0,24,..,13
LGA10950,1166,..,..,..,..,1166,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11100,11780,..,..,..,..,11780,..,9,0,9,0,14,..,336,37,372,3,376,..,8,0,8,0,6,..,488,125,610,0,610,..,1018,241,1256,15,1270,..,99,27,128,0,127,..,1603,396,2000,12,2014,..,108,24,128,0,130,..,15,0,15,0,15,..,105,6,109,0,107,..,48,0,48,0,48,..,808,164,969,4,977,..,789,40,830,13,843,..,188,9,196,3,199,..,49,3,48,0,48,..,39,0,39,0,39,..,93,7,102,0,104,..,74,3,80,0,80,..,1230,61,1298,16,1311,..,245,23,267,3,273,..,53,14,71,0,76,..,53,18,68,0,71,..,36,9,40,0,40,..,67,0,69,9,77,..,64,11,75,0,73,..,57,5,58,0,63,..,195,49,249,3,249,..,12,0,12,0,12,..,103,14,124,0,124,..,138,7,142,0,142,..,834,96,933,7,940,..,202,8,211,0,211,..,65
LGA11150,1005,..,..,..,..,1005,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,10,0,10,..,13,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11200,715,..,..,..,..,715,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,19,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11250,7659,..,..,..,..,7659,..,5,0,5,0,4,..,3,0,3,0,7,..,14,0,14,0,14,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,9,0,12,..,5,3,7,0,7,..,8,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,3,6,0,6,..,20,4,23,0,23,..,18,0,18,0,17,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,10,0,11,0,13,..,0
LGA11300,5855,..,..,..,..,5855,..,4,0,4,0,4,..,599,67,664,4,672,..,0,0,0,0,0,..,1030,381,1418,8,1424,..,2368,939,3305,15,3326,..,173,67,237,0,244,..,3574,1388,4965,28,4991,..,111,14,123,3,128,..,10,0,10,0,10,..,49,0,46,3,50,..,25,0,25,3,26,..,366,76,442,3,441,..,81,7,89,3,91,..,311,9,315,0,315,..,42,3,51,0,51,..,11,0,11,0,11,..,53,0,55,3,61,..,830,25,853,4,858,..,1335,43,1379,13,1385,..,592,131,726,7,732,..,32,4,39,0,36,..,417,252,665,10,674,..,11,3,16,0,16,..,8,0,8,0,8,..,18,4,21,0,24,..,50,6,51,0,51,..,42,3,49,0,49,..,9,0,9,0,9,..,19,3,22,0,22,..,57,3,62,0,62,..,101,5,106,0,103,..,80,0,80,0,80,..,10
LGA11350,12316,..,..,..,..,12316,..,6,0,6,0,6,..,11,0,14,0,14,..,7,0,7,0,7,..,4,3,5,0,5,..,15,0,22,0,22,..,0,0,0,0,0,..,19,8,26,0,26,..,8,0,8,0,8,..,34,0,32,0,32,..,87,0,93,0,90,..,131,3,133,3,134,..,22,0,22,0,22,..,0,0,0,0,0,..,11,0,11,0,11,..,21,3,19,3,22,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,35,3,35,3,41,..,100,3,109,3,108,..,50,14,60,0,60,..,4,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,9,0,9,..,3,0,3,0,3,..,3
LGA11400,6104,..,..,..,..,6104,..,13,0,13,0,13,..,3,0,3,0,3,..,3,3,4,0,4,..,0,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,8,0,8,..,4,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,3,9,0,14,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0
LGA11450,31229,..,..,..,..,31229,..,62,3,60,0,64,..,504,39,544,5,546,..,3,0,3,0,3,..,129,69,195,3,201,..,158,58,217,3,224,..,7,0,10,0,10,..,298,128,427,10,438,..,174,17,189,0,190,..,25,0,25,0,25,..,67,7,77,3,73,..,75,0,76,0,75,..,165,23,186,4,189,..,41,0,47,0,47,..,304,13,317,3,320,..,100,10,109,0,110,..,46,3,51,0,51,..,111,8,113,0,113,..,58,3,64,0,64,..,664,37,697,0,703,..,469,40,514,5,519,..,11,0,11,0,11,..,18,6,19,0,19,..,60,6,67,3,72,..,135,11,149,3,149,..,54,0,54,0,54,..,75,8,86,0,86,..,44,5,51,0,51,..,89,4,94,0,94,..,169,15,185,0,191,..,63,0,59,0,61,..,30,0,33,0,33,..,106,7,110,0,111,..,12
LGA11500,49505,..,..,..,..,49505,..,77,0,77,0,77,..,2381,331,2709,16,2725,..,14,0,12,0,20,..,358,129,489,4,491,..,513,228,741,8,745,..,32,17,50,0,50,..,904,375,1280,11,1289,..,235,33,267,0,263,..,36,0,33,3,35,..,212,3,216,0,217,..,124,3,126,0,127,..,373,57,427,3,430,..,2231,119,2355,14,2365,..,1727,53,1779,23,1796,..,564,45,612,5,619,..,186,8,199,0,196,..,678,31,703,10,709,..,1189,75,1267,13,1276,..,6574,335,6910,60,6976,..,330,32,358,4,368,..,25,0,33,0,31,..,55,26,76,0,76,..,129,20,145,4,151,..,77,7,79,0,80,..,86,12,100,0,100,..,227,23,253,3,254,..,124,31,154,0,157,..,1433,155,1588,34,1616,..,154,38,189,0,192,..,469,18,487,3,487,..,271,22,296,3,301,..,956,36,991,5,992,..,104
LGA11520,23080,..,..,..,..,23080,..,39,0,37,0,37,..,673,90,765,3,769,..,0,0,0,0,0,..,1335,268,1598,8,1609,..,3034,822,3855,23,3880,..,162,48,210,0,210,..,4527,1137,5663,33,5696,..,114,10,116,0,116,..,38,3,40,0,40,..,143,6,150,0,148,..,120,3,121,0,121,..,792,133,923,3,929,..,68,3,73,0,73,..,496,10,512,0,509,..,56,7,64,0,64,..,44,0,45,0,45,..,86,3,93,0,95,..,344,12,351,0,352,..,1102,31,1135,3,1136,..,2488,346,2834,32,2866,..,93,15,108,0,108,..,1177,549,1726,22,1751,..,32,3,36,0,36,..,32,4,35,0,35,..,141,17,155,0,155,..,80,10,96,0,96,..,117,8,124,0,124,..,15,0,15,0,15,..,84,7,84,0,84,..,68,3,71,0,71,..,126,4,136,3,137,..,114,0,114,0,115,..,26
LGA11570,59442,..,..,..,..,59442,..,35,0,35,0,35,..,25834,3873,29708,296,29998,..,6,0,6,0,6,..,4277,2242,6518,25,6543,..,4653,3418,8078,40,8118,..,332,155,491,3,496,..,9266,5818,15085,69,15155,..,381,55,433,0,434,..,53,0,53,0,53,..,397,13,413,3,420,..,213,4,216,0,213,..,7448,1513,8955,90,9042,..,4378,313,4689,25,4715,..,1259,58,1318,7,1321,..,612,57,668,8,679,..,116,5,117,0,117,..,3623,237,3857,43,3906,..,1935,102,2041,9,2053,..,11925,768,12687,98,12785,..,2461,377,2838,27,2866,..,150,30,183,0,184,..,1128,739,1867,16,1887,..,1484,254,1736,20,1759,..,131,23,156,0,152,..,191,70,259,5,265,..,256,42,297,5,306,..,164,12,175,0,175,..,545,55,602,5,613,..,260,36,297,0,297,..,457,12,470,3,477,..,1734,258,1994,13,2008,..,868,27,892,10,900,..,132
LGA11600,1216,..,..,..,..,1216,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,5,0,5,..,0,0,0,0,0,..,8,6,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,8,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,18,0,23,..,7,0,7,0,7,..,0,0,0,0,0,..,6,10,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA11650,140949,..,..,..,..,140949,..,203,0,206,0,205,..,285,21,310,3,312,..,33,0,31,0,31,..,270,114,389,4,391,..,436,168,607,7,611,..,22,7,26,0,26,..,727,291,1020,10,1029,..,119,8,129,4,134,..,192,0,189,3,192,..,258,17,275,3,275,..,399,13,413,3,415,..,339,30,368,5,377,..,33,0,33,0,33,..,178,10,188,0,187,..,112,11,123,0,123,..,28,3,33,0,33,..,69,3,72,0,72,..,119,5,124,3,128,..,553,30,583,3,583,..,541,56,597,5,601,..,143,19,167,0,162,..,208,97,301,3,308,..,17,3,17,0,17,..,190,7,197,3,199,..,51,7,56,0,57,..,117,13,134,0,130,..,203,18,223,0,229,..,58,7,68,0,68,..,86,4,92,0,89,..,126,4,124,3,131,..,96,9,109,0,107,..,185,4,185,3,191,..,49
LGA11700,774,..,..,..,..,774,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11720,24446,..,..,..,..,24446,..,21,0,21,0,21,..,10,0,9,0,9,..,11,0,11,0,13,..,19,3,26,0,26,..,8,5,11,0,11,..,3,0,3,0,3,..,34,7,41,0,41,..,3,0,3,0,3,..,10,0,10,0,10,..,19,0,20,0,20,..,21,0,21,3,24,..,13,0,13,0,13,..,4,0,4,0,4,..,18,0,18,0,23,..,18,0,18,0,18,..,3,0,3,0,3,..,9,0,6,0,6,..,13,0,13,0,14,..,64,0,66,3,65,..,23,4,28,0,28,..,5,0,5,0,10,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,16,..,3,0,3,0,3,..,8,0,8,0,8,..,0
LGA11730,22600,..,..,..,..,22600,..,13,0,13,0,13,..,7,3,7,0,7,..,32,0,35,3,34,..,24,18,36,0,36,..,19,3,19,0,25,..,0,0,0,0,0,..,43,18,62,0,60,..,0,0,0,0,0,..,22,0,26,0,28,..,24,0,24,0,24,..,44,0,44,0,45,..,9,0,6,0,6,..,3,0,3,0,3,..,13,0,13,0,13,..,18,0,23,0,23,..,9,0,9,0,9,..,4,0,4,0,4,..,13,0,13,0,13,..,51,0,52,0,52,..,18,0,22,0,22,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,7,..,6,0,6,0,6,..,10,0,10,0,10,..,0
LGA11750,2014,..,..,..,..,2014,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,3,3,7,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,4,5,0,5,..,10,5,17,0,17,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0
LGA11800,30227,..,..,..,..,30227,..,32,0,32,0,32,..,68,11,78,0,78,..,29,0,29,0,29,..,30,23,46,3,52,..,54,40,94,3,96,..,13,3,20,0,20,..,91,72,158,6,166,..,9,0,9,0,9,..,42,0,42,0,42,..,67,3,69,0,66,..,139,4,140,6,141,..,27,3,31,0,32,..,8,10,20,0,20,..,35,3,37,0,37,..,557,99,658,14,666,..,3,0,3,0,3,..,13,3,12,0,12,..,19,0,20,0,20,..,636,114,745,14,761,..,95,7,106,0,106,..,36,8,46,0,46,..,14,12,27,0,27,..,0,0,0,0,0,..,9,0,9,0,14,..,15,3,21,0,21,..,20,0,20,0,20,..,14,0,19,0,19,..,5,0,5,0,5,..,9,0,9,0,9,..,11,0,11,0,11,..,18,0,18,0,18,..,22,0,24,0,28,..,14
LGA12000,1911,..,..,..,..,1911,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12150,1619,..,..,..,..,1619,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12350,5499,..,..,..,..,5499,..,3,0,3,0,3,..,5,0,5,0,10,..,11,0,11,0,11,..,3,0,4,0,4,..,12,9,16,0,13,..,0,0,0,0,0,..,13,4,21,0,19,..,3,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,16,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0
LGA12380,31839,..,..,..,..,31839,..,18,0,22,0,22,..,14014,2580,16596,166,16754,..,3,0,3,0,3,..,2917,1677,4598,16,4609,..,3399,3350,6746,33,6781,..,297,203,496,6,503,..,6613,5221,11838,51,11893,..,624,115,744,5,749,..,17,0,17,0,16,..,149,10,158,3,160,..,81,3,87,0,86,..,687,123,812,7,817,..,715,38,748,3,748,..,2424,103,2533,20,2553,..,1474,128,1604,19,1621,..,230,21,250,0,249,..,2683,175,2856,34,2894,..,4686,304,4989,36,5021,..,12215,764,12982,109,13094,..,771,109,881,12,892,..,41,12,55,0,54,..,1460,1127,2591,28,2618,..,64,13,74,0,74,..,553,55,601,12,615,..,957,552,1513,20,1529,..,137,21,159,0,159,..,162,26,190,3,188,..,223,36,250,9,258,..,164,28,198,0,195,..,490,12,505,5,513,..,325,31,357,3,357,..,877,21,904,10,914,..,82
