LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA54970,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14,31,14,17,7,6,3,0,9,185,15,3,17,0,3,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,4,16,0,3,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,99,18,48,12,20,7,6,7,3,8,234
LGA55040,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,16,36,13,9,4,3,4,4,11,192,15,8,13,3,7,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,13,3,8,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,105,24,51,16,22,6,3,7,7,12,251
LGA55110,0,0,0,4,25,1854,54,38,6,5,5,4,11,0,99,2081,463,3,5,0,0,0,0,0,0,50,525,58,0,0,0,0,0,0,0,0,8,63,4,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,61,0,3,0,0,0,0,0,0,7,72,3,0,0,0,0,0,0,0,0,8,9,532,3,9,0,0,0,0,0,0,66,612,9948,1461,2863,726,714,544,416,275,136,502,17585,980,408,1226,252,342,328,292,213,92,85,4212,49,19,67,14,22,28,28,32,20,28,303,14,11,6,3,8,3,0,4,4,3,51,1037,428,1296,269,368,356,320,254,108,122,4561,36,3,3,0,3,0,0,0,0,20,71,11023,1898,4164,998,1085,896,732,527,250,646,22221
LGA55180,0,0,0,0,0,147,0,0,3,0,0,0,0,0,5,156,31,0,0,0,0,0,0,0,0,3,37,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,62,854,50,43,16,12,8,12,9,0,40,1036,142,22,39,12,9,21,15,17,3,17,291,16,0,11,0,3,0,0,7,5,3,43,9,0,0,0,0,0,0,0,0,0,9,164,26,51,12,14,20,13,23,9,21,344,3,0,0,0,0,0,0,0,0,6,5,1013,74,92,25,23,33,26,26,9,64,1385
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,17,11,3,3,4,4,0,3,97,10,8,18,3,3,0,0,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,3,3,0,0,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,51,11,34,9,11,4,4,7,0,3,150
LGA55320,0,0,0,18,30,2029,70,49,8,3,8,7,5,3,67,2256,547,22,14,0,0,0,0,0,0,41,628,195,3,0,0,0,0,0,0,0,14,220,89,3,7,0,4,0,0,0,0,4,98,5,0,0,0,0,0,0,0,0,0,5,289,9,9,0,4,0,0,0,0,17,327,16,0,0,0,0,0,0,0,0,34,51,850,25,16,0,4,0,3,3,0,99,1002,11673,1887,2053,481,537,396,316,256,134,381,18111,5957,1672,2400,522,719,682,660,624,345,228,13802,659,136,197,68,73,86,108,144,93,114,1673,40,16,4,4,3,4,0,4,8,9,89,6657,1824,2599,588,793,771,768,767,446,345,15568,29,3,3,3,0,0,0,3,0,80,125,18361,3716,4657,1070,1331,1169,1082,1024,578,813,33804
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,12,3,10,0,0,4,0,0,54,3,3,3,3,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,8,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,24,11,13,10,15,3,0,4,0,0,74
LGA55460,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,205,23,18,11,9,0,6,12,3,13,309,15,3,30,3,3,16,9,25,20,40,167,0,0,0,0,0,0,3,26,8,0,43,0,0,0,0,0,0,0,0,0,0,0,14,3,30,4,4,16,11,51,33,40,211,0,0,0,0,0,0,0,0,0,0,0,217,29,50,13,14,21,20,61,32,60,521
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,4,3,0,0,3,0,0,36,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,4,3,4,3,0,3,3,0,0,39
LGA55600,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,132,19,13,0,10,8,8,0,0,7,204,8,9,22,3,0,0,4,3,0,4,55,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,9,22,3,0,0,4,3,0,9,55,0,0,0,0,0,0,0,0,0,0,0,143,29,27,4,14,14,9,3,0,13,261
LGA55670,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,9,0,0,0,0,0,57,3,0,3,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,40,5,6,3,13,3,0,0,0,0,74
LGA55740,0,0,0,0,0,126,4,0,0,0,0,0,0,0,3,134,32,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,942,252,252,65,72,73,43,54,27,48,1849,275,98,135,35,37,62,97,92,25,14,863,16,7,4,0,0,3,4,19,13,8,77,0,0,0,0,0,0,0,0,0,0,7,295,110,140,35,37,64,106,114,34,22,951,5,0,0,0,0,0,0,0,0,0,4,1244,358,397,102,116,142,147,165,59,67,2799
LGA55810,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,0,7,3,0,3,0,0,44,4,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,32,3,7,3,9,3,3,3,0,3,60
LGA55880,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,0,3,0,0,3,0,4,52
LGA55950,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,4,11,3,0,3,5,0,0,3,55,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,4,11,3,0,3,8,0,0,3,62
LGA56090,0,0,0,8,12,711,22,6,0,0,0,0,0,0,34,779,188,3,0,0,0,0,0,0,0,14,208,38,3,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,48,3,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,6,3,236,7,0,0,0,0,0,0,0,24,260,5320,547,677,122,125,97,36,38,28,189,7177,718,134,349,52,70,46,34,39,24,44,1493,56,6,31,3,5,3,12,24,8,6,151,11,0,0,3,3,3,0,0,0,0,16,784,140,379,55,73,56,41,59,28,43,1667,11,0,0,0,0,0,0,0,0,411,423,6111,688,1060,179,200,153,77,100,60,641,9264
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,13
LGA56230,0,0,0,0,0,355,3,3,0,0,0,0,0,0,4,370,74,5,0,0,0,0,0,0,0,0,80,10,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,84,5,3,0,0,0,0,0,0,0,93,1973,186,242,38,41,40,25,17,9,66,2643,131,35,76,14,23,16,17,9,6,3,336,8,3,3,0,0,0,0,3,0,3,13,0,0,4,0,0,0,0,0,0,0,4,137,39,80,18,23,16,21,12,10,3,350,6,0,0,0,0,0,0,0,0,3,5,2118,225,321,56,61,56,47,28,21,75,3001
LGA56300,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,203,16,13,0,0,0,0,0,0,16,254,11,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,215,17,13,0,0,0,0,6,3,19,278
LGA56370,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,17,0,5,0,8,0,0,0,79,3,3,0,0,8,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,49,9,22,4,15,3,6,3,0,0,105
LGA56460,0,0,0,0,3,67,0,3,0,0,0,0,0,0,0,68,10,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,21,343,26,34,14,13,10,9,9,4,20,479,48,17,85,17,16,17,14,23,4,8,234,0,0,0,0,0,0,4,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,48,19,84,19,13,17,13,21,8,3,252,0,0,0,0,0,0,0,0,0,0,4,392,46,123,31,26,31,26,32,12,28,740
LGA56580,0,0,0,0,3,362,12,4,0,0,0,0,0,0,10,387,107,0,0,0,0,0,0,0,0,5,112,37,0,0,0,0,0,0,0,0,0,38,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,3,155,0,3,0,0,0,0,0,0,4,169,2593,529,469,104,115,111,124,68,38,82,4237,1059,269,301,80,92,100,141,123,71,38,2272,63,11,14,6,3,16,17,25,21,7,182,7,0,0,0,0,0,0,0,0,0,10,1126,285,319,82,91,115,153,141,90,48,2465,4,0,0,0,0,0,0,0,0,3,12,3726,811,787,186,210,232,282,211,125,139,6711
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,0,0,5,3,0,0,3,45,5,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,23,9,14,0,0,5,3,0,3,5,57
LGA56730,0,0,0,3,4,141,5,3,0,0,0,0,0,0,8,154,29,0,0,0,0,0,0,0,0,4,36,11,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,9,8,45,0,3,0,0,0,0,0,0,10,58,989,75,94,22,39,27,16,6,4,56,1336,122,25,122,22,21,25,23,15,8,10,397,11,3,4,0,4,3,6,10,3,5,44,0,0,0,0,0,0,0,0,0,0,7,127,29,128,22,27,31,26,23,11,24,446,3,0,0,0,0,0,0,0,0,425,429,1120,102,220,48,68,55,44,39,12,505,2214
LGA56790,0,0,0,0,0,48,0,0,0,0,0,0,0,0,3,53,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,286,21,6,3,4,0,0,3,0,18,354,18,0,10,0,3,4,5,3,0,0,51,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,3,4,5,3,0,3,53,0,0,0,0,0,0,0,0,0,0,0,306,23,21,5,5,7,11,7,4,25,407
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,3,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,3,3,0,0,0,0,0,0,28
LGA56930,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,170,45,35,22,4,10,10,7,8,7,321,33,11,11,4,0,13,10,11,9,4,91,5,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36,11,13,0,0,12,10,11,8,4,104,0,0,0,0,0,0,0,0,0,0,0,204,53,46,22,4,26,21,18,20,14,424
LGA57000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,12,3,3,4,0,0,0,3,59,6,0,3,3,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,5,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,35,3,13,3,8,9,0,0,0,5,80
LGA57080,0,0,0,0,3,230,11,7,0,0,0,0,5,0,17,273,40,0,0,0,0,0,0,0,0,7,53,14,4,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0,0,7,82,1715,366,605,259,270,237,248,258,215,138,4306,849,474,1091,337,441,614,733,901,623,265,6332,116,42,68,31,57,62,149,194,157,133,1010,7,0,3,0,3,4,3,12,8,3,38,974,520,1162,366,504,688,886,1098,784,402,7379,8,0,0,0,0,0,0,0,0,11,19,2695,885,1768,624,774,922,1133,1356,1002,547,11703
LGA57140,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,117,6,10,0,0,0,0,0,0,3,141,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,127,6,10,0,0,0,0,0,0,3,156
LGA57210,0,0,0,0,3,85,3,0,0,0,0,0,0,0,0,87,23,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,23,590,39,39,4,4,7,10,0,3,24,730,60,17,57,5,7,13,5,3,3,5,178,4,0,4,3,14,7,3,6,3,0,47,0,3,0,0,0,0,0,0,0,0,9,64,25,65,10,22,24,15,9,3,10,238,3,0,0,0,0,0,0,0,0,6,8,660,67,101,12,24,33,24,9,5,45,978
LGA57280,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,131,369,103,104,75,86,54,22,77,1647,167,122,366,84,112,107,90,86,28,37,1193,16,3,7,0,3,9,10,15,5,10,83,4,0,5,0,0,3,0,0,0,6,22,186,129,381,84,114,122,96,100,36,45,1299,0,0,3,0,0,3,0,0,0,3,11,813,257,759,184,217,198,187,154,55,121,2950
LGA57350,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,74,9,5,4,0,0,0,0,0,3,91,3,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,72,9,13,4,0,0,3,4,0,3,113
